"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"trouver";-157,274;-77,025;-18,312;15,883;0,259;181,967;29,936
"emji_visage_souriant_avec_coeurs";3556,345;-136,32;-82,526;-174,826;-3,428;-145,523;-84,856
"tellement";211,596;-19,998;-42,28;-64,905;-0,261;-2,145;36,874
"donner";-160,642;-157,41;-2,421;5,884;72,968;72,917;114,249
"vivre";-128,159;-148,262;-11,239;8,502;1,964;-10,094;598,326
"rester";-148,098;-121,399;-2,651;104,158;13,36;13,326;57,418
"payer";-189,734;-216,358;-18,375;3034,923;-22,005;-158,311;-144,017
"problème";-183,859;-159,661;-3,916;233,998;0,881;122,152;-0,735
"français";-107,446;10,049;-54,877;34,581;-24,37;222,535;-52,879
"connaître";-128,697;-12,104;-6,556;-28,646;-2,385;70,235;178,864
"emji_mains_en_prière";2640,743;-146,693;-62,093;-155,819;-0,992;-91,041;-33,985
"changer";-110,18;-79,593;-34,708;-0,254;-5,877;0,219;564,475
"souvenir";1231,225;-32,593;-66,773;-77,067;-20,869;-144,058;8,022
"france";-157,706;-4,422;-26,351;793,025;-5,983;-38,795;-20,47
"fois";-133,619;-26,162;0,284;42,274;-9,128;18,095;29,195
"commentaire";-136,785;-47,787;-35,568;-136,463;-2,269;1956,107;-93,82
"seul";-157,367;-101,394;14,259;27,11;9,774;20,998;54,49
"arrêter";-168,236;-148,83;166,205;52,559;0,469;13,055;8,664
"demander";-159,412;-104,851;34,286;20,393;-1,156;78,533;17,452
"droit";-149,524;-170,519;914,386;1,778;-6,454;21,72;-11,865
"question";-149,888;-125,75;-8,074;-5,139;-5,432;1270,26;-64,292
"emji_visage_faisant_un_clin_d_oeil";-58,611;63,33;-24,443;-5,737;0,197;12,366;2,148
"devenir";-96,059;-97,238;-13,579;151,347;12,607;1,92;35,502
"travail";-110,245;-142,954;-17,98;646,221;-11,063;-7,944;6,285
"emji_visage_avec_bouche_ouverte";231,956;0,095;-14,816;-31,395;0;-17,492;-1,648
"raison";-5,984;-124,958;-0,749;-5,352;13,205;291,745;-4,642
"cas";-139,565;-101,543;0,314;70,934;-3,328;168,781;-0,404
"jeune";-45,117;-70,289;-51,584;-35,733;-7,934;-2,711;821,646
"sentir";-108,092;-71,188;-19,203;-1,575;0,208;443,261;1,269
"emji_visage_qui_pleure_à_chaudes_larmes";-2,926;1155,198;-42,017;-92,228;-1,034;-75,335;-71,687
"police";-98,561;-161,816;945,618;-4,148;-10,738;18,748;-4,63
"exister";-90,008;-54,789;-0,237;-0,037;0,432;170,043;10,336
"accord";-56,171;-116,994;220,192;12,31;-0,177;40,212;-10,704
"humain";-77,373;-157,044;6,684;-18,797;704,37;60,889;21,686
"arriver";-94,561;-56,065;-6,194;9,078;-2,161;7,926;162,853
"utiliser";-130,696;0,208;12,699;28,149;-3,254;40,248;-14,76
"laisser";-111,91;-121,183;0,843;2,111;61,585;22,018;111,193
"besoin";-105,748;-87,656;-1,112;83,811;33,017;17,186;12,656
"état";-115,869;-139,138;819,252;107,525;-2,732;-15,966;-33,944
"adorer";799,923;0,15;-58,102;-104,428;2,145;-65,014;-5,383
"animal";-29,528;-124,946;-38,792;-46,676;10478,186;-51,689;-31,915
"regarder";-66,48;-29,243;-15,497;-0,044;-0,492;97,332;39,893
"guerre";-107,254;-127,842;3271,7;-43,473;-9,927;-63,313;-34,859
"ca";-83,526;-16,148;-4,371;-5,125;0,272;6,762;178,076
"coup";-107,995;-14,026;1,673;13,47;-1,292;3,425;48,857
"magnifique";2504,79;-132,885;-62,457;-103,747;-6,878;-104,232;-38,856
"argent";-113,844;-121,665;-5,032;1392,105;-11,848;-61,001;-48,283
"travailler";-97,073;-92,779;-41,443;408,41;-5,613;-10,841;44,928
"partir";-101,271;-67,866;1,551;252,329;-4,969;1,43;-0,085
"moment";-33,022;-73,054;1,318;-5,785;-2,488;-0,234;269,903
"vidéo";-48,51;-10,337;-7,505;-84,551;-2,107;49,454;211,631
"etc";-99,662;-62,167;0,183;260,735;0,78;-0,021;-0,073
"riche";-89,403;-116,562;-39,997;1738,157;-12,307;-76,777;-77,068
"plutôt";-103,618;-32,535;-4,174;44,624;2,119;91,323;-0,361
"place";-95,763;-88,151;0,002;291,241;-0,414;1,164;-0,053
"premier";-70,547;-12,258;0,292;9,158;-4,432;72,104;-0,007
"mot";-62,301;-1,453;0,133;-93,37;-6,178;516,672;-13,787
"rendre";-90,036;-101,774;28,851;19,363;8,549;65,895;0,684
"appeler";-96,556;53,27;5,405;-3,112;-0,607;2,192;0,306
"meilleur";12,89;-23,286;-32,824;36,961;-0,056;-13,304;10,802
"jouer";3,212;-17,114;-24,482;-23,968;-8,945;-61,377;408,832
"école";-41,578;-35,367;-30,171;-32,787;-10,141;-54,931;923,57
"niveau";-93,029;-82,229;-35,008;48,487;-2,649;163,13;8,151
"part";-93,551;-54,357;1,081;44,127;0,071;71,094;-0,003
"genre";-74,173;-46,687;-10,6;-17,821;-0,825;500,398;-0,412
"politique";-91,031;-123,184;80,749;134,236;-11,28;54,934;-25,106
"palestinien";-92,754;-127,251;5363,822;-130,967;-15,051;-104,351;-120,275
"emji_drapeau_suisse";605,961;-45,147;-7,102;-0,041;-8,487;-34,674;-40,579
"sûr";-79,498;-28,847;-0,532;-0,117;-0,312;143,657;6,489
"israël";-96,9;-130,956;5306,135;-117,83;-12,661;-107,329;-118,979
"importer";-98,134;-49,073;-0,007;1,068;18,628;268,528;-9,943
"dernier";-1,613;-31,165;2,539;-1,025;-5,547;-2,723;83,524
"continuer";-62,437;-103,033;187,539;46,778;0,001;-0,943;0,974
"emji_pouce_vers_le_haut";1265,92;-45,533;-33,843;-66,485;-3,051;-32,336;-40,96
"famille";-27,973;-61,679;2,492;-1,338;0,157;-34,241;334,987
"lire";-88,845;-57,016;-6,8;-35,664;-6,282;916,109;-26,323
"apprendre";-69,42;-61,426;-22,908;-52,169;-1,019;5,725;592,045
"emji_visage_en_pleine_réflexion";-67,898;-0,599;-0,42;-0,104;0,01;162,751;-14,05
"exemple";-59,302;-88,015;-0,424;164,914;0,248;14,289;-0,17
"compte";-84,467;-77,165;-0,197;33,688;-4,745;263,944;-15,727
"genève";-69,123;-2,119;-11,051;734,227;-8,264;-82,5;-38,882
"sujet";-83,963;-92,433;-15,061;-1,775;-1,819;914,351;-57,388
"manquer";-31,862;-24,141;-27,238;0,066;-0,686;9,734;117,011
"pauvre";-75,722;-18,018;-4,682;22,98;404,545;-10,07;15,817
"cause";-90,209;-82,86;44,932;62,207;6,741;21,758;-1,306
"perdre";-61,157;-57,449;-0,254;42,024;4,149;0,003;55,502
"partie";-72,984;-27,847;1,967;126,525;-0,195;1,871;-0,697
"histoire";-52,1;-54,173;21,438;-20,535;-5,611;215,413;1,81
"sortir";-81,296;-26,332;-0,049;-0,921;-0,059;3,115;162,463
"fin";-53,671;-13,602;2,401;-3,879;-4,583;3,267;104,324
"société";-76,491;-110,202;-10,562;27,12;-3,233;267,036;-0,044
"entendre";-39,557;0,83;-2,936;-46,244;-1,648;95,874;14,31
"idée";-58,568;-21,34;-15,584;0,163;0,113;234,602;-1,965
"cher";-63,827;-44,332;-31,667;909,333;-0,362;-38,599;-43,059
"oublier";-66,12;-13,391;6,286;14,018;-1,537;-2,541;54,227
"rts";-30,019;-63,192;22,355;-4,163;-6,675;365,532;-44
"manger";-75,585;1,741;-39,664;-8,487;3429,942;-49,472;-3,698
"respect";4,126;-108,088;-0,239;-65,959;-2,875;0,01;316,496
"emji_visage_souriant_avec_yeux_rieurs";139,301;-9,75;-29,396;-11,892;-2,545;-2,749;5,246
"paix";11,645;-87,77;1519,166;-100,42;-4,451;-48,09;-21,682
"permettre";-76,424;-78,641;-0,012;252,782;-3,791;1,813;-0,017
"malheureusement";-70;-87,351;-0,749;-0,989;9,181;7,572;212,61
"écrire";-72,272;-44,508;-7,22;-32,121;-9,188;817,124;-27,12
"gros";-65,493;-4,22;-12,556;113,672;0,818;0,391;0,002
"parent";-61,379;-22,148;-36,771;-20,331;-0,413;-49,099;793,683
"revenir";-53,267;-30,684;-10,376;261,086;-0,489;-7,828;0,896
"finir";-65,493;-36,093;-0,005;10,513;5,396;-15,865;170,817
"super";4,233;-0,139;-23,598;-1,274;2,289;-14,332;41,784
"côté";-76,089;-9,537;-0,007;7,739;-0,27;14,9;20,337
"social";-75,417;-104,882;-9,411;203,778;-9,018;28,126;2,3
"emji_visage_roulant_des_yeux";-69,067;90,717;-2,29;-0,35;-2,49;0,665;-0,164
"population";-87,767;-110,965;129,056;191,63;0,015;0,002;-14,68
"peuple";-69,603;-102,886;1095,351;6,981;-10,609;-5,775;-35,845
"heure";-22,361;-20,812;-3,667;8,289;-0,243;-12,22;120,182
"gauche";-72,737;-58,07;9,197;67,507;-4,245;104,961;-23,406
"espérer";-21,11;-45,658;-0,049;-10,301;0,979;-2,686;243,041
"palestine";-37,774;-95,167;1805,288;-43,687;-8,958;-11,657;-24,119
"mort";-66,437;-29,742;293,16;-4,02;20,37;-0,027;0,268
"pareil";-31,616;11,307;-20,918;-0,701;0,584;11,033;5,683
"nom";-57,277;-5,175;0,935;-28,291;-8,198;117,08;17,543
"dieu";-0,063;-14,464;-20,143;-99,52;-1,982;9,009;230,107
"commencer";-72,737;-41,674;41,749;13,808;-8,632;4,066;21,701
"attendre";-63,552;-18,149;7,519;0,148;0,049;2,569;53,677
"tuer";-70,56;-57,185;751,691;-33,018;204,637;-6,812;-5,728
"servir";-72,067;-3,815;6,128;112,302;-5,448;4,954;-19,566
"faux";-78,928;-50,59;2,313;0,272;-3,07;540,188;-82,563
"hamas";-72,98;-89,813;4080,447;-98,919;-11,119;-80,045;-96,34
"lieu";-82,881;-65,81;8,979;87,171;-0,067;23,658;-0,085
"tête";-53,238;33,852;-12,015;-8,371;-0,031;16,008;5,971
"moyen";-76,573;-51,153;19,707;269,294;-1,903;-10,511;-1,889
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";1601,631;-53,107;-34,999;-61,867;-9,159;-69,075;-48,668
"simple";-38,793;-53,786;-2,867;2,651;-1,119;10,392;94,243
"violence";-69,682;-90,83;149,149;-25,88;-4,278;136,913;5,372
"triste";-32,117;-64,134;-8,601;-33,548;1,121;-11,232;583,783
"aider";-72,37;-89,708;2,276;105,249;1,467;2,5;11,39
"simplement";-50,063;-77,561;-0,953;82,099;-1,747;51,643;-0,01
"classe";-13,623;-25,139;-35,027;75,24;-2,878;-1,886;34,086
"système";-74,157;-82,268;-14,676;740,946;-4,556;-4,459;-29,222
"prix";-64,712;-62,103;2,234;893,151;-5,593;-65,489;-59,829
"chat";-12,371;-10,621;-33,035;-74,085;5693,821;-39,737;-16,163
"manifestation";-72,784;-88,836;2614,717;-45,39;-8,786;-33,31;-49,415
"accent";8,933;765,616;-41,539;-81,834;-10,771;-41,077;-70,74
"vieux";-34,71;29,325;-7,929;-19,682;-0,075;0,02;43,22
"droite";-72,784;-77,438;26,118;24,821;-8,786;252,276;-51,179
"public";-71,971;-60,794;8,617;486,658;-9,007;-9,498;-26,95
"fille";-23,144;-0,015;-30,396;-73,195;-7,237;-33,548;587,072
"montrer";-60,118;-58,668;11,883;-0,017;-7,429;202,425;-0,868
"ville";-52,061;-61,302;-0,02;573,467;1,397;-42,722;-17,373
"pire";-59,196;-6,357;3,379;3,859;-0,98;-14,229;104,913
"entreprise";-68,749;-78,884;-9,91;1289,689;-8,196;-71,378;-75,976
"emji_visage_souriant_aux_yeux_rieurs";-0,384;482,618;-34,639;-41,383;-2,43;-31,349;-16,6
"impôt";-69,254;-84,186;-23,997;1420,576;-8,27;-67,778;-83,488
"salaire";-68,581;-83,3;-36,8;1241,418;-8,172;-45,822;-53,213
"loi";-66,323;-77,236;108,793;70,065;-0,478;10,439;-10,328
"nouveau";-52,553;-58,049;1,346;87,401;-4,003;0,029;18,262
"emji_visage_boudeur";-30,533;0,778;72,668;-0,888;8,584;-5,507;-0,003
"créer";-56,301;-69,671;0,733;134,751;5,944;18,93;-7,888
"répondre";-58,029;-45,421;-9,071;-20,566;-2,522;640,795;-17,358
"normal";-54,976;-46,838;-8,554;26,596;0,083;5,288;63,48
"chercher";-62,201;-56,995;0,004;31,551;0,779;94,412;-1,542
"maison";-49,927;-0,05;-5,468;1,289;0,432;-48,61;193,016
"seulement";-51,732;-36,395;2,502;77,284;1,439;8,561;-1,245
"retrouver";-5,941;-22,415;-6,012;4,03;4,719;-1,708;50,617
"façon";-31,048;-41,368;-4,195;-0,877;-2,614;49,6;56,639
"article";-61,394;-69,352;4,289;10,975;-1,509;359,406;-64,575
"blanc";-59,947;2,319;0;-39,639;-3,075;275,045;-15,229
"acheter";-54,241;-22,767;-4,093;445,274;21,742;-31,863;-25,136
"essayer";-69,085;-37;0,606;-3,658;2,694;128,14;8,99
"rapport";-63,47;-42,31;0,771;8,077;-0,062;221,657;-21,902
"jeu";7,212;-29,159;-16,076;-36,831;-7,804;-41,062;387,061
"emji_étincelles";1025,974;-48,221;-21,954;-47,211;-5,511;-39,28;-18,804
"manifester";-62,227;-66,707;1971,378;-29,143;-9,531;-27,127;-33,064
"réponse";-35,427;-39,726;-6,719;-39,757;-4,533;637,357;-18,62
"rappeler";-3,389;-4,36;4,441;-0,776;-1,479;-4,291;31,743
"propre";-62,966;-2,333;-0,402;4,729;-3,441;29,803;4,891
"mauvais";-60,953;-44,444;-8,522;0,963;6,314;71,404;29,308
"gaza";-60,618;-81,238;3189,781;-66,427;-5,953;-66,723;-71,281
"armée";-60,618;-69,771;516,542;3,239;-5,953;0,139;-7,822
"exactement";-16,286;-23,774;-2,512;-2,963;-2,448;245,263;-12,82
"soutenir";-54,196;-81,459;843,081;-1,652;-5,977;0,762;-20,448
"préférer";-37,457;-2,533;-3,571;0,119;8,993;1,262;34,349
"poser";-59,887;-37,453;-10,108;-14,959;2,108;494,67;-11,345
"incroyable";92,177;-7,98;-14,132;-6,068;-4,757;-3,137;4,337
"respecter";-58,38;-78,875;297,553;8,69;4,855;-1,45;0,05
"service";-50,259;-53,058;-3,515;213,53;0,939;1,329;-2,328
"justement";-61,624;-56,458;0,132;9,174;-2,194;223,893;-10,107
"eau";-55,534;26,072;0,565;64,256;1,071;-26,149;-5,964
"écouter";-15,453;-18,766;-18,924;-46,416;-7,779;167,877;39,272
"voiture";-45,029;-23,874;-23,512;732,142;-1,793;-54,724;-29,114
"santé";-42,755;-66,052;-21,074;504,453;8,696;-10,888;-12,816
"garder";-43,891;-25,515;-4,786;10,259;6,427;-7,02;120,787
"journée";-18,33;-8,897;-20,699;-13,813;-0,135;-0,177;213,519
"sembler";-58,045;-47,199;0,723;2,164;-0,011;114,432;0,865
"mois";-54,53;-41,115;-8,808;503,403;-3,938;-35,46;-1,2
"fou";-27,112;-3,394;-1,019;-23,129;0,378;16,178;63,707
"ami";-6,536;-30,927;-6,251;-11,982;2,934;0,44;142,148
"coeur";42,56;-24,154;-5,863;-11,116;26,984;-1,822;12,292
"défendre";-60,044;-63,868;455,738;0,947;-5,552;13,098;-21,07
"valoir";-26,818;-0,107;-6,713;94,132;5,349;-1,545;-7,414
"reportage";145,324;-6,402;-19,469;-25,866;-1,965;-1,718;3,939
"mdr";-56,873;104,127;-0,078;-4,88;0,389;2,328;-6,816
"europe";-55,702;-46,128;188,382;132,168;-4,091;-17,573;-12,504
"réalité";-50,093;-71,829;0,084;20,836;-2,935;202,799;-13,209
"plaisir";-2,726;-25,098;-24,186;-21,546;32,178;-10,496;252,777
"heureux";-0,572;-38,693;-18,458;-44,962;9,497;-28,783;445,393
"terre";-45,724;-49,884;177,191;-0,153;0,591;0,036;9,973
"bidet";-25,163;1194,996;-34,861;-66,962;-8,589;-63,946;-61,914
"air";-28,593;-1,122;-12,681;-3,923;1,111;-1,075;125,353
"foutre";-51,2;-11,565;16,031;-0,213;0,484;-8,007;98,185
"agir";-62,03;-74,673;123,485;27,165;-2,776;26,623;-5,758
"possible";-47,278;-43,648;-0,024;111,125;-0,336;0,657;2,174
"manière";-50,203;-66,94;0,096;0,373;0,004;268,715;-7,396
"gagner";-50,176;-43,818;-10,072;594,925;-6,801;-20,201;-17,915
"truc";-43,882;-2,642;-13,578;1,355;-0,372;2,745;59,857
"ouvrir";-53,527;-38,184;0,929;4,402;-1,592;58,745;7,45
"trump";-48,208;-44,025;759,149;0,072;-6,825;-5,992;-19,267
"expliquer";-55,924;-26,001;1,276;11,511;-1,608;185,755;-31,489
"oeil";-19,541;-22,759;2,41;-8,382;-5,224;0,117;123,96
"canton";-51,401;-14,08;-21,613;834,524;-8,267;-52,512;-59,022
"bas";-36,213;-24,566;0,519;73,874;2,461;-0,246;0,749
"génération";-30,306;-14,206;-21,307;-20,958;-3,568;-6,844;409,394
"protéger";-45,459;-56,952;170,686;4,51;0,305;0,47;0,651
"interdire";-52,238;-52,5;8,221;73,962;24,166;-2,87;6,292
"honte";-49,51;-42,99;12,884;0,651;-0,704;-0,067;99,582
"gouvernement";-56,353;-63,428;980,588;0,261;-5,037;-14,029;-19,816
"couper";-34,778;-3,404;-19,15;183,783;-0,644;-15,243;0,473
"situation";-59,008;-70,695;39,805;4,264;-3,633;117,764;-2,533
"liberté";-32,554;-52,623;19,4;-3,368;-4,571;193,668;-4,276
"israélien";-52,071;-67,603;3087,214;-71,541;-8,366;-68,773;-71,304
"heureusement";-41,755;11,483;-12,48;-16,823;0,034;-4,529;129,48
"avis";-48,676;-55,652;-0,186;-12,447;-3,461;439,215;-6,362
"mec";-33,14;19,718;-3,797;-15,649;-1,35;14,039;9,184
"génocide";-56,658;-72,341;2900,622;-81,095;-8,366;-43,589;-59,911
"père";-23,544;0,566;-27,455;-35,518;-6,386;-17,37;354,793
"âge";-13,602;-22,444;-25,994;-34,978;-0,182;-1,079;365,99
"absolument";-20,753;-37,28;-0,231;-2,052;0,052;223,507;-9,028
"hiver";-4,185;553,927;-30,78;-18,363;-0,104;-59,715;-26,685
"reconnaître";-31,41;-9,242;452,515;-6,869;-2,086;-4,597;-5,293
"imaginer";-46,05;-9,276;-8,035;26,181;-0,609;2,209;23,356
"cours";-33,896;-18,751;0,39;-3,612;-8,093;-6,537;217,476
"rire";-4,522;273,997;-17,282;-22,658;-6,094;-2,645;-15,539
"langue";-33,138;-16,557;-16,572;-3,118;-7,4;357,448;-13,821
"choix";-44,06;-46,358;-3,642;35,431;-4,548;48,53;3,805
"également";-38,33;-35,775;1,735;54,765;0,535;5,465;0,107
"assurance";-52,632;-64,646;-21,471;1177,841;-7,771;-68,131;-63,552
"peur";-48,179;-30,244;-0,869;-3,19;4,86;20,901;78,134
"équipe";-16,15;-33,498;-25,284;426,248;-5,365;-32,63;-2,246
"terme";-50,484;-29,314;6,844;-0,106;0,273;259,217;-37,094
"rue";-46,844;-42,533;38,522;0,89;14,164;-5,084;61,747
"mère";-22,274;0,296;-25,566;-31,421;1,532;-21,701;303,536
"génial";653,028;-23,888;-26,461;-38,353;-4,479;-16,912;-9,749
"aide";-48,723;-58,633;84,473;30,4;0,244;-1,788;6,584
"otage";-39,426;-57,149;2611,165;-64,76;-7,449;-58,179;-60,632
"solution";-44,841;-41,918;3,912;222,266;-1,616;-0,418;-10,041
"emji_visage_qui_hurle_de_peur";-23,529;419,597;-5,692;-20,589;-2,923;-22,136;-17,261
"chance";-2,714;-34,473;-12,104;8,407;-0,918;-35,407;175,681
"archive";144,477;-12,013;-22,055;-32,063;-1,829;5,656;0,002
"important";-42,404;-56,637;-0,349;16,562;-0,061;38,174;12,6
"base";-37,681;-36,011;-1,237;30,05;0,273;82,742;-6,714
"recevoir";-34,595;-36,355;0,152;23,829;-4,064;-15,156;114,299
"image";-14,945;-43,184;5,961;-7,347;-4,202;7,327;83,076
"main";-37,876;-0,084;0,217;6,636;1,011;-32,955;67,206
"occuper";-40,087;-51,417;19,664;7,222;30,097;-10,483;61,798
"haut";-40,252;-1,179;-6,545;73,046;-5,656;0,347;0,077
"argument";-43,507;-40,235;-0,75;-2,254;-2,537;444,793;-35,756
"faute";-49,95;-41,74;-2,066;-0,081;-0,677;365,388;-21,121
"début";-31,026;-1,712;-0,383;-3,004;-0,821;-11,051;150,461
"extrême";-49,447;-47,14;34,912;0,009;-3,768;241,034;-36,514
"tomber";-28,143;-15,841;-1,69;-1,253;1,055;0,306;98,349
"suivre";-35,722;-44,778;6,174;2,112;-2,599;97,944;-0,283
"naître";-30,233;0,368;-1,282;-27,14;-2,619;-10,342;208,252
"effet";-39,095;-27,805;-10,663;124,814;0,092;11,109;-2,634
"étude";-48,944;-46,492;-23,085;103,702;-0,602;75,995;-4,863
"justice";-28,966;-56,049;620,212;-3,365;-3,79;-0,032;-11,243
"long";-31,102;-27,611;-4,171;6,164;0,098;34,997;10,228
"augmenter";-47,771;-51,398;-10,814;822,244;-3,541;-48,018;-36,242
"étranger";-46,129;-52,274;0,02;263,642;-2,314;4,6;-25,247
"partager";9,567;-49,461;-1,447;-9,019;-3,79;41,5;6,309
"semaine";-32,953;-35,445;-2,737;20,432;0,185;-10,702;116,408
"contraire";-40,858;-32,367;3,281;-0,481;0,104;233,117;-20,94
"facile";-44,708;-25,29;-3,166;4,731;-2,415;105,965;0,214
"sécurité";-48,441;-50,084;29,88;293,236;-0,566;-10,147;-23,741
"policier";-40,007;-43,689;198,48;-7,502;-3,405;36,361;-0,421
"maladie";-43,204;-55,912;-26,465;615,244;12,512;-27,485;-20,14
"nourrir";-30,397;-44,335;-8,036;-11,639;4438,133;-16,865;-25,433
"lausanne";-16,404;-8,274;-6,14;369,908;-3,563;-42,07;-17,657
"raciste";-43,784;-36,889;-2,183;-28,802;-3,315;684,741;-45,949
"dur";-38,701;-29,763;-1,006;4,242;-1,21;-18,507;207,755
"journaliste";-19,444;-13,01;38,796;-15,187;-0,069;49,583;0,001
"mode";-30,237;0,928;-6,829;-14,728;0,232;0,733;78,585
"envie";-38,535;-15,137;-15,08;-4,37;0,005;-10,267;313,161
"actuel";-36,784;-42,938;-0,038;26,553;-5,147;4,487;31,652
"frontalier";-42,11;-29,367;-18,527;759,561;-6,559;-33,747;-50,277
"choisir";-38,037;-30,665;-1,824;4,171;-0,084;85,375;0,757
"mériter";-9,331;-47,686;10,73;38,175;-0,074;5,489;-1,952
"clairement";-42,536;-24,353;7,764;-0,475;-1,162;122,07;-1,359
"nombre";-42,947;-52,609;12,091;196,092;4,779;-3,253;-8,52
"différence";-42,201;-43,689;-2,38;45,424;-1,13;80,543;-3,563
"groupe";-32,996;-30,512;240,614;-0,083;-4,592;8,293;-6,602
"franchement";-33,94;-12,364;-4,765;-6,83;-0,084;11,297;96,753
"amour";6,792;-34,384;-12,523;-44,585;79,098;-15,168;178,088
"train";-45,928;-21,546;1,62;330,665;-1,051;-25,323;-12,116
"laver";-37,51;851,512;-18,43;-51,145;-6,534;-43,396;-28,344
"suffire";-42,368;-30,665;0,879;30,213;-2,134;45,759;-1,299
"effectivement";-38,203;-2,807;-0,015;2,432;-0,089;20,815;1,698
"ancien";-4,105;-15,529;-6,607;-0,82;-1,114;-1,508;104,825
"éviter";-45,592;-21,177;-0,341;95,612;4,662;0,25;-0,09
"peine";-43,45;-34,592;1,675;1,865;-1,036;61,365;4,083
"emji_visage_avec_des_symboles_dans_la_bouche";-18,503;92,938;-1,811;0,001;2,104;-9,081;-5,214
"risque";-44,755;-37,126;-1,281;335,772;0,394;-4,849;-15,653
"meme";-41,943;-4,834;-0,424;0,54;-4,64;7,03;35,731
"emji_visage_retenant_ses_larmes";617,105;-30,832;-18,71;-32,258;-3,776;-29,654;-2,852
"renard";-0,119;-44,857;-22,392;-49,2;6808,983;-54,747;-57,263
"bref";-43,617;-36,679;-0,168;5,036;-4,881;63,158;8,561
"majorité";-43,617;-53,49;4,468;135,87;-3,293;3,417;-2,101
"face";-41,608;-20,789;50,779;0,111;-0,279;21,516;0,094
"battre";-39,195;-19,168;-1,545;-0,171;1,205;109,072;0,247
"traiter";-40,698;-33,969;31,31;-3,613;8,889;157,029;-18,798
"noir";-32,339;-2,975;0,294;-25,153;-0,244;253,099;-16,658
"nature";-1,279;-41,878;-14,653;-10,319;271,028;-0,017;52,127
"intéressant";-3,772;-42,612;-14,246;-0,034;-4,881;136,897;0,181
"excellent";28,185;8,487;-15,406;-2,001;-4,761;-4,384;-0,139
"complètement";-24,88;-20,809;3,177;-2,079;0,355;134,235;-6,782
"toucher";-22,714;-37,126;-3,136;159,628;-1,88;-0,02;-0,4
"tenir";-39,863;-24,401;13,008;-4,97;3,435;20,479;24,84
"remettre";-33,654;-38,878;-1,242;-1,047;-3,114;209,839;-0,199
"propos";-26,487;-50,118;-0,28;-25,923;-0,974;419,176;-7,496
