"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"dimanche";-1,82;-1,91;5,896;0,351;1,936;-2,816;-2,541;0,055;-1,999;1,496;0,163;-0,716;-2,269;0,772;0,278;-2,269;-0,513;10,548;-2,816;0,532;1,524;2,873;-2,45;0,092;-0,388;0,919;2,44;-0,032;-2,089
"désormais";-0,254;-0,308;0,017;1,818;-0,615;-0,966;-2,495;1,154;-0,365;1,576;-0,065;0,389;0,579;-0,424;-0,024;-2,228;2,559;1,434;0,142;0;-0,024;-0,092;-2,405;-1,787;-0,365;0,037;0,696;-0,024;6,111
"temps";-0,103;-1,564;0,145;0,873;0,042;2,021;-0,452;33,558;-0,175;-1,418;-2,231;-2,006;-0,304;-0,215;0,755;-1,858;3,899;-2,156;-2,306;1,152;-2,081;13,152;-0,401;0,337;-0,175;-0,175;0,102;-0,452;-1,71
"jean";-0,181;-1,735;0,056;5,077;0,677;-0,038;-2,31;-0,226;3,791;-1,573;-0,74;-0,552;0,014;-0,326;-0,613;0,014;-1,98;-2,392;1,466;-0,435;-2,31;-0,038;0,57;0,19;0,09;-0,275;0,031;43,329;-1,898
"situation";-0,164;-0,207;-1,861;2,387;0,735;-0,028;-2,264;-0,207;-0,254;-0,124;-2,426;-2,182;0,86;0,07;-2,264;0,86;0,041;1,939;-0,028;-0,408;19,706;-2,508;-2,182;-0,164;1,341;7,951;-1,941;-0,58;3,578
"population";0,852;-1,227;-1,342;-1,575;-0,118;-0,278;0,191;-1,227;-1,285;0,996;-1,751;-1,575;0,36;-1,342;-1,633;5,799;2,497;-0,209;-1,81;-0,092;4,634;-1,81;-1,575;3,708;-1,285;7,306;-0,069;4,634;6,757
"noël";0,037;-0,932;1,253;-0,011;-1,152;-0,06;-1,241;-0,932;1,406;-0,845;6,821;-1,196;-1,108;0,003;-1,241;-1,108;0;-1,285;-1,375;-0,001;-1,241;0,464;46,414;-0,889;-0,976;0,01;1,116;3,245;-1,02
"connaître";1,077;0,026;2,386;1,45;-0,022;0,065;-0,065;0,026;0,009;-1,827;40,188;16,133;-0,671;-2,205;-0,896;-2,395;-0,001;-0,094;-1,133;-2,395;-0,065;0,065;-2,586;-1,921;-0,462;-2,11;-2,3;-0,896;2,386
"vie";0,215;-1,701;-0,303;-0,521;-0,463;0,294;8,721;-1,701;0,107;-0,124;1,744;0,623;-2,021;-0,303;-0,58;6,218;1,002;-0,005;-0,766;-2,021;0,525;-0,766;0,001;-1,621;1,341;0,107;-1,941;0;1,161
"partie";-0,181;-1,735;-0,326;0,57;2,512;-0,805;0,476;13,931;-0,275;-0,139;0,321;-0,552;0,797;-0,326;0,476;-0,435;3,088;7,847;-2,559;-0,435;-0,613;-0,038;-2,227;1,681;-0,275;-1,817;-0,379;-0,002;-1,898
"ligne";-0,064;-1,462;1,805;-0,316;-1,806;0,002;-0,361;-1,462;-1,53;-1,325;-0,456;0,06;0,126;-1,599;-1,945;1,419;-1,668;6,171;0,002;1,419;0,037;0,002;1,106;-1,393;-0,122;-1,53;52,303;-0,361;-0,156
"octobre";-0,117;15,754;0,123;-0,43;-1,974;-2,356;-2,126;1,829;-0,193;0,389;0,501;-2,05;0,053;0,123;0,692;-0,329;-1,823;14,233;-0,651;-0,329;-2,126;18,405;0,015;-1,523;-1,673;-1,673;-0,281;-2,126;1,408
"expliquer";-1,787;-1,875;-2,051;-0,682;-0,615;0,142;1,617;7,306;-0,365;1,576;-2,674;-2,405;2,287;-0,424;-0,751;2,287;-0,486;-0,821;-0,092;0,579;-0,024;3,017;-0,682;0,108;-1,962;3,195;-2,139;1,617;6,111
"enquête";0,5;-1,428;-1,562;-1,832;7,956;-0,471;-0,333;-1,428;-1,495;3,031;-2,037;-1,832;-1,697;-1,562;0,051;8,541;0,199;-1,969;15,231;-1,697;34,075;-2,106;-0,29;-1,361;0,326;0,326;-1,629;0,051;-0,138
"droit";0,271;-1,632;1,321;-2,094;0,861;-2,407;0,002;-0,171;-1,709;0,353;0,451;0,008;-1,939;-0,258;0,632;-0,355;-0,305;0;7,715;-0,355;-0,515;-0,012;-2,094;-0,132;-0,213;14,195;-0,305;9,389;-1,785
"couper";-1,233;-1,294;182,039;-1,66;1,786;-1,908;-1,722;174,749;-1,354;-0,006;-1,846;-1,66;-1,537;-0,074;-0,225;-1,537;-1,476;-1,784;-1,908;-1,537;-1,722;0,047;-1,66;-1,233;-1,354;-1,354;0,342;-1,722;-1,415
"atteindre";-1,854;-1,945;-2,127;30,883;0,395;0,969;6,769;-1,945;0,02;1,42;-2,774;-0,023;0,488;-0,476;-2,588;-0,002;2,327;-2,681;-2,868;0,488;-0,042;2,735;0,315;-0,293;-2,036;-2,036;-0,542;1,436;-0,476
"rendre";-1,621;-1,701;-0,303;-0,521;-0,463;0,294;-0,58;8,647;-1,781;-0,124;12,106;0,001;-0,408;-1,861;2,153;0,86;-1,941;-0,005;11,407;-2,021;-2,264;3,842;-2,182;1,773;-0,254;-1,781;0,041;0;-0,303
"français";-1,297;-1,361;2,166;-0,239;-0,202;-2,006;-1,811;-0,053;0,408;-1,234;3,168;-0,239;-1,617;-0,104;-1,811;-0,167;-0,134;-0,318;16,425;-1,617;-0,277;23,369;-0,239;0,602;-1,424;6,102;0,264;-0,277;-1,488
"mort";-0,181;-1,735;-1,898;-2,227;-0,493;-2,559;-2,31;-0,226;0,09;24,17;1,639;0;-0,435;-0,326;-0,002;-2,062;-1,98;18,068;11,014;-0,435;19,121;-0,805;0;-1,654;-0,275;-0,275;-1,98;-0,613;0,056
"marquer";0,126;-1,84;-0,399;0,43;13,67;-0,076;-0,016;12,74;1,046;-1,668;-0,854;25,397;-0,52;-2,012;1,714;-0,52;-2,099;-2,536;-0,076;-0,52;-2,448;0,167;-0,006;-0,235;-1,926;1,046;0,009;-0,716;-2,012
"déclarer";-1,589;-1,666;0,085;-2,138;0,014;-0,727;-0,547;1,635;-1,745;5,565;-0,666;9,681;0,927;0,085;-0,547;0,03;-0,329;2,057;1,67;0,03;0;7,412;-2,138;0,242;-1,745;-0,233;-0,329;-2,218;-0,28
"violence";3,516;-1,26;-1,379;-1,617;0,256;-1,859;-1,677;-1,26;-0,04;16,017;-0,271;-1,617;5,517;-1,379;-0,2;5,517;0,386;0,122;7,175;-0,109;30,078;-1,859;-1,617;-1,202;-1,32;-1,32;-1,438;-0,2;-1,379
"mois";-0,089;-1,53;-0,195;11,196;0,055;0;-2,036;0,293;-0,156;0,469;0,613;-1,963;36,374;1,596;-0,421;-1,818;-0,236;0,006;0,525;-0,279;0,017;-0,577;-0,372;-0,089;-1,601;-0,156;-1,745;-0,421;-0,195
"réseau";-1,491;-1,564;0,145;0,023;-1,932;0,471;-0,452;-1,564;0,197;-0,072;-0,558;0,023;0,068;-0,215;-2,081;1,152;0,102;-0,504;8,361;0,068;0,755;0,471;0,023;10,77;-1,637;-1,637;0,102;-2,081;1,499
"nombre";-1,233;-1,294;-0,074;-0,191;-0,158;-0,339;1,442;-1,294;-0,052;-1,173;-1,846;-1,66;10,075;-0,074;-0,225;5,25;47,364;0,098;-1,908;10,075;-1,722;-0,339;-1,66;-1,233;-1,354;-1,354;-0,099;4,155;-1,415
"lancer";-0,042;-1,394;0,292;0,096;0,133;-2,056;-0,305;0,45;0,365;0,664;0,891;3,836;1,625;-0,121;-0,305;-0,188;-1,591;-0,347;0,013;1,625;-1,856;0,013;-0,264;0,549;0,365;-0,091;1,821;-1,856;-1,525
"gouvernement";-1,107;-1,161;-1,27;-1,49;26,754;-1,712;-1,545;-0,005;-1,216;10,134;-0,19;-1,49;-0,061;0,639;1,946;0,461;-1,325;0,216;1,459;-1,38;-1,545;-1,712;-1,49;-1,107;0,747;33,416;-1,325;0,266;-1,27
"continuer";-1,621;-1,701;-1,861;-0,521;0,008;-2,508;-0,58;-0,207;-0,254;0,288;1,744;9,34;-2,021;-0,303;-2,264;2,926;1,002;4,51;-0,028;-0,408;-2,264;1,566;2,387;4,84;-0,254;0,107;-0,354;0,525;-1,861
"christian";-1,491;-1,564;-1,71;-2,006;-1,932;-0,002;-0,452;-1,564;-1,637;-1,418;-2,231;-2,006;26,353;-1,71;0,755;7,275;0,102;-0,504;-0,614;0,068;-0,452;-0,614;-2,006;-1,491;4,697;-1,637;-0,258;135,863;-1,71
"gaza";0,052;-0,9;-0,985;-1,155;-1,112;-1,327;-1,198;-0,9;-0,942;-0,816;-1,284;-1,155;-1,07;0,008;-1,198;-1,07;-1,027;372,255;-1,327;-1,07;-1,198;-1,327;-1,155;-0,858;-0,942;11,886;0,002;-0,011;-0,985
"victime";6,664;-1,428;1,919;-1,832;-1,764;-2,106;-0,333;-1,428;-1,495;21,34;-2,037;-1,832;14,194;-0,138;-1,9;1,519;0,199;0,928;38,406;-0,209;3,344;-2,106;-1,832;-1,361;-1,495;-1,495;-1,629;-0,333;-1,562
"ouvrir";-0,216;3,87;-0,374;0,473;0;0,195;-0,01;13,122;1,114;-1,636;-0,815;-0,002;-2,145;-1,974;0,388;-0,491;-0,432;-2,488;3,325;-0,491;0,388;-0,062;4,672;1,508;-1,889;0,06;0,015;-2,402;-1,974
"france";-0,011;-1,26;-1,379;0,204;-0,138;-0,308;-1,677;-0,024;-1,32;-1,143;3,772;-0,168;-1,498;0,466;-0,2;-1,498;-0,084;-0,235;18,451;-1,498;-0,2;-0,308;4,733;0,783;-0,04;2,871;-0,084;4,387;-1,379
"décision";-1,426;-1,496;-1,636;-0,344;-0,298;-2,205;-0,391;0,328;-1,566;-1,356;-2,133;-0,344;-1,777;9,146;-1,99;-1,777;-0,214;0,012;9,069;13,213;-0,391;-0,541;-0,344;0,413;-0,139;44,299;1,501;0,895;-1,636
"vendredi";-1,458;-1,53;8,807;0,033;0,055;-2,255;-2,036;10,29;-0,156;2,61;0,001;-1,963;-1,818;4,475;0,017;-0,279;-1,745;2,59;-2,255;12,754;0,017;-2,255;-1,963;-0,089;-0,156;-0,156;4,085;-2,036;0,169
"suite";-1,491;-1,564;4,279;0,023;0,042;-0,002;-2,081;1,934;-1,637;0,427;2,225;0,873;-1,858;-0,215;0,01;-1,858;-1,784;2,446;4,651;-0,304;2,688;-0,002;-2,006;-0,103;-0,175;4,697;-0,258;-0,452;-1,71
"risque";-0,042;-0,065;-1,525;1,287;-1,723;74,206;1,142;-1,394;-1,46;0,664;-1,989;-1,789;0,177;0,292;-1,856;8,897;-1,591;-0,347;-2,056;-0,188;0,067;-0,437;-1,789;-0,042;-1,46;-1,46;-0,153;0,067;2,039
"cas";6,398;-1,462;0,225;-0,316;-1,806;0,002;-0,361;-1,462;-0,122;-0,041;-2,085;-1,876;20,582;-1,599;0,037;-0,232;4,486;-0,408;-0,506;4,111;-1,945;0,002;-1,876;-1,393;-0,122;-1,53;-0,193;17,307;1,805
"attendre";-1,523;-1,598;1,408;6;11,121;-2,356;-2,126;9,591;-1,673;0,389;-0,001;0,015;-1,899;-1,748;0,005;-0,329;-0,281;-0,538;-0,006;1,072;2,544;0,422;0,015;-0,117;-1,673;-0,193;-0,281;-0,483;0,123
"association";-1,044;-1,095;-1,198;-1,405;-1,353;1,724;-0,093;4,195;-0,004;-0,993;-0,141;-1,405;2,937;-1,198;0,358;0,581;-1,25;-0,116;4,727;7,104;-0,093;-0,168;-1,405;0,001;-1,147;0,9;-0,022;2,253;-0,011
"suivre";1,773;-1,701;1,161;0,623;0,008;0,294;0;30,111;-0,254;-1,542;0,361;-0,521;0,86;-0,303;0;0,021;-0,354;0,438;-0,766;-0,408;0;-2,508;-0,521;-1,621;-0,254;3,956;-1,941;0;-1,861
"européen";-1,107;-1,161;-1,27;-1,49;-1,435;0,136;1,946;-0,005;-1,216;1,164;0,173;-1,49;-0,061;31,538;-0,132;0,461;-0,043;-1,601;-0,221;0,461;0,266;-1,712;-1,49;1,007;0,747;0,747;-0,043;-0,132;0,639
"soutenir";-0,042;-1,394;-1,525;-0,264;1,448;-0,437;0,067;-1,394;-1,46;-1,264;-0,391;-0,264;-0,188;0,292;-0,305;0,177;-0,153;3,248;0,783;-1,657;-0,305;-0,437;-1,789;6,944;2,281;26,364;0,23;-1,856;0,292
"rapport";-1,297;-1,361;-0,104;-0,239;-0,202;0,021;-1,811;-1,361;0,408;0,722;-0,36;-0,239;22,764;-1,488;-1,811;15,272;24,129;-0,318;-0,403;-0,167;-0,277;-2,006;-1,746;-1,297;-0,077;-0,077;-0,134;7,56;-1,488
"ministre";-1,556;-1,632;-1,785;-2,094;16,477;-0,689;-2,172;-1,632;-1,709;10,952;-2,328;-2,094;-1,939;1,321;28,441;-1,939;-1,862;35,297;-0,689;0,041;5,326;-2,407;-2,094;-1,556;-1,709;14,195;-1,862;-0,515;-0,258
"mardi";-1,075;-0,002;-1,234;-0,088;-1,394;-1,663;-1,501;25,454;-1,181;1,256;-1,609;-1,448;-0,048;-1,234;16,97;0,518;-1,287;-0,137;-0,194;-0,048;2,094;0,168;-1,448;-1,075;3,617;0,82;0,607;-0,112;-0,018
"lieu";-0,076;-1,496;-0,175;0,045;-0,298;-2,205;-1,99;0,328;16,161;0,513;-0,49;-0,344;0,104;-0,175;-0,391;-0,255;4,281;0,012;0,583;-0,255;0,026;0,583;3,278;-0,076;-1,566;-1,566;1,501;-0,391;-0,175
"effet";-1,329;-1,394;0,292;0,096;-0,225;22,559;3,53;0,45;-0,091;-1,264;-1,989;-1,789;-0,188;-1,525;-1,856;4,532;0,23;-1,922;-2,056;8,897;-1,856;2,749;-0,264;-1,329;-1,46;5,838;-0,153;0,067;-1,525
"créer";-0,025;-0,042;-0,089;-0,214;-1,64;3,102;0,107;0,548;-0,064;-0,011;17,967;0,144;0,24;-0,089;-1,766;0,24;-1,514;0,077;-0,371;0,24;-1,766;-0,371;-1,703;-0,025;-0,064;0,454;-1,514;1,335;-0,089
"christophe";-0,017;-1,294;0,417;4,49;-0,158;0,047;-1,722;-1,294;0,504;-1,173;-1,846;-1,66;-0,128;-1,415;-0,225;0,276;-1,476;-0,262;3,294;-0,128;-1,722;-0,339;-0,191;0,718;2,71;-0,052;-0,099;49,901;-1,415
"centre";-0,017;-1,294;-1,415;-1,66;4,854;-0,339;-0,225;3,006;-1,354;8,566;-1,846;-1,66;-1,537;-0,074;1,442;-0,128;-0,099;-0,262;0,047;-0,128;1,442;-1,908;1,606;0,718;0,504;2,71;0,342;-1,722;0,417
"toucher";-0,053;-1,428;-1,562;12,523;-1,764;-2,106;-1,9;-1,428;-0,106;13,395;-0,423;0,077;-0,209;-0,138;-0,333;8,541;0,199;-1,969;0,006;-0,209;3,344;-2,106;0,077;2,704;-1,495;-1,495;0,199;0,051;1,919
"samedi";-1,138;-1,194;20,831;5,263;-0,1;-0,249;-1,589;3,548;-0,022;0;-0,216;-1,532;-1,419;0,577;-0,154;-1,419;-1,362;0,181;-0,249;0,408;0,226;1,341;-0,126;-1,138;-1,25;-1,25;12,219;-0,154;-1,306
"pexels";-1,687;-1,77;-1,936;-2,271;-2,187;15,667;52,265;-1,77;-1,853;-0,154;-2,525;0;-2,103;-1,936;-0,647;30,004;63,88;-2,44;-0,844;-2,103;-2,356;-2,61;0;-0,198;0,074;-1,853;-0,405;-0,647;0,044
"montrer";-1,426;-1,496;4,681;-1,919;1,166;9,069;-1,99;-0,106;-0,139;-0,05;0,004;0,045;-1,777;-1,636;0,895;0,104;8,485;-2,062;-0,541;-1,777;23,757;-0,541;-1,919;-1,426;1,917;-1,566;-1,706;2,999;-1,636
"donald";-1,426;-1,496;-1,636;-1,919;-1,848;-0,541;-1,99;-1,496;-1,566;-0,05;-2,133;-0,344;-1,777;115,992;162,063;-1,777;-1,706;15,798;0,583;-1,777;-0,391;-0,541;-1,919;-1,426;-1,566;-1,566;-1,706;-1,99;-1,636
"mercredi";-1,265;-1,327;-0,089;1,493;9,03;-1,957;-1,766;-0,042;-0,064;0,784;0,052;0,144;-1,577;2,301;1,335;-1,577;-0,116;-0,289;0,033;-0,147;0,107;11,163;-0,214;-1,265;-1,389;-0,064;2,068;-0,251;-1,452
"israélien";0,181;-0,74;-0,809;-0,949;-0,914;-1,091;-0,985;-0,74;-0,774;0,227;-1,055;-0,949;-0,879;0,082;-0,985;-0,879;-0,844;369,317;-1,091;-0,879;0,008;-1,091;-0,949;-0,705;-0,774;0,109;-0,844;-0,985;-0,809
"autorité";-0,148;-1,666;-1,823;0,004;0,014;-0,019;-2,218;-1,666;0,126;46,844;-2,377;-2,138;-1,98;-1,823;-2,218;-0,381;-1,901;4,715;0,333;6,465;56,328;-2,457;-0,49;-1,589;-1,745;0,126;-0,329;-2,218;3,742
"région";-1,361;-1,428;-1,562;18,959;-0,249;-0,471;-1,9;-1,428;0,326;42,754;-2,037;-1,832;-1,697;-0,138;0,051;-0,209;1,708;0,928;-0,471;-1,697;-0,333;0,711;3,64;-0,053;-0,106;0,326;1,708;-1,9;-1,562
"animal";1,911;-0,9;-0,985;-1,155;-1,112;2,805;-1,198;-0,9;-0,942;-0,816;3,017;-1,155;0;-0,985;-1,198;-1,07;10,435;-1,241;-0,044;1,098;-0,011;-1,327;-1,155;-0,858;0,018;-0,942;-1,027;0,776;76,498
"nombreux";-0,117;-1,598;-1,748;0,015;-0,378;-0,006;0,005;-1,598;-1,673;-0,084;0,501;0,015;-1,899;0,123;0,692;3,386;12,737;-2,203;-2,356;-0,329;-2,126;1,898;6;2,08;-1,673;-0,193;-1,823;5,561;0,123
"début";-0,132;-1,632;0,103;10,036;-2,017;-2,407;-0,515;1,729;-1,709;2,247;-0,629;5,754;-1,939;1,321;0,002;-1,939;-0,305;0,536;-0,689;0,041;2,407;1,781;-0,46;1,973;-0,213;-0,213;-0,305;-2,172;0,103
"événement";-1,265;-1,327;-1,452;1,493;-1,64;-0,371;-0,251;-0,042;6,38;-1,203;0,052;0,144;-0,147;-0,089;-0,251;-1,577;-1,514;-0,289;-1,957;-1,577;1,335;17,067;29,518;-1,265;-1,389;19,168;-1,514;-1,766;-1,452
"record";-0,006;-0,016;12,525;4,991;-0,118;-1,81;-1,633;-0,016;-0,03;-1,113;1,366;1,854;0,36;-1,342;-0,177;-1,458;-0,069;-0,209;-1,81;0,36;-0,177;36,216;0,24;-1,17;-1,285;-1,285;-1,4;-1,633;-1,342
"nuit";-1,075;-1,128;-0,018;11,066;-1,394;-1,663;-1,501;-1,128;-0,008;10,583;0,209;-1,448;-1,341;-0,018;-0,112;-0,048;-1,287;-0,137;-1,663;-1,341;2,094;0,168;0,371;-1,075;-1,181;-1,181;88,178;-0,112;-1,234
"beutler";-1,361;-1,428;-1,562;-1,832;-1,764;0,006;-0,333;-1,428;-1,495;-1,295;-2,037;-1,832;29,785;-1,562;1,054;4,316;0,199;-0,377;-2,106;0,15;-0,333;-2,106;-1,832;-0,053;2,153;-1,495;-0,172;131,096;-1,562
"bally";-1,361;-1,428;-1,562;-0,29;-1,764;9,847;6,918;-1,428;-1,495;-1,295;-2,037;-1,832;63,882;-1,562;-1,9;4,316;-0,172;-1,969;-2,106;0,15;-1,9;-2,106;-1,832;-1,361;-0,106;-0,106;-0,172;67,941;-1,562
"accord";-0,001;-1,161;-1,27;-1,49;-0,083;-1,712;-1,545;-1,161;-1,216;-1,053;-1,656;0,322;-0,061;21,647;44,496;-1,38;-0,043;68,079;-1,712;0,461;-1,545;-1,712;-1,49;-0,001;-1,216;-1,216;-0,043;-0,132;-1,27
"trouver";-1,523;1,829;-0,236;-2,05;0,031;-0,006;-0,483;0,231;1,606;-0,084;-2,279;-0,43;-0,329;8,173;-0,483;0,053;7,557;0,591;-0,651;0,053;0,005;-0,006;-0,43;-1,523;-1,673;-1,673;3,722;-0,483;4,091
"succès";-0,042;-1,394;34,411;-1,789;-1,723;-0,437;0,067;2,55;0,365;-1,264;10,879;1,287;-1,657;0,292;-0,305;-0,188;-1,591;-1,922;-2,056;0,177;-1,856;5,909;-0,264;-0,042;-1,46;-1,46;0,23;0,067;-0,121
"htag_sportxinfo";-1,687;-1,77;169,27;-0,584;-2,187;-2,61;-2,356;125,166;-1,853;-1,605;-2,525;-2,271;-2,103;-1,936;-2,356;-2,103;-2,02;-2,44;-2,61;-0,463;-2,356;135,07;-2,271;-1,687;-1,853;-0,296;-2,02;-2,356;-1,936
"gaetan";-1,329;-1,394;-1,525;-1,789;-1,723;10,264;7,231;-1,394;-1,46;-1,264;-1,989;-1,789;65,716;-1,525;-1,856;8,897;-1,591;-1,922;-2,056;0,177;-1,856;-2,056;-1,789;-1,329;-0,091;-0,091;-0,153;69,905;-1,525
"estimer";-1,329;-1,394;-1,525;-1,789;-0,225;-0,437;-1,856;-1,394;-1,46;0,664;-0,391;-0,264;-1,657;-1,525;0,067;1,625;9,549;1,01;-0,437;4,532;-0,305;-2,056;0,096;6,944;-0,091;0,365;1,821;12,246;-0,121
"appeler";-0,001;-1,161;-1,27;-0,107;-0,083;-1,712;16,263;0,868;-1,216;-1,053;-0,19;-1,49;-0,061;3,107;0,266;11,965;0,544;0,216;-1,712;-1,38;5,172;-1,712;-1,49;-1,107;-1,216;3,413;-0,043;0,266;-1,27
"ancien";0,783;-1,26;-1,379;-1,617;1,913;-0,308;0,16;-1,26;0,558;0,921;-0,271;-0,168;-1,498;-1,379;8,656;-1,498;-0,084;-0,235;0,064;-0,109;-1,677;1,128;1,726;-1,202;-0,04;20,588;-0,084;-0,2;-0,06
"sport";-1,202;-0,024;39,096;-1,617;-1,557;-1,859;-1,677;73,284;-0,04;-1,143;-0,271;-1,617;-1,498;-1,379;-1,677;0,316;-1,438;-1,738;-1,859;-0,109;-1,677;115,835;-1,617;-1,202;-1,32;-0,04;-1,438;-1,677;-1,379
"résultat";-1,075;-1,128;22,509;-1,448;80,294;1,586;5,466;-1,128;-1,181;0,003;-0,165;-0,088;-1,341;-1,234;-1,501;0,518;0,607;-1,555;-1,663;0,518;-1,501;-0,194;-0,088;-1,075;-1,181;-0,008;-1,287;-1,501;-1,234
"important";-0,025;-1,327;-0,089;-0,214;-0,179;0,943;-1,766;-0,042;-1,389;3,521;-0,329;-0,214;-1,577;0,372;1,335;4,998;-0,116;0,077;-1,957;-0,147;1,335;6,508;-1,703;3,165;-0,064;-0,064;-0,116;0,107;-1,452
"etat";-0,645;-0,676;-0,74;-0,868;14,124;-0,997;-0,9;-0,676;-0,708;-0,613;-0,965;-0,868;-0,804;0,142;0,032;-0,804;-0,772;32,456;-0,997;0,086;1,712;-0,997;-0,868;3,368;0,177;0,177;0,111;0,032;0,142
"cours";-1,393;-1,462;-1,599;-0,316;0,089;0,002;0,037;-1,462;-1,53;2,883;-0,456;-1,876;0,126;1,805;0,037;4,111;4,486;0,02;2,433;-1,737;6,621;-2,155;-1,876;-1,393;-0,122;-0,122;-0,193;0,972;1,805
"agir";-1,265;-1,327;-0,089;-1,703;0,188;-0,371;1,335;-1,327;-1,389;-0,011;-0,329;-1,703;-0,147;2,301;-0,251;0,24;-0,116;1,192;-1,957;1,857;-1,766;0,033;1,493;13,8;2,559;2,559;0,301;-0,251;-1,452
"victoire";-1,233;-1,294;115,333;-1,66;0,22;-1,908;-1,722;30,94;0,504;-1,173;-1,846;-1,66;-1,537;-0,074;0,132;-1,537;-1,476;-0,262;-1,908;-1,537;-1,722;54,881;-1,66;-1,233;-1,354;0,504;-1,476;-1,722;-1,415
"plan";-0,011;-0,024;-1,379;-0,168;-0,138;-0,308;-1,677;-1,26;-0,04;0,921;-1,798;-1,617;10,51;12,024;1,555;2,119;-1,438;20,414;-1,859;-1,498;-1,677;-0,308;-0,168;0,783;0,558;-0,04;0,386;-1,677;-1,379
"mener";-1,426;-1,496;-1,636;-1,919;-0,298;0,583;10,909;2,161;-0,139;12,508;-2,133;-1,919;-1,777;0,196;-1,99;3,916;0,145;0,78;0,583;-0,255;0,895;0,583;-1,919;-1,426;0,256;-1,566;-0,214;0,895;-0,175
"vaudois";3,665;-0,645;0,181;2,069;0,091;-0,951;-0,858;3,368;9,311;-0,585;0,025;-0,827;-0,766;-0,705;0,052;-0,766;-0,736;-0,889;1,507;-0,766;0,052;0,016;-0,827;-0,615;0,22;3,099;0,146;-0,858;-0,705
"saison";-1,013;-1,063;223,992;2,641;-1,313;-1,567;-1,414;1,126;0,985;-0,963;-1,516;-0,056;-1,263;-1,162;-1,414;-0,025;-1,212;-1,465;-1,567;-0,025;-1,414;5,022;0,482;-1,013;-1,112;-1,112;0,749;-1,414;-1,162
"raison";-1,233;-1,294;-0,074;4,49;-1,599;-1,908;0,132;-1,294;-0,052;-1,173;-0,299;-1,66;0,276;-0,074;-1,722;-0,128;10,781;0,098;1,032;-0,128;13,791;-0,339;0,172;3,336;-1,354;0,504;-1,476;-0,225;0,417
"organisation";0,001;-1,095;-1,198;-0,071;0,498;-1,615;-0,093;0;0,9;-0,993;-0,141;-1,405;-0,036;-0,011;-1,458;2,937;22,093;10,32;0,204;-0,036;-1,458;-1,615;-0,071;0,001;-1,147;-0,004;-1,25;-0,093;3,506
"niveau";-1,107;-1,161;7,431;5,552;0,387;0,136;-0,132;0,868;-0,014;0,001;-1,656;-1,49;11,965;-1,27;-0,132;-1,38;2,83;-1,601;-1,712;2,578;-1,545;0,136;-1,49;-0,001;-1,216;-0,014;-1,325;1,946;-0,027
"communiqué";-0,017;-1,294;2,444;-1,66;-1,599;-1,908;-1,722;3,006;-0,052;15,439;26,333;-1,66;-1,537;-1,415;-1,722;-1,537;-0,099;0,098;-1,908;1,984;0,132;-0,339;-0,191;-1,233;-0,052;2,71;0,342;0,132;0,417
"publier";-1,138;-1,194;-1,306;-0,126;-0,1;0,109;4,895;0,795;-0,022;1,077;4,238;-0,126;0,408;-1,306;-1,589;11,453;-0,055;-0,184;1,341;2,415;-0,154;-1,761;-1,532;-1,138;-1,25;-1,25;-1,362;0,226;0,577
"importance";-1,297;-1,361;-1,488;-0,239;0,159;16,425;0,086;-0,053;11,466;-1,234;-0,36;-0,239;-0,167;-1,488;-0,277;9,27;5,166;-0,318;0,021;-1,617;-1,811;-2,006;-0,239;-1,297;-0,077;-0,077;-0,134;-0,277;5,613
"complet";217,958;-1,428;0,257;-1,832;0,11;-2,106;-1,9;-1,428;46,879;-1,295;-0,423;-1,832;-1,697;-1,562;-1,9;-0,209;-1,629;-1,969;-2,106;0,15;-1,9;-0,471;-0,29;-0,053;5,588;0,326;-0,172;-1,9;-0,138
"bott";-1,044;-1,095;0,781;6,186;-0,052;0,204;-1,458;-1,095;0,9;-0,993;-1,562;-1,405;-0,036;-1,198;-0,093;0,581;-1,25;-1,51;1,724;-0,036;-1,458;-0,168;-0,071;1,185;-0,004;-0,004;-0,022;47,859;-1,198
"utiliser";-0,001;-1,161;-1,27;-1,49;0,387;13,87;0,266;-1,161;-1,216;1,164;1,608;-1,49;-0,061;-1,27;-0,132;6,413;-1,325;0,216;0,136;-0,061;1,946;-1,712;-1,49;-0,001;-1,216;-0,014;-1,325;-0,132;7,431
"train";-0,495;-0,519;0,42;-0,666;-0,641;-0,765;-0,691;-0,519;-0,543;-0,471;-0,74;-0,666;-0,617;-0,568;0,201;-0,617;-0,592;0,171;0,12;-0,617;0,201;-0,765;0,235;-0,495;-0,543;-0,543;168,339;-0,691;0,42
"renforcer";0,004;-1,063;-1,162;0,482;-0,039;-1,567;-1,414;-1,063;-0,001;-0,963;-1,516;2,641;7,482;-0,006;2,424;0,649;-1,212;-0,096;0,245;0,649;-1,414;-0,143;-0,056;0,004;-1,112;0,985;14,553;-0,075;-1,162
