"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"extrêmement";1;1;1;1;1;1;1;1;1;0,031;1;1;1;1;1;1;0,065;1;1;1;0,099;0;1;1;1;1;0,065;1;1
"expédition";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;0,006;1;1;1;1;1;0,003
"express";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"exploitation";0,018;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,026;1;1;1;0,031
"exigeant";1;1;1;1;1;1;1;1;0,01;1;0,034;1;1;1;1;1;1;1;1;1;1;0,038;1;1;0,01;1;1;1;1
"enquêteur";1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"emmanuel";1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;1;1;1;1;0,038;1;1;1;1;1;1;0;1;1;1
"emji_pilule";1;1;1;1;1;0;0,099;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,099;1
"emji_applaudissements";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"egypte";1;1;1;1;1;1;1;0,022;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"désigner";1;1;1;1;1;1;0;1;1;1;0,118;1;1;1;1;1;1;1;1;0,073;1;1;1;1;1;1;1;1;1
"déplacer";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1;0;1;1;1;1;0,052;1;1;1;1;1;1
"démarche";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;0;1
"délivrer";1;1;1;1;1;1;1;0,022;0,026;1;1;1;1;0,031;1;1;1;1;1;1;1;1;1;0,018;1;1;1;0,058;1
"définir";1;1;1;1;1;0,128;1;1;1;1;0,118;1;0,073;1;1;1;1;1;0,128;0,073;1;1;1;1;1;0,05;1;1;1
"déchet";0,018;1;1;1;1;0,078;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;0,026;1;1;0,058;1
"décerner";1;1;1;1;1;1;1;1;0,01;1;1;0,023;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"durablement";1;1;1;1;1;1;0,099;1;0,05;1;0,118;1;1;1;1;1;1;0,109;0,128;1;1;1;1;1;1;0,05;1;1;1
"drame";1;1;1;1;1;1;1;1;0,081;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0,081;1;1;1
"doubler";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,073;0;1;1;1;1;1;1;1;1;1;1;1;1
"douanier";1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;0;1;1;1;1;0,073;1;1;1;1;1;1;0,065;1;1
"dominer";1;1;0,031;1;1;1;1;1;1;1;1;1;1;1;1;0,041;1;1;1;1;1;0,078;0,052;0,018;1;1;1;1;1
"distinction";1;1;1;1;1;1;0,027;1;0,01;1;0,034;1;1;0,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"discovery";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"diagnostic";1;1;0,012;1;1;0;1;1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1
"desservir";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"cérébral";1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0,112;0,102;1;1;1;1;1;1;1;1;1;1;1;1
"croix";1;1;1;1;0;1;1;1;0,026;1;1;1;1;1;1;1;1;0,065;1;1;1;1;1;1;1;1;1;0,058;1
"cran";1;1;1;0,023;1;1;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;1;1;1;0,012
"coupable";1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"corruption";1;1;1;1;1;1;1;1;1;1;1;1;1;0,031;0,058;1;1;1;0;1;1;1;1;1;1;0,026;1;1;1
"cop30";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,041;0,058;1;1;1;1;1;1;1;1
"coopération";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,159;0,183;1;1;1;1;1;1;1;1;0,147;1
"contester";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,065;0,078;1;1;1;1;1;1;0;1;0,058;1
"consécutif";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"conquérir";1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0,183;1;1;1;1;1;1;1
"connaissance";1;1;1;1;1;1;1;1;0,026;1;1;0,052;1;1;1;1;1;1;0,078;1;0,058;1;0,052;1;1;1;1;1;1
"congé";0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;1;1;1;1;0,012;1;1;1;1;1;1;1
"confirmé";1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"concurrent";0,007;1;0,012;1;1;1;1;1;1;1;1;0,023;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;1
"compréhension";1;1;1;1;1;1;1;1;1;1;1;0,023;1;0,012;1;1;1;1;1;1;1;1;0,023;1;1;0,01;1;1;1
"compliquer";1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;0,036;1;1;1;0,058;1;0,052;1;1;1;1;0,058;1
"communiste";1;1;1;1;0,046;1;1;1;1;0,015;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,026;1;1;1
"collaborer";1;1;1;1;0,02;1;1;1;1;1;0,034;0,023;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;1;1;1
"cohésion";1;1;1;1;0,02;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;0,015;1;1
"coach";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;1;1;1;1;1;1
"clientèle";1;1;1;0,09;1;1;1;1;1;0,031;1;1;0,073;1;1;1;1;1;1;1;1;1;0,09;1;1;1;0,065;0,099;1
"claudio";1;1;0,091;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,112;0,147;1;0,135;1;1;0,081;1;1;1
"classer";1;1;0,031;0,052;1;1;1;1;1;1;0,071;0,052;1;1;1;1;1;0,065;1;1;1;1;1;1;1;1;1;1;1
"circulation";1;1;1;0,023;1;1;0,027;1;1;1;0,034;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1
"cigarette";1;1;1;1;1;0,012;1;1;1;1;1;1;1;1;1;1;0,003;1;1;0,004;1;1;1;1;1;1;1;1;1
"chuter";1;1;0;0,052;1;1;1;1;1;1;1;1;1;1;1;1;0,036;1;1;1;0,058;1;1;1;1;1;1;1;1
"chaleureux";1;1;1;1;1;1;1;1;1;1;0,034;0;1;1;1;1;1;1;1;1;1;1;0,023;1;1;1;1;1;1
"carburant";1;1;1;1;0,02;1;1;1;1;1;1;1;1;1;1;1;1;0,03;1;1;0,027;1;0,023;1;1;1;1;1;1
"bénéfice";1;1;1;1;1;0;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;1;1;1;1;1
"bras";1;1;0,012;1;1;1;1;1;1;0,005;1;1;1;1;1;1;1;1;1;1;0,027;0,038;1;1;1;1;1;1;1
"boîte";1;1;1;1;1;0,128;1;1;1;1;1;0,09;1;1;1;1;1;1;1;0,073;1;1;1;1;0;0,05;1;1;1
"becker";1;1;0,058;1;1;0,128;1;1;0,05;1;1;0,09;1;1;0,099;1;1;1;1;1;1;0,128;1;1;1;1;1;1;1
"bataille";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,007;1;1;1;1;1
"autonome";1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;0,027;1;1;0,03;1;1;1;1;1;1;1;1;0,015;1;1
"aspect";1;1;1;1;1;0,128;1;1;0,05;1;0,118;1;1;1;1;1;0,065;1;1;1;1;1;0,09;0,037;1;1;1;1;1
"argentin";1;1;1;1;0,046;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;0,052;1;1;1;1;1;1
"apprécier";1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;0,001;0;1;0,081;1;1;1;1
"approvisionnement";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;0,002;1;1;1;1
"animé";1;0,044;1;1;1;0,128;0,099;1;1;1;1;0,09;1;1;1;1;1;1;1;1;1;1;0,09;1;1;0,05;1;1;1
"anadolu";1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;0;1;1;1;1;0,052;1;1;1;1;1;1
"alliance";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;1;1;1
"algérie";1;1;1;1;0,046;1;1;0;1;1;1;1;1;1;1;1;1;0,065;1;0,041;1;1;1;1;1;1;1;1;1
"alex";1;1;1;1;1;1;1;1;1;1;0,071;1;1;0,031;0,058;1;1;1;1;1;1;1;1;1;1;1;0,036;0,058;1
"ajustement";1;1;1;1;0,02;1;0,027;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015;0,027;1
"affrontement";1;1;1;1;0,082;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,099;0;1;1;1;1;1;1;1
"adn";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,023;1;1;1;1;1;1
"adaptation";1;1;1;1;1;1;1;1;1;1;0,071;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"actualité";0,018;1;1;1;1;0,078;0,058;1;0,026;1;1;1;1;0,031;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"accroître";1;1;1;1;0,082;0;1;1;1;1;1;1;1;0,058;1;1;1;1;1;1;1;1;1;1;1;0,05;1;1;1
"académie";1;1;1;1;1;1;0,008;1;0,002;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"abriter";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,03;1;0,017;1;1;1;1;1;1;1;1;0
"9e";1;1;0;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"8e";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;1;1;1;1;1;1
"11e";1;1;0,012;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,038;1;1;1;1;1;1;1
"équivalent";1;1;1;1;0,046;1;1;1;1;1;1;1;1;1;1;1;0,036;1;1;1;1;1;1;0,018;0,026;1;1;0,058;1
"élimination";1;1;0;1;0,082;0,128;1;0,044;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058
"élever";1;1;0,031;1;1;1;1;1;1;1;1;0,052;1;1;1;1;1;0,065;1;1;0,058;1;1;1;0,026;1;1;1;1
"électricité";1;1;1;1;1;0,078;0,058;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;1;1;1;1;1
"écologique";1;1;1;1;1;0,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"échantillon";1;1;1;1;1;0,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;0,008;1
"vérité";1;1;1;1;1;0,078;1;1;0,026;1;1;1;1;0,031;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"vénézuélien";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"volontaire";0,018;1;1;1;0;1;1;1;1;1;1;1;1;0,031;1;1;1;0,065;1;1;1;1;1;1;1;1;1;1;1
"vital";1;1;1;1;1;0,038;1;1;1;1;1;1;0,017;1;1;1;1;0,03;1;0,017;1;1;1;1;1;1;1;1;1
"viral";1;1;1;1;1;0,078;1;1;1;1;0,071;0;1;1;1;1;1;1;1;1;1;1;0,052;1;1;1;1;1;1
"victorieux";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1
"varier";1;1;1;0;0,082;1;1;1;1;1;1;1;0,073;1;1;0,073;1;1;1;0,073;1;1;1;1;1;1;1;1;1
"vallée";1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;0,012;1;1;1;1;1;1;1
"vacance";1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008;1;1;1;0,002;1;1;1;1
"unil";1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;1;0,002;1;1;1;1
"tâche";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,008;1;1;1;1;1;1;1;1
"turquie";1;1;1;1;1;1;1;0,022;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,026;1;1;1
"trophée";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,002;1;1;1
"trancher";1;1;0,003;1;1;1;1;1;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1
"touchant";1;1;1;1;1;1;0,027;1;1;1;1;1;0,017;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;0,012
"ticket";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;0;1;1;1;1;1;1
"théorie";1;1;1;1;1;1;1;1;1;1;0,01;1;1;1;1;1;1;1;1;0,004;1;1;0,006;1;1;1;1;1;1
"sölden";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"sénégal";1;1;1;1;1;0,078;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;1;1;1;1;1;1
"sébastien";1;1;1;1;1;1;1;1;0,026;1;1;1;1;1;1;1;1;0,065;1;1;1;1;1;1;1;0;1;1;1
"séance";1;1;1;1;0;0,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"systématiquement";1;1;1;0,052;1;1;0,058;1;1;0,015;1;1;0,041;1;1;1;0,036;1;1;1;1;1;1;1;1;1;1;1;1
"systématique";1;1;1;1;0,02;1;1;1;1;1;1;1;0,017;1;1;0,017;1;0,03;1;1;1;1;1;1;1;1;1;1;1
"symbolique";1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,027;1;1;1;0,038;1;1;1;1;1;1;1;1;1;1
"susceptible";1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,058;1;0,036;1;1;1;1;1;1;1;1;1;1;1;1
"surprendre";1;1;1;1;0,082;0,128;1;0,044;1;1;0,118;1;1;1;0,099;1;1;1;1;1;1;1;0,09;1;1;1;1;1;1
"suicide";0,007;1;1;1;1;1;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1;0,027;1;1;1;1;0,01;1;1;1
"suffrage";1;1;1;1;0;1;1;1;1;0,031;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,05;1;1;1
"style";1;1;1;1;1;1;1;1;1;1;0,01;0,006;1;1;1;1;0,003;1;1;1;1;1;1;1;1;1;1;1;1
"structurel";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;0,017;1;1;1;1;0,027;1;1;1;1;1;1;0,027;1
"stefan";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,078;1;1;1;0,026;1;1;1
"stand";1;1;1;1;1;1;1;1;0,05;1;1;1;1;1;0,099;1;1;1;1;1;0,099;1;0;0,037;1;1;1;1;1
"souvenir";1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,058;1;1;1;1;1;1;0,078;1;1;0,026;1;1;1;1
"soulager";1;1;1;1;1;0,078;0,058;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;0,026;1;0,036;1;1
"sombre";1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,058;1;1;1;1;1;1;0,078;1;1;1;1;1;1;1
"slate";1;1;1;1;1;1;0,058;1;1;1;1;1;1;1;1;0,041;0;1;1;1;1;1;1;1;1;1;1;1;0,031
"sion";1;1;1;1;1;1;1;1;1;1;1;1;0,041;1;1;1;1;1;1;1;1;1;1;0;1;0,026;0,036;1;1
"simon";1;1;1;1;1;1;1;1;1;1;0,01;1;1;1;1;1;1;0,009;1;1;1;1;1;1;1;1;0,003;1;1
"sexiste";1;0,022;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,036;1;0,078;1;1;1;1;1;1;0,026;1;0,058;1
"sensible";1;1;1;1;1;0,038;0,027;1;1;1;1;1;0,017;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1
"secrétaire";1;1;1;1;0,046;1;0,058;1;1;1;1;1;1;0,031;0,058;1;1;0,065;1;1;1;1;1;1;1;1;1;1;1
"sauce";1;1;1;1;1;1;0,008;1;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1
"satisfaire";1;1;0,058;1;1;1;0,099;1;1;1;1;1;1;0,058;1;1;1;1;1;1;1;0,128;0,09;1;1;1;1;0,099;1
"saisie";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;1;0,012;1;0,008;1;1;1;1;1;1;1;1
"résident";1;1;1;1;1;1;1;1;0,026;1;1;1;1;1;1;1;1;1;1;0,041;0,058;1;1;0,018;1;1;1;1;0,031
"répéter";1;1;1;1;1;1;0,058;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,052;1;1;0,026;1;1;1
"répression";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,002;1;1;1
"réparer";1;1;1;1;1;1;0;1;1;0,005;0,034;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"récit";1;1;1;1;1;1;1;1;1;1;1;0,052;1;1;1;0,041;1;1;0,078;1;1;1;0;1;1;1;1;1;1
"rural";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1;1;1;1;1;1;1;1;0,026;1;0,036;0;1
"rumeur";1;1;1;1;1;0,038;1;1;1;1;1;1;1;1;0,027;1;1;1;0,038;1;1;1;1;1;0,01;1;1;1;1
"romandes";1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"revue";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,041;0,036;1;1;1;1;1;1;1;1;1;1;1;0,031
"restant";1;1;1;1;0,02;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;1;1;0,007;1;1;1;1;0,012
"report";1;1;1;1;1;1;1;1;1;1;1;0,023;1;1;1;1;1;1;1;1;1;1;1;1;1;0,01;0,015;1;0,012
"rentrer";1;1;0;1;1;1;1;1;1;1;1;1;1;0,031;1;1;1;0,065;1;1;1;0,078;1;1;1;1;1;1;1
"rejeté";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0,008;1
"recette";0,018;1;1;1;1;1;1;1;1;1;1;1;0,041;1;1;1;1;1;1;1;1;1;0;0,018;1;1;1;1;1
"ravager";1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;0;1;0,041;1;1;0,052;1;1;1;1;1;1
"raclette";1;0,002;1;1;1;0,012;1;1;1;1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"raciste";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,002;1;1;1
"quotidiennement";1;1;1;1;1;0,128;0,099;1;1;0,031;1;1;1;1;1;1;0;1;1;1;1;0,128;1;1;1;1;1;1;1
"quentin";1;1;1;1;1;0,038;1;1;1;1;1;1;1;1;1;1;1;1;0,038;1;1;0,038;0,023;1;1;1;1;1;1
"quarantaine";0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;0,008;1;1;1;1;1;1;1;1
"qatar";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"pétrole";1;1;1;1;1;1;1;1;1;0,015;1;1;1;0;0,058;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"prévision";1;1;1;0,052;1;1;0,058;1;1;1;1;1;1;1;1;1;0;1;1;0,041;1;1;1;1;1;1;1;1;1
"proportion";1;1;1;1;0,046;0,078;1;0,022;1;1;1;1;1;1;1;0,041;0,036;1;1;1;1;1;1;1;1;1;1;1;1
"propagation";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"prolongation";1;1;1;1;1;1;1;0,022;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,052;0,018;1;1;1;1;1
"programmation";1;1;1;1;1;1;1;1;1;1;0,01;1;1;1;1;0,004;1;1;1;1;1;1;0,006;1;1;1;1;1;1
"probablement";1;1;1;1;1;0,038;1;0,008;1;0,005;1;1;1;1;1;1;1;1;1;1;0,027;1;1;1;1;1;1;1;1
"pristina";1;1;1;1;0,046;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"poutine";1;1;1;1;1;1;1;1;1;0,001;1;1;1;0,003;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"portant";1;1;1;0,09;0,082;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,073;1;1;0,09;1;1;1;0,065;0,099;1
"podcast";1;0,002;1;1;1;0,012;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"plateau";1;1;1;0;1;1;1;1;1;1;1;0,09;1;1;1;1;1;1;1;1;1;0,128;1;1;1;1;1;1;1
"plastique";1;1;1;1;1;0;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"planter";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;0,038;1;1;0,01;1;1;1;0,012
"plaine";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"pire";1;1;0,012;1;1;0,038;1;0,008;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1
"pia";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"peur";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,073;0;1;1;1;0,099;0,128;0,09;1;1;1;1;1;1
"personnage";1;1;1;1;1;1;1;1;0,026;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"perdant";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008;1
"pente";1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1;0,012;1;1;1;1;1;0,008;1
"pauvre";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;0,004;1;1;1;1;1;1;1;0,008;1
"passionné";0,007;1;0,012;1;1;1;0,027;1;1;1;0,034;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"partisan";1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,05;0,05;1;1;1
"parcourir";1;1;1;1;1;1;1;1;1;1;1;0,09;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0,065;1;1
"parallèlement";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,041;0,036;1;1;0,041;1;1;1;0,018;1;1;1;0,058;1
"oublier";1;1;1;0,023;1;1;0,027;1;1;1;1;1;1;1;1;1;1;1;0,038;1;1;1;1;1;1;1;1;0,027;1
"organisme";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012;1;1;1;1;1;1;1;0,003;0,008;1
"ofsp";1;1;1;1;1;1;0,008;1;1;1;1;1;0,004;1;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1
"observation";0,001;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"néerlandais";1;1;0,058;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,128;0,09;1;1;0,05;1;1;1
"norvège";1;1;0,003;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"normal";1;1;1;0,023;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1;1;0;1;1
"nord_ouest";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,065;0,109;1;1;1;1;1;1;1;1;0,065;1;1
"nidwaldien";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"net";1;1;1;1;1;1;1;1;1;1;0,034;1;0,017;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"météo";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,09;1;1;1;0;1;1
"mélange";1;1;1;1;1;1;1;1;0,026;1;0,071;1;1;1;1;1;1;1;1;1;1;1;0;1;0,026;1;1;1;1
"médiatique";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,065;1;0,041;1;1;0,052;1;1;1;1;1;1
"médaille";1;1;0,031;1;1;1;1;0,022;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"mâle";1;1;1;1;1;1;0,008;1;1;1;1;1;0,004;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003
"musulman";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,058;1;1;0;1;1;0,058;1;1;1;1;1;1;1;1
"moteur";1;1;1;1;1;1;1;1;0,026;1;1;1;1;1;1;1;1;1;0,078;1;0,058;1;1;1;0,026;1;0,036;1;1
"morceau";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"mohamed";1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1;1;1;0,03;0,038;0,017;1;1;1;1;1;1;1;1;1
"mobile";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;0;1;1
"minorité";1;1;1;1;1;1;1;1;1;0,005;1;1;0;1;0,027;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"meurtre";1;1;1;1;1;1;1;1;0,026;0,015;1;1;1;1;1;1;1;0,065;0;1;1;1;1;1;1;1;1;1;1
"media";1;1;1;1;1;1;0,027;1;1;1;1;0,023;1;0,012;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1
