"";"X.rts_a";"X.rts_i"
"personnalité";0,35;0,46
"témoignage";1,52;0,33
"actuel";0,35;0,72
"inédit";0,12;0,92
"théâtre";0,35;0,46
"inscrire";0,47;0,66
"chanter";1,28;0,13
"claude";1,17;0
"champion";2,1;0,46
"bel";1,17;0,13
"seul";1,4;0,79
"miracle";10,27;0,13
"montrer";0,82;1,38
"ouvrier";0,58;0,39
"exprimer";0,82;0,72
"époux";0,58;0,46
"clip";5,02;0,13
"diffuser";5,72;0,39
"samedi";5,37;2,36
"18h45";4,79;0
"jour";4,09;4,34
"réaliser";0,7;0,85
"occasion";3,74;0,66
"moment";1,4;0,72
"emji_feu";0,23;0,72
"propre";1,87;0,26
"couple";1,05;0,13
"américain";0,7;2,76
"voyage";2,34;0,39
"donner";2,1;0,79
"dossier";0,7;0,66
"ordre";0,58;0,46
"occuper";1,17;0,33
"style";1,28;0,07
"chaussette";1,17;0,07
"simple";1,52;0,2
"mode";2,92;0,33
"commun";1,05;0,85
"apprendre";1,05;0,46
"aimer";5,49;0
"poser";0,7;0,33
"plutôt";2,34;0,2
"mort";1,4;2,56
"médecin";0,82;0,53
"mettre";2,34;4,07
"terre";1,52;0,39
"vie";8,41;1,58
"compter";0,58;0,46
"étude";0,23;2,56
"spécial";1,4;0,66
"solution";1,05;0,53
"présent";1,75;0,59
"reportage";1,75;0,2
"froid";1,63;0,72
"règle";0,7;0,59
"manquer";1,52;0,79
"logement";0,35;0,46
"développer";0,47;0,39
"appeler";1,75;0,72
"sensible";0,82;0,2
"maison";1,75;0,66
"entier";0,93;0,33
"compte";1,75;0,99
"fou";1,28;0,07
"manger";1,05;0,07
"dimanche";0,35;3,55
"soir";1,17;1,71
"état";0,7;2,89
"civil";0,7;0,99
"nom";0,58;0,66
"particulièrement";0,23;1,25
"exister";1,17;0,26
"lausanne";3,74;3,28
"école";2,8;1,12
"retourner";0,7;0,26
"élève";0,82;0,59
"femme";4,79;3,74
"traditionnel";0,7;0,66
"glisser";1,17;0,07
"ouvrir";1,4;1,58
"sport";1,75;0,59
"alcool";0,82;0,26
"domaine";0,12;0,66
"famille";2,1;1,64
"vin";1,75;0,79
"caméra";1,17;0,2
"fils";0,82;0,26
"jean";3,04;0,59
"âge";3,15;1,18
"bande";0,35;1,12
"main";1,05;0,13
"objectif";0,35;0,79
"record";0,93;1,58
"personnel";0,35;0,59
"corps";1,52;0,33
"esprit";1,4;0,13
"forme";0,47;0,59
"part";0,58;0,72
"vacance";3,15;0,33
"poste";0,58;1,71
"service";0,82;2,89
"animal";1,75;1,91
"voir";2,8;2,04
"vrai";1,17;0,07
"jeudi";0,23;3,81
"offrir";1,17;2,36
"émotion";1,17;0,33
"jeunesse";1,63;0,2
"ambiance";1,87;0,13
"télévision";3,39;0,33
"parole";0,7;0,33
"manière";0,93;0,53
"changer";1,4;0,53
"scène";0,47;0,59
"comédien";1,63;0
"travailler";1,05;0,46
"tour";1,98;1,31
"adolescent";1,4;0,66
"acteur";0,7;0,92
"cinéma";2,22;0,53
"décéder";0,47;0,79
"film";1,4;1,05
"philippe";0,82;0,46
"début";2,22;1,71
"effet";0,58;1,31
"citoyen";0,58;0,79
"représentant";0,47;0,46
"défendre";0,35;0,53
"espèce";0,12;1,25
"menacer";0,35;0,85
"entendre";0,7;0,33
"avenir";0,35;0,66
"canton";1,52;3,74
"affaire";0,82;1,64
"marquer";0,7;2,1
"fédéral";1,17;4,01
"peur";1,05;0,07
"avion";1,05;0,33
"pilote";0,82;0,59
"ligne";0,35;2,36
"armée";1,98;1,31
"porte";0,7;0,79
"répondre";1,17;0,72
"document";1,05;0,39
"achat";0,23;0,59
"présenter";2,22;1,71
"gagner";0,82;0,26
"travailleur";0,35;0,59
"fille";1,63;0,53
"journaliste";1,75;0,79
"choisir";1,52;0,79
"rêve";1,52;0,2
"matin";2,1;1,51
"préparer";0,82;0,46
"appétit";1,05;0,07
"star";0,58;0,39
"plateau";1,63;0,2
"également";0,82;1,71
"dizaine";0,23;0,59
"art";1,75;1,18
"humour";1,05;0,07
"légendaire";0,93;0,26
"blanc";2,1;0,53
"bas";0,7;0,59
"faux";0,47;0,79
"éviter";1,05;0,85
"helvétique";1,28;0,2
"préférer";1,17;0,13
"tête";1,87;0,79
"revenir";1,52;1,64
"lieu";0,93;1,51
"chercheur";0,12;0,99
"bord";0,58;0,46
"rêver";1,17;0
"travail";2,34;2,43
"vitesse";0,58;0,39
"garantir";0,58;0,39
"malade";0,7;0,26
"porter";0,93;0,92
"couper";1,75;1,91
"mythique";1,05;0,13
"valaisan";1,17;0,07
"vélomoteur";1,28;0
"génération";1,17;0,46
"jeu";3,27;1,05
"parler";2,34;0,33
"autorité";0,12;1,25
"policier";0,35;0,85
"vaudois";2,92;2,04
"lac";1,52;0,33
"accueillir";0,82;1,31
"haut";1,75;1,18
"couleur";0,82;0,39
"pierre";0,7;0,26
"radio";1,87;0,39
"vert";0,93;0,92
"geste";0,47;0,53
"coeur";1,63;0,66
"saint";1,63;1,31
"journée";3,15;1,25
"lever";1,17;0,33
"passage";1,05;0,53
"niveau";0,23;1,45
"habitant";0,82;1,31
"participer";0,82;1,18
"concours";1,17;0,46
"premier";4,79;8,41
"tenter";0,7;0,46
"témoigner";1,4;0,46
"changement";0,7;0,99
"village";1,75;0,92
"soleil";2,8;0,2
"santé";1,63;2,63
"frère";0,35;0,46
"carte";0,93;0,72
"terminer";0,35;0,46
"national";1,17;3,09
"florilège";1,4;0
"revoir";0,7;0,33
"final";0,35;0,79
"euro";0,12;1,12
"féminin";1,05;0,39
"café";0,93;0,33
"pain";0,93;0,33
"difficile";1,17;0,72
"cas";1,28;1,38
"chaud";0,47;0,46
"montagne";1,4;0,2
"passion";2,69;0,07
"paléo";1,05;0,07
"festival";2,69;0,53
"new";0,58;0,72
"york";0,47;0,59
"fois";2,1;1,84
"marque";0,35;0,99
"oublier";1,75;0,07
"homme";4,55;2,5
"tell";0,93;0,13
"évoquer";2,45;0,53
"sentiment";0,47;0,39
"fermer";0,47;1,18
"montreux";1,05;0,2
"the";0,35;1,31
"installer";1,17;0,72
"amateur";0,7;0,53
"football";1,05;0,72
"juin";1,05;0,66
"départ";0,58;0,66
"servir";1,4;0,26
"musique";2,69;0,59
"chaîne";0,35;0,66
"milieu";1,17;0,59
"scolaire";0,82;0,39
"bois";0,93;0,39
"besoin";0,23;0,79
"pied";0,93;0,33
"route";1,28;0,46
"rire";1,98;0
"jouer";1,28;0,72
"chemin";1,05;0,07
"physique";0,93;0,46
"important";0,93;1,18
"sportif";0,82;0,39
"prêt";2,34;0,2
"édition";0,82;1,18
"dérouler";0,23;0,59
"vendredi";0,82;2,69
"période";0,47;0,85
"réussir";1,05;0,33
"soin";0,47;0,72
"étudiant";0,47;0,66
"sol";0,7;0,26
"aider";0,58;0,59
"jardin";0,82;0,26
"tabac";0,7;0,39
"expliquer";0,7;1,45
"cacher";0,47;0,46
"considérer";0,12;0,66
"grave";0,35;0,79
"accident";0,35;1,31
"janvier";0,23;1,25
"vd";0,12;0,72
"genevois";2,22;0,85
"immense";0,7;0,26
"naître";0,93;0,79
"europe";0,58;2,56
"noir";0,58;0,53
"vidéo";0,47;1,05
"demander";0,82;1,97
"sexuel";0,7;1,58
"romands";1,4;0,59
"roi";1,05;0,33
"siècle";1,05;0,53
"inspirer";0,7;0,66
"artiste";0,93;1,58
"nuit";1,28;1,91
"neige";1,98;1,05
"mois";1,52;2,5
"tôt";0,12;0,72
"remporter";0,58;1,71
"nature";1,4;0,39
"poursuivre";0,35;0,59
"chien";1,28;0,26
"mère";0,82;0,2
"total";0,35;0,46
"abri";1,05;0,33
"renoncer";0,23;0,59
"mauvais";0,7;0,26
"menace";0,35;0,46
"condition";0,47;1,31
"objet";0,58;0,66
"projet";0,35;3,35
"club";1,05;0,26
"emblématique";0,47;0,79
"genevoise";0,82;0,59
"identifier";0,12;0,99
"adepte";1,52;0,07
"comprendre";0,93;0,72
"chose";2,1;0,33
"région";0,58;1,51
"week_end";0,47;0,99
"entraîner";0,58;0,72
"arbre";0,58;0,33
"choix";0,7;0,26
"tempête";0,35;0,72
"vent";0,58;0,46
"violent";0,23;0,59
"spectaculaire";0,35;0,46
"pluie";0,35;0,53
"pousser";0,7;0,53
"problème";0,58;0,46
"magasin";0,7;0,53
"venir";2,45;0,72
"marché";0,47;0,92
"boîte";0,82;0,33
"possible";0,58;0,59
"vente";0,35;1,18
"franc";0,93;3,81
"exemple";0,58;0,46
"comportement";0,35;0,46
"français";2,1;2,04
"organiser";0,7;0,99
"ancien";0,82;1,97
"unique";0,58;1,05
"coup";0,93;0,59
"delémont";0,12;0,59
"espérer";0,58;0,46
"moitié";0,23;0,99
"droit";1,75;1,84
"vote";0,47;0,85
"chef";0,47;0,39
"produire";0,58;0,92
"contenir";0,12;0,92
"mener";0,23;1,51
"enquête";0,35;2,43
"domicile";0,47;0,59
"permettre";1,4;2,89
"ménage";0,82;0,33
"tsr";1,52;0,07
"risque";0,35;1,51
"aérien";0,35;0,79
"véhicule";0,35;0,46
"incroyable";0,7;0,33
"chanteur";0,82;0,33
"phénomène";0,7;1,18
"air";1,17;0,39
"particulier";0,82;0,26
"adulte";0,23;0,66
"réunir";0,93;0,92
"défi";0,58;0,53
"preuve";0,7;0,26
"déclarer";0,47;0,79
"plateforme";0,12;0,72
"site";0,47;1,05
"géant";0,23;1,45
"information";0,35;0,66
"culture";0,47;0,66
"évolution";0,58;0,79
"impact";0,12;0,92
"laisser";2,1;0,79
"étape";0,82;0,59
"mercredi";0,23;2,43
"tester";0,12;0,59
"estimer";0,35;1,18
"reconnaître";0,35;0,53
"futur";0,47;0,66
"fonds";0,58;0,79
"fondue";1,17;0,13
"membre";0,23;1,58
"lutte";0,35;0,59
"neuchâtelois";0,58;0,33
"sembler";1,63;0,33
"soldat";0,82;0,33
"sortie";0,7;0,53
"militaire";0,7;0,59
"juillet";0,7;0,39
"hiver";1,4;1,05
"rapport";0,58;1,84
"révéler";0,35;3,48
"banque";0,58;0,33
"officiel";0,35;1,25
"jouet";0,93;0,13
"allemand";0,47;0,59
"accès";0,23;0,72
"nouvel";0,58;0,92
"conseiller";0,47;1,18
"message";0,7;0,39
"voix";0,35;1,18
"mars";0,58;0,53
"rouge";1,05;0,92
"recevoir";0,35;1,31
"chance";1,4;0,13
"face";1,63;3,61
"aide";0,7;1,18
"midi";0,47;0,72
"remonter";0,7;0,53
"électronique";0,12;0,66
"organisation";0,23;1,25
"moyen";0,7;0,46
"internet";0,7;0,26
"micro";0,7;0,26
"ami";1,05;0,07
"accord";0,12;1,58
"pari";1,05;1,18
"annonce";0,93;1,18
"président";0,7;2,69
"place";2,45;2,23
"ciel";0,58;0,33
"rare";0,35;0,53
"rappeler";0,93;0,2
"agent";0,58;0,39
"police";0,47;2,5
"figure";0,7;0,92
"appel";0,47;0,79
"1er";0,23;1,51
"débuter";0,12;0,59
"réalisateur";1,05;0,13
"aventure";0,93;0,33
"cave";0,23;0,53
"transporter";0,35;0,46
"importance";0,12;0,59
"reprendre";0,58;0,79
"dévoiler";0,35;0,85
"prix";1,28;2,82
"obtenir";0,12;0,72
"étranger";0,23;0,79
"célébrer";0,47;0,53
"double";0,47;0,66
"octobre";0,23;2,56
"info";0,7;0,26
"envie";1,17;0,07
"nu";0,7;0,26
"interroger";0,82;0,72
"professeur";0,7;0,39
"série";0,58;0,53
"complexe";0,23;0,59
"origine";0,23;0,59
"bernois";0,23;0,92
"tourner";0,58;0,46
"automne";1,63;0,39
"suite";0,47;2,1
"victoire";0,47;0,99
"technique";0,82;0,2
"actualité";0,7;0,46
"swiss";0,47;0,53
"contrôle";0,35;0,59
"olympique";0,93;0,2
"nouvelle";1,17;2,63
"lumière";0,47;0,46
"championnat";0,93;0,33
"berner";0,23;1,51
"campagne";0,82;1,31
"explorer";0,12;0,66
"concevoir";0,12;0,72
"zurich";0,47;1,25
"découverte";0,58;0,85
"extrême";0,23;0,53
"adopter";0,47;0,72
"côté";0,82;0,53
"dédier";0,47;0,53
"groupe";0,58;2,04
"comité";0,12;0,72
"billet";0,58;1,18
"célèbre";0,7;1,51
"victime";0,23;2,43
"minute";0,93;0,99
"européen";0,12;1,84
"prestigieux";0,12;0,59
"toucher";0,23;1,51
"susciter";0,58;1,18
"débat";0,47;0,79
"patient";0,35;0,59
"cause";0,23;0,99
"annoncer";0,35;5,45
"direct";0,23;0,53
"seulement";0,7;1,38
"désormais";0,35;1,91
"but";0,12;0,79
"rejoindre";0,58;0,53
"joueur";0,82;0,85
"frapper";0,23;0,92
"nombre";0,12;1,77
"sud";0,12;0,66
"france";0,7;1,84
"communauté";0,47;0,59
"expérience";1,05;0,79
"rétro";1,28;0
"salaire";0,35;0,46
"titre";0,35;1,38
"argent";0,82;0,53
"tendance";0,35;0,72
"conflit";0,12;0,72
"privé";0,35;0,66
"zone";0,12;1,05
"ouverture";0,12;0,59
"mardi";0,12;2,96
"avril";0,58;0,66
"scientifique";0,23;0,66
"application";0,23;0,66
"enregistrer";0,12;0,99
"centaine";0,35;0,66
"grève";0,47;0,46
"alimentaire";0,12;1,05
"provoquer";0,23;0,85
"naissance";0,23;0,72
"exercice";0,7;0,39
"rapide";0,12;0,66
"environnement";0,12;0,72
"danger";0,47;0,99
"propriétaire";0,12;0,59
"représenter";0,35;0,79
"urgence";0,12;0,92
"romain";0,12;0,66
"plaindre";0,12;0,59
"musée";0,23;0,79
"accompagner";0,7;0,46
"sauvage";0,47;0,46
"apporter";0,23;0,59
"gros";0,23;0,53
"pratique";0,58;0,46
"température";0,23;0,72
"attaque";0,35;1,38
"réserver";0,47;0,46
"manifester";0,23;0,72
"tournée";0,58;0,39
"climat";0,23;0,66
"langue";0,7;0,33
"italien";0,23;0,66
"album";0,35;0,53
"prochain";0,23;2,17
"population";0,35;2,04
"ère";0,23;1,05
"historique";0,12;0,85
"pièce";0,58;0,46
"guy";0,47;0,53
"droite";0,12;0,79
"situation";0,23;1,31
"promettre";0,12;0,59
"vol";0,47;0,92
"moyenne";0,12;0,85
"politique";0,35;1,58
"parcours";0,35;0,46
"rôle";0,47;1,05
"bilan";0,12;0,72
"local";0,12;0,99
"concerner";0,23;1,51
"augmentation";0,12;0,72
"assurance";0,23;0,53
"maladie";0,35;0,99
"skieur";0,23;0,53
"professionnel";0,58;0,92
"septembre";0,23;0,99
"centre";0,35;1,84
"social";0,23;2,76
"décrire";0,35;0,59
"tomber";0,7;0,33
"performance";0,12;0,59
"fribourgeois";0,35;0,53
"épisode";0,93;0,13
"battre";0,47;0,99
"violence";0,12;1,97
"japonais";0,7;0,39
"humain";0,35;1,31
"entreprise";0,12;1,38
"remplacer";0,23;0,59
"gauche";0,23;1,12
"millier";0,12;0,92
"inquiéter";0,12;0,79
"siège";0,12;0,66
"système";0,35;0,99
"fonction";0,12;0,59
"décider";0,35;0,99
"chiffre";0,12;1,77
"degré";0,12;0,92
"député";0,12;0,59
"juger";0,23;1,31
"employé";0,35;0,46
"charger";0,47;0,79
"produit";0,23;0,99
"majorité";0,23;1,12
"bâle";0,23;0,99
"emji_flocon";0,12;1,18
"mètre";0,12;1,38
"sentir";0,58;0,72
"qualifié";0,12;0,59
"entrée";0,23;0,53
"milliard";0,12;1,31
"dépasser";0,12;0,59
"protection";0,35;0,85
"amende";0,12;0,59
"crise";0,12;1,25
"résultat";0,23;1,38
"consommation";0,23;0,92
"quitter";0,23;0,92
"utiliser";0,23;1,45
"coût";0,12;0,66
"deuxième";0,23;1,05
"élevé";0,12;1,12
"confédération";0,12;0,59
"majeur";0,12;1,45
"perturber";0,23;0,53
"justice";0,12;1,05
"élection";0,12;1,12
"élire";0,12;0,99
"soutien";0,12;1,25
"essentiel";0,23;0,79
"régime";0,23;0,72
"accepter";0,12;0,85
"troisième";0,23;0,59
"tenir";0,23;0,85
"entrer";0,12;0,79
"test";0,12;0,59
"traitement";0,12;0,72
"activité";0,23;0,66
"office";0,12;1,18
"prison";0,23;1,18
"ferroviaire";0,23;0,92
"économie";0,12;1,05
"initiative";0,12;2,82
"critique";0,12;1,18
"loi";0,12;0,92
"cantonal";0,12;1,25
"imposer";0,12;0,66
"trafic";0,12;0,85
"unir";0,12;5,12
"mesure";0,12;1,77
"bienne";0,12;0,59
"agir";0,23;1,31
"établir";0,12;0,66
"artificiel";0,12;0,59
"emji_drapeau_royaume_uni";0;0,66
"emji_stéthoscope";0;0,66
"emji_montagne_enneigée";0;0,79
"naturel";0;1,18
"ukraine";0;0,92
"souligner";0;2,5
"communiqué";0;0,85
"emji_étincelles";0;0,79
"inclure";0;1,38
"relation";0;0,79
"positif";0;0,66
"précédent";0;1,38
"emji_sac_plein_d_argent";0;1,12
"publier";0;2,3
"emji_livres";0;0,79
"emji_drapeau_france";0;2,5
"emji_voiture";0;0,66
"renforcer";0;1,05
"emji_drapeau_états";0;2,69
"emji_graphique_en_baisse";0;0,79
"emji_drapeau_ukraine";0;0,66
"vigueur";0;0,72
"russe";0;0,72
"emji_micro";0;0,66
"accuser";0;1,45
"emji_graphique_en_hausse";0;0,66
"directeur";0;1,31
"général";0;1,05
"parlementaire";0;0,66
"parlement";0;0,79
"emji_urne_électorale";0;1,51
"ministre";0;1,91
"emji_clap";0;0,99
"diminuer";0;0,79
"confirmer";0;1,31
"emji_drapeau_territoires_palestiniens";0;2,04
"hôpital";0;1,05
"augmenter";0;1,45
"emji_ski";0;1,05
"emji_drapeau_israël";0;1,18
"israélien";0;1,77
"etat";0;1,45
"udc";0;1,05
"déposer";0;0,79
"motion";0;0,72
"décision";0;1,77
"dollar";0;0,85
"économique";0;1,18
"ministère";0;0,72
"indiquer";0;1,31
"nord";0;0,66
"récemment";0;0,66
"emji_balance_à_poids";0;1,91
"cour";0;0,79
"israël";0;0,79
"tribunal";0;0,72
"climatique";0;0,85
"stratégie";0;0,72
"viser";0;3,61
"rices";0;0,72
"emji_hôpital";0;0,66
"palestinien";0;1,58
"visible";0;0,66
"affirmer";0;0,99
"baisser";0;1,58
"médical";0;0,66
"emji_porte_documents";0;0,85
"réduire";0;1,77
"intervenir";0;1,05
"gouvernement";0;1,38
"lier";0;1,45
"culturel";0;0,72
"emji_symbole_d_avertissement";0;1,38
"netflix";0;0,66
"emji_globe_tourné_sur_l";0;1,58
"euses";0;1,31
"soutenir";0;1,51
"emji_symbole_d_interdiction";0;0,66
"conserver";0;0,72
"université";0;1,05
"emji_cerveau";0;0,85
"média";0;0,79
"secteur";0;0,99
"emji_trophée";0;0,79
"situer";0;0,85
"financier";0;0,85
"actuellement";0;0,66
"rencard";0;1,58
"initier";0;0,66
"réseau";0;2,17
"intelligence";0;0,66
"protéger";0;0,92
"hausse";0;1,05
"emji_gyrophare";0;1,71
"nécessiter";0;0,72
"position";0;0,72
"croissant";0;0,79
"réduction";0;0,79
"nommer";0;0,85
"emji_train";0;0,92
"sujet";0;0,72
"causer";0;1,71
"tiers";0;0,92
"riche";0;0,92
"afrique_et_l";0;1,45
"emji_main_avec_index_pointant_à_droite";0;1,45
"emji_avion";0;0,79
"etats";0;1,05
"ssr";0;0,66
"procès";0;0,79
"rejeter";0;0,72
"cadre";0;1,18
"oms";0;0,66
"durable";0;0,66
"humanitaire";0;0,92
"hamas";0;0,66
