"";"banalfreq";"X.rts_a";"X.rts_i"
"civil";21;-0,4931;0,4931
"nom";15;-0,2746;0,2746
"lausanne";82;0,4928;-0,4928
"retourner";10;0,9696;-0,9696
"élève";16;0,4648;-0,4648
"femme";98;0,8661;-0,8661
"traditionnel";16;0,2644;-0,2644
"ouvrir";36;-0,3539;0,3539
"alcool";11;1,2354;-1,2354
"domaine";11;-1,2761;1,2761
"famille";43;0,5885;-0,5885
"vin";27;1,5269;-1,5269
"fils";11;1,2354;-1,2354
"bande";20;-1,4378;1,4378
"objectif";15;-0,8157;0,8157
"record";32;-0,8808;0,8808
"personnel";12;-0,495;0,495
"forme";13;-0,3282;0,3282
"part";16;-0,341;0,341
"poste";31;-1,8744;1,8744
"animal";44;-0,3344;0,3344
"voir";55;0,8257;-0,8257
"offrir";46;-1,5546;1,5546
"émotion";15;1,8114;-1,8114
"parole";11;0,7794;-0,7794
"manière";16;0,7414;-0,7414
"changer";20;1,6077;-1,6077
"scène";13;-0,3282;0,3282
"travailler";16;1,1017;-1,1017
"tour";37;0,8586;-0,8586
"adolescent";22;1,2345;-1,2345
"acteur";20;-0,4202;0,4202
"décéder";16;-0,5832;0,5832
"film";28;0,5464;-0,5464
"philippe";14;0,6862;-0,6862
"début";45;0,628;-0,628
"effet";25;-1,1674;1,1674
"citoyen";17;-0,4136;0,4136
"représentant";11;0,2204;-0,2204
"défendre";11;-0,4002;0,4002
"menacer";16;-0,9326;0,9326
"entendre";11;0,7794;-0,7794
"avenir";13;-0,5963;0,5963
"affaire";32;-1,1838;1,1838
"avion";14;1,5315;-1,5315
"pilote";16;0,4648;-0,4648
"armée";37;0,8586;-0,8586
"porte";18;-0,2898;0,2898
"répondre";21;0,7264;-0,7264
"document";15;1,2978;-1,2978
"achat";11;-0,7416;0,7416
"présenter";45;0,628;-0,628
"gagner";11;1,2354;-1,2354
"travailleur";12;-0,495;0,495
"journaliste";27;1,5269;-1,5269
"choisir";25;1,128;-1,128
"matin";41;0,7316;-0,7316
"préparer";14;0,6862;-0,6862
"star";11;0,4458;-0,4458
"également";33;-1,2843;1,2843
"dizaine";11;-0,7416;0,7416
"art";33;0,7681;-0,7681
"légendaire";12;1,5175;-1,5175
"bas";15;0,3292;-0,3292
"faux";16;-0,5832;0,5832
"éviter";22;0,4075;-0,4075
"tête";28;1,742;-1,742
"revenir";38;-0,3171;0,3171
"lieu";31;-0,7973;0,7973
"bord";12;0,3506;-0,3506
"travail";57;-0,2988;0,2988
"vitesse";11;0,4458;-0,4458
"garantir";11;0,4458;-0,4458
"malade";10;0,9696;-0,9696
"porter";22;0,2473;-0,2473
"couper";44;-0,3344;0,3344
"génération";17;1,3334;-1,3334
"policier";16;-0,9326;0,9326
"vaudois";56;0,942;-0,942
"accueillir";27;-0,7267;0,7267
"haut";33;0,7681;-0,7681
"couleur";13;0,8332;-0,8332
"pierre";10;0,9696;-0,9696
"vert";22;0,2473;-0,2473
"geste";12;-0,2565;0,2565
"coeur";24;1,6723;-1,6723
"saint";34;0,4923;-0,4923
"lever";15;1,8114;-1,8114
"passage";17;0,9358;-0,9358
"habitant";27;-0,7267;0,7267
"participer";25;-0,5683;0,5683
"concours";17;1,3334;-1,3334
"tenter";13;0,507;-0,507
"témoigner";19;1,8356;-1,8356
"changement";21;-0,4931;0,4931
"village";29;1,2198;-1,2198
"santé";54;-1,1082;1,1082
"frère";10;-0,3128;0,3128
"carte";19;0,4328;-0,4328
"terminer";10;-0,3128;0,3128
"revoir";11;0,7794;-0,7794
"final";15;-0,8157;0,8157
"féminin";15;1,2978;-1,2978
"café";13;1,2646;-1,2646
"pain";13;1,2646;-1,2646
"difficile";21;0,7264;-0,7264
"cas";32;-0,2978;0,2978
"chaud";11;0,2204;-0,2204
"new";16;-0,341;0,341
"york";13;-0,3282;0,3282
"fois";46;0,4182;-0,4182
"marque";18;-1,1784;1,1784
"sentiment";10;0,2896;-0,2896
"fermer";22;-1,2265;1,2265
"the";23;-1,8476;1,8476
"installer";21;0,7264;-0,7264
"amateur";14;0,4089;-0,4089
"football";20;0,5713;-0,5713
"juin";19;0,6743;-0,6743
"départ";15;-0,2746;0,2746
"chaîne";13;-0,5963;0,5963
"milieu";19;0,9852;-0,9852
"scolaire";13;0,8332;-0,8332
"bois";14;1,0573;-1,0573
"besoin";14;-1,1382;1,1382
"pied";13;1,2646;-1,2646
"route";18;1,5786;-1,5786
"jouer";22;0,8968;-0,8968
"physique";15;0,8852;-0,8852
"important";26;-0,4327;0,4327
"sportif";13;0,8332;-0,8332
"édition";25;-0,5683;0,5683
"dérouler";11;-0,7416;0,7416
"période";17;-0,6796;0,6796
"réussir";14;1,5315;-1,5315
"soin";15;-0,4921;0,4921
"étudiant";14;-0,4069;0,4069
"sol";10;0,9696;-0,9696
"aider";14;-0,2147;0,2147
"jardin";11;1,2354;-1,2354
"tabac";12;0,6283;-0,6283
"expliquer";28;-1,122;1,122
"cacher";11;0,2204;-0,2204
"considérer";11;-1,2761;1,2761
"grave";15;-0,8157;0,8157
"accident";23;-1,8476;1,8476
"vd";12;-1,4373;1,4373
"immense";10;0,9696;-0,9696
"naître";20;0,3602;-0,3602
"noir";13;0,2755;-0,2755
"vidéo";20;-0,9962;0,9962
"demander";37;-1,7115;1,7115
"sexuel";30;-1,3324;1,3324
"romands";21;1,4088;-1,4088
"roi";14;1,5315;-1,5315
"siècle";17;0,9358;-0,9358
"inspirer";16;0,2644;-0,2644
"artiste";32;-0,8808;0,8808
"nuit";40;-0,7704;0,7704
"neige";33;1,3097;-1,3097
"mois";51;-1,1234;1,1234
"tôt";12;-1,4373;1,4373
"remporter";31;-1,8744;1,8744
"poursuivre";12;-0,495;0,495
"mère";10;1,5152;-1,5152
"total";10;-0,3128;0,3128
"abri";14;1,5315;-1,5315
"renoncer";11;-0,7416;0,7416
"mauvais";10;0,9696;-0,9696
"menace";10;-0,3128;0,3128
"condition";24;-1,4695;1,4695
"objet";15;-0,2746;0,2746
"club";13;1,8131;-1,8131
"emblématique";16;-0,5832;0,5832
"genevoise";16;0,4648;-0,4648
"comprendre";19;0,4328;-0,4328
"région";28;-1,5093;1,5093
"week_end";19;-0,8865;0,8865
"entraîner";16;-0,341;0,341
"arbre";10;0,5671;-0,5671
"choix";10;0,9696;-0,9696
"tempête";14;-0,7034;0,7034
"vent";12;0,3506;-0,3506
"violent";11;-0,7416;0,7416
"spectaculaire";10;-0,3128;0,3128
"pluie";11;-0,4002;0,4002
"pousser";14;0,4089;-0,4089
"problème";12;0,3506;-0,3506
"magasin";14;0,4089;-0,4089
"marché";18;-0,7808;0,7808
"boîte";12;1,0131;-1,0131
"possible";14;-0,2147;0,2147
"vente";21;-1,5719;1,5719
"exemple";12;0,3506;-0,3506
"comportement";10;-0,3128;0,3128
"français";49;0,2913;-0,2913
"organiser";21;-0,4931;0,4931
"ancien";37;-1,7115;1,7115
"unique";21;-0,7567;0,7567
"coup";17;0,6206;-0,6206
"delémont";10;-1,1175;1,1175
"espérer";12;0,3506;-0,3506
"moitié";17;-1,5669;1,5669
"droit";43;-0,294;0,294
"vote";17;-0,6796;0,6796
"chef";10;0,2896;-0,2896
"produire";19;-0,5754;0,5754
"contenir";15;-1,9336;1,9336
"domicile";13;-0,3282;0,3282
"permettre";56;-1,8571;1,8571
"ménage";12;1,0131;-1,0131
"aérien";15;-0,8157;0,8157
"véhicule";10;-0,3128;0,3128
"incroyable";11;0,7794;-0,7794
"chanteur";12;1,0131;-1,0131
"phénomène";24;-0,7394;0,7394
"air";16;1,5527;-1,5527
"particulier";11;1,2354;-1,2354
"adulte";12;-0,8695;0,8695
"réunir";22;0,2473;-0,2473
"défi";13;0,2755;-0,2755
"preuve";10;0,9696;-0,9696
"déclarer";16;-0,5832;0,5832
"plateforme";12;-1,4373;1,4373
"site";20;-0,9962;0,9962
"information";13;-0,5963;0,5963
"culture";14;-0,4069;0,4069
"évolution";17;-0,4136;0,4136
"impact";15;-1,9336;1,9336
"étape";16;0,4648;-0,4648
"tester";10;-1,1175;1,1175
"estimer";21;-1,5719;1,5719
"reconnaître";11;-0,4002;0,4002
"futur";14;-0,4069;0,4069
"fonds";17;-0,4136;0,4136
"lutte";12;-0,495;0,495
"neuchâtelois";10;0,5671;-0,5671
"soldat";12;1,0131;-1,0131
"sortie";14;0,4089;-0,4089
"militaire";15;0,3292;-0,3292
"juillet";12;0,6283;-0,6283
"hiver";28;0,5464;-0,5464
"banque";10;0,5671;-0,5671
"officiel";22;-1,7086;1,7086
"allemand";13;-0,3282;0,3282
"accès";13;-1,0018;1,0018
"nouvel";19;-0,5754;0,5754
"conseiller";22;-1,2265;1,2265
"message";12;0,6283;-0,6283
"voix";21;-1,5719;1,5719
"mars";13;0,2755;-0,2755
"rouge";23;0,3428;-0,3428
"recevoir";23;-1,8476;1,8476
"aide";24;-0,7394;0,7394
"midi";15;-0,4921;0,4921
"remonter";14;0,4089;-0,4089
"électronique";11;-1,2761;1,2761
"moyen";13;0,507;-0,507
"internet";10;0,9696;-0,9696
"micro";10;0,9696;-0,9696
"pari";27;-0,3259;0,3259
"annonce";26;-0,4327;0,4327
"place";55;0,3794;-0,3794
"ciel";10;0,5671;-0,5671
"rare";11;-0,4002;0,4002
"rappeler";11;1,831;-1,831
"agent";11;0,4458;-0,4458
"figure";20;-0,4202;0,4202
"appel";16;-0,5832;0,5832
"débuter";10;-1,1175;1,1175
"aventure";13;1,2646;-1,2646
"cave";10;-0,6191;0,6191
"transporter";10;-0,3128;0,3128
"importance";10;-1,1175;1,1175
"reprendre";17;-0,4136;0,4136
"dévoiler";16;-0,9326;0,9326
"obtenir";12;-1,4373;1,4373
"étranger";14;-1,1382;1,1382
"célébrer";12;-0,2565;0,2565
"double";14;-0,4069;0,4069
"info";10;0,9696;-0,9696
"nu";10;0,9696;-0,9696
"interroger";18;0,3125;-0,3125
"professeur";12;0,6283;-0,6283
"série";13;0,2755;-0,2755
"complexe";11;-0,7416;0,7416
"origine";11;-0,7416;0,7416
"bernois";16;-1,4211;1,4211
"tourner";12;0,3506;-0,3506
"victoire";19;-0,8865;0,8865
"technique";10;1,5152;-1,5152
"actualité";13;0,507;-0,507
"swiss";12;-0,2565;0,2565
"contrôle";12;-0,495;0,495
"olympique";11;1,831;-1,831
"nouvelle";50;-1,958;1,958
"lumière";11;0,2204;-0,2204
"championnat";13;1,2646;-1,2646
"campagne";27;-0,7267;0,7267
"explorer";11;-1,2761;1,2761
"concevoir";12;-1,4373;1,4373
"zurich";23;-1,3466;1,3466
"découverte";18;-0,4919;0,4919
"extrême";10;-0,6191;0,6191
"adopter";15;-0,4921;0,4921
"côté";15;0,565;-0,565
"dédier";12;-0,2565;0,2565
"comité";12;-1,4373;1,4373
"billet";23;-0,9548;0,9548
"célèbre";29;-1,2258;1,2258
"minute";23;-0,2629;0,2629
"prestigieux";10;-1,1175;1,1175
"susciter";23;-0,9548;0,9548
"débat";16;-0,5832;0,5832
"patient";12;-0,495;0,495
"cause";17;-1,5669;1,5669
"direct";10;-0,6191;0,6191
"seulement";27;-1,0213;1,0213
"but";13;-1,6008;1,6008
"rejoindre";13;0,2755;-0,2755
"joueur";20;-0,2489;0,2489
"frapper";16;-1,4211;1,4211
"sud";11;-1,2761;1,2761
"france";34;-1,7848;1,7848
"communauté";13;-0,3282;0,3282
"expérience";21;0,483;-0,483
"salaire";10;-0,3128;0,3128
"titre";24;-1,9888;1,9888
"argent";15;0,565;-0,565
"tendance";14;-0,7034;0,7034
"conflit";12;-1,4373;1,4373
"privé";13;-0,5963;0,5963
"ouverture";10;-1,1175;1,1175
"avril";15;-0,2746;0,2746
"scientifique";12;-0,8695;0,8695
"application";12;-0,8695;0,8695
"centaine";13;-0,5963;0,5963
"grève";11;0,2204;-0,2204
"provoquer";15;-1,2781;1,2781
"naissance";13;-1,0018;1,0018
"exercice";12;0,6283;-0,6283
"rapide";11;-1,2761;1,2761
"environnement";12;-1,4373;1,4373
"danger";19;-0,8865;0,8865
"propriétaire";10;-1,1175;1,1175
"représenter";15;-0,8157;0,8157
"urgence";15;-1,9336;1,9336
"romain";11;-1,2761;1,2761
"plaindre";10;-1,1175;1,1175
"musée";14;-1,1382;1,1382
"accompagner";13;0,507;-0,507
"sauvage";11;0,2204;-0,2204
"apporter";11;-0,7416;0,7416
"gros";10;-0,6191;0,6191
"pratique";12;0,3506;-0,3506
"température";13;-1,0018;1,0018
"attaque";24;-1,9888;1,9888
"réserver";11;0,2204;-0,2204
"manifester";13;-1,0018;1,0018
"tournée";11;0,4458;-0,4458
"climat";12;-0,8695;0,8695
"langue";11;0,7794;-0,7794
"italien";12;-0,8695;0,8695
"album";11;-0,4002;0,4002
"ère";18;-1,7152;1,7152
"historique";14;-1,7664;1,7664
"pièce";12;0,3506;-0,3506
"guy";12;-0,2565;0,2565
"droite";13;-1,6008;1,6008
"promettre";10;-1,1175;1,1175
"vol";18;-0,7808;0,7808
"moyenne";14;-1,7664;1,7664
"parcours";10;-0,3128;0,3128
"rôle";20;-0,9962;0,9962
"bilan";12;-1,4373;1,4373
"augmentation";12;-1,4373;1,4373
"assurance";10;-0,6191;0,6191
"maladie";18;-1,1784;1,1784
"skieur";10;-0,6191;0,6191
"professionnel";19;-0,5754;0,5754
"septembre";17;-1,5669;1,5669
"décrire";12;-0,495;0,495
"tomber";11;0,7794;-0,7794
"performance";10;-1,1175;1,1175
"fribourgeois";11;-0,4002;0,4002
"battre";19;-0,8865;0,8865
"japonais";12;0,6283;-0,6283
"humain";23;-1,8476;1,8476
"remplacer";11;-0,7416;0,7416
"gauche";19;-1,8658;1,8658
"millier";15;-1,9336;1,9336
"inquiéter";13;-1,6008;1,6008
"siège";11;-1,2761;1,2761
"système";18;-1,1784;1,1784
"fonction";10;-1,1175;1,1175
"décider";18;-1,1784;1,1784
"degré";15;-1,9336;1,9336
"député";10;-1,1175;1,1175
"employé";10;-0,3128;0,3128
"charger";16;-0,5832;0,5832
"produit";17;-1,5669;1,5669
"majorité";19;-1,8658;1,8658
"bâle";17;-1,5669;1,5669
"sentir";16;-0,341;0,341
"qualifié";10;-1,1175;1,1175
"entrée";10;-0,6191;0,6191
"dépasser";10;-1,1175;1,1175
"protection";16;-0,9326;0,9326
"amende";10;-1,1175;1,1175
"consommation";16;-1,4211;1,4211
"quitter";16;-1,4211;1,4211
"coût";11;-1,2761;1,2761
"deuxième";18;-1,7152;1,7152
"confédération";10;-1,1175;1,1175
"perturber";10;-0,6191;0,6191
"essentiel";14;-1,1382;1,1382
"régime";13;-1,0018;1,0018
"accepter";14;-1,7664;1,7664
"troisième";11;-0,7416;0,7416
"tenir";15;-1,2781;1,2781
"entrer";13;-1,6008;1,6008
"test";10;-1,1175;1,1175
"traitement";12;-1,4373;1,4373
"activité";12;-0,8695;0,8695
"ferroviaire";16;-1,4211;1,4211
"loi";15;-1,9336;1,9336
"imposer";11;-1,2761;1,2761
"trafic";14;-1,7664;1,7664
"bienne";10;-1,1175;1,1175
"établir";11;-1,2761;1,2761
"artificiel";10;-1,1175;1,1175
"emji_drapeau_royaume_uni";10;-1,939;1,939
"emji_stéthoscope";10;-1,939;1,939
"positif";10;-1,939;1,939
"emji_voiture";10;-1,939;1,939
"emji_drapeau_ukraine";10;-1,939;1,939
"emji_micro";10;-1,939;1,939
"emji_graphique_en_hausse";10;-1,939;1,939
"parlementaire";10;-1,939;1,939
"nord";10;-1,939;1,939
"récemment";10;-1,939;1,939
"emji_hôpital";10;-1,939;1,939
"visible";10;-1,939;1,939
"médical";10;-1,939;1,939
"netflix";10;-1,939;1,939
"emji_symbole_d_interdiction";10;-1,939;1,939
"actuellement";10;-1,939;1,939
"initier";10;-1,939;1,939
"intelligence";10;-1,939;1,939
"ssr";10;-1,939;1,939
"oms";10;-1,939;1,939
"durable";10;-1,939;1,939
"hamas";10;-1,939;1,939
