"";"";"";"";"terroriste";""
"86";"lausanne";"-0.138165622354645";"-1.01548069571198";"0.859456618442635";"204"
"87";"cher";"-0.248932731113748";"-1.17051743953228";"0.859453817795499";"205"
"88";"gouvernement";"-0.168966489778787";"1.5118933018713";"0.85861959836853";"206"
"89";"félicitation";"5.99601584310735";"0.15627830216142";"0.857648520651505";"208"
"90";"autoroute";"-0.24798382184558";"-1.56547761458747";"0.85648886602731";"209"
"91";"emji_visage_roulant_des_yeux";"0.129555320099357";"-1.11444294322033";"0.856464967171748";"210"
"92";"plastique";"-0.271904492242108";"-1.59350382744584";"0.856284418786368";"211"
"93";"peuple";"-0.181317309103923";"1.31085842284115";"0.856180234712901";"212"
"94";"pneu";"-0.228011647788732";"-1.68529421786057";"0.856112832471823";"213"
"95";"romands";"-0.203723703436079";"-1.19600647005522";"0.855300271382708";"214"
"96";"chaton";"-0.179507560187808";"-0.577145297775563";"0.855209343705686";"215"
"97";"vitesse";"-0.26084146786432";"-1.1527152375089";"0.855107960279355";"216"
"98";"franc";"-0.332036243808177";"-1.18457040687589";"0.855101425436038";"217"
"99";"retraite";"-0.316183698874641";"-1.2311879723176";"0.855101425436038";"218"
"100";"produire";"-0.264335549496158";"-1.04815546164101";"0.854805677098455";"219"
"101";"milliardaire";"-0.360226912798223";"-0.960420484891825";"0.854277475048568";"220"
"102";"emji_drapeau_brésil";"7.43574187997554";"0.0813328665109804";"0.854261044585369";"221"
"103";"flux";"-0.273083836750103";"-1.37058756000585";"0.853725560852928";"223"
"104";"fossile";"-0.271558030432928";"-1.63625196407148";"0.853147880703635";"227"
"105";"constitution";"-0.280002597204939";"0.683589494825705";"0.853071142972103";"228"
"106";"frais";"-0.34854104715755";"-1.05475471710499";"0.851944162564497";"232"
"107";"hériter";"-0.329483845793592";"-1.3214351523016";"0.851178839057078";"234"
"108";"bloquer";"-0.240952439477327";"0.500523650192786";"0.851090151897765";"235"
"109";"massacrer";"-0.162569707262904";"3.50391029216814";"0.850967296843391";"236"
"110";"réponse";"-0.229162285677274";"0.233630959442287";"0.850428639044195";"238"
"111";"cecr";"-0.139909620783533";"-0.949458497178935";"0.850406607286724";"239"
"112";"blablater";"-0.139909620783533";"-0.949458497178935";"0.850406607286724";"240"
"113";"maternel";"-0.188263770594397";"-0.237891539989103";"0.850385509078298";"241"
"114";"ineptie";"-0.19426096255761";"-0.251534597550605";"0.850385509078298";"242"
"115";"bombardement";"-0.161175657332898";"3.76593535031866";"0.850056152975081";"243"
"116";"beau";"0.230708192373342";"-0.366955162267812";"0.849856746898983";"244"
"117";"viande";"-0.274358930940312";"-1.4895469461949";"0.84981287009385";"245"
"118";"block";"-0.293414469530647";"1.11623600476";"0.849755363472653";"247"
"119";"motion";"-0.188619791874571";"-0.582765615825955";"0.84966873012124";"248"
"120";"matin";"-0.211046482299287";"-1.21136641475907";"0.849542140870684";"250"
"121";"augmentation";"-0.320679480841347";"-1.1643861434655";"0.849368874167858";"251"
"122";"emji_biceps_contracté_peau_moyennement_claire";"7.78112765183963";"-0.013996435769359";"0.849191126429614";"253"
"123";"ville";"-0.0664931056604349";"-0.588184425912543";"0.849076673316648";"254"
"124";"chômage";"-0.370202317603809";"-1.19885410444696";"0.848519157826735";"255"
"125";"fondamental";"-0.277475104609739";"0.630484326674638";"0.848428043439904";"257"
"126";"bloc";"-0.299862932135773";"1.25065765099545";"0.848400036968542";"258"
"127";"nationalité";"-0.225087780776794";"-0.395351577027062";"0.848256270415551";"259"
"128";"parler";"-0.203829179871074";"0.219542728278704";"0.848246934925097";"260"
"129";"vraiment";"-0.117542818093166";"-0.221401200300416";"0.847975832282313";"261"
"130";"km";"-0.267510002773177";"-1.58806111535619";"0.847941290967633";"262"
"131";"spray";"-0.316339839980856";"1.13604313270068";"0.847774372398316";"263"
"132";"lausannoise";"-0.314175575271984";"1.06565577657063";"0.847715558808455";"264"
"133";"bavure";"-0.314175575271984";"1.06565577657063";"0.847715558808455";"265"
"134";"consommation";"-0.238582604274087";"-1.1922731737886";"0.847516339442167";"266"
"135";"cash";"-0.333994368572338";"-1.34384280199422";"0.847398712262447";"267"
"136";"cycliste";"-0.266651719994742";"-1.63919459153466";"0.846456014436403";"268"
"137";"déchet";"-0.248577233147999";"-1.60848512475322";"0.846262209654578";"269"
"138";"rassemblement";"-0.279657605948028";"1.64716111804071";"0.846120310199677";"270"
"139";"coûter";"-0.339364182054564";"-1.21229303885525";"0.846104066446287";"271"
"140";"expulser";"-0.176999029013014";"0.848645046558746";"0.845881881773482";"272"
"141";"france";"-0.250675174225272";"-0.730814191909976";"0.845420708545054";"273"
"142";"colonisation";"-0.183837431035318";"2.95966699654199";"0.845346024621423";"275"
"143";"milliard";"-0.316350783155892";"-1.13525258021956";"0.845211220139267";"276"
"144";"pacifiste";"-0.303130766284603";"1.18761310636651";"0.844984367721235";"278"
"145";"employé";"-0.353451255679875";"-0.872434113029243";"0.844897921079631";"279"
"146";"opinion";"-0.262368549793652";"0.288505669010941";"0.844779733770483";"280"
"147";"électrique";"-0.267277152706416";"-1.58145863223096";"0.844607587326512";"281"
"148";"état";"-0.248149731945156";"0.879304607993684";"0.844496868409727";"283"
"149";"faux";"-0.226552890452955";"0.271417501718973";"0.844480998075955";"284"
"150";"assassiner";"-0.169916067044099";"3.35044007275058";"0.844458779608675";"285"
"151";"consommer";"-0.260746442841086";"-1.1497880359151";"0.844324348546137";"286"
"152";"patron";"-0.359172805596406";"-0.997590393302447";"0.844015530521919";"287"
"153";"emji_étourdissement";"7.4002568812989";"-0.0926094420354871";"0.843790731911787";"288"
"154";"émeutier";"-0.316339839980856";"1.13604313270068";"0.843783636939042";"289"
"155";"lacrymogène";"-0.321847353382817";"0.946771991728336";"0.843748535494935";"290"
"156";"danger";"-0.2466659812411";"0.360768169428532";"0.843718101796055";"291"
"157";"emji_visage_souriant_aux_yeux_rieurs";"0.375119552079074";"-1.6425330610849";"0.843539980638193";"292"
"158";"terrorisme";"-0.150857587491078";"3.17344534563586";"0.84351010706874";"293"
"159";"extermination";"-0.155584067924912";"3.76815199713783";"0.843396587504819";"294"
"160";"répondre";"-0.240502816459331";"0.109690862292187";"0.843335906816869";"295"
"161";"violence";"-0.2158999159438";"0.563512246241231";"0.843302299051234";"296"
"162";"montreux";"-0.152235452692911";"-1.22881942330249";"0.84316525405137";"298"
"163";"reconnaître";"-0.0729860389978811";"1.8063363460412";"0.843125484862036";"299"
"164";"transport";"-0.291890361987605";"-1.41048789172213";"0.843080861217665";"300"
"165";"monde";"-0.176118732083905";"-0.0204071187993509";"0.84288724314565";"301"
"166";"tellement";"0.0333140993541764";"-0.286242394517392";"0.842732087294304";"302"
"167";"budget";"-0.355591193945912";"-1.03126929169455";"0.842569463050596";"303"
"168";"triste";"0.0596388806667859";"-0.000374755104694142";"0.842280996395567";"304"
"169";"pollution";"-0.261520755073759";"-1.4431496359462";"0.842066280115125";"306"
"170";"fait";"-0.277948539812056";"0.207568940914516";"0.841266415293027";"308"
"171";"chauffage";"-0.266988626136862";"-1.53042268287934";"0.841250731669064";"309"
"172";"énergétique";"-0.271045486106364";"-1.56965482888072";"0.841220111260375";"310"
"173";"gazer";"-0.300417040439185";"0.817158252017058";"0.841137772234571";"312"
"174";"organisateur";"-0.299077901404443";"0.952255007235851";"0.841068129475784";"313"
"175";"balcon";"-0.296218260912643";"0.492212762254345";"0.841068129475784";"314"
"176";"berner";"-0.0721763900161073";"0.148836578071515";"0.841064395279603";"315"
"177";"richesse";"-0.352917865131065";"-0.954920995742442";"0.840810469939254";"318"
"178";"respect";"0.207940205549709";"0.416647181926025";"0.8407990806409";"319"
"179";"délire";"-0.115687800471466";"-0.622634743092309";"0.840734665756768";"320"
"180";"feu";"-0.136106086638285";"1.44021298794879";"0.840472898604438";"321"
"181";"média";"-0.199102643042903";"0.737515672917153";"0.840410350818396";"322"
"182";"canton";"-0.297264595518874";"-1.0854505082506";"0.840403629265269";"323"
"183";"cadeau";"-0.339605582903654";"-1.08483288784734";"0.84030598003512";"324"
"184";"année";"-0.234622256210435";"-0.550724736165463";"0.840150637473966";"325"
"185";"lèvre";"-0.169135723438156";"-0.729442768367147";"0.84000761776021";"328"
"186";"hab";"0.148286557869058";"-0.324132957642046";"0.83956138131651";"331"
"187";"protéger";"-0.232468965643126";"0.399931718315591";"0.839431991418817";"333"
"188";"millionnaire";"-0.361642452459648";"-1.26668675816612";"0.839316418046997";"334"
"189";"bosser";"-0.309689797583943";"-1.05293676751659";"0.839176945819614";"335"
"190";"pétrole";"-0.261918211557318";"-0.934209472535259";"0.839125787331926";"336"
"191";"aimer";"0.12020920133554";"-0.200446619563305";"0.839096473891901";"337"
"192";"fabriquer";"-0.247250723875743";"-1.36733422359244";"0.83863604750271";"338"
"193";"bombe";"0.0695595032855699";"2.98611863015278";"0.838634740534046";"339"
"194";"ia";"-0.249456115190231";"-0.227126871829113";"0.838301276815029";"342"
"195";"couple";"-0.170310286943428";"-0.367142020251821";"0.838212589655716";"343"
"196";"légal";"-0.268629656926229";"0.34749887513475";"0.838101870738932";"345"
"197";"moto";"-0.271716017017914";"-1.61675881377019";"0.838096456154469";"346"
"198";"temu";"-0.222882797375852";"-1.71751347451305";"0.838093468797524";"347"
"199";"emji_coeur_violet";"8.1077618345934";"0.388188358362698";"0.837882113293645";"348"
"200";"profiter";"-0.300171506910006";"-0.721254997369159";"0.837839730166984";"349"
"201";"deutsch";"-0.139909620783533";"-0.949458497178935";"0.837778302639797";"350"
"202";"emji_visage_qui_hurle_de_peur";"0.645592077146433";"-1.20057741117748";"0.837407683668773";"351"
"203";"vêtement";"-0.247851607989151";"-1.17622139245189";"0.837406003280491";"352"
"204";"charge";"-0.3852825520382";"-1.33279801593657";"0.837361939765549";"353"
"205";"portugais";"-0.191276191699711";"-1.01862256934394";"0.837123137919735";"355"
"206";"temps";"-0.164630411086411";"-0.235339208425679";"0.837111188491954";"356"
"207";"annoncer";"-0.252908289593371";"0.603664454567379";"0.836517638008889";"357"
"208";"constitutionnel";"-0.301397182526079";"1.27928255871143";"0.836404305154778";"358"
"209";"affrontement";"-0.301397182526079";"1.27928255871143";"0.836404305154778";"359"
"210";"voie";"-0.263236199446673";"-0.834664129292707";"0.836371070808762";"360"
"211";"expression";"-0.250198293959697";"0.171808567116387";"0.8363410105295";"361"
"212";"blesser";"-0.239910012561897";"0.605010021576005";"0.836232158710806";"362"
"213";"émission";"-0.277951244793983";"-1.24047470462159";"0.836119199276313";"363"
"214";"chine";"-0.217784674424059";"-0.57099608760729";"0.83599597080232";"364"
"215";"tf";"-0.301434854436502";"1.39490999851526";"0.835828118683957";"366"
"216";"poivre";"-0.301434854436502";"1.39490999851526";"0.835828118683957";"367"
"217";"soutenir";"-0.186527422144665";"1.23548362504192";"0.835787976075005";"368"
"218";"conduire";"-0.246467759263455";"-0.969648368389026";"0.8357282289361";"369"
"219";"égypte";"-0.160507499517567";"3.80054209264037";"0.835624791701869";"370"
"220";"arme";"-0.141613705855491";"1.54951330194001";"0.835585209222344";"371"
"221";"emji_étoile_brillante";"7.66052165465711";"0.056490699724894";"0.835486066313723";"372"
"222";"emji_pouce_vers_le_haut_peau_moyennement_claire";"7.6383112757993";"0.00841497299031206";"0.835486066313723";"373"
"223";"occupation";"-0.160526589795506";"3.67690327697595";"0.835416796974554";"374"
"224";"logement";"-0.357125171760662";"-1.16305523105073";"0.835323442070014";"375"
"225";"attentat";"-0.15859631250963";"3.57195089478957";"0.835294128629989";"376"
"226";"alcool";"-0.235967306121563";"-1.27425180031492";"0.834846958637242";"377"
"227";"conducteur";"-0.264984638461162";"-1.4069940001731";"0.834845278248961";"378"
"228";"fumer";"-0.203901858359215";"-1.14079142292536";"0.834828287656335";"379"
"229";"trottoir";"-0.234082893385784";"-1.61719212324122";"0.834624027125201";"381"
"230";"amazon";"-0.284098993852231";"-1.64974205892423";"0.834610584018947";"382"
"231";"travailleur";"-0.363134202978181";"-1.11192186695725";"0.834426488147195";"384"
"232";"exécution";"-0.151838942400762";"3.83579908906896";"0.834291123535612";"385"
"233";"neige";"0.104957331727472";"-1.62186629972396";"0.834287015919812";"386"
"234";"médecin";"-0.214505526923464";"-0.569167627054556";"0.834029543093091";"387"
"235";"jeune";"-0.129948386672552";"-0.203708015108477";"0.834026182316527";"388"
"236";"monnaie";"-0.373330646561872";"-1.17369454438562";"0.83369495911522";"389"
"237";"tabasser";"-0.277930320215933";"0.859551910853679";"0.833507129047285";"392"
"238";"radar";"-0.23379378944";"-1.45292759551001";"0.83345746423807";"393"
"239";"camion";"-0.263578552293491";"-0.958282452248892";"0.83345746423807";"394"
"240";"trump";"-0.163671345974691";"1.06078718567447";"0.833213621227412";"395"
"241";"borne";"-0.024278333211881";"-1.05564486137157";"0.833075829388311";"396"
"242";"kidnapper";"-0.127600913411975";"3.62139960518399";"0.832760849940393";"397"
"243";"avis";"-0.226601232072672";"0.117624891363908";"0.832645276568572";"399"
"244";"production";"-0.293671158919538";"-1.48774600846513";"0.832640422113536";"400"
"245";"poste";"-0.288346666868683";"-0.759147169198628";"0.832278391793731";"401"
"246";"financer";"-0.234189992698902";"0.0884482506130272";"0.832240863122105";"402"
"247";"casque";"-0.234630689042794";"-1.12514432881908";"0.832138732856539";"403"
"248";"laisser";"-0.216278580479813";"0.00955962155960492";"0.832112406773459";"404"
"249";"violer";"-0.168905954309693";"2.84041695881723";"0.832051912795317";"405"
"250";"emji_mains_qui_forment_un_coeur_peau_claire";"2.36586077364115";"-1.99322325821985";"0.832041270336199";"406"
"251";"jour";"-0.194371675101625";"-0.301224023708275";"0.8320207322572";"407"
"252";"voter";"-0.134416416193551";"-0.260847398740697";"0.831983950424812";"408"
"253";"réunir";"-0.294047882609598";"0.619387026047196";"0.831890408810463";"409"
"254";"palais";"-0.299944355882067";"1.42079668509672";"0.831877525833636";"410"
"255";"proportionné";"-0.313309869388435";"1.03750083411861";"0.831877525833636";"411"
"256";"trottinette";"-0.207355744890171";"-1.63196008449795";"0.831857921303683";"412"
"257";"qatar";"-0.126182876239487";"3.54271393367848";"0.831433716617453";"413"
"258";"al";"-0.175037301291155";"3.35005431453155";"0.831432036229171";"414"
"259";"piste";"-0.221592543639628";"-1.47818977787756";"0.831318890084869";"415"
"260";"syrie";"-0.163971088535487";"3.43739980751733";"0.831308994464988";"416"
"261";"participant";"-0.313063616377889";"0.529454246603542";"0.830997375793633";"419"
"262";"investissement";"-0.334061025845173";"-0.980046767871512";"0.830982065589289";"421"
"263";"torture";"-0.149050605975028";"2.96354516947274";"0.830907381665657";"422"
"264";"moment";"-0.14500911965497";"0.105922055887348";"0.830884976488567";"423"
"265";"emji_biceps_contracté_peau_claire";"8.34602645193784";"0.0750172874737782";"0.830671007047362";"425"
"266";"emji_coeur_étincelant";"8.32673090579975";"-0.0150005943740022";"0.830671007047362";"426"
"267";"marque";"-0.0078899718214616";"-1.27983534547332";"0.830604164935711";"427"
"268";"légume";"-0.217653447670221";"-1.61282421676805";"0.830576531883967";"428"
"269";"inversement";"-0.218459881485486";"-0.724926482793295";"0.83054348424776";"429"
"270";"social";"-0.280342990068396";"-0.50999152280416";"0.830541243730051";"430"
"271";"emji_visage_qui_regarde_entre_ses_doigts";"0.38108895183541";"-1.71985725105507";"0.830477015555728";"431"
"272";"boire";"-0.138749491350264";"-1.37468421998533";"0.830410360153886";"432"
"273";"fruit";"-0.258773210070321";"-1.48274815263724";"0.830410360153886";"433"
"274";"armée";"-0.202084229151538";"1.08648181429572";"0.830367977027225";"434"
"275";"exemplaire";"0.200232825366348";"1.02188722615542";"0.830189109030127";"439"
"276";"argument";"-0.177584324519745";"0.00564466934002899";"0.829912778512688";"440"
"277";"post";"-0.248084686059206";"0.240893910508621";"0.829749780849362";"441"
"278";"pétrolier";"-0.276960095577886";"-1.67210370860441";"0.82974604665318";"442"
"279";"téléphone";"-0.273466155601291";"-1.26303470115238";"0.829552428581164";"443"
"280";"climatique";"-0.265405509493871";"-0.980011871091204";"0.829388123949174";"444"
"281";"poche";"-0.326949748714429";"-0.911049783630465";"0.829342566755758";"445"
"282";"vidéo";"-0.22413349167527";"0.726508931072673";"0.829248651721791";"446"
"283";"emji_visage_expirant";"0.500604865898106";"-2.2494031547965";"0.828948795768409";"447"
"284";"training";"-0.0920792774399272";"-0.576775244176987";"0.828925270332465";"448"
"285";"écriture";"-0.184732847542237";"-0.489374561464448";"0.828881393527331";"449"
"286";"quantité";"-0.282065726848178";"-1.19149950535691";"0.828618132696529";"450"
"287";"fromage";"0.581201384126671";"-2.0468771683804";"0.828612157982638";"451"
"288";"enrichir";"-0.365350490603241";"-1.21704259912526";"0.828497518159863";"453"
"289";"dépense";"-0.356914382862137";"-1.09530604753318";"0.828349270571453";"454"
"290";"contribuable";"-0.317585757271292";"-1.05983311599588";"0.8283296660415";"455"
"291";"penser";"-0.188564648271369";"-0.161155311703353";"0.828328732492455";"456"
"292";"cigarette";"-0.208616783558718";"-1.55938094271982";"0.828243219399896";"457"
"293";"vivre";"-0.206777296785002";"-0.244926271992241";"0.828237057976196";"458"
"294";"emji_biceps_contracté_peau_légèrement_mate";"7.72728600251508";"0.150804847847128";"0.828183845680609";"459"
"295";"emji_fleur_fanée";"7.71133195964056";"-0.0599712029458781";"0.828183845680609";"460"
"296";"emji_coeur_noir";"7.7294239365573";"0.244475216138685";"0.828183845680609";"461"
"297";"métro";"-0.242216371980686";"-1.62733561036545";"0.8281754437392";"462"
"298";"café";"-0.0134590394223188";"-1.26419472589894";"0.828032050605827";"464"
"299";"thaï";"-0.139206069190453";"-0.750656181863867";"0.8280294366685";"465"
"300";"programmation";"-0.139206069190453";"-0.750656181863867";"0.8280294366685";"466"
"301";"interprète";"-0.176442249101811";"-0.6744388361642";"0.8280294366685";"467"
"302";"hymne";"-0.172712010289642";"-1.13469377383352";"0.8280294366685";"468"
"303";"dorénavant";"-0.176442249101811";"-0.6744388361642";"0.8280294366685";"469"
"304";"carbone";"-0.265447616467582";"-1.52958197910414";"0.827990414318402";"470"
"305";"thermique";"-0.272540222164984";"-1.51506438944706";"0.827990414318402";"471"
"306";"emji_visage_avec_une_main_sur_la_bouche";"0.400884241334889";"-2.00354923047189";"0.827939629250332";"472"
"307";"ambulancier";"-0.298122635426646";"1.45243596869628";"0.827935895054151";"473"
"308";"fumeur";"-0.229548463105013";"-1.37222066192382";"0.827824802717748";"474"
"309";"cortège";"-0.316339839980856";"1.13604313270068";"0.827822188780421";"475"
"310";"poser";"-0.250195694126674";"-0.0523069323775098";"0.827752919441252";"476"
"311";"étudiant";"-0.174590897603697";"-0.939283887938518";"0.827602057915516";"477"
"312";"profit";"-0.35203974113845";"-0.933292061637713";"0.827495820034149";"478"
"313";"facture";"-0.31854603314223";"-1.21395587236422";"0.827470427500114";"479"
"314";"repas";"-0.261534597756581";"-1.39981770280039";"0.827438686832571";"480"
"315";"humain";"-0.108722149682042";"0.314625131224626";"0.827397237254955";"481"
"316";"emji_coeur_cartes";"8.2174943024477";"0.0715435522708623";"0.827392756219537";"482"
"317";"histoire";"-0.0819950992405886";"0.54127310160009";"0.827354854128294";"483"
"318";"mobilier";"-0.310534858674316";"0.490487077672232";"0.827339730633758";"484"
"319";"emji_deux_coeurs";"6.98021348179195";"-0.094021033433205";"0.827175239291959";"486"
"320";"mère";"-0.0406060059945556";"-0.273686877591055";"0.826956415395718";"487"
"321";"ubs";"-0.32028790457625";"-0.765835792775103";"0.826941478610991";"488"
"322";"cotisation";"-0.387937514206345";"-1.32448169993981";"0.826894054319485";"489"
"323";"publication";"-0.269031101704792";"0.547661690716938";"0.826892000511585";"490"
"324";"emji_mains_qui_forment_un_coeur_peau_légèrement_mate";"8.88586147979642";"0.0896069753260246";"0.826888266315403";"492"
"325";"pompier";"-0.26273794296964";"0.941980959974938";"0.826866794687359";"495"
"326";"investir";"-0.32136479982486";"-0.958268345941071";"0.826820303944898";"496"
"327";"dépenser";"-0.27773722115567";"-1.23247174308942";"0.826706597671169";"497"
"328";"école";"-0.214424995462151";"-0.381706970875591";"0.826465181888028";"498"
"329";"vie";"-0.176826592644564";"-0.422306165670224";"0.826429520314494";"499"
"330";"démocratie";"-0.178865410762585";"0.947829279123411";"0.826299010157947";"500"
"331";"emji_visage_avec_lunettes_de_soleil";"1.67194916563004";"-1.81735665314949";"0.826248411799687";"501"
"332";"commenter";"-0.232222500498266";"0.413425571162342";"0.82612182254913";"502"
"333";"info";"-0.0296932275591758";"0.0182535120806859";"0.825999154204565";"503"
"334";"cst";"-0.308764913499804";"0.889687386245513";"0.825994299749529";"504"
"335";"dégénérer";"-0.29762698557783";"1.20910059539394";"0.825994299749529";"505"
"336";"apprentissage";"-0.148342745815276";"-0.704348791886531";"0.825864723142027";"506"
