"";"";"";"";"israélien";""
"341";"masculin";"0.483073104842121";"-0.224855259984629";"0.822109478856318";"602"
"342";"début";"-0.0507469871857919";"-0.00692112732987214";"0.821848076339076";"603"
"343";"biologiste";"0.0792956662695518";"-0.721512487109256";"0.821782357882584";"605"
"344";"biche";"0.042429420485704";"-0.559231352285671";"0.821782357882584";"606"
"345";"belle_lurette";"0.40096569114454";"0.544429856569512";"0.821782357882584";"607"
"346";"terme";"0.515484806043134";"0.12159130544719";"0.821630935692718";"608"
"347";"mec";"-0.120693155990898";"-0.0489475510447341";"0.821626276548415";"609"
"348";"enseignant";"-0.133033549353088";"-0.107284831866529";"0.821576129442621";"610"
"349";"garçon";"-2.05464588344352";"0.553386147546145";"0.821569508553347";"611"
"350";"totalement";"0.38519401479256";"-0.105927240590208";"0.821428017697392";"612"
"351";"mot";"-0.162400505206172";"0.30258254738146";"0.821404967193995";"613"
"352";"cours";"-0.0878009611518206";"0.107922793698813";"0.821350651380141";"614"
"353";"emji_ok";"-2.4436978491228";"0.675559056820929";"0.821342191354958";"615"
"354";"face";"0.619728499831724";"0.404438873584122";"0.821254771094736";"616"
"355";"stp";"0.0581489928587358";"0.0896621998015895";"0.821248272814523";"617"
"356";"titre";"0.23586451543863";"0.0972013995643894";"0.821225344920187";"618"
"357";"relation";"0.526226271916648";"0.0874513505628422";"0.821145035985481";"619"
"358";"tv";"-0.255956121171514";"-0.116799031947172";"0.821108988921658";"620"
"359";"âme";"-2.08811909657367";"0.611067823023327";"0.821001092948313";"621"
"360";"clairement";"0.462937029844439";"0.0885614110908247";"0.820991039005342";"622"
"361";"déranger";"0.491539504759847";"-0.0649990391916884";"0.820730494751524";"623"
"362";"battre";"0.375896044077311";"-0.136431369053529";"0.820636944038271";"624"
"363";"premier";"-0.0341089869120391";"0.0304282414178043";"0.820545109851867";"625"
"364";"conscience";"0.44913160067894";"0.0755799705098957";"0.820506978434014";"626"
"365";"écouter";"-0.787823981567062";"0.230449485377726";"0.820495821009497";"627"
"366";"égal";"0.64866317859626";"-0.235089246318828";"0.820490303601769";"628"
"367";"b1";"0.126874335615355";"-0.120896052371397";"0.820410975539548";"629"
"368";"b2";"0.186991735710419";"-0.155914840509851";"0.820288243869867";"630"
"369";"absolument";"0.179089560215269";"0.110998016791842";"0.82019579663816";"631"
"370";"moitié";"0.293601531605072";"-0.249717040585531";"0.820129342527304";"632"
"371";"prostitution";"0.504094308010033";"-0.404163894984411";"0.820073064968479";"633"
"372";"race";"0.253399357433799";"0.0131218167277284";"0.820024021344231";"634"
"373";"bonjour";"-0.411390811206822";"-0.0359263925346174";"0.820004158676411";"635"
"374";"choix";"0.40784597641538";"-0.321984607296585";"0.819821716394208";"636"
"375";"froid";"-1.85841912952537";"0.46876023188501";"0.819771201461233";"637"
"376";"débat";"0.387729819823406";"-0.0863356058939261";"0.819739200496411";"638"
"377";"vérité";"0.0250916920219375";"0.162072688863879";"0.819686355991283";"639"
"378";"emji_notes_de_musique";"-3.33639738688222";"0.927578666844583";"0.819682432501344";"640"
"379";"emji_trèfle_à_quatre_feuilles";"-2.99769037506596";"0.831307400527414";"0.819681206410737";"641"
"380";"poster";"0.00190192653108083";"0.208318456127366";"0.81965398719928";"642"
"381";"discrimination";"0.74056423292169";"0.0843879187954498";"0.819496189338262";"643"
"382";"plaindre";"0.317862371651384";"-0.266343252368084";"0.81949385976611";"644"
"383";"sage";"-3.08443127114739";"0.813492269317014";"0.81939099076425";"645"
"384";"psychologique";"0.565249813911823";"-0.0314742831712332";"0.819344521930275";"646"
"385";"emji_rose";"-3.54141228875235";"1.01004308710607";"0.819112790805703";"649"
"386";"genre";"0.212688972021946";"0.0290037099665439";"0.819011883548812";"650"
"387";"responsabilité";"0.556934128890138";"0.115947366157522";"0.818931819832227";"651"
"388";"publication";"0.247721869913093";"0.294479771543309";"0.818930961568803";"652"
"389";"dark";"0.562253733634114";"-0.094238617417618";"0.818920785016772";"653"
"390";"coeur";"-1.55726075044404";"0.480424766880027";"0.818719215721112";"655"
"391";"schneck";"-3.39788115806307";"0.966502453758172";"0.818675444286471";"656"
"392";"mamie";"-2.86611184547872";"0.81766154169821";"0.818572330066489";"657"
"393";"bouger";"-0.00640136575129628";"-0.118350510345464";"0.81845192796896";"658"
"394";"emji_mains_qui_forment_un_coeur";"-2.8600333089873";"0.723880468937526";"0.818298421425064";"659"
"395";"télé";"-0.439167740180723";"0.109461297032388";"0.818211859428266";"660"
"396";"emji_renard";"-2.9631419359916";"0.772450213253906";"0.817979515258391";"661"
"397";"mentalité";"-0.321598618835116";"0.0196595014137681";"0.817946533421084";"662"
"398";"évoluer";"0.0410913126498632";"-0.325693374994531";"0.81783299743095";"663"
"399";"date";"-0.584656154001717";"0.136355799462419";"0.817748274570062";"664"
"400";"emji_visage_avec_lunettes_de_soleil";"-2.56153008973539";"0.578153418824079";"0.817672379561538";"665"
"401";"truc";"0.0371659906718206";"-0.506431442141349";"0.817667229980992";"666"
"402";"youtube";"-0.779439425071429";"0.185578477125565";"0.817511516474004";"667"
"403";"humoriste";"-0.0270634358874897";"-0.164562351879284";"0.8175028112307";"668"
"404";"façon";"-0.13274306756691";"-0.063278544212785";"0.81730308107095";"669"
"405";"récré";"-3.27002107061031";"0.917887268973629";"0.817142340592477";"670"
"406";"pire";"0.343336677211626";"-0.0381928864155543";"0.817032728092283";"671"
"407";"nostalgie";"-2.90641965361095";"0.811151381108847";"0.816833978805018";"672"
"408";"extraordinaire";"-2.83510898409988";"0.798799705076582";"0.816778314291496";"673"
"409";"normal";"0.282612014172945";"-0.425296327159117";"0.816763969031403";"674"
"410";"emji_visage_qui_regarde_entre_ses_doigts";"-0.467845831551483";"-0.0666276653699899";"0.816714189752792";"675"
"411";"venir";"0.15994149482534";"-0.135863327715909";"0.816626401665388";"676"
"412";"pépite";"-3.18477787719203";"0.908316129483848";"0.816608378133477";"677"
"413";"c2";"0.126874335615355";"-0.120896052371397";"0.816518260473921";"678"
"414";"chaise";"-2.86717247895699";"0.839063810778619";"0.816399697512301";"679"
"415";"raconter";"0.0657570417599658";"0.186247766935166";"0.816304185054078";"680"
"416";"porter";"-0.123932191851663";"-0.174919463736428";"0.816290820666471";"681"
"417";"purée";"-2.51646528315085";"0.758416863961041";"0.816259923183194";"682"
"418";"emji_visage_aux_yeux_en_spirales";"0.0105679221965286";"-0.251945699878331";"0.816234543107646";"683"
"419";"voix";"-1.69201382689645";"0.788108923594909";"0.816095259214782";"684"
"420";"intelligence";"-0.425676570865729";"0.11376707944695";"0.816094646169478";"685"
"421";"professeur";"-0.127316001003955";"-0.288326294610762";"0.816086186144296";"686"
"422";"emji_visage_qui_fait_un_câlin";"-2.26939718320262";"0.42952372624469";"0.81608299830872";"687"
"423";"texte";"-0.0936503291980846";"-0.0479999587686693";"0.816051119952958";"688"
"424";"radio";"0.170972031014763";"-0.225850645355572";"0.816024881613986";"689"
"425";"gosse";"-0.386125265836493";"-0.0919179753429234";"0.815939300489673";"690"
"426";"julien";"-3.10860305147096";"0.835951533220707";"0.815704504138585";"691"
"427";"vouvoyer";"-0.122821861703962";"-0.031157867218905";"0.815506980941926";"693"
"428";"marrant";"-0.0583641446708013";"-0.0213875851453925";"0.815397613659853";"694"
"429";"foutre";"0.314724311247288";"0.191495802602738";"0.815253180186443";"695"
"430";"drôle";"-0.858957366135041";"0.189585239671072";"0.815083244028423";"696"
"431";"coup";"0.179327426463474";"-0.0590468590353114";"0.814713209883472";"697"
"432";"seconde";"0.163554524588093";"0.156177601409555";"0.814696657660288";"698"
"433";"franchement";"0.0284168229362396";"-0.24858491303881";"0.814535304136512";"699"
"434";"peine";"0.384667030558664";"0.0210935780124308";"0.81448932573878";"700"
"435";"chaîne";"0.13233528550374";"0.0317708338837701";"0.814481356149839";"701"
"436";"rentrer";"0.211792100207531";"-0.203196757894122";"0.813970566803296";"702"
"437";"dur";"0.0327072957939167";"-0.0993636087837947";"0.813556270787461";"703"
"438";"aider";"0.524202541203816";"-0.0938798811822202";"0.812942980266239";"704"
"439";"enfer";"0.226065187623095";"-0.149047223907175";"0.812888174016142";"705"
"440";"espérer";"-0.357495081065432";"0.183206997405551";"0.812882411390293";"706"
"441";"mourir";"0.0111865041636748";"0.126711714964494";"0.812842563445591";"707"
"442";"réfléchir";"0.206227237337825";"-0.230584734874124";"0.812612548847868";"708"
"443";"éduquer";"-0.233521846537086";"0.064559314428465";"0.812418213486785";"709"
"444";"air";"-0.597461551795119";"-0.0567734076481797";"0.812229885969672";"710"
"445";"sport";"-0.278090373431053";"-0.358162060038935";"0.812099062101991";"711"
"446";"oreille";"-0.756786971783857";"-0.0868304748299546";"0.81205933676635";"712"
"447";"demander";"0.372953734578811";"-0.0448267193882134";"0.811901538905332";"713"
"448";"ya";"-0.0288969959816031";"-0.296160289939841";"0.811848081354901";"714"
"449";"nu";"-0.197019527164743";"-0.028679038646565";"0.811844403083083";"715"
"450";"tenue";"-0.332665878715784";"-0.0300084740509693";"0.811621622419936";"716"
"451";"enseigner";"0.126171047322795";"-0.346135078865072";"0.811612917176632";"717"
"452";"journée";"-0.533397940420872";"-0.318449931082888";"0.811578218812477";"718"
"453";"marcher";"0.304216468451103";"-0.0649889825828953";"0.811484913317345";"719"
