"";"*rts_a";"*rts_i"
"deux";12;114
"là";6;171
"apprendre";2;17
"parler";16;318
"différent";2;18
"tenir";4;39
"fusil";2;10
"froid";4;14
"combat";5;12
"pendant";9;72
"1";2;56
"économique";1;28
"défendre";3;158
"territoire";2;61
"chose";12;108
"bon";14;201
"nombre";1;42
"question";3;67
"juste";13;158
"ennemi";4;10
"très";21;124
"camp";3;35
"te";4;87
"conseiller";1;27
"combattant";1;10
"sauver";1;15
"quoi";18;190
"puis";3;39
"sinon";2;36
"prison";8;103
"envers";5;33
"emji_visage_envoyant_un_bisou";2;12
"source";2;27
"avance";2;15
"socialiste";5;6
"tellement";10;42
"principal";1;15
"partir";6;73
"communiste";4;19
"gouverner";2;13
"majorité";4;31
"absolu";4;10
"élection";1;14
"droite";4;70
"tel";1;19
"point";3;45
"parmi";2;15
"million";3;72
"allemand";5;5
"motif";2;11
"politique";5;124
"000";3;75
"récupérer";3;23
"quelqu_un";2;19
"pourtant";6;51
"arrêt";2;23
"feu";4;115
"stop";2;22
"possible";2;31
"emji_visage_boudeur";13;85
"premier";7;62
"victime";3;78
"vraiment";3;86
"toute";9;121
"foule";2;22
"bombe";9;42
"kosovo";10;18
"serbe";5;8
"albanais";8;12
"celui";6;26
"simplement";2;38
"jour";5;84
"respect";2;50
"surtout";7;83
"représenter";2;40
"drapeau";4;34
"venir";8;123
"français";8;26
"appartenir";2;11
"ouais";6;21
"aider";2;52
"penser";4;98
"aide";1;78
"air";3;13
"pauvre";5;34
"courant";1;21
"réfugié";2;20
"voilà";8;42
"résultat";1;11
"répondre";1;19
"demander";7;145
"macron";3;20
"récemment";2;12
"politicien";1;14
"européen";3;65
"enfant";12;249
"union";1;17
"petit";10;59
"oppresseur";2;8
"action";2;41
"installer";1;11
"chez";8;70
"mtn";1;11
"prendre";5;157
"terre";17;98
"israel";1;211
"palestine";1;319
"foutre";11;45
"anglais";4;8
"arabe";11;116
"doute";1;16
"exercer";2;9
"crier";1;20
"scandale";2;9
"hypocrite";2;14
"pourquoi";10;239
"derrière";2;30
"100";4;27
"voyou";2;16
"comparer";1;21
"pillage";2;9
"viol";2;20
"ville";4;35
"dernier";5;64
"attendre";2;62
"manifester";2;306
"ici";4;67
"organiser";4;47
"manif";1;119
"masse";1;17
"berner";2;25
"bouger";1;9
"lancer";1;25
"mouvement";3;40
"tirer";1;35
"irak";1;12
"russie";8;83
"tonne";1;16
"affaire";1;22
"trop";5;70
"pote";4;13
"membre";4;30
"gang";1;20
"attention";3;20
"frapper";3;30
"iranien";1;10
"commencer";7;85
"pro";2;110
"combien";1;30
"exemplaire";3;15
"vendre";1;26
"an";9;151
"afrique";1;24
"maintenant";13;95
"ainsi";4;45
"police";13;338
"quotidien";1;11
"certaines";1;15
"dont";7;81
"passer";9;162
"avocat";1;12
"gaz";2;18
"beaucoup";6;72
"x";1;9
"rio";2;23
"50";1;28
"mois";2;15
"direct";2;18
"jamais";9;185
"partout";3;42
"etc";12;62
"forcer";1;16
"vos";4;89
"donnée";1;10
"moyen";1;73
"orient";2;46
"souvent";4;25
"musulman";21;115
"vivre";10;76
"2";2;120
"monstre";4;23
"emji_pouce_vers_le_haut";3;8
"rappeler";4;45
"bill";4;6
"genève";3;26
"déjà";10;140
"essayer";3;39
"cest";1;20
"gagner";2;14
"autres";9;186
"chaque";1;61
"lire";3;34
"temps";6;78
"jouer";7;16
"gouvernement";8;200
"essentiel";1;12
"nourrir";4;8
"30";3;8
"content";1;17
"sauf";2;40
"besoin";2;64
"année";5;65
"80";2;13
"largement";1;14
"aérien";5;6
"américain";4;34
"envahir";3;19
"france";10;44
"24h";1;9
"heureusement";1;12
"aucun";3;123
"intérêt";2;47
"eux";8;148
"prix";2;47
"nobel";3;36
"finir";5;44
"loin";5;33
"frontière";2;27
"russe";5;23
"arriver";2;51
"15";1;9
"heureux";3;7
"constater";1;10
"géométrie";3;8
"variable";2;9
"habitude";2;11
"ok";7;20
"marcher";3;32
"défense";3;19
"drone";1;66
"simple";4;30
"compter";2;16
"canon";4;24
"anti";1;20
"rapide";1;10
"hein";4;31
"certes";1;17
"sécurité";3;51
"actuellement";2;14
"renseigner";1;32
"ouvrir";3;36
"oeil";3;38
"responsable";1;39
"massacre";4;110
"envoyer";3;35
"milliard";5;12
"merci";13;127
"vie";8;56
"liberté";1;60
"autoriser";5;129
"début";2;23
"ligne";1;12
"benjamin";1;13
"ressembler";1;9
"tueur";5;8
"quelque";4;35
"protéger";6;100
"reposer";3;7
"justement";3;35
"dossier";2;12
"trump";4;185
"sûr";6;46
"fameux";3;15
"epstein";1;17
"où";8;183
"emji_pouce_vers_le_haut_peau_claire";1;9
"partie";2;60
"agent";2;10
"certainement";2;10
"emji_homme_qui_hausse_les_épaules_peau_légèrement_mate";2;21
"corrompre";4;25
"capable";1;10
"ami";1;21
"religieux";2;23
"emji_main_qui_écrit";2;10
"dessus";3;24
"silence";5;30
"cirque";1;10
"enquête";1;41
"sûrement";1;20
"rebelle";7;5
"lfi";9;5
"oublier";5;64
"garder";1;22
"onu";2;103
"terroriste";4;248
"gros";4;22
"trafiquant";1;25
"utile";1;11
"bravo";10;84
"réel";1;14
"fuir";1;13
"tomber";3;19
"véritable";1;18
"info";1;34
"contrairement";3;15
"haine";3;77
"prier";5;7
"désarmer";2;15
"prophète";9;1
"fou";4;26
"retrouver";1;24
"entre";8;121
"probablement";1;9
"otage";2;306
"allié";3;17
"déni";3;12
"journaliste";2;55
"situation";2;67
"dangereux";2;13
"islam";6;10
"ds";2;16
"syndicat";4;6
"vieux";5;19
"mentir";1;13
"vérité";2;15
"punir";3;16
"résolution";1;16
"plaire";1;10
"confondre";1;15
"propre";2;31
"religion";8;19
"parole";3;33
"acte";3;68
"emji_visage_souriant_avec_yeux_rieurs";3;11
"mode";5;9
"actuel";1;24
"dénoncer";3;72
"titre";1;17
"espérer";2;44
"enfin";1;55
"octobre";2;80
"4";2;28
"sommet";2;11
"génocide";2;329
"3";3;41
"blanc";9;31
"africain";2;9
"raciste";1;18
"sous";8;116
"occupation";3;30
"suite";3;31
"meme";2;21
"congo";7;62
"cours";2;31
"école";1;17
"emji_coeur_rouge";10;44
"prisonnier";2;95
"jeu";3;10
"originaire";1;10
"2000";1;30
"90";1;10
"emji_visage_roulant_des_yeux";5;34
"jusqu_à";2;34
"visage";2;44
"reconnaissance";1;21
"avis";2;28
"parce_que";6;154
"nul";1;9
"emji_se_rouler_par_terre_de_rire";6;64
"mériter";3;40
"cet";5;52
"etat";3;44
"ailleurs";6;74
"absolument";2;27
"dictature";1;32
"sensé";1;11
"démocratie";3;108
"supporter";7;17
"régime";1;32
"al";5;31
"sortir";1;50
"mensonge";2;46
"opération";1;16
"commercial";1;14
"etait";1;13
"rêve";2;8
"solidarité";2;17
"atrocité";2;12
"coeur";2;18
"matériel";1;22
"commentaire";2;42
"masqué";1;15
"nord";4;13
"public";1;58
"cas";3;92
"banque";3;11
"pression";1;16
"lever";1;9
"afin";2;20
"information";1;40
"lier";1;12
"compte";2;50
"traiter";2;49
"international";5;196
"cour";1;17
"pénal";2;14
"créer";1;44
"commission";1;13
"argent";2;51
"voler";3;51
"nouveau";2;44
"missile";3;18
"construire";1;17
"permettre";2;47
"hamas";2;490
"abri";1;10
"population";9;118
"bas";1;35
"britannique";3;8
"responsabilité";1;19
"payer";4;65
"grand";4;74
"crime";5;190
"dizaine";1;27
"rapport";5;37
"kidnapper";1;27
"marre";2;23
"auto";3;7
"charger";4;14
"ministre";1;24
"naître";2;21
"bordel";1;10
"lâcher";2;9
"habitant";1;15
"projet";1;11
"descendre";1;10
"organisation";4;43
"emji_drapeau_suisse";1;32
"romain";3;11
"haut";1;14
"ps";2;13
"invasion";3;8
"identité";2;11
"mes";2;16
"directement";2;24
"désolé";2;10
"relayer";1;14
"2025";1;18
"ceux";9;138
"reportage";2;8
"voix";3;21
"certain";1;13
"vidéo";3;42
"ben";4;44
"suivre";3;37
"liste";1;14
"trois";2;9
"toucher";2;14
"jusqu";1;13
"humanité";8;63
"recommencer";1;10
"tiens";2;13
"remettre";1;19
"menacer";1;10
"tolérance";1;15
"dirigeant";3;22
"cause";1;100
"problème";2;91
"national";1;14
"exterminer";1;23
"islamiste";4;90
"emji_tête_de_mort";4;7
"heure";1;33
"affirmer";2;25
"considérer";1;21
"planète";3;9
"saccager";2;13
"extermination";1;34
"inutile";1;12
"prévoir";1;16
"inquiéter";1;16
"famine";1;22
"25";1;13
"moitié";1;12
"black";5;41
"soutien";2;107
"soutenir";6;208
"sol";2;13
"massacrer";3;49
"piller";1;12
"ressource";1;18
"certains";4;66
"famille";1;66
"animal";5;12
"assez";3;38
"rendre";1;107
"assassin";4;7
"sioniste";1;114
"triste";1;27
"retourner";1;24
"valeur";2;32
"marier";1;12
"lieu";3;62
"ceci";1;17
"niveau";1;14
"moment";6;69
"jeune";1;22
"pratiquer";1;13
"témoin";1;10
"contraire";2;35
"évidemment";3;24
"servir";1;63
"imposer";1;16
"exactement";1;27
"bientôt";1;10
"sanction";5;62
"vérifier";1;9
"splendeur";5;10
"blesser";1;20
"sorte";1;14
"complètement";2;32
"balle";4;26
"interdire";8;40
"affamer";1;21
"espere";3;7
"etats";2;17
"critique";1;14
"gaza";3;373
"décombre";1;9
"là_bas";2;24
"super";2;14
"détourner";2;18
"revenir";2;26
"risque";4;17
"accusation";1;16
"attentat";4;34
"voisin";1;20
"direction";2;9
"1947";1;12
"etaient";3;8
"origine";3;10
"israël";3;610
"décidément";2;10
"judée";1;16
"manipuler";1;9
"route";1;10
"hasard";1;15
"présent";1;10
"exister";4;71
"publication";1;9
"force";6;75
"comportement";1;12
"pire";2;50
"mourir";1;22
"partager";2;19
"torture";2;38
"5";1;40
"entrer";1;14
"accuser";2;40
"destruction";2;23
"massif";2;12
"donald";1;32
"emji_mains_levées";1;27
"signe";2;14
"prôner";1;10
"etre";2;9
"loi";2;105
"voter";1;19
"or";1;22
"turc";10;4
"confiance";1;17
"remercier";1;19
"policier";2;96
"barbare";2;8
"but";2;44
"meurtrier";2;17
"attaquer";3;67
"autorité";1;78
"arrêter";1;224
"vive";1;18
"calme";1;11
"égypte";2;30
"20";1;51
"présenter";1;16
"choix";3;18
"refuser";1;45
"arrestation";1;16
"brésil";3;25
"déclencher";1;15
"emji_visage_avec_un_sourire_malin";3;13
"discours";2;22
"dos";1;9
"employer";3;10
"barbarie";2;16
"montrer";2;63
"lacrymo";1;17
"usage";1;12
"apartheid";1;25
"ensuite";1;32
"main";1;29
"colon";2;54
"10";1;41
"sortie";1;10
"vitrine";1;19
"svp";2;17
"rassemblement";1;21
"chiffre";4;17
"manière";1;35
"plupart";1;31
"pseudo";1;10
"italie";2;9
"pratique";3;9
"critiquer";1;19
"apporter";1;16
"colonisation";2;51
"raconter";1;13
"syrie";1;29
"souffrir";1;12
"revoir";1;11
"définition";1;24
"chef";2;13
"eau";4;40
"création";1;26
"islamique";3;16
"arabie";1;14
"coloniser";3;37
"arabo";2;8
"sud";1;17
"également";1;36
"bizarre";1;20
"70";1;20
"rts";2;82
"détester";2;10
"autant";3;50
"seulement";1;48
"occidental";1;37
"média";1;59
"rue";1;61
"exprimer";1;17
"humaniste";1;9
"vivement";1;12
"village";1;13
"attaque";1;68
"tête";2;20
"liban";1;49
"idée";1;26
"i";1;12
"total";2;48
"cher";1;11
"hors";1;10
"indépendant";1;16
"mêmes";1;41
"normal";1;21
"sentir";1;44
"aucune";2;94
"échapper";1;9
"objectif";1;27
"menace";2;36
"emji_mains_en_prière";2;14
"signer";3;44
"empire";1;16
"menteur";1;11
"e";2;36
"taire";1;25
"emji_visage_de_clown";2;30
"boucher";1;9
"radical";3;13
"incroyable";1;14
"ci";1;12
"oh";2;18
"lutter";2;11
"bâtiment";1;11
"celles";1;15
"injustice";3;20
"parfois";1;11
"fédération";4;7
"organisateur";1;17
"immonde";1;10
"activiste";1;14
"réprimer";1;23
"nettoyage";1;23
"bout";1;16
"occuper";1;50
"militaire";2;61
"institution";2;14
"plutôt";1;49
"argument";1;24
"déranger";1;14
"ethnique";1;19
"new";1;10
"pareil";1;16
"gentil";1;13
"journalisme";1;18
"médiatique";1;16
"danger";1;26
"lien";1;16
"pardon";1;16
"netanyahou";1;18
"dès";1;25
"brûler";1;12
"turquie";3;11
"étonnant";1;16
"sanctionner";1;29
"démocratique";1;28
"important";3;23
"corps";1;41
"impérialiste";1;9
"oppression";1;16
"scandaleux";1;27
"infliger";1;9
"ridicule";2;10
"terrorisme";1;50
"millier";1;76
"épisode";3;9
"mentionner";1;19
"lorsque";1;24
"telle";1;11
"manifestation";1;376
"long";1;16
"the";1;9
"croix";9;7
"peine";1;31
"réalité";1;36
"chercher";1;40
"shoah";1;15
"réfugier";1;9
"terrain";1;9
"men";2;11
"in";2;8
"autorisation";1;70
"vivant";1;13
"effectivement";1;24
"république";1;15
"cautionner";1;14
"200";1;26
"coupable";0;55
"écrire";0;31
"ordonner";0;10
"participer";0;36
"rappel";0;21
"fait";0;23
"propos";0;22
"mineur";0;15
"financier";0;15
"procès";0;27
"prêt";0;11
"façon";0;26
"publier";0;11
"concerner";0;23
"démocrate";0;22
"puisque";0;21
"républicain";0;10
"impliquer";0;17
"mossad";0;10
"réponse";0;21
"assurer";0;11
"nation";0;20
"fond";0;10
"riche";0;14
"majeur";0;11
"offrir";0;13
"stopper";0;10
"collaboration";0;22
"monter";0;14
"uniquement";0;32
"souhaiter";0;18
"confirmer";0;15
"ensemble";0;19
"quitter";0;15
"financer";0;49
"soudan";0;92
"entreprise";0;19
"armer";0;42
"p";0;14
"recevoir";0;30
"maison";0;25
"obligation";0;14
"soin";0;13
"tragédie";0;10
"humanitaire";0;77
"travers";0;19
"qatar";0;27
"facile";0;19
"perpétrer";0;12
"yémen";0;19
"juger";0;25
"dictateur";0;15
"répéter";0;15
"juge";0;10
"dérouler";0;10
"emji_drapeau_israël";0;65
"prochain";0;15
"soudanais";0;12
"emji_coeur_brisé";0;22
"réellement";0;15
"étranger";0;27
"cesser";0;106
"frère";0;23
"milice";0;23
"complice";0;100
"sionisme";0;11
"écouter";0;11
"représentant";0;11
"système";0;19
"diriger";0;25
"vite";0;13
"chaos";0;37
"réjouir";0;16
"opinion";0;21
"légitime";0;17
"complicité";0;32
"santé";0;10
"initiative";0;12
"fédéral";0;54
"prouver";0;30
"preuve";0;33
"suffire";0;30
"réclamer";0;11
"genocide";0;117
"étonner";0;10
"tribunal";0;25
"conscience";0;16
"8";0;10
"rompre";0;14
"position";0;28
"extrémiste";0;21
"morale";0;22
"poser";0;18
"bcp";0;21
"cicr";0;13
"déposer";0;13
"plaindre";0;17
"entendre";0;43
"base";0;24
"décider";0;30
"extrême";0;59
"selon";0;50
"entité";0;26
"fonctionner";0;10
"condamnation";0;16
"volonté";0;18
"semaine";0;18
"hypocrisie";0;23
"inviter";0;21
"censé";0;17
"eh";0;12
"répression";0;16
"via";0;10
"forme";0;13
"semer";0;31
"manifestant";0;192
"concernant";0;14
"lorsqu";0;21
"décision";0;24
"soi";0;11
"voire";0;10
"lula";0;19
"brésilien";0;16
"celle";0;29
"judiciaire";0;16
"retour";0;16
"sarkozy";0;27
"faux";0;57
"finalement";0;11
"manquer";0;18
"netanyahu";0;57
"génocidaire";0;18
"mauvais";0;19
"ancien";0;14
"détenu";0;22
"chacun";0;14
"préférer";0;27
"condition";0;27
"préalable";0;10
"différence";0;19
"poutine";0;10
"agresseur";0;15
"assumer";0;25
"clairement";0;40
"faveur";0;15
"livre";0;11
"justifier";0;55
"débat";0;16
"méchant";0;12
"particulier";0;11
"choisir";0;21
"délit";0;19
"malgré";0;23
"cessez_le_feu";0;90
"cadre";0;16
"processus";0;10
"guillemet";0;12
"bourreau";0;13
"reprendre";0;31
"violation";0;10
"cisjordanie";0;59
"centaine";0;38
"gazaouis";0;38
"train";0;32
"communauté";0;24
"bonjour";0;12
"réveiller";0;12
"casser";0;90
"quels";0;13
"bombarder";0;75
"éliminer";0;15
"free";0;40
"emji_drapeau_territoires_palestiniens";0;53
"logique";0;25
"nommer";0;13
"lors";0;32
"surprise";0;20
"blocus";0;15
"empêcher";0;30
"mur";0;10
"genre";0;35
"service";0;27
"obliger";0;14
"imaginer";0;16
"demain";0;11
"deuxième";0;12
"fasciste";0;17
"armement";0;13
"mesure";0;28
"zone";0;20
"démilitariser";0;10
"contrôle";0;27
"sérieux";0;12
"valoir";0;20
"11";0;19
"mobiliser";0;13
"type";0;17
"proposer";0;14
"solution";0;41
"commerce";0;11
"négociation";0;12
"chance";0;11
"0";0;10
"truc";0;13
"intéresser";0;15
"hôte";0;11
"cedh";0;25
"tf";0;11
"vote";0;13
"opposant";0;11
"provoquer";0;16
"contexte";0;13
"préciser";0;13
"appliquer";0;15
"couvrir";0;14
"article";0;55
"déclarer";0;38
"gérer";0;16
"horrible";0;13
"don";0;15
"nouvelle";0;17
"finance";0;32
"augmenter";0;10
"annexer";0;10
"profiter";0;20
"hezbollah";0;12
"emji_visage_qui_pleure_à_chaudes_larmes";0;24
"intervenir";0;15
"libanais";0;13
"fort";0;37
"sujet";0;27
"absence";0;14
"jordanie";0;32
"crise";0;12
"côté";0;48
"qualifier";0;15
"tsahal";0;13
"programme";0;11
"plusieurs";0;43
"prétexte";0;35
"inadmissible";0;12
"bafouer";0;10
"accueillir";0;46
"détention";0;20
"reconstruire";0;10
"dur";0;21
"photo";0;15
"1948";0;46
"expulser";0;10
"yemen";0;10
"annonce";0;10
"contrôler";0;33
"antisémite";0;24
"indépendance";0;16
"mandat";0;20
"message";0;17
"exiger";0;10
"infrastructure";0;11
"sang";0;16
"principe";0;15
"causer";0;16
"hôpital";0;21
"6";0;14
"racisme";0;16
"militant";0;17
"pacifique";0;75
"rentrer";0;18
"reconstruction";0;11
"pacifiquement";0;23
"venezuela";0;23
"accès";0;10
"annoncer";0;25
"seconde";0;13
"promesse";0;10
"flottille";0;15
"actualité";0;10
"prétendre";0;14
"palestiniennes";0;27
"souffrance";0;14
"impossible";0;12
"sérieusement";0;13
"22";0;13
"exécution";0;28
"convention";0;18
"algérie";0;12
"saoudite";0;12
"traitement";0;25
"amnesty";0;15
"conséquence";0;28
"historique";0;15
"exécuter";0;19
"bébé";0;12
"sept";0;12
"décennie";0;28
"réussir";0;13
"emji_ninja_peau_mate";0;21
"région";0;27
"effacer";0;12
"mener";0;19
"violent";0;45
"interdit";0;20
"bloquer";0;33
"illégalement";0;15
"citer";0;12
"75";0;13
"expression";0;10
"génocidaires";0;16
"viser";0;20
"inhumain";0;19
"clair";0;26
"terro";0;10
"faction";0;11
"arranger";0;11
"image";0;42
"emji_visage_qui_hurle_de_peur";0;10
"date";0;12
"bouclier";0;17
"libération";0;27
"sion";0;11
"affrontement";0;12
"réagir";0;11
"inaction";0;10
"impunité";0;34
"abus";0;12
"collaborer";0;12
"atteindre";0;13
"retenir";0;14
"nigeria";0;21
"sélectif";0;11
"art";0;16
"peur";0;26
"samedi";0;10
"garantir";0;19
"constitution";0;24
"porter";0;13
"casseur";0;82
"constitutionnel";0;11
"2022";0;10
"cst";0;11
"procédure";0;12
"travailler";0;14
"règle";0;15
"notamment";0;20
"poursuivre";0;11
"précis";0;18
"dégradation";0;16
"pacte";0;10
"général";0;11
"administratif";0;15
"conseil";0;12
"interne";0;13
"cesse";0;14
"esprit";0;11
"raisonnement";0;11
"informer";0;21
"riposte";0;10
"gauchiste";0;18
"bel";0;12
"nombreux";0;22
"cpi";0;10
"lutte";0;18
"définitif";0;10
"2023";0;23
"enlever";0;15
"idéologie";0;11
"fournir";0;18
"ficher";0;11
"retirer";0;14
"cadavre";0;10
"briser";0;15
"négocier";0;14
"franchement";0;15
"souci";0;10
"idf";0;14
"post";0;11
"concret";0;10
"relâcher";0;10
"vénézuélien";0;12
"maduro";0;16
"corina";0;11
"machado";0;14
"encourager";0;15
"proche";0;12
"diviser";0;11
"intervention";0;14
"nuit";0;13
"60";0;10
"hier";0;22
"drogue";0;13
"nier";0;16
"minimiser";0;13
"constituer";0;10
"arbitraire";0;11
"violeur";0;15
"emji_ruban_de_mémoire";0;10
"pleurer";0;16
"trêve";0;12
"soigner";0;16
"pacifiste";0;15
"meurtre";0;13
"désarmement";0;10
"emji_singe_ne_rien_voir";0;11
"documenter";0;13
"balancer";0;11
"bloc";0;19
"propager";0;12
"existence";0;11
"block";0;21
"quelles";0;11
"blessé";0;35
"opprimé";0;23
"endroit";0;10
"cagoule";0;16
"emji_visage_avec_des_symboles_dans_la_bouche";0;11
"nourriture";0;12
"enterrer";0;10
"vandalisme";0;10
"minorité";0;14
"protection";0;20
"crédibilité";0;10
"lacrymogène";0;10
"egypte";0;10
"saleh";0;14
"49";0;10
"fermer";0;21
"achat";0;11
"nécessaire";0;10
"minimum";0;13
"remplir";0;11
"attiser";0;17
"mai";0;10
"favela";0;15
