"";"";"";"";"user_utilisateurice";""
"58";"moi";"-0.00750963602125645";"0.151448463481314";"0.971842438047363";"103"
"59";"votre";"0.0750845975950043";"0.0417442856422274";"0.968780426501198";"104"
"60";"au";"0.299466646768289";"0.0493770842163656";"0.966751757451989";"105"
"61";"ainsi";"0.0531371901638638";"-0.474384745426769";"0.964913168126301";"106"
"62";"notre";"-0.220350873551365";"-0.14404895633776";"0.96350657817225";"107"
"63";"environ";"0.110592277721413";"-0.423977319123683";"0.962376467816047";"108"
"64";"encore";"0.102478547085609";"-0.01158773031195";"0.951538467580411";"112"
"65";"croire";"0.232080062191555";"-0.344338968880154";"0.948358952205161";"114"
"66";"comme";"0.0195017161969656";"-0.186589014952045";"0.940448179711739";"116"
"67";"te";"0.482409256988575";"-0.173922209996492";"0.940258099988218";"117"
"68";"autres";"0.194168365272853";"-0.502046744824066";"0.939331893335428";"118"
"69";"8";"0.41492229302377";"-0.282973550693166";"0.93905541373758";"119"
"70";"aucune";"0.388850418283612";"-0.440041414379245";"0.938022071240624";"120"
"71";"alors";"0.380115092214941";"-0.489599069187238";"0.937617719828771";"121"
"72";"vers";"-0.0129695759415936";"-0.494948121178763";"0.937320504261085";"122"
"73";"là";"0.084292824006055";"-0.285102846263129";"0.934928955739701";"123"
"74";"beaucoup";"-0.15965069250367";"0.187677278464538";"0.930809409731768";"124"
"75";"2004";"0.26702756594329";"-0.0258821813662415";"0.928217413501944";"125"
"76";"son";"-0.0734545820892444";"-0.175668397837755";"0.927235910929584";"126"
"77";"1965";"-0.0907275589848797";"-0.690997065234067";"0.915927895377607";"127"
"78";"toi";"0.185479905459722";"-0.194551360802186";"0.913363547107568";"128"
"79";"certaines";"0.368048566949744";"-0.51348345993374";"0.909976672033932";"131"
"80";"mêmes";"0.285776908507894";"-0.0692707232933107";"0.909610336566783";"132"
"81";"personne";"-0.176407696408186";"-0.060067134063501";"0.906493029101049";"133"
"82";"certains";"0.282309128765301";"-0.516821253911508";"0.905511526528689";"135"
"83";"toutes";"-0.296834904295479";"0.204791875282021";"0.904872167458666";"136"
"84";"chacun";"0.209320816977955";"-0.473740994259097";"0.900489965832777";"138"
"85";"parce_que";"0.531745959868597";"-0.482911295722328";"0.896650355417665";"141"
"86";"pendant";"-0.0904695789427682";"-0.12149251670672";"0.894400502690178";"143"
"87";"501";"0.40655596084049";"-0.137214056096642";"0.893712759690531";"144"
"88";"90";"-0.145542744278888";"0.0392065503381789";"0.891359227113852";"146"
"89";"74";"0.240514043311604";"-0.489434279992803";"0.889019518517064";"147"
"90";"ceux";"0.252400274643511";"-0.464026506961429";"0.888784510858893";"148"
"91";"souvent";"0.41384963655856";"-0.128047770539257";"0.887270785060676";"149"
"92";"mal";"0.335611591540949";"-0.507840611248223";"0.886748929819739";"150"
"93";"ciao";"0.457465038423573";"0.384589002863117";"0.886154498684366";"151"
"94";"million";"0.536677653299633";"-0.473639965232179";"0.879505164356125";"156"
"95";"tes";"0.353263446906667";"-0.576512456987948";"0.877673487020383";"157"
"96";"87";"0.428167870921265";"-0.0752043106045449";"0.875966225503672";"158"
"97";"trois";"0.390496947093697";"-0.340418644305008";"0.875814161724856";"159"
"98";"2016";"0.106180185501366";"-0.801282966492809";"0.875395986333111";"160"
"99";"déjà";"0.105125955071221";"-0.367435680949416";"0.874794643207792";"161"
"100";"3";"0.478925191147568";"-0.139268587684794";"0.874286611946746";"162"
"101";"assez";"0.0994221734611684";"-0.377514437536523";"0.873595412952127";"164"
"102";"2008";"0.320734199648391";"-0.817931007456318";"0.871912343400228";"167"
"103";"270";"0.531628892099302";"-0.160234409230613";"0.871646231787299";"168"
"104";"2500";"0.46520605451637";"-0.0249647157240053";"0.871646231787299";"169"
"105";"contre";"0.211858312487316";"-0.438584978467621";"0.870011546165024";"173"
"106";"auprès";"0.361768059690679";"-0.866236186399755";"0.869510426893925";"174"
"107";"mieux";"0.20792300771169";"-0.0735639527622604";"0.869417115029651";"175"
"108";"concernant";"0.294020941764724";"-1.01693319161069";"0.869379099084947";"176"
"109";"merde";"0.609503100837937";"-0.207933214195443";"0.867561245729097";"178"
"110";"parfois";"0.230241342081985";"-0.491806843053646";"0.866818206809881";"179"
"111";"ici";"0.404817523035806";"0.214262696612132";"0.864969249499273";"182"
"112";"partout";"0.793873957477687";"0.0511769705674443";"0.864803361740565";"183"
"113";"4";"0.127096153668899";"-0.0590809749878236";"0.862543141028159";"187"
"114";"83";"0.104825397713276";"0.0481942790164918";"0.862066213721871";"188"
"115";"52";"0.0175560147798948";"0.298086314895146";"0.862066213721871";"189"
"116";"vingt";"0.43212814389893";"-0.111868616339637";"0.862066213721871";"190"
"117";"2006";"0.633921862250976";"-0.0602154338640313";"0.859667753210541";"194"
"118";"14";"0.402285489612957";"-0.450431451030411";"0.858012331618427";"196"
"119";"bah";"0.451990737960291";"-0.205180000963524";"0.857386796528296";"197"
"120";"peut_être";"0.211480439867618";"-0.490082276487482";"0.857286572674076";"198"
"121";"surtout";"0.313340870269574";"-0.163952091815167";"0.857137964890233";"199"
"122";"autrui";"0.168675093620908";"-0.872161778774717";"0.85619793425755";"200"
"123";"quoi";"0.333533237516771";"-0.275412130885672";"0.855917998664729";"201"
"124";"ses";"0.0193859618907942";"-0.23881723161517";"0.853681969917135";"203"
"125";"1940";"0.402982383578446";"-0.466306557494986";"0.851853748576366";"204"
"126";"auxquels";"-0.470377300435875";"-0.20067257143611";"0.850699446255351";"207"
"127";"50000";"0.55357109426346";"-0.938764775398719";"0.850699446255351";"208"
"128";"octante";"0.4505435310974";"-0.0530270508171647";"0.850243254918902";"209"
"129";"tienne";"0.114085558672709";"-0.446394888545597";"0.849935671366296";"211"
"130";"fort";"-0.279097283827858";"-0.0362962816127463";"0.847426619015827";"216"
"131";"cet";"-0.470515732020196";"0.214194848355584";"0.846655932136826";"217"
"132";"soi";"0.329507131006202";"-0.515859370619552";"0.846642108156934";"218"
"133";"moindre";"0.269689569464971";"-0.984141730907014";"0.845297726112398";"220"
"134";"celle_ci";"0.0813189880829721";"-0.774504059796369";"0.845145662333582";"221"
"135";"toujours";"-0.000965383592791428";"0.0907262643239585";"0.844582335152967";"222"
"136";"13";"0.412005885506704";"0.0206071008378418";"0.844426815379178";"223"
"137";"combien";"0.126562891453554";"-0.605888445385571";"0.84425055963555";"224"
"138";"86";"0.429715240161948";"-0.235413934871802";"0.843956800062836";"225"
"139";"2000";"0.0599043146138325";"-0.390152648330434";"0.843611200565527";"226"
"140";"ouais";"0.535525544908455";"0.0712497081500977";"0.843417664847033";"227"
"141";"toute";"-0.474213684717062";"0.226845800489857";"0.843151553234104";"228"
"142";"1990";"0.314961023137956";"-0.51478660211527";"0.842843969681499";"229"
"143";"lesquels";"0.174138276503684";"-0.846573432417343";"0.842221890586341";"230"
"144";"10000";"0.465557846720649";"-0.776656295788469";"0.841561795546479";"231"
"145";"point";"0.320856738702625";"-0.458737241521301";"0.841288771943605";"232"
"146";"23";"0.0496384906317429";"-0.0819194207792311";"0.84027962141146";"233"
"147";"con";"0.264063980130811";"-0.485912820085452";"0.840110277657778";"234"
"148";"vlan";"0.40655596084049";"-0.137214056096642";"0.839719750225818";"235"
"149";"htag_cqfd";"0.40655596084049";"-0.137214056096642";"0.839719750225818";"236"
"150";"1291";"0.40655596084049";"-0.137214056096642";"0.839719750225818";"237"
"151";"oui";"0.0506641447067787";"-0.0742843731642169";"0.839584966421867";"238"
"152";"50";"0.0698553620528559";"-0.320710777830069";"0.838333896241605";"240"
"153";"entre";"0.395736094474134";"-0.217654944483938";"0.837995208734242";"241"
"154";"sauf";"0.56152575431358";"-0.335382502978289";"0.837943368809645";"242"
"155";"200";"0.144808492535281";"-0.139030895264858";"0.837850056945372";"243"
"156";"400";"0.366786219729499";"-0.4254479398389";"0.83768071319169";"244"
"157";"1100";"0.44113501696973";"-0.0379984633092863";"0.837065546086478";"246"
"158";"aussi";"0.0807931632981748";"0.169678532095604";"0.836713034599222";"247"
"159";"plupart";"0.649317735425394";"-0.210041950134723";"0.836571338805325";"249"
"160";"lorsqu";"-0.00351151428085823";"-0.614612517653138";"0.836319051172289";"251"
"161";"76";"-0.251143985116784";"-0.184807942601243";"0.836194635353258";"252"
"162";"10";"0.238942168705056";"-0.40836947220934";"0.836025291599576";"254"
"163";"quelques";"0.290691811091687";"-0.430846955841238";"0.834639437615364";"256"
"164";"autant";"0.258286023007622";"-0.25851607064434";"0.834138318344264";"257"
"165";"comment";"0.346636544440847";"-0.0601469113808289";"0.834062286454856";"258"
"166";"différents";"0.148533931790865";"-0.469152036823359";"0.833457487334564";"259"
"167";"sous";"0.522681052031791";"-0.158445775658806";"0.833046223932765";"260"
"168";"17";"-0.0567592942024628";"0.31692364833268";"0.832887248164003";"262"
"169";"2018";"0.450709322497632";"-0.538514098870872";"0.832579664611397";"263"
"170";"hein";"0.425907878467099";"-0.221416938308804";"0.830855123119821";"265"
"171";"mon";"-0.246379429421368";"0.214636141300973";"0.830367827828614";"266"
"172";"demi";"0.227584064722349";"-0.665478109396548";"0.830001492361466";"267"
"173";"160";"0.509388574389915";"-0.481864745561362";"0.829044181753917";"268"
"174";"26";"-0.0760931896712375";"0.287956716070981";"0.829044181753917";"269"
"175";"1988";"-0.566052943516892";"0.407112438723203";"0.829044181753917";"270"
"176";"e";"0.521407935402752";"0.0126724654027396";"0.828543062482818";"272"
"177";"1975";"0.162843862707297";"-0.156672138548433";"0.82836680673919";"273"
"178";"plusieurs";"0.545799369332816";"0.0168676321278913";"0.828197462985508";"274"
"179";"pa";"0.515907726678568";"-0.737635533981466";"0.827520087970781";"277"
"180";"92";"0.185517082130307";"-0.404872358328442";"0.827361112202019";"278"
"181";"c_est_à_dire";"0.480063527551975";"-0.537989415747681";"0.826593881317991";"279"
"182";"ouh";"0.41968852130465";"-0.572626359975776";"0.826593881317991";"280"
"183";"82";"0.459701376699802";"-0.307691166743867";"0.826593881317991";"281"
"184";"hop";"0.49253139486545";"0.628287810836649";"0.82645909751404";"282"
"185";"celui";"0.0721981218782573";"-0.347864713546385";"0.826082394061972";"283"
"186";"1987";"0.0819064656263496";"-0.305992678219631";"0.825038683580097";"289"
"187";"97";"0.364095890774301";"-0.301066032785555";"0.824634332168244";"290"
"188";"15";"0.0138098503541168";"-0.312734393725269";"0.824340572595531";"291"
"189";"42";"0.400048092833603";"-1.04256286700475";"0.823521501786907";"292"
"190";"18";"0.0702123359003278";"0.244595646956785";"0.823310686093548";"293"
"191";"2021";"-0.0484953087504061";"-0.359578053350305";"0.823310686093548";"294"
"192";"100";"-0.0708518501354964";"-0.077610630371397";"0.823172446294624";"295"
"193";"1945";"0.430502374307776";"-0.548531077366315";"0.823075678435377";"296"
"194";"huit";"-0.0314062082073845";"0.133588333367656";"0.823075678435377";"297"
"195";"2003";"0.404019808698747";"-0.493358116127145";"0.823075678435377";"299"
"196";"16";"0.354090386132658";"-0.647801199901047";"0.822947806621372";"301"
"197";"1998";"0.407234849814144";"-0.172620710056391";"0.82293398264148";"302"
"198";"250";"0.0688490773702095";"-0.0267996470084777";"0.82293398264148";"303"
"199";"1966";"0.0307673483801033";"-0.154742521529859";"0.82293398264148";"304"
"200";"presque";"-0.0460744004053537";"0.161051159688961";"0.822591839139143";"305"
"201";"x";"0.34200373430921";"-0.587672776823744";"0.822222047677022";"306"
"202";"2009";"-0.0885240965526116";"-0.38741261601826";"0.821758944350626";"307"
"203";"sien";"0.490382105110228";"-0.918283401975984";"0.821758944350626";"308"
"204";"lesquelles";"-0.0553126777611455";"-0.455047462771564";"0.821758944350626";"309"
"205";"celle_là";"0.542090826451141";"-0.522944601844855";"0.821758944350626";"310"
"206";"1986";"-0.133470366521517";"0.109319899523815";"0.821641440521541";"311"
"207";"1864";"-0.0997549190357771";"0.00248159469732618";"0.821641440521541";"312"
"208";"jusqu_au";"0.170469371794464";"-0.233503288978399";"0.821029729411303";"313"
"209";"demain";"0.263268046304118";"-0.734684974612516";"0.820867297647567";"314"
"210";"20";"0.198071383627277";"-0.460600518747265";"0.820746337823509";"315"
"211";"70";"0.0857066783972175";"0.144376535317909";"0.820521698150257";"316"
"212";"adieu";"0.502233410197882";"-0.690310945482575";"0.819367395829242";"319"
"213";"boum";"-0.466910058546934";"0.343833977689098";"0.819367395829242";"320"
"214";"1962";"-0.723392198067807";"0.735233176001032";"0.818652004869811";"322"
"215";"eh";"0.258863312658784";"0.524663718448186";"0.818164709578604";"324"
"216";"soi_même";"-0.786394364379921";"0.0660368193311968";"0.817877861995837";"325"
"217";"80";"-0.0982288099222467";"0.211519167001037";"0.817794918116483";"326"
"218";"volontiers";"0.0064645231127967";"-0.258040263635793";"0.817663590307505";"329"
"219";"mme";"0.0288112348834449";"-0.183636600150906";"0.817176295016298";"331"
"220";"ah";"-0.0724263232526458";"0.18582536661005";"0.816941287358128";"332"
"221";"heu";"0.32245240558363";"0.0640707059232785";"0.816602599850764";"333"
"222";"van";"0.401783347689474";"-0.572083763011799";"0.815935592820956";"334"
"223";"96";"0.447020663466538";"-0.250241860764381";"0.815935592820956";"335"
"224";"5";"0.49594902546777";"-0.0698453860975774";"0.815897576876252";"336"
"225";"181";"0.522656203387128";"-0.831907273149584";"0.815825000981817";"338"
"226";"1500";"0.455215032343715";"-0.643527598703352";"0.815825000981817";"340"
"227";"85";"0.0659187182476986";"0.0734100245978118";"0.815258217806229";"341"
"228";"24";"-0.0658180547914068";"-0.185844200698789";"0.815175273926874";"343"
"229";"celles";"0.126138940187322";"-0.183218691481846";"0.814677610650748";"348"
"230";"67";"-0.482553828200428";"0.101226108896245";"0.814529002866905";"349"
"231";"12";"0.0292145508092023";"-0.0926305374093849";"0.814290539213761";"350"
"232";"56";"0.464187721055889";"0.0281452652156178";"0.814135019439972";"352"
"233";"cinquante";"0.385180343726065";"-0.554835102187822";"0.814135019439972";"353"
"234";"5000";"0.350960867546052";"-0.408793339288149";"0.814135019439972";"354"
"235";"27";"0.417383705128984";"-0.544063032794757";"0.814135019439972";"355"
"236";"1800";"0.407574294300971";"-0.190324037036266";"0.814135019439972";"356"
"237";"mince";"0.0826944818872408";"-0.367543334903037";"0.814107371480187";"357"
"238";"000";"0.318959563530602";"-0.566106818810886";"0.814076267525429";"358"
"239";"snif";"-0.63978638443375";"0.23636708271441";"0.813609708204061";"359"
"240";"wouah";"-0.911138459023889";"0.352337753283052";"0.813239916741939";"360"
"241";"o";"0.31226405761457";"0.392878235206045";"0.813025645053607";"361"
"242";"pouce";"0.349942534085571";"-0.355683358348526";"0.812911597219495";"362"
"243";"77";"-0.617392433858845";"0.600878147865966";"0.812911597219495";"363"
"244";"48";"-0.617392433858845";"0.600878147865966";"0.812911597219495";"364"
"245";"255";"0.349942534085571";"-0.355683358348526";"0.812911597219495";"365"
"246";"110";"-0.617392433858845";"0.600878147865966";"0.812911597219495";"366"
"247";"1976";"0.113191108609386";"-0.0975866110690829";"0.812583277697051";"369"
"248";"2020";"0.0525780161090832";"-0.297440603913697";"0.812583277697051";"370"
"249";"celui_là";"-0.568387389384522";"0.333694574765274";"0.812254958174606";"371"
"250";"2005";"-0.0315347622144355";"-0.157845673602307";"0.811518831245336";"373"
"251";"62";"-0.730619287368683";"0.1639395433622";"0.811373679456466";"374"
"252";"45";"0.399496805853527";"-0.663815504259358";"0.811190511722892";"375"
"253";"celui_ci";"0.589138167023845";"0.158953628152883";"0.810972784039587";"376"
"254";"25";"0.210083948346883";"-0.464841926877676";"0.810848368220555";"378"
"255";"quasi";"0.407733206932361";"-0.641008082763648";"0.810720496406551";"379"
"256";"2011";"-0.162031663264097";"0.0133627436327786";"0.810433648823784";"380"
"257";"1996";"0.371956977589584";"-0.605573737677608";"0.810433648823784";"381"
"258";"300";"0.0753988877028028";"-0.15567563351258";"0.810357616934375";"382"
"259";"neuf";"0.0555846920175972";"-0.300735871661758";"0.810188273180694";"383"
"260";"lala";"-0.281687211395043";"0.160639430904477";"0.810184817185721";"384"
"261";"nôtre";"0.493791681744159";"0.236070508447321";"0.809431410281585";"389"
"262";"1999";"0.0803557996603859";"-0.244642231351815";"0.809210226603307";"392"
"263";"ha";"0.059016649361921";"0.141832989313398";"0.809078898794329";"393"
"264";"08";"-0.40310165515484";"0.212670634481684";"0.808940658995405";"395"
"265";"soixante";"0.364859640869661";"-0.340898518490272";"0.808940658995405";"396"
"266";"dm";"-0.353284526967641";"0.111218364351728";"0.808940658995405";"397"
"267";"81";"-0.353284526967641";"0.111218364351728";"0.808940658995405";"398"
"268";"700";"0.348064177938482";"-0.614281817353939";"0.808940658995405";"399"
"269";"1959";"-0.334976977953641";"0.266991288995842";"0.808940658995405";"400"
"270";"120";"-0.702312573991223";"0.273174194488141";"0.808798963201508";"402"
"271";"28";"-0.713509549278676";"0.0909186619123633";"0.808798963201508";"403"
"272";"68";"-0.691305352239217";"0.1482290048236";"0.808698739347288";"404"
"273";"davantage";"-0.535042025784031";"-0.0714973699662492";"0.808643443427719";"405"
"274";"9";"0.658808812588024";"-0.0120212039846057";"0.808311667910301";"406"
"275";"arrière";"-0.333224776853174";"0.516725497072463";"0.808169972116404";"407"
"276";"bye";"-0.792986669896777";"0.444708463094462";"0.806877429996466";"408"
"277";"extra";"-0.832762775919168";"0.273393991961278";"0.806511094529317";"409"
"278";"69";"-0.855539168775375";"0.585549018743584";"0.805906295409025";"410"
"279";"2010";"-0.691218674591461";"0.189791172954429";"0.805667831755881";"412"
"280";"trente";"-0.829732836646847";"0.31754655211246";"0.805602167851392";"413"
"281";"chic";"0.302416915130623";"0.751518564712212";"0.8055883438715";"416"
"282";"auparavant";"1.03631587255452";"0.170789084483176";"0.8055883438715";"417"
"283";"parmi";"-0.586438461941143";"0.069691804366482";"0.804879864902015";"419"
"284";"voilà";"-0.352405234528423";"0.0423195942657081";"0.804285433766642";"420"
"285";"1993";"-0.583671848337139";"0.506688310642851";"0.803950202254251";"421"
"286";"alentour";"-0.912921698826318";"0.478378995084619";"0.803946746259278";"422"
"287";"84";"-0.905308656220729";"0.637397787556091";"0.803946746259278";"423"
"288";"2019";"0.30764975159468";"0.506271414690312";"0.803345403133959";"424"
"289";"2026";"-0.809076088295546";"0.447361708327924";"0.803162235400385";"425"
"290";"1982";"-0.741325579088077";"0.5405713070995";"0.801994109099478";"427"
"291";"1961";"-0.766234143181676";"0.591297442164478";"0.801994109099478";"428"
"292";"cent";"-0.850264522354856";"0.405171609852263";"0.801655421592114";"429"
"293";"1995";"-0.55537833557619";"0.270701032291222";"0.800552959195696";"430"
"294";"peuchère";"-0.674005860613764";"0.382408845614083";"0.80030067156266";"431"
"295";"1952";"-0.674005860613764";"0.382408845614083";"0.80030067156266";"432"
