"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"famille";-1,86;1,363;-4,449;-8,542;-2,564;118,754;-0,002;-9,165;-15,513
"histoire";-0,927;-0,893;-2,574;22,115;-0,459;19,562;0,364;-15,758;-6,554
"rire";-1,805;-9,751;-2,594;-3,268;-6,034;-33,146;-5,717;170,538;0
"rappeler";-4,443;-4,964;-0,433;-4,34;-1,75;-1,085;-0,897;0,706;28,073
"partie";56,646;3,324;-1,258;-0,088;16,075;1,488;1,393;-13,352;-17,653
"côté";8,592;0,567;-0,488;-3,087;-0,056;12,401;6,188;0,99;-32,401
"revenir";0,067;-0,266;0,888;-14,631;1,563;75,854;-1,894;-0,949;-22,654
"nourrir";-5,792;2523,254;-4,283;-24,672;-4,367;-24,445;-12,462;-48,363;-39,833
"importer";-5,903;14,082;-0,013;0,183;-0,123;118,251;-2,126;-16,729;-47,183
"réponse";-4,163;-9,476;-2,496;459,893;-5,757;-7,75;-8,623;-20,766;-9,483
"retrouver";-6,051;0,77;-1,275;-5,102;0,029;0,721;-0,842;-4,618;18,288
"emji_visage_roulant_des_yeux";-3,61;-0,427;1,2;100,113;-0,438;-0,129;-6,048;6,191;-48,421
"amour";-1,617;8,475;-4,262;-2,763;0,83;0;-4,035;-38,965;55,549
"heureusement";0,686;0,286;-0,03;-17,863;2,547;78,439;-0,004;0;-46,837
"emji_drapeau_suisse";-6,348;-7,389;-1,763;-15,785;-2,557;-17,08;3,226;-18,69;193,073
"répondre";-5,351;-1,809;-2,243;589,728;-10,032;-10,552;-1,561;-22,733;-34,215
"espérer";-1,778;-0,106;-1,242;-0,239;-3,444;19,562;-7,171;-7,69;5,187
"écrire";-5,535;-9,035;-1,051;367,735;-2,888;-2,28;-1,027;-6,76;-35,705
"toilette";4466,188;-8,87;-2,281;-21,25;-10,155;-36,854;-6,327;-50,707;-62,522
"lire";-2,652;-11,277;-1,114;563,528;-2,109;-7,087;-2,823;-15,495;-47,561
"fou";-1,591;-2,179;-1,13;22,45;0,398;-9,19;-1,932;17,701;-6,209
"ancien";-2,777;-3,338;-0,349;0,84;-7,272;35,486;-0,051;-8,016;-0,097
"préférer";0,054;10,404;-1,146;-1,497;32,399;3,375;-6,832;-7,696;-1,904
"payer";-7,362;0,31;456,13;-6,71;19,818;18,415;-1,633;-10,371;-49,996
"garçon";-5,535;-7,22;-4,137;-1,719;5,031;3,679;-3,742;-12,109;28,223
"journée";3,743;-3,963;-0,974;-1,437;-0,505;25,841;-4,761;-3,023;-0,091
"cher";-3,508;24,697;89,033;-0,691;0;6,625;-2,183;-2,977;-18,743
"place";2,084;-0,221;-1,067;-0,791;4,927;98,249;-1,78;-17,717;-30,289
"naître";0,1;-2,993;-1,051;-0,75;-0,237;-0,019;8,871;15,294;-9,944
"mignon";-7,437;3,238;-0,262;-6,909;-12,32;-20,877;-9,942;-39,377;267,29
"pire";-2,132;1,967;7,438;-9,521;-0,071;81,825;0,207;-2,757;-35,836
"mec";-7,324;-8,815;-0,235;-1,492;-0,013;-10,745;-4,814;233,879;-38,566
"poser";-0,101;1,027;-2,146;657,65;-2,442;-20,292;-3,263;-32,821;-55,116
"truc";1,237;-0,011;6,443;0,274;-0,206;0,636;-0,455;22,183;-39,174
"finir";-5,167;21,274;-2,146;-7,198;7,798;45,546;-3,263;-3,756;-17,544
"eau";461,42;13,975;1,384;-10,879;-2,269;0,05;-3,076;-2,088;-39,756
"idée";-3,679;0,875;-2,223;2,363;-1,005;42,598;-3,453;-0,403;-20,032
"garder";-2,192;35,448;-0,883;-9,746;0,896;29,104;-0,716;-5,145;-8,782
"façon";-2,073;-3,5;-0,823;44,539;-0,743;13,312;-1,214;-9,352;-7,059
"élastique";-6,874;-6,368;-3,805;-21,676;-5,886;-14,489;-11,071;-35,565;361,234
"mort";-4,764;24,448;0,549;-0,122;-1,177;81,337;-8,744;-4,568;-37,602
"nature";-6,761;254,196;-1,972;-1,217;-3,074;2,838;-10,89;-44,079;2,232
"début";-2,102;-3,546;-2,069;-2,83;-0,062;-1,041;-2,06;112,268;-22,623
"enfance";-2,073;-8,211;-0,823;-14,016;-11,449;-4,98;-4,242;-27,596;233,775
"partir";-0,387;-0,263;-2,011;-0,469;-1,315;56,386;-7,163;3,866;-30,664
"compte";-6,648;-0,009;-0,721;10,345;28,706;42,781;-3,884;-18,861;-25,518
"société";-6,799;-0,026;-1,992;0,075;27,301;124,584;-7,105;-44,338;-19,955
"mdr";3,2;-4,701;-0,779;-7,621;-3,122;-19,954;-0,008;239,377;-42,965
"attendre";-1,925;3,566;0,039;0,637;-3,026;48,542;-2,799;0,375;-42,34
"noir";-6,273;-2,738;-3,472;39,186;-2,465;-7,655;-4,726;77,086;-32,146
"exactement";-4,874;-1,358;3,099;126,401;0,02;-1,111;-0,54;-2,235;-21,539
"servir";392,321;1,179;1,978;-0,012;-0,081;-0,173;-2,35;-4,136;-39,223
"acheter";1,235;255,329;0,629;-11,145;-0,487;1,078;-1,627;-1,577;-28,319
"mauvais";-2,899;7,776;0,091;26,618;1,019;38,634;-4,89;-22,371;-31,023
"dimanche";-5,973;-3,622;-3,306;-4,277;-3,205;3,634;-4,295;33,374;-1,002
"bonheur";-4,582;-4,304;-1,839;-6,784;-6,922;-3,452;-6,641;-35,235;214,09
"valoir";-1,693;5,85;-3,555;-14,175;-5,205;-3,891;144,21;11,571;-14,495
"exprimer";-6,311;-9,334;-3,493;570,798;-6,625;-25,362;-6,352;-36,228;-1,401
"mode";1,628;0,015;0,13;2,927;-1,46;-0,005;-7,968;38,542;-31,543
"propre";274,328;-1,745;-1,744;0,161;2,934;3,461;0,023;-12,471;-34,538
"exemple";0,519;1,805;-0,665;-1,375;37,751;20,9;-0,363;-23,082;-7,859
"cours";-4,145;-5,21;-0,022;-1,877;0,767;45,704;-5,95;0,602;-10,862
"sembler";-1,665;0,518;1,936;31,819;-0,917;13,114;5,934;-11,547;-31,023
"rts";-6,273;-7,28;-0,583;-7,434;-3,613;-12,351;345,539;-13,651;7,066
"emji_visage_retenant_ses_larmes";-3,529;-6,025;-1,297;-12,623;-5,209;-26,856;-4,98;-30,091;315,695
"voiture";-4,072;-0,015;0,19;-10,972;-1,238;102,87;0;-2,245;-20,481
"merveilleux";-6,273;-7,28;-1,725;-19,596;-4,98;-33,152;-4,726;-35,972;394,32
"chercher";-4,254;2,385;-1,668;13,725;56,013;8,947;-4,564;-8,037;-29,232
"joli";-2,798;-9,278;-0,583;-6,169;-4,98;-13,7;0,029;-15,106;163,757
"oeil";-4,254;-1,597;-0,542;-0,047;-0,276;21,984;-3,234;-13,029;4,339
"normal";-1,332;0,065;-0,014;10,215;65,315;21,569;-1,88;-19,551;-35,805
"pied";351,789;-1,975;-1,388;-5,548;-0,355;4,025;-2,514;-0,014;-35,256
"simplement";-0,566;0,327;-1,593;50,251;10,647;2,181;-1,963;-18,303;-10,637
"recevoir";-3,963;-3,478;-0,009;-6,269;-7,695;160,929;-4,134;-7,732;-10,957
"couper";-0,49;4,38;-3,244;-3,063;-0,144;0,487;0,002;33,116;-23,118
"pratique";990,926;0;0,264;-3,739;-4,202;-1,253;-2,703;-13,594;-34,255
"noël";-5,336;-2,818;-1,26;-10,589;-6,838;38,611;4,615;-2,214;0,109
"journaliste";-3,71;-6,297;-3,099;184,336;-5,502;-7,512;-1,516;-0,529;-4,438
"ville";-3,638;36,412;-3,057;-11,202;-0,312;16,795;44,199;-1,593;-28,158
"partager";-5,748;-3,334;-3,182;-0,17;0,001;-10,671;-2,703;-23,908;133,189
"cause";-3,674;45,338;5,444;-0,28;154,09;0,445;-2,467;-11,134;-42,094
"permettre";2,475;5,056;0,307;-0,341;-0,927;93,025;-7,074;-21,266;-21,413
"sujet";-2,241;1,318;-3,12;376,12;-0,927;-8,833;-1,555;-14,455;-37,882
"éducation";-3,529;-2,911;-0,299;-0,174;2,665;156,751;-4,98;-19,829;-29,327
"georges";-5,074;-7,505;-2,809;-2,254;626,304;-24,413;-4,472;-15,944;0,005
"foutre";-5,524;0,011;0,354;-6,609;-2,611;28,015;-1,438;21,772;-28,158
"essayer";-1,068;0,007;5,444;72,168;0,016;13,279;-5,207;-11,134;-34,945
"seulement";0,184;0,393;-1,224;-0,691;0,087;63,661;0,143;-20,74;-11,064
"intéressant";-2,144;-4,482;0;4,351;-0,83;1,235;-0,236;-13,802;11,366
"gentil";-5,374;38,384;-1,278;-1,38;4,064;0,087;-3,449;-12,94;4,167
"battre";-1,89;1,99;-0,246;-1,784;241,147;-2,463;-0,491;0,528;-39,241
"adorable";-5,449;32,961;-1,315;-10,956;-3,765;-16,045;-8,776;-28,121;154,217
"élève";-4,625;-4,887;2,559;22,556;-2,604;90,889;-7,449;-20,502;-20,999
"imaginer";0,085;-1,043;-1,37;1,036;-5,443;54,978;-0,254;-0,006;-30,548
"gamin";-3,457;-4,225;-1,26;0,481;0,064;31,429;-1,249;-0,201;-7,889
"continuer";-3,565;2,682;0,001;-0,498;38,654;16,107;-5,036;-10,529;-6,407
"commencer";-3,493;-1,734;13,112;26,208;0,892;6,323;-3,449;-0,079;-26,954
"terre";-5,261;35,291;-1,224;-0,321;67,819;18,551;-8,474;-15,412;-22,176
"naturel";-5,261;13,419;-0,256;0,052;10,13;-2,587;-4,753;-24,73;22,785
"main";128,16;1,012;0,009;-2,645;0,087;5,14;-4,753;-0,988;-20,354
"lieu";0,142;4,259;9,163;0,437;0,892;40,321;-1,286;-7,663;-38,059
"faux";-5,449;0,795;-0,31;354,533;-0,272;-11,589;-2,328;-10,529;-34,01
"tuer";-5,261;620,966;-2,912;-5,863;0,087;-0,148;-1,175;-9,537;-34,744
"chance";-3,421;-0,281;-1,242;-7,328;0,401;13,232;-0,543;-20,982;18,624
"tomber";-3,457;0,921;0,005;0,915;-0,677;36,135;-1,249;-2,876;-12,912
"peur";-5,149;8,972;-1,17;0,35;-0,135;77,771;-6,302;-10,263;-21,308
"beauté";-5,336;-4,225;-1,26;-1,994;-1,396;-3,567;-2,191;-27,362;137,075
"raciste";-4,775;-7,062;-2,643;659,645;-7,91;-28,725;-4,025;-4,923;-40,551
"rapport";-0,189;-0,209;3,81;218,703;0;-5,36;-0,087;-10,263;-33,805
"italien";183,071;-5,103;-2,643;-0,543;-0,292;-7,789;46,421;-0,212;-15,057
"guerre";-2,849;-3,362;-0,118;-0,46;11,001;83,679;0,528;-12,074;-30,053
"envie";-0,774;-0,003;-2,829;-0,978;-2,09;79,141;-6,243;-1,588;-12,836
"créer";-3,134;21,884;0,034;6,902;9,27;4,075;-1,791;-8,185;-15,069
"reconnaître";-5,149;-2,588;-1,17;-0,56;-1,203;0,025;86,653;-0,001;-3,315
"prof";-3,027;-3,614;0,05;3,712;-4,396;49,665;-5,888;2,509;-31,615
"jeunesse";-5,074;-2,497;-1,134;-0,925;-3,229;1,171;-1,879;-8,567;39,792
"image";-5,112;-5,591;-1,152;-0,033;8,688;20,708;-8,233;-8,759;1,054
"actuel";-1,796;-5,591;0,568;12,827;3,42;68,481;-1,923;-17,928;-29,013
"métier";-4,737;-3,412;219,674;0,168;30,945;13,632;-7,63;-21,245;-16,432
"froid";-0,682;0,001;-0,178;-13,012;-3,071;-5,467;-1,748;2,889;30,339
"montrer";-3,17;-5,482;0,614;11,553;5,173;40,233;-4,416;-12,504;-13,794
"drôle";-1,765;-2,497;-0,206;-0,925;-1,128;-12,16;-0,997;143,955;-20,732
"franc";0,131;-3,013;-0,836;-6,178;-5,377;-14,352;919,981;-12,096;-27,872
"excellent";-0,176;-2,542;-1,152;-0,033;-4,743;-8,404;-1,923;2,938;21,472
"argent";-1,611;2,698;15,674;-6,111;25,163;38,452;-4,192;-10,208;-19,3
"social";-4,962;-3,715;-1,08;0,575;7,323;142,625;-7,992;-29,321;-21,726
"haut";-2,92;-7,062;0,07;1,465;0,95;-0,423;57,459;1,161;-15,057
"voix";-3,099;-1,313;-2,746;-3,882;-4,511;-14,502;-2,884;-7,996;139,548
"revoir";-4,962;-5,374;10,801;-3,882;-8,22;-1,162;-4,304;-4,757;69,814
"possible";-0,551;-0,061;0,077;-0,974;-2,758;107,204;-0,205;-9,394;-23,874
"gars";-0,097;-1,204;0,743;-0,059;-1,772;-0,277;-1,62;59,912;-22,772
"effectivement";-3,099;-0,57;0,039;0,045;0,011;44,787;0,874;-1,217;-25,683
"langue";-0,318;-1,582;-2,374;16,482;-5,134;-0,072;142,403;-8,323;-14,809
"emji_visage_envoyant_un_bisou";-2,145;-2,379;-2,187;-0,119;-1,718;-2,139;0,718;-0,76;21,928
"porter";-1,399;-1,964;-0,922;-4,128;24,275;39,332;-2,436;0,026;-25,037
"faute";-2,707;-0,926;-0,088;203,145;48,323;-1,575;-7,329;-20,007;-38,644
"âme";-4,775;-3,462;-2,643;-7,2;-0,844;-3,743;-5,711;-23,579;161,395
"témoignage";-2,992;-7,172;-2,684;-7,43;-2,914;-15,402;-7,811;-33,403;269,489
"rue";-2,778;30,008;-2,56;-4,128;-1,511;26,875;0,603;-0,537;-17,316
"date";-3,027;0,005;0,05;68,057;-2,966;-14,02;0,051;8,337;-14,276
