"";"";"";"";"emji_se_rouler_par_terre_de_rire";""
"336";"rester";"0.218443865745422";"-0.357906966419658";"0.835326743247922";"520"
"337";"concerner";"0.521721649599552";"-0.697264303779801";"0.835279399682494";"521"
"338";"planète";"0.304069672075234";"-1.01715760904534";"0.835229040603344";"522"
"339";"exprès";"0.560240654748292";"0.303744134069332";"0.835196171503779";"523"
"340";"bernois";"0.579451241486767";"0.358863907840079";"0.835168730328913";"524"
"341";"religion";"0.477214015466688";"-0.859714525486262";"0.834761334425132";"525"
"342";"coucher";"0.362223335935735";"-1.02897100345172";"0.834432341878111";"526"
"343";"testostérone";"0.36604934604596";"-1.05412378939678";"0.834201956629785";"527"
"344";"bb";"0.363058449808539";"-1.27801474403641";"0.834201956629785";"528"
"345";"victime";"0.229811268070505";"-0.934841833829484";"0.834022533563353";"530"
"346";"difficile";"0.306967223778685";"-0.391248867357138";"0.833994790837115";"531"
"347";"récréation";"-2.31101009597173";"1.71582172616958";"0.833818383284404";"532"
"348";"début";"0.192968842720398";"-0.117211016479437";"0.83376742110251";"533"
"349";"peine";"0.158415531374628";"-0.649110991604704";"0.833376007421453";"535"
"350";"divorce";"0.728461162572398";"-0.61969133723077";"0.8331935688413";"536"
"351";"nègre";"0.412747111831958";"-0.357263282017578";"0.833052744350504";"537"
"352";"comporter";"0.343762123244276";"-1.15939005385306";"0.833048522631293";"538"
"353";"connaître";"0.268887632859999";"-0.166592303239566";"0.832924585017338";"539"
"354";"origine";"0.365706697519592";"-0.286253706867838";"0.832691787358034";"540"
"355";"apprentissage";"0.250789072593008";"-0.829298023365134";"0.832655601193376";"541"
"356";"intention";"0.454924391032394";"-1.25446457292099";"0.832620319682834";"542"
"357";"hasard";"0.355370631922507";"-0.92697480628337";"0.832609162282064";"543"
"358";"mondial";"0.197554428435808";"-0.874607784043186";"0.832576293182499";"544"
"359";"neutre";"0.502322220304023";"0.0344819994420588";"0.832570262155056";"545"
"360";"sonner";"0.263460831694977";"0.220453344824048";"0.832538297709608";"546"
"361";"cadeau";"-0.336750433594469";"-0.17969862607082";"0.83250361930181";"547"
"362";"dater";"0.435577625113884";"-1.0398818263373";"0.832350732756127";"548"
"363";"problème";"0.373708125291464";"-0.808314386845596";"0.832255442522527";"549"
"364";"possible";"0.295717460324705";"-0.459985011647761";"0.832240364953919";"550"
"365";"emji_visage_avec_un_léger_sourire";"0.284530453761";"0.664787688197066";"0.832229810655893";"551"
"366";"dieu";"-0.213210538522147";"-0.221316033093484";"0.832209305162587";"552"
"367";"consommation";"0.193189506149468";"-0.760535229793306";"0.832176436063022";"553"
"368";"pardonner";"0.552414882723892";"-0.60090052371354";"0.832126981637989";"554"
"369";"excuser";"0.491475544969609";"-0.761891279168763";"0.832118236648196";"555"
"370";"enseignant";"0.164106762519553";"-0.751358715274976";"0.832006059537755";"556"
"371";"emji_tête_de_fou";"0.286789623520881";"0.123997951452669";"0.831974698195051";"557"
"372";"uniquement";"0.299427720687755";"-1.00713936744822";"0.831941225992741";"558"
"373";"interviewer";"-0.0111734390387066";"-0.649927239413543";"0.831897199492407";"559"
"374";"voter";"0.394699746424077";"-1.06120654471989";"0.83187247227989";"560"
"375";"humilité";"-1.93816567142261";"1.36812311860447";"0.831790148755292";"561"
"376";"répéter";"0.437836661962198";"-0.757075227814001";"0.831768437056497";"562"
"377";"inverse";"0.391973422715625";"-0.870290962695183";"0.831766929299636";"563"
"378";"égoïste";"-0.298804234523235";"-0.477921182248342";"0.831766929299636";"564"
"379";"déranger";"0.388472994929676";"-0.905212327822062";"0.831221121316036";"567"
"380";"relire";"0.342474108425951";"-0.979157247656176";"0.831207249952917";"568"
"381";"us";"0.538154000185048";"0.150294995507261";"0.831191267730193";"569"
"382";"typique";"0.538154000185048";"0.150294995507261";"0.831191267730193";"570"
"383";"romands";"0.510904129304565";"0.128566733701601";"0.831191267730193";"571"
"384";"voiture";"0.109358676121548";"-0.428929211530706";"0.830933441307";"572"
"385";"ridicule";"0.358629721724277";"-0.864421229772066";"0.830678027294785";"573"
"386";"douceur";"-2.19880951971319";"1.61462867539293";"0.83062827131838";"574"
"387";"sexisme";"0.35869612595758";"-1.22428400991552";"0.830296866360382";"575"
"388";"patriarcal";"0.0485687842993838";"-0.896734649999197";"0.830296866360382";"576"
"389";"vraiment";"-0.101547652266269";"-0.107942542319223";"0.830285105856868";"577"
"390";"curé";"0.579451241486767";"0.358863907840079";"0.830131616208441";"579"
"391";"emji_visage_roulant_des_yeux";"0.383191869838588";"-0.674091369267467";"0.83010206417397";"580"
"392";"formidable";"-1.90013751536805";"1.5386478727569";"0.830087288156734";"581"
"393";"joyeux";"-1.97459836479012";"1.49059079561817";"0.830064973355195";"582"
"394";"moitié";"0.569797140657617";"-0.375837239545782";"0.829974507943549";"583"
"395";"emji_coeur_étincelant";"-2.57993613785064";"1.99266006994872";"0.829944955909077";"584"
"396";"supérieur";"0.434611488118388";"-1.21425506251249";"0.829881931672297";"585"
"397";"ennuyer";"0.213540956187075";"-0.774893717300127";"0.829874392887993";"586"
"398";"arrêter";"0.327110766468593";"-0.737816873951032";"0.829778499551648";"587"
"399";"dur";"0.118918380148183";"-0.526168562874768";"0.829735980808174";"588"
"400";"emji_coeur_blanc";"-2.36480473620244";"1.83126613194616";"0.829692255859212";"589"
"401";"jeûne";"0.473994145821841";"0.0045605630116513";"0.829650943321227";"590"
"402";"place";"0.406572421074596";"-0.217784246015735";"0.829539972416274";"591"
"403";"témoin";"0.424132550648142";"-1.31271113351336";"0.829380753291776";"592"
"404";"marketing";"0.347771840581438";"-1.09405560211954";"0.829380753291776";"593"
"405";"prostituer";"0.323115247468805";"-1.12715555353011";"0.828780364509816";"594"
"406";"marathon";"-0.125610755619693";"-0.604033551640698";"0.828780364509816";"595"
"407";"code";"0.132085344664591";"-0.799230711767968";"0.828769810211791";"596"
"408";"téléphone";"0.0282238714661909";"-0.443976331015514";"0.828703167358544";"597"
"409";"esprit";"0.0229499049297906";"-0.580935255502886";"0.828626573310017";"598"
"410";"milliard";"0.606220801538432";"-0.942336201605025";"0.828559025802654";"599"
"411";"emji_partition";"-2.49083388757306";"1.88896817274815";"0.828526458254462";"600"
"412";"emji_renard";"-1.8299627352954";"1.13150567382889";"0.82838623686641";"601"
"413";"prison";"0.349783280340469";"-0.839302527860511";"0.82837507946564";"602"
"414";"pote";"0.113112565237606";"-0.0913868168793063";"0.82808679635386";"603"
"415";"permettre";"0.428463902680147";"-0.259356476283453";"0.827964668048138";"604"
"416";"mouton";"0.283437534156918";"-1.05703403249172";"0.827955621506973";"605"
"417";"football";"0.109038162005243";"-0.823410318004618";"0.827955621506973";"606"
"418";"justifier";"0.404980991139606";"-1.26464663148073";"0.827955621506973";"607"
"419";"palmarès";"0.526190542062816";"0.124157808997815";"0.827918229136826";"608"
"420";"jurassien";"0.532297983128691";"0.223569917675519";"0.827918229136826";"609"
"421";"plaindre";"0.248498429848563";"-0.867474456953224";"0.827837111817716";"611"
"422";"liberté";"0.115799192460188";"-0.493289693601503";"0.827670655460287";"612"
"423";"clair";"0.172952559534414";"-0.157645554747554";"0.827598584682342";"613"
"424";"élève";"0.142666556787482";"-0.744175641258135";"0.827320554317215";"614"
"425";"aide";"0.0763319581610643";"-0.562149194618874";"0.827305476748607";"615"
"426";"fr";"0.140337056309314";"0.251697178129024";"0.827114896281406";"617"
"427";"bernard";"-2.56836459963255";"1.97035901361883";"0.827079916322236";"618"
"428";"benetton";"0.406555960840492";"-0.137214056096642";"0.827012067263501";"619"
"429";"blague";"0.449693120571957";"-0.305183869918181";"0.826917983235389";"620"
"430";"demander";"0.379348878386632";"-0.577355637814122";"0.826908635142852";"621"
"431";"musique";"-0.0229277119649153";"-0.0502111629497426";"0.826795251826922";"622"
"432";"rn";"0.52542872936751";"0.0578882609617977";"0.826405345902726";"623"
"433";"helvétique";"0.199713936443374";"0.494655094952787";"0.826405345902726";"625"
"434";"classe";"-0.201881988977666";"-0.215499539644303";"0.826373984560022";"626"
"435";"negre";"0.412441607337285";"-0.349457453551726";"0.826348352693388";"627"
"436";"reconnaître";"-0.116547762039949";"0.0339889398405238";"0.826043182704768";"628"
"437";"pépite";"-2.05313986274384";"1.57865039578748";"0.825871901525384";"630"
"438";"alala";"0.554751915680156";"0.28799562727769";"0.825300763226523";"631"
"439";"emji_mains_qui_forment_un_coeur";"-1.91260327803592";"1.89481137186308";"0.825298350815546";"632"
"440";"guerre";"0.276877832211376";"-0.63540109786633";"0.82514636892398";"634"
"441";"protectorat";"0.579451241486767";"0.358863907840079";"0.825094502087969";"635"
"442";"genfersee";"0.579451241486767";"0.358863907840079";"0.825094502087969";"636"
"443";"bienne";"0.579451241486767";"0.358863907840079";"0.825094502087969";"637"
"444";"génération";"-0.0476068801609076";"-0.430097687648514";"0.825072790389174";"638"
"445";"impressionnant";"-2.07649614518648";"1.49320640289495";"0.825059823680171";"639"
"446";"réseau";"0.0541428689352271";"-0.633493338755419";"0.824762192475855";"640"
"447";"pire";"0.295874015501435";"-0.506076153313857";"0.824587292680005";"641"
"448";"fameux";"0.461059463141336";"0.538190521209827";"0.824524871545969";"643"
"449";"mort";"0.253582986202829";"-0.732672053150315";"0.824440135610393";"644"
"450";"visionnaire";"-2.15685639339682";"1.59057378561852";"0.82438645946615";"645"
"451";"moche";"0.244247830162115";"-0.101779253451045";"0.824237191536933";"646"
"452";"envie";"0.109252018891163";"-0.299387943807625";"0.823777928797142";"648"
"453";"hahaha";"-0.291345252166284";"0.310800101491111";"0.823658816005141";"649"
"454";"heureusement";"0.478041236033338";"-0.259995690051975";"0.823566239733889";"650"
"455";"peur";"0.116092787660461";"-0.691532352603454";"0.82336480341729";"652"
"456";"manquer";"-0.124440637398082";"0.0993744537968002";"0.823304191591487";"653"
"457";"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";"0.173738812809947";"0.190005253370139";"0.823282479892692";"654"
"458";"mythique";"-2.0445494299347";"1.49169215855884";"0.823273131800155";"655"
"459";"noir";"0.232198002985886";"-0.448526219583379";"0.823158240727364";"656"
"460";"com";"0.560644938345521";"-0.0163351510156913";"0.823068679969834";"657"
"461";"claudia";"-2.23480526263869";"1.71902407742863";"0.822896795687706";"658"
"462";"confédération";"0.575638360377674";"-0.285999733002291";"0.82289046310889";"659"
"463";"revenir";"0.266651130029485";"-0.190005147840717";"0.822786729436869";"660"
"464";"misère";"0.546471312646584";"-0.561761281938161";"0.822733957946742";"661"
"465";"chaud";"-0.1377028483729";"0.367444836330431";"0.822439945358891";"662"
"466";"concours";"0.292405983527221";"-0.0836866247724765";"0.822433009677332";"663"
"467";"âge";"-0.180228392273584";"-0.369841273523584";"0.822347670639012";"664"
"468";"émotion";"-1.88444691831156";"1.25420233707277";"0.822331688416288";"665"
"469";"carrie";"-2.55367365003314";"1.96669007430488";"0.822308468960632";"666"
"470";"adulte";"0.162836754791493";"-0.540366875025503";"0.822272885898718";"667"
"471";"emji_crâne";"0.750536738566671";"0.262928061257544";"0.822193879439213";"668"
"472";"bruit";"0.259741021746265";"-0.629056464225431";"0.821530466420473";"671"
"473";"degré";"0.434601607360296";"-0.293690128447239";"0.821437287046477";"672"
"474";"automobiliste";"0.236715680575759";"-0.792621962852311";"0.821426129645707";"673"
"475";"choco";"0.409114937578228";"-0.229493794120591";"0.821415575347682";"674"
"476";"tecktonik";"0.0808490753173443";"-0.0542194338253705";"0.821039842337977";"675"
"477";"emji_visage_grimaçant";"0.359284791378482";"-0.0888878021740987";"0.820940631936538";"676"
"478";"sosie";"0.285935750917078";"0.304421681287757";"0.820919221789115";"677"
"479";"burlington";"0.252963701635593";"-0.0265002255022514";"0.820608623875796";"678"
"480";"actuel";"0.289174591094519";"-0.655537837930448";"0.820563391169973";"679"
"481";"pays";"0.233626476120366";"-0.0648239449074758";"0.820470211795977";"680"
"482";"heure";"-0.296336959835649";"-0.115703996093979";"0.820463879217162";"681"
"483";"danger";"0.264190854432359";"-0.857050842933227";"0.820229573800997";"682"
"484";"vin";"0.488743083076366";"0.136003178038106";"0.820114984279579";"683"
"485";"crétin";"0.428167870921276";"-0.0752043106045516";"0.820008235093836";"684"
"486";"tit";"0.0688185587885606";"0.379040838446954";"0.819879171106554";"685"
"487";"samedi";"0.268811113729254";"-0.127673560265072";"0.819852634585804";"686"
"488";"marque";"0.455903558851653";"-0.140825256853138";"0.819080059970344";"688"
"489";"blond";"0.146956174425288";"0.0769003433691124";"0.818859625917299";"689"
"490";"pareil";"0.268566950709194";"-0.222233668138516";"0.818762827926837";"690"
"491";"st";"0.288838623355918";"-0.233177775700349";"0.818632557734066";"691"
"492";"ptdr";"0.477090879806075";"0.0293704934972995";"0.818632557734066";"692"
"493";"emji_visage_qui_rougit";"0.51467954743187";"-0.191504894228075";"0.818604513456456";"693"
"494";"meuf";"0.2218877271951";"-0.265174351549483";"0.818547218695747";"694"
"495";"putain";"-0.0194285147046446";"0.059598489603287";"0.818547218695747";"695"
"496";"sushis";"0.41616125420973";"-0.109654169211269";"0.818261951097688";"696"
"497";"bouton";"0.235897895057271";"-0.0141986887695415";"0.818261951097688";"697"
"498";"gars";"0.382145702910658";"-0.163639130454561";"0.817979397461979";"698"
"499";"sérieux";"0.412171510600084";"-0.0984948564945596";"0.817597633424831";"699"
"500";"vendredi";"0.84979790994664";"0.354225519961753";"0.8175903961919";"700"
"501";"cornichon";"0.406555960840492";"-0.137214056096642";"0.817582555856224";"701"
"502";"sketch";"0.409653669523014";"-0.248921107388791";"0.81676897025415";"702"
"503";"lundi";"0.106803182871663";"-0.0201877450111324";"0.816722229791466";"703"
"504";"balle";"0.154046158157759";"0.105711992419753";"0.81664292178059";"704"
"505";"second";"0.411767324845467";"-0.318482120564957";"0.8164457071832";"705"
"506";"glace";"0.264400096756125";"0.41044956866562";"0.81642882030636";"706"
"507";"emji_singe_ne_rien_voir";"0.168532327836829";"0.106166630135516";"0.816158931828281";"707"
"508";"veste";"0.417361915880884";"-0.106209183350596";"0.815917690730558";"708"
"509";"ahaha";"0.312625256850292";"0.303992429015586";"0.815686099276743";"709"
"510";"schnek";"0.540828098920521";"0.349839245644703";"0.815612219190565";"710"
"511";"carrément";"0.230118478347593";"0.0870683047317489";"0.815446667487252";"711"
"512";"mercredi";"0.25177054834783";"-0.135217652231034";"0.815432796124133";"712"
"513";"cassette";"0.263079877292105";"-0.0547571766691863";"0.815432796124133";"713"
"514";"coup";"0.336034092037543";"-0.366220983168881";"0.815424352685713";"714"
"515";"fringue";"0.406555960840492";"-0.137214056096642";"0.815225931882835";"715"
"516";"tete";"0.40851784300609";"-0.207961855248337";"0.814747068303853";"717"
"517";"fin";"-0.0543828007061485";"-0.10742599763611";"0.814716913166638";"718"
"518";"brun";"0.426896582092995";"-0.0788519426923219";"0.814457880537957";"719"
