"";"banalfreq";"X.rts_a";"X.rts_i"
"m";252;1,271;-1,271
"attendre";56;-1,1829;1,1829
"te";154;-0,432;0,432
"voir";393;0,5254;-0,5254
"plupart";15;-0,3455;0,3455
"d";912;-1,18;1,18
"entre";76;0,3631;-0,3631
"parent";55;1,3094;-1,3094
"avouer";25;-0,2905;0,2905
"meuf";32;1,3185;-1,3185
"rajeunir";13;1,4489;-1,4489
"un";1740;0,5277;-0,5277
"reportage";50;1,3474;-1,3474
"vouloir";233;0,368;-0,368
"peut_être";42;-0,4605;0,4605
"dans";888;1,47;-1,47
"bien";657;-0,2973;0,2973
"déjà";163;-0,9608;0,9608
"air";59;1,2239;-1,2239
"con";30;1,1714;-1,1714
"mettre";125;-1,9932;1,9932
"là";211;0,5234;-0,5234
"emji_visage_avec_bouche_ouverte";171;-0,294;0,294
"emji_visage_avec_un_doigt_sur_la_bouche";17;-0,7767;0,7767
"autre";124;-1,0657;1,0657
"vie";101;0,4194;-0,4194
"ahahah";12;-0,2734;0,2734
"trop";286;0,6357;-0,6357
"chaud";127;-0,3675;0,3675
"imaginer";40;-0,3769;0,3769
"qui";977;-0,4708;0,4708
"revoir";25;1,255;-1,255
"mtn";13;0,7673;-0,7673
"compte";25;-1,0389;1,0389
"des";1380;0,3422;-0,3422
"jeunesse";20;0,5159;-0,5159
"heureusement";89;0,4613;-0,4613
"cette";251;1,5389;-1,5389
"période";21;0,5739;-0,5739
"horreur";79;-0,6256;0,6256
"aux";166;-0,45;0,45
"oh";98;1,3113;-1,3113
"putain";44;-0,3868;0,3868
"merde";39;-0,5943;0,5943
"punaise";22;1,0173;-1,0173
"ou";416;-0,5193;0,5193
"tellement";173;-0,3292;0,3292
"gros";80;0,3516;-0,3516
"s";369;-0,4539;0,4539
"bon";370;-1,1339;1,1339
"enfant";88;0,4356;-0,4356
"même";504;1,8956;-1,8956
"délire";18;-1,0423;1,0423
"60";32;0,9226;-0,9226
"an";260;1,669;-1,669
"avec";731;1,1107;-1,1107
"papa";26;0,5734;-0,5734
"40";34;0,7306;-0,7306
"maison";77;0,8502;-0,8502
"rester";79;0,4397;-0,4397
"ta";90;-0,4202;0,4202
"copain";26;0,5734;-0,5734
"ville";15;-0,6228;0,6228
"vacance";32;0,9226;-0,9226
"piscine";42;0,2901;-0,2901
"comment";115;0,8066;-0,8066
"peu";179;0,5242;-0,5242
"80";46;1,4626;-1,4626
"ahaha";33;0,9858;-0,9858
"oui";366;-0,5567;0,5567
"équipe";15;-0,9944;0,9944
"me";444;1,0704;-1,0704
"régaler";23;0,2397;-0,2397
"rouler";20;1,3933;-1,3933
"neige";99;0,609;-0,609
"excellent";67;1,0853;-1,0853
"côté";70;0,7692;-0,7692
"ciao";14;1,5604;-1,5604
"vert";18;0,4063;-0,4063
"monter";16;-0,2957;0,2957
"h";17;1,1185;-1,1185
"boy";14;1,5604;-1,5604
"carrément";34;-0,4456;0,4456
"huile";24;1,7707;-1,7707
"premier";89;1,9756;-1,9756
"flic";12;-0,2734;0,2734
"drôle";116;0,276;-0,276
"du";875;-0,9748;0,9748
"toujours";262;1,9082;-1,9082
"plaisir";31;-0,3944;0,3944
"prendre";179;0,3622;-0,3622
"emji_visage_avec_masque";15;-0,3455;0,3455
"emji_visage_très_souriant_aux_yeux_rieurs";47;1,165;-1,165
"hahaha";45;1,3959;-1,3959
"emji_visage_stupéfait";14;0,4502;-0,4502
"dessus";22;0,6339;-0,6339
"emji_visage_avec_une_main_sur_la_bouche";118;0,3952;-0,3952
"génie";50;-1,9879;1,9879
"son";179;1,8763;-1,8763
"devoir";193;-1,8062;1,8062
"face";20;0,5159;-0,5159
"arrêter";40;-0,5463;0,5463
"partir";45;-0,354;0,354
"sa";176;0,9013;-0,9013
"bête";11;0,2753;-0,2753
"couper";49;1,6678;-1,6678
"vélo";11;-0,3284;0,3284
"qu";781;-0,5979;0,5979
"sérieux";32;0,6259;-0,6259
"emji_visage_souriant_avec_coeurs";24;1,1746;-1,1746
"courir";15;0,5141;-0,5141
"ben";84;0,4506;-0,4506
"voilà";74;-1,4678;1,4678
"1er";28;-0,7869;0,7869
"doute";12;-0,9479;0,9479
"toute";84;0,4506;-0,4506
"pluie";32;0,408;-0,408
"notre";77;-0,3167;0,3167
"cerveau";15;-0,6228;0,6228
"journée";50;-1,3528;1,3528
"jean";80;-0,4594;0,4594
"michel";17;-0,4733;0,4733
"fondue";74;-1,7272;1,7272
"haut";48;-0,2697;0,2697
"montagne";11;0,2753;-0,2753
"après";219;1,6409;-1,6409
"quelques";31;0,2242;-0,2242
"descente";14;-0,4039;0,4039
"ski";27;1,4189;-1,4189
"louper";13;-0,228;0,228
"svp";32;-0,5401;0,5401
"grave";21;1,4866;-1,4866
"sourire";10;-0,3952;0,3952
"froid";135;-0,47;0,47
"dos";25;0,3119;-0,3119
"fribourg";21;0,3307;-0,3307
"pis";12;-0,9479;0,9479
"ailleurs";50;0,5586;-0,5586
"oreille";12;1,3374;-1,3374
"emji_visage_qui_vomit";72;0,3757;-0,3757
"maman";31;0,8607;-0,8607
"15";15;-0,3455;0,3455
"mec";95;-0,7877;0,7877
"penser";207;1,5736;-1,5736
"mdrrrr";13;1,4489;-1,4489
"parler";238;1,7763;-1,7763
"blanc";89;1,9756;-1,9756
"12";19;0,7914;-0,7914
"tuer";25;-0,7296;0,7296
"xd";17;-0,253;0,253
"vendredi";21;0,3307;-0,3307
"13";17;0,6488;-0,6488
"20";44;-0,9838;0,9838
"exactement";36;1,6246;-1,6246
"croire";163;-0,9608;0,9608
"point";35;0,5347;-0,5347
"chiffre";10;-0,7653;0,7653
"emji_feu";60;0,9988;-0,9988
"emji_drapeau_suisse";42;1,2014;-1,2014
"celle";37;-0,7019;0,7019
"logique";10;-1,9208;1,9208
"meilleur";74;0,5665;-0,5665
"réponse";23;-0,6002;0,6002
"répondre";22;-0,2378;0,2378
"clairement";19;0,4599;-0,4599
"bleu";25;1,255;-1,255
"lui";151;1,3757;-1,3757
"quel";117;-0,4921;0,4921
"genre";51;-0,7939;0,7939
"battre";23;1,0953;-1,0953
"couille";23;1,0953;-1,0953
"partout";41;1,5315;-1,5315
"2";129;-1,9757;1,9757
"doigt";20;0,5159;-0,5159
"patate";12;0,3305;-0,3305
"vrai";166;0,369;-0,369
"banane";15;0,5141;-0,5141
"par";293;0,4548;-0,4548
"contre";74;0,3164;-0,3164
"mois";20;0,2887;-0,2887
"oublier";68;0,6919;-0,6919
"wsh";11;0,6008;-0,6008
"14";19;-0,6082;0,6082
"plutôt";71;0,3508;-0,3508
"mdr";148;-0,67;0,67
"pourquoi";155;-1,4201;1,4201
"sortir";58;-0,8376;0,8376
"chaque";88;0,5624;-0,5624
"fois";138;1,0845;-1,0845
"lol";62;-0,4946;0,4946
"hahahaha";14;-1,1274;1,1274
"gars";71;-1,4211;1,4211
"merci";185;-1,3204;1,3204
"emji_visage_envoyant_un_bisou";35;-0,5936;0,5936
"fou";57;1,4286;-1,4286
"perso";64;0,943;-0,943
"bonheur";20;0,2887;-0,2887
"pareil";126;1,8784;-1,8784
"2006";10;1,1145;-1,1145
"bernard";10;0,2237;-0,2237
"what";11;-1,0956;1,0956
"interview";11;0,6008;-0,6008
"genève";93;-0,7112;0,7112
"emji_visage_étourdi";27;-0,8634;0,8634
"emji_visage_qui_rougit";83;-1,3695;1,3695
"x";14;0,2179;-0,2179
"cul";70;0,7692;-0,7692
"enlever";21;-0,2732;0,2732
"gosse";12;0,6832;-0,6832
"sous";76;-1,8489;1,8489
"d_abord";10;0,2237;-0,2237
"lac";106;1,2089;-1,2089
"grand_mère";18;1,2092;-1,2092
"5";52;-1,7906;1,7906
"fils";41;0,2626;-0,2626
"besoin";40;0,366;-0,366
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";89;-0,8675;0,8675
"jeter";10;-0,3952;0,3952
"cela";90;0,7829;-0,7829
"jamais";205;0,6819;-0,6819
"flotte";11;1,226;-1,226
"savoir";322;0,3146;-0,3146
"3";74;-1,0178;1,0178
"mode";60;0,9988;-0,9988
"choquer";23;0,6957;-0,6957
"importer";44;-1,564;1,564
"liquide";11;1,226;-1,226
"avant";148;0,7877;-0,7877
"pendant";34;0,7306;-0,7306
"linge";16;-0,2957;0,2957
"passer";137;-1,0248;1,0248
"deux";94;0,9304;-0,9304
"boule";15;-1,4623;1,4623
"droit";18;0,4063;-0,4063
"eh";22;0,3751;-0,3751
"brun";20;1,3933;-1,3933
"classe";39;0,3333;-0,3333
"ouf";20;0,5159;-0,5159
"chose";110;1,1635;-1,1635
"0";25;-0,7296;0,7296
"jurer";62;-1,2793;1,2793
"jeune";70;1,8762;-1,8762
"moins";158;-0,3591;0,3591
"ahah";31;0,3691;-0,3691
"film";32;0,408;-0,408
"violet";12;0,3305;-0,3305
"ah";195;-1,2454;1,2454
"famille";35;0,5347;-0,5347
"confirmer";16;-0,2957;0,2957
"mêmes";38;0,6751;-0,6751
"évidemment";16;-0,2957;0,2957
"car";88;-0,4731;0,4731
"homme";74;0,4284;-0,4284
"ca";88;-1,0949;1,0949
"chéri";17;-0,4733;0,4733
"poser";26;0,3511;-0,3511
"question";49;-0,3641;0,3641
"glace";18;0,4063;-0,4063
"roi";26;-0,4297;0,4297
"cousin";41;1,1385;-1,1385
"inventer";47;0,8695;-0,8695
"pain";21;0,5739;-0,5739
"chocolat";24;-1,1393;1,1393
"lausanne";33;-1,2838;1,2838
"z";22;-0,9864;0,9864
"emji_visage_blasé";15;0,5141;-0,5141
"jaloux";20;-1,2066;1,2066
"charles";14;0,4502;-0,4502
"team";45;0,381;-0,381
"tenue";11;0,6008;-0,6008
"mince";15;-0,6228;0,6228
"vaudois";97;0,5519;-0,5519
"histoire";36;-1,0248;1,0248
"raconter";11;-1,0956;1,0956
"fribourgeois";19;0,2492;-0,2492
"hein";63;0,2678;-0,2678
"parce_que";92;-0,9094;0,9094
"elles";61;0,4514;-0,4514
"facile";20;1,3933;-1,3933
"gagner";17;0,3551;-0,3551
"avril";26;-0,6595;0,6595
"aïe";16;-1,8225;1,8225
"cou";11;0,6008;-0,6008
"ch";13;-0,228;0,228
"like";17;-0,7767;0,7767
"emji_oeil";16;-0,5428;0,5428
"sale";46;1,1061;-1,1061
"etait";22;-0,9864;0,9864
"avance";11;-0,3284;0,3284
"chier";17;-0,7767;0,7767
"monde";96;-1,491;1,491
"r";19;0,4599;-0,4599
"moche";34;1,4697;-1,4697
"rendre";22;-1,371;1,371
"bout";30;0,8002;-0,8002
"courant";19;0,2492;-0,2492
"fier";18;-0,4128;0,4128
"chauve";10;0,2237;-0,2237
"vive";63;0,3768;-0,3768
"amuser";14;1,5604;-1,5604
"enfance";25;0,5209;-0,5209
"fermer";19;0,2492;-0,2492
"arrière";17;0,3551;-0,3551
"délicieux";11;0,6008;-0,6008
"commencer";35;-0,5936;0,5936
"ensuite";15;0,2607;-0,2607
"franchement";30;-1,2359;1,2359
"moment";43;-1,0534;1,0534
"expliquer";28;-1,4491;1,4491
"phrase";20;1,3933;-1,3933
"emji_pouce_vers_le_haut_peau_claire";37;1,2504;-1,2504
"prochain";26;-1,2937;1,2937
"30";38;-0,4531;0,4531
"couteau";17;0,3551;-0,3551
"travail";30;-0,2722;0,2722
"chaussette";56;1,7354;-1,7354
"mourir";30;0,3319;-0,3319
"écouter";38;-0,6461;0,6461
"manquer";61;-0,694;0,694
"presque";36;1,1825;-1,1825
"cuisse";16;1,7833;-1,7833
"hahah";14;-1,1274;1,1274
"50";35;-0,4042;0,4042
"haha";34;-0,2867;0,2867
"encore";278;-0,9572;0,9572
"certainement";17;-1,1654;1,1654
"jour";114;0,3177;-0,3177
"effectivement";41;0,2626;-0,2626
"sauver";13;-0,228;0,228
"montrer";19;0,2492;-0,2492
"incroyable";52;-0,4051;0,4051
"leur";125;-1,7712;1,7712
"mauvais";21;-0,4764;0,4764
"ceux";63;-0,9861;0,9861
"heure";53;-0,2574;0,2574
"bientôt";14;-1,1274;1,1274
"prêt";21;0,3307;-0,3307
"coeur";30;0,3319;-0,3319
"arriver";66;0,3379;-0,3379
"nom";72;1,3391;-1,3391
"boire";42;-0,6451;0,6451
"gag";10;-0,3952;0,3952
"vendre";20;-0,3137;0,3137
"trouver";121;1,8995;-1,8995
"cas";51;0,4271;-0,4271
"donc";173;1,4404;-1,4404
"personnage";11;1,226;-1,226
"emji_mains_levées";53;-0,8981;0,8981
"frère";14;0,8531;-0,8531
"fumer";29;-0,3056;0,3056
"impossible";19;0,4599;-0,4599
"automne";32;-0,7725;0,7725
"tirer";27;0,6276;-0,6276
"chaise";24;1,1746;-1,1746
"table";13;1,4489;-1,4489
"vers";14;0,2179;-0,2179
"pur";14;-0,4039;0,4039
"bordel";20;-1,6527;1,6527
"celui";39;0,3333;-0,3333
"surtout";91;-0,3956;0,3956
"vin";45;-1,8038;1,8038
"valaisan";32;0,6259;-0,6259
"valoir";68;-0,4376;0,4376
"wc";53;1,5377;-1,5377
"sport";15;-0,6228;0,6228
"salle";76;1,0215;-1,0215
"bel";16;1,0288;-1,0288
"faute";11;-1,0956;1,0956
"dingue";10;0,5206;-0,5206
"pays";45;-1,4726;1,4726
"emmental";30;-1,6054;1,6054
"pote";28;0,6836;-0,6836
"rentrer";17;-0,253;0,253
"trou";22;0,6339;-0,6339
"aaaah";19;-0,3599;0,3599
"peine";12;-0,2734;0,2734
"sacré";45;-0,5074;0,5074
"règle";12;0,3305;-0,3305
"taille";16;0,3065;-0,3065
"culotte";19;0,7914;-0,7914
"cet";66;1,3087;-1,3087
"bonjour";20;0,8652;-0,8652
"énorme";16;1,0288;-1,0288
"leurs";62;-1,8327;1,8327
"abuser";14;-0,4039;0,4039
"devenir";58;-0,3543;0,3543
"amour";13;0,7673;-0,7673
"gentil";14;0,2179;-0,2179
"fameux";41;0,8278;-0,8278
"part";47;0,3065;-0,3065
"autant";35;-0,4042;0,4042
"compliqué";15;-0,9944;0,9944
"louis";18;0,4063;-0,4063
"saison";53;-0,3738;0,3738
"ahhh";17;-0,4733;0,4733
"corps";24;-0,8069;0,8069
"vent";14;-1,1274;1,1274
"emji_visage_bleu_et_froid";34;-1,5322;1,5322
"remonter";11;0,2753;-0,2753
"degré";47;-1,3044;1,3044
"sembler";18;1,2092;-1,2092
"bonnet";17;-0,253;0,253
"version";24;-0,3291;0,3291
"animal";14;-0,7152;0,7152
"seconde";11;0,2753;-0,2753
"soirée";11;-0,6499;0,6499
"préférer";61;0,3244;-0,3244
"aucune";36;-1,3315;1,3315
"langue";30;-0,6527;0,6527
"chercher";17;-0,253;0,253
"ces";193;-0,916;0,916
"ouais";54;-1,3245;1,3245
"ses";92;0,8552;-0,8552
"emji_visage_soulagé";33;0,2836;-0,2836
"perdre";33;1,3937;-1,3937
"style";36;-0,3663;0,3663
"emji_visage_ébahi";12;0,3305;-0,3305
"demander";64;1,5092;-1,5092
"verre";15;-0,3455;0,3455
"look";16;0,3065;-0,3065
"piste";11;0,2753;-0,2753
"emji_visage_souriant_avec_de_grands_yeux";14;-0,4039;0,4039
"omg";32;0,253;-0,253
"esprit";10;0,5206;-0,5206
"cassette";16;1,7833;-1,7833
"tous";192;-0,6194;0,6194
"prononcer";22;0,6339;-0,6339
"niveau";28;0,6836;-0,6836
"bas";31;-1,1412;1,1412
"ressembler";57;1,8027;-1,8027
"loin";49;0,2459;-0,2459
"sketch";23;-0,8921;0,8921
"saint";21;0,3307;-0,3307
"emji_visage_souriant_avec_auréole";39;1,389;-1,389
"rouge";28;0,4356;-0,4356
"heu";11;0,6008;-0,6008
"noël";29;-0,4855;0,4855
"route";14;-1,1274;1,1274
"habiter";39;0,7247;-0,7247
"hier";23;-0,3725;0,3725
"bouche";12;-0,2734;0,2734
"vraiment";120;-0,9096;0,9096
"emji_visage_éméché";45;-0,5074;0,5074
"lorsque";12;0,6832;-0,6832
"vif";24;0,2747;-0,2747
"jusqu_à";26;0,3511;-0,3511
"nuit";18;-0,4128;0,4128
"parisien";22;0,3751;-0,3751
"genevois";26;0,5734;-0,5734
"réf";15;0,5141;-0,5141
"ici";68;-0,5765;0,5765
"personne";137;-0,3442;0,3442
"aucun";38;-1,4736;1,4736
"ni";62;0,2464;-0,2464
"emji_visage_implorant";21;0,5739;-0,5739
"suite";23;1,0953;-1,0953
"moustache";12;0,6832;-0,6832
"vacherin";10;-0,7653;0,7653
"vache";25;0,5209;-0,5209
"pierre";30;0,8002;-0,8002
"sosie";15;0,9403;-0,9403
"stylé";16;-0,5428;0,5428
"françois";19;0,7914;-0,7914
"barre";11;-1,0956;1,0956
"depuis";114;0,4061;-0,4061
"10";48;-0,969;0,969
"dommage";40;1,0767;-1,0767
"déconner";14;-1,1274;1,1274
"magnifique";14;0,8531;-0,8531
"slip";19;0,7914;-0,7914
"grand_père";10;1,1145;-1,1145
"travailler";28;-1,4491;1,4491
"tard";36;0,8409;-0,8409
"donner";60;0,7658;-0,7658
"valaisans";18;0,2122;-0,2122
"quelque";26;-0,6595;0,6595
"noir";37;-0,4962;0,4962
"emji_index_pointant_vers_le_haut_peau_claire";11;-1,6698;1,6698
"alain";15;0,9403;-0,9403
"joli";35;0,3497;-0,3497
"allumer";15;-0,6228;0,6228
"emji_miam";33;0,4486;-0,4486
"taper";12;-0,5536;0,5536
"foutre";44;-0,9838;0,9838
"vivre";66;0,4628;-0,4628
"bande";20;0,5159;-0,5159
"costume";17;-0,253;0,253
"emji_pouce_vers_le_haut";35;1,1158;-1,1158
"technique";12;0,3305;-0,3305
"marrer";15;0,9403;-0,9403
"tant";34;-0,8968;0,8968
"garder";33;0,9858;-0,9858
"émission";12;1,3374;-1,3374
"jacques";10;1,1145;-1,1145
"the";12;0,6832;-0,6832
"retour";25;-0,7296;0,7296
"clair";21;-0,4764;0,4764
"rêve";26;-0,6595;0,6595
"humour";33;-0,9722;0,9722
"japonais";30;1,1714;-1,1714
"p";70;1,5314;-1,5314
"tits";11;1,226;-1,226
"espagne";11;0,6008;-0,6008
"partie";57;0,856;-0,856
"pourtant";41;0,5854;-0,5854
"utile";14;0,8531;-0,8531
"hygiénique";25;1,8666;-1,8666
"papier";67;0,8506;-0,8506
"cheval";15;0,9403;-0,9403
"bouger";11;-0,3284;0,3284
"pet";16;1,0288;-1,0288
"gens";128;0,9129;-0,9129
"essuyer";22;0,6339;-0,6339
"lieu";20;-0,5383;0,5383
"nettoyer";36;0,8409;-0,8409
"commission";13;0,7673;-0,7673
"exister";69;1,8133;-1,8133
"douchettes";11;1,226;-1,226
"sinon";46;1,4626;-1,4626
"bref";11;0,2753;-0,2753
"affaire";10;0,2237;-0,2237
"main";57;0,4717;-0,4717
"âge";28;0,263;-0,263
"chanson";25;1,255;-1,255
"moyen";28;0,6836;-0,6836
"contraception";11;1,226;-1,226
"ciel";16;0,3065;-0,3065
"toutes";74;1,1702;-1,1702
"nain";13;0,7673;-0,7673
"pardon";22;-0,9864;0,9864
"simplement";12;-0,2734;0,2734
"derrière";37;0,8981;-0,8981
"certaines";12;0,3305;-0,3305
"siècle";10;0,2237;-0,2237
"appartement";14;0,4502;-0,4502
"pièce";11;0,6008;-0,6008
"selon";16;-0,8784;0,8784
"problème";48;-1,8452;1,8452
"invention";24;1,7707;-1,7707
"chez";175;-0,3668;0,3668
"vos";35;-0,8269;0,8269
"rapport";23;-0,6002;0,6002
"musique";26;-0,2561;0,2561
"classique";19;1,3008;-1,3008
"stp";14;0,2179;-0,2179
"samedi";14;-1,1274;1,1274
"mr";22;-0,2378;0,2378
"claude";18;0,7192;-0,7192
"daniel";11;1,226;-1,226
"17";14;0,4502;-0,4502
"nos";82;0,6735;-0,6735
"normal";22;-1,8245;1,8245
"veste";17;0,3551;-0,3551
"léger";12;1,3374;-1,3374
"pied";85;1,7466;-1,7466
"obliger";21;0,9405;-0,9405
"chien";21;0,5739;-0,5739
"plastique";25;1,8666;-1,8666
"envers";26;-0,4297;0,4297
"ci";10;-0,3952;0,3952
"pensée";14;1,5604;-1,5604
"retrouver";39;-0,271;0,271
"machine";11;0,2753;-0,2753
"t_shirt";11;-0,3284;0,3284
"porte";30;0,3319;-0,3319
"blond";21;0,5739;-0,5739
"nan";26;0,3511;-0,3511
"absolument";19;0,4599;-0,4599
"installer";38;0,6751;-0,6751
"rigoler";37;-0,9499;0,9499
"france";181;0,7806;-0,7806
"assez";51;-1,8869;1,8869
"doux";19;1,3008;-1,3008
"ancien";25;0,8245;-0,8245
"poisson";31;0,3691;-0,3691
"europe";17;1,1185;-1,1185
"ok";62;0,3501;-0,3501
"finir";43;-0,8061;0,8061
"mi";11;0,6008;-0,6008
"triste";20;-1,6527;1,6527
"envoyer";21;-0,7483;0,7483
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";25;-1,0389;1,0389
"long";19;-0,933;0,933
"sauter";16;0,3065;-0,3065
"canton";39;-0,271;0,271
"vaud";21;0,9405;-0,9405
"bah";91;-0,9532;0,9532
"pire";59;-1,2313;1,2313
"fendre";14;0,2179;-0,2179
"refaire";11;0,6008;-0,6008
"vintage";12;0,3305;-0,3305
"péter";12;-0,5536;0,5536
"dedans";30;0,3319;-0,3319
"ouin";15;1,6718;-1,6718
"lunette";26;0,3511;-0,3511
"gauche";25;-1,8409;1,8409
"emji_visage_qui_tire_la_langue_les_yeux_plissés";37;-0,4962;0,4962
"emji_ok";25;0,8245;-0,8245
"life";10;-0,3952;0,3952
"emji_chat_qui_pleure_de_joie";59;-0,6069;0,6069
"chat";53;1,5377;-1,5377
"place";30;0,5274;-0,5274
"quelqu_un";43;0,3191;-0,3191
"mdrrr";20;0,5159;-0,5159
"geneve";15;-0,3455;0,3455
"remarquer";13;-0,228;0,228
"paire";16;1,0288;-1,0288
"longtemps";48;0,9209;-0,9209
"emji_drapeau_france";23;1,0953;-1,0953
"anglais";16;0,5804;-0,5804
"bureau";10;0,2237;-0,2237
"go";11;0,2753;-0,2753
"pull";42;0,6296;-0,6296
"terminer";13;-0,228;0,228
"4";57;-1,6571;1,6571
"justement";14;0,2179;-0,2179
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";16;1,0288;-1,0288
"heureux";22;0,3751;-0,3751
"génial";25;0,3119;-0,3119
"beauf";11;0,6008;-0,6008
"camping";14;0,2179;-0,2179
"voisin";28;0,263;-0,263
"acheter";38;-0,4531;0,4531
"boulot";16;1,0288;-1,0288
"sauf";41;-0,3432;0,3432
"public";17;0,6488;-0,6488
"souvent";35;0,3497;-0,3497
"type";24;-0,3291;0,3291
"porc";12;-0,5536;0,5536
"tjs";24;1,7707;-1,7707
"certains";38;0,6751;-0,6751
"puis";30;0,8002;-0,8002
"plat";13;-0,228;0,228
"gris";14;-1,6428;1,6428
"groupe";13;0,3889;-0,3889
"celles";10;0,2237;-0,2237
"emji_visage_qui_regarde_entre_ses_doigts";90;-1,4011;1,4011
"rassurer";13;0,3889;-0,3889
"sortie";14;0,2179;-0,2179
"dernier";59;1,2239;-1,2239
"emji_visage_épuisé";45;0,7699;-0,7699
"tomber";29;-0,7168;0,7168
"reprendre";10;1,1145;-1,1145
"porter";30;-0,2722;0,2722
"bosser";13;0,7673;-0,7673
"téléphone";14;0,8531;-0,8531
"seul";71;0,4739;-0,4739
"oeil";31;-1,4903;1,4903
"emji_visage_qui_fait_un_câlin";33;1,3937;-1,3937
"cigarette";11;0,2753;-0,2753
"nord";29;0,2965;-0,2965
"filmer";11;0,2753;-0,2753
"collège";10;1,1145;-1,1145
"madame";33;0,2836;-0,2836
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";10;-0,3952;0,3952
"meme";34;0,7306;-0,7306
"pauvre";65;-0,8801;0,8801
"mari";25;0,5209;-0,5209
"base";16;-0,2957;0,2957
"rare";10;1,1145;-1,1145
"dîner";12;-0,5536;0,5536
"risque";10;-1,9208;1,9208
"idem";25;0,8245;-0,8245
"di";13;-0,8225;0,8225
"chambre";10;0,2237;-0,2237
"tenir";17;-1,6407;1,6407
"couleur";29;0,2965;-0,2965
"terre";15;-0,9944;0,9944
"emji_tête_de_mort";16;1,0288;-1,0288
"parfois";30;0,8002;-0,8002
"baiser";15;1,6718;-1,6718
"emji_visage_rouge_et_chaud";11;0,6008;-0,6008
"souci";10;0,2237;-0,2237
"ya";25;0,5209;-0,5209
"geler";14;0,2179;-0,2179
"pari";16;0,5804;-0,5804
"euh";13;0,3889;-0,3889
"chemise";11;0,6008;-0,6008
"rigolo";18;0,2122;-0,2122
"sympa";21;0,9405;-0,9405
"crème";11;-0,3284;0,3284
"semaine";13;0,3889;-0,3889
"ensemble";10;0,5206;-0,5206
"moitié";19;-0,6082;0,6082
"100";21;-0,4764;0,4764
"inquiéter";11;-0,6499;0,6499
"revenir";47;1,5302;-1,5302
"st";20;-0,3137;0,3137
"emji_visage_souriant_avec_une_larme";28;-0,7869;0,7869
"milieu";13;-0,8225;0,8225
"matin";29;-0,3056;0,3056
"feu";21;-0,2732;0,2732
"plusieurs";29;-0,4855;0,4855
"short";10;-1,2717;1,2717
"ps";38;0,3021;-0,3021
"service";14;0,2179;-0,2179
"devant";26;0,3511;-0,3511
"ouai";15;-0,6228;0,6228
"emji_mains_en_prière";25;1,255;-1,255
"foot";14;-0,7152;0,7152
"hyper";13;-0,4726;0,4726
"suffire";15;-0,3455;0,3455
"terme";20;1,3933;-1,3933
"tante";13;0,7673;-0,7673
"rouleau";10;0,2237;-0,2237
"peur";21;-1,5048;1,5048
"envie";26;0,8912;-0,8912
