"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"*i_0467";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;3,908;-0,244;1,368;2,74
"*i_0466";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;9,253;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*postReposts_305";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;9,253;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*i_0465";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;65,67;-0,377;-0,244
"*postDate_15-11-2025";-3,124;-0,823;-1,664;-0,883;-2,733;-0,081;1,794;-2,515;-0,659;0,015;4,567;-1,342;-2,341;39,568;8,783;-0,254
"*i_0464";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;22,436;-0,244
"*i_0463";-0,568;-0,728;-0,636;-0,744;-0,852;-0,696;-0,406;-0,809;-0,416;-0,351;-0,514;-0,568;-0,426;147,945;-0,85;-0,55
"*postComments_323";-0,568;-0,728;-0,636;-0,744;-0,852;-0,696;-0,406;-0,809;-0,416;-0,351;-0,514;-0,568;-0,426;147,945;-0,85;-0,55
"*i_0462";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;42,514;-0,244
"*i_0461";-0,315;7,667;1,466;-0,413;-0,473;-0,386;-0,225;0,919;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0460";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;2,995;-0,449;-0,231;3,667;29,263;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0459";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;3,017;-0,252;-0,189;-0,244;8,721;-0,244
"*i_0458";-0,252;-0,323;-0,282;-0,33;-0,378;1,915;20,301;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*postComments_62";-0,252;-0,323;-0,282;-0,33;-0,378;1,915;20,301;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*i_0457";-0,315;-0,404;-0,353;1,09;0,82;8,115;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*postComments_186";-0,315;-0,404;-0,353;1,09;0,82;8,115;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0456";-0,315;-0,404;-0,353;1,09;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;11,753;1,78;-0,236;-0,305;-0,472;1,878
"*i_0455";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;23,643;-0,185;5,015;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*postDate_14-11-2025";-0,454;-0,069;1,837;-0,926;-0,232;1,381;-1,451;0,78;0,261;6,854;1,003;2,503;-1,522;-1,967;-3,038;-0,409
"*i_0454";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0453";-0,126;-0,162;-0,141;-0,165;4,341;-0,154;-0,09;-0,179;-0,092;11,87;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*postLikes_9900";-0,126;-0,162;-0,141;-0,165;4,341;-0,154;-0,09;-0,179;-0,092;11,87;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*i_0452";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*postComments_249";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*postReposts_107";6,454;-0,566;15,006;-0,578;-0,663;-0,541;-0,315;-0,629;9,725;-0,273;-0,4;-0,442;-0,331;-0,428;-0,66;-0,428
"*i_0451";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;22,095;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0450";-0,315;-0,404;-0,353;-0,413;-0,473;8,115;-0,225;-0,449;-0,231;3,667;-0,285;10,431;-0,236;-0,305;-0,472;-0,305
"*postComments_129";-0,568;8,733;-0,636;-0,744;-0,852;3,075;-0,406;0,099;-0,416;1,356;-0,514;4,299;-0,426;-0,55;-0,85;-0,55
"*i_0449";-0,315;-0,404;1,466;1,09;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;2,094;1,78;-0,236;-0,305;-0,472;1,878
"*postComments_226";-0,315;-0,404;1,466;1,09;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;2,094;1,78;-0,236;-0,305;-0,472;1,878
"*i_0448";1,78;1,138;-0,353;-0,413;-0,473;-0,386;-0,225;0,919;2,891;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;-0,305
"*postLikes_923";1,78;1,138;-0,353;-0,413;-0,473;-0,386;-0,225;0,919;2,891;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;-0,305
"*i_0447";-0,315;1,138;-0,353;-0,413;0,82;8,115;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*postLikes_11700";-0,315;1,138;-0,353;-0,413;0,82;8,115;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*postComments_177";0,199;0,042;-0,777;-0,91;0,003;6,706;-0,496;-0,989;-0,508;0,874;-0,629;-0,695;0,539;9,436;-1,039;-0,673
"*postReposts_211";-0,315;1,138;-0,353;-0,413;0,82;8,115;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0446";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;5,015;-0,228;2,614;-0,189;2,74;-0,377;-0,244
"*postLikes_27600";-0,568;-0,728;0,301;-0,744;-0,852;-0,696;-0,406;0,099;-0,416;1,356;-0,514;4,299;6,579;0,479;0,072;-0,55
"*postComments_206";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;5,015;-0,228;2,614;-0,189;2,74;-0,377;-0,244
"*postReposts_418";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;5,015;-0,228;2,614;-0,189;2,74;-0,377;-0,244
"*postDate_13-11-2025";0,446;-0,823;0,202;-0,158;2,01;-0,709;-0,617;2,411;3,962;0,015;-0,167;0,004;-2,341;0,013;-2,72;0,013
"*i_0445";-0,189;2,906;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0444";-0,252;-0,323;2,209;1,718;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;15,617;-0,252;-0,189;-0,244;-0,377;-0,244
"*postReposts_573";-0,252;-0,323;2,209;1,718;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;15,617;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0443";-0,189;2,906;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;5,966;-0,117;-0,171;4,047;-0,142;-0,183;-0,283;-0,183
"*i_0442";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0441";49,292;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0440";-0,126;-0,162;-0,141;5,105;-0,189;-0,154;-0,09;4,624;-0,092;-0,078;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*i_0439";-0,252;-0,323;-0,282;-0,33;-0,378;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;2,74
"*postComments_101";-0,695;-0,89;-0,777;12,946;-1,042;6,706;-0,496;-0,989;-0,508;-0,429;0,296;0,199;-0,521;-0,673;-1,039;3,149
"*i_0438";-0,189;-0,242;-0,212;-0,248;31,775;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*postComments_121";-0,631;-0,809;-0,706;-0,827;47,866;0,121;-0,451;-0,899;-0,462;-0,39;0,417;-0,631;-0,473;-0,611;0,025;-0,611
"*i_0437";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;14,477;1,368;-0,244
"*i_0436";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;13,579;5,966;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0435";-0,315;-0,404;-0,353;-0,413;32,327;-0,386;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0434";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;6,693;15,063;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*postLikes_17600";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;6,693;15,063;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*postReposts_377";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;6,693;15,063;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0433";-0,252;-0,323;2,209;1,718;-0,378;-0,309;4,164;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0432";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;8,721;-0,244
"*postDate_12-11-2025";4,484;-0,042;0,394;-3,755;-1,012;-1,672;-0,479;-0,863;13,44;-1,772;1,091;-1,119;0,494;-1,044;1,292;0,83
"*i_0431";-0,189;2,906;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;4,218
"*i_0430";2,614;10,481;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0429";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0428";-0,315;-0,404;23,232;-0,413;0,82;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*postComments_412";-0,315;-0,404;23,232;-0,413;0,82;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0427";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;46,238;2,74;-0,377;-0,244
"*i_0426";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;38,028;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0425";13,957;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*postLikes_24300";13,957;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;4,033;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0424";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0423";26,268;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;2,891;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*postLikes_9500";20,888;-0,809;-0,706;-0,827;0,024;0,121;-0,451;0,042;5,79;-0,39;-0,571;-0,631;-0,473;-0,611;-0,944;0,335
"*i_0422";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;-0,094;-0,122;21,246;-0,122
"*i_0421";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;2,506;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0420";-0,252;-0,323;-0,282;-0,33;1,36;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;1,368;-0,244
"*postComments_306";-0,252;-0,323;-0,282;-0,33;1,36;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;1,368;-0,244
"*i_0419";-0,063;-0,081;-0,07;-0,083;10,586;-0,077;-0,045;-0,09;-0,046;-0,039;-0,057;-0,063;-0,047;-0,061;-0,094;-0,061
"*postDate_11-11-2025";-2,802;-1,738;6,295;0,886;-2,282;-3,434;-0,446;1,724;2,32;-1,732;0,177;4,749;-2,1;0,919;-0,933;0,919
"*i_0418";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;13,957;-0,189;-0,244;-0,377;-0,244
"*postReposts_208";-0,315;-0,404;9,092;-0,413;-0,473;-0,386;-0,225;0,919;-0,231;-0,195;-0,285;10,431;-0,236;-0,305;-0,472;-0,305
"*i_0417";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"*i_0416";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;13,957;-0,189;-0,244;-0,377;2,74
"*postComments_105";-0,315;-0,404;-0,353;-0,413;0,82;-0,386;-0,225;-0,449;-0,231;-0,195;2,094;10,431;-0,236;-0,305;-0,472;1,878
"*i_0415";-0,315;-0,404;1,466;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;50,96;-0,472;-0,305
"*postComments_144";-0,948;-1,215;1,116;-0,019;-1,423;-1,162;0,204;-1,35;-0,694;0,356;-0,858;11,624;-0,711;12,166;0,427;-0,918
"*i_0414";-0,378;-0,485;-0,423;0,699;-0,568;-0,464;-0,27;5,016;2,145;-0,234;-0,343;1,244;-0,284;-0,366;-0,566;1,323
"*postComments_84";-0,948;-1,215;-1,061;-0,019;0,422;8,61;0,204;0,52;0,183;-0,586;-0,858;1,483;-0,711;-0,918;-0,072;0,024
"*i_0413";-0,252;1,781;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;2,614;-0,189;-0,244;-0,377;2,74
"*postComments_354";-0,252;1,781;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;2,614;-0,189;-0,244;-0,377;2,74
"*i_0412";-0,315;-0,404;-0,353;19,512;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;2,094;-0,315;-0,236;-0,305;-0,472;1,878
"*postComments_98";-0,568;-0,728;-0,636;29,444;-0,852;-0,696;-0,406;-0,809;-0,416;-0,351;5,008;-0,568;-0,426;-0,55;-0,85;4,52
"*i_0411";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;6,693;36,745;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0410";-0,252;-0,323;56,827;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0409";-0,189;-0,242;-0,212;2,82;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"*i_0408";-0,315;7,667;-0,353;-0,413;6,245;1,24;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*postDate_10-11-2025";-1,342;-0,823;4,788;0,471;36,293;-0,081;-2,231;-1,13;-2,286;-1,931;-1,092;-0,302;-2,341;1,82;-0,39;-0,254
"*i_0407";2,614;-0,323;12,275;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"*postReposts_127";2,614;-0,323;12,275;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"*i_0406";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;82,108;-0,472;-0,305
"*i_0405";-0,378;-0,485;-0,423;15,331;-0,568;-0,464;-0,27;-0,539;-0,277;-0,234;-0,343;-0,378;-0,284;-0,366;4,67;1,323
"*i_0404";-0,252;-0,323;56,827;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*postComments_298";-0,252;-0,323;56,827;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0403";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_192";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0402";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;1,368;-0,244
"*postLikes_10500";18,339;-0,89;0,113;-0,91;-1,042;0,062;0,614;0,011;-0,508;-0,429;0,296;0,199;-0,521;-0,673;0,003;-0,673
"*postReposts_181";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;1,368;-0,244
"*i_0401";-0,315;-0,404;-0,353;-0,413;32,327;-0,386;-0,225;0,919;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0400";-0,315;-0,404;-0,353;-0,413;32,327;1,24;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*postComments_362";-0,442;-0,566;-0,494;-0,578;20,921;0,535;-0,315;0,341;1,626;-0,273;-0,4;-0,442;-0,331;-0,428;-0,66;-0,428
"*i_0399";-0,252;-0,323;-0,282;10,216;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0398";-0,315;-0,404;-0,353;-0,413;52,985;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0397";-0,126;-0,162;-0,141;-0,165;4,341;5,52;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*i_0396";-0,378;-0,485;-0,423;0,699;-0,568;-0,464;2,23;-0,539;-0,277;-0,234;1,497;-0,378;-0,284;-0,366;13,088;-0,366
"*postDate_9-11-2025";-0,238;0,075;-0,003;-2,038;9,64;2,244;0,499;-2,344;-0,586;-1,852;0,091;-2,995;-2,245;-1,15;6,719;0,036
"*i_0395";-0,315;-0,404;1,466;-0,413;-0,473;-0,386;-0,225;-0,449;2,891;-0,195;11,753;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0394";-0,631;-0,809;-0,706;-0,827;84,149;-0,774;-0,451;-0,899;-0,462;-0,39;-0,571;-0,631;-0,473;-0,611;0,025;-0,611
"*i_0393";-0,252;-0,323;12,275;-0,33;1,36;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*postLikes_11300";-0,252;-0,323;12,275;-0,33;1,36;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*postReposts_98";-0,252;-0,323;12,275;-0,33;1,36;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0392";-0,442;-0,566;-0,494;-0,578;-0,663;65,051;-0,315;-0,629;-0,323;-0,273;-0,4;-0,442;-0,331;-0,428;-0,66;0,944
"*i_0391";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;2,74;8,721;-0,244
"*postLikes_18500";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;2,74;8,721;-0,244
"*i_0390";-0,252;49,61;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0389";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;4,218
"*i_0388";13,957;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;8,721;-0,244
"*i_0387";-0,252;-0,323;-0,282;-0,33;8,687;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*postDate_8-11-2025";0,642;-3,756;-1,471;-0,08;7,052;-1,743;4,872;0,013;0,495;-0,319;0,995;2,043;-2,196;-0,168;-1,074;-0,168
"*i_0386";-0,631;-0,809;-0,706;0,081;47,866;-0,774;-0,451;-0,899;-0,462;-0,39;-0,571;-0,631;-0,473;3,76;-0,944;-0,611
"*i_0385";-0,378;-0,485;-0,423;-0,496;-0,568;-0,464;-0,27;-0,539;11,942;2,781;23,438;-0,378;-0,284;-0,366;-0,566;-0,366
"*i_0384";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;19,877;-0,142;-0,183;-0,283;-0,183
"*i_0383";1,78;-0,404;-0,353;-0,413;-0,473;-0,386;15,489;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;6,272;-0,305
"*i_0382";2,614;-0,323;-0,282;-0,33;-0,378;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;13,957;-0,189;-0,244;-0,377;-0,244
"*i_0381";-0,315;-0,404;-0,353;1,09;-0,473;-0,386;-0,225;17,771;2,891;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0380";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0379";-0,063;-0,081;14,196;-0,083;-0,095;-0,077;-0,045;-0,09;-0,046;-0,039;-0,057;-0,063;-0,047;-0,061;-0,094;-0,061
"*i_0378";10,431;-0,404;-0,353;1,09;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;1,878
"*postComments_104";10,431;-0,404;-0,353;1,09;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;1,878
"*i_0377";-0,315;-0,404;1,466;-0,413;0,82;-0,386;-0,225;0,919;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;1,878
"*postDate_7-11-2025";-1,01;2,646;0,011;4,63;-2,193;0,299;-1,955;1,887;-0,446;-0,243;-0,801;0,086;-2,051;-2,651;0,504;1,015
"*i_0376";-0,252;1,781;-0,282;-0,33;-0,378;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*postComments_237";-0,252;1,781;-0,282;-0,33;-0,378;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0375";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;23,643;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*i_0374";-0,378;-0,485;-0,423;5,644;-0,568;-0,464;-0,27;-0,539;2,145;2,781;-0,343;1,244;-0,284;-0,366;0,496;-0,366
"*i_0373";-0,189;37,198;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0372";-0,252;-0,323;-0,282;10,216;-0,378;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0371";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;-0,09;-0,046;-0,039;17,549;-0,063;-0,047;-0,061;-0,094;-0,061
"*i_0370";2,614;10,481;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*postComments_387";2,614;10,481;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0369";-0,252;-0,323;-0,282;25,823;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0368";-0,252;-0,323;12,275;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"*i_0367";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;22,436;-0,244
"*i_0366";-0,252;-0,323;-0,282;10,216;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;13,957;-0,189;-0,244;-0,377;-0,244
"*postComments_88";-0,885;3,962;-0,99;0,887;0,569;1,071;0,275;-1,26;-0,647;-0,547;-0,801;6,06;-0,663;-0,857;-1,323;0,051
"*postDate_6-11-2025";-2,673;0,26;-1,219;-0,493;1,72;-1,46;10,27;-1,922;-1,956;-0,22;-0,033;5,326;0,006;-0,076;0,587;0,153
"*i_0365";-0,189;-0,242;3,494;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*postComments_51";24,017;-0,728;0,301;-0,744;6,977;-0,696;-0,406;-0,809;-0,416;-0,351;-0,514;-0,568;-0,426;-0,55;-0,85;0,479
"*i_0364";-0,126;-0,162;-0,141;-0,165;4,341;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;-0,094;-0,122;4,358;-0,122
"*i_0363";-0,252;-0,323;-0,282;-0,33;22,359;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0362";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_47";3,744;-1,459;-1,274;-1,492;-1,709;-0,07;2,035;0,199;1,931;-0,704;0,001;-1,139;-0,853;-1,103;8,447;0,961
"*i_0361";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;19,258;2,74;-0,377;-0,244
"*i_0360";-0,315;1,138;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;2,094;10,431;-0,236;-0,305;-0,472;1,878
"*postComments_211";-0,315;1,138;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;2,094;10,431;-0,236;-0,305;-0,472;1,878
"*i_0359";-0,189;-0,242;-0,212;-0,248;-0,284;3,091;6,143;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0358";-0,252;26,424;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
