"";"";"";"";"klaunzer";""
"678";"national";"-0.450063451931804";"-0.103970188621629";"0.820107982541776";"1079"
"679";"google";"-0.220520674587378";"-0.794585142202706";"0.820043113532944";"1080"
"680";"véhicule";"-0.489227116356957";"-1.01999808334234";"0.820022665693204";"1081"
"681";"intervention";"-0.479498300041533";"-1.11405265050698";"0.819760369266192";"1082"
"682";"touristique";"0.785615937677569";"0.071891402151587";"0.819758959070348";"1083"
"683";"centre_ville";"1.72871598250021";"-0.0161061059139771";"0.819758959070348";"1084"
"684";"trancher";"-0.359258410437362";"-0.665151966130276";"0.819758959070348";"1085"
"685";"bulle";"-0.294763157216298";"-0.557356339301657";"0.819758959070348";"1086"
"686";"écraser";"-0.483476337040588";"0.664436652755405";"0.819758959070348";"1087"
"687";"usager";"-0.381242677630202";"-0.451234688867773";"0.819758959070348";"1088"
"688";"suffisamment";"-0.295452790395728";"-0.634087529435448";"0.819758959070348";"1089"
"689";"automobile";"-0.322565836715044";"-0.292914826214527";"0.819758959070348";"1090"
"690";"subir";"0.220104504502834";"-0.206802840040243";"0.819756138678659";"1091"
"691";"virus";"-0.31531802041679";"-0.480609323340848";"0.819681398298919";"1092"
"692";"sensibilisation";"0.507744297939689";"-0.314778719799744";"0.819681398298919";"1093"
"693";"objectif";"-0.0445895971927673";"-0.5406931151276";"0.819610888506712";"1094"
"694";"alémanique";"-0.374752901971422";"-0.168838403853039";"0.819390897955024";"1095"
"695";"âgé";"-0.124420081990115";"-0.218382508862295";"0.81915539524905";"1096"
"696";"lumière";"-0.169605663720233";"-0.363405357429294";"0.81915539524905";"1097"
"697";"tendance";"-0.137971167363198";"-0.490159440819468";"0.81915539524905";"1098"
"698";"vitrail";"-0.489684445010182";"0.502910944847384";"0.819115204667492";"1099"
"699";"plaisir";"-0.51855419185242";"0.155545172946988";"0.819115204667492";"1100"
"700";"mélanie";"-0.51855419185242";"0.155545172946988";"0.819115204667492";"1101"
"701";"chanter";"-0.489684445010182";"0.502910944847384";"0.819115204667492";"1103"
"702";"thème";"-0.448988753601067";"0.0762643017182978";"0.819115204667492";"1104"
"703";"communal";"-0.351296015324675";"-0.66364053887944";"0.818838806282038";"1105"
"704";"plaque";"0.217340272872321";"-0.359285154673929";"0.818828229813207";"1106"
"705";"contribution";"0.339778692924812";"-0.443146791366995";"0.818828229813207";"1107"
"706";"strict";"-0.357655248475862";"-0.595036901718569";"0.818828229813207";"1108"
"707";"avenir";"-0.0244140325499754";"-0.406187494675046";"0.818636443178402";"1109"
"708";"demander";"0.028619014473215";"-0.501509629663168";"0.818534909077623";"1110"
"709";"universitaire";"-0.236795380817627";"-0.856585189291509";"0.818288829902818";"1114"
"710";"brûler";"-0.354345637972759";"-1.0135102962731";"0.818288829902818";"1115"
"711";"jelassi";"-0.334799688094005";"-0.862462035395719";"0.818288829902818";"1116"
"712";"individuel";"-0.476992257775305";"-0.0936477266821193";"0.818288829902818";"1117"
"713";"consulter";"0.487935626890254";"-0.727704096804762";"0.818288829902818";"1118"
"714";"respecter";"0.1109111736216";"-0.837359829675347";"0.818139349143338";"1119"
"715";"hauteur";"-0.391602259638559";"-0.453210440884065";"0.818139349143338";"1120"
"716";"urbain";"0.828995088249219";"-0.153146265814449";"0.818139349143338";"1121"
"717";"sécuriser";"-0.411888381659192";"-0.876958421336349";"0.818139349143338";"1122"
"718";"baser";"-0.117102060117874";"-0.914685024627466";"0.818074480134507";"1123"
"719";"emji_stéthoscope";"-0.314779089376921";"-0.918573488316016";"0.817993393873468";"1125"
"720";"hôpital";"-0.346572340782499";"-0.871989719185127";"0.817764942146716";"1128"
"721";"inclure";"-0.147583920357572";"-0.41692834204567";"0.817729687250612";"1129"
"722";"décharge";"-0.297728972891973";"-0.731108001719563";"0.817647190793729";"1130"
"723";"vélo";"-0.471369000646041";"0.661659833850581";"0.817647190793729";"1131"
"724";"coprésidente";"-0.329347620719561";"-0.524163793234022";"0.817647190793729";"1132"
"725";"asile";"-0.297728972891973";"-0.731108001719563";"0.817647190793729";"1133"
"726";"bâtiment";"-0.162666298050168";"-0.61794686871996";"0.81721990145295";"1134"
"727";"susciter";"-0.323215964312628";"0.00785103953446183";"0.817121892841782";"1135"
"728";"renoncer";"-0.447977246746783";"-0.251923922072339";"0.816979463061522";"1136"
"729";"essentiel";"-0.358025426316752";"-0.582529406799208";"0.81691741444438";"1137"
"730";"marché";"-0.0674092721845826";"-0.0267028739369364";"0.816868762687756";"1138"
"731";"adulte";"-0.0887736151229444";"-0.637314431172267";"0.816712230949055";"1139"
"732";"adolescent";"-0.333854597335025";"-0.639838603967606";"0.816644541548536";"1140"
"733";"obligation";"-0.294700975169725";"-0.660584176703469";"0.816595889791913";"1141"
"734";"couvrir";"0.030969521298094";"-0.605999624987079";"0.816595889791913";"1142"
"735";"retourner";"-0.399035795202612";"-0.948505654842316";"0.816453460011653";"1144"
"736";"alimentaire";"-0.337935302202271";"-0.878555958924306";"0.816449934522043";"1145"
"737";"emji_symbole_d_avertissement";"-0.217645342693488";"-0.857895430124945";"0.816449934522043";"1146"
"738";"kilomètre";"-0.18274476316487";"-0.12618043125501";"0.81631314552516";"1147"
"739";"éviter";"-0.406538581829235";"-0.357921218961666";"0.816252507103862";"1148"
"740";"fortune";"-0.29908611886284";"-0.623139552796153";"0.816060015371135";"1149"
"741";"critère";"0.123056643131421";"-0.379856235015722";"0.816060015371135";"1150"
"742";"nouvelle";"-0.250104034077277";"0.24642709798409";"0.81601770949581";"1151"
"743";"berner";"-0.106512056857778";"-0.127073561976654";"0.815852011484122";"1152"
"744";"sévir";"-0.277546681783604";"-0.801183764738187";"0.815796308748278";"1153"
"745";"mauvais";"-0.302422822833536";"-0.559933687503654";"0.815720863270616";"1154"
"746";"scolaire";"-0.266308635497389";"-0.754040873799905";"0.81546068213737";"1155"
"747";"aller";"-0.451858161879667";"0.478640625973684";"0.815305560594513";"1156"
"748";"espace";"-0.226611775317861";"-0.116526370742611";"0.814967818689838";"1157"
"749";"ère";"-0.0445700581800285";"-0.452685064200492";"0.814967818689838";"1158"
"750";"choix";"-0.310648595541297";"-0.482915222407187";"0.814900834387241";"1159"
"751";"introduire";"-0.035254612822061";"-0.250712544332392";"0.814900834387241";"1160"
"752";"controverse";"-0.290659312115966";"-0.654925121623929";"0.814704817164904";"1161"
"753";"équipage";"-0.436093911942864";"-1.00879570453673";"0.814704817164904";"1162"
"754";"éboulement";"-0.399614132674891";"-0.74012032440603";"0.814704817164904";"1163"
"755";"tabagisme";"-0.290659312115966";"-0.654925121623929";"0.814704817164904";"1164"
"756";"spacex";"-0.399614132674891";"-0.74012032440603";"0.814704817164904";"1165"
"757";"raisonnable";"-0.338459843137694";"-0.119725091213115";"0.814704817164904";"1166"
"758";"octroyer";"-0.321736683213231";"-0.703444489974352";"0.814704817164904";"1167"
"759";"multiplication";"-0.298404601963572";"-0.550590197258496";"0.814704817164904";"1168"
"760";"féliciter";"-0.292122043973118";"-0.560460946358332";"0.814704817164904";"1169"
"761";"fumeur";"-0.301016722453108";"-0.584011338882552";"0.814704817164904";"1170"
"762";"emji_marteau_et_clé_à_molette";"-0.373376452664823";"-0.235053716311951";"0.814704817164904";"1171"
"763";"emji_jeune_pousse";"-0.290659312115966";"-0.654925121623929";"0.814704817164904";"1172"
"764";"anne";"-0.338459843137694";"-0.119725091213115";"0.814704817164904";"1174"
"765";"admettre";"-0.298404601963572";"-0.550590197258496";"0.814704817164904";"1175"
"766";"populaire";"-0.213660209871478";"-0.115487982557809";"0.814638537960229";"1176"
"767";"public";"-0.199928092168354";"-0.25770772508134";"0.814111829812438";"1178"
"768";"domaine";"0.573310382266814";"-0.47345565843946";"0.813971515325944";"1179"
"769";"ouvert";"-0.350344527209061";"0.0724644123272329";"0.81389536475036";"1180"
"770";"offrir";"-0.0625970935901226";"-0.173538868505453";"0.813881262791919";"1181"
"771";"portée";"0.0047428293735843";"-0.112831916021359";"0.813853763972958";"1182"
"772";"stabilité";"-0.409919212196904";"-0.845917585764098";"0.813853763972958";"1183"
"773";"retirer";"-0.349996645601992";"-0.506050740727085";"0.81374940948049";"1184"
"774";"institution";"0.0615455901920868";"-0.153937709095274";"0.81374940948049";"1185"
"775";"massimo";"2.61906576153815";"0.094257292863332";"0.813629542833737";"1187"
"776";"pexels";"1.44661407098247";"-0.085343367393489";"0.813522367949582";"1191"
"777";"option";"-0.289732506942187";"-0.612189762914813";"0.813140909973738";"1192"
"778";"rapidité";"-0.286479936217658";"-0.574550158374462";"0.813140909973738";"1193"
"779";"rallier";"-0.310452467702309";"-0.731622914006613";"0.813140909973738";"1195"
"780";"mâchefers";"-0.279375096605044";"-0.68310354565619";"0.813140909973738";"1196"
"781";"dénivelé";"-0.592747674346477";"1.4811034246619";"0.813140909973738";"1197"
"782";"débattre";"-0.239720844531933";"-0.667656838760313";"0.813140909973738";"1198"
"783";"contourner";"-0.327175627626773";"-0.147903515245376";"0.813140909973738";"1199"
"784";"calculer";"-0.287120386452651";"-0.578768621290758";"0.813140909973738";"1200"
"785";"aop";"-0.279375096605044";"-0.68310354565619";"0.813140909973738";"1202"
"786";"exemple";"-0.119336509701613";"-0.39716508876883";"0.81282573120257";"1203"
"787";"romand";"0.144450601698683";"-0.0334314339746889";"0.812590228496597";"1204"
"788";"découvrir";"0.419572329967672";"0.71625229739112";"0.810646978623354";"1208"
"789";"journée";"0.355172921095057";"-0.307873797293989";"0.809855153656862";"1209"
"790";"olivier";"1.81035646259127";"-0.0745277519224103";"0.807574866976867";"1211"
"791";"voir";"0.106431570315871";"0.70701723910192";"0.806800669458427";"1212"
"792";"suivre";"0.339950376371484";"0.367347214874622";"0.806596896158947";"1213"
"793";"tschani";"0.953234354097718";"-0.574783272816763";"0.806204861714273";"1214"
"794";"opportunité";"1.07263615435252";"0.292072201368983";"0.806204861714273";"1216"
"795";"vrai";"1.09315606938455";"0.00361612833766552";"0.806204861714273";"1217"
"796";"construction";"1.00421849312675";"-0.140491771132935";"0.806204861714273";"1219"
"797";"suite";"0.0484406291326858";"0.262873152678774";"0.805913656272455";"1220"
"798";"emji_caméra";"0.635852639077382";"-0.0798351633505948";"0.80455704787038";"1221"
"799";"daphné";"1.57958861059172";"0.130890740993883";"0.804263727134796";"1222"
"800";"réputation";"1.48163165060493";"-0.0209997816132994";"0.804263727134796";"1225"
"801";"retarder";"1.4783790798804";"-0.0586393861536505";"0.804263727134796";"1227"
"802";"chauffeur";"1.51391619329989";"0.25202967967922";"0.804263727134796";"1234"
"803";"votations";"1.58587116858218";"0.121019991894049";"0.804263727134796";"1235"
"804";"viticulture";"1.55950910006659";"0.0156760528183788";"0.804263727134796";"1236"
