"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"*i_0692";0,182;1;0,226;1;1;1;1;0,338;1;1;1;0,182;1;1;1;0,171
"*i_0691";1;1;1;1;1;1;1;1;0,045;1;0,082;0,106;1;1;1;0,098
"*i_0690";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_172";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0689";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,171
"*i_0688";1;1;0,499;1;1;1;1;1;1;1;1;1;0,005;0;1;0,411
"*i_0687";1;1;0,137;1;0,003;1;1;1;0,045;1;1;1;1;1;1;1
"*i_0686";1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;0,007
"*postComments_118";1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;0,007
"*i_0685";1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;0,037;1
"*postComments_196";1;1;1;1;1;1;1;1;1;1;1;1;1;0,007;0,037;1
"*i_0684";1;1;1;1;1;1;1;0,032;1;1;0,005;1;1;1;1;1
"*i_0683";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,098
"*postLikes_14600";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,098
"*i_0682";1;1;0,226;1;1;1;1;0,338;0;1;1;1;1;1;0,363;1
"*i_0681";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_2-12-2025";0,572;1;0,018;1;1;1;1;0,566;0,27;0,023;1;0,049;1;1;1;1
"*i_0680";1;1;1;1;1;1;1;1;1;1;0,082;0;1;1;1;1
"*postComments_805";1;1;1;1;1;1;1;1;1;1;0,082;0;1;1;1;1
"*i_0679";1;1;1;0,093;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0678";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0677";1;0,001;1;1;1;0,166;1;1;0,045;1;1;1;1;1;1;1
"*postComments_472";1;0,001;1;1;1;0,166;1;1;0,045;1;1;1;1;1;1;1
"*i_0676";1;1;1;1;1;1;1;1;1;0,001;1;0,008;1;1;1;1
"*postComments_279";1;1;1;1;1;1;1;1;1;0,001;1;0,008;1;1;1;1
"*i_0675";1;1;1;1;1;1;1;0;0,045;1;1;1;1;1;1;1
"*postLikes_7700";1;1;1;0,179;1;1;0,18;0,229;0,855;1;1;1;0;0,37;1;1
"*i_0674";0,106;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,098
"*i_0673";1;1;1;1;1;1;1;0,032;1;0,001;1;1;1;1;1;1
"*postReposts_153";1;0,005;1;1;1;1;1;0,096;0,669;0,05;1;0,903;1;1;0,513;1
"*i_0672";0,008;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1
"*i_0671";1;1;1;1;0,483;1;1;1;0,143;0,095;1;0,265;1;1;0,031;1
"*postComments_205";1;1;1;1;0,483;1;1;1;0,143;0,095;1;0,265;1;1;0,031;1
"*i_0670";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_905";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0669";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0668";1;1;1;1;0,244;1;0,041;1;1;1;1;1;1;1;0,003;1
"*postLikes_1800";1;1;1;1;1;1;0;0,193;0,169;1;1;0,495;1;1;0,243;0,836
"*postDate_1-12-2025";0,953;0,852;1;1;1;0,165;1;1;1;1;0,388;0,013;1;1;0,154;0,01
"*i_0667";1;1;1;1;1;1;1;1;1;1;0,082;0;1;1;1;0,098
"*postReposts_238";1;1;1;1;1;1;1;1;1;1;0,082;0;1;1;1;0,098
"*i_0666";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0665";1;1;1;1;1;0,265;1;1;1;1;0,148;0,001;1;1;1;0,171
"*i_0664";1;1;0,062;0,093;1;1;1;1;1;1;1;1;1;1;1;0,04
"*i_0663";1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,242;1
"*i_0662";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0661";1;0,088;1;1;1;1;1;1;0,015;1;1;1;1;1;1;0,04
"*i_0660";0;1;1;1;1;1;1;1;1;1;1;0,182;1;1;1;0,171
"*i_0659";1;1;1;1;0;0,013;1;1;1;0,095;1;1;1;1;1;1
"*i_0658";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_8";1;1;0,193;1;1;1;0,015;1;0,297;1;0,984;1;0;0;0,273;1
"*i_0657";1;1;0,411;1;1;1;1;0,559;1;1;0,007;0,011;1;1;1;0,331
"*i_0656";0,509;1;1;0,693;0,146;0,08;1;1;1;1;0,447;1;1;0,033;1;1
"*postComments_267";1;0,666;1;0,688;0,07;0,026;1;1;1;1;0,057;1;1;0,413;1;1
"*postDate_30-11-2025";1;1;1;1;1;0;1;1;1;0;1;0,001;1;1;1;1
"*i_0655";1;1;1;1;1;0,019;1;1;1;1;1;0,008;1;1;1;1
"*postComments_139";1;1;1;1;1;0,019;1;1;1;1;1;0,008;1;1;1;1
"*i_0654";1;1;1;1;1;0,019;1;1;1;1;1;0,008;1;1;1;1
"*postComments_49";1;1;1;1;0,791;0,646;1;1;1;1;1;0,509;1;0;0,789;1
"*i_0653";1;1;1;1;1;1;1;1;1;0,001;1;0,008;1;1;1;1
"*postLikes_9700";0,348;1;0,019;1;1;1;1;1;0,202;0,001;1;0,348;1;1;1;1
"*postComments_197";1;1;1;1;0,791;1;1;0,753;1;0,244;0,447;0,038;0;1;1;1
"*i_0652";1;1;1;0,093;1;0,079;1;1;1;0,007;1;1;1;1;1;1
"*postComments_169";1;1;1;0,403;0;0,366;1;1;1;0,095;1;1;1;1;1;1
"*i_0651";1;1;1;1;1;0;1;1;1;0,025;1;1;1;1;1;1
"*postComments_409";1;1;1;1;1;0;1;1;1;0,025;1;1;1;1;1;1
"*i_0650";1;1;1;1;1;1;1;1;1;0,001;1;0,008;1;1;1;1
"*i_0649";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_957";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0648";1;1;1;1;1;0;1;1;1;0,007;1;1;1;1;1;1
"*i_0647";1;1;1;1;1;1;1;1;1;0,001;1;0,008;1;1;1;1
"*postLikes_6200";0,005;0,021;1;1;1;1;1;1;1;0,018;0,083;0,723;1;1;1;0,7
"*postComments_175";1;0,006;1;1;1;1;1;1;1;0;1;0,182;1;1;1;1
"*i_0646";1;1;1;1;1;1;0,013;1;1;0,007;1;1;0,016;1;1;1
"*i_0645";1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1
"*i_0644";1;1;1;1;0,037;1;1;1;1;0,001;1;1;1;1;1;1
"*i_0643";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_29-11-2025";1;0,681;0,5;1;0,913;1;0,116;0,016;0,433;0,061;1;1;1;0,759;1;1
"*i_0642";1;1;0,226;1;1;1;1;0,338;0;1;1;1;1;1;1;1
"*i_0641";0,182;1;1;1;1;1;1;0,01;1;0,055;1;0,182;1;1;1;1
"*i_0640";1;1;0,013;1;1;1;1;1;1;1;1;1;1;1;0,037;1
"*i_0639";1;1;1;1;0,365;1;1;0,01;1;0,055;1;0,182;1;1;1;1
"*i_0638";1;0;1;1;0,06;1;1;1;1;1;0,297;1;1;1;1;1
"*i_0637";1;1;1;0;1;1;0,084;1;1;0,055;1;1;1;1;1;1
"*postLikes_4000";1;0,387;0,057;0,113;0,188;0,871;0,004;1;1;0,947;1;1;1;1;1;0,627
"*postComments_207";1;1;1;0;1;1;0,084;1;1;0,055;1;1;1;1;1;1
"*i_0636";1;1;1;1;1;1;0,041;1;1;1;1;1;1;0;1;1
"*i_0635";1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_103";1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0634";1;1;1;1;0,365;1;1;0;1;1;1;1;1;1;0,363;1
"*i_0633";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*i_0632";1;1;1;1;1;1;1;0,113;1;1;1;0,044;1;1;1;0,04
"*postDate_28-11-2025";0,002;0,852;1;0,885;1;1;1;0;1;0,378;1;1;0,583;1;1;0,909
"*i_0631";0,044;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0630";1;1;1;1;0,791;1;1;0;1;1;0,447;1;0;1;1;1
"*postLikes_10600";1;1;1;1;0,791;1;1;0;1;1;0,447;1;0;1;1;1
"*postComments_245";1;1;1;1;0,791;1;1;0;1;1;0,447;1;0;1;1;1
"*i_0629";1;1;1;0,19;1;1;1;0,002;1;1;1;1;1;1;0,242;1
"*i_0628";1;0;1;1;1;0,265;1;0,338;1;1;1;1;1;1;1;1
"*i_0627";1;1;0;1;1;1;1;0,222;1;0,025;1;1;1;1;1;1
"*i_0626";1;1;1;0;1;1;1;1;1;1;1;0,182;1;1;1;0,171
"*i_0625";0;1;1;1;1;1;1;1;1;0,025;1;1;1;1;1;1
"*i_0624";1;0,088;1;1;1;1;1;0,113;1;0,007;1;1;1;1;1;1
"*i_0623";1;1;0,137;1;1;1;1;0,222;0,045;1;1;1;1;1;0,242;1
"*i_0622";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,171
"*i_0621";1;0,182;1;1;1;1;1;0,222;0,045;1;1;1;1;1;1;0,098
"*postReposts_272";1;0,182;1;1;1;1;1;0,222;0,045;1;1;1;1;1;1;0,098
"*postDate_27-11-2025";0,207;1;1;1;1;1;1;0,177;0,867;0,258;1;1;0;1;1;0,059
"*i_0620";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0619";1;1;1;1;0;1;1;0,113;1;1;1;1;1;1;1;1
"*i_0618";1;1;0,226;0,006;1;1;1;1;1;0,055;1;0,182;1;1;1;1
"*i_0617";1;1;1;1;0,594;1;1;0,559;1;1;0,297;0,348;0;1;1;1
"*postLikes_18800";1;1;1;1;0,594;1;1;0,559;1;1;0,297;0,348;0;1;1;1
"*postReposts_157";1;1;1;1;0,594;1;1;0,559;1;1;0,297;0,348;0;1;1;1
"*i_0616";1;1;0,062;1;1;1;1;0,113;1;1;1;1;1;1;1;0,04
"*postLikes_21700";1;1;0,062;1;1;1;1;0,113;1;1;1;1;1;1;1;0,04
"*postReposts_1000";1;1;0,062;1;1;1;1;0,113;1;1;1;1;1;1;1;0,04
"*i_0615";1;1;1;0,19;1;1;1;0,222;0,045;1;1;1;1;1;1;0,098
"*i_0614";0;1;1;1;1;1;1;1;1;0,025;1;1;1;1;0,242;1
"*i_0613";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_10900";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postComments_203";1;1;1;1;0;1;1;1;1;0,095;1;1;1;1;1;1
"*i_0612";1;1;1;1;0,244;0,001;1;1;1;1;1;1;1;1;1;0,098
"*i_0611";1;1;1;1;1;1;1;1;1;1;0,373;1;0;1;1;1
"*i_0610";1;1;1;1;1;1;1;1;1;0,001;0,005;1;1;1;1;1
"*i_0609";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,098
"*postComments_103";0,001;1;0,663;1;0,878;0,005;1;1;1;1;1;1;1;1;1;0,052
"*i_0608";1;1;1;1;1;1;1;0,222;0,045;1;1;1;1;1;0,242;0,098
"*i_0607";0,044;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0606";1;0,001;1;0,19;1;1;1;1;1;1;1;1;1;1;1;0,098
"*postComments_561";1;0,001;1;0,19;1;1;1;1;1;1;1;1;1;1;1;0,098
"*postReposts_89";1;0,092;1;0,693;1;1;1;0,006;1;0,244;1;0,509;1;1;1;0,489
"*i_0605";1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postDate_26-11-2025";0,151;0,179;0,244;1;0,159;0,049;0,103;1;1;1;0,609;1;1;1;1;1
"*i_0604";1;1;1;1;0,365;0,004;1;1;1;1;0,148;1;1;1;1;0,171
"*postComments_115";1;1;1;1;0,365;0,004;1;1;1;1;0,148;1;1;1;1;0,171
"*i_0603";1;1;1;1;1;1;0;1;1;1;0,082;0,106;1;1;1;1
"*postReposts_76";1;1;1;1;1;1;0;1;1;1;0,082;0,106;1;1;1;1
"*i_0602";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_13100";0;1;1;1;1;1;1;1;1;1;0,373;1;0,275;1;1;1
"*postComments_77";0;1;1;1;1;1;1;0,595;0,008;0,642;0,244;1;1;1;1;0,981
"*postReposts_113";0;1;1;0,004;1;1;1;1;1;1;0,447;1;1;1;0,789;1
"*i_0601";0,106;0,001;1;1;1;0,166;1;1;1;1;1;1;1;1;1;1
"*i_0600";1;1;0,013;1;1;1;0,001;1;1;1;1;1;1;1;1;1
"*i_0599";0,182;1;1;1;1;1;0;1;1;1;0,148;1;0,095;1;1;1
"*i_0598";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*i_0597";1;1;0;1;1;0,366;1;1;1;1;1;1;1;1;1;1
"*i_0596";1;1;1;1;1;0;1;1;1;1;1;0,044;1;1;1;1
"*postComments_58";0,084;1;0,003;1;1;1;1;0,723;0,017;1;1;0,863;1;1;0,785;0,828
"*i_0595";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0594";1;0,022;1;1;1;1;1;1;1;1;1;1;1;1;0,037;1
"*i_0593";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;0,037;1
"*i_0592";1;1;1;1;0,037;0,019;1;1;1;1;1;1;1;1;1;1
"*i_0591";1;0,088;1;1;1;1;1;0,113;1;1;0,032;1;1;1;1;1
"*postReposts_105";1;0,182;1;1;1;1;1;0,002;1;1;0,082;1;1;1;1;1
"*i_0590";1;1;1;0;1;1;1;0,452;1;0,095;1;0,265;1;1;1;1
"*postReposts_58";1;1;1;0;1;1;0,298;1;1;0,879;0,482;0,001;1;1;0,988;0,542
"*i_0589";1;1;1;1;0,244;0,166;1;1;1;1;1;0,106;1;1;1;0,098
"*postDate_25-11-2025";1;0,149;0;1;0,576;1;1;1;1;1;1;0,697;1;1;0,931;0,651
"*i_0588";1;0,034;1;1;0,001;1;1;1;1;0,142;1;0,348;1;1;1;1
"*i_0587";1;1;0,319;1;1;1;1;0,452;1;1;1;0,265;0,151;0,004;1;1
"*i_0586";1;1;0;1;1;1;1;1;1;0,095;1;1;1;1;1;1
"*i_0585";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0584";1;1;1;1;0,128;1;1;1;0,015;1;1;1;1;1;1;0,04
"*i_0583";1;1;1;1;1;1;1;0,113;1;1;1;1;1;1;0;1
"*i_0582";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0581";1;1;0,003;1;1;1;1;1;1;1;0,148;0,182;1;1;1;0,171
"*i_0580";1;0,088;1;1;0,128;1;0,013;1;1;1;1;1;1;1;1;1
"*postComments_70";1;1;1;0,576;0,04;1;0;1;1;0,685;0,002;0,35;1;1;1;1
"*postReposts_303";1;0,059;1;1;0,697;0,558;0,253;0,66;1;0,192;0,373;1;1;1;1;1
"*i_0579";1;1;1;0;1;1;1;1;1;1;0,082;1;1;1;1;1
"*i_0578";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,171
"*i_0577";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0576";1;1;0;1;1;1;1;0,01;1;1;1;1;1;1;1;1
"*postComments_166";1;0,131;0,003;1;0,878;1;1;0,012;1;0,297;1;1;1;1;1;1
"*postReposts_349";1;1;0;1;1;1;1;0,01;1;1;1;1;1;1;1;1
"*i_0575";1;1;1;1;1;0,001;1;1;1;1;1;0,106;1;1;1;0,098
"*postComments_321";1;1;1;1;1;0,001;1;1;1;1;1;0,106;1;1;1;0,098
"*postReposts_85";1;1;1;1;1;0,001;1;1;1;1;1;0,106;1;1;1;0,098
"*postDate_24-11-2025";1;1;1;0,051;1;1;1;1;0,032;1;0,021;0,153;1;0,032;0,983;1
"*i_0574";1;1;1;1;1;1;0,084;1;0;1;1;1;1;1;1;1
"*i_0573";1;1;1;0,19;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0572";0,182;1;1;0,006;1;1;1;1;1;1;1;1;1;0,171;0,363;1
"*i_0571";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*i_0570";1;1;1;0,093;1;0,079;1;1;1;1;0,032;1;1;1;1;1
"*postComments_102";1;1;1;0;1;0,804;1;1;1;0,35;0,06;0,656;1;1;1;0,633
"*i_0569";1;1;1;1;0,037;1;1;1;1;1;1;1;0,002;1;1;1
"*postLikes_11600";0;1;1;1;0,594;1;1;1;1;0,142;1;1;0,212;1;1;1
"*postReposts_233";1;1;1;1;0,037;1;1;1;1;1;1;1;0,002;1;1;1
"*i_0568";1;1;1;0;1;1;1;1;1;1;1;0,106;1;1;1;1
"*i_0567";1;1;1;1;1;1;1;1;1;1;0,032;1;1;1;0;1
"*i_0566";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0565";1;1;1;1;1;1;1;0,222;1;1;1;0;1;1;1;1
"*i_0564";1;1;0;1;1;1;1;0,222;1;1;1;1;1;1;1;0,098
"*i_0563";1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;0,037;1
"*i_0562";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_23-11-2025";0,397;1;1;1;1;0,302;1;0,004;0,457;0,009;1;1;1;1;0,256;1
"*i_0561";1;1;1;1;1;0;1;0,338;1;0,055;1;1;1;1;1;1
"*i_0560";1;1;1;0,19;1;1;1;1;1;0,025;1;1;1;0;1;1
"*i_0559";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0558";1;1;1;1;0;1;1;1;1;0,007;1;1;1;1;1;1
"*i_0557";1;1;1;1;1;1;0,013;0,113;1;1;1;1;1;1;0,127;1
"*i_0556";1;1;1;1;1;0;1;1;1;1;0,032;1;1;1;1;1
"*i_0555";1;1;1;0,006;1;1;1;0,01;1;1;1;1;1;1;1;0,171
"*postLikes_14100";1;1;1;0,006;1;1;1;0,01;1;1;1;1;1;1;1;0,171
"*postComments_138";0,787;0,277;1;0,291;1;1;1;0,051;1;1;0,713;0,148;1;1;1;0,763
"*postReposts_210";1;0,588;1;0,064;0,697;1;1;0,084;1;1;1;0,43;1;1;1;0,411
"*i_0554";1;0;1;1;1;1;1;1;1;0,025;1;1;1;1;1;1
"*postComments_109";1;0;1;1;0,06;1;1;1;1;0,142;1;1;1;1;1;1
"*i_0553";0;1;1;1;1;1;1;1;1;0,055;1;1;1;1;1;1
"*postLikes_25800";0;1;1;1;1;1;1;1;1;0,055;1;1;1;1;1;1
"*postReposts_201";0;1;1;1;1;1;1;1;1;0,055;1;1;1;1;1;1
"*i_0552";1;1;1;1;1;1;1;0,222;0;1;1;1;1;1;1;1
"*i_0551";1;1;1;1;1;0,019;1;1;1;1;1;0,008;1;1;1;1
"*postDate_22-11-2025";1;1;1;1;0,007;1;0,156;0,005;1;0;1;0,937;0,029;1;1;1
"*i_0550";1;1;1;1;0;1;1;1;1;0,025;1;1;1;1;1;1
"*i_0549";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*i_0548";1;1;1;1;1;1;1;0;1;0,055;1;0,182;1;1;1;1
"*i_0547";1;0,022;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1
"*i_0546";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*i_0545";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0544";1;1;1;1;0;1;1;1;1;0,055;1;1;1;1;1;1
"*i_0543";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postComments_220";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*i_0542";1;1;1;1;1;0,019;1;1;1;1;1;1;1;1;1;0,007
"*i_0541";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_15800";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postReposts_203";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*i_0540";1;1;1;0,403;0;1;1;1;1;1;0,002;1;1;1;1;1
"*postLikes_953";1;1;1;0,403;0;1;1;1;1;1;0,002;1;1;1;1;1
"*postDate_21-11-2025";1;1;1;0,405;0,608;1;0,309;0,01;1;0,19;0,255;1;1;1;0,319;1
"*i_0539";1;0,182;1;1;0,244;1;1;0,222;1;0,025;1;1;1;1;1;1
"*i_0538";1;0,182;1;1;0,003;1;1;1;1;1;1;1;1;1;0,242;1
"*i_0537";1;1;1;1;1;1;0;1;1;0,055;1;1;1;1;0,363;1
"*postComments_122";1;1;1;1;1;0,558;0;1;1;0,192;0,373;1;1;1;0,694;1
"*i_0536";1;1;1;1;1;1;0,041;1;1;1;1;1;1;1;0;1
"*i_0535";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,098
"*i_0534";0;1;1;1;1;1;1;1;1;0,025;1;1;1;1;1;1
"*i_0533";1;0,286;1;1;1;1;1;0,01;1;1;1;1;0;1;1;1
"*postLikes_9200";1;0,588;1;1;1;1;0,253;0,084;1;1;1;1;0,005;1;0,098;1
"*postComments_131";1;0,017;1;1;1;0,013;1;0,03;1;0,685;0,975;1;0,176;1;1;1
"*i_0532";1;1;1;0,19;1;1;1;0,222;1;1;0,082;1;1;1;1;0,098
"*i_0531";1;0,286;1;1;1;0,265;1;0,338;1;0,055;0,148;1;1;1;1;1
"*postComments_162";1;0,286;1;1;1;0,265;1;0,338;1;0,055;0,148;1;1;1;1;1
"*i_0530";1;1;1;0;1;1;1;1;1;1;1;0,182;1;1;1;1
"*i_0529";1;1;0,226;1;1;1;1;0,01;1;1;1;1;1;1;0,363;0,171
"*i_0528";1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;0,037;1
"*postComments_235";1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;0,037;1
"*i_0527";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_20-11-2025";0,005;1;0,949;1;0,913;1;0,937;0,062;0,964;0,779;0,674;0,029;1;1;1;1
"*i_0526";0;1;0,226;1;1;1;1;1;1;1;1;0,182;1;1;1;1
"*postLikes_16000";0;1;0,583;1;1;1;1;0,126;0,326;1;1;0,509;1;1;1;1
"*postComments_255";0;1;0,226;1;1;1;1;1;1;1;1;0,182;1;1;1;1
"*postReposts_184";0;1;0,226;1;1;1;1;1;1;1;1;0,182;1;1;1;1
"*i_0525";1;1;1;1;1;1;1;1;1;1;1;0;1;0,04;1;1
"*i_0524";1;1;1;1;1;1;0,001;1;1;0,001;1;1;1;1;1;1
"*i_0523";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_150";1;0,76;0,087;1;1;1;1;0,838;1;1;1;0,059;1;0;1;1
"*i_0522";0,106;1;1;0,19;1;1;0,041;1;1;1;1;1;1;1;1;0,098
"*i_0521";1;1;1;1;1;1;1;0;1;1;1;0,106;1;1;1;1
"*i_0520";0;1;1;1;1;1;1;1;1;1;0,082;1;1;1;1;1
"*postLikes_17500";0;1;1;1;1;1;1;1;1;1;0,082;1;1;1;1;1
"*postReposts_93";0;1;1;1;1;1;1;1;1;1;0,082;1;1;1;1;1
"*i_0519";1;1;1;1;1;1;1;0,025;1;0,095;0,002;1;1;1;0,481;1
"*i_0518";1;1;0,003;1;1;1;1;0,338;0;1;1;1;1;1;1;1
"*i_0517";1;1;1;0,001;1;1;1;0,222;1;1;1;0,106;1;1;1;1
"*i_0516";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0515";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*i_0514";1;1;1;1;1;1;1;0,002;1;1;1;0,106;1;1;1;0,098
"*postDate_19-11-2025";0;1;1;0,463;1;1;1;0,579;0,531;1;0,791;0,477;1;1;0,333;0,439
"*i_0513";1;1;1;1;1;1;1;0,002;0,045;1;0,082;1;1;1;1;1
"*i_0512";0;1;1;1;0,365;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_10100";0;1;0,932;1;1;1;0,065;1;1;1;1;1;1;0;1;1
"*postReposts_102";0;0,012;1;1;0,259;1;1;0,917;1;0,35;1;1;1;1;1;1
"*i_0511";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_96";1;1;1;0,926;1;1;1;0,287;1;0,402;0;1;1;1;0,043;0,7
"*i_0510";0,044;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_23000";0,044;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postReposts_129";0,044;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0509";1;1;1;0;0,365;1;1;1;1;1;1;1;1;1;1;1
"*i_0508";1;1;0,062;1;1;1;1;1;0;1;1;1;1;1;1;1
"*i_0507";1;1;1;1;0,594;1;1;1;1;1;0,297;1;0,212;1;0;1
"*postReposts_61";1;1;1;1;0,957;0,804;1;0,229;1;1;0,06;1;0,463;1;0,001;1
"*i_0506";1;1;1;1;0,244;1;1;0,222;1;1;1;0;1;1;1;1
"*postLikes_679";1;1;1;1;0,244;1;1;0,222;1;1;1;0;1;1;1;1
"*i_0505";1;1;1;0,296;1;0,004;1;1;1;1;1;0,182;1;1;1;0,171
"*i_0504";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,25
"*i_0503";1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;0,007
"*postComments_580";1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;0,007
"*i_0502";1;1;1;1;1;1;1;1;1;1;1;1;0,016;0;1;1
"*postLikes_10300";1;0,588;0,499;1;1;1;1;0,66;1;1;1;0,022;0,275;0,019;1;1
"*postReposts_109";1;1;1;1;1;1;1;1;1;1;1;1;0,016;0;1;1
"*postDate_18-11-2025";1;1;1;0,864;0;0,069;1;1;1;1;1;0,449;1;1;0,206;1
"*i_0501";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0500";0,001;1;0,226;1;1;1;1;0,338;1;1;1;1;1;1;1;0,171
"*i_0499";1;1;1;1;0;1;1;1;1;0,007;1;1;1;1;1;1
"*i_0498";1;1;1;1;0,365;0,004;0,084;1;1;1;1;1;1;1;0,363;1
"*postComments_208";1;1;1;1;0,365;0,004;0,084;1;1;1;1;1;1;1;0,363;1
"*postReposts_73";1;0,085;0,003;1;0,581;0,407;0,106;1;1;1;1;1;0,122;1;1;1
"*i_0497";1;1;1;1;1;0,366;1;0,025;1;1;1;0,004;1;1;1;0,25
"*postLikes_9400";1;0,024;0,011;1;1;0,569;1;0,041;1;1;1;0,005;1;1;1;1
"*i_0496";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0495";1;1;0,013;1;1;1;1;1;1;1;1;0,008;1;1;1;1
"*i_0494";0,044;1;0,062;1;1;1;1;0,113;1;1;1;1;1;1;1;1
"*i_0493";1;1;1;0,19;0,244;0,001;1;1;1;1;1;1;1;1;1;1
"*i_0492";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*i_0491";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,171
"*i_0490";1;1;1;1;1;1;1;1;1;0,055;0,148;1;1;1;0;1
"*i_0489";1;0,088;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*i_0488";1;1;1;1;0,06;0;1;1;1;1;0,297;0,348;1;1;1;1
