"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"2537";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2538";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2539";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2540";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"2541";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2542";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2543";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2544";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2545";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2546";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"2547";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2548";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2549";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2550";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2551";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2552";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2553";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2554";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2555";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2556";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2557";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2558";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2559";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2560";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2561";2;4;6;6;6;6;6;17;17;17;17;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"2562";2;4;6;6;6;6;6;17;17;17;17;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"2563";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2564";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2565";2;4;6;6;6;6;6;17;17;17;17;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"2566";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2567";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"2568";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2569";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2570";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2571";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2572";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2573";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2574";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2575";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"2576";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2577";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2578";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2579";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2580";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2581";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2582";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2583";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2584";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2585";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2586";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2587";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2588";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2589";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2590";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2591";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2592";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"2593";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2594";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2595";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2596";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2597";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2598";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2599";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2600";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"2601";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;53;53;53;53
"2602";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2603";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2604";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2605";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;53;53;53;53
"2606";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2607";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2608";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2609";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2610";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2611";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2612";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2613";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"2614";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2615";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2616";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"2617";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2618";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2619";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2620";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2621";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"2622";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2623";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2624";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2625";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2626";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"2627";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2628";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2629";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2630";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2631";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;39;39;39;39;39;39;39;39;39;39;39
"2632";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2633";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"2634";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2635";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"2636";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2637";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"2638";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2639";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2640";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2641";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"2642";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"2643";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2644";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2645";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2646";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2647";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2648";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"2649";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2650";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2651";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2652";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2653";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"2654";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2655";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2656";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2657";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2658";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2659";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;48;48;48;48;48;48
"2660";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2661";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;35;35;35;35;35;35;35;35;35;35;35;35;35
"2662";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"2663";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2664";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"2665";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"2666";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2667";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2668";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2669";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2670";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2671";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2672";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2673";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2674";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2675";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2676";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2677";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;57;57
"2678";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2679";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2680";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2681";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2682";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2683";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;41;41;41;41;41;41;41;41;41;41
"2684";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2685";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2686";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2687";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;43;43;43;43;43;43;43;43;43
"2688";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2689";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2690";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2691";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2692";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2693";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2694";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2695";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"2696";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2697";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;35;35;35;35;35;35;35;35;35;35;35;35;35
"2698";2;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"2699";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2700";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2701";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2702";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2703";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2704";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2705";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2706";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2707";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2708";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2709";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2710";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"2711";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;51;51;51;51;51
"2712";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2713";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2714";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2715";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2716";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2717";2;4;7;8;10;12;14;14;14;14;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"2718";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2719";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2720";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;35;35;35;35;35;35;35;35;35;35;35;35;35
"2721";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2722";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2723";2;4;7;8;10;12;15;15;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"2724";2;4;6;6;6;6;6;17;17;17;17;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"2725";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2726";2;4;6;6;6;6;6;17;17;17;17;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"2727";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;37;37;37;37;37;37;37;50;50;50;56;56
"2728";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2729";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2730";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2731";2;4;6;6;6;6;6;17;17;17;17;24;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"2732";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;58
"2733";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;48;48;48;48;48;48
"2734";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"2735";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"2736";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;54;54;54
"2737";2;4;7;8;10;12;15;15;18;21;21;21;21;21;21;21;21;21;21;40;40;40;40;40;40;40;40;40;40
"2738";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;39;39;39;39;39;39;39;39;39;39;39
"2739";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2740";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2741";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2742";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2743";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2744";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2745";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;46;46;46;46;46;46;46
"2746";2;4;6;6;6;6;6;17;17;17;17;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"2747";2;4;6;6;6;6;6;17;17;17;17;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
"2748";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2749";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2750";2;4;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"2751";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2752";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;49;49;52;55;55;55
"2753";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2754";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2755";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2756";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;34;34;38;38;42;42;42;42;42;42;42;42;59
"2757";2;4;7;8;11;11;11;11;11;11;11;11;11;29;31;33;33;36;36;36;36;36;36;36;36;36;36;36;36
"2758";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
"2759";2;4;7;8;10;12;14;14;14;14;23;23;23;23;23;23;23;23;23;23;23;45;47;47;47;47;47;47;47
