"";"banalfreq";"X.rts_a";"X.rts_i"
"prendre";64;0,5972;-0,5972
"puis";17;-0,3801;0,3801
"sucre";12;-0,2206;0,2206
"vous";253;0,3035;-0,3035
"coeur";24;0,3635;-0,3635
"maintenant";31;0,7343;-0,7343
"tenir";11;1,359;-1,359
"ramasser";11;0,3346;-0,3346
"bon";102;-0,6476;0,6476
"nature";48;1,1826;-1,1826
"an";40;0,3433;-0,3433
"même";119;0,2919;-0,2919
"quand";126;0,6482;-0,6482
"t";36;-0,3998;0,3998
"toi";21;0,7021;-0,7021
"si";165;-0,8141;0,8141
"tout";169;-0,8074;0,8074
"monde";39;0,31;-0,31
"rester";51;-0,4216;0,4216
"autant";27;-0,4608;0,4608
"qu";289;0,8702;-0,8702
"pouvoir";153;-0,6099;0,6099
"empoisonner";16;0,3832;-0,3832
"essayer";16;-0,232;0,232
"me";71;1,374;-1,374
"croire";29;-1,094;1,094
"valoir";16;1,1799;-1,1799
"juste";41;-0,5164;0,5164
"tellement";31;-0,2885;0,2885
"pourtant";14;-0,5998;0,5998
"adorer";25;1,4686;-1,4686
"mal";46;-0,8412;0,8412
"retrouver";17;-0,3801;0,3801
"cette";129;1,8648;-1,8648
"emji_visage_avec_bouche_ouverte";20;0,6334;-0,6334
"comprendre";43;0,4529;-0,4529
"alors";71;-1,2605;1,2605
"sortir";14;-0,9691;0,9691
"décéder";15;-0,2758;0,2758
"rat";17;-1,4195;1,4195
"savoir";78;0,4899;-0,4899
"monsieur";12;0,3998;-0,3998
"encore";62;-1,982;1,982
"non";90;-1,8428;1,8428
"longtemps";13;-0,6992;0,6992
"vrai";33;-0,5412;0,5412
"cochon";19;-0,7741;0,7741
"très";95;1,8999;-1,8999
"intelligent";14;1,7297;-1,7297
"10";12;-0,4639;0,4639
"trouver";37;-0,3606;0,3606
"terre";11;0,3346;-0,3346
"sauf";11;1,359;-1,359
"certains";20;-0,685;0,685
"autres";49;-1,3801;1,3801
"trop";52;0,6453;-0,6453
"voir";139;0,4452;-0,4452
"souvent";16;-0,7371;0,7371
"parfois";16;1,1799;-1,1799
"entre";17;-0,3801;0,3801
"passer";29;-0,8002;0,8002
"autre";32;-0,4046;0,4046
"rapport";10;-0,6607;0,6607
"où";46;0,5764;-0,5764
"votre";24;-0,2464;0,2464
"beau";49;1,6013;-1,6013
"ville";14;0,5403;-0,5403
"rue";19;1,487;-1,487
"au";153;-0,5128;0,5128
"stériliser";18;1,3836;-1,3836
"chaque";12;0,3998;-0,3998
"partout";11;0,3346;-0,3346
"compagnie";32;-0,2558;0,2558
"fragile";15;1,0797;-1,0797
"plutôt";23;-0,2834;0,2834
"occuper";25;0,41;-0,41
"tes";11;0,3346;-0,3346
"ma";51;1,3766;-1,3766
"oui";63;0,3022;-0,3022
"oiseau";32;0,5399;-0,5399
"idée";15;-0,2758;0,2758
"là";51;0,6023;-0,6023
"chasse";28;0,5632;-0,5632
"pourquoi";30;-0,5017;0,5017
"problème";37;-0,5277;0,5277
"interdire";22;1,8024;-1,8024
"tête";11;0,3346;-0,3346
"tous";86;-0,3273;0,3273
"mdr";11;-0,2698;0,2698
"moment";12;0,3998;-0,3998
"feu";10;-1,1233;1,1233
"voisin";45;1,7097;-1,7097
"chez";58;1,4996;-1,4996
"merci";40;0,7185;-0,7185
"déjà";47;-0,5872;0,5872
"seul";47;1,8671;-1,8671
"quelle";23;-1,4174;1,4174
"adopter";38;-0,3248;0,3248
"ah";11;-0,5529;0,5529
"main";10;-0,6607;0,6607
"bah";12;-0,4639;0,4639
"espèce";39;-1,3933;1,3933
"te";18;-0,3264;0,3264
"foutre";11;0,3346;-0,3346
"deux";18;0,8529;-0,8529
"heure";11;-0,2698;0,2698
"exister";23;0,8456;-0,8456
"vouloir";71;-0,3018;0,3018
"pendant";25;0,6541;-0,6541
"attendre";13;1,6062;-1,6062
"maltraitance";26;-1,066;1,066
"cause";25;0,41;-0,41
"par";122;-1,3631;1,3631
"notre";38;-0,9066;0,9066
"jeune";10;-0,6607;0,6607
"lieu";11;-0,2698;0,2698
"moins";67;0,7157;-0,7157
"vite";10;0,6029;-0,6029
"chasser";30;0,6754;-0,6754
"importer";32;-0,8364;0,8364
"quoi";73;-0,7567;0,7567
"quelqu_un";10;0,2733;-0,2733
"emji_visage_faisant_un_clin_d_oeil";25;0,41;-0,41
"beaucoup";43;-0,2938;0,2938
"certaines";12;0,3998;-0,3998
"personne";79;-0,8187;0,8187
"emji_visage_boudeur";28;0,3569;-0,3569
"vétérinaire";15;-1,2681;1,2681
"air";12;0,3998;-0,3998
"traiter";14;1,7297;-1,7297
"mauvais";18;0,503;-0,503
"santé";18;-0,8749;0,8749
"tuer";62;0,6928;-0,6928
"habituer";10;0,6029;-0,6029
"perdre";23;-1,0388;1,0388
"question";14;-0,3279;0,3279
"seulement";14;-0,5998;0,5998
"respecter";16;-0,4425;0,4425
"éviter";12;-0,8164;0,8164
"mieux";43;0,3084;-0,3084
"leurs";52;1,1252;-1,1252
"naturel";27;-0,4608;0,4608
"ton";13;-0,3898;0,3898
"vivre";39;0,31;-0,31
"toutes";10;0,2733;-0,2733
"ces";79;-0,4035;0,4035
"ok";11;-0,9558;0,9558
"pigeon";34;1,7445;-1,7445
"genre";12;-0,4639;0,4639
"représenter";10;-0,6607;0,6607
"besoin";44;0,3399;-0,3399
"changer";15;0,6149;-0,6149
"eau";14;0,2758;-0,2758
"loup";23;-0,7247;0,7247
"etc";19;0,567;-0,567
"tant";33;-1,0323;1,0323
"habitat";16;0,3832;-0,3832
"sentir";24;-0,9376;0,9376
"arriver";15;-0,8447;0,8447
"fruit";11;0,3346;-0,3346
"avant";43;-1,0477;1,0477
"emji_visage_souriant_avec_une_goutte_de_sueur";20;-0,4284;0,4284
"france";14;-0,3279;0,3279
"enfin";12;-0,2206;0,2206
"exemple";17;-0,9892;0,9892
"graine";10;0,6029;-0,6029
"mon";77;0,2559;-0,2559
"4";12;-1,2836;1,2836
"chercher";13;0,4685;-0,4685
"plaisir";28;-0,2515;0,2515
"part";18;0,277;-0,277
"prédateur";11;0,3346;-0,3346
"peu";54;1,2459;-1,2459
"finir";22;0,2778;-0,2778
"ceux";48;0,337;-0,337
"blaireau";11;-0,2698;0,2698
"fou";12;-0,4639;0,4639
"population";13;-0,6992;0,6992
"aucun";21;-0,606;0,606
"également";10;-1,1233;1,1233
"emji_applaudissements";34;1,7445;-1,7445
"préférer";19;-0,4908;0,4908
"maltraiter";14;-1,4394;1,4394
"parce_que";41;-0,5164;0,5164
"venir";63;0,7352;-0,7352
"vos";25;-1,1722;1,1722
"2";28;0,5632;-0,5632
"chose";37;0,2487;-0,2487
"soin";16;0,6921;-0,6921
"ben";15;-0,2758;0,2758
"lui";47;0,3069;-0,3069
"objet";19;-0,4908;0,4908
"errant";17;0,4417;-0,4417
"maison";12;0,788;-0,788
"temps";33;-0,764;0,764
"année";30;-0,5017;0,5017
"toute";19;0,323;-0,323
"elles";14;-0,5998;0,5998
"instinct";12;-0,2206;0,2206
"demander";20;-1,013;1,013
"triste";15;-1,7884;1,7884
"fois";11;-0,2698;0,2698
"aucune";10;-0,3306;0,3306
"légume";14;0,2758;-0,2758
"créer";18;0,277;-0,277
"ici";11;-1,4847;1,4847
"revenir";11;0,6943;-0,6943
"oh";11;-0,9558;0,9558
"espérer";17;-0,3801;0,3801
"accord";18;0,277;-0,277
"pays";13;-1,6379;1,6379
"quel";20;0,6334;-0,6334
"aider";15;0,3278;-0,3278
"reproduire";12;0,788;-0,788
"sauver";15;-0,5151;0,5151
"continuer";16;-0,4425;0,4425
"écosystème";25;0,2423;-0,2423
"considérer";18;-0,8749;0,8749
"normal";11;-0,2698;0,2698
"surtout";28;-0,8809;0,8809
"gros";17;-1,4195;1,4195
"cela";31;0,7343;-0,7343
"poulet";16;0,3832;-0,3832
"connaître";21;-0,606;0,606
"mignon";19;0,9363;-0,9363
"ami";14;0,5403;-0,5403
"faune";23;1,909;-1,909
"alimentaire";10;0,6029;-0,6029
"point";16;0,3832;-0,3832
"poulailler";10;1,2354;-1,2354
"sûr";13;0,8836;-0,8836
"attaquer";11;0,6943;-0,6943
"dépendant";13;1,6062;-1,6062
"conscience";10;-0,6607;0,6607
"partie";12;1,4826;-1,4826
"côté";11;0,3346;-0,3346
"quelques";12;-0,2206;0,2206
"tomber";10;-0,3306;0,3306
"nuisible";23;1,2858;-1,2858
"mamie";10;1,2354;-1,2354
"droit";12;-0,4639;0,4639
"mère";11;1,359;-1,359
"pareil";15;1,0797;-1,0797
"meilleur";15;-0,5151;0,5151
"soir";22;1,1963;-1,1963
"nourriture";36;1,9227;-1,9227
"malheureusement";25;0,41;-0,41
"repas";10;-1,1233;1,1233
"forêt";17;-0,6436;0,6436
"poubelle";12;0,788;-0,788
"hérisson";20;1,5914;-1,5914
"détruire";23;-0,4736;0,4736
"super";18;-0,8749;0,8749
"carnivore";20;-1,414;1,414
"plein";20;0,3719;-0,3719
"canard";16;1,1799;-1,1799
"coup";13;0,8836;-0,8836
"apprendre";11;0,6943;-0,6943
"garder";17;0,7714;-0,7714
"céréale";12;0,788;-0,788
"famille";16;-0,4425;0,4425
"patte";10;-0,3306;0,3306
"cygne";12;1,4826;-1,4826
"tirer";10;0,2733;-0,2733
"nombre";15;1,0797;-1,0797
"campagne";10;0,2733;-0,2733
"3";20;-1,414;1,414
"emji_visage_qui_pleure_à_chaudes_larmes";17;-0,3801;0,3801
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";14;1,7297;-1,7297
"regarder";15;-0,2758;0,2758
"abandonner";20;-1,8895;1,8895
"assez";17;-0,3801;0,3801
"oeuf";16;-1,1193;1,1193
"malade";11;-0,2698;0,2698
"vieux";10;1,2354;-1,2354
"quartier";10;0,2733;-0,2733
"manquer";12;0,3998;-0,3998
"service";12;0,788;-0,788
"peur";14;0,5403;-0,5403
"état";11;-0,2698;0,2698
"commentaire";21;-0,906;0,906
"apporter";10;-0,6607;0,6607
"ainsi";13;0,8836;-0,8836
"vidéo";11;1,359;-1,359
"acheter";26;1,0743;-1,0743
"cas";15;-0,5151;0,5151
"protéger";10;-1,1233;1,1233
"cher";11;-0,9558;0,9558
"absolument";10;-0,6607;0,6607
"poser";15;0,3278;-0,3278
"5";10;0,2733;-0,2733
"broyer";10;-0,6607;0,6607
"race";34;0,6429;-0,6429
"refuge";16;-0,7371;0,7371
"stérilisation";10;1,2354;-1,2354
"lynx";21;1,6965;-1,6965
"poussin";12;-0,4639;0,4639
