"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12"
"hébergement";1;1;1;0,166;0,118;1;1;1;1;1;0,103;1
"granit";0;1;1;1;1;1;1;1;1;1;1;1
"garçon";1;0,08;1;1;0,118;1;1;1;1;1;1;0,075
"féminicide";1;1;1;1;0,118;1;0,129;1;0,134;1;1;1
"fuite";1;0,08;1;1;0,118;0,166;1;1;1;1;1;1
"fraude";1;0;1;1;1;1;0,129;1;1;1;1;1
"fr";1;1;1;1;1;1;0,129;1;1;1;0;1
"forcer";1;1;1;1;0,118;0,001;1;1;1;1;1;1
"fonctionnaire";1;1;0,084;1;1;1;1;0,103;0,134;1;1;1
"fléau";1;1;1;1;1;0,001;1;1;0,134;1;1;1
"fidèle";1;1;1;1;1;1;1;1;1;0;1;1
"fasciner";1;0,08;1;1;1;1;1;1;1;0,075;1;0,075
"facteur";1;1;1;1;1;1;0,129;1;1;1;1;0
"fact";1;1;1;1;1;1;1;1;1;1;0,103;0
"exportation";1;1;0,084;1;0,118;1;0,129;1;1;1;1;1
"exploser";0,178;1;1;0,166;0,118;1;1;1;1;1;1;1
"exiger";1;1;1;0,166;0,118;1;0,129;1;1;1;1;1
"ex_président";1;0;1;1;1;1;1;1;1;1;1;1
"eurovision";1;1;1;1;1;1;1;0;0,134;1;1;1
"escroc";1;0;1;1;0,118;1;1;1;1;1;1;1
"epfz";1;1;1;0,166;1;1;1;1;1;1;0,103;0,075
"enjeu";1;1;0,084;1;1;1;0,129;1;1;1;1;0,075
"enchère";1;0,08;1;0,166;1;1;1;1;1;0,075;1;1
"emmanuel";1;0,08;1;1;1;0,166;1;0,103;1;1;1;1
"emji_travaux";1;0,08;1;1;1;1;0,129;1;1;1;0,103;1
"emji_nuage_avec_éclair_et_pluie";1;1;1;1;0;1;1;1;1;1;0,103;1
"emji_marteau_et_clé_à_molette";1;1;1;0;1;1;1;1;1;1;1;1
"emji_juge_femme";1;0,08;0,084;1;1;1;1;0,103;1;1;1;1
"emji_jeu_vidéo";1;1;1;1;1;1;1;1;1;0;1;1
"emji_enfant";1;1;1;1;1;1;0;1;1;1;1;0,075
"emji_drapeau_philippines";1;1;1;1;0;1;1;1;1;1;1;1
"emji_dent";0,178;1;1;1;1;1;0,129;1;1;1;1;0,075
"emji_croix";1;1;1;1;1;1;0,129;1;0,134;0,075;1;1
"emji_couronne";0,178;1;0;1;1;1;1;1;1;1;1;1
"emji_construction_d_un_bâtiment";1;1;1;1;1;1;1;0,103;1;0,075;0,103;1
"emji_coeur_rouge";1;1;1;1;0,118;0,166;1;1;1;1;1;0,075
"emji_banque";1;1;0,084;1;0;1;1;1;1;1;1;1
"efficace";1;1;1;0,166;1;0,166;1;1;0,134;1;1;1
"effectif";1;1;1;0,166;1;1;0,129;1;0,134;1;1;1
"détail";1;1;1;1;0,118;1;1;0,103;1;0,075;1;1
"désactiver";1;1;1;1;1;1;1;0,103;1;0,075;1;0,075
"démissionner";1;1;1;1;1;0,166;0,129;0,103;1;1;1;1
"déficit";1;1;1;1;1;1;1;0;1;1;1;1
"décrocher";0;1;1;1;1;1;1;1;1;1;1;1
"débris";1;1;1;1;0;1;1;1;1;1;1;1
"don";1;1;1;1;1;0,001;1;1;1;1;0,103;1
"division";0,178;1;1;1;1;1;0,129;0,103;1;1;1;1
"discuter";1;1;0,084;0,166;1;0,166;1;1;1;1;1;1
"diamètre";1;1;1;1;1;1;1;1;1;0;0,103;1
"dessiner";1;1;1;1;1;1;0;1;1;0,075;1;1
"dentaire";1;1;1;1;1;1;0,129;1;1;1;1;0
"céline";1;1;1;1;1;0,166;0;1;1;1;1;1
"criminel";1;0;0,084;1;1;1;1;1;1;1;1;1
"cran";1;1;1;1;1;1;1;0,103;1;1;0;1
"craindre";1;1;1;1;1;1;0;1;1;1;1;1
"coûter";1;1;1;0,166;0,118;0,166;1;1;1;1;1;1
"cotisation";1;1;1;1;1;1;1;0,103;0;1;1;1
"copper";0;1;1;1;1;1;1;1;1;1;1;1
"convention";1;1;1;1;1;1;0;1;1;1;0,103;1
"convaincre";1;1;0,084;1;1;1;0;1;1;1;1;1
"contrôleur";1;1;1;0,166;1;1;1;1;0,134;0,075;1;1
"contribution";1;1;0,084;0,166;1;1;1;1;0,134;1;1;1
"contrat";1;1;1;0,001;1;1;0,129;1;1;1;1;1
"contraire";1;1;1;1;1;1;1;1;1;1;0,103;0
"contraindre";0,178;1;1;0,001;1;1;1;1;1;1;1;1
"contenu";1;1;1;1;0;1;1;1;1;1;1;1
"contemporain";1;1;0,084;1;1;1;1;1;1;0;1;1
"conquérir";0,178;1;1;1;1;1;1;1;1;0,075;1;0,075
"congrès";1;1;0;1;1;1;1;1;0,134;1;1;1
"conférence";1;1;1;1;1;0,166;1;0,103;1;1;0,103;1
"concret";1;1;0,084;1;1;0,166;0,129;1;1;1;1;1
"complet";1;1;1;0,166;1;1;0,129;1;1;0,075;1;1
"commandant";1;1;1;0,166;0,118;1;1;0,103;1;1;1;1
"collecte";1;0,08;1;0,001;1;1;1;1;1;1;1;1
"collaborer";1;1;1;1;0,118;1;1;1;1;0;1;1
"cicr";1;1;1;1;1;0,166;1;0,103;0,134;1;1;1
"christelle";1;1;1;1;1;1;1;0;1;1;1;1
"chf";0,178;1;1;0,166;1;1;1;1;0,134;1;1;1
"cheffe";1;0,08;0,084;1;1;0,166;1;1;1;1;1;1
"chaux";1;0,08;1;1;1;1;1;1;1;1;0,103;0,075
"cambodge";1;1;1;1;1;0;1;1;1;1;1;1
"belgique";0,178;1;1;1;1;0,166;1;1;1;1;0,103;1
"barcelone";0,001;1;1;1;1;1;1;1;1;1;0,103;1
"banc";0,178;1;1;0,166;1;1;1;1;0,134;1;1;1
"attentat";1;1;1;1;0,118;1;1;0,103;0,134;1;1;1
"attaquer";1;1;1;1;0;1;1;1;1;1;1;0,075
"arracher";0,178;0,08;1;1;1;1;1;1;1;0,075;1;1
"arabe";1;1;1;1;0,118;0,001;1;1;1;1;1;1
"appareil";1;1;1;1;1;0,166;0,129;1;1;0,075;1;1
"antisémite";1;1;1;1;0,118;1;0,129;0,103;1;1;1;1
"annuellement";1;1;0,084;1;1;1;1;1;0,134;0,075;1;1
"animé";1;1;1;1;1;1;0,129;1;1;0;1;1
"anglais";0,178;1;1;1;0,118;1;1;1;1;1;1;0,075
"afghanistan";1;1;1;1;0,118;0,166;0,129;1;1;1;1;1
"afficher";1;1;1;1;1;1;0,129;1;1;1;0;1
"actif";1;1;1;1;1;1;1;1;0,134;1;1;0
"abriter";1;1;1;1;1;1;1;0,103;1;0,075;0,103;1
"abaisser";1;1;0,084;1;1;1;0,129;1;1;1;0,103;1
"2e";0;1;1;1;1;1;1;1;1;1;1;1
"*rts_i";1;1;1;1;1;1;1;1;1;1;1;1
"*i_1000";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_12200";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_90";1;1;0,021;1;1;1;1;1;1;1;1;0,018
"*postReposts_86";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postDate_1-1-2026";1;1;1;1;1;1;1;1;1;0;1;1
"*commentDate_";1;1;1;1;1;1;1;1;1;1;1;1
"*commentLikes_";1;1;1;1;1;1;1;1;1;1;1;1
"*lang_fr";1;1;1;1;1;1;1;1;1;1;1;1
"-*rts_i_description";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0999";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_8600";1;1;0,176;1;0,23;1;1;0,206;1;0,161;1;1
"*postComments_65";1;1;1;1;0,003;1;1;1;1;0,161;1;0,161
"*postReposts_41";1;1;0,014;1;0,463;0,564;1;1;0,497;0,357;1;1
"*i_0998";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11000";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_52";1;1;1;0,301;1;1;1;0,002;1;1;0,206;1
"*postReposts_62";1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_31-12-2025";1;1;0,021;1;1;1;1;1;0,04;1;1;1
"*i_0997";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2400";0,814;1;0,055;1;0,674;0,789;1;0,633;0,713;0,547;1;1
"*postComments_15";0,113;0,947;1;0,486;0,054;0,486;1;1;1;0,929;1;0,929
"*postReposts_6";0,808;1;1;0,773;1;1;1;0;1;1;1;0,085
"*i_0996";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2300";1;0,467;1;0,091;1;1;1;0,534;0,064;1;1;0,454
"*postComments_13";0,1;1;0,481;1;0,053;1;1;1;0,064;1;1;1
"*postReposts_4";0,792;0,924;0,948;1;1;0,75;1;1;0,23;0,092;1;1
"*i_0995";1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_3100";1;1;0,037;0,473;0,85;1;0,89;1;1;1;0,787;0,19
"*postComments_47";1;0,561;0,055;0,789;0,674;1;0,7;0,633;1;1;0,633;1
"*postReposts_11";0,591;0,302;1;1;1;0,56;0,453;0,376;1;1;1;0,991
"*i_0994";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_15400";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_228";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_42";1;1;1;1;1;1;1;0,103;0,134;0,075;1;1
"*i_0993";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3200";0,586;0,013;1;1;1;1;1;0,021;1;1;1;0,357
"*postComments_39";0,705;1;0,031;1;1;1;0,597;0,534;1;1;0,043;1
"*postReposts_5";0,06;1;0,1;1;1;1;0,184;1;1;0,444;1;1
"*i_0992";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9800";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_59";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_35";1;1;1;0,054;1;1;1;1;1;1;1;0,018
"*i_0991";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postLikes_5100";0,814;1;1;1;0,088;1;0,099;1;0,105;1;0,633;1
"*postComments_97";1;1;0,176;1;0,23;1;1;0,206;0,253;1;1;1
"*i_0990";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7600";0,178;1;1;1;1;0,166;1;0,103;1;1;1;1
"*postComments_195";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_92";1;1;0,021;1;1;1;1;1;1;1;0,028;1
"*postDate_30-12-2025";1;0,268;1;1;0,348;1;0,367;1;0,377;1;1;0,258
"*i_0989";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2600";0,439;0,88;1;1;1;0,071;1;0,961;1;0,863;0,26;0,863
"*postComments_35";1;1;1;0,789;0,088;0,789;1;0,633;0,713;1;0,073;1
"*postReposts_7";0,104;1;1;1;0,734;1;0,773;0,674;0,792;1;1;0,551
"*i_0988";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9300";1;1;1;1;1;1;1;1;1;0,018;0,028;1
"*postComments_130";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_32";0,081;0,88;0,897;0,412;1;1;1;0,961;1;0,863;0,961;0,863
"*i_0987";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_4700";0,317;1;0,176;1;1;1;0,003;1;1;1;1;1
"*postReposts_10";1;1;0,1;0,052;1;1;0,184;1;1;1;0,135;0,444
"*i_0986";1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_3500";0,363;0,01;0,825;1;0,933;1;1;0,888;0,976;1;1;1
"*postComments_106";1;0,168;0,176;1;1;1;1;1;0,004;1;1;1
"*postReposts_22";1;0,005;1;1;0,131;1;1;0,496;1;1;1;1
"*i_0985";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4300";0,363;1;1;1;0,238;1;0,962;1;0,001;1;1;0,792
"*postReposts_14";0,113;1;1;0,101;1;1;0,004;1;1;0,238;1;1
"*i_0984";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postLikes_4500";1;1;1;1;0,003;0,789;1;0,633;0,713;0,547;0,633;1
"*postComments_112";1;1;1;1;0,034;0,054;1;1;1;1;1;1
"*postReposts_39";0,814;0,051;1;1;0,088;0,142;1;1;1;1;1;0,547
"*i_0983";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postLikes_4900";0,705;1;1;0,091;1;1;1;1;0,61;0,454;0,043;1
"*postComments_87";1;0,168;1;1;1;0,301;1;1;0,253;0,161;1;1
"*postReposts_12";1;0,143;1;0,365;1;0,904;1;0,674;0,057;1;1;1
"*i_0982";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_2200";1;1;0,482;1;1;1;0,648;0;1;1;1;0,444
"*postComments_16";0,03;1;1;0,633;1;1;1;1;1;0,048;1;0,338
"*postReposts_25";1;0,649;0,665;0,887;1;0,887;0,147;1;0,809;1;0,724;0,634
"*i_0981";1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_3800";1;1;0,576;0,789;0,674;1;0,7;1;0,105;1;0,633;0,547
"*postComments_91";1;1;0,278;1;1;0,436;0,367;0,318;0,377;1;1;1
"*postDate_29-12-2025";0,705;1;0,031;0,682;0,572;0,682;1;0,534;1;1;1;1
"*i_0980";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3000";1;1;0,426;0,003;0,549;1;1;0,496;1;1;1;1
"*postComments_19";1;1;1;0,301;0,23;1;1;1;1;0,001;1;1
"*postReposts_17";0,439;1;0,897;1;1;1;0,043;1;1;0,191;0,961;1
"*i_0979";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postLikes_1400";1;1;0,029;1;1;0,101;1;1;1;1;1;0,001
"*postComments_64";1;1;0,084;1;1;0,166;1;1;1;1;0,103;1
"*i_0978";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postLikes_967";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postReposts_2";1;0,88;1;1;0,297;1;0,322;0,26;0,335;1;0,961;0,863
"*i_0977";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postLikes_4200";0,219;0,002;1;0,016;0,767;1;1;1;1;1;1;1
"*postComments_33";1;1;1;0,789;0,674;1;1;1;1;0,001;0,633;0,047
"*postReposts_19";1;1;1;0,887;0,132;0,202;1;0,111;1;0,634;0,724;1
"*i_0976";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1600";1;0,355;0,004;1;1;0,174;1;1;0,535;1;1;1
"*postComments_22";1;1;1;1;0,674;1;0,099;1;1;0,547;0,633;0,001
"*i_0975";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_37";0,317;1;1;1;0,23;1;1;1;0,253;0,161;1;1
"*postReposts_1";0,001;1;0,086;1;0,767;0,887;1;1;0,809;1;1;1
"*i_0974";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_5400";0,455;1;1;1;1;0,436;1;0,318;0,377;0,258;1;1
"*postComments_204";1;1;1;1;0,034;1;1;0,028;1;1;1;1
"*postReposts_145";1;1;1;1;1;1;1;0;1;1;1;1
"*i_0973";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3900";1;0,649;0,665;0,016;1;0,887;1;0,111;1;1;0,724;1
"*postComments_30";0,156;1;1;0,789;1;0,789;1;1;1;0,547;0,073;0,547
"*postReposts_29";0,317;1;1;1;1;1;1;1;0,253;1;0,206;0,161
"*i_0972";1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_1000";1;1;0,084;0,166;1;1;0,129;1;1;1;1;1
"*postComments_25";1;1;0,381;1;1;0,564;1;0,428;0,497;1;1;0,012
"*postReposts_9";1;1;0,217;1;0,323;1;1;0,787;0,094;0,656;1;1
"*i_0971";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6000";0,705;0,467;0,481;1;1;0,682;1;0,534;0,61;0,454;1;1
"*postDate_28-12-2025";0,178;1;1;1;0,118;1;1;0,103;1;1;1;1
"*i_0970";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_34";1;1;0,481;0,091;1;1;1;1;0,61;1;0,043;0,454
"*i_0969";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3700";0,019;1;1;1;0,076;1;1;1;0,468;0,034;1;1
"*postComments_108";1;1;1;1;1;1;1;0,028;1;1;0,028;1
"*postReposts_24";0,814;0,561;1;0,789;0,674;1;0,7;1;1;1;0,633;0,047
"*i_0968";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_30";1;1;1;1;1;0,564;1;0,428;0,497;0,012;1;0,357
"*i_0967";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_16100";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_389";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_95";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0966";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_7300";0,455;1;1;0,022;1;1;1;0,318;0,377;1;1;1
"*postComments_152";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postReposts_56";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0965";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7200";0,317;1;1;0,301;1;1;0,245;1;1;1;0,206;1
"*postComments_17";1;0,561;1;1;0,674;1;0,7;1;0,713;0,047;0,633;0,547
"*postReposts_13";1;0,116;1;1;1;1;0,016;0,81;0,896;1;1;0,004
"*i_0964";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postLikes_2100";1;1;1;0,313;0,674;1;0,039;0,616;1;1;1;0,107
"*postComments_12";1;0,268;1;0,436;0,348;1;0,367;1;1;0,258;1;1
"*i_0963";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_32400";1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_125";1;1;1;1;1;1;1;1;1;0;1;1
"*postReposts_678";1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_27-12-2025";0,705;1;1;1;1;0,003;1;1;0,61;0,454;0,534;1
"*i_0962";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_67";1;1;1;1;1;0,166;1;1;1;1;0;1
"*i_0961";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_45";0,289;1;1;0,269;0,854;1;1;0,156;1;0,716;0,156;1
"*i_0960";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5900";0,025;1;1;1;1;0,022;1;1;0,377;1;1;1
"*i_0959";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6600";0,001;1;1;0,166;1;1;1;1;1;1;1;1
"*postComments_18";0,814;0,051;0,576;0,789;1;0,142;1;1;1;1;1;0,547
"*postReposts_64";1;1;0,084;1;1;1;0;1;1;1;1;1
"*i_0958";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postLikes_1700";1;1;0,018;1;1;0,412;1;0,26;1;0,863;1;0,863
"*postComments_119";1;1;1;1;0,118;0,166;1;0,103;1;1;1;1
"*i_0957";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postLikes_3300";1;0,649;1;1;1;0,887;1;0,111;0,809;0,074;0,724;0,634
"*i_0956";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_222";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_36";1;1;0,278;0,436;0,011;1;1;1;1;1;0,318;1
"*i_0955";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_85";1;0,08;1;1;1;1;0,129;1;0,134;1;1;1
"*postReposts_48";1;1;0,278;1;0,348;0,436;1;1;0,377;1;0,318;1
"*i_0954";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_26";1;0,809;0,825;0,048;0,238;1;1;1;0,976;1;1;0,792
"*postDate_26-12-2025";1;1;1;1;0,348;1;0,367;0,318;0,014;1;1;1
"*i_0953";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postLikes_10800";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postComments_674";1;1;1;1;1;1;0,001;1;1;1;1;1
"*postReposts_88";1;1;1;1;1;0,054;0,038;1;1;1;1;1
"*i_0952";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_4800";1;0,947;0,963;1;0,003;1;0,387;1;1;0,929;0,042;1
"*postReposts_16";0,875;0,518;1;0,07;1;1;0,712;0,616;1;1;1;0,498
"*i_0951";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postLikes_3400";1;0,947;0,264;1;0,359;1;0,387;1;0,401;1;1;0,238
"*i_0950";1;1;1;1;0,001;1;1;1;1;1;1;1
"*postLikes_5800";0,705;0,028;1;1;0,572;0,091;1;1;1;1;1;0,454
"*postComments_36";1;1;1;1;0;1;1;1;1;1;0,103;1
"*i_0949";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_3";1;1;0,381;0,564;1;0,564;1;0,428;1;0,357;0,428;1
"*i_0948";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postLikes_4600";0,912;1;0,086;0,887;1;0,887;0,795;1;0,154;1;0,724;1
"*postComments_55";1;1;1;1;1;1;1;1;0,04;0,018;1;1
"*postReposts_20";0,113;0,947;1;1;0,054;1;1;1;0,401;0,929;1;1
"*i_0947";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0946";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0945";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2500";1;0,732;0,123;1;1;0,269;0,016;0,156;1;1;1;1
"*postComments_32";0,912;0,649;1;0,887;1;0,202;0,795;1;1;1;0,724;0,074
"*i_0944";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postComments_71";1;1;1;0,054;1;0,054;1;1;1;1;1;1
"*postDate_25-12-2025";1;1;1;1;1;0,301;1;0,206;1;0,001;1;1
"*i_0943";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_26";0,059;1;1;0,054;1;1;1;1;1;1;1;1
"*postReposts_15";1;1;0,264;0,486;0,054;1;0,387;1;1;1;1;0,023
"*i_0942";1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_43";1;0,467;0,031;0,682;1;1;0,597;1;1;0,454;0,534;1
"*i_0940";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7000";0,178;0,08;1;1;1;1;1;1;0,134;1;1;1
"*postComments_74";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_65";1;0,019;1;1;1;0,054;1;1;1;1;1;1
"*i_0939";1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_6300";1;1;0,278;1;1;1;0,367;1;0,377;0,004;1;1
"*postComments_132";1;1;1;1;1;1;1;0,028;1;0,018;1;1
"*postReposts_79";1;1;1;1;1;1;1;1;1;0;1;1
"*i_0938";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postLikes_5700";0,814;0,561;1;0,789;1;0,789;1;0,073;0,713;0,547;1;1
"*postComments_511";1;1;1;1;1;1;1;0,001;1;1;1;1
"*postReposts_81";1;1;1;1;1;1;1;0,001;1;1;1;1
"*i_0937";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_18";1;1;1;1;1;1;0,012;1;0,123;0,338;0,436;1
"*postDate_24-12-2025";1;1;0,481;1;1;0,091;1;1;1;1;0,001;0,454
"*i_0936";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postComments_6";0,455;1;1;1;0,348;1;1;1;0,377;0,258;0,318;1
"*postReposts_8";0,94;0,143;0,154;0,904;1;1;1;0,674;1;1;0,2;1
"*i_0935";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postLikes_5600";1;1;1;0,436;1;0,436;0,367;0,008;1;1;1;1
"*postComments_167";1;1;1;0,301;1;0,301;1;0,206;0,253;1;1;1
"*postReposts_118";1;1;1;1;0,034;0,054;1;1;1;1;1;1
"*i_0934";1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_168";1;1;0,021;1;1;1;1;0,028;1;1;1;1
"*postReposts_44";1;0,561;0,576;0,142;1;0,789;1;0,633;1;1;0,073;1
"*i_0933";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_3600";0,113;0,25;1;0,486;1;1;1;1;1;0,238;1;0,929
"*i_0932";1;1;1;1;1;1;1;1;1;1;0,001;1
"*postLikes_6400";0,1;1;1;1;0,572;0,682;0,597;1;1;1;0,534;0,454
"*postReposts_55";1;1;1;1;1;1;1;1;0,04;1;0,028;1
"*i_0931";1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_23";0,591;1;0,316;1;0,076;1;1;0,376;0,468;1;0,06;1
"*i_0930";1;1;1;1;1;0,002;1;1;1;1;1;1
"*postLikes_9000";1;1;1;0,054;1;0,054;1;1;1;1;1;1
"*postComments_259";1;1;1;1;0,118;0,166;1;1;0,134;1;1;1
"*postReposts_1400";1;1;1;1;1;0,002;1;1;1;1;1;1
"*i_0929";1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_1300";1;0,649;1;0,887;1;0,887;0;1;0,809;1;1;0,634
"*postComments_38";0,289;1;0,123;1;1;1;1;0,156;0,896;1;1;0,004
"*i_0928";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_24";0,034;1;1;1;1;0,029;1;0,81;1;1;0,009;1
"*i_0927";1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_66";0,056;0,369;1;0,564;1;1;1;1;0,497;0,357;1;1
"*postReposts_160";1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_23-12-2025";0,705;1;0,481;0,682;1;1;1;1;0,064;0,454;0,534;1
"*i_0926";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5300";0,814;1;1;0,789;0,003;1;0,7;1;1;1;0,633;0,547
"*postReposts_31";0,156;0,561;1;1;1;0,008;1;1;0,713;1;1;0,547
"*i_0925";1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0924";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1900";1;0,88;1;1;1;1;0,322;0,961;0,003;0,863;1;1
"*i_0923";0,003;1;1;1;1;1;1;1;1;1;1;1
"*postComments_83";0,059;1;1;0,054;1;1;1;1;1;1;1;1
"*i_0922";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1200";1;0,561;0,576;1;0,674;0,008;1;0,073;1;1;1;1
"*postComments_5";1;1;1;1;0,011;1;1;1;1;0,258;0,318;0,258
"*i_0921";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6800";1;0,268;1;0,436;1;1;0,367;1;0,377;1;0,318;1
"*postReposts_21";0,363;0,809;0,825;1;0,933;0,048;1;0,206;1;1;0,888;1
"*i_0920";1;1;0;1;1;1;1;1;1;1;1;1
"*i_0919";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postComments_27";1;1;1;0,022;1;1;1;1;0,377;1;1;0,004
"*i_0918";1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9100";1;1;1;1;1;1;0,129;1;0;1;1;1
"*postComments_46";1;1;0,021;1;1;1;0,038;1;1;1;1;1
"*postReposts_264";1;1;1;1;1;1;1;1;1;1;1;1
"*i_0917";1;1;1;1;1;1;1;1;0,001;1;1;1
"*postReposts_60";1;1;0,176;1;1;0,301;1;1;0,253;1;0,206;1
"*i_0916";1;1;1;0,002;1;1;1;1;1;1;1;1
"*postLikes_8500";1;1;1;0,166;1;1;1;1;1;0,075;1;0,075
"*postComments_145";1;0;1;0,166;1;1;1;1;1;1;1;1
"*postReposts_59";1;1;1;0,002;1;1;1;1;1;1;1;1
"*i_0915";1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_75";1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-12-2025";1;1;0,481;1;0,572;0,682;0,06;1;1;0,026;1;1
"*i_0914";1;1;1;1;0,001;1;1;1;1;1;1;1
"*i_0913";1;1;1;1;1;1;1;1;1;0;1;1
