"";"banalfreq";"X.rts_a";"X.rts_i"
"mille";13;0,2183;-0,2183
"euro";12;1,0219;-1,0219
"figure";28;0,3538;-0,3538
"exact";14;0,2855;-0,2855
"produire";15;-1,089;1,089
"emji_ok";29;1,9705;-1,9705
"job";16;-0,9084;0,9084
"reprendre";26;0,8399;-0,8399
"rigoler";30;0,321;-0,321
"france";147;0,3463;-0,3463
"proposer";29;-0,6992;0,6992
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";11;0,875;-0,875
"voilà";80;-0,3312;0,3312
"milieu";50;0,2954;-0,2954
"bar";15;0,3607;-0,3607
"emji_visage_qui_fait_un_câlin";32;1,9059;-1,9059
"relativement";10;-0,2282;0,2282
"content";71;-0,2906;0,2906
"silence";17;-0,2866;0,2866
"total";22;-0,994;0,994
"vache";12;1,0219;-1,0219
"intéresser";36;-1,1901;1,1901
"bleu";16;0,7246;-0,7246
"supporter";62;-1,0808;1,0808
"livre";35;0,6353;-0,6353
"série";20;-0,6672;0,6672
"marquer";27;1,278;-1,278
"parole";80;0,6971;-0,6971
"coller";21;0,641;-0,641
"proche";47;-1,4764;1,4764
"aucun";103;-1,7234;1,7234
"emji_personne_avec_la_paume_sur_le_visage";32;-0,3099;0,3099
"vieillir";26;1,1618;-1,1618
"découvrir";57;0,4889;-0,4889
"clairement";44;-0,6352;0,6352
"habillement";12;-1,3094;1,3094
"tjrs";15;0,6157;-0,6157
"refaire";19;0,2796;-0,2796
"ère";14;-0,3171;0,3171
"demain";25;-1,5707;1,5707
"instant";26;0,2481;-0,2481
"présent";46;-0,3701;0,3701
"avis";45;-0,5661;0,5661
"entourer";19;-0,5245;0,5245
"limiter";12;-0,512;0,512
"emji_visage_confus";12;0,3298;-0,3298
"divorce";16;-0,9084;0,9084
"sincèrement";14;-0,8801;0,8801
"quels";15;-0,7228;0,7228
"autour";43;-0,2783;0,2783
"etc";122;-1,3105;1,3105
"égoïste";41;0,6664;-0,6664
"comporter";14;1,3293;-1,3293
"impliquer";14;-0,8801;0,8801
"mec";88;-0,8943;0,8943
"individu";10;-1,3239;1,3239
"notamment";13;0,4176;-0,4176
"mener";17;-0,486;0,486
"contexte";20;1,6995;-1,6995
"diriger";10;-0,2282;0,2282
"gay";12;1,0219;-1,0219
"simple";175;1,6288;-1,6288
"certains";153;-0,2968;0,2968
"bcp";61;-0,787;0,787
"réfléchir";44;-0,476;0,476
"rapide";22;0,3061;-0,3061
"genre";116;0,3466;-0,3466
"nourriture";14;0,2855;-0,2855
"esclave";14;-0,3171;0,3171
"volontaire";10;-0,8257;0,8257
"ci";11;-0,358;0,358
"nature";100;1,8362;-1,8362
"annoncer";13;-1,5721;1,5721
"salle";15;-0,7228;0,7228
"mars";13;0,2183;-0,2183
"acteur";16;0,4432;-0,4432
"humble";28;1,8317;-1,8317
"malheureux";27;0,4575;-0,4575
"fatiguer";37;-1,3494;1,3494
"national";31;1,0385;-1,0385
"pointe";11;1,4541;-1,4541
"court";34;-0,4865;0,4865
"grands_parents";15;0,6157;-0,6157
"tête";111;-0,321;0,321
"assez";103;-1,9407;1,9407
"doute";52;-0,5847;0,5847
"communauté";14;-1,3068;1,3068
"smartphones";14;0,8502;-0,8502
"avouer";17;0,5325;-0,5325
"deviner";13;0,4176;-0,4176
"emji_visage_épuisé";15;-1,554;1,554
"pari";17;1,2571;-1,2571
"match";81;0,9071;-0,9071
"pratiquement";13;1,8188;-1,8188
"sorte";44;-1,5862;1,5862
"entrée";12;-0,274;0,274
"ressortir";12;0,6053;-0,6053
"cinéma";12;-0,274;0,274
"quatre";12;0,3298;-0,3298
"bande";13;0,2183;-0,2183
"bref";69;0,4323;-0,4323
"différent";74;0,6684;-0,6684
"vide";13;0,7247;-0,7247
"emji_homme_qui_hausse_les_épaules_peau_claire";12;-0,274;0,274
"or";26;-0,3613;0,3613
"nombre";31;-0,9798;0,9798
"mini";11;-0,358;0,358
"force";62;-1,5368;1,5368
"santé";44;0,2609;-0,2609
"manuel";12;1,0219;-1,0219
"emji_mains_en_prière_peau_claire";28;-0,3932;0,3932
"énorme";17;-1,1085;1,1085
"rappel";18;0,9587;-0,9587
"hier";43;1,3236;-1,3236
"maths";14;-0,3171;0,3171
"e";52;-0,4451;0,4451
"cheveu";28;1,8317;-1,8317
"scolaire";48;-1,1027;1,1027
"comportement";15;-0,2486;0,2486
"ski";19;1,0831;-1,0831
"9";25;-0,4285;0,4285
"fumeur";15;0,3607;-0,3607
"effort";30;-0,2819;0,2819
"gare";15;-0,4458;0,4458
"casque";12;1,0219;-1,0219
"entourage";15;-0,4458;0,4458
"soir";66;0,5369;-0,5369
"politesse";10;-0,4672;0,4672
"secours";14;-0,3171;0,3171
"espace";13;-0,4033;0,4033
"punition";13;0,4176;-0,4176
"rêver";38;1,1333;-1,1333
"étape";14;-0,8801;0,8801
"quitter";27;-0,462;0,462
"planète";39;-0,4805;0,4805
"travers";30;0,478;-0,478
"inscrire";27;-0,919;0,919
"créatif";10;0,3886;-0,3886
"nez";17;1,2571;-1,2571
"salut";12;1,6352;-1,6352
"tel";33;-0,7636;0,7636
"propos";33;1,2454;-1,2454
"fier";50;1,4104;-1,4104
"dépenser";10;-0,8257;0,8257
"améliorer";18;-0,6309;0,6309
"nul";20;-0,9655;0,9655
"confirmer";17;-0,486;0,486
"défi";15;0,6157;-0,6157
"réflexion";18;1,4012;-1,4012
"attacher";10;-0,4672;0,4672
"cruellement";15;-1,089;1,089
"rencontrer";35;1,1354;-1,1354
"échanger";10;0,3886;-0,3886
"bienveillance";25;0,3307;-0,3307
"r";19;0,2796;-0,2796
"i";12;0,3298;-0,3298
"p";17;0,5325;-0,5325
"emji_visage_pensif";84;0,9196;-0,9196
"scène";12;0,3298;-0,3298
"guy";19;0,2796;-0,2796
"emji_visage_avec_lunettes_de_soleil";12;1,6352;-1,6352
"filmer";37;1,0392;-1,0392
"google";10;0,7337;-0,7337
"résultat";55;-1,0888;1,0888
"couler";10;-0,8257;0,8257
"emji_visage_qui_fond";25;-0,4285;0,4285
"pseudo";12;0,6053;-0,6053
"mme";13;1,8188;-1,8188
"régulièrement";13;0,7247;-0,7247
"conseil";11;-1,0597;1,0597
"institution";12;-1,9006;1,9006
"blanc";43;0,8115;-0,8115
"faim";13;-0,6869;0,6869
"équipe";48;-0,395;0,395
"carte";22;1,0621;-1,0621
"endroit";78;0,5973;-0,5973
"con";40;1,6684;-1,6684
"maternel";16;1,6514;-1,6514
"emji_se_rouler_par_terre_de_rire";111;0,6308;-0,6308
"couleur";24;0,6546;-0,6546
"européen";19;-1,5462;1,5462
"hyper";29;0,8456;-0,8456
"collant";14;-0,3171;0,3171
"micro";16;0,7246;-0,7246
"live";10;-0,4672;0,4672
"deja";33;-1,0096;1,0096
"grandir";48;0,4378;-0,4378
"moitié";35;-0,2893;0,2893
"conseiller";18;-1,792;1,792
"repartir";13;-1,5721;1,5721
"public";42;-0,3204;0,3204
"suivant";23;0,8362;-0,8362
"âgé";55;-0,5509;0,5509
"dedans";19;0,2796;-0,2796
"emji_signe_de_la_main";11;1,4541;-1,4541
"jai";28;-0,254;0,254
"convivial";10;0,3886;-0,3886
"soi";39;-0,3416;0,3416
"emji_visage_légèrement_mécontent";10;1,2757;-1,2757
"désolé";19;-0,3235;0,3235
"enfer";41;1,1332;-1,1332
"drôle";34;0,7766;-0,7766
"certaines";64;-0,5955;0,5955
"actuellement";30;0,478;-0,478
"absolument";42;-0,7948;0,7948
"patient";10;-1,9896;1,9896
"seulement";70;0,6019;-0,6019
"compagnon";21;1,8531;-1,8531
"tiens";31;-0,7316;0,7316
"ridicule";41;-0,2552;0,2552
"bras";36;-0,3656;0,3656
"éternel";17;1,817;-1,817
"fête";50;0,711;-0,711
"emji_visage_festif";11;-0,358;0,358
"compte";70;-1,6401;1,6401
"2023";16;1,117;-1,117
"détester";14;1,3293;-1,3293
"bonsoir";11;0,493;-0,493
"rose";20;0,8354;-0,8354
"moindre";21;-1,1524;1,1524
"risque";24;-1,3683;1,3683
"week_end";18;0,388;-0,388
"assumer";14;-0,8801;0,8801
"reproduire";10;-0,8257;0,8257
"bord";28;-1,0789;1,0789
"adolescent";15;-0,4458;0,4458
"dessiner";12;-0,274;0,274
"offrir";41;-0,3679;0,3679
"opinion";11;-0,358;0,358
"ado";20;0,3433;-0,3433
"aïe";13;0,2183;-0,2183
"11";23;-0,2428;0,2428
"fragile";13;-0,6869;0,6869
"emji_visage_endormi";12;-0,274;0,274
"souffrance";15;-0,7228;0,7228
"énormément";34;-0,4865;0,4865
"humeur";13;0,2183;-0,2183
"séance";10;-0,4672;0,4672
"emji_mains_qui_forment_un_coeur_peau_claire";12;-1,3094;1,3094
"poids";10;0,7337;-0,7337
"assiette";10;-0,4672;0,4672
"idem";24;0,2749;-0,2749
"exception";11;-0,358;0,358
"lentement";12;0,6053;-0,6053
"groupe";36;-1,1901;1,1901
"stress";25;-0,8879;0,8879
"capitaliste";10;-0,8257;0,8257
"élever";21;-1,1524;1,1524
"nouvel";14;-1,8461;1,8461
"inspirer";10;0,7337;-0,7337
"emji_visage_avec_bouche_en_diagonale";13;0,4176;-0,4176
"général";27;-0,919;0,919
"fierté";14;1,3293;-1,3293
"agresser";25;-0,8879;0,8879
"jeûne";11;0,875;-0,875
"bénéfique";14;-1,8461;1,8461
"discipline";14;0,5132;-0,5132
"principal";11;-0,358;0,358
"apprentissage";59;0,7537;-0,7537
"langue";37;-0,8259;0,8259
"placer";13;-0,6869;0,6869
"z";13;0,7247;-0,7247
"recommencer";18;-0,6309;0,6309
"68";10;1,2757;-1,2757
"user_";18;0,9587;-0,9587
"fer";12;1,0219;-1,0219
"challenge";11;0,2507;-0,2507
"mental";24;-0,5067;0,5067
"humiliation";10;0,7337;-0,7337
"clair";27;-0,3035;0,3035
"temp";10;-0,8257;0,8257
"espèce";13;-0,4033;0,4033
"échapper";16;-1,8123;1,8123
"ns";11;1,4541;-1,4541
"emji_visage_avec_un_monocle";12;-0,274;0,274
"mai";17;1,2571;-1,2571
"période";62;0,4734;-0,4734
"révolution";10;0,7337;-0,7337
"protagoniste";10;0,7337;-0,7337
"celles";27;-0,462;0,462
"cependant";10;-0,4672;0,4672
"compter";36;-0,3656;0,3656
"corporel";21;0,4129;-0,4129
"probablement";48;-1,3525;1,3525
"magasin";28;-0,254;0,254
"moquer";44;0,6815;-0,6815
"baser";14;-0,8801;0,8801
"blesser";22;-1,7769;1,7769
"durant";26;-0,3613;0,3613
"gâteau";11;0,493;-0,493
"noir";24;0,6546;-0,6546
"mamie";11;1,4541;-1,4541
"lorsqu";29;-0,3336;0,3336
"ba";14;-1,3068;1,3068
"éteindre";19;-0,5245;0,5245
"lumière";41;-0,2552;0,2552
"accompagner";39;-1,097;1,097
"position";11;-1,6068;1,6068
"plat";17;-0,2866;0,2866
"horrible";50;0,2954;-0,2954
"sol";16;0,4432;-0,4432
"réaction";16;-0,358;0,358
"tt";32;0,2924;-0,2924
"remplacer";23;0,8362;-0,8362
"clé";11;0,493;-0,493
"village";27;1,278;-1,278
"aspect";12;-1,3094;1,3094
"insulte";10;0,3886;-0,3886
"emji_visage_de_geek";13;-0,6869;0,6869
"amusant";16;1,6514;-1,6514
"minimum";27;-0,919;0,919
"problématique";23;-0,3944;0,3944
"race";12;1,0219;-1,0219
"largement";12;1,0219;-1,0219
"ya";57;0,4889;-0,4889
"jurer";12;-0,274;0,274
"forcément";28;0,3538;-0,3538
"discours";26;0,8399;-0,8399
"affirmer";11;-0,6496;0,6496
"média";19;-1,5462;1,5462
"chaud";17;-0,486;0,486
"lâcher";22;-0,994;0,994
"bêtise";18;0,2224;-0,2224
"certes";24;-0,7365;0,7365
"critique";24;0,6546;-0,6546
"dater";13;1,8188;-1,8188
"priorité";18;-0,6309;0,6309
"terme";16;-0,5932;0,5932
"raisonnement";10;0,3886;-0,3886
"évidemment";34;0,3964;-0,3964
"norme";14;-1,8461;1,8461
"transformer";18;0,2224;-0,2224
"froid";17;0,3159;-0,3159
"habit";18;-0,9369;0,9369
"vélo";11;1,4541;-1,4541
"gâter";17;1,817;-1,817
"personnellement";20;-0,9655;0,9655
"sommeil";21;-1,5509;1,5509
"apporter";15;0,3607;-0,3607
"parcours";16;-0,5932;0,5932
"coincer";13;0,4176;-0,4176
"blague";27;-1,5842;1,5842
"normalement";12;0,3298;-0,3298
"laquelle";16;0,2507;-0,2507
"emji_visage_grimaçant";21;1,8531;-1,8531
"recherche";18;-0,9369;0,9369
"attention";43;-0,5378;0,5378
"ptdr";10;-0,2282;0,2282
"harcèlement";33;-0,7636;0,7636
"tranquille";36;-1,84;1,84
"visage";17;-0,2866;0,2866
"louper";17;-0,7575;0,7575
"horaire";12;-1,9006;1,9006
"sein";22;-0,7023;0,7023
"affronter";14;-1,3068;1,3068
"déranger";20;-1,7811;1,7811
"harceler";11;-1,6068;1,6068
"vestimentaire";13;-1,0722;1,0722
"tjs";10;0,3886;-0,3886
"euh";10;-0,2282;0,2282
"but";44;-1,2989;1,2989
"appliquer";15;-0,2486;0,2486
"désormais";17;1,817;-1,817
"co";13;1,1735;-1,1735
"45";11;0,2507;-0,2507
"x";19;-0,7912;0,7912
"réaliser";28;0,3538;-0,3538
"ennuyer";36;1,5791;-1,5791
"essentiel";30;0,321;-0,321
"rencontre";10;0,3886;-0,3886
"région";16;0,2507;-0,2507
"fêter";15;0,3607;-0,3607
"emji_crâne";22;0,3061;-0,3061
"honnêtement";15;-1,089;1,089
"mdrr";15;-0,4458;0,4458
"chou";10;0,3886;-0,3886
"poste";32;-0,4558;0,4558
"évident";10;-0,4672;0,4672
"domaine";11;-0,6496;0,6496
"stopper";10;-0,4672;0,4672
"activité";36;-1,4939;1,4939
"décennie";22;-0,4713;0,4713
"pffff";10;-1,9896;1,9896
"bureau";10;1,2757;-1,2757
"riche";37;-0,3155;0,3155
"ambiance";16;1,117;-1,117
"mercredi";15;0,9812;-0,9812
"passage";21;0,4129;-0,4129
"emji_visage_retenant_ses_larmes";37;1,6959;-1,6959
"club";50;0,4066;-0,4066
"polir";17;0,3159;-0,3159
"spectacle";16;-0,9084;0,9084
"prix";18;0,6279;-0,6279
"confort";38;-1,5166;1,5166
"business";10;-1,9896;1,9896
"photo";26;0,2481;-0,2481
"glisser";11;0,493;-0,493
"genou";11;0,493;-0,493
"organiser";15;0,3607;-0,3607
"prouver";10;-0,2282;0,2282
"emji_femme_qui_hausse_les_épaules_peau_moyennement_claire";17;-0,486;0,486
"billet";12;-0,8523;0,8523
"ajouter";16;0,2507;-0,2507
"pr";18;0,2224;-0,2224
"lors";32;-0,8658;0,8658
"couteau";29;0,4136;-0,4136
"spécial";11;0,493;-0,493
"traverser";20;-0,2625;0,2625
"imagination";16;0,2507;-0,2507
"sauf";63;-0,8139;0,8139
"grave";29;-1,5993;1,5993
"principe";21;-0,3594;0,3594
"ordre";30;-0,6078;0,6078
"trou";15;0,6157;-0,6157
"hâte";15;-1,089;1,089
"taf";12;-0,8523;0,8523
"fainéant";10;-0,2282;0,2282
"habituer";11;0,2507;-0,2507
"retraite";28;0,3538;-0,3538
"stade";30;0,478;-0,478
"fameux";14;0,5132;-0,5132
"the";11;-1,0597;1,0597
"exceptionnel";14;0,5132;-0,5132
"crier";30;-1,107;1,107
"avancer";26;0,2481;-0,2481
"sale";17;-0,7575;0,7575
"ha";17;0,5325;-0,5325
"souci";29;-0,6992;0,6992
"influence";10;-1,3239;1,3239
"religion";20;0,8354;-0,8354
"lourd";10;-0,8257;0,8257
"19";10;-0,4672;0,4672
"totalement";29;0,2708;-0,2708
"là_bas";14;-1,8461;1,8461
"guérir";10;-0,4672;0,4672
"traitement";13;0,4176;-0,4176
"refuser";22;-0,994;0,994
"test";15;-1,089;1,089
"conduire";15;-0,4458;0,4458
"suffire";46;-1,3258;1,3258
"sagesse";11;0,875;-0,875
"pfff";13;-1,0722;1,0722
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";12;-1,3094;1,3094
"jeter";25;0,3307;-0,3307
"anti";10;-0,4672;0,4672
"adolescence";13;1,1735;-1,1735
"champion";18;-0,9369;0,9369
"deuxième";16;-0,5932;0,5932
"22";13;0,4176;-0,4176
"naïf";17;-0,486;0,486
"connait";13;-0,4033;0,4033
"prêt";26;0,8399;-0,8399
"coucher";21;0,4129;-0,4129
"tendre";27;0,4575;-0,4575
"lamentable";12;-1,3094;1,3094
"immense";11;0,2507;-0,2507
"café";25;-0,6321;0,6321
"expression";13;1,1735;-1,1735
"importance";14;-0,5537;0,5537
"miracle";17;-0,7575;0,7575
"technologie";14;0,8502;-0,8502
"moyenne";12;-0,8523;0,8523
"témoigner";10;-0,2282;0,2282
"correct";13;0,2183;-0,2183
"formidable";13;0,7247;-0,7247
"accorder";13;-0,4033;0,4033
"fédéral";15;-0,7228;0,7228
"hiver";27;0,4575;-0,4575
"emji_tête_qui_explose";15;-0,2486;0,2486
"dinguerie";14;0,5132;-0,5132
"notion";16;1,117;-1,117
"emmerder";12;0,6053;-0,6053
"association";13;0,2183;-0,2183
"infini";16;1,6514;-1,6514
"culture";34;-0,672;0,672
"pis";10;-0,4672;0,4672
"amener";23;-1,1757;1,1757
"emji_visage_qui_fait_un_salut_militaire";43;0,8115;-0,8115
"age";12;0,3298;-0,3298
"gueule";22;-0,4713;0,4713
"balle";19;0,4665;-0,4665
"selon";37;-1,0681;1,0681
"rythme";19;-0,7912;0,7912
"stop";17;-0,7575;0,7575
"emji_visage_expirant";17;-1,1085;1,1085
"jugement";18;-1,3216;1,3216
"ballon";17;-0,2866;0,2866
"difficulté";20;1,6995;-1,6995
"durer";16;1,6514;-1,6514
"emji_visage_souriant_avec_yeux_plissés";16;0,4432;-0,4432
"quasiment";13;1,1735;-1,1735
"reconnaissant";18;-0,9369;0,9369
"lettre";32;1,1403;-1,1403
"cacher";26;-0,3613;0,3613
"sac";26;0,2481;-0,2481
"emji_drapeau_suisse";64;-0,5955;0,5955
"album";24;0,2749;-0,2749
"disparu";10;-0,4672;0,4672
"eux_mêmes";12;0,3298;-0,3298
"représenter";18;-1,3216;1,3216
"impact";12;-1,3094;1,3094
"puissant";16;0,7246;-0,7246
"avantage";14;-0,3171;0,3171
"consommation";25;0,5086;-0,5086
"parfaitement";16;0,4432;-0,4432
"joint";14;-1,3068;1,3068
"sportif";26;-0,3613;0,3613
"vote";12;-0,274;0,274
"jo";16;0,4432;-0,4432
"authentique";11;0,493;-0,493
"emji_notes_de_musique";11;0,493;-0,493
"remercier";13;-1,0722;1,0722
"souffrir";50;-1,1311;1,1311
"geste";28;0,528;-0,528
"emji_visage_qui_hurle_de_peur";17;1,2571;-1,2571
"fruit";18;-0,9369;0,9369
"consommer";12;-0,8523;0,8523
"chaleur";19;1,5487;-1,5487
"sexuel";16;0,7246;-0,7246
"pervers";10;1,2757;-1,2757
"16";26;-1,3872;1,3872
"vol";12;-1,3094;1,3094
"bienvenue";13;-0,6869;0,6869
"tenue";42;-1,2719;1,2719
"misère";24;0,2749;-0,2749
"salon";13;-0,4033;0,4033
"sortie";14;0,5132;-0,5132
"écraser";11;0,2507;-0,2507
"degré";26;-1,3872;1,3872
"déprimant";13;-0,4033;0,4033
"cauchemar";13;-0,4033;0,4033
"marre";15;-1,554;1,554
"couvrir";14;-0,3171;0,3171
"intérêt";40;0,3063;-0,3063
"privilège";12;0,6053;-0,6053
"post";16;-0,9084;0,9084
"jupe";14;1,3293;-1,3293
"pantalon";21;-1,1524;1,1524
"of";17;-1,5465;1,5465
"discussion";10;-1,3239;1,3239
"développer";20;-0,4348;0,4348
"observer";11;0,493;-0,493
"matériel";14;1,3293;-1,3293
"1000";11;0,2507;-0,2507
"saison";10;-0,8257;0,8257
"parer";15;-0,7228;0,7228
"ecole";15;0,9812;-0,9812
"âne";16;1,6514;-1,6514
"paire";17;1,817;-1,817
"lapin";11;1,4541;-1,4541
"assurer";28;-0,254;0,254
"serrer";16;0,2507;-0,2507
"désoler";22;0,4882;-0,4882
"désirer";22;1,4802;-1,4802
"réellement";26;-1,3872;1,3872
"1960";12;1,6352;-1,6352
"masculin";18;0,6279;-0,6279
"énerver";21;0,641;-0,641
"moquerie";15;-0,7228;0,7228
"svp";10;-0,2282;0,2282
"nuage";12;0,6053;-0,6053
"contrôle";11;-1,6068;1,6068
"laver";18;0,6279;-0,6279
"sexe";13;1,1735;-1,1735
"remplir";20;0,551;-0,551
"coach";10;-1,3239;1,3239
"aigri";12;0,6053;-0,6053
"surprise";10;-0,2282;0,2282
"ravir";12;-0,512;0,512
"rejoindre";18;0,6279;-0,6279
"performance";10;-0,2282;0,2282
"foot";92;-0,6648;0,6648
"passionné";13;0,7247;-0,7247
"angoisse";13;1,1735;-1,1735
"collectif";12;-1,3094;1,3094
"entraîner";28;-0,254;0,254
"hôpital";19;-1,1298;1,1298
"baigner";12;1,6352;-1,6352
"approcher";11;0,875;-0,875
"emji_colombe";10;0,3886;-0,3886
"pisser";10;0,7337;-0,7337
"honteux";23;-1,5594;1,5594
"disque";12;-1,3094;1,3094
"gentillesse";10;1,2757;-1,2757
"purée";11;-0,6496;0,6496
"o";11;-0,6496;0,6496
"tendance";10;-0,4672;0,4672
"peau";31;-1,6159;1,6159
"brûler";30;-0,8343;0,8343
"chier";25;-0,4285;0,4285
"exagérer";18;-0,3972;0,3972
"dépasser";26;0,5861;-0,5861
"hop";13;0,2183;-0,2183
"pause";11;-0,358;0,358
"mdr";51;-0,3723;0,3723
"unique";12;-0,512;0,512
"gloire";10;-0,2282;0,2282
"extrême";14;-1,3068;1,3068
"autorité";14;-0,3171;0,3171
"flic";11;-1,6068;1,6068
"site";10;-1,3239;1,3239
"environnement";15;-1,089;1,089
"animal";81;-1,0518;1,0518
"cruel";10;0,3886;-0,3886
"construire";24;-0,7365;0,7365
"etes";11;-1,6068;1,6068
"resto";10;0,3886;-0,3886
"local";10;-1,9896;1,9896
"pratiquer";16;0,2507;-0,2507
"digne";14;0,2855;-0,2855
"punir";12;-0,512;0,512
"expliquer";26;-1,3872;1,3872
"faible";10;0,7337;-0,7337
"mentir";17;0,5325;-0,5325
"surement";14;-1,3068;1,3068
"nan";16;0,4432;-0,4432
"paisible";10;1,2757;-1,2757
"nettoyer";14;-0,8801;0,8801
"panier";14;-1,3068;1,3068
"adopter";10;0,3886;-0,3886
"produit";13;-0,6869;0,6869
"compétition";20;-0,6672;0,6672
"posséder";12;0,6053;-0,6053
"waouh";10;0,3886;-0,3886
"survivre";25;-0,4285;0,4285
"tache";20;0,551;-0,551
"football";19;0,729;-0,729
"netflix";15;-1,554;1,554
"drame";18;-0,3972;0,3972
"espoir";27;-0,919;0,919
"baisser";26;0,5861;-0,5861
"faute";26;-0,3613;0,3613
"contraire";25;0,5086;-0,5086
"arrêt";10;-0,4672;0,4672
"mur";26;-0,7698;0,7698
"papy";11;0,493;-0,493
"exiger";15;-0,4458;0,4458
"discret";11;-0,358;0,358
"toxique";14;-0,3171;0,3171
"vs";10;0,7337;-0,7337
"taille";14;0,5132;-0,5132
"autrement";12;-0,8523;0,8523
"telephone";11;-0,358;0,358
"considération";11;-0,358;0,358
"généralement";17;0,3159;-0,3159
"efficace";11;-1,6068;1,6068
"épaule";11;-0,358;0,358
"calculer";30;1,2588;-1,2588
"entretenir";12;-0,512;0,512
"plaque";10;-0,8257;0,8257
"roue";10;-0,8257;0,8257
"trauma";16;-0,358;0,358
"exercice";20;1,2117;-1,2117
"frapper";29;1,5204;-1,5204
"intense";10;-0,4672;0,4672
"plan";12;-0,8523;0,8523
"halluciner";11;-1,0597;1,0597
"sensibilité";22;0,3061;-0,3061
"17";20;-0,4348;0,4348
"priver";11;-1,0597;1,0597
"saut";11;0,2507;-0,2507
"chute";13;-0,4033;0,4033
"constater";22;0,3061;-0,3061
"emji_visage_qui_pleure_à_chaudes_larmes";25;1,4322;-1,4322
"etais";15;0,3607;-0,3607
"horreur";29;-0,4948;0,4948
"brésil";13;-0,6869;0,6869
"ds";20;-0,2625;0,2625
"emmener";17;-1,1085;1,1085
"emji_visage_avec_des_symboles_dans_la_bouche";18;-0,9369;0,9369
"hauteur";10;0,7337;-0,7337
"poubelle";18;-0,9369;0,9369
"tablette";13;1,8188;-1,8188
"joueur";27;-0,462;0,462
"entrer";31;-0,7316;0,7316
"rome";13;1,1735;-1,1735
"italie";13;0,4176;-0,4176
"enfermer";11;-0,6496;0,6496
"combinaison";16;1,117;-1,117
"serré";10;-1,3239;1,3239
"prononcer";11;0,2507;-0,2507
"équilibre";11;0,493;-0,493
"nord";11;0,493;-0,493
"home";13;0,7247;-0,7247
"accent";13;0,7247;-0,7247
"établissement";10;0,3886;-0,3886
"rapidement";18;-0,9369;0,9369
"honnête";15;-1,089;1,089
"réduire";11;-0,358;0,358
"blessure";10;-0,4672;0,4672
"cadre";16;-0,358;0,358
"installer";11;-1,6068;1,6068
"balader";12;0,6053;-0,6053
"mêler";15;-1,089;1,089
"accès";12;-1,3094;1,3094
"retirer";13;-1,0722;1,0722
"bin";15;-1,089;1,089
"illusion";16;-0,5932;0,5932
"emji_coeur_brisé";15;-1,554;1,554
"débile";12;0,6053;-0,6053
"balancer";12;0,3298;-0,3298
"hésiter";15;-0,2486;0,2486
"certaine";20;-0,2625;0,2625
"pauvreté";13;-0,6869;0,6869
"hygiène";16;-0,5932;0,5932
"suicide";10;-1,3239;1,3239
"existence";12;0,3298;-0,3298
"satisfaire";13;1,1735;-1,1735
"extraordinaire";10;0,7337;-0,7337
"exigence";11;0,493;-0,493
"pur";15;-0,2486;0,2486
"combler";10;-0,2282;0,2282
"conscient";14;-0,3171;0,3171
"effacer";11;-1,0597;1,0597
"gêner";21;-0,3594;0,3594
"fric";13;-1,0722;1,0722
"reconnaissance";11;-1,0597;1,0597
"sérieusement";19;-1,5462;1,5462
"moche";10;0,3886;-0,3886
"pro";17;-0,486;0,486
"ultra";15;-1,554;1,554
"prévoir";10;-0,8257;0,8257
"correctement";15;-0,2486;0,2486
"volant";12;-0,512;0,512
"lac";12;-0,274;0,274
"lit";11;-1,6068;1,6068
"72";10;-0,8257;0,8257
"dessin";12;0,3298;-0,3298
"affreux";11;-0,6496;0,6496
"contrôler";13;-0,4033;0,4033
"instruction";16;0,4432;-0,4432
"nourrir";19;-0,7912;0,7912
"convenir";15;-0,4458;0,4458
"couille";10;-0,4672;0,4672
"claque";10;0,7337;-0,7337
"stage";11;-0,6496;0,6496
"compagnie";11;-0,358;0,358
"univers";11;0,2507;-0,2507
"pc";21;-1,5509;1,5509
"programme";32;0,4345;-0,4345
"rendez_vous";14;-0,8801;0,8801
"action";18;-1,3216;1,3216
"régler";14;-1,8461;1,8461
"conséquence";14;-1,8461;1,8461
"supprimer";13;0,2183;-0,2183
"légal";11;-0,6496;0,6496
"profondément";11;-1,0597;1,0597
"calcul";15;0,3607;-0,3607
"tableau";10;0,3886;-0,3886
"ventre";12;-0,274;0,274
"assister";12;-0,8523;0,8523
"collègue";13;-1,0722;1,0722
"panneau";10;-0,4672;0,4672
"côtoyer";11;0,2507;-0,2507
"rond";10;-0,8257;0,8257
"encourager";13;-1,5721;1,5721
"géographie";10;-0,8257;0,8257
"pont";12;-0,512;0,512
"feuille";10;-0,2282;0,2282
"uns";11;-0,6496;0,6496
"apparaître";10;1,2757;-1,2757
"malin";14;-0,8801;0,8801
"restaurant";14;-1,8461;1,8461
"caissier";13;0,4176;-0,4176
"deuil";18;1,4012;-1,4012
"herbe";14;0,5132;-0,5132
"ancêtre";10;-0,8257;0,8257
"seigneur";13;0,2183;-0,2183
"cesser";11;-1,6068;1,6068
"bisounours";13;-1,5721;1,5721
"sensibiliser";10;-0,4672;0,4672
"espérance";15;-1,089;1,089
"couture";11;1,4541;-1,4541
"budget";10;-0,2282;0,2282
