"";"";"";"";"qui";""
"68";"80";"-0.0249483919158507";"0.0382503682223152";"0.974642277877506";"111"
"69";"avant";"0.281424284145756";"-0.22461044080268";"0.971975595818735";"112"
"70";"falloir";"0.385074328109493";"-0.263229865735847";"0.961067596349763";"116"
"71";"beaucoup";"-0.0905213329240347";"-0.0888045293909314";"0.958277104052549";"117"
"72";"contre";"0.416455564242779";"-0.326911728062268";"0.955178673469977";"120"
"73";"70";"0.158566199687237";"-0.0948906619140016";"0.95146119169519";"122"
"74";"déjà";"0.302539442528166";"-0.279257226556239";"0.950035786642347";"123"
"75";"depuis";"0.384159246016682";"-0.0439068753504644";"0.947400850798562";"125"
"76";"quelque";"0.444053136989993";"-0.652879579081015";"0.945223060450565";"129"
"77";"ses";"0.268681071887091";"-0.316819366755518";"0.943397653088907";"131"
"78";"parce_que";"0.63143125787729";"-0.120040555183122";"0.938642070084099";"132"
"79";"mal";"0.487370668513551";"-0.278045983647905";"0.938159527616321";"133"
"80";"moins";"0.430484435110541";"-0.245428430639844";"0.936845234315927";"135"
"81";"toi";"0.351657585356437";"0.0142621000608221";"0.930642023907786";"138"
"82";"hors";"0.536539108008517";"-0.101422273140399";"0.929553128733788";"140"
"83";"environ";"0.320077317150123";"-0.321144455748034";"0.928213438461405";"141"
"84";"tous";"0.0434788822787665";"-0.224735979926134";"0.926261046239805";"143"
"85";"bah";"0.499557030314629";"0.0704126732411961";"0.92599120341243";"145"
"86";"jusqu_au";"0.412342130136215";"-0.29152955807369";"0.921359430646064";"146"
"87";"ta";"0.447935882955218";"-0.123125024797191";"0.921181651842146";"147"
"88";"m";"0.109223681137204";"-0.0899484288029515";"0.920559426028433";"148"
"89";"envers";"0.298327441363105";"-0.285693871904692";"0.914197484545365";"150"
"90";"quoi";"0.464697960904891";"0.00123159079717644";"0.9113022297387";"152"
"91";"jamais";"0.356742628042917";"-0.0503040192578713";"0.905527593232861";"156"
"92";"pendant";"0.160182195666132";"-0.203674671281996";"0.903435517665326";"157"
"93";"encore";"0.235120266570787";"-0.0279682212807191";"0.903257738861408";"159"
"94";"200";"0.386906652289731";"-0.136785549957579";"0.903006943763023";"160"
"95";"3";"0.494403737761052";"-0.212811965281783";"0.902391067192307";"161"
"96";"entre";"0.472634570279236";"-0.126728777082454";"0.900032323418894";"163"
"97";"oui";"0.160610813938959";"-0.0321055370189345";"0.89908628621233";"164"
"98";"anti";"0.659777042525811";"-0.32404607253807";"0.898689458525013";"165"
"99";"néanmoins";"0.317708287857004";"-0.590682466058418";"0.89743865765459";"166"
"100";"90";"0.0679754015115362";"-0.101160280340699";"0.89292434588367";"168"
"101";"000";"0.464552489773483";"-0.104971598368669";"0.892721170107764";"169"
"102";"pourtant";"0.383219545265855";"-0.14920917840674";"0.892508470467362";"170"
"103";"aussi";"0.06832157367126";"0.197092061202824";"0.887987809453446";"172"
"104";"1990";"0.0792843909012979";"-0.566515295116285";"0.885216364885223";"175"
"105";"2025";"0.28056727964807";"-0.104640175836594";"0.884508424291049";"176"
"106";"ceux";"0.472396335746903";"-0.356728956993232";"0.883844928397855";"177"
"107";"lorsque";"0.627374841262702";"-0.295175251652566";"0.882527460475962";"178"
"108";"quelques";"0.405654247301771";"-0.269880202440164";"0.879895699253675";"179"
"109";"8";"0.394391216143541";"-0.189988623183205";"0.878790930972185";"180"
"110";"dessus";"0.615079282492226";"-0.186013862960559";"0.876365520147303";"183"
"111";"10";"0.336432531246235";"-0.221595211085949";"0.875917898516009";"184"
"112";"tes";"0.55279716339546";"-0.32555638439639";"0.872959151279373";"187"
"113";"surtout";"0.351273966197476";"-0.0322500623093519";"0.871702001165952";"188"
"114";"autour";"0.424301570558036";"-0.304957062894854";"0.870965488978291";"189"
"115";"grâce";"-0.226903401350243";"-0.269202175719319";"0.868584522854389";"190"
"116";"75";"0.467299204745712";"-0.536768297295477";"0.86793055082569";"192"
"117";"deux";"0.162884785864224";"-0.186265126891793";"0.867400389035435";"193"
"118";"57";"0.286904807048643";"-0.27807170921688";"0.864149576620933";"194"
"119";"14";"0.423125474945405";"0.00459252435903928";"0.860454317196636";"197"
"120";"1500";"0.709193842082418";"-0.429562201340777";"0.860187648990759";"198"
"121";"2023";"0.313806106222051";"-0.226200256542664";"0.85960034401353";"199"
"122";"67";"0.239120596709849";"-0.360868691575115";"0.855060635270622";"201"
"123";"jusqu_à";"0.458114113603288";"-0.153253730559284";"0.854346345433451";"202"
"124";"comment";"0.335238376286538";"-0.00245962384094767";"0.853314593446427";"203"
"125";"trois";"0.49773105484209";"-0.0375814295719162";"0.852886019544124";"206"
"126";"autant";"0.440366957793278";"-0.274339330088301";"0.851717758832663";"207"
"127";"2016";"0.395816023318058";"-0.61506473382532";"0.851568551622232";"208"
"128";"très";"-0.371082321170238";"0.0907572990943825";"0.851498709949264";"209"
"129";"plusieurs";"0.557454280624662";"0.236151813735228";"0.850279655293826";"210"
"130";"toujours";"0.150335334502475";"0.0204299094717317";"0.848505041876144";"212"
"131";"toutes";"-0.145036258165288";"-0.0307829913869402";"0.847990753193381";"213"
"132";"certain";"0.231719193816268";"-0.282059410977926";"0.846730428458462";"214"
"133";"ensuite";"0.550476273987291";"-0.373863812650925";"0.846289156070165";"215"
"134";"2021";"0.163041942421974";"-0.342961968460296";"0.846006614756795";"216"
"135";"toute";"-0.404232924901363";"-0.0705286851795864";"0.84504152982124";"217"
"136";"lorsqu";"0.493000310222718";"-0.806918343190781";"0.844165334287644";"218"
"137";"dix";"0.581570461351409";"-0.404820839677715";"0.842663738318836";"219"
"138";"parfois";"0.472088973738856";"-0.37447811618647";"0.841968496210656";"221"
"139";"2017";"0.714642449399314";"-0.570179366291704";"0.841860559079706";"222"
"140";"1982";"0.40841499760278";"0.171761151798209";"0.838524031884744";"226"
"141";"250";"0.435286272553578";"0.108667472935994";"0.833435113622589";"232"
"142";"45";"0.506374998734949";"-0.433352480452279";"0.833127175337231";"234"
"143";"01";"0.483602951993106";"-0.63442577462887";"0.831552563073957";"236"
"144";"pouce";"0.483602951993106";"-0.63442577462887";"0.831552563073957";"237"
"145";"77";"0.38028394019164";"0.262451582282336";"0.831552563073957";"239"
"146";"48";"0.23524530114791";"0.170366969238723";"0.831552563073957";"240"
"147";"27";"0.38028394019164";"0.262451582282336";"0.831552563073957";"241"
"148";"101";"0.524365243260046";"-0.801630123182619";"0.831552563073957";"242"
"149";"10000";"0.558124918434486";"-0.0651029740775965";"0.830946210367737";"243"
"150";"68";"0.587220521702035";"-0.243161336772594";"0.830320809932525";"245"
"151";"72";"0.573272973776319";"-0.287192195981607";"0.830320809932525";"246"
"152";"16";"0.472297855364407";"-0.513073584032769";"0.827365237317387";"252"
"153";"nul";"0.696573939168121";"0.331825720093328";"0.826222373577914";"254"
"154";"puisque";"0.504272520201445";"-0.397470959258775";"0.826152531904946";"255"
"155";"ben";"0.386314794390649";"0.371192536888166";"0.82555887768472";"257"
"156";"43";"-0.396964935176137";"-0.353544781404759";"0.825323955693828";"259"
"157";"cependant";"0.700007775228601";"-0.804145995145845";"0.82503823975896";"260"
"158";"quelconque";"0.725377978754341";"-0.873702281867392";"0.824609665856657";"262"
"159";"hello";"0.685514180262138";"-0.81703055186007";"0.824609665856657";"263"
"160";"mince";"0.115269882250441";"0.338759133396744";"0.824384267730261";"264"
"161";"92";"0.194045834334188";"-0.516925486707492";"0.824282679842308";"265"
"162";"40";"0.0971375409960739";"-0.0981324307985939";"0.82293346570543";"267"
"163";"aucunes";"0.436670302549533";"-0.792890506040483";"0.821930285311892";"270"
"164";"haha";"0.0567543780389845";"0.322736794365601";"0.821076312128786";"271"
"165";"5000";"0.591762243389041";"0.260083311980414";"0.819863606716345";"273"
"166";"180";"0.591762243389041";"0.260083311980414";"0.819863606716345";"274"
"167";"02";"0.591762243389041";"0.260083311980414";"0.819863606716345";"275"
"168";"ouais";"0.512674246259178";"0.472057349033502";"0.819838209744356";"277"
"169";"vôtre";"-0.263973158474421";"-0.290226892312905";"0.819641383211447";"278"
"170";"trente";"-0.959559173374223";"-0.246673034740064";"0.818895347159291";"279"
"171";"suivant";"0.343154405751205";"-0.0501662937780109";"0.818892172537792";"282"
"172";"quasi";"0.603277965342003";"0.220843588481111";"0.818841378593816";"283"
"173";"hum";"0.621120143062385";"0.0876719336501162";"0.818323915289554";"284"
"174";"durant";"0.463742516443809";"0.516721225184508";"0.816946129559189";"285"
"175";"peuchère";"0.301684965301581";"0.0759140858931872";"0.816835017806741";"286"
"176";"siens";"-1.07162963585929";"-0.344481204933719";"0.816835017806741";"287"
"177";"hop";"0.168438524030015";"0.533368507031449";"0.816374697689453";"289"
"178";"2019";"0.548792290735585";"0.272862890830023";"0.815612788529804";"292"
"179";"1989";"-0.274331394397182";"-0.441679254727749";"0.815612788529804";"293"
"180";"ouh";"0.569471424867529";"0.522025772163437";"0.815123896819029";"295"
"181";"96";"0.545014050107365";"0.622348381295687";"0.815123896819029";"296"
"182";"88";"0.374204284823446";"0.121956392414994";"0.814996911959088";"297"
"183";"ah";"-0.0437020084364052";"0.2186585947348";"0.814939768772114";"298"
"184";"1971";"-0.312356929220376";"0.191738456430165";"0.814879450963642";"300"
"185";"ouf";"0.198396623235648";"-0.0417655119871258";"0.814749291482202";"301"
"186";"51";"0.529137923701376";"0.587927969346092";"0.814638179729753";"302"
"187";"160";"0.634877075300077";"0.586743834195131";"0.814638179729753";"303"
"188";"1980";"-0.195807001222139";"0.08397665444644";"0.814333416065894";"305"
"189";"ho";"-0.312171864549661";"0.327563522242502";"0.813390553480828";"307"
"190";"2018";"0.593533474010023";"-0.0867303657798063";"0.812425468545273";"310"
"191";"1291";"0.506396739667323";"0.979342260784774";"0.812139752610405";"317"
"192";"heu";"0.391195426372324";"0.184539403784436";"0.812098482530924";"318"
"193";"1987";"-0.125447294098936";"0.139451722359652";"0.811523876039689";"320"
"194";"quatre";"0.19021153814221";"0.124178533931894";"0.811041333571911";"322"
"195";"b";"0.179799321049161";"0.62769094892918";"0.811041333571911";"323"
"196";"mille";"0.153645286595055";"0.389029654495345";"0.810834983174506";"325"
"197";"cent";"0.596390899281275";"0.26968299994545";"0.809907993696933";"328"
"198";"vingt";"0.404040852484452";"0.52762817333898";"0.809907993696933";"329"
"199";"120";"-0.0203029735485423";"0.427532822431149";"0.809796881944485";"330"
"200";"23";"0.0512374274136696";"0.110361286507712";"0.809425451229156";"332"
"201";"chacune";"0.754628057835285";"0.61755676004696";"0.809298466369214";"333"
"202";"auparavant";"0.777005483581039";"0.92181059573995";"0.809298466369214";"334"
"203";"1993";"-0.975701738188078";"-0.0530526249178767";"0.809298466369214";"335"
"204";"bof";"0.34535128833051";"0.180676689230048";"0.807730203348937";"338"
"205";"2007";"0.585461247492547";"0.297364056877178";"0.807285756339142";"339"
"206";"hip";"-0.238527513203975";"0.0451268823810349";"0.807285756339142";"340"
"207";"1995";"-0.557216553549886";"-0.0283721101027315";"0.80720321618018";"341"
"208";"g";"0.525290690270354";"0.0859191409712256";"0.807130199885714";"342"
"209";"alerte";"-0.227755408356126";"-0.0614441624830726";"0.806923849488309";"344"
"210";"jusque";"0.178513027228654";"0.491983699135583";"0.806603212716957";"346"
"211";"pa";"-0.112241573037122";"0.478083284564657";"0.806406386184047";"347"
"212";"huit";"-0.119935933642728";"0.554205459467591";"0.806406386184047";"348"
"213";"1998";"0.501310669638891";"0.113835759051909";"0.806282575945604";"349"
"214";"31";"-0.650549846314727";"-0.016067602449469";"0.806282575945604";"350"
"215";"octante";"0.440300512245385";"0.550649326599884";"0.806257178973616";"352"
"216";"1988";"-1.35152779076518";"0.0782796296943326";"0.805996860010736";"353"
"217";"or";"-0.305664761206874";"-0.251777535149296";"0.80538098344002";"354"
"218";"17";"-0.0543710273742263";"0.0871088249734275";"0.805263522444574";"355"
"219";"pardon";"0.562595096397401";"0.458528576206739";"0.805222252365093";"356"
"220";"chic";"-0.864836236580721";"-0.145889426788047";"0.805180982285612";"357"
"221";"lala";"-1.08927820137336";"0.124122468035258";"0.804346056831497";"359"
"222";"1986";"0.144602113733126";"0.27286451143472";"0.804276215158529";"360"
"223";"37";"-0.615941376484924";"-0.185441341761876";"0.804028594681643";"362"
"224";"150";"0.479045141670934";"0.214320317758182";"0.803974626116168";"363"
"225";"1979";"-0.689793958506192";"-0.358058630355016";"0.802507950983844";"368"
"226";"wouah";"-0.720780509566757";"-0.237028906308917";"0.802196838076987";"370"
"227";"gna_gna";"0.446723604345311";"0.167998698936801";"0.801682549394225";"371"
"228";"htag_cqfd";"0.60971575146879";"0.082464903873568";"0.801682549394225";"372"
"229";"cinquante";"0.446723604345311";"0.167998698936801";"0.801682549394225";"373"
"230";"allô";"0.446723604345311";"0.167998698936801";"0.801682549394225";"374"
"231";"06";"0.446723604345311";"0.167998698936801";"0.801682549394225";"376"
"232";"1952";"-0.926590996815558";"-0.252396591890105";"0.801682549394225";"377"
"233";"ouah";"-0.848964353413797";"0.381328561851022";"0.801542866048289";"378"
"234";"39";"-0.467800329273405";"-0.262359857258433";"0.80104127585152";"380"
"235";"1962";"-0.567667013870259";"0.106044324731981";"0.800793655374634";"382"
"236";"pan";"-0.512196179774167";"-0.4373051592037";"0.800088889401959";"383"
"237";"nôtres";"-0.512196179774167";"-0.4373051592037";"0.800088889401959";"384"
"238";"jadis";"-0.589685438625267";"0.235352858479705";"0.800088889401959";"385"
"239";"bim";"-0.512196179774167";"-0.4373051592037";"0.800088889401959";"386"
"240";"2012";"-0.576220307565456";"0.10213905239957";"0.8";"387"
