"";"banalfreq";"X.rts_a";"X.rts_i"
"gym";11;0,4664;-0,4664
"emji_applaudissements_peau_claire";135;0,6218;-0,6218
"célébrer";15;-0,5426;0,5426
"espoir";53;-0,8396;0,8396
"tes";417;-1,949;1,949
"20";374;-0,908;0,908
"emji_biceps_contracté_peau_claire";49;1,3534;-1,3534
"nos";1471;-0,3173;0,3173
"une";12423;-1,997;1,997
"mentalité";138;1,6544;-1,6544
"dans";8858;-0,4175;0,4175
"victoire";52;-0,5956;0,5956
"défaite";17;0,3076;-0,3076
"chance";327;0,5169;-0,5169
"compétition";55;-0,3704;0,3704
"vraiment";1552;0,9388;-0,9388
"insupportable";55;-0,3704;0,3704
"cirque";38;-1,3768;1,3768
"inculte";25;-0,3736;0,3736
"centime";33;0,3006;-0,3006
"ci";73;-0,5704;0,5704
"loin";425;1,6373;-1,6373
"mourir";240;1,2104;-1,2104
"faim";71;-0,3655;0,3655
"survie";28;-0,2759;0,2759
"foire";12;1,0049;-1,0049
"humain";851;0,6495;-0,6495
"devenir";1020;1,2178;-1,2178
"pathétique";43;0,2601;-0,2601
"siècle";138;0,9095;-0,9095
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";72;0,3749;-0,3749
"oser";193;-0,3227;0,3227
"couper";364;0,5977;-0,5977
"pr";74;-0,7682;0,7682
"constructif";34;-1,2243;1,2243
"moin";42;0,3049;-0,3049
"lèvre";10;0,328;-0,328
"hymne";11;0,8042;-0,8042
"origine";184;0,7789;-0,7789
"jusqu_au";101;0,9473;-0,9473
"bout";204;0,3944;-0,3944
"nati";28;1,2488;-1,2488
"emji_applaudissements_peau_foncée";10;-0,5415;0,5415
"espérer";527;-1,1292;1,1292
"là";1761;0,992;-0,992
"oublier";571;0,4424;-0,4424
"racine";35;1,3787;-1,3787
"hop";62;0,8519;-0,8519
"croiser";67;1,3699;-1,3699
"doigt";145;1,7639;-1,7639
"depuis";1266;-0,9183;0,9183
"emji_doigts_croisés_peau_claire";21;-0,4252;0,4252
"emji_doigts_croisés";53;-0,8396;0,8396
"emji_doigts_croisés_peau_moyennement_claire";10;-0,5415;0,5415
"pffff";19;-1,4696;1,4696
"ben";430;1,241;-1,241
"puisqu";55;0,4425;-0,4425
"nage";10;1,0412;-1,0412
"payant";29;0,2708;-0,2708
"avion";119;-0,3591;0,3591
"gonfler";19;0,7917;-0,7917
"analyse";85;-1,6071;1,6071
"correct";82;-1,8104;1,8104
"faute";314;-0,5267;0,5267
"traduction";23;1,4777;-1,4777
"ego";35;0,315;-0,315
"correction";15;1,1791;-1,1791
"honnêtement";71;-0,469;0,469
"emji_visage_avec_les_sourcils_relevés";88;0,3638;-0,3638
"rue";335;-1,3043;1,3043
"avertir";14;-0,2395;0,2395
"voiture";402;-0,4828;0,4828
"amande";17;-0,2945;0,2945
"vôtre";47;-0,9642;0,9642
"te";1184;0,8525;-0,8525
"avouer";93;0,9118;-0,9118
"min";36;0,5409;-0,5409
"34";15;-0,8647;0,8647
"2007";20;-1,1812;1,1812
"croire";1196;1,2434;-1,2434
"religieux";67;0,6409;-0,6409
"historien";15;-0,3158;0,3158
"musée";52;-1,7416;1,7416
"temp";15;0,2868;-0,2868
"toi";1422;0,9472;-0,9472
"passer";1740;-0,4625;0,4625
"dur";297;-1,1175;1,1175
"boiter";32;0,7114;-0,7114
"encore";2409;1,4612;-1,4612
"emji_visage_avec_un_doigt_sur_la_bouche";52;1,4846;-1,4846
"ptn";31;0,6022;-0,6022
"gêner";70;0,7287;-0,7287
"jusqu_à";271;-0,4339;0,4339
"autre";1384;0,4149;-0,4149
"ahahah";20;0,9488;-0,9488
"imaginer";343;0,2849;-0,2849
"court";62;1,0384;-1,0384
"horreur";178;1,9482;-1,9482
"arrivée";68;0,8789;-0,8789
"finalement";161;0,9481;-0,9481
"après";1460;0,472;-0,472
"allure";11;0,8042;-0,8042
"france";1158;1,3038;-1,3038
"relire";89;-1,3037;1,3037
"explication";67;-1,1598;1,1598
"gros";552;-0,6792;0,6792
"ouais";236;-0,3665;0,3665
"surtout";1026;-1,355;1,355
"nettement";33;-0,3014;0,3014
"conditionner";12;0,3515;-0,3515
"délire";38;0,5534;-0,5534
"amitié";29;0,41;-0,41
"fort";400;-0,6498;0,6498
"emji_visage_mécontent";16;0,6374;-0,6374
"irréprochable";10;0,328;-0,328
"complexe";75;-1,4072;1,4072
"colonie";21;0,3453;-0,3453
"romand";97;1,8599;-1,8599
"science";108;1,7679;-1,7679
"tous";2486;-1,3363;1,3363
"rivière";23;1,1052;-1,1052
"lesquels";26;-0,4464;0,4464
"commentaire";1140;-1,8204;1,8204
"vachement";31;0,6022;-0,6022
"marrant";90;1,74;-1,74
"solide";36;-0,4839;0,4839
"ta";623;0,6007;-0,6007
"comment";1011;-0,3105;0,3105
"partout";352;0,5076;-0,5076
"moitié";192;1,2576;-1,2576
"marine";12;1,5169;-1,5169
"emji_poing_levé_peau_moyennement_claire";16;-0,4015;0,4015
"troupe";12;-0,8239;0,8239
"emji_poing_levé";45;0,3817;-0,3817
"rouler";158;1,7169;-1,7169
"1er";121;1,5131;-1,5131
"acheter";425;-0,4827;0,4827
"pot";48;-0,2631;0,2631
"kilomètre";26;0,3117;-0,3117
"côté";545;-0,9054;0,9054
"vert";96;-0,5422;0,5422
"monter";163;-1,2806;1,2806
"km";57;-0,7709;0,7709
"h";116;-0,498;0,498
"évidemment";216;-1,6502;1,6502
"piste";64;-0,2713;0,2713
"réaliser";92;-0,2988;0,2988
"gris";24;0,4587;-0,4587
"vaud";128;0,3804;-0,3804
"sensibiliser";13;0,2641;-0,2641
"espace";114;-1,301;1,301
"entièrement";70;0,2777;-0,2777
"consacrer";22;-1,9733;1,9733
"lausanne";299;-0,8397;0,8397
"ses";1360;0,3401;-0,3401
"for";31;0,2859;-0,2859
"indignation";23;-1,6318;1,6318
"conduire";95;-0,606;0,606
"genève";601;-1,7957;1,7957
"comparer";180;0,317;-0,317
"grèce";11;0,2391;-0,2391
"72";24;0,4587;-0,4587
"turquie";45;0,3817;-0,3817
"toute";1078;0,4231;-0,4231
"côte";23;0,3626;-0,3626
"87";18;1,347;-1,347
"quelques";424;-0,7921;0,7921
"voyage";120;-0,3201;0,3201
"destination";17;-0,4959;0,4959
"recommander";34;0,3726;-0,3726
"chacun";312;0,8315;-0,8315
"goût";131;1,3771;-1,3771
"hasard";94;-0,6754;0,6754
"découverte";32;0,7114;-0,7114
"é";27;0,5781;-0,5781
"notre";1353;-1,6164;1,6164
"idole";11;0,8042;-0,8042
"urbain";15;-0,3158;0,3158
"vent";57;0,343;-0,343
"perle";18;1,8303;-1,8303
"remonter";62;1,7412;-1,7412
"image";320;0,5829;-0,5829
"carrément";77;1,1871;-1,1871
"éclater";39;1,0891;-1,0891
"bagnole";20;0,9488;-0,9488
"réseau";265;-0,3057;0,3057
"perdre";591;-1,1427;1,1427
"taper";111;0,4259;-0,4259
"facebook";11;-0,3733;0,3733
"street";11;1,2738;-1,2738
"minute";122;0,4322;-0,4322
"roller";25;1,8705;-1,8705
"trembler";10;0,6181;-0,6181
"lorsque";171;-0,5497;0,5497
"descendre";63;-0,684;0,684
"affronter";23;-0,8704;0,8704
"emji_fusée";18;0,2401;-0,2401
"emji_mains_levées_peau_moyennement_claire";41;0,8581;-0,8581
"emji_v_de_la_victoire_peau_moyennement_claire";13;-0,3414;0,3414
"bus";102;-0,4065;0,4065
"redescendre";18;-0,5984;0,5984
"bord";64;-0,5986;0,5986
"recyclage";29;0,8153;-0,8153
"naïf";45;-0,6097;0,6097
"réchauffement";82;-0,9735;0,9735
"grippe";19;-0,2765;0,2765
"emji_visage_avec_masque";15;1,6743;-1,6743
"rassurant";18;0,2401;-0,2401
"repos";23;1,1052;-1,1052
"essence";41;-0,2523;0,2523
"électrique";58;-0,3016;0,3016
"exactement";411;1,6887;-1,6887
"écologie";58;-1,5212;1,5212
"vélo";146;-1,0109;1,0109
"écolo";26;0,9434;-0,9434
"difficulté";77;0,2727;-0,2727
"entourer";52;0,6346;-0,6346
"mégot";16;0,6374;-0,6374
"terre";382;-1,568;1,568
"herbe";19;1,131;-1,131
"impeccable";11;1,2738;-1,2738
"bâton";33;0,8286;-0,8286
"inclure";37;-1,968;1,968
"quatre";41;0,6589;-0,6589
"dessus";240;-0,5968;0,5968
"ho";39;1,3656;-1,3656
"mètre";33;0,3006;-0,3006
"véritable";89;-0,6631;0,6631
"bras";91;0,9029;-0,9029
"retour";195;0,2863;-0,2863
"certainement";169;1,1019;-1,1019
"ok";355;0,8654;-0,8654
"ca";761;1,1162;-1,1162
"berger";14;0,3727;-0,3727
"hyper";103;0,9561;-0,9561
"sensible";45;0,3817;-0,3817
"différence";286;-0,8794;0,8794
"emji_coeur_noir";36;1,2254;-1,2254
"culturel";69;-1,5695;1,5695
"qqn";38;-1,7174;1,7174
"boisson";12;-0,2558;0,2558
"préciser";74;-0,9312;0,9312
"47";11;-0,6782;0,6782
"niveau";683;-0,8584;0,8584
"élevé";137;-0,3497;0,3497
"emji_feuille";42;1,2217;-1,2217
"conclusion";50;-1,8278;1,8278
"chef";92;-0,5752;0,5752
"changement";187;-0,7062;0,7062
"vivement";87;-0,8228;0,8228
"ouiii";25;1,8705;-1,8705
"sérieux";220;-1,3327;1,3327
"emji_visage_de_clown";211;-1,6459;1,6459
"courir";161;0,4023;-0,4023
"helvétique";23;-0,3976;0,3976
"emji_visage_de_geek";119;0,4608;-0,4608
"emji_cotillons";62;1,7412;-1,7412
"sembler";395;0,2899;-0,2899
"mémoire";91;0,7606;-0,7606
"revenir";547;-0,6711;0,6711
"hahah";17;1,1513;-1,1513
"nord";116;0,9425;-0,9425
"2021";37;0,6368;-0,6368
"identique";22;0,4433;-0,4433
"férié";18;0,9553;-0,9553
"façon";431;0,5438;-0,5438
"diviser";51;-1,3446;1,3446
"habiter";210;1,8877;-1,8877
"différents";109;1,1333;-1,1333
"malgré";196;0,8274;-0,8274
"arriver";832;-0,37;0,37
"celle_ci";35;-0,4182;0,4182
"coucher";57;1,898;-1,898
"langue";342;-1,297;1,297
"pur";124;1,6125;-1,6125
"toutes";940;1,1185;-1,1185
"tendre";57;0,7424;-0,7424
"adolescent";28;0,6922;-0,6922
"confiance";104;-1,2993;1,2993
"page";80;-0,8408;0,8408
"svp";207;0,4346;-0,4346
"oups";30;-0,2626;0,2626
"désolé";154;0,6551;-0,6551
"doute";223;-0,6506;0,6506
"cerveau";149;1,4425;-1,4425
"détendre";27;1,092;-1,092
"utiliser";829;0,9647;-0,9647
"envoyer";251;-1,0908;1,0908
"décevoir";47;1,3541;-1,3541
"prêt";158;1,7169;-1,7169
"armoire";13;1,7689;-1,7689
"savoyard";25;0,8036;-0,8036
"haut";317;-0,4349;0,4349
"descente";30;1,5846;-1,5846
"louper";38;0,9627;-0,9627
"emji_visage_roulant_des_yeux";539;0,9677;-0,9677
"posts";16;-1,0073;1,0073
"intégralité";12;1,0049;-1,0049
"version";68;1,2623;-1,2623
"long";307;-1,0431;1,0431
"oeil";366;0,7271;-0,7271
"bio";75;-1,9025;1,9025
"saison";105;1,6593;-1,6593
"envie";291;1,4618;-1,4618
"dos";128;0,8658;-0,8658
"moment";742;-1,0429;1,0429
"célèbre";16;-0,2258;0,2258
"nul";76;-0,4844;0,4844
"grimper";18;-0,5984;0,5984
"pilier";30;-1,7987;1,7987
"pont";30;-0,5728;0,5728
"mur";81;-0,6174;0,6174
"fribourg";86;0,5505;-0,5505
"escalade";15;-0,8647;0,8647
"artificiel";44;0,5894;-0,5894
"créatif";22;1,7125;-1,7125
"pis";60;-0,3884;0,3884
"champion";97;-0,3133;0,3133
"emji_gâteau_d";10;1,6272;-1,6272
"happy";12;1,0049;-1,0049
"artiste";99;-1,9313;1,9313
"tennis";10;1,0412;-1,0412
"lover";25;1,8705;-1,8705
"you";36;-0,4839;0,4839
"emji_tête_à_l";125;1,197;-1,197
"envers";330;0,8179;-0,8179
"crier";101;-1,2632;1,2632
"direct";155;-1,7184;1,7184
"tour";141;0,4709;-0,4709
"mauvais";413;-0,3095;0,3095
"quotidien";113;-1,8001;1,8001
"cuisinier";11;1,2738;-1,2738
"aberrant";35;-1,3421;1,3421
"bêtement";16;-0,2258;0,2258
"suivant";72;1,0745;-1,0745
"sacrifier";10;0,328;-0,328
"foutre";379;-0,9175;0,9175
"crever";68;-0,4372;0,4372
"numéro";52;-1,4476;1,4476
"maltraiter";44;0,5894;-0,5894
"quitter";148;-1,9439;1,9439
"cure";14;0,6296;-0,6296
"politesse";15;0,2868;-0,2868
"beurre";35;0,4528;-0,4528
"horrifier";12;-0,8239;0,8239
"sucre";37;1,6974;-1,6974
"secret";67;0,9627;-0,9627
"emji_visage_qui_bave";12;1,0049;-1,0049
"régal";21;1,9848;-1,9848
"extra";31;1,3992;-1,3992
"mdrrrr";26;0,9434;-0,9434
"lendemain";51;1,6256;-1,6256
"12";136;0,7834;-0,7834
"celle";252;1,1492;-1,1492
"répondre";441;1,6946;-1,6946
"pertinent";82;-1,351;1,351
"hein";324;1,0382;-1,0382
"efficace";74;-1,5494;1,5494
"bah";524;-0,4061;0,4061
"emji_cerveau";12;0,3515;-0,3515
"vrmt";21;-0,4252;0,4252
"veille";21;1,1161;-1,1161
"signe";70;-0,4222;0,4222
"hauteur";54;0,2784;-0,2784
"précision";46;1,2233;-1,2233
"tjr";33;-0,4407;0,4407
"loto";10;1,0412;-1,0412
"mo";11;-0,3733;0,3733
"typiquement";16;1,9152;-1,9152
"fois";1142;-1,8105;1,8105
"hahahaha";20;0,6547;-0,6547
"présent";135;-0,6032;0,6032
"satisfaire";48;0,9912;-0,9912
"tel";150;-0,7392;0,7392
"x";102;0,5222;-0,5222
"connerie";123;-1,2395;1,2395
"présenter";154;-1,329;1,329
"insta";68;0,3541;-0,3541
"tort";62;0,5458;-0,5458
"men";17;-0,7778;0,7778
"mdrr";49;1,9419;-1,9419
"porte";261;-0,3163;0,3163
"malheur";25;0,5656;-0,5656
"janvier";29;0,2708;-0,2708
"emji_poignée_de_main";54;0,3785;-0,3785
"profondeur";15;0,4976;-0,4976
"diversité";29;-0,4938;0,4938
"attitude";24;0,6732;-0,6732
"facile";301;-1,6217;1,6217
"emji_ok_peau_légèrement_mate";16;0,3921;-0,3921
"passionnant";22;0,9451;-0,9451
"envisager";21;-0,9477;0,9477
"auprès_de";33;-0,8409;0,8409
"e";259;-0,8419;0,8419
"30";286;0,4788;-0,4788
"catastrophique";34;-0,5104;0,5104
"normalement";48;0,3426;-0,3426
"tiers";32;-0,5399;0,5399
"what";23;0,3626;-0,3626
"1993";17;0,5122;-0,5122
"2e";20;0,2594;-0,2594
"25";160;0,3068;-0,3068
"réparer";22;-1,0762;1,0762
"traumatisme";32;1,565;-1,565
"développer";114;-0,9849;0,9849
"1ere";18;1,8303;-1,8303
"main";319;0,7443;-0,7443
"mm";27;0,5781;-0,5781
"bébé";108;0,3725;-0,3725
"réflexe";19;-0,7082;0,7082
"balancer";79;-1,7747;1,7747
"cool";148;1,8626;-1,8626
"tôt";83;0,4811;-0,4811
"résumé";50;1,487;-1,487
"association";82;-1,351;1,351
"enlever";148;-1,9439;1,9439
"rythme";52;0,2671;-0,2671
"chalet";26;0,9434;-0,9434
"emji_biceps_contracté_peau_légèrement_mate";37;-1,2617;1,2617
"emji_biceps_contracté_peau_moyennement_claire";55;-0,4904;0,4904
"noyer";15;-0,8647;0,8647
"aîné";25;1,4515;-1,4515
"répéter";128;-0,8257;0,8257
"inutile";140;-1,2248;1,2248
"peur";340;-0,3888;0,3888
"océan";18;-0,9062;0,9062
"marin";10;-0,2756;0,2756
"spécialiste";36;-0,8852;0,8852
"barbare";12;-0,4824;0,4824
"naissance";57;0,9219;-0,9219
"phénomène";63;-0,684;0,684
"propre";414;-0,5427;0,5427
"jeter";127;-0,6644;0,6644
"nager";11;1,9038;-1,9038
"parfaitement";100;0,5128;-0,5128
"terrifiant";16;1,3873;-1,3873
"mer";49;0,4067;-0,4067
"env";15;-0,8647;0,8647
"brutal";28;0,3278;-0,3278
"liquide";26;1,6363;-1,6363
"pendant";567;-1,4299;1,4299
"bb";32;-0,7467;0,7467
"seul";1127;-1,1025;1,1025
"grandir";82;1,9779;-1,9779
"buzz";14;-1,1373;1,1373
"trois";118;-0,3283;0,3283
"renoncer";21;-0,6508;0,6508
"dignité";38;-0,4598;0,4598
"reposer";133;0,7153;-0,7153
"sûr";644;-1,0495;1,0495
"content";229;-0,3634;0,3634
"ptit";18;0,9553;-0,9553
"définir";43;0,2601;-0,2601
"type";255;-0,6282;0,6282
"salutation";22;0,6638;-0,6638
"derrière";249;0,2981;-0,2981
"malade";134;-0,3979;0,3979
"voici";47;0,3943;-0,3943
"cour";53;1,9172;-1,9172
"conversation";34;0,9537;-0,9537
"excuser";133;-0,6178;0,6178
"mélanger";67;-1,6305;1,6305
"boule";32;0,7114;-0,7114
"moto";56;0,6563;-0,6563
"tomber";312;0,9109;-0,9109
"chui";10;0,328;-0,328
"intéresser";181;-1,6246;1,6246
"blâmer";38;-1,3768;1,3768
"dégager";39;-0,2631;0,2631
"connaissance";126;1,4424;-1,4424
"agression";58;-1,2667;1,2667
"meme";279;-0,4602;0,4602
"normal";440;-1,8933;1,8933
"réciproque";10;0,6181;-0,6181
"insulte";26;0,6827;-0,6827
"sexisme";22;0,2777;-0,2777
"bcp";204;-0,8177;0,8177
"eh";122;1,11;-1,11
"debut";17;0,7904;-0,7904
"pétard";10;1,6272;-1,6272
"féministe";105;0,7005;-0,7005
"vierge";26;0,3117;-0,3117
"vide";96;0,8529;-0,8529
"propos";273;-1,3233;1,3233
"vérité";254;0,5604;-0,5604
"irrespectueux";15;0,2868;-0,2868
"vulgaire";20;1,7646;-1,7646
"franchise";26;-0,9149;0,9149
"déranger";163;-1,9292;1,9292
"waw";13;1,7689;-1,7689
"emji_chat_qui_sourit_avec_des_yeux_rieurs";11;0,2391;-0,2391
"spirituel";11;1,9038;-1,9038
"ramasser";59;-0,5849;0,5849
"terriblement";20;1,7646;-1,7646
"17";78;-0,3697;0,3697
"lumière";102;0,4285;-0,4285
"ramener";97;0,6625;-0,6625
"réaction";78;-0,3697;0,3697
"comportement";128;-0,5115;0,5115
"signaler";34;-0,7032;0,7032
"plaire";161;1,1988;-1,1988
"plaie";14;-0,7291;0,7291
"silence";74;-0,7682;0,7682
"harcèlement";55;-0,804;0,804
"rdv";19;0,327;-0,327
"influence";48;-1,0543;1,0543
"expo";13;0,7953;-0,7953
"site";110;-1,7641;1,7641
"parc";40;-0,792;0,792
"activité";103;-0,2882;0,2882
"thème";24;1,2743;-1,2743
"amical";10;1,0412;-1,0412
"laid";11;1,9038;-1,9038
"résister";28;-1,1496;1,1496
"pire";459;0,3907;-0,3907
"parallèle";35;-1,3421;1,3421
"adresse";51;-0,2938;0,2938
"office";34;-1,5612;1,5612
"foyer";91;-1,9171;1,9171
"prince";42;1,2217;-1,2217
"moderne";68;-0,3368;0,3368
"nuit";152;0,9695;-0,9695
"avance";144;1,5045;-1,5045
"nécessiter";20;-1,1812;1,1812
"aborder";27;-1,7908;1,7908
"supposer";52;0,3667;-0,3667
"banaliser";28;-0,8511;0,8511
"standard";32;0,5151;-0,5151
"fil";44;0,7686;-0,7686
"ainsi";311;-0,771;0,771
"ooh";14;0,6296;-0,6296
"quels";98;-0,43;0,43
"souffrir";114;-0,2789;0,2789
"co";59;0,3542;-0,3542
"confirmer";126;-0,7276;0,7276
"math";13;0,7953;-0,7953
"emji_femme_qui_hausse_les_épaules";95;0,5402;-0,5402
"note";48;0,6123;-0,6123
"ahhhh";13;1,7689;-1,7689
"anglais";117;1,1653;-1,1653
"tourner";213;-0,3635;0,3635
"vers";277;0,8261;-0,8261
"grace";15;-0,5426;0,5426
"moral";54;-1,6624;1,6624
"ke";11;0,2391;-0,2391
"fermer";221;-1,3847;1,3847
"er";25;-0,3736;0,3736
"cliché";36;-0,3403;0,3403
"sinon";390;-0,9686;0,9686
"résumer";33;-1,1105;1,1105
"ménage";115;-0,5523;0,5523
"esclave";37;-0,3977;0,3977
"tranquille";104;-1,2993;1,2993
"ambition";11;0,2391;-0,2391
"vomir";35;0,315;-0,315
"misogynie";16;0,6374;-0,6374
"apparemment";134;-1,4771;1,4771
"incapable";76;0,3068;-0,3068
"habitude";151;0,3047;-0,3047
"35";66;1,2574;-1,2574
"tâche";70;1,9983;-1,9983
"expérience";123;1,703;-1,703
"renouveler";11;-0,3733;0,3733
"course";160;1,2632;-1,2632
"lessive";14;0,6296;-0,6296
"divers";33;-1,8119;1,8119
"extérieur";57;1,1263;-1,1263
"infirmier";40;-1,0249;1,0249
"30ans";13;1,2179;-1,2179
"valoir";389;0,7669;-0,7669
"aise";37;0,4662;-0,4662
"sain";82;1,9779;-1,9779
"misogyne";25;1,0974;-1,0974
"stérile";14;-0,7291;0,7291
"déplaire";44;-0,3992;0,3992
"fameux";139;0,7416;-0,7416
"progrès";48;0,6123;-0,6123
"catastrophe";91;-0,428;0,428
"or";180;-1,275;1,275
"2005";28;0,6922;-0,6922
"2008";31;1,3992;-1,3992
"journal";68;1,0599;-1,0599
"répartir";13;-0,6013;0,6013
"préjugé";18;0,4102;-0,4102
"actuel";291;1,3516;-1,3516
"familial";57;-1,1752;1,1752
"conserver";24;1,2743;-1,2743
"auparavant";19;-0,2765;0,2765
"généralisé";16;0,6374;-0,6374
"évoquer";36;0,3867;-0,3867
"pape";12;0,623;-0,623
"abandonner";68;1,0599;-1,0599
"carrière";55;-0,2725;0,2725
"cest";210;0,8832;-0,8832
"désolant";10;-0,5415;0,5415
"trans";19;-0,7082;0,7082
"retourner";186;0,4592;-0,4592
"bobo";33;1,0858;-1,0858
"raisonnement";87;-0,6839;0,6839
"ect";58;0,667;-0,667
"fermeture";20;0,6547;-0,6547
"insultant";24;0,4587;-0,4587
"désaccord";11;0,2391;-0,2391
"story";17;0,7904;-0,7904
"excellence";14;-0,2395;0,2395
"euh";69;0,5208;-0,5208
"amalgame";17;0,7904;-0,7904
"rarement";48;1,4902;-1,4902
"soumettre";78;0,5099;-0,5099
"recherche";128;-1,7745;1,7745
"honnête";68;-1,4747;1,4747
"vice";18;-0,372;0,372
"perfection";16;1,9152;-1,9152
"cesse";50;-1,5181;1,5181
"constamment";33;-1,1105;1,1105
"intensité";13;-0,6013;0,6013
"humanisme";13;-0,6013;0,6013
"endroit";185;0,7357;-0,7357
"ensemble";186;0,3361;-0,3361
"totalité";22;-1,4771;1,4771
"remarquable";15;0,2868;-0,2868
"briser";39;0,6479;-0,6479
"craquer";13;1,7689;-1,7689
"somme";47;-0,9642;0,9642
"fumée";38;-0,6291;0,6291
"cigarette";63;-0,4206;0,4206
"mortel";31;-1,9474;1,9474
"impossible";144;0,5241;-0,5241
"abuser";75;-0,8326;0,8326
"lucide";23;0,7987;-0,7987
"vin";93;0,5305;-0,5305
"qualité";219;-1,5409;1,5409
"forcément";184;-1,5054;1,5054
"nu";61;1,1374;-1,1374
"conscience";162;-1,2233;1,2233
"ressortir";28;-0,2759;0,2759
"puissance";53;1,1159;-1,1159
"appui";12;-1,3134;1,3134
"fuite";35;-1,6934;1,6934
"clé";42;-0,7518;0,7518
"entretien";38;-1,3768;1,3768
"dépression";37;-1,2617;1,2617
"ceci";114;-0,5112;0,5112
"psy";46;-0,6816;0,6816
"générosité";13;1,7689;-1,7689
"appel";80;-1,3967;1,3967
"clair";223;-1,6284;1,6284
"solitude";52;-0,3378;0,3378
"interroger";49;0,8896;-0,8896
"souligner";43;-1,0664;1,0664
"livrer";26;0,4735;-0,4735
"comble";13;-0,3414;0,3414
"quelqu_un";378;-0,2953;0,2953
"instruit";16;1,3873;-1,3873
"probablement";129;-0,6483;0,6483
"consulter";40;-1,0249;1,0249
"sincérité";11;1,2738;-1,2738
"douleur";38;0,2786;-0,2786
"parmi";94;-1,3011;1,3011
"saluer";22;-0,7576;0,7576
"profond";60;0,3114;-0,3114
"concurrence";36;0,2651;-0,2651
"vincent";28;0,6922;-0,6922
"cent";19;0,5262;-0,5262
"carré";21;0,7946;-0,7946
"dimension";20;-0,3471;0,3471
"ouïr";10;0,6181;-0,6181
"goûter";37;0,3289;-0,3289
"intérieur";91;0,7606;-0,7606
"caractère";25;1,4515;-1,4515
"certe";13;0,4824;-0,4824
"allah";28;1,608;-1,608
"dépendre";151;0,5966;-0,5966
"divin";25;1,8705;-1,8705
"prévenir";35;-1,3421;1,3421
"physiquement";29;0,5903;-0,5903
"seconde";108;0,9072;-0,9072
"albert";14;1,4415;-1,4415
"théorie";66;-1,5326;1,5326
"certain";188;-0,573;0,573
"paraître";127;0,4136;-0,4136
"possession";19;0,327;-0,327
"ironie";39;-1,4956;1,4956
"mâle";20;0,9488;-0,9488
"apparaître";53;0,3201;-0,3201
"cruauté";13;0,2641;-0,2641
"psychologie";11;0,2391;-0,2391
"perturbateur";11;0,8042;-0,8042
"prédateur";29;1,4131;-1,4131
"sexuel";65;-0,3086;0,3086
"appareil";32;0,95;-0,95
"contacter";28;-1,512;1,512
"autrement";83;-0,7286;0,7286
"concept";88;-0,6112;0,6112
"indicateur";11;-0,6782;0,6782
"enterrer";32;0,5151;-0,5151
"emji_visage_avec_bandage_autour_de_la_tête";11;1,9038;-1,9038
"emji_biceps_contracté";201;-0,6182;0,6182
"pain";165;0,9649;-0,9649
"description";27;-1,7908;1,7908
"suite";248;0,8457;-0,8457
"machine";108;0,4556;-0,4556
"infernal";10;1,0412;-1,0412
"64";16;1,9152;-1,9152
"redonner";26;-0,4464;0,4464
"auto";58;0,667;-0,667
"forêt";79;1,8539;-1,8539
