"";"X.rts_a";"X.rts_i"
"match";0,39;0,26
"espérer";0,94;1,05
"gagner";0,46;0,89
"europe";0,29;1,01
"vivre";2,85;2,28
"apprendre";1,62;0,83
"oublier";1,09;1,06
"racine";0,09;0,05
"emji_drapeau_suisse";0,95;0,79
"croiser";0,16;0,1
"doigt";0,33;0,23
"suède";0,01;0,06
"dernier";1,5;0,9
"pffff";0,02;0,05
"aimer";5,84;1,39
"hippie";0,07;0
"nage";0,03;0,01
"payant";0,06;0,05
"avion";0,22;0,23
"gonfler";0,05;0,03
"femme";5,56;3,54
"prendre";3,19;4,03
"analyse";0,12;0,19
"correct";0,11;0,18
"genre";1,08;1,39
"clip";0,06;0,01
"faute";0,58;0,6
"traduction";0,07;0,03
"ego";0,07;0,06
"vrai";3,46;2,65
"emji_drapeau_états_unis";0,01;0,07
"correction";0,04;0,02
"honnêtement";0,12;0,14
"regarder";1,73;1,24
"emji_visage_avec_les_sourcils_relevés";0,15;0,13
"fier";0,4;0,24
"raison";2,07;1,59
"rue";0,57;0,68
"police";0,33;2,69
"avertir";0,03;0,03
"voiture";0,75;0,77
"amande";0,03;0,03
"argent";0,6;2,05
"attendre";0,81;1,12
"emji_coeur_enflammé";0,06;0,01
"parent";1,49;0,7
"avouer";0,2;0,15
"meuf";0,24;0,04
"vidéo";2,34;0,63
"vendre";0,33;0,54
"rêve";0,43;0,18
"apercevoir";0,07;0,02
"min";0,08;0,06
"emji_visage_envoyant_un_bisou";0,58;0,23
"publier";0,07;0,18
"reportage";1,37;0,2
"tecktonik";0,19;0
"religieux";0,14;0,11
"historien";0,03;0,03
"représenter";0,17;0,68
"musée";0,07;0,12
"enseigner";0,21;0,08
"histoire";0,98;1,21
"temp";0,03;0,03
"fesait";0,05;0
"erreur";0,24;0,38
"passer";3,27;3,29
"dur";0,51;0,59
"boiter";0,08;0,05
"air";1,07;0,44
"détester";0,41;0,09
"anniversaire";0,16;0,05
"photo";0,31;0,45
"seigneur";0,1;0,02
"ptn";0,06;0,05
"pensée";0,42;0,22
"my";0,08;0,04
"vie";4,65;2,73
"ahahah";0,05;0,02
"chaud";0,51;0,23
"imaginer";0,65;0,65
"revoir";0,59;0,24
"mtn";0,18;0,1
"compte";0,82;1,37
"jeunesse";0,62;0,11
"heureusement";0,95;0,46
"période";0,36;0,15
"court";0,14;0,1
"mulet";0,07;0
"horreur";0,39;0,27
"emji_visage_qui_hurle_de_peur";0,48;0,18
"disparaître";0,42;0,24
"arrivée";0,15;0,11
"finalement";0,34;0,27
"élève";0,65;0,16
"allure";0,03;0,01
"calme";0,24;0,12
"vieux";1,59;0,33
"france";2,31;2,07
"partir";0,82;1,83
"clairement";0,37;0,66
"relire";0,14;0,2
"explication";0,1;0,15
"interviewer";0,15;0,01
"rajeunir";0,06;0
"nettement";0,06;0,06
"conditionner";0,03;0,02
"délire";0,08;0,06
"amitié";0,06;0,05
"hypocrisie";0,06;0,23
"emji_visage_mécontent";0,04;0,01
"irréprochable";0,02;0,02
"vocabulaire";0,44;0,04
"choisir";0,44;0,64
"phrase";0,5;0,25
"complexe";0,11;0,17
"camp";0,12;0,25
"vacance";0,38;0,22
"emji_soleil";0,14;0,01
"moniteur";0,04;0
"nombreux";0,28;0,42
"colonie";0,04;0,04
"romand";0,23;0,14
"étudiant";0,1;0,21
"science";0,26;0,16
"éducation";0,66;0,39
"claude";0,09;0,01
"cabane";0,06;0
"bois";0,33;0,15
"bain";0,48;0,06
"rivière";0,06;0,03
"génial";1,01;0,14
"frère";0,31;0,17
"soeur";0,32;0,08
"importer";0,97;1,33
"emji_visage_avec_un_léger_sourire";0,39;0,21
"commentaire";2,01;2,27
"emji_visage_rieur";0,31;0,03
"vachement";0,07;0,05
"classe";1,14;0,72
"ancien";0,92;0,24
"marrant";0,21;0,13
"trésor";0,09;0,01
"saut";0,09;0,02
"patrimoine";0,07;0,15
"extraordinaire";0,27;0,03
"connaître";3,16;1,67
"papa";0,3;0,09
"maître";0,15;0,06
"alpage";0,1;0
"maison";1,11;0,6
"gamin";0,65;0,1
"copain";0,52;0,13
"ville";0,69;1,02
"piscine";0,16;0,06
"merveilleux";0,75;0,09
"moitié";0,42;0,32
"vélomoteur";0,07;0
"puch";0,05;0
"part";1,08;1,45
"selle";0,05;0
"blanc";1,14;0,55
"voler";0,32;0,59
"bleu";0,21;0,11
"marine";0,04;0,01
"maxi";0,06;0
"troupe";0,01;0,03
"année";4,39;2,21
"ahaha";0,14;0,02
"régaler";0,11;0,02
"emji_poing_levé";0,07;0,06
"rouler";0,36;0,25
"neige";0,54;0,19
"chaux";0,07;0,02
"malheureusement";1,26;0,86
"1er";0,27;0,19
"acheter";0,79;0,82
"pot";0,09;0,09
"italie";0,47;0,19
"kilomètre";0,05;0,05
"emji_pouce_vers_le_haut";1,09;0,25
"excellent";0,6;0,31
"côté";0,98;1,07
"vert";0,16;0,18
"monter";0,27;0,34
"km";0,09;0,12
"h";0,2;0,22
"maquiller";0,07;0,02
"emji_visage_souriant_aux_yeux_rieurs";1,08;0,28
"évidemment";0,35;0,45
"groupe";0,37;0,67
"travailleur";0,07;0,24
"social";0,59;1,36
"jour";3,09;2,45
"jeune";2,76;1,09
"piste";0,12;0,12
"réaliser";0,17;0,17
"gris";0,05;0,04
"vaud";0,24;0,24
"média";0,13;0,65
"sensibiliser";0,03;0,02
"politicien";0,06;0,31
"urgence";0,05;0,11
"proposer";0,21;0,44
"espace";0,18;0,25
"entièrement";0,12;0,13
"consacrer";0,02;0,06
"montrer";0,6;1,09
"lausanne";0,52;0,6
"flic";0,1;0,22
"indignation";0,02;0,06
"boguet";0,05;0
"conduire";0,17;0,19
"genève";1,02;1,2
"début";0,84;0,4
"étude";0,28;0,82
"comparer";0,35;0,34
"plat";0,14;0,07
"besoin";1,19;1,81
"manière";0,53;0,85
"apprécier";0,3;0,09
"pays";1,36;5,39
"habitant";0,1;0,31
"grèce";0,02;0,02
"turquie";0,09;0,08
"côte";0,05;0,04
"us";0,04;0,23
"rencontre";0,11;0,04
"voyage";0,21;0,23
"destination";0,03;0,04
"recommander";0,07;0,06
"donner";2,36;2,66
"goût";0,29;0,21
"hasard";0,16;0,19
"découverte";0,07;0,05
"frisson";0,07;0,02
"intéressant";0,65;0,41
"entendre";1,57;0,74
"regard";0,31;0,11
"homme";4,84;2,46
"réflexion";0,33;0,21
"urbain";0,03;0,03
"cheveu";0,49;0,1
"vent";0,11;0,1
"effet";0,43;0,7
"perle";0,06;0,01
"remonter";0,16;0,08
"lol";0,57;0,27
"naître";0,88;0,36
"fou";0,93;0,57
"image";0,62;0,58
"gros";0,99;1,07
"problème";1,35;3,19
"boy";0,14;0,02
"carrément";0,17;0,12
"éclater";0,1;0,06
"carter";0,04;0
"huile";0,14;0,03
"bagnole";0,05;0,03
"etait";0,56;0,22
"considérer";0,24;0,38
"réseau";0,51;0,5
"passion";0,24;0,07
"témoignage";0,57;0,13
"perdre";1,05;1,17
"suffire";0,34;0,68
"taper";0,21;0,2
"nom";1,52;0,57
"facebook";0,02;0,02
"street";0,03;0,01
"premier";1,49;1,22
"minute";0,24;0,22
"fils";0,49;0,18
"suivre";0,45;0,7
"roi";0,28;0,12
"roller";0,07;0,03
"mère";1,09;0,28
"descendre";0,1;0,13
"permettre";0,68;1,33
"lien";0,25;0,44
"concerner";0,21;0,64
"mort";0,84;1,11
"affronter";0,03;0,05
"emji_visage_avec_bouche_ouverte";1,43;0,61
"fantastique";0,16;0,04
"bus";0,19;0,2
"orange";0,13;0,05
"emji_visage_en_pleine_réflexion";1,1;1,01
"drôle";0,6;0,28
"rip";0,06;0,1
"partie";0,98;1,22
"redescendre";0,03;0,04
"bord";0,11;0,13
"lac";0,48;0,12
"emji_visage_souriant_avec_yeux_rieurs";1,48;0,3
"recyclage";0,07;0,04
"mignon";0,88;0,03
"naïf";0,07;0,09
"réchauffement";0,13;0,17
"climatique";0,17;0,42
"grippe";0,03;0,04
"emji_visage_très_souriant_aux_yeux_rieurs";0,46;0,13
"rassurant";0,03;0,03
"repos";0,06;0,03
"nourrir";0,97;0,25
"soigner";0,19;0,32
"politique";0,29;1,95
"visionnaire";0,18;0,01
"écouter";1,05;0,53
"sage";0,24;0,04
"philosophie";0,17;0,03
"adulte";0,54;0,34
"essence";0,07;0,08
"électrique";0,11;0,11
"étonnant";0,14;0,28
"clairvoyance";0,06;0
"prophète";0,04;0
"exactement";0,8;0,68
"train";0,35;0,68
"emji_visage_qui_pleure";3,64;2,22
"écologie";0,08;0,13
"multinationale";0,03;0,09
"gouvernement";0,16;1,1
"vélo";0,25;0,3
"exister";2,07;1,28
"écolo";0,07;0,04
"respecter";0,5;0,98
"nature";0,84;0,27
"employer";0,05;0,12
"difficulté";0,15;0,14
"étranger";0,22;0,85
"travailler";1,07;1,69
"entourer";0,11;0,09
"responsable";0,2;0,47
"billet";0,1;0,41
"lieu";0,65;1,22
"papier";0,34;0,22
"mégot";0,04;0,02
"terre";0,65;0,78
"élire";0,03;0,2
"rappeler";0,98;0,6
"herbe";0,05;0,02
"putain";0,23;0,07
"hahaha";0,23;0,09
"remarquer";0,36;0,2
"impeccable";0,03;0,01
"planter";0,15;0,06
"bâton";0,08;0,05
"inclure";0,04;0,09
"emji_visage_avec_une_main_sur_la_bouche";0,37;0,09
"génie";0,19;0,1
"alexandre";0,07;0
"simplement";0,72;1,06
"rôle";0,17;0,31
"mètre";0,07;0,06
"véritable";0,15;0,18
"intelligence";0,36;0,13
"bras";0,2;0,15
"plan";0,15;0,35
"légende";0,2;0,04
"retour";0,38;0,36
"touchant";1,02;0,03
"certainement";0,37;0,28
"emji_visage_souriant";0,54;0,13
"écrire";0,93;1,13
"sous_titre";0,04;0
"triste";1,02;0,79
"ca";1,49;1,36
"essayer";0,66;0,9
"effort";0,2;0,34
"berger";0,03;0,02
"hyper";0,22;0,17
"sensible";0,09;0,08
"différence";0,51;0,57
"emji_coeur_noir";0,05;0,01
"emji_couronne";0,07;0,01
"face";0,33;0,67
"culturel";0,09;0,16
"arrêter";1,3;2,75
"qqn";0,04;0,09
"boisson";0,02;0,02
"faux";0,65;1,21
"important";0,45;0,75
"préciser";0,12;0,16
"sujet";0,68;1,48
"mr";0,2;0,08
"georges";0,66;0
"niveau";1,25;1,33
"élevé";0,26;0,26
"post";0,11;0,38
"projet";0,12;0,46
"logique";0,26;0,64
"inventer";0,44;0,16
"conclusion";0,06;0,12
"chef";0,16;0,18
"oeuvre";0,1;0,2
"génération";1,19;0,31
"traiter";0,4;0,62
"changement";0,33;0,37
"climat";0,09;0,35
"vivement";0,14;0,18
"sérieux";0,37;0,46
"emji_visage_souriant_avec_coeurs";2,24;0,21
"emji_visage_de_clown";0,28;0,41
"courir";0,32;0,3
"richesse";0,13;0,3
"perte";0,15;0,32
"août";0,1;0,04
"joyeux";0,29;0,14
"fête";0,47;0,18
"national";0,3;0,44
"helvétique";0,04;0,05
"emji_visage_de_geek";0,2;0,2
"emji_cotillons";0,1;0,05
"garçon";0,9;0,07
"sembler";0,76;0,74
"information";0,19;0,62
"mémoire";0,2;0,15
"revenir";0,98;1,05
"hahah";0,05;0,02
"adorable";0,65;0,02
"seulement";0,65;0,93
"nord";0,25;0,2
"résultat";0,33;0,5
"identique";0,05;0,04
"férié";0,05;0,02
"façon";0,85;0,79
"politiquement";0,03;0,08
"diviser";0,07;0,12
"habiter";0,48;0,34
"peuple";0,19;1,65
"accorder";0,06;0,12
"enrichir";0,05;0,15
"immigration";0,09;0,3
"arriver";1,58;1,57
"européen";0,17;0,65
"situer";0,03;0,09
"coeur";1,09;0,43
"coucher";0,15;0,08
"fonctionner";0,23;0,57
"langue";0,58;0,69
"pur";0,27;0,2
"tendre";0,12;0,09
"micro";0,15;0,02
"adolescent";0,06;0,04
"confiance";0,16;0,23
"émouvoir";0,08;0,01
"emji_mains_en_prière";2,32;0,73
"emji_papillon";0,05;0,01
"emji_notes_de_musique";0,43;0,02
"emji_coeur_bleu";0,09;0,02
"page";0,12;0,16
"svp";0,39;0,38
"céder";0,01;0,08
"médiocrité";0;0,04
"oups";0,04;0,06
"désolé";0,31;0,25
"doute";0,39;0,44
"pluie";0,14;0,05
"cerveau";0,34;0,24
"journée";0,89;0,64
"détendre";0,07;0,04
"jean";0,34;0,19
"michel";0,1;0,03
"utiliser";1,67;1,5
"pression";0,08;0,22
"jet";0,07;0,14
"envoyer";0,43;0,51
"décevoir";0,12;0,07
"prêt";0,36;0,25
"armoire";0,04;0,01
"manger";1,51;0,71
"fondue";0,27;0,1
"savoyard";0,06;0,04
"haut";0,59;0,61
"montagne";0,31;0,17
"descente";0,08;0,04
"ski";0,27;0,12
"louper";0,09;0,06
"emji_visage_roulant_des_yeux";0,96;0,78
"recette";0,06;0,15
"emji_fondue";0,06;0,03
"cher";0,89;1,23
"posts";0,02;0,04
"trouver";2,84;2,45
"intégralité";0,03;0,01
"version";0,16;0,1
"long";0,53;0,62
"larme";0,12;0,02
"oeil";0,74;0,66
"bio";0,1;0,17
"envie";0,62;0,49
"empêcher";0,29;0,52
"sourire";0,3;0,07
"froid";0,61;0,26
"dos";0,27;0,22
"moment";1,32;1,45
"manquer";1,28;0,99
"célèbre";0,03;0,03
"culte";0,07;0,02
"radio";0,19;0,09
"grimper";0,02;0,04
"pilier";0,03;0,08
"pont";0,05;0,06
"mur";0,14;0,16
"fribourg";0,17;0,15
"escalade";0,02;0,04
"artificiel";0,1;0,07
"créatif";0,07;0,02
"faible";0,09;0,21
"marcher";0,37;0,6
"champion";0,17;0,18
"roger";0,05;0
"chapeau";0,21;0,06
"artiste";0,13;0,22
"tennis";0,03;0,01
"éternité";0,04;0,01
"emji_coeur_vert";0,09;0,03
"we";0,04;0,01
"lover";0,03;0,03
"you";0,03;0,05
"magique";0,22;0,09
"réussite";0,03;0,12
"sympa";0,48;0,16
"emji_tête_à_l_envers";0,23;0,19
"léger";0,12;0,04
"crier";0,16;0,22
"scandale";0,08;0,21
"direct";0,23;0,34
"tour";0,27;0,25
"chien";0,46;0,22
"mauvais";0,79;0,78
"singe";0,07;0,02
"recevoir";0,71;0,53
"amour";0,96;0,18
"quotidien";0,17;0,25
"cuisinier";0,03;0,01
"client";0,52;0,21
"demander";1,9;2,23
"pousser";0,2;0,31
"aberrant";0,04;0,08
"exprimer";0,78;0,28
"bêtement";0,03;0,03
"pauvre";1,26;0,97
"servir";0,79;1,12
"bière";0,1;0,03
"métier";0,61;0,41
"sacrifier";0,02;0,02
"déplacement";0,03;0,08
"foutre";0,66;0,75
"lier";0,16;0,38
"crever";0,12;0,13
"ohh";0,06;0,01
"avenir";0,17;0,24
"restauration";0,02;0,05
"numéro";0,06;0,12
"étonner";0,28;0,46
"maltraiter";0,1;0,07
"honteux";0,1;0,35
"cure";0,03;0,02
"emji_visage_qui_vomit";0,22;0,15
"politesse";0,03;0,03
"epoque";0,22;0,03
"emji_tête_de_fou";0,25;0,18
"beurre";0,07;0,06
"horrifier";0,01;0,03
"maman";0,52;0,15
"quantité";0,08;0,17
"sucre";0,1;0,05
"secret";0,15;0,11
"grand_mère";0,26;0,02
"émission";0,51;0,17
"emji_étoile";0,07;0,01
"emji_miam";0,17;0,03
"régal";0,07;0,02
"enfance";0,83;0,09
"famille";0,99;1,33
"emji_pouce_vers_le_haut_peau_moyennement_claire";0,1;0,03
"mec";0,88;0,48
"mdrrrr";0,07;0,04
"emji_tête_de_chat";0,05;0,01
"tuer";0,64;1,24
"xd";0,08;0,02
"justement";0,51;0,96
"marier";0,41;0,15
"vendredi";0,11;0,03
"chiffre";0,14;0,62
"humilité";0,32;0,02
"daron";0,11;0,01
"voix";0,59;0,26
"répondre";0,94;0,76
"menace";0,05;0,2
"pertinent";0,12;0,18
"mdrrr";0,17;0,09
"simple";1,04;0,83
"efficace";0,1;0,16
"chanceux";0,07;0,02
"couille";0,14;0,04
"patate";0,08;0,01
"pourri";0,2;0,1
"attentat";0,02;0,12
"banane";0,08;0,01
"wsh";0,07;0
"vrmt";0,03;0,04
"emji_visage_qui_pleure_à_chaudes_larmes";1,22;0,56
"veille";0,06;0,03
"jpp";0,04;0,02
"signe";0,13;0,14
"hauteur";0,1;0,1
"précision";0,11;0,07
"tjr";0,06;0,07
"loto";0,03;0,01
"mdr";0,81;0,62
"typiquement";0,05;0,01
"père";1,21;0,25
"fois";2,03;2,26
"jouer";2,09;0,68
"hahahaha";0,04;0,02
"intervention";0,06;0,2
"présent";0,24;0,27
"satisfaire";0,11;0,07
"connerie";0,19;0,26
"présenter";0,24;0,33
"insta";0,13;0,12
"tort";0,13;0,11
"men";0,02;0,04
"mdrr";0,14;0,06
"porte";0,48;0,49
"malheur";0,06;0,04
"perso";0,49;0,33
"bonheur";0,79;0,14
"janvier";0,05;0,05
"emji_poignée_de_main";0,03;0,03
"bernard";0,14;0,07
"lunette";0,21;0,05
"soleil";0,44;0,11
"protéger";0,33;0,96
"profondeur";0,03;0,02
"chercher";0,75;0,89
"diversité";0,05;0,06
"attitude";0,06;0,04
"chou";0,35;0,09
"facile";0,5;0,63
"refaire";0,22;0,13
"interview";0,36;0,07
"passionnant";0,05;0,03
"envisager";0,03;0,05
"auprès_de";0,05;0,07
"avis";0,51;0,8
"esprit";0,52;0,3
"nostalgie";0,29;0,01
"état";0,5;2,32
"catastrophique";0,06;0,07
"normalement";0,1;0,09
"scandaleux";0,03;0,18
"tiers";0,05;0,07
"what";0,03;0,01
"innocent";0,1;0,31
"réparer";0,03;0,05
"traumatisme";0,09;0,04
"cacher";0,23;0,51
"développer";0,19;0,24
"1ere";0,05;0,02
"main";0,65;0,57
"méthode";0,3;0,15
"qd";0,17;0,02
"violer";0,04;0,17
"bébé";0,21;0,2
"réflexe";0,03;0,04
"naturel";0,65;0,21
"balancer";0,11;0,18
"choquer";0,47;0,21
"moyen";0,54;1,25
"cool";0,32;0,21
"fille";1,59;0,32
"nageur";0,04;0
"tôt";0,17;0,15
"film";0,39;0,27
"résumé";0,13;0,07
"rapport";0,63;0,94
"association";0,12;0,18
"plainte";0,01;0,05
"cul";0,28;0,12
"enlever";0,22;0,33
"gosse";0,4;0,17
"rythme";0,1;0,1
"doré";0,04;0,01
"chalet";0,07;0,04
"emji_biceps_contracté_peau_légèrement_mate";0,03;0,03
"emji_biceps_contracté_peau_moyennement_claire";0,04;0,04
"aîné";0,07;0,03
"cours";0,76;0,56
"répéter";0,22;0,26
"objectif";0,09;0,27
"atteindre";0,14;0,41
"preuve";0,4;0,54
"vivant";0,48;0,28
"inutile";0,23;0,3
"peur";0,64;0,64
"océan";0,02;0,04
"également";0,53;0,73
"marin";0,02;0,02
"participer";0,21;0,41
"spécialiste";0,05;0,08
"barbare";0,02;0,03
"confondre";0,11;0,27
"poisson";0,16;0,06
"emji_visage_boudeur";0,47;0,6
"condamner";0,07;0,39
"insécurité";0,01;0,09
"naissance";0,13;0,09
"phénomène";0,1;0,13
"moteur";0,16;0,04
"qq";0,09;0,03
"imposer";0,16;0,47
"propre";0,77;0,8
"idiot";0,11;0,04
"technique";0,22;0,11
"jeter";0,22;0,25
"nager";0,04;0,01
"flotte";0,05;0,01
"parfaitement";0,2;0,18
"mode";0,78;0,38
"terrifiant";0,05;0,02
"bateau";0,06;0,15
"mer";0,1;0,08
"env";0,01;0,04
"violence";0,37;1,36
"brutal";0,05;0,05
"liquide";0,07;0,03
"instruire";0,06;0,01
"bb";0,04;0,06
"traumatiser";0,1;0,03
"seul";2,01;2,2
"renoncer";0,03;0,05
"heureux";1,32;0,27
"paradis";0,21;0,07
"gentil";0,65;0,2
"leçon";0,45;0,13
"joli";0,75;0,31
"dignité";0,07;0,08
"célestin";0,37;0
"reposer";0,24;0,22
"paix";0,51;1,42
"sûr";1,15;1,24
"place";0,89;1,75
"emji_visage_soulagé";0,41;0,09
"content";0,43;0,43
"tendresse";0,11;0
"ptit";0,05;0,02
"bonhomme";0,1;0,01
"définir";0,08;0,08
"type";0,46;0,5
"émouvant";0,5;0,01
"linge";0,09;0,02
"salutation";0,06;0,02
"simplicité";0,5;0,01
"stresser";0,12;0,03
"malade";0,24;0,26
"finir";0,87;1,15
"personnage";0,22;0,1
"partager";0,69;0,46
"charme";0,16;0,02
"emji_coeur_blanc";0,22;0,06
"emji_abeille";0,04;0,01
"parisien";0,15;0,04
"cour";0,14;0,07
"conversation";0,08;0,05
"excuser";0,24;0,26
"mélanger";0,09;0,15
"appeler";1,82;0,93
"boule";0,07;0,05
"moto";0,12;0,09
"tomber";0,64;0,54
"nan";0,24;0,14
"chui";0,02;0,02
"intéresser";0,28;0,38
"blâmer";0,05;0,09
"énergie";0,19;0,49
"dégager";0,07;0,07
"connaissance";0,29;0,2
"agression";0,08;0,13
"meme";0,51;0,53
"siffler";0,04;0,01
"normal";0,74;0,89
"insulter";0,27;0,17
"réciproque";0,03;0,01
"société";0,81;1,34
"insulte";0,06;0,04
"sexisme";0,04;0,04
"conjugal";0,01;0,06
"viol";0,04;0,16
"etc";1,14;1,57
"bcp";0,35;0,41
"télé";0,24;0,09
"réalité";0,34;1,03
"tik";0,05;0,01
"tok";0,05;0,01
"droit";1,01;2,81
"debut";0,04;0,02
"gant";0,33;0,03
"pétard";0,03;0,01
"brun";0,08;0
"féministe";0,22;0,18
"vierge";0,05;0,05
"vide";0,21;0,16
"propos";0,46;0,56
"vérité";0,51;0,46
"accepter";0,34;0,62
"courage";0,32;0,6
"réussir";0,21;0,43
"adapter";0,16;0,32
"irrespectueux";0,03;0,03
"vulgaire";0,06;0,02
"franchise";0,03;0,06
"retrouver";0,96;0,7
"sublime";0,08;0,01
"draguer";0,13;0,01
"reprocher";0,06;0,14
"p";0,41;0,22
"déranger";0,25;0,36
"agréable";0,24;0,06
"expliquer";0,51;0,85
"discuter";0,12;0,23
"waw";0,04;0,01
"spirituel";0,04;0,01
"ramasser";0,1;0,12
"lever";0,19;0,1
"emji_visage_éméché";0,15;0,07
"terriblement";0,06;0,02
"jeu";1,44;0,3
"lumière";0,2;0,18
"noisette";0,06;0
"québec";0,2;0
"ramener";0,2;0,17
"ahah";0,15;0,04
"réaction";0,14;0,15
"mot";1,87;0,91
"comportement";0,23;0,25
"signaler";0,05;0,07
"plaire";0,34;0,27
"plaie";0,02;0,03
"parole";0,45;0,31
"silence";0,12;0,15
"harcèlement";0,09;0,12
"rdv";0,04;0,03
"faciliter";0,03;0,1
"influence";0,07;0,11
"expo";0,03;0,02
"site";0,16;0,25
"parc";0,06;0,09
"activité";0,2;0,2
"thème";0,06;0,03
"commencer";0,65;1,24
"ressentir";0,25;0,11
"relation";0,09;0,22
"amical";0,03;0,01
"mari";0,4;0,11
"âme";0,57;0,2
"riche";0,41;2,13
"laid";0,03;0,01
"salaire";0,28;1,29
"unir";0,14;0,46
"subir";0,27;0,49
"résister";0,03;0,07
"pire";0,88;0,85
"parallèle";0,04;0,08
"civil";0,06;0,86
"commun";0,2;0,38
"adresse";0,1;0,1
"couple";0,24;0,43
"mesure";0,1;0,55
"office";0,04;0,08
"foyer";0,12;0,21
"condition";0,18;0,48
