"";"banalfreq";"X.rts_a";"X.rts_i"
"espérer";527;-0,9632;0,9632
"oublier";565;0,4527;-0,4527
"racine";35;1,4308;-1,4308
"emji_drapeau_suisse";455;1,5617;-1,5617
"croiser";67;1,4419;-1,4419
"doigt";144;1,7921;-1,7921
"pffff";18;-1,2757;1,2757
"nage";10;1,0649;-1,0649
"payant";29;0,2873;-0,2873
"avion";118;-0,2926;0,2926
"gonfler";19;0,8191;-0,8191
"analyse";83;-1,5748;1,5748
"correct";80;-1,7822;1,7822
"faute";310;-0,4113;0,4113
"traduction";23;1,5218;-1,5218
"ego";34;0,3949;-0,3949
"correction";15;1,2102;-1,2102
"honnêtement";70;-0,498;0,498
"emji_visage_avec_les_sourcils_relevés";72;0,5171;-0,5171
"rue";334;-1,2133;1,2133
"avertir";14;-0,2292;0,2292
"voiture";402;-0,3994;0,3994
"amande";17;-0,2815;0,2815
"avouer";90;1,0434;-1,0434
"min";36;0,5704;-0,5704
"religieux";66;0,6089;-0,6089
"historien";15;-0,3029;0,3029
"musée";52;-1,6722;1,6722
"temp";15;0,2992;-0,2992
"passer";1729;-0,3446;0,3446
"dur";293;-0,8491;0,8491
"boiter";33;0,8657;-0,8657
"ptn";28;0,5121;-0,5121
"my";30;1,637;-1,637
"ahahah";18;0,9853;-0,9853
"imaginer";341;0,3015;-0,3015
"court";62;1,0968;-1,0968
"horreur";170;1,889;-1,889
"arrivée";68;0,9342;-0,9342
"finalement";159;1,0284;-1,0284
"allure";10;0,6352;-0,6352
"france";1146;1,3988;-1,3988
"relire";91;-1,1884;1,1884
"explication";67;-1,0979;1,0979
"nettement";33;-0,2832;0,2832
"conditionner";12;0,3644;-0,3644
"délire";38;0,5841;-0,5841
"amitié";29;0,432;-0,432
"emji_visage_mécontent";11;1,939;-1,939
"irréprochable";10;0,3392;-0,3392
"complexe";75;-1,3336;1,3336
"colonie";21;0,3619;-0,3619
"romand";95;1,7341;-1,7341
"science";108;1,8743;-1,8743
"rivière";23;1,1423;-1,1423
"commentaire";1136;-1,6381;1,6381
"vachement";31;0,6315;-0,6315
"marrant";89;1,72;-1,72
"moitié";192;1,3742;-1,3742
"marine";12;1,5492;-1,5492
"troupe";12;-0,8024;0,8024
"emji_poing_levé";33;0,3196;-0,3196
"rouler";157;1,7534;-1,7534
"1er";120;1,5208;-1,5208
"acheter";425;-0,3972;0,3972
"pot";47;0,3064;-0,3064
"kilomètre";26;0,329;-0,329
"côté";543;-0,7673;0,7673
"vert";92;-0,5288;0,5288
"monter";163;-1,1788;1,1788
"km";56;-0,8323;0,8323
"h";111;-0,5312;0,5312
"évidemment";214;-1,4055;1,4055
"piste";64;0,2715;-0,2715
"réaliser";91;-0,3091;0,3091
"gris";24;0,4803;-0,4803
"vaud";124;-0,2697;0,2697
"sensibiliser";13;0,275;-0,275
"espace";114;-1,2148;1,2148
"entièrement";67;-0,3608;0,3608
"consacrer";22;-1,9252;1,9252
"lausanne";296;-0,8704;0,8704
"indignation";23;-1,5875;1,5875
"conduire";94;-0,5124;0,5124
"genève";590;-1,596;1,596
"comparer";180;0,3639;-0,3639
"grèce";11;0,2484;-0,2484
"turquie";44;0,3405;-0,3405
"côte";23;0,3806;-0,3806
"voyage";116;-0,3707;0,3707
"destination";17;-0,4774;0,4774
"recommander";33;0,4635;-0,4635
"donner";1333;-1,7566;1,7566
"goût";128;1,5525;-1,5525
"hasard";93;-0,575;0,575
"découverte";32;0,7445;-0,7445
"urbain";15;-0,3029;0,3029
"vent";57;0,3703;-0,3703
"remonter";61;1,9661;-1,9661
"image";315;0,5069;-0,5069
"gros";544;-0,6823;0,6823
"carrément";75;1,0582;-1,0582
"éclater";39;1,1368;-1,1368
"bagnole";20;0,9803;-0,9803
"réseau";265;0,3059;-0,3059
"perdre";589;-1,0397;1,0397
"taper";108;0,335;-0,335
"facebook";11;-0,3609;0,3609
"street";11;1,3018;-1,3018
"minute";122;0,4793;-0,4793
"roller";25;1,9232;-1,9232
"descendre";63;-0,6409;0,6409
"affronter";23;-0,8398;0,8398
"bus";101;-0,3345;0,3345
"emji_visage_en_pleine_réflexion";551;0,7941;-0,7941
"rip";44;-1,115;1,115
"redescendre";18;-0,5769;0,5769
"bord";64;-0,5587;0,5587
"recyclage";28;0,9817;-0,9817
"naïf";44;-0,5106;0,5106
"réchauffement";82;-0,9121;0,9121
"grippe";19;-0,2633;0,2633
"rassurant";18;0,252;-0,252
"repos";23;1,1423;-1,1423
"essence";40;-0,29;0,29
"électrique";58;-0,2777;0,2777
"exactement";385;1,1941;-1,1941
"écologie";58;-1,4534;1,4534
"vélo";147;-0,8574;0,8574
"écolo";26;0,9791;-0,9791
"difficulté";77;0,3;-0,3
"entourer";52;0,6739;-0,6739
"mégot";16;0,6593;-0,6593
"terre";381;-1,4516;1,4516
"herbe";17;1,6445;-1,6445
"impeccable";11;1,3018;-1,3018
"bâton";33;0,8657;-0,8657
"inclure";37;-1,9053;1,9053
"mètre";33;0,3196;-0,3196
"véritable";89;-0,6131;0,6131
"bras";90;1,0434;-1,0434
"retour";193;0,4435;-0,4435
"certainement";167;1,3297;-1,3297
"écrire";551;-1,854;1,854
"ca";746;0,9051;-0,9051
"berger";14;0,3871;-0,3871
"hyper";101;0,8717;-0,8717
"sensible";44;0,3405;-0,3405
"différence";286;-0,7738;0,7738
"emji_coeur_noir";15;1,7126;-1,7126
"culturel";68;-1,6518;1,6518
"qqn";37;-1,5333;1,5333
"boisson";12;-0,2458;0,2458
"préciser";74;-0,8745;0,8745
"niveau";682;-0,6811;0,6811
"élevé";137;-0,3096;0,3096
"conclusion";50;-1,7578;1,7578
"chef";91;-0,5936;0,5936
"changement";186;-0,6817;0,6817
"vivement";86;-0,7093;0,7093
"sérieux";220;-1,212;1,212
"courir";161;0,4542;-0,4542
"helvétique";23;-0,3791;0,3791
"emji_visage_de_geek";105;-0,3153;0,3153
"emji_cotillons";37;1,758;-1,758
"sembler";394;0,3745;-0,3745
"mémoire";91;0,8191;-0,8191
"revenir";537;-0,6829;0,6829
"hahah";18;0,9853;-0,9853
"nord";116;1,0182;-1,0182
"identique";22;0,4635;-0,4635
"férié";18;0,9853;-0,9853
"façon";429;0,6434;-0,6434
"diviser";51;-1,2855;1,2855
"accorder";49;-1,9736;1,9736
"arriver";830;0,3023;-0,3023
"coucher";58;1,827;-1,827
"langue";337;-1,1426;1,1426
"pur";122;1,3561;-1,3561
"tendre";56;0,698;-0,698
"adolescent";27;0,6047;-0,6047
"confiance";104;-1,2169;1,2169
"page";77;-0,9095;0,9095
"svp";201;0,3523;-0,3523
"oups";28;-0,583;0,583
"désolé";147;0,9709;-0,9709
"doute";221;-0,6613;0,6613
"cerveau";149;1,5537;-1,5537
"détendre";27;1,1318;-1,1318
"utiliser";829;1,1777;-1,1777
"envoyer";250;-0,9374;0,9374
"décevoir";47;1,4138;-1,4138
"prêt";158;1,8439;-1,8439
"armoire";13;1,8056;-1,8056
"savoyard";24;0,7009;-0,7009
"haut";316;-0,3464;0,3464
"descente";30;1,637;-1,637
"louper";38;1,0063;-1,0063
"emji_visage_roulant_des_yeux";453;1,8509;-1,8509
"emji_fondue";22;0,978;-0,978
"posts";16;-0,9793;0,9793
"intégralité";12;1,0302;-1,0302
"version";66;1,3252;-1,3252
"long";305;-1,0225;1,0225
"oeil";365;0,8045;-0,8045
"bio";75;-1,8147;1,8147
"envie";290;1,556;-1,556
"dos";128;0,9412;-0,9412
"moment";733;-0,9745;0,9745
"célèbre";16;0,2301;-0,2301
"grimper";17;-0,7532;0,7532
"pilier";30;-1,7451;1,7451
"pont";30;-0,5461;0,5461
"mur";81;-0,5718;0,5718
"fribourg";84;0,4747;-0,4747
"escalade";15;-0,84;0,84
"artificiel";44;0,6238;-0,6238
"créatif";22;1,7595;-1,7595
"champion";94;-0,3321;0,3321
"tennis";10;1,0649;-1,0649
"we";12;1,5492;-1,5492
"lover";16;0,408;-0,408
"you";24;-0,6735;0,6735
"emji_tête_à_l_envers";110;0,7252;-0,7252
"crier";101;-1,0185;1,0185
"direct";152;-1,9249;1,9249
"tour";138;0,4697;-0,4697
"mauvais";412;0,3403;-0,3403
"quotidien";113;-1,6958;1,6958
"cuisinier";11;1,3018;-1,3018
"aberrant";34;-1,1786;1,1786
"bêtement";16;0,2301;-0,2301
"sacrifier";11;0,2484;-0,2484
"foutre";374;-0,8559;0,8559
"crever";68;-0,4039;0,4039
"avenir";111;-1,3538;1,3538
"restauration";20;-1,1468;1,1468
"numéro";50;-1,7578;1,7578
"maltraiter";44;0,6238;-0,6238
"cure";14;0,65;-0,65
"emji_visage_qui_vomit";96;1,4284;-1,4284
"politesse";15;0,2992;-0,2992
"emji_tête_de_fou";111;1,3952;-1,3952
"beurre";35;0,4786;-0,4786
"horrifier";12;-0,8024;0,8024
"sucre";37;1,758;-1,758
"secret";67;1,0207;-1,0207
"mdrrrr";26;0,9791;-0,9791
"répondre";441;1,9079;-1,9079
"pertinent";80;-1,3211;1,3211
"efficace";71;-1,6845;1,6845
"vrmt";21;-0,4067;0,4067
"veille";21;1,1517;-1,1517
"jpp";16;0,6593;-0,6593
"signe";70;-0,3892;0,3892
"hauteur";54;0,3014;-0,3014
"précision";46;1,279;-1,279
"tjr";33;-0,4171;0,4171
"loto";10;1,0649;-1,0649
"typiquement";16;1,9579;-1,9579
"fois";1138;-1,4494;1,4494
"hahahaha";17;0,8163;-0,8163
"présent";135;-0,5456;0,5456
"satisfaire";48;1,0411;-1,0411
"connerie";121;-1,1831;1,1831
"présenter";153;-1,3148;1,3148
"insta";67;0,3312;-0,3312
"tort";61;0,5122;-0,5122
"men";17;-0,7532;0,7532
"porte";257;-0,319;0,319
"malheur";25;0,5909;-0,5909
"janvier";28;-0,26;0,26
"emji_poignée_de_main";17;0,3215;-0,3215
"bernard";52;1,8427;-1,8427
"profondeur";15;0,5157;-0,5157
"chercher";437;-1,3735;1,3735
"diversité";29;-0,4698;0,4698
"attitude";24;0,7009;-0,7009
"facile";300;-1,5311;1,5311
"passionnant";20;0,9803;-0,9803
"envisager";21;-0,9168;0,9168
"auprès_de";33;-0,8051;0,8051
"catastrophique";34;-0,484;0,484
"normalement";48;0,3677;-0,3677
"tiers";32;-0,5133;0,5133
"what";11;0,8254;-0,8254
"réparer";22;-1,0422;1,0422
"traumatisme";31;1,8194;-1,8194
"développer";114;-0,9123;0,9123
"1ere";17;1,6445;-1,6445
"main";318;0,8123;-0,8123
"bébé";108;0,4127;-0,4127
"réflexe";19;-0,6837;0,6837
"balancer";79;-1,6882;1,6882
"tôt";83;0,5227;-0,5227
"film";169;1,9725;-1,9725
"résumé";50;1,5521;-1,5521
"association";82;-1,2761;1,2761
"enlever";148;-1,8193;1,8193
"rythme";52;0,2891;-0,2891
"doré";11;1,939;-1,939
"chalet";26;0,9791;-0,9791
"emji_biceps_contracté_peau_légèrement_mate";17;0,3215;-0,3215
"emji_biceps_contracté_peau_moyennement_claire";21;0,3619;-0,3619
"aîné";25;1,497;-1,497
"répéter";128;-0,7569;0,7569
"preuve";252;-1,8628;1,8628
"inutile";140;-1,1328;1,1328
"peur";336;-0,2938;0,2938
"océan";18;-0,8784;0,8784
"marin";10;-0,2659;0,2659
"spécialiste";36;-0,8466;0,8466
"barbare";12;-0,467;0,467
"emji_visage_boudeur";287;-1,6152;1,6152
"naissance";57;0,9739;-0,9739
"phénomène";63;-0,6409;0,6409
"propre";413;-0,4319;0,4319
"jeter";126;-0,5637;0,5637
"nager";11;1,939;-1,939
"flotte";16;1,9579;-1,9579
"parfaitement";100;0,5605;-0,5605
"terrifiant";16;1,4227;-1,4227
"mer";48;0,4954;-0,4954
"env";14;-1,1092;1,1092
"brutal";26;-0,2747;0,2747
"liquide";26;1,686;-1,686
"bb";28;-0,8178;0,8178
"seul";1115;-1,0908;1,0908
"renoncer";21;-0,6264;0,6264
"dignité";38;-0,4338;0,4338
"reposer";120;0,389;-0,389
"sûr";634;-0,7543;0,7543
"content";227;0,2856;-0,2856
"ptit";18;0,9853;-0,9853
"définir";43;0,2798;-0,2798
"type";254;-0,5866;0,5866
"salutation";20;1,3547;-1,3547
"malade";131;-0,4049;0,4049
"cour";53;1,9952;-1,9952
"conversation";34;0,9947;-0,9947
"excuser";132;-0,5214;0,5214
"mélanger";67;-1,5547;1,5547
"boule";31;0,6315;-0,6315
"moto";56;0,698;-0,698
"tomber";308;1,0179;-1,0179
"nan";97;1,9637;-1,9637
"chui";10;0,3392;-0,3392
"intéresser";179;-1,5306;1,5306
"blâmer";38;-1,3251;1,3251
"dégager";39;0,2523;-0,2523
"connaissance";126;1,5445;-1,5445
"agression";58;-1,2059;1,2059
"meme";275;-0,4062;0,4062
"normal";435;-1,5781;1,5781
"insulter";114;1,8897;-1,8897
"réciproque";10;0,6352;-0,6352
"insulte";26;0,7118;-0,7118
"sexisme";22;0,2923;-0,2923
"bcp";202;-0,8406;0,8406
"debut";17;0,8163;-0,8163
"pétard";10;1,6579;-1,6579
"féministe";105;0,7603;-0,7603
"vierge";26;0,329;-0,329
"vide";95;0,9881;-0,9881
"propos";272;-1,147;1,147
"vérité";253;0,6027;-0,6027
"irrespectueux";15;0,2992;-0,2992
"vulgaire";20;1,8101;-1,8101
"franchise";26;-0,8813;0,8813
"déranger";163;-1,7991;1,7991
"waw";12;1,5492;-1,5492
"spirituel";11;1,939;-1,939
"ramasser";59;-0,5472;0,5472
"terriblement";20;1,8101;-1,8101
"lumière";102;0,4713;-0,4713
"ramener";97;0,599;-0,599
"réaction";78;-0,3379;0,3379
"comportement";128;-0,4612;0,4612
"signaler";34;-0,6707;0,6707
"plaire";159;1,1562;-1,1562
"plaie";14;-0,7076;0,7076
"silence";73;-0,6591;0,6591
"harcèlement";55;-0,7593;0,7593
"rdv";19;0,3423;-0,3423
"influence";48;-1,0048;1,0048
"expo";13;0,8181;-0,8181
"site";110;-1,6625;1,6625
"parc";40;-0,7541;0,7541
"activité";103;0,2785;-0,2785
"thème";23;1,1423;-1,1423
"amical";10;1,0649;-1,0649
"laid";10;1,6579;-1,6579
"résister";27;-1,331;1,331
"pire";454;0,4029;-0,4029
"parallèle";35;-1,2931;1,2931
"adresse";51;-0,2717;0,2717
"office";34;-1,5085;1,5085
"foyer";90;-1,9734;1,9734
"prince";40;1,2739;-1,2739
"moderne";66;-0,4193;0,4193
"nuit";152;1,0579;-1,0579
"avance";143;1,5286;-1,5286
"nécessiter";20;-1,1468;1,1468
"emji_coeur_jaune";16;1,9579;-1,9579
"aborder";27;-1,7402;1,7402
"supposer";51;0,3325;-0,3325
"banaliser";28;-0,8178;0,8178
"standard";32;0,542;-0,542
"fil";44;0,8094;-0,8094
"violet";13;1,8056;-1,8056
"ooh";13;0,4989;-0,4989
"souffrir";114;0,2929;-0,2929
"co";57;0,274;-0,274
"confirmer";119;-0,7894;0,7894
"emji_yeux";106;-0,6249;0,6249
"math";11;0,8254;-0,8254
"emji_femme_qui_hausse_les_épaules";76;0,6672;-0,6672
"note";47;0,5624;-0,5624
"ahhhh";11;1,3018;-1,3018
"anglais";116;1,1677;-1,1677
"tourner";213;-0,3127;0,3127
"grace";14;-0,7076;0,7076
"moral";53;-1,488;1,488
"résumer";33;-1,0681;1,0681
"ménage";115;-0,5021;0,5021
"esclave";36;-0,3196;0,3196
"tranquille";104;-1,2169;1,2169
"ambition";11;0,2484;-0,2484
"vomir";35;0,3352;-0,3352
"misogynie";16;0,6593;-0,6593
"apparemment";134;-1,3763;1,3763
"incapable";76;0,3362;-0,3362
"habitude";149;0,3386;-0,3386
"expérience";123;1,8143;-1,8143
"renouveler";11;-0,3609;0,3609
"course";159;1,4396;-1,4396
"lessive";14;0,65;-0,65
"extérieur";57;1,1852;-1,1852
"infirmier";40;-0,9804;0,9804
"30ans";13;1,2475;-1,2475
"valoir";385;0,8767;-0,8767
"aise";37;0,4933;-0,4933
"misogyne";25;1,1359;-1,1359
"stérile";14;-0,7076;0,7076
"déplaire";44;-0,3738;0,3738
"fameux";139;0,8131;-0,8131
"progrès";47;0,5624;-0,5624
"catastrophe";87;-0,3294;0,3294
"journal";67;1,0207;-1,0207
"répartir";13;-0,5829;0,5829
"préjugé";18;0,4275;-0,4275
"actuel";290;1,4412;-1,4412
"familial";57;-1,1176;1,1176
"conserver";24;1,3155;-1,3155
"généralisé";16;0,6593;-0,6593
"évoquer";36;0,4102;-0,4102
"pape";11;0,8254;-0,8254
"abandonner";68;1,1219;-1,1219
"carrière";55;0,2623;-0,2623
"cest";201;0,7036;-0,7036
"désolant";10;-0,5263;0,5263
"trans";19;-0,6837;0,6837
"retourner";182;0,5807;-0,5807
"bobo";32;1,2802;-1,2802
"raisonnement";87;-0,6334;0,6334
"ect";58;0,7099;-0,7099
"fermeture";20;0,6796;-0,6796
"insultant";24;0,4803;-0,4803
"désaccord";11;0,2484;-0,2484
"story";14;1,0082;-1,0082
"excellence";12;-0,467;0,467
"emji_coeur_violet";42;1,8953;-1,8953
"amalgame";17;0,8163;-0,8163
"rarement";48;1,5541;-1,5541
"soumettre";77;0,6073;-0,6073
"recherche";128;-1,6646;1,6646
"honnête";68;-1,4027;1,4027
"vice";18;-0,3562;0,3562
"perfection";15;1,7126;-1,7126
"cesse";50;-1,4552;1,4552
"boire";124;1,9174;-1,9174
"constamment";33;-1,0681;1,0681
"intensité";13;-0,5829;0,5829
"humanisme";13;-0,5829;0,5829
"emji_homme_avec_la_paume_sur_le_visage";37;-1,9053;1,9053
"endroit";185;0,8181;-0,8181
"ensemble";181;0,2855;-0,2855
"totalité";22;-1,4361;1,4361
"remarquable";13;0,4989;-0,4989
"briser";39;0,6824;-0,6824
"craquer";12;1,5492;-1,5492
"somme";47;-0,9178;0,9178
"fumée";38;-0,5972;0,5972
"cigarette";63;-0,3893;0,3893
"mortel";31;-1,8904;1,8904
"impossible";140;0,5638;-0,5638
"abuser";70;-0,9426;0,9426
"lucide";23;0,8289;-0,8289
"vin";91;0,4621;-0,4621
"qualité";219;-1,4093;1,4093
"forcément";184;-1,3862;1,3862
"nu";59;1,1919;-1,1919
"conscience";162;-1,1246;1,1246
"ressortir";28;-0,26;0,26
"puissance";53;1,1724;-1,1724
"appui";12;-1,2851;1,2851
"fuite";35;-1,6375;1,6375
"clé";42;-0,7142;0,7142
"entretien";38;-1,3251;1,3251
"dépression";37;-1,2132;1,2132
"psy";46;-0,6446;0,6446
"générosité";13;1,8056;-1,8056
"appel";79;-1,2409;1,2409
"clair";218;-1,1172;1,1172
"solitude";50;-0,4434;0,4434
"interroger";48;1,0411;-1,0411
"souligner";43;-1,0192;1,0192
"livrer";25;0,5909;-0,5909
"comble";13;-0,3287;0,3287
"instruit";15;1,2102;-1,2102
"probablement";129;-0,5893;0,5893
"consulter";40;-0,9804;0,9804
"sincérité";11;1,3018;-1,3018
"douleur";37;0,3503;-0,3503
"saluer";22;-0,7301;0,7301
"profond";60;0,3377;-0,3377
"concurrence";35;-0,2694;0,2694
"vincent";25;1,1359;-1,1359
"carré";21;0,8235;-0,8235
"dimension";19;-0,439;0,439
"ouïr";10;0,6352;-0,6352
"goûter";35;0,4786;-0,4786
"intérieur";91;0,8191;-0,8191
"caractère";25;1,497;-1,497
"certe";13;0,4989;-0,4989
"allah";27;1,4771;-1,4771
"dépendre";150;0,6102;-0,6102
"divin";25;1,9232;-1,9232
"prévenir";35;-1,2931;1,2931
"physiquement";29;0,6183;-0,6183
"seconde";106;0,9684;-0,9684
"albert";13;1,2475;-1,2475
"théorie";66;-1,46;1,46
"paraître";125;0,374;-0,374
"possession";19;0,3423;-0,3423
"ironie";38;-1,6586;1,6586
"mâle";20;0,9803;-0,9803
"apparaître";53;0,3452;-0,3452
"cruauté";13;0,275;-0,275
"légalement";12;-1,9691;1,9691
"psychologie";11;0,2484;-0,2484
"perturbateur";11;0,8254;-0,8254
"prédateur";29;1,4613;-1,4613
"sexuel";65;-0,2829;0,2829
"appareil";32;0,9897;-0,9897
"contacter";28;-1,4651;1,4651
"autrement";83;-0,6772;0,6772
"concept";87;-0,6334;0,6334
"indicateur";11;-0,6599;0,6599
"pain";162;0,9822;-0,9822
"suite";248;1,0471;-1,0471
"machine";107;0,5452;-0,5452
"infernal";10;1,0649;-1,0649
"redonner";25;-0,537;0,537
"auto";57;0,626;-0,626
"forêt";79;1,9474;-1,9474
"texte";75;-0,3126;0,3126
"jaloux";37;0,8827;-0,8827
"tribune";23;1,5218;-1,5218
"inquiétude";10;-0,9332;0,9332
"lausannois";18;-0,3562;0,3562
"réunir";43;0,2798;-0,2798
"ouvrage";21;0,8235;-0,8235
"tirer";194;1,1313;-1,1313
"exemplaire";26;-1,5922;1,5922
"centrale";25;-1,0756;1,0756
"bibliothèque";13;0,275;-0,275
"décès";23;-0,8398;0,8398
"ré";10;0,3392;-0,3392
"édition";29;0,6183;-0,6183
"passage";145;1,537;-1,537
"angle";10;-0,2659;0,2659
"ohlala";10;1,6579;-1,6579
"taliban";15;-1,2718;1,2718
"fribourgeois";31;1,129;-1,129
"mini";28;0,3463;-0,3463
"inapproprié";12;-0,2458;0,2458
"romain";27;-0,334;0,334
"scolaire";78;1,1646;-1,1646
"emji_applaudissements_peau_moyennement_claire";40;-0,29;0,29
"personnalité";35;0,8741;-0,8741
"avril";36;1,2746;-1,2746
"marquer";63;1,002;-1,002
"cinéma";85;-0,6548;0,6548
"emji_visage_stupéfait";15;1,2102;-1,2102
"voiler";43;0,9094;-0,9094
"challenge";17;1,1839;-1,1839
"cou";25;1,9232;-1,9232
"renseignement";11;0,2484;-0,2484
"lgbt";30;-0,7626;0,7626
"be";15;-0,3029;0,3029
"like";23;0,5768;-0,5768
"emji_oeil";15;0,5157;-0,5157
"boucle";29;1,4613;-1,4613
"ouverture";47;-0,7173;0,7173
"porter";260;1,9438;-1,9438
"peau";130;1,935;-1,935
"lointain";24;1,3155;-1,3155
"chier";86;0,7232;-0,7232
"r";77;1,2579;-1,2579
"fléau";29;-0,6702;0,6702
"piéton";54;0,8622;-0,8622
"courant";158;-0,6105;0,6105
"vision";110;0,4222;-0,4222
"courageux";50;0,2767;-0,2767
"anonyme";21;-0,9168;0,9168
"fonctionnaire";15;-0,84;0,84
"emji_visage_festif";83;0,6413;-0,6413
"dessin";28;1,2927;-1,2927
"animé";17;0,5318;-0,5318
"facteur";52;-0,7215;0,7215
"pâte";18;1,3839;-1,3839
"fruit";96;-0,4029;0,4029
"quartier";87;0,6636;-0,6636
"exposer";59;-0,6961;0,6961
"fermer";219;-1,4093;1,4093
"tradition";64;0,3614;-0,3614
"hallucinant";32;-0,3552;0,3552
"diffusion";14;-0,2292;0,2292
"co2";35;-0,5557;0,5557
"emji_pouce_vers_le_haut_peau_claire";93;1,9581;-1,9581
"écologiste";12;-0,2458;0,2458
"2h";21;-0,2476;0,2476
"racheter";28;0,9817;-0,9817
"gâchis";12;0,6417;-0,6417
"écologique";77;-1,5065;1,5065
"vigneron";11;-0,6599;0,6599
"poète";11;1,939;-1,939
"dérouler";28;-1,8917;1,8917
"reproduction";13;0,4989;-0,4989
"élevage";39;0,8915;-0,8915
"horrible";99;1,3458;-1,3458
"agriculteur";22;0,978;-0,978
"emji_visage_démoralisé_avec_goutte_de_sueur";32;0,7445;-0,7445
"abattre";31;1,129;-1,129
"condescendant";19;0,5472;-0,5472
"patriarcal";24;-0,2912;0,2912
"gêner";69;0,6974;-0,6974
"parfaire";119;0,8324;-0,8324
"deja";93;-0,9827;0,9827
"rente";25;-1,0756;1,0756
"retraite";162;-0,8806;0,8806
"combat";122;-0,7008;0,7008
"lit";62;-0,9067;0,9067
"épuiser";30;-0,7626;0,7626
"forme";190;-0,6542;0,6542
"parfait";60;0,7216;-0,7216
"commentateur";12;1,5492;-1,5492
"glisser";23;1,1423;-1,1423
"masculin";57;0,9739;-0,9739
"épreuve";16;0,408;-0,408
"officiellement";36;-1,4114;1,4114
"sportif";58;1,303;-1,303
"effectuer";46;-0,8342;0,8342
"effectivement";277;1,3298;-1,3298
"morges";15;-0,84;0,84
"domestique";62;-0,9067;0,9067
"surprise";84;-1,91;1,91
"inconnu";45;1,414;-1,414
"schéma";21;-0,6264;0,6264
"extrêmement";96;-0,4967;0,4967
"différent";225;1,2133;-1,2133
"conjoint";28;-1,4651;1,4651
"parvenir";18;-0,5769;0,5769
"agresser";48;-0,7935;0,7935
"poivre";14;-1,1092;1,1092
"multiple";38;-0,5972;0,5972
"emji_visage_avec_des_symboles_dans_la_bouche";85;-0,7918;0,7918
"ride";11;0,4813;-0,4813
"emji_visage_épuisé";84;1,5967;-1,5967
"sentiment";62;0,7332;-0,7332
"colère";40;-1,9187;1,9187
"survivre";80;-0,4168;0,4168
"coach";20;-0,3313;0,3313
"abe";35;-1,2931;1,2931
"livre";214;1,7509;-1,7509
"sympathique";34;1,9781;-1,9781
"portrait";17;0,8163;-0,8163
"zombie";11;0,2484;-0,2484
"morceau";27;0,8422;-0,8422
"contemporain";14;1,0082;-1,0082
"cri";12;-0,2458;0,2458
"www";10;1,0649;-1,0649
"ch";62;-1,1064;1,1064
"pub";81;-1,1982;1,1982
"variété";14;1,0082;-1,0082
"go";30;0,7336;-0,7336
"immense";76;0,3362;-0,3362
"comédien";25;1,9232;-1,9232
"faillir";18;-0,3562;0,3562
"disputer";13;-0,5829;0,5829
"emji_visage_avec_un_doigt_sur_la_bouche";36;1,0003;-1,0003
