"";"X.rts_a";"X.rts_i"
"200";0,08;0,37
"km";0,08;0,31
"h";0,08;0,21
"piste";0,4;0,17
"kilomètre";0,16;0,15
"htag_neige";0,4;0
"budget";0,05;0,35
"chat";0,35;0,25
"quand";1,33;0,1
"devenir";0,64;0,83
"un";13,39;15,04
"véritable";0,24;0,06
"emji_notes_de_musique";0,11;0,31
"danse";0,56;0,1
"créer";0,29;0,58
"par";2,51;7,99
"plus";4,45;5,48
"grand";1,6;1,33
"succès";0,24;0,39
"international";0,29;0,62
"initialement";0,03;0,25
"station";0,19;0,31
"chanson";0,35;0,21
"monde";1,39;1,31
"40";0,53;0,35
"pays";0,64;1,18
"son";4,99;4,31
"commencer";0,4;0,27
"1970";0,48;0,08
"au";5,25;6,45
"qui";6,48;4,56
"transformer";0,05;0,23
"connaître";0,67;0,71
"sa";2,75;3,11
"traverser";0,08;0,17
"décennie";0,19;0,19
"continuer";0,11;0,23
"séduire";0,08;0,19
"jeune";2,08;1
"public";0,69;1,08
"notamment";0,16;1,14
"streaming";0,03;0,19
"50";0,37;0,54
"million";0,05;1,6
"environ";0,11;0,66
"400";0,03;0,21
"rester";0,4;0,83
"incontournable";0,21;0,06
"fête";1,28;0,23
"populaire";0,08;0,25
"aux";2,53;3,78
"dernier";0,4;1,35
"nouveau";0,43;1,27
"aujourd_hui";0,83;0,37
"âgé";0,27;0,37
"an";4,69;4,25
"profiter";0,29;0,12
"retraite";0,27;0,23
"oeuvre";0,16;0,25
"alors";1,07;0,62
"voici";0,69;0,06
"base";0,11;0,19
"découvrir";0,69;0,35
"via";0,27;0,23
"notre";1,52;0,44
"htag_instafood";0,56;0
"emji_skieur";0,03;0,27
"emji_drapeau_suisse";0,19;6,33
"décembre";0,24;1,18
"chute";0,08;0,29
"val";0,27;0,1
"arrêter";0,27;0,21
"carrière";0,32;0,23
"qu";3,57;1,39
"te";0,19;0,08
"raconter";0,75;0,1
"histoire";0,61;0,35
"image";0,29;0,23
"ce";5,87;5,48
"penser";0,21;0,15
"garçon";0,27;0,06
"rue";0,61;0,15
"cheveu";0,21;0,04
"réaction";0,19;0,21
"1971";0,35;0
"3";0,43;0,87
"après";1,31;2,76
"mai";0,16;0,15
"1968";0,37;0,02
"htag_microtrottoir";0,48;0
"htag_jeunesse";0,43;0
"légende";0,19;0,15
"jurer";0,11;0,35
"y";2,88;0,83
"amour";0,99;0,1
"mais";2,45;1,58
"raison";0,13;0,48
"semaine";0,32;0,79
"énergie";0,16;0,1
"repos";0,24;0,02
"léman";0,19;0,23
"course";0,4;0,27
"tout";2,19;0,56
"beau";1,01;0,21
"rassembler";0,29;0,06
"vieux";0,32;0,12
"ville";0,51;0,87
"genève";1,33;1,85
"tu";0,53;0,08
"croire";0,29;0
"ou";3,63;1,8
"fribourg";0,32;0,33
"vaud";0,19;0,33
"neuchâtel";0,16;0,37
"valoir";0,48;0,31
"question";0,91;0,27
"toute";0,67;0,39
"htag_enfant";0,37;0
"assurer";0,08;0,25
"ski";0,69;0,37
"rien";0,59;0,04
"mieux";0,91;0,04
"htag_ski";0,48;0
"gare";0,19;0,23
"monsieur";0,53;0,02
"train";0,32;0,48
"cff";0,11;0,37
"introduire";0,05;0,17
"interdiction";0,13;0,15
"leurs";0,77;0,98
"finir";0,24;0,08
"cigarette";0,16;0,12
"autres";2;0,6
"vraiment";0,32;0,15
"cuisine";0,32;0
"partager";0,53;0,33
"secret";0,53;0,06
"nombreux";0,75;0,5
"fan";0,32;0,23
"travers";0,21;0,23
"journal";0,27;0,1
"livre";0,19;0,17
"même";0,75;0,64
"personne";0,4;2,3
"jamais";0,48;0,15
"rencontrer";0,24;0,1
"complet";0,48;0,06
"drôle";0,32;0
"métier";0,53;0,04
"avis";0,48;0,1
"attendre";0,32;0,52
"htag_insolite";0,29;0
"trop";0,77;0,08
"depuis";1,25;1,62
"transport";0,19;0,23
"adapter";0,11;0,21
"dire";0,99;0,21
"nous";2,43;0,41
"quelle";0,27;0,04
"tv";0,24;0,02
"tant";0,19;0,15
"emji_ballon_de_football";0,16;0,73
"16";0,19;0,46
"novembre";0,19;1,35
"affronter";0,16;0,08
"chez";0,56;0,62
"elle";1,87;1,68
"lors";0,61;1,18
"match";0,32;0,25
"mondial";0,29;1,02
"nati";0,19;0,12
"arrivée";0,13;0,23
"équipe";0,45;0,56
"aussi";1,15;0,46
"garder";0,16;0,23
"envers";0,11;0,12
"époque";0,29;0,06
"conseil";0,4;1,37
"sécurité";0,16;0,56
"onu";0,03;0,19
"voter";0,11;0,25
"lundi";0,32;0,93
"plan";0,05;0,52
"paix";0,16;0,31
"donald";0,03;0,6
"trump";0,03;0,68
"gaza";0,05;0,83
"prévoir";0,11;0,83
"force";0,19;0,37
"mot";0,53;0,08
"bien";2,24;1,06
"manifestation";0,05;0,48
"récent";0,05;0,17
"cessez_le_feu";0,03;0,41
"guerre";0,24;0,44
"terme";0,11;0,21
"moins";0,51;1,14
"signe";0,16;0,08
"mouvement";0,16;0,21
"très";0,83;0,5
"lausannois";0,4;0,04
"tous";1,97;0,35
"salle";0,27;0
"eau";0,51;0,31
"leur";2,05;1,93
"ils";1,41;0,48
"rendre";0,35;0,62
"veille";0,16;0,08
"bain";0,21;0,17
"st";0,13;0,17
"htag_lausanne";0,51;0
"pourquoi";0,56;0,17
"marier";0,24;0,1
"falloir";1,17;0,15
"salon";0,24;0,02
"mariage";0,21;0,04
"union";0,08;0,21
"htag_love";0,51;0
"htag_suisse";1,92;0
"vouloir";0,75;0,25
"association";0,08;0,44
"contre";0,64;1,54
"dénoncer";0,11;0,23
"voiture";0,64;0,21
"obligatoire";0,21;0,15
"selon";0,27;2,53
"lui";0,93;0,41
"société";0,27;0,25
"tuer";0,08;0,39
"petit";3,15;0,33
"feu";0,32;0,35
"liberté";0,32;0,21
"bientôt";0,11;0,17
"interdire";0,13;0,27
"individu";0,05;0,19
"sortir";0,43;0,41
"sans";1,49;1,02
"htag_archives";1,95;0
"1";1,36;0,81
"entre";0,83;1,87
"parent";0,29;0,23
"soirée";0,35;0,12
"vivre";0,67;0,15
"rencontre";0,99;0,37
"suivre";0,77;0,44
"temps";1,39;0,41
"projection";0,32;0,06
"inviter";0,32;0,17
"plonger";0,16;0,15
"programme";0,29;0,21
"regard";0,29;0,06
"événement";0,37;0,31
"quotidien";0,35;0,23
"personnalité";0,08;0,15
"témoignage";0,35;0,1
"actuel";0,08;0,23
"inédit";0,03;0,29
"théâtre";0,08;0,15
"19";0,08;0,33
"inscrire";0,11;0,21
"chanter";0,29;0,04
"claude";0,27;0
"champion";0,48;0,15
"bel";0,27;0,04
"seul";0,32;0,25
"htag_humour";0,8;0
"miracle";2,35;0,04
"montrer";0,19;0,44
"1967";0,29;0
"ouvrier";0,13;0,12
"exprimer";0,19;0,23
"fort";0,27;0,46
"époux";0,13;0,15
"clip";1,15;0,04
"plein";1,6;0,31
"diffuser";1,31;0,12
"samedi";1,23;0,75
"18h45";1,09;0
"htag_miraclesuisse";1,15;0
"htag_madeinswitzerland";1,12;0
"htag_suissitude";1,01;0
"20";0,37;0,81
"jour";0,93;1,37
"encore";0,96;0,54
"réaliser";0,16;0,27
"occasion";0,85;0,21
"moment";0,32;0,23
"emji_feu";0,05;0,23
"propre";0,43;0,08
"couple";0,24;0,04
"américain";0,16;0,87
"voyage";0,53;0,12
"donner";0,48;0,25
"dossier";0,16;0,21
"ordre";0,13;0,15
"htag_switzerland";0,4;0
"occuper";0,27;0,1
"htag_commeunlundi";0,32;0
"style";0,29;0,02
"chaussette";0,27;0,02
"simple";0,35;0,06
"mode";0,67;0,1
"commun";0,24;0,27
"apprendre";0,24;0,15
"aimer";1,25;0
"poser";0,16;0,1
"plutôt";0,53;0,06
"htag_kids";0,69;0
"mort";0,32;0,81
"médecin";0,19;0,17
"mettre";0,53;1,29
"terre";0,35;0,12
"vie";1,92;0,5
"compter";0,13;0,15
"étude";0,05;0,81
"spécial";0,32;0,21
"htag_invention";0,27;0
"solution";0,24;0,17
"1992";0,24;0,02
"présent";0,4;0,19
"reportage";0,4;0,06
"plusieurs";0,27;0,81
"pendant";0,29;0,31
"parmi";0,21;0,39
"tard";0,59;0,15
"froid";0,37;0,23
"quelques";0,93;0,29
"parler";0,59;0,1
"règle";0,16;0,19
"manquer";0,35;0,25
"logement";0,08;0,15
"développer";0,11;0,12
"ceux";1,07;0,1
"appeler";0,4;0,23
"sensible";0,19;0,06
"maison";0,4;0,21
"1972";0,37;0
"entier";0,21;0,1
"compte";0,4;0,31
"fou";0,29;0,02
"manger";0,27;0,02
"dimanche";0,08;1,12
"soir";0,27;0,54
"comme";1,01;2,26
"état";0,16;0,91
"civil";0,16;0,31
"25";0,13;0,39
"nom";0,13;0,21
"particulièrement";0,05;0,39
"exister";0,27;0,08
"2000";0,37;0,15
"lausanne";0,85;1,04
"école";0,64;0,35
"1985";0,24;0,02
"retourner";0,16;0,08
"savoir";0,93;0,12
"élève";0,19;0,19
"htag_ecole";0,35;0
"femme";1,09;1,18
"traditionnel";0,16;0,21
"glisser";0,27;0,02
"sous";0,64;0,81
"ouvrir";0,32;0,5
"sport";0,4;0,19
"alcool";0,19;0,08
"domaine";0,03;0,21
"famille";0,48;0,52
"vin";0,4;0,25
"devant";0,45;0,23
"caméra";0,27;0,06
"1969";0,29;0
"fils";0,19;0,08
"jean";0,69;0,19
"là";0,27;0,1
"âge";0,72;0,37
"bande";0,08;0,35
"main";0,24;0,04
"objectif";0,08;0,25
"record";0,21;0,5
"personnel";0,08;0,19
"corps";0,35;0,1
"esprit";0,32;0,04
"forme";0,11;0,19
"part";0,13;0,23
"vacance";0,72;0,1
"1994";0,27;0,04
"poste";0,13;0,54
"service";0,19;0,91
"animal";0,4;0,6
"voir";0,64;0,64
"vrai";0,27;0,02
"chaque";0,37;0,66
"jeudi";0,05;1,2
"offrir";0,27;0,75
"émotion";0,27;0,1
"jeunesse";0,37;0,06
"ambiance";0,43;0,04
"télévision";0,77;0,1
"parole";0,16;0,1
"manière";0,21;0,17
"eux";0,24;0,1
"30";0,59;0,56
"changer";0,32;0,17
"scène";0,11;0,19
"comédien";0,37;0
"travailler";0,24;0,15
"tour";0,45;0,41
"adolescent";0,32;0,21
"acteur";0,16;0,29
"cinéma";0,51;0,17
"décéder";0,11;0,25
"film";0,32;0,33
"philippe";0,19;0,15
"22";0,24;0,27
"début";0,51;0,54
"effet";0,13;0,41
"déjà";0,72;0,66
"citoyen";0,13;0,25
"représentant";0,11;0,15
"défendre";0,08;0,17
"espèce";0,03;0,39
"menacer";0,08;0,27
"entendre";0,16;0,1
"avenir";0,08;0,21
"canton";0,35;1,18
"htag_valais";0,48;0
"affaire";0,19;0,52
"marquer";0,16;0,66
"cet";1,17;0,68
"fédéral";0,27;1,27
"4";0,24;0,58
"500";0,03;0,21
"j";0,99;0,06
"peur";0,24;0,02
"avion";0,24;0,1
"pilote";0,19;0,19
"ligne";0,08;0,75
"18";0,13;0,39
"armée";0,45;0,41
"porte";0,16;0,25
"répondre";0,27;0,23
"document";0,24;0,12
"htag_armeesuisse";0,27;0
"pouvoir";1,01;2,05
"achat";0,05;0,19
"présenter";0,51;0,54
"100";0,29;0,33
"gagner";0,19;0,08
"elles";0,43;0,48
"travailleur";0,08;0,19
"ni";0,35;0,08
"fille";0,37;0,17
"13";0,13;0,37
"17";0,08;0,29
"journaliste";0,4;0,25
"choisir";0,35;0,25
"rêve";0,35;0,06
"htag_voiture";0,37;0
"matin";0,48;0,48
"préparer";0,19;0,15
"avant";0,93;0,77
"appétit";0,24;0,02
"star";0,13;0,12
"plateau";0,37;0,06
"également";0,19;0,54
"puis";0,21;0,1
"vers";0,11;0,39
"dizaine";0,05;0,19
"art";0,4;0,37
"humour";0,24;0,02
"légendaire";0,21;0,08
"blanc";0,48;0,17
"bas";0,16;0,19
"faux";0,11;0,25
"éviter";0,24;0,27
"htag_mode";0,27;0
"helvétique";0,29;0,06
"certains";0,51;0,33
"préférer";0,27;0,04
"madame";0,51;0
"tête";0,43;0,25
"1966";0,35;0
"htag_vieillesse";0,29;0
"deux";0,72;1,97
"durant";0,37;0,41
"60";0,45;0,23
"revenir";0,35;0,52
"lieu";0,21;0,48
"chercheur";0,03;0,31
"or";0,21;0,12
"bord";0,13;0,15
"rêver";0,27;0
"travail";0,53;0,77
"vitesse";0,13;0,12
"garantir";0,13;0,12
"malade";0,16;0,08
"presque";0,16;0,15
"porter";0,21;0,29
"couper";0,4;0,6
"mythique";0,24;0,04
"valaisan";0,27;0,02
"vélomoteur";0,29;0
"génération";0,27;0,15
"htag_eighties";0,61;0
"jeu";0,75;0,33
"autorité";0,03;0,39
"policier";0,08;0,27
"vaudois";0,67;0,64
"1974";0,32;0
"lac";0,35;0,1
"accueillir";0,19;0,41
"haut";0,4;0,37
"couleur";0,19;0,12
"pierre";0,16;0,08
"radio";0,43;0,12
"vert";0,21;0,29
"geste";0,11;0,17
"coeur";0,37;0,21
"saint";0,37;0,41
"journée";0,72;0,39
"lever";0,27;0,1
"passage";0,24;0,17
"niveau";0,05;0,46
"8";0,24;0,44
"habitant";0,19;0,41
"htag_geneve";0,56;0
"participer";0,19;0,37
"concours";0,27;0,15
"premier";1,09;2,66
"tenter";0,19;0,15
"témoigner";0,32;0,15
"changement";0,16;0,31
"village";0,4;0,29
"e";0,11;0,46
"soleil";0,64;0,06
"peu";0,85;0,29
"santé";0,37;0,83
"70";0,35;0,19
"frère";0,08;0,15
"carte";0,21;0,23
"terminer";0,08;0,15
"htag_vacances";0,51;0
"national";0,27;0,98
"florilège";0,32;0
"revoir";0,16;0,1
"final";0,08;0,25
"euro";0,03;0,35
"féminin";0,24;0,12
"2025";0,13;1,24
"café";0,21;0,1
"pain";0,21;0,1
"difficile";0,27;0,23
"cas";0,29;0,44
"chaud";0,11;0,15
"montagne";0,32;0,06
"passion";0,61;0,02
"htag_valaiswallis";0,29;0
"paléo";0,24;0,02
"festival";0,61;0,17
"new";0,13;0,23
"york";0,11;0,19
"fois";0,48;0,58
"marque";0,08;0,31
"dès";0,32;0,95
"oublier";0,4;0,02
"homme";1,04;0,79
"tell";0,21;0,04
"quel";0,45;0,06
"jusqu_à";0,11;0,66
"évoquer";0,56;0,17
"sentiment";0,11;0,12
"fermer";0,11;0,37
"montreux";0,24;0,06
"the";0,08;0,41
"installer";0,27;0,23
"amateur";0,16;0,17
"football";0,24;0,23
"juin";0,24;0,21
"aucun";0,11;0,17
"ici";0,21;0,27
"htag_football";0,37;0
"départ";0,13;0,21
"10";0,29;0,58
"servir";0,32;0,08
"beaucoup";0,32;0,15
"1990";0,48;0,08
"car";0,16;0,1
"surtout";0,29;0,17
"28";0,03;0,19
"musique";0,61;0,19
"chaîne";0,08;0,21
"vive";0,24;0,02
"milieu";0,27;0,19
"scolaire";0,19;0,12
"bois";0,21;0,12
"besoin";0,05;0,25
"pied";0,21;0,1
"non";0,37;0,62
"26";0,03;0,23
"route";0,29;0,15
"rire";0,45;0
"jouer";0,29;0,23
"chemin";0,24;0,02
"physique";0,21;0,15
"important";0,21;0,37
"sportif";0,19;0,12
"prêt";0,53;0,06
"édition";0,19;0,37
"dérouler";0,05;0,19
"vendredi";0,19;0,85
"toutes";0,37;0,23
"celles";0,21;0,08
"période";0,11;0,27
"réussir";0,24;0,1
"soin";0,11;0,23
"étudiant";0,11;0,21
"sol";0,16;0,08
"aider";0,13;0,19
"moi";0,64;0
"jardin";0,19;0,08
"tabac";0,16;0,12
"expliquer";0,16;0,46
"cacher";0,11;0,15
"considérer";0,03;0,21
"grave";0,08;0,25
"accident";0,08;0,41
"21";0,05;0,17
"janvier";0,05;0,39
"vd";0,03;0,23
"genevois";0,51;0,27
"immense";0,16;0,08
"naître";0,21;0,25
"htag_culte";0,37;0
"europe";0,13;0,35
"noir";0,13;0,17
"5";0,29;0,77
"vidéo";0,11;0,33
"demander";0,19;0,62
"sexuel";0,16;0,5
"romands";0,32;0,19
"roi";0,24;0,1
"siècle";0,24;0,17
"inspirer";0,16;0,21
"artiste";0,21;0,5
"9";0,13;0,27
"nuit";0,32;0,6
"neige";0,45;0,33
"quatre";0,05;0,54
"mois";0,35;0,79
"tôt";0,03;0,23
"remporter";0,13;0,54
"nature";0,32;0,12
"poursuivre";0,08;0,19
"htag_nature";0,29;0
"7";0,16;0,37
"chien";0,29;0,08
"mère";0,19;0,06
"total";0,08;0,15
"me";0,32;0,02
"1980";0,29;0
"abri";0,24;0,1
"renoncer";0,05;0,19
"souvent";0,16;0,75
"mauvais";0,16;0,08
"menace";0,08;0,15
"condition";0,11;0,41
"6";0,21;0,56
"objet";0,13;0,21
"projet";0,08;1,06
"12";0,19;0,39
"club";0,24;0,08
"emblématique";0,11;0,25
"genevoise";0,19;0,19
"identifier";0,03;0,31
"adepte";0,35;0,02
"comprendre";0,21;0,23
"htag_chanson";0,29;0
"quelque";0,37;0,1
"chose";0,48;0,1
"région";0,13;0,48
"week_end";0,11;0,31
"entraîner";0,13;0,23
"arbre";0,13;0,1
"choix";0,16;0,08
"tempête";0,08;0,23
"vent";0,13;0,15
"violent";0,05;0,19
"spectaculaire";0,08;0,15
"pluie";0,08;0,17
"pousser";0,16;0,17
"problème";0,13;0,15
"htag_amour";0,53;0
"magasin";0,16;0,17
"venir";0,56;0,23
"marché";0,11;0,29
"boîte";0,19;0,1
"possible";0,13;0,19
"vente";0,08;0,37
"32";0,03;0,19
"franc";0,21;1,2
"exemple";0,13;0,15
"comportement";0,08;0,15
"français";0,48;0,64
"organiser";0,16;0,31
"24";0,48;0,25
"1981";0,27;0
"ancien";0,19;0,62
"unique";0,13;0,33
"coup";0,21;0,19
"delémont";0,03;0,19
"espérer";0,13;0,15
"ainsi";0,24;0,89
"moitié";0,05;0,31
"14";0,13;0,35
"attention";0,45;0,04
"droit";0,4;0,58
"vote";0,11;0,27
"devoir";0,53;1,54
"chef";0,11;0,12
"point";0,16;0,19
"produire";0,13;0,29
"contenir";0,03;0,29
"mener";0,05;0,48
"enquête";0,08;0,77
"domicile";0,11;0,19
"permettre";0,32;0,91
"ménage";0,19;0,1
"tsr";0,35;0,02
"risque";0,08;0,48
"90";0,29;0,15
"dont";0,24;1,04
"aérien";0,08;0,25
"au_dessus";0,11;0,15
"véhicule";0,08;0,15
"incroyable";0,16;0,1
"chanteur";0,19;0,1
"phénomène";0,16;0,37
"htag_2000s";0,93;0
"htag_danse";0,27;0
"air";0,27;0,12
"particulier";0,19;0,08
"htag_snow";0,29;0
"chacun";0,21;0,06
"htag_hiver";0,45;0
"adulte";0,05;0,21
"réunir";0,21;0,29
"défi";0,13;0,17
"preuve";0,16;0,08
"déclarer";0,11;0,25
"plateforme";0,03;0,23
"site";0,11;0,33
"géant";0,05;0,46
"information";0,08;0,21
"culture";0,11;0,21
"évolution";0,13;0,25
"impact";0,03;0,29
"htag_montagne";0,27;0
"laisser";0,48;0,25
"loin";0,29;0
"étape";0,19;0,19
"1999";0,27;0,02
"celui";0,24;0,1
"mercredi";0,05;0,77
"tester";0,03;0,19
"lorsqu";0,08;0,15
"estimer";0,08;0,37
"reconnaître";0,08;0,17
"futur";0,11;0,21
"fonds";0,13;0,25
"fondue";0,27;0,04
"membre";0,05;0,5
"lutte";0,08;0,19
"neuchâtelois";0,13;0,1
"sembler";0,37;0,1
"soldat";0,19;0,1
"sortie";0,16;0,17
"militaire";0,16;0,19
"juillet";0,16;0,12
"malgré";0,16;0,48
"hiver";0,32;0,33
"rapport";0,13;0,58
"révéler";0,08;1,1
"banque";0,13;0,1
"officiel";0,08;0,39
"jouet";0,21;0,04
"allemand";0,11;0,19
"accès";0,05;0,23
"nouvel";0,13;0,29
"conseiller";0,11;0,37
"message";0,16;0,12
"voix";0,08;0,37
"mars";0,13;0,17
"rouge";0,24;0,29
"recevoir";0,08;0,41
"chance";0,32;0,04
"mal";0,16;0,21
"face";0,37;1,14
"aide";0,16;0,37
"midi";0,11;0,23
"remonter";0,16;0,17
"électronique";0,03;0,21
"2024";0,05;0,66
"organisation";0,05;0,39
"moyen";0,16;0,15
"internet";0,16;0,08
"micro";0,16;0,08
"htag_enfants";0,4;0
"ami";0,24;0,02
"accord";0,03;0,5
"htag_vaud";0,35;0
"pari";0,24;0,37
"annonce";0,21;0,37
"président";0,16;0,85
"place";0,56;0,71
"htag_meteo";0,27;0
"ciel";0,13;0,1
"rare";0,08;0,17
"rappeler";0,21;0,06
"agent";0,13;0,12
"police";0,11;0,79
"figure";0,16;0,29
"appel";0,11;0,25
"1er";0,05;0,48
"débuter";0,03;0,19
"htag_retro";0,61;0
"réalisateur";0,24;0,04
"aventure";0,21;0,1
"cave";0,05;0,17
"transporter";0,08;0,15
"importance";0,03;0,19
"pourtant";0,27;0,1
"reprendre";0,13;0,25
"dévoiler";0,08;0,27
"prix";0,29;0,89
"obtenir";0,03;0,23
"étranger";0,05;0,25
"célébrer";0,11;0,17
"double";0,11;0,21
"octobre";0,05;0,81
"info";0,16;0,08
"envie";0,27;0,02
"nu";0,16;0,08
"six";0,03;0,25
"interroger";0,19;0,23
"professeur";0,16;0,12
"série";0,13;0,17
"complexe";0,05;0,19
"origine";0,05;0,19
"1987";0,35;0,02
"bernois";0,05;0,29
"tourner";0,13;0,15
"automne";0,37;0,12
"autour";0,27;0,25
"suite";0,11;0,66
"victoire";0,11;0,31
"technique";0,19;0,06
"actualité";0,16;0,15
"swiss";0,11;0,17
"contrôle";0,08;0,19
"olympique";0,21;0,06
"nouvelle";0,27;0,83
"lumière";0,11;0,15
"championnat";0,21;0,1
"berner";0,05;0,48
"autre";0,05;0,27
"campagne";0,19;0,41
"explorer";0,03;0,21
"concevoir";0,03;0,23
"300";0,05;0,35
"zurich";0,11;0,39
"htag_summer";0,29;0
"découverte";0,13;0,27
"extrême";0,05;0,17
"adopter";0,11;0,23
"côté";0,19;0,17
"dédier";0,11;0,17
"groupe";0,13;0,64
"comité";0,03;0,23
"billet";0,13;0,37
"célèbre";0,16;0,48
"victime";0,05;0,77
"minute";0,21;0,31
"européen";0,03;0,58
"prestigieux";0,03;0,19
"toucher";0,05;0,48
"susciter";0,13;0,37
"débat";0,11;0,25
"patient";0,08;0,19
"cause";0,05;0,31
"annoncer";0,08;1,72
"direct";0,05;0,17
"seulement";0,19;0,44
"désormais";0,08;0,6
"but";0,03;0,25
"rejoindre";0,13;0,17
"joueur";0,19;0,27
"derrière";0,13;0,23
"frapper";0,05;0,29
"nombre";0,03;0,56
"sud";0,03;0,21
"france";0,16;0,58
"htag_femme";0,43;0
"communauté";0,11;0,19
"expérience";0,24;0,25
"rétro";0,29;0
"salaire";0,08;0,15
"titre";0,08;0,44
"argent";0,19;0,17
"tendance";0,08;0,23
"conflit";0,03;0,23
"privé";0,08;0,21
"zone";0,03;0,33
"ouverture";0,03;0,19
"mardi";0,03;0,93
"avril";0,13;0,21
"scientifique";0,05;0,21
"application";0,05;0,21
"enregistrer";0,03;0,31
"centaine";0,08;0,21
"grève";0,11;0,15
"alimentaire";0,03;0,33
"provoquer";0,05;0,27
"naissance";0,05;0,23
"exercice";0,16;0,12
"rapide";0,03;0,21
"environnement";0,03;0,23
"danger";0,11;0,31
"htag_70s";1,17;0
"htag_60s";0,99;0
"2019";0,05;0,21
"htag_90s";1,57;0
"htag_cinema";0,27;0
"propriétaire";0,03;0,19
"représenter";0,08;0,25
"urgence";0,03;0,29
"trois";0,13;1
"ton";0,11;0,52
"romain";0,03;0,21
"plaindre";0,03;0,19
"musée";0,05;0,25
"accompagner";0,16;0,15
"sauvage";0,11;0,15
"apporter";0,05;0,19
"gros";0,05;0,17
"15";0,11;0,5
"pratique";0,13;0,15
"température";0,05;0,23
"attaque";0,08;0,44
"réserver";0,11;0,15
"manifester";0,05;0,23
"tournée";0,13;0,12
"climat";0,05;0,21
"langue";0,16;0,1
"italien";0,05;0,21
"album";0,08;0,17
"prochain";0,05;0,68
"population";0,08;0,64
"ère";0,05;0,33
"historique";0,03;0,27
"pièce";0,13;0,15
"guy";0,11;0,17
"droite";0,03;0,25
"situation";0,05;0,41
"promettre";0,03;0,19
"cinq";0,11;0,71
"vol";0,11;0,29
"moyenne";0,03;0,27
"politique";0,08;0,5
"parcours";0,08;0,15
"rôle";0,11;0,33
"bilan";0,03;0,23
"local";0,03;0,31
"concerner";0,05;0,48
"augmentation";0,03;0,23
"assurance";0,05;0,17
"maladie";0,08;0,31
"27";0,03;0,27
"skieur";0,05;0,17
"professionnel";0,13;0,29
"septembre";0,05;0,31
"centre";0,08;0,58
"social";0,05;0,87
"hors";0,11;0,15
"décrire";0,08;0,19
"htag_seventies";0,35;0
"tomber";0,16;0,1
"performance";0,03;0,19
"fribourgeois";0,08;0,17
"épisode";0,21;0,04
"battre";0,11;0,31
