"";"banalfreq";"X.rts_a";"X.rts_i"
"ue";12;-1,3091;1,3091
"environnemental";10;-1,0909;1,0909
"neuf";14;-1,5273;1,5273
"mineur";15;-1,6364;1,6364
"avocat";12;-1,3091;1,3091
"dépression";10;-1,0909;1,0909
"australie";13;-1,4182;1,4182
"autoriser";14;-1,5273;1,5273
"diminution";10;-1,0909;1,0909
"attribuer";16;-1,7455;1,7455
"accessible";18;-1,9637;1,9637
"disputer";15;-1,6364;1,6364
"conclure";18;-1,9637;1,9637
"mobilisation";11;-1,2;1,2
"milan";17;-1,8546;1,8546
"destination";12;-1,3091;1,3091
"2018";15;-1,6364;1,6364
"sommeil";18;-1,9637;1,9637
"mark";11;-1,2;1,2
"emji_train";14;-1,5273;1,5273
"perturbation";12;-1,3091;1,3091
"lire";11;-1,2;1,2
"suède";18;-1,9637;1,9637
"ressource";15;-1,6364;1,6364
"analyser";11;-1,2;1,2
"emji_avion";12;-1,3091;1,3091
"acquérir";12;-1,3091;1,3091
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";10;-1,0909;1,0909
"impressionnant";11;-1,2;1,2
"photographe";14;-1,5273;1,5273
"lauréat";12;-1,3091;1,3091
"démission";12;-1,3091;1,3091
"slovénie";10;-1,0909;1,0909
"survenir";17;-1,8546;1,8546
"ssr";18;-1,9637;1,9637
"sarkozy";18;-1,9637;1,9637
"financement";16;-1,7455;1,7455
"transférer";13;-1,4182;1,4182
"signature";14;-1,5273;1,5273
"royal";16;-1,7455;1,7455
"violation";10;-1,0909;1,0909
"fsr";10;-1,0909;1,0909
"gilliéron";13;-1,4182;1,4182
"georgios";11;-1,2;1,2
"kefalas";11;-1,2;1,2
"gestion";10;-1,0909;1,0909
"facture";10;-1,0909;1,0909
"louvre";14;-1,5273;1,5273
"abonnement";12;-1,3091;1,3091
"mission";14;-1,5273;1,5273
"annulation";10;-1,0909;1,0909
"nationalité";10;-1,0909;1,0909
"xhaka";10;-1,0909;1,0909
"organisé";10;-1,0909;1,0909
"lara";13;-1,4182;1,4182
"gut";13;-1,4182;1,4182
"behrami";13;-1,4182;1,4182
"inondation";12;-1,3091;1,3091
"pixabay";11;-1,2;1,2
"juge";12;-1,3091;1,3091
"emji_drapeau_brésil";10;-1,0909;1,0909
"brésilien";12;-1,3091;1,3091
"congrès";11;-1,2;1,2
"ofs";10;-1,0909;1,0909
"républicain";12;-1,3091;1,3091
"bbc";10;-1,0909;1,0909
"ouragan";11;-1,2;1,2
"otage";15;-1,6364;1,6364
