"";"banalfreq";"X.rts_a";"X.rts_i"
"monde";245;0,8582;-0,8582
"40";67;1,0443;-1,0443
"commencer";40;1,6879;-1,6879
"au";976;-0,6242;0,6242
"producteur";15;-0,4951;0,4951
"louis";10;-0,2144;0,2144
"transformer";26;-1,2933;1,2933
"connaître";105;0,648;-0,648
"sa";490;-0,442;0,442
"traverser";21;-0,5499;0,5499
"décennie";27;0,4063;-0,4063
"séduire";15;-0,2483;0,2483
"public";156;-1,0901;1,0901
"plateformes";20;-1,3551;1,3551
"streaming";14;-0,8285;0,8285
"tiktok";16;-0,9997;0,9997
"50";74;-0,3913;0,3913
"exemplaire";13;-0,745;0,745
"vendre";23;-1,0589;1,0589
"400";16;-0,9997;0,9997
"différent";18;-0,3883;0,3883
"référence";18;-1,1755;1,1755
"populaire";30;-1,128;1,128
"aux";526;-0,7868;0,7868
"âgé";43;0,3065;-0,3065
"retraite";30;0,9612;-0,9612
"oeuvre";44;-0,9433;0,9433
"emji_main_qui_écrit_peau_moyennement_claire";15;-0,4951;0,4951
"srf";17;-0,6255;0,6255
"lionel";12;-0,3175;0,3175
"alors";140;1,9133;-1,9133
"approcher";19;-0,2357;0,2357
"tessinoise";11;-0,5829;0,5829
"base";37;-1,2002;1,2002
"emji_skieur";14;-0,8285;0,8285
"chute";31;-1,1988;1,1988
"obliger";13;0,4908;-0,4908
"arrêter";39;0,4417;-0,4417
"carrière";46;0,9072;-0,9072
"sommet";16;-0,5592;0,5592
"te";20;0,8685;-0,8685
"image";69;0,7502;-0,7502
"terminer";37;-0,5933;0,5933
"feu";45;0,7385;-0,7385
"argent";30;0,4636;-0,4636
"olympique";23;1,2957;-1,2957
"globe";10;-0,5048;0,5048
"descente";22;0,2521;-0,2521
"total";42;-1,5427;1,5427
"11";40;-1,878;1,878
"podium";23;-1,6302;1,6302
"8";66;-0,9762;0,9762
"seulement";63;-1,0869;1,0869
"14";43;-0,6372;0,6372
"course";68;0,6234;-0,6234
"couper";95;-0,4515;0,4515
"personnalité";20;-0,2735;0,2735
"très";113;1,7126;-1,7126
"apprécier";13;1,3168;-1,3168
"fan";46;0,6867;-0,6867
"emji_micro";19;-0,7638;0,7638
"sébastien";10;0,7879;-0,7879
"emji_pellicule";31;-0,8236;0,8236
"emji_caméra";58;-1,7918;1,7918
"htag_sport";99;-1,5171;1,5171
"penser";27;1,2358;-1,2358
"réaction";27;0,4063;-0,4063
"mai";22;0,7;-0,7
"légende";28;0,5669;-0,5669
"jurer";34;-1,0066;1,0066
"semaine";97;-1,9976;1,9976
"énergie";23;0,3928;-0,3928
"léman";25;0,5059;-0,5059
"rassembler";25;1,9022;-1,9022
"ville";113;-0,6786;0,6786
"genève";212;0,8387;-0,8387
"fribourg";44;0,5866;-0,5866
"vaud";42;-0,5937;0,5937
"neuchâtel";40;-0,7359;0,7359
"valoir";54;1,3963;-1,3963
"toute";85;1,1282;-1,1282
"gare";22;0,7;-0,7
"défense";26;-1,911;1,911
"sexe";16;1,8721;-1,8721
"faible";13;-0,3739;0,3739
"mouvement";34;0,3071;-0,3071
"train";67;-0,6083;0,6083
"cff";39;-1,3344;1,3344
"introduire";17;-0,6255;0,6255
"interdiction";26;-0,3315;0,3315
"leurs";140;-0,3381;0,3381
"finir";32;0,5709;-0,5709
"cigarette";13;1,3168;-1,3168
"nombreux";92;1,8525;-1,8525
"travers";34;0,4734;-0,4734
"journal";26;1,7587;-1,7587
"livre";24;0,5639;-0,5639
"même";154;-0,7414;0,7414
"rencontrer";24;1,1836;-1,1836
"complet";74;0,4268;-0,4268
"attendre";80;-1,1325;1,1325
"cher";18;1,0788;-1,0788
"bus";12;0,2852;-0,2852
"depuis";243;-0,699;0,699
"transport";34;-0,295;0,295
"adapter";37;-1,2002;1,2002
"rythme";12;0,5732;-0,5732
"regarder";16;0,9092;-0,9092
"tant";31;0,2595;-0,2595
"encore";158;0,498;-0,498
"emji_ballon_de_football";42;-0,8373;0,8373
"16";54;-0,9077;0,9077
"affronter";25;0,7632;-0,7632
"chez";92;0,4128;-0,4128
"elle";332;-0,4116;0,4116
"match";57;0,7418;-0,7418
"barrage";13;-0,745;0,745
"2006";11;1,7093;-1,7093
"foot";15;1,5041;-1,5041
"ex";11;0,3413;-0,3413
"nati";27;0,9024;-0,9024
"arrivée";36;-0,8014;0,8014
"équipe";115;-0,7376;0,7376
"aussi";154;1,2468;-1,2468
"garder";33;-0,4228;0,4228
"envers";19;-0,2357;0,2357
"dès";106;-1,5903;1,5903
"aéroport";22;0,2521;-0,2521
"ancien";68;-1,6681;1,6681
"attente";14;-0,8285;0,8285
"car";32;-0,2356;0,2356
"revenir";68;-0,2545;0,2545
"détail";20;-0,4939;0,4939
"moyen";32;0,378;-0,378
"place";146;-1,4695;1,4695
"48";19;-1,2649;1,2649
"stade";18;0,7148;-0,7148
"homme";139;1,3754;-1,3754
"réussir";37;0,7415;-0,7415
"gérer";20;-0,2735;0,2735
"défaite";10;-0,5048;0,5048
"helvète";11;1,1257;-1,1257
"valider";16;-0,9997;0,9997
"leur";297;1,3753;-1,3753
"qualification";17;-1,0871;1,0871
"but";48;-1,9806;1,9806
"jour";197;-0,311;0,311
"avant";170;0,2904;-0,2904
"imposer";41;-1,4724;1,4724
"emji_tête_qui_parle";11;-0,2642;0,2642
"coup";36;1,0749;-1,0749
"final";41;-0,3735;0,3735
"joueur";59;0,6521;-0,6521
"quitter";31;-0,8236;0,8236
"terrain";18;1,0788;-1,0788
"éviter";54;-0,3491;0,3491
"entrée";29;-0,7082;0,7082
"tour";59;1,0576;-1,0576
"sanction";13;-0,745;0,745
"fédération";13;-0,745;0,745
"largement";25;-1,8168;1,8168
"recevoir";48;-1,9806;1,9806
"interview";19;1,3795;-1,3795
"disponible";23;-0,4008;0,4008
"site";58;-1,7918;1,7918
"application";32;-0,8833;0,8833
"sport";81;0,7614;-0,7614
"julie";10;0,7879;-0,7879
"source";32;-0,8833;0,8833
"htag_repack";22;-0,9831;0,9831
"htag_football";55;1,6072;-1,6072
"voter";21;-0,3137;0,3137
"lundi";95;-1,887;1,887
"paix";36;-0,5485;0,5485
"force";52;-1,0804;1,0804
"rassemblement";10;-0,5048;0,5048
"récent";17;-0,6255;0,6255
"exiger";14;-0,2073;0,2073
"guerre";57;-0,8056;0,8056
"terme";37;-0,8564;0,8564
"moins";145;-1,4301;1,4301
"revendiquer";12;0,2852;-0,2852
"auparavant";11;-0,2642;0,2642
"signe";19;0,6342;-0,6342
"client";18;0,4321;-0,4321
"disposer";17;-0,6255;0,6255
"eau";55;1,6072;-1,6072
"rendre";89;-1,0665;1,0665
"visite";20;-0,8354;0,8354
"veille";13;1,3168;-1,3168
"toilette";10;0,4094;-0,4094
"bain";25;0,7632;-0,7632
"st";19;0,3779;-0,3779
"françois";15;1,0268;-1,0268
"amener";10;0,7879;-0,7879
"union";21;-0,5499;0,5499
"abus";15;-0,4951;0,4951
"port";10;-0,5048;0,5048
"obligatoire";30;0,4636;-0,4636
"société";44;0,279;-0,279
"tuer";37;-1,6442;1,6442
"liberté";28;1,9284;-1,9284
"bientôt";18;0,2284;-0,2284
"interdire";29;-0,4553;0,4553
"individu";22;-0,9831;0,9831
"sortir";60;0,6108;-0,6108
"sans";217;0,9296;-0,9296
"parent";31;1,1912;-1,1912
"rentrer";12;1,4972;-1,4972
"suivre";98;1,7034;-1,7034
"qualifier";21;-1,4461;1,4461
"tôt";24;-1,136;1,136
"inviter";31;1,9588;-1,9588
"plonger";18;1,0788;-1,0788
"programme";31;1,1912;-1,1912
"événement";75;-0,5528;0,5528
"quotidien";46;0,9072;-0,9072
"actuel";33;-1,3436;1,3436
"inédit";27;-1,3735;1,3735
"rendez_vous";10;-0,2144;0,2144
"théâtre";21;-0,5499;0,5499
"19";38;-1,7214;1,7214
"seul";66;-0,574;0,574
"ouvrier";14;0,7404;-0,7404
"exprimer";47;-0,8233;0,8233
"fort";61;-0,5689;0,5689
"époux";15;0,6464;-0,6464
"20";95;-1,3294;1,3294
"catégorie";19;-1,2649;1,2649
"réaliser";55;-0,5283;0,5283
"exploit";13;0,2386;-0,2386
"moment";48;0,7916;-0,7916
"emji_feu";19;-0,7638;0,7638
"aucun";37;-0,8564;0,8564
"contenir";28;-1,4546;1,4546
"point";69;-1,3986;1,3986
"classement";26;-1,2933;1,2933
"ensemble";21;-1,4461;1,4461
"philippe";28;0,8242;-0,8242
"donc";56;-1,0061;1,0061
"emji_trophée";15;-0,4951;0,4951
"bernois";27;-0,9225;0,9225
"rejoindre";31;-0,347;0,347
"pilote";28;0,5669;-0,5669
"fois";112;-0,4152;0,4152
"gens";15;-0,2483;0,2483
"donner";68;0,9902;-0,9902
"dossier";38;-0,4328;0,4328
"ordre";28;-0,4122;0,4122
"occuper";26;1,3436;-1,3436
"commun";58;-0,8502;0,8502
"identité";13;-0,3739;0,3739
"apprendre";20;1,7043;-1,7043
"vaudois";83;1,4599;-1,4599
"pratique";35;-0,5051;0,5051
"45";16;-0,2922;0,2922
"30";85;0,7655;-0,7655
"changer";35;1,8677;-1,8677
"particulier";17;1,6884;-1,6884
"non";97;-0,974;0,974
"poser";22;0,443;-0,443
"mort";86;-1,4173;1,4173
"médecin";31;0,4188;-0,4188
"craindre";23;-0,2253;0,2253
"terre";31;1,9588;-1,9588
"parcourir";13;1,8962;-1,8962
"compter";21;0,2887;-0,2887
"spécial";33;1,3394;-1,3394
"léger";10;-0,2144;0,2144
"solution";33;0,5201;-0,5201
"pendant";61;-0,4165;0,4165
"préparation";13;0,2386;-0,2386
"parmi";68;-1,6681;1,6681
"froid";41;1,2652;-1,2652
"outre";14;-0,4332;0,4332
"règle";20;0,5628;-0,5628
"manquer";53;0,5572;-0,5572
"logement";15;-0,2483;0,2483
"développer";21;-0,3137;0,3137
"pénurie";11;-0,5829;0,5829
"appeler";75;-0,4171;0,4171
"maurice";10;-0,5048;0,5048
"parce_que";14;1,6864;-1,6864
"sensible";13;1,8962;-1,8962
"maison";46;1,4546;-1,4546
"entier";24;0,8421;-0,8421
"compte";65;0,579;-0,579
"genre";15;1,0268;-1,0268
"soir";61;-0,5689;0,5689
"écran";17;0,8058;-0,8058
"civil";39;-0,687;0,687
"personnage";11;1,1257;-1,1257
"25";50;-1,6676;1,6676
"apparaître";13;0,2386;-0,2386
"nom";40;-0,7359;0,7359
"exister";26;1,3436;-1,3436
"lausanne";120;0,8416;-0,8416
"côté";54;-0,6778;0,6778
"femme";167;0,9293;-0,9293
"armée";71;0,5174;-0,5174
"oeuf";10;0,4094;-0,4094
"retourner";14;1,1615;-1,1615
"élève";28;0,3637;-0,3637
"enseignant";16;-0,2922;0,2922
"traditionnel";31;-0,347;0,347
"sous";128;-0,5678;0,5678
"épreuve";16;0,5649;-0,5649
"ouvrir";82;-0,9912;0,9912
"alcool";18;1,0788;-1,0788
"domaine";19;-1,2649;1,2649
"famille";69;0,5862;-0,5862
"devant";61;0,7442;-0,7442
"caméra";25;1,4609;-1,4609
"fils";16;1,3444;-1,3444
"jean";107;0,7188;-0,7188
"là";31;1,1912;-1,1912
"2009";11;0,671;-0,671
"bande";35;-1,4922;1,4922
"main";29;0,7525;-0,7525
"record";69;-1,7281;1,7281
"personnel";26;-0,8566;0,8566
"maintenir";23;-1,6302;1,6302
"corps";36;1,751;-1,751
"forme";33;-0,9444;0,9444
"fc";12;0,9762;-0,9762
"rare";23;-0,4008;0,4008
"spécialiste";25;0,7632;-0,7632
"intervention";33;-1,872;1,872
"responsable";33;-1,872;1,872
"sportif";27;0,9024;-0,9024
"sarah";11;-0,2642;0,2642
"9";50;-1,2862;1,2862
"débat";46;-1,4014;1,4014
"durée";13;-0,745;0,745
"90";33;1,3394;-1,3394
"minute";63;0,2609;-0,2609
"emji_symbole_d_avertissement";25;-1,8168;1,8168
"gratuit";13;-0,745;0,745
"inscription";13;0,4908;-0,4908
"ch";37;-1,6442;1,6442
"emji_étincelles";13;-0,745;0,745
"fruit";15;-0,4951;0,4951
"collaboration";20;-0,8354;0,8354
"part";37;-0,8564;0,8564
"voie";23;-0,2253;0,2253
"animal";78;-0,4997;0,4997
"facteur";16;-0,2922;0,2922
"b";11;-0,5829;0,5829
"supprimer";22;-0,9831;0,9831
"2016";15;-0,4951;0,4951
"chaque";86;-0,7554;0,7554
"parole";24;0,8421;-0,8421
"manière";31;0,6263;-0,6263
"eux";32;0,5709;-0,5709
"scène";38;-1,2668;1,2668
"travailler";31;0,6263;-0,6263
"acteur";38;-0,4328;0,4328
"1960";11;1,7093;-1,7093
"décéder";25;-0,4962;0,4962
"film";46;0,5011;-0,5011
"paul";12;0,2852;-0,2852
"22";39;0,292;-0,292
"début";82;0,4458;-0,4458
"déjà";151;-0,9329;0,9329
"polémique";17;-0,339;0,339
"citoyen";29;-0,4553;0,4553
"représentant";19;-0,2357;0,2357
"défendre";28;-0,9898;0,9898
"menacer";28;-0,9898;0,9898
"entendre";19;0,6342;-0,6342
"avenir";24;-0,729;0,729
"affaire";57;-1,0568;1,0568
"faute";10;0,7879;-0,7879
"13";39;-0,687;0,687
"septembre";27;-0,9225;0,9225
"vevey";10;-0,2144;0,2144
"choc";10;-0,5048;0,5048
"action";37;-1,6442;1,6442
"geste";17;0,494;-0,494
"conduire";18;0,2284;-0,2284
"tomber";19;0,9677;-0,9677
"genou";13;-0,3739;0,3739
"décider";39;-1,3344;1,3344
"saisir";10;-0,5048;0,5048
"réunir";42;-0,2684;0,2684
"commettre";10;-0,5048;0,5048
"football";38;0,9267;-0,9267
"tribunal";24;-1,7232;1,7232
"procès";22;-1,5378;1,5378
"juin";34;0,9415;-0,9415
"condamner";17;-0,6255;0,6255
"payer";19;0,3779;-0,3779
"amende";18;-0,6938;0,6938
"500";21;-1,4461;1,4461
"avion";24;1,1836;-1,1836
"sûr";16;0,9092;-0,9092
"capitaine";12;0,2852;-0,2852
"f";11;-0,5829;0,5829
"18";52;-1,8053;1,8053
"porte";38;-0,4328;0,4328
"répondre";42;0,3363;-0,3363
"document";24;1,1836;-1,1836
"achat";20;-0,8354;0,8354
"magazine";16;-0,5592;0,5592
"présenter";69;0,9385;-0,9385
"emploi";26;-0,8566;0,8566
"100";53;-0,322;0,322
"gagner";30;0,2907;-0,2907
"elles";79;-0,2968;0,2968
"38";16;-0,2922;0,2922
"travailleur";27;-0,9225;0,9225
"ni";41;0,9826;-0,9826
"revue";10;0,7879;-0,7879
"17";30;-1,128;1,128
"choisir";40;1,054;-1,054
"peine";23;-1,0589;1,0589
"matin";57;1,1833;-1,1833
"préparer";31;0,2595;-0,2595
"star";20;0,3304;-0,3304
"puis";30;0,6867;-0,6867
"dizaine";23;-1,0589;1,0589
"art";46;1,1631;-1,1631
"bas";29;-0,278;0,278
"faux";25;-0,4962;0,4962
"reposer";15;0,6464;-0,6464
"helvétique";25;1,9022;-1,9022
"déployer";16;-0,5592;0,5592
"trésor";10;0,7879;-0,7879
"court";12;-0,3175;0,3175
"tête";45;1,5429;-1,5429
"durant";56;0,7905;-0,7905
"laquelle";13;0,2386;-0,2386
"60";45;1,8836;-1,8836
"or";31;0,4188;-0,4188
"acheter";13;-0,3739;0,3739
"bord";16;0,5649;-0,5649
"travail";112;-0,7968;0,7968
"vallée";12;1,4972;-1,4972
"pointe";11;-0,2642;0,2642
"vitesse";18;0,4321;-0,4321
"garantir";27;-0,3709;0,3709
"recueillir";17;0,2661;-0,2661
"abandonner";15;-0,4951;0,4951
"malade";15;1,0268;-1,0268
"presque";27;0,2408;-0,2408
"porter";42;-0,4072;0,4072
"fameux";12;1,4972;-1,4972
"fidèle";14;-0,2073;0,2073
"symbole";17;0,2661;-0,2661
"génération";23;1,7287;-1,7287
"routier";14;0,4208;-0,4208
"policier";32;-1,2707;1,2707
"85";11;-0,2642;0,2642
"accueillir";54;-0,9077;0,9077
"haut";63;0,3683;-0,3683
"couleur";28;0,3637;-0,3637
"pierre";27;0,6262;-0,6262
"familial";11;0,671;-0,671
"univers";16;-0,2922;0,2922
"vert";51;-0,7674;0,7674
"démarrer";10;1,9621;-1,9621
"coeur";43;1,1089;-1,1089
"saint";55;0,6472;-0,6472
"37";14;-0,4332;0,4332
"reprise";17;-0,6255;0,6255
"habitant";63;-1,3786;1,3786
"participer";58;-1,4196;1,4196
"concours";28;1,1367;-1,1367
"apparition";11;1,1257;-1,1257
"tenter";24;0,5639;-0,5639
"disparition";15;-0,2483;0,2483
"témoigner";31;1,5496;-1,5496
"changement";49;-1,2266;1,2266
"village";44;1,991;-1,991
"filmer";10;1,9621;-1,9621
"participant";21;-0,9086;0,9086
"e";48;-1,9806;1,9806
"plage";14;1,1615;-1,1615
"santé";100;-1,5654;1,5654
"70";41;0,9826;-0,9826
"varié";11;0,671;-0,671
"frère";16;-0,2922;0,2922
"carte";32;0,378;-0,378
"perspective";11;-0,5829;0,5829
"août";16;0,31;-0,31
"revoir";15;1,0268;-1,0268
"visage";10;0,4094;-0,4094
"euro";44;-1,2733;1,2733
"féminin";31;1,9588;-1,9588
"juste";25;1,0813;-1,0813
"incroyable";15;1,5041;-1,5041
"battre";41;-1,0883;1,0883
"espagne";20;-0,8354;0,8354
"tir";13;0,2386;-0,2386
"score";16;-0,9997;0,9997
"compétition";25;-0,2941;0,2941
"ressentir";10;-0,2144;0,2144
"chant";12;1,4972;-1,4972
"représenter";36;-1,1346;1,1346
"tournoi";14;-0,8285;0,8285
"café";18;1,5252;-1,5252
"difficile";44;0,5866;-0,5866
"cas";79;-1,3419;1,3419
"chaud";16;0,31;-0,31
"reine";10;0,4094;-0,4094
"new";33;-0,6442;0,6442
"york";22;-0,3562;0,3562
"marque";39;-1,7993;1,7993
"sentiment";15;0,3611;-0,3611
"partout";10;0,4094;-0,4094
"fermer";42;-1,5427;1,5427
"instant";13;-0,3739;0,3739
"of";14;-0,8285;0,8285
"endroit";11;-0,2642;0,2642
"installer";35;0,6279;-0,6279
"distinguer";11;-0,5829;0,5829
"amateur";21;0,4994;-0,4994
"assister";13;0,2386;-0,2386
"doute";21;0,7797;-0,7797
"ici";59;-1,1607;1,1607
"voler";12;-0,3175;0,3175
"départ";36;-0,8014;0,8014
"stress";17;-0,339;0,339
"partenaire";20;0,3304;-0,3304
"beaucoup";37;0,9982;-0,9982
"différence";24;-0,4475;0,4475
"qualité";25;-0,2941;0,2941
"surtout";44;0,4155;-0,4155
"2021";24;-1,7232;1,7232
"chaîne";32;-1,2707;1,2707
"youtube";11;0,3413;-0,3413
"parcours";28;-0,6528;0,6528
"format";10;0,7879;-0,7879
"venir";77;1,1376;-1,1376
"compléter";12;-0,663;0,663
"concevoir";15;-0,4951;0,4951
"principalement";17;0,2661;-0,2661
"explorer";24;-1,136;1,136
"lumière";38;-0,9127;0,9127
"autour";41;0,5349;-0,5349
"milieu";37;0,5275;-0,5275
"scolaire";17;1,2036;-1,2036
"bois";21;1,1312;-1,1312
"chaux";12;1,4972;-1,4972
"négatif";13;-0,745;0,745
"pied";20;1,2488;-1,2488
"électrique";11;0,3413;-0,3413
"26";21;-1,4461;1,4461
"route";37;0,7415;-0,7415
"actif";19;-0,2357;0,2357
"caractère";11;0,3413;-0,3413
"jouer";52;-0,296;0,296
"physique";26;0,6914;-0,6914
"important";67;-1,6088;1,6088
"ampleur";11;-0,5829;0,5829
"festif";12;0,9762;-0,9762
"foule";14;0,7404;-0,7404
"édition";51;-1,027;1,027
"dérouler";23;-1,0589;1,0589
"toutes";49;0,7388;-0,7388
"celles";31;0,4188;-0,4188
"période";29;-0,7082;0,7082
"examen";23;-0,4008;0,4008
"soin";28;-0,6528;0,6528
"discipline";15;1,0268;-1,0268
"étudiant";24;-0,4475;0,4475
"bien_être";10;-0,5048;0,5048
"chambre";16;-0,9997;0,9997
"peau";12;0,9762;-0,9762
"sol";20;0,5628;-0,5628
"aider";27;-0,3709;0,3709
"jardin";17;1,2036;-1,2036
"finalement";17;0,2661;-0,2661
"tabac";16;0,9092;-0,9092
"passionné";11;1,1257;-1,1257
"cacher";18;0,2284;-0,2284
"grave";34;-1,4174;1,4174
"accident";36;-1,5678;1,5678
"nucléaire";11;-0,2642;0,2642
"intérieur";21;-1,4461;1,4461
"centrale";17;-0,339;0,339
"21";28;-1,4546;1,4546
"vd";15;-0,9135;0,9135
"nouvel";35;-0,5051;0,5051
"série";41;-0,3735;0,3735
"essentiel";37;-0,8564;0,8564
"courir";22;0,7;-0,7
"clair";29;-0,4553;0,4553
"informer";17;-0,339;0,339
"rapidement";22;1,025;-1,025
"immense";15;1,0268;-1,0268
"naître";36;0,3913;-0,3913
"bout";13;0,8492;-0,8492
"europe";49;-0,9231;0,9231
"29";21;-0,9086;0,9086
"club";27;1,6266;-1,6266
"provoquer";31;-0,8236;0,8236
"réagir";14;-0,4332;0,4332
"documentaire";11;1,1257;-1,1257
"récit";11;1,1257;-1,1257
"témoin";13;0,2386;-0,2386
"noir";24;-0,2586;0,2586
"86";12;-0,3175;0,3175
"cédric";11;-0,5829;0,5829
"éducation";13;0,8492;-0,8492
"sexuel";46;-1,0536;1,0536
"anti";12;-0,663;0,663
"roi";20;1,7043;-1,7043
"siècle";21;1,5545;-1,5545
"inspirer";32;-0,3841;0,3841
"artiste";49;-0,6791;0,6791
"nuit";73;-0,8331;0,8331
"neige";58;0,893;-0,893
"eurovision";13;0,4908;-0,4908
"mois";86;-0,9441;0,9441
"remporter";54;-1,9458;1,9458
"sélection";15;-0,9135;0,9135
"nature";29;1,7926;-1,7926
"julien";13;0,4908;-0,4908
"plante";14;1,6864;-1,6864
"fabriquer";10;0,7879;-0,7879
"maman";11;0,671;-0,671
"mère";17;1,2036;-1,2036
"coûter";13;-0,3739;0,3739
"abri";22;1,4188;-1,4188
"renoncer";17;-0,6255;0,6255
"mauvais";18;1,0788;-1,0788
"menace";25;-0,792;0,792
"telle";10;0,4094;-0,4094
"objet";37;-0,8564;0,8564
"urbain";15;1,0268;-1,0268
"construction";12;0,5732;-0,5732
"12";36;-0,3609;0,3609
"emblématique";28;-0,6528;0,6528
"nocturne";13;0,2386;-0,2386
"genevoise";24;0,5639;-0,5639
"culture";26;-0,3315;0,3315
"comprendre";50;-0,7227;0,7227
"hommage";16;-0,9997;0,9997
"exceptionnel";24;-0,729;0,729
"tirer";19;-0,4399;0,4399
"week_end";39;-1,3344;1,3344
"forêt";17;-1,0871;1,0871
"entraîner";39;-0,9701;0,9701
"arbre";22;0,2521;-0,2521
"spécialiser";11;-0,5829;0,5829
"choix";23;0,6284;-0,6284
"destiner";13;-0,745;0,745
"d_abord";18;0,2284;-0,2284
"doux";14;0,7404;-0,7404
"tempête";22;-0,6078;0,6078
"vent";20;0,3304;-0,3304
"violent";25;-1,2141;1,2141
"spectaculaire";11;0,3413;-0,3413
"pluie";21;-0,3137;0,3137
"capturer";11;-0,5829;0,5829
"maintenant";23;-0,4008;0,4008
"vague";17;0,8058;-0,8058
"jusqu_au";17;-0,6255;0,6255
"progrès";13;-0,3739;0,3739
"machine";10;-0,2144;0,2144
"printemps";17;0,2661;-0,2661
"pousser";24;0,5639;-0,5639
"problème";39;-0,687;0,687
"magasin";19;0,6342;-0,6342
"rose";14;0,4208;-0,4208
"frais";19;-0,4399;0,4399
"boîte";14;1,6864;-1,6864
"possible";31;-0,5466;0,5466
"vente";39;-1,7993;1,7993
"nicolas";26;-0,8566;0,8566
"32";18;-1,1755;1,1755
"écrivain";14;0,4208;-0,4208
"reconnaissance";13;-0,745;0,745
"combat";18;-0,6938;0,6938
"matière";21;-0,3137;0,3137
"tendance";33;-0,9444;0,9444
"exemple";30;-0,3116;0,3116
"comportement";21;-0,5499;0,5499
"voisin";19;0,3779;-0,3779
"français";93;-0,5213;0,5213
"organiser";40;-0,7359;0,7359
"marathon";10;1,3035;-1,3035
"delémont";19;-1,2649;1,2649
"espérer";40;-1,0287;1,0287
"moitié";34;-1,9576;1,9576
"libre";10;0,4094;-0,4094
"droit";92;-0,7912;0,7912
"vote";34;-1,0066;1,0066
"article";31;-0,8236;0,8236
"code";13;0,2386;-0,2386
"chef";34;-1,0066;1,0066
"verre";10;1,3035;-1,3035
"courant";18;0,2284;-0,2284
"produire";37;-0,8564;0,8564
"consommer";11;-0,2642;0,2642
"domicile";22;-0,3562;0,3562
"nécessaire";27;-1,3735;1,3735
"ménage";22;0,7;-0,7
"humanité";16;-0,2922;0,2922
"2030";12;-0,663;0,663
"catastrophe";11;0,3413;-0,3413
