"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"*a_0064";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postLikes_636";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_27-9-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0063";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postLikes_732";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_26-9-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0062";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postDate_24-9-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*a_0061";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_22-9-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0060";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postLikes_250";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_20-9-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0059";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_309";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_19-9-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0058";0;0;0;0;0;0;0;0;0;0;0
"*postDate_17-9-2021";0;0;0;0;0;0;0;0;0;0;0
"*a_0057";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_416";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_15-9-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0056";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postLikes_346";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postDate_14-9-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*a_0055";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_991";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_13-9-2021";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0054";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_704";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_12-9-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0052";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_281";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_8-9-2021";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0051";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_6-9-2021";-0,182;-0,192;-0,187;3,053;-0,181;-0,23;-0,185;-0,13;-0,248;-0,201;3,583
"*a_0050";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0049";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_4-9-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0048";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postDate_3-9-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*a_0047";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_1-9-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0046";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_30-8-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0045";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_29-8-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0044";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postComments_104";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_27-8-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0043";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_25-8-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0042";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_503";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_23-8-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0041";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_294";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_22-8-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0040";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_20-8-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0039";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_18-8-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0038";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_17-8-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0037";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_15-8-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0036";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_41500";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_13-8-2021";-0,182;4,261;-0,187;-0,251;-0,181;-0,23;-0,185;-0,13;3,101;-0,201;-0,221
"*a_0035";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*a_0034";0;0;0;0;0;0;0;0;0;0;0
"*postDate_11-8-2021";0;0;0;0;0;0;0;0;0;0;0
"*a_0033";0;0;0;0;0;0;0;0;0;0;0
"*postDate_9-8-2021";0;0;0;0;0;0;0;0;0;0;0
"*a_0032";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_8-8-2021";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0031";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_638";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_6-8-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0030";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_302";0;0;0;0;0;0;0;0;0;0;0
"*postDate_4-8-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0029";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0028";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_296";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_3-8-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0027";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_2-8-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0026";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_1-8-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0025";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_520";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_30-7-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0024";0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-7-2021";0;0;0;0;0;0;0;0;0;0;0
"*a_0023";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;9,973;-0,111
"*postLikes_344";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;9,973;-0,111
"*postDate_26-7-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;9,973;-0,111
"*a_0022";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postLikes_424";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postDate_25-7-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*a_0021";0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-7-2021";0;0;0;0;0;0;0;0;0;0;0
"*a_0020";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_262";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_22-7-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0019";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_21-7-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0018";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_20-7-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0017";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_19-7-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0016";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_18-7-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0015";0;0;0;0;0;0;0;0;0;0;0
"*postDate_16-7-2021";0;0;0;0;0;0;0;0;0;0;0
"*a_0014";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_907";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_15-7-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0013";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_80";0,091;-0,869;-0,843;-1,135;2,314;-1,04;-0,837;-0,586;1,157;13,627;-1
"*postDate_14-7-2021";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0012";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_12-7-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0011";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postComments_87";-0,365;-0,385;-0,374;-0,503;9,184;-0,461;-0,371;-0,26;0,798;-0,402;1,013
"*postDate_11-7-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0010";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_9-7-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0009";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_421";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_7-7-2021";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0008";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*postDate_5-7-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;9,053
"*a_0007";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_132";-0,365;-0,385;-0,374;0,777;-0,362;6,831;-0,371;-0,26;-0,497;-0,402;1,013
"*postDate_4-7-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0006";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_771";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_2-7-2021";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0005";0;0;0;0;0;0;0;0;0;0;0
"*a_0004";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postDate_29-6-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*a_0003";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postLikes_531";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postDate_28-6-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*a_0002";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_915";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_27-6-2021";-0,091;-0,096;-0,093;7,978;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*a_0001";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postLikes_602";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postDate_25-6-2021";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*rts_i";-132,421;75,398;-131,998;-178,344;85,979;145,267;95,896;81,406;-26,541;66,916;-153,25
"*i_1000";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_12200";-0,274;-0,289;-0,28;-0,377;-0,271;10,323;-0,278;3,91;-0,372;-0,302;-0,332
"*postDate_1-1-2026";4,544;-0,192;-0,187;-0,251;-0,181;3,411;-0,185;-0,13;-0,248;-0,201;-0,221
"-*rts_i_description";-132,421;75,398;-131,998;-178,344;85,979;145,267;95,896;81,406;-26,541;66,916;-153,25
"*i_0999";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_8600";1,455;-0,385;-0,374;-0,503;9,184;-0,461;-0,371;-0,26;-0,497;1,22;-0,443
"*postComments_65";2,454;-0,289;-0,28;-0,377;13,483;-0,345;-0,278;-0,195;-0,372;-0,302;-0,332
"*i_0998";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postLikes_11000";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*i_0997";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*i_0996";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0995";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0994";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_228";-0,182;-0,192;-0,187;-0,251;-0,181;3,411;4,46;-0,13;-0,248;-0,201;-0,221
"*i_0993";10,992;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0992";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_9800";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postReposts_35";-0,274;2,27;-0,28;-0,377;-0,271;-0,345;2,4;3,91;-0,372;-0,302;-0,332
"*i_0991";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*i_0990";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*postComments_195";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*postDate_30-12-2025";-0,732;2,652;-0,749;-1,008;0,188;0,042;0,169;0,581;-0,996;2,447;-0,888
"*i_0989";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0988";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0987";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;9,973;-0,111
"*postReposts_10";-2,216;18,394;-0,592;-3,054;-0,543;9,363;-0,001;1,759;-3,017;-0,018;-2,691
"*i_0986";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;9,973;-0,111
"*i_0985";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0984";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_112";-0,274;-0,289;-0,28;-0,377;13,483;-0,345;2,4;-0,195;-0,372;-0,302;-0,332
"*postReposts_39";-0,64;0,268;-0,655;0,07;11,059;2,535;-0,65;-0,455;-0,871;-0,705;-0,777
"*i_0983";0;0;0;0;0;0;0;0;0;0;0
"*i_0982";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;15,46;-0,124;-0,1;-0,111
"*postReposts_25";-0,916;0,019;-0,937;-0,013;0,039;1,022;0,031;0,271;-1,247;5,294;-1,112
"*i_0981";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0980";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;8,075;-0,1;-0,111
"*postReposts_17";-1,656;1,423;-1,695;-2,282;0,191;0,795;0,165;0,807;0,59;0,087;-0,392
"*i_0979";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0978";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_967";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0977";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*i_0976";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0975";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0974";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*postComments_204";-0,182;-0,192;-0,187;-0,251;4,587;-0,23;4,46;-0,13;-0,248;-0,201;-0,221
"*postReposts_145";-0,182;-0,192;-0,187;-0,251;-0,181;-0,23;4,46;-0,13;-0,248;4,039;-0,221
"*i_0973";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*postReposts_29";-0,456;-0,482;-0,467;-0,629;-0,453;0,509;0,862;10,107;-0,621;0,717;-0,554
"*i_0972";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0971";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_6000";-0,64;0,268;-0,655;-0,882;0,333;2,535;0,308;-0,455;0,076;0,227;-0,777
"*i_0970";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0969";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_108";-0,274;2,27;-0,28;-0,377;-0,271;-0,345;2,4;-0,195;-0,372;2,127;-0,332
"*i_0968";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*i_0967";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_16100";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_389";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0966";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_152";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postReposts_56";-0,182;4,261;-0,187;-0,251;-0,181;-0,23;4,46;-0,13;-0,248;-0,201;-0,221
"*i_0965";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0964";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
"*i_0963";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_32400";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postReposts_678";-0,091;-0,096;10,741;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postDate_27-12-2025";-0,732;0,141;0,163;-1,008;2,956;0,042;0,169;0,581;-0,996;0,111;-0,888
"*i_0962";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0961";0;0;0;0;0;0;0;0;0;0;0
"*i_0960";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;15,46;-0,124;-0,1;-0,111
"*i_0959";-0,091;10,421;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*postLikes_6600";-0,456;6,123;-0,467;-0,629;-0,453;-0,576;-0,464;1,702;-0,621;5,772;-0,554
"*i_0958";-0,091;-0,096;-0,093;-0,125;-0,09;8,705;-0,093;-0,065;-0,124;-0,1;-0,111
"*postComments_119";-0,274;-0,289;-0,28;-0,377;2,482;1,723;-0,278;-0,195;-0,372;2,127;-0,332
"*i_0957";-0,091;-0,096;-0,093;-0,125;11,079;-0,115;-0,093;-0,065;-0,124;-0,1;-0,111
"*i_0956";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;9,973;-0,111
"*postComments_222";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;-0,093;-0,065;-0,124;9,973;-0,111
"*postReposts_36";-0,64;3,452;-0,655;-0,882;0,333;0,12;-0,65;-0,455;-0,871;9,656;-0,777
"*i_0955";-0,091;-0,096;-0,093;-0,125;-0,09;-0,115;10,823;-0,065;-0,124;-0,1;-0,111
