"";"";"";"";"humanitaire";""
"146";"urgence";"1.14319330720444";"0.889675340636968";"0.901108514145208";"471"
"147";"emji_avion";"1.05126620585744";"0.81790617576506";"0.901108514145208";"473"
"148";"chance";"-0.932489528240375";"-0.987887223302595";"0.900703545083628";"474"
"149";"justice";"1.43590919354193";"0.639077269357836";"0.900495487584101";"476"
"150";"voyageur";"-1.05433512157943";"-0.433441571297129";"0.900261422897133";"477"
"151";"difficulté";"-1.05433512157943";"-0.433441571297129";"0.900261422897133";"479"
"152";"comportement";"0.491097076908036";"-1.14793458951489";"0.899161690399633";"485"
"153";"observer";"0.582326139984338";"-1.03599090852663";"0.899161690399633";"486"
"154";"urgent";"1.42173930808427";"1.06872618788262";"0.898619254775865";"487"
"155";"saisir";"1.21498566561902";"1.49143727030262";"0.898619254775865";"488"
"156";"affrontement";"1.48289523553553";"1.48866379054823";"0.898619254775865";"489"
"157";"consommation";"0.428958213450212";"-1.24622267620749";"0.898270015401659";"491"
"158";"siège";"1.25737278560189";"0.856227272562555";"0.898050811964657";"492"
"159";"emji_drapeau_ukraine";"1.79503973779245";"1.85378558576094";"0.898050811964657";"493"
"160";"information";"0.626564059246162";"-0.295125736486637";"0.897865046340079";"494"
"161";"général";"1.37945670264402";"0.770014616914936";"0.897616120403145";"498"
"162";"intervention";"1.27818345324217";"0.789769408728145";"0.897129414466751";"499"
"163";"majeur";"1.13074236830494";"0.331697528937789";"0.896118849469048";"502"
"164";"suspension";"1.83355276566825";"1.73081662866207";"0.896111418844065";"503"
"165";"annuler";"1.55911323543703";"0.972951185949727";"0.896111418844065";"505"
"166";"scandale";"1.65498025250727";"1.19346361359316";"0.896111418844065";"506"
"167";"présidence";"1.65498025250727";"1.19346361359316";"0.896111418844065";"507"
"168";"malfaiteur";"1.83355276566825";"1.73081662866207";"0.896111418844065";"508"
"169";"emji_billet_avec_des_ailes";"0.866357106735193";"-0.98082843974051";"0.896089126969116";"509"
"170";"mineur";"1.16397796200349";"-0.0852400812923351";"0.896089126969116";"510"
"171";"encourager";"0.518558355926817";"-1.16181531635565";"0.896089126969116";"511"
"172";"constater";"1.22816634179649";"-0.290188343123799";"0.896089126969116";"512"
"173";"collaborateur";"1.19607215189999";"-0.187714212208067";"0.896089126969116";"513"
"174";"exploit";"-1.59765242251945";"-0.756968268494184";"0.895386932908212";"515"
"175";"indispensable";"-1.47533823174627";"-1.21779393267738";"0.895271758220973";"517"
"176";"bonnet";"-1.84011715198505";"-1.47137357249367";"0.895271758220973";"518"
"177";"cause";"0.387116259757873";"-0.315492643819237";"0.894725607284715";"520"
