"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"montrer";1;0,166;1;1;1;1;0;0,467;1;0,815;1;1;0,089
"histoire";0;1;1;0,777;1;1;1;1;1;0,695;1;0,491;0
"gaza";1;1;1;1;1;1;1;0,192;1;1;0;1;1
"fête";1;1;0;1;1;1;1;1;1;1;1;1;0,021
"association";1;0,882;1;1;1;0;0,033;0,18;1;1;1;0,043;1
"victime";1;1;1;1;1;1;0,015;0;1;1;1;0,086;1
"retour";0;1;0,283;1;1;0,018;1;1;1;1;1;1;1
"rapport";1;0,025;1;1;0,002;0,998;0;0,001;1;1;1;1;1
"gouvernement";1;1;1;1;1;0,119;1;1;0,533;1;0,279;0;1
"effet";1;0;1;1;1;1;0;1;1;1;1;1;1
"armée";1;1;1;1;1;1;1;1;1;1;0;1;1
"cours";1;0,781;1;1;0,335;0,119;0,105;0,001;0,533;1;0,901;0,086;1
"succès";0;0,375;1;0,484;1;1;1;0,828;1;1;1;1;0,001
"région";1;1;1;0,722;1;0,084;0,169;0,743;1;1;0;1;0,83
"record";0;1;1;1;0,451;1;1;1;1;1;1;1;0,2
"présenter";1;0,654;0,875;0,638;1;0;1;0,28;1;1;1;1;1
"image";0,47;0,325;1;1;1;1;0,011;1;0,255;0,278;1;0,469;0,004
"famille";1;0,822;1;0,002;1;0,507;1;0,001;1;1;1;0;1
"décision";1;1;1;1;0,047;0;0,223;1;1;0,715;0,901;0,001;1
"centre";1;1;1;1;1;0;0,017;1;1;1;1;0,151;1
"toucher";1;0;1;1;0;1;0,637;0;1;1;1;1;1
"revenir";0,007;1;1;0,146;0,089;1;1;0,7;1;1;1;1;0,021
"européen";1;0,263;1;1;1;0;0,484;0,28;1;1;0,176;0,751;1
"donner";1;1;0,142;0;1;0,119;0,105;1;1;1;1;0,905;1
"course";0;1;0,129;0,034;1;1;1;1;1;1;1;1;1
"ancien";1;0,342;1;1;1;1;1;1;1;0,695;0,26;0;0,613
"train";1;1;0,061;0,621;1;0,219;1;1;0,494;1;0,677;1;1
"mardi";0,631;0,633;1;1;0,21;0,049;1;1;1;1;0,016;0;1
"important";1;1;1;1;0,297;0,391;0,003;1;1;1;0;1;1
"christophe";1;1;1;1;1;1;1;1;0;0;1;1;1
"soutenir";1;0,325;1;1;1;0;1;0,345;1;1;0,009;0;1
"seul";0,26;1;1;0,024;1;0;0,094;1;1;1;1;1;1
"ministre";1;1;1;1;1;1;1;1;1;1;0;0;1
"mercredi";0,417;0,294;1;1;0,55;0,337;1;0,722;1;1;0,444;0;1
"meilleur";0;1;1;1;1;1;1;1;1;1;1;1;0,221
"donald";1;1;1;1;1;1;1;1;1;1;0;0;1
"diffuser";1;1;1;0,571;1;1;1;1;0,982;1;0,625;0,409;0,012
"question";1;1;0;0,069;0,997;1;0,614;1;1;1;1;1;1
"pexels";1;0,76;1;1;1;1;0,094;1;0;0,018;1;1;1
"compte";1;1;1;0,638;0,022;0,286;0,017;1;1;0,001;1;1;1
"autorité";1;0,002;1;1;1;0,009;1;0;1;0,634;0;0,424;1
"victoire";0;1;1;1;1;1;1;1;1;1;1;0,058;1
"israélien";1;1;1;1;1;1;1;1;1;1;0;0,565;1
"estimer";1;1;1;1;0;0,065;0,006;1;0,668;1;0,021;1;1
"école";1;0,05;0,001;0,922;0,403;0,001;1;0,055;1;1;1;1;1
"seulement";0;0,073;1;1;1;1;0;1;1;1;1;1;1
"minute";0;1;1;1;1;1;1;1;1;1;1;1;0,01
"mener";0,204;0,294;1;1;1;1;0,31;0,003;1;1;0;0,803;1
"haut";0,114;0,568;1;0;1;0,672;1;1;1;1;0,121;1;1
"habitant";1;0;1;0,011;1;1;1;0;1;1;0,064;1;1
"beau";0;1;0;0,026;1;1;1;1;1;1;1;1;1
"raison";1;0,061;1;1;0,003;0,239;0,037;0,012;1;1;1;1;1
"accord";1;1;1;1;1;1;1;1;1;1;0;1;1
"soir";0,018;1;0,538;1;1;1;1;1;1;1;0,467;0;1
"résultat";0,155;1;1;1;1;0,049;0,014;1;1;1;1;0;1
"htag_sportxinfo";1;1;1;1;1;1;1;1;0;0,001;1;1;1
"beutler";1;1;1;1;1;1;1;1;0;1;1;1;1
"bally";1;1;1;1;1;1;1;1;0;0,222;1;1;1
"agir";1;1;1;1;0,451;0,004;0,097;1;0,899;0,195;0,349;0,698;1
"sortir";1;1;0,004;1;1;1;1;1;1;1;0,641;0,001;0
"plan";1;1;1;1;0,721;0,006;0,897;0,546;1;1;0;1;1
"gaetan";1;1;1;1;1;1;1;1;0;1;1;1;1
"tour";0,141;1;0,129;0,283;1;1;1;1;1;1;1;0,001;0
"ski";0;1;0;0,738;1;1;1;0,458;1;1;1;1;1
"organisation";1;1;1;1;1;0,422;0,003;0;0,863;1;1;1;1
"niveau";0,449;0;1;1;0,035;0,001;1;1;1;1;1;1;1
"joueur";0;1;1;1;1;1;1;1;1;1;1;1;0,568
"jeu";0,191;1;0;0,42;1;1;1;1;1;1;1;1;0
"etat";1;1;1;1;0,179;0,012;1;1;0,536;1;0;0;1
"découvrir";1;0,219;1;0,007;1;1;1;1;1;0;1;1;0
"site";1;1;1;1;0,835;0,746;0,003;1;0,311;0;1;1;0,642
"participer";0,539;0,568;1;1;0,779;0;1;1;1;0,51;1;0,645;0,16
"neige";0,839;0,008;0,01;1;1;1;1;1;1;1;1;1;0
"local";1;0,036;1;1;1;1;0,004;1;0,718;0,978;1;0;0,46
"emji_caméra";1;1;1;1;1;1;1;1;0;0;1;1;1
"commun";1;1;1;0,226;1;0;1;1;1;1;1;1;1
"champion";0;1;1;0,208;1;1;1;1;1;1;1;1;1
"zurich";1;0;1;1;1;0;1;0,79;1;1;1;1;1
"utiliser";1;1;1;1;1;0,894;0;0,04;1;1;0,241;1;1
"matin";1;0,313;0,045;0,071;0,873;0,896;1;0,329;1;1;0,281;1;1
"match";0;1;1;1;1;1;1;1;1;1;1;1;1
"importance";1;0;1;1;1;1;0;1;0,791;1;1;1;1
"guerre";1;1;1;1;1;0,599;1;1;1;1;0;1;1
"communiqué";0,828;0,524;1;1;0,721;0,022;0,897;0,007;1;1;0,261;1;1
"annonce";0,656;1;1;1;0;1;1;1;1;1;0,013;0,175;0,593
"affaire";1;1;1;1;0,721;1;0,897;1;0,44;1;0,001;0;1
"voix";1;1;1;1;1;0;1;1;1;1;1;0;1
"publier";1;0,154;1;1;0,006;0,048;0,041;1;1;1;0,887;0,539;1
"occasion";0,191;1;0;0,174;1;1;1;1;1;0,956;1;1;0,097
"bott";1;1;1;1;1;1;1;1;0;0;1;1;1
"vivre";1;0,502;0;0,003;1;1;0,859;1;1;1;0,918;1;1
"saint";0;1;0,075;0,643;1;0,164;1;1;1;0,84;1;0,408;1
"réaliser";0,002;1;1;0,226;0,38;1;0,601;0,008;1;1;1;1;0,296
"renforcer";1;1;1;1;1;0;0,21;0,028;0,608;0,388;1;0,191;1
"poste";0,794;1;1;1;0;1;1;1;1;1;1;0,078;1
"membre";1;0,502;1;1;1;0,894;0,531;0,001;1;1;0;1;1
"juger";1;1;1;1;0;0;0,82;1;1;1;1;0;1
"eau";1;0,002;0,008;0,675;1;0,006;0,663;0,942;1;1;1;1;1
"attaque";1;0,154;1;1;1;1;1;0,166;1;1;0;1;1
"éviter";0,691;1;0,827;1;1;1;0;0,028;1;1;1;1;1
"zone";0,691;0;1;1;1;0,457;0,741;0,458;1;1;0,003;1;1
"valoir";0,691;1;0,26;0,01;1;0;1;1;1;1;1;1;0,633
"titre";0;1;1;1;1;1;1;0,024;1;1;1;0,46;0
"réduire";1;0,416;1;1;0,003;1;0;0,436;1;0,888;0,79;1;1
"remporter";0;1;1;1;1;1;1;1;1;1;1;0;0,46
"partager";1;1;1;0;1;1;0,496;1;1;1;1;1;0,001
"musique";1;1;0,19;0,863;1;1;1;1;1;1;1;1;0
"long";1;0,99;0,001;1;1;1;0;1;1;1;1;1;0,674
"côté";0,156;1;0,26;1;1;0,776;1;1;1;0,911;0;1;0,633
"conseiller";1;1;1;1;1;0;0,004;1;1;1;0,918;0;1
"accueillir";1;1;1;1;0,112;0,279;1;0;1;1;0,887;1;0
"manquer";1;1;0,26;1;0,605;1;0,21;0,458;0,143;1;1;1;0,359
"frapper";1;1;1;1;1;1;1;1;1;1;0;1;1
"etats";1;1;1;1;1;0,492;1;1;0,06;1;0;0,512;1
"entreprise";1;0,944;1;1;0;0,423;0;1;1;1;1;1;1
"directeur";1;0;1;1;0,023;1;0,029;0;1;1;1;1;1
"condition";1;1;1;1;0,081;0,029;0;0,436;1;1;1;1;1
"campagne";0,391;1;1;1;1;0,003;0,462;1;1;1;1;0;0,392
"professionnel";1;0,92;1;1;1;1;0;0,414;1;1;1;1;0,885
"pari";1;1;0,396;1;0,518;1;1;1;1;1;1;0;0,119
"laurent";1;1;1;1;1;1;1;1;0;0,002;1;1;1
"jouer";0;1;0,13;1;1;1;0,233;1;1;1;1;1;0,084
"aimer";1;1;0;0;1;1;1;1;1;1;1;1;1
"aide";1;0,871;1;1;1;0,145;0,001;0,098;0,816;1;0,122;0,814;1
"édition";0,26;1;1;1;1;1;1;1;1;1;1;1;0
"vert";0,124;1;1;1;1;0;1;1;1;1;1;0;1
"michael";1;1;1;1;1;1;1;1;0;0,015;1;0,903;1
"lier";1;0,438;1;1;0,605;1;0;0;1;1;0,822;0,191;1
"hiver";0,324;0,217;0,003;1;1;1;1;1;0,244;1;1;1;0,235
"critique";1;0,967;1;1;1;0,457;0;0,003;1;1;0,822;1;1
"élevé";1;0;1;1;0;1;0,014;1;1;0,663;1;1;1
"vidéo";1;1;1;1;1;1;0,005;0,942;1;1;0,152;1;0
"rappeler";1;0,92;1;1;0,998;0,39;0,663;0,414;0,536;1;1;1;0,885
"poursuivre";0,336;0,12;1;1;0,249;1;0,396;0,966;0,572;0,888;1;0,46;1
"marché";1;1;1;1;0;0,575;0;1;1;0,791;1;1;0
"manifestation";1;1;1;1;0,967;0,062;1;1;1;1;0;0;0,842
"dénoncer";1;0,967;1;1;1;0,229;0,21;0,989;1;1;0;0;1
"confirmer";1;0,92;1;1;1;0,39;1;0,021;0,895;1;0,152;0;1
"comprendre";1;0,001;1;0,999;0,873;1;0;1;1;1;0,623;1;1
"billet";0;1;1;1;0;1;1;1;0,654;1;1;1;1
"assurer";1;0,12;1;1;0,081;0,206;0,075;1;1;1;0,013;0,903;1
"affirmer";0,656;1;1;1;1;1;0,188;1;1;1;0;0,001;1
"évoquer";1;1;1;0;1;1;1;1;1;1;0,002;0,008;0,553
"phénomène";1;0,333;0,987;1;1;1;0;1;1;1;1;1;0,002
"parler";1;1;0;0,004;0,937;0,98;0,947;1;1;1;1;1;1
"objectif";1;0,002;1;1;1;0,062;0,001;1;1;1;0,357;1;1
"mètre";0,563;1;1;1;0,057;0,026;1;1;1;1;1;1;0
"laisser";1;0,92;0;1;1;1;1;1;1;1;0,757;0,874;1
"inscrire";0,034;1;1;1;0;0,358;1;1;0,5;0,84;1;1;1
"humain";1;1;1;1;1;0,98;0;1;1;1;1;1;1
"europe";0;0,217;1;1;0,707;0,048;1;0,004;1;1;1;1;1
"changement";1;0;0,944;1;1;0,268;0,507;0,842;0,735;1;1;1;1
"artiste";1;1;1;0,273;1;1;1;1;1;1;1;1;0
"ajouter";0,951;1;1;1;0,055;1;0,584;1;1;0,309;0;1;1
"système";1;0,92;1;1;0,072;0,001;0,001;1;0,895;1;0,152;1;1
"réponse";1;1;0;1;1;1;0,364;0,942;1;1;0,152;1;1
"recevoir";1;1;1;1;1;1;1;0;1;1;0,137;0,408;0,014
"proche";0,877;0,821;1;1;0,873;0,896;1;0,012;1;1;0,005;0;1
"moment";0,552;0,871;1;0,023;0,937;1;1;1;1;1;0,331;1;0,003
"israël";1;1;1;1;1;1;1;1;1;1;0;1;1
"impact";1;1;1;1;1;0,358;0;0;1;1;1;1;1
"clip";1;1;1;1;1;1;0,2;1;1;1;1;1;0,003
"but";0;1;1;1;1;1;1;1;0,694;1;1;1;1
"augmenter";1;0;1;1;0;0,765;0,174;0,763;1;1;1;1;1
"janvier";1;1;1;1;0;0,095;1;1;1;1;1;0,094;1
"général";0,26;0,014;1;1;0,937;1;0,947;0,002;1;1;0,007;0,001;1
"genevois";1;1;0;1;1;0,81;1;1;1;0,715;1;0,69;0,001
"expérience";1;1;1;1;1;0,127;0;1;1;1;1;0,784;0,088
"exprimer";1;0,871;1;0,092;0,937;0,327;1;0,371;1;1;1;0;0,475
"espèce";1;0;1;1;1;1;1;1;1;1;1;1;1
"amour";1;1;0,069;0;1;1;1;1;1;1;1;1;0,895
"voiture";1;1;0,003;0;1;0,315;1;0,68;1;1;1;1;1
"sexuel";1;0,795;1;1;1;1;0,469;0;1;1;0,589;0;1
"quotidien";1;1;1;0,003;1;0,11;0,099;0,329;1;1;1;1;0,025
"majeur";1;0,273;1;1;0,03;1;0,005;0,289;1;1;0,017;1;1
"maison";1;1;0,384;0,033;1;1;1;1;1;1;0,456;1;0
"film";1;1;1;1;0,672;1;1;1;1;1;1;1;0
"fan";0,005;1;1;1;1;1;1;1;1;1;1;1;0
"débat";0,484;1;1;1;0,158;0;1;0,842;1;0,272;1;1;1
"deuxième";0;0,012;1;1;1;1;1;1;1;1;1;0,027;1
"concerner";1;0,821;1;1;0;0,002;0,248;0,08;1;1;1;0,106;1
"carrière";0;1;1;1;1;1;1;1;1;1;1;1;0
"art";1;0,795;0,901;0;1;1;0,469;1;1;1;1;1;0,001
"ap";1;1;1;1;1;1;1;1;0;0,236;1;1;1
"tête";0,324;0,688;0;1;1;1;1;1;1;1;1;1;0,235
"susciter";0,386;1;1;1;0,775;0,19;0,174;0,056;1;1;1;0,014;1
"rue";1;1;0;1;1;0,81;1;0,289;1;1;1;0,69;1
"recherche";1;0,01;1;1;1;0,11;0;0,842;1;1;1;1;1
"précédent";0,451;0,001;1;1;0;1;0,222;0,309;0,365;1;1;1;1
"produit";1;1;1;1;0,324;0,721;0;1;1;1;0,489;1;1
"palestinien";1;1;1;1;1;1;1;1;1;1;0;1;1
"majorité";1;1;1;1;0,905;0,003;0;0,35;1;1;1;0;1
"gauche";0,451;1;1;1;1;0,002;1;1;1;1;1;0;1
"feu";0,722;1;0,19;1;1;0;1;1;1;1;0,489;1;0,895
"vol";1;1;1;1;0;1;0,722;0,115;1;1;1;0;1
"village";1;0,254;0,082;0,001;1;1;1;1;1;1;1;1;0
"société";1;0,051;1;1;1;0,02;1;0;1;1;1;0,014;0,942
"oeuvre";1;0,715;1;1;0,324;1;0,014;1;1;1;1;1;0
"km";1;0,232;1;0,72;1;0,303;0,286;1;1;0,204;0,007;1;1
"fribourg";1;0,166;0,583;1;1;0;1;1;1;1;1;1;1
"euro";0;1;1;1;0;0,215;1;1;1;1;1;1;1
"difficile";1;0,742;1;0,009;1;1;0,004;0,763;1;0,219;0,522;1;1
"di";1;1;1;1;1;1;1;1;0;0,272;1;1;1
"célèbre";1;1;1;0,208;1;1;1;1;1;1;1;1;0
"chiffre";1;0,769;1;1;0;0,215;0,778;0,289;1;1;1;1;1
"cessez_le_feu";1;1;1;1;1;1;1;0,79;1;1;0;1;1
"cause";1;0,217;1;1;0,707;1;0,002;0;0,932;1;1;0,595;1
"économique";1;1;1;1;0,018;1;0,002;0,708;0,088;0,636;0,047;0,221;1
"âgé";1;1;0,46;1;1;0,765;0,734;0,007;1;1;0,522;0,264;0,942
"udc";1;1;1;1;1;0;1;1;1;1;1;0,001;1
"télévision";1;1;0,001;0,033;1;1;1;1;1;1;1;1;0
"the";1;1;1;1;1;1;1;1;1;1;1;1;0
"secteur";1;1;1;1;0;0,19;0,396;0,056;1;1;1;1;1
"rôle";1;1;1;1;1;1;0;1;1;1;1;0,003;0,001
"mode";1;1;0;1;1;1;0,647;1;1;1;1;1;1
