"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"finaliser";1;1;1;1;1;0,207;1;1;0,172;1;1;0,039;1
"filière";1;0,008;1;1;1;1;0,002;1;1;1;1;1;1
"filer";1;1;1;1;1;0,207;1;1;0,172;1;0,079;1;1
"filant";1;0,008;1;1;1;1;1;1;1;1;1;1;0,003
"fiabilité";1;1;1;1;1;0,207;0,2;1;1;1;0,079;1;1
"festivité";1;1;1;1;1;1;1;1;1;1;1;0,039;0,003
"festin";1;1;0,002;1;1;1;1;1;1;1;1;1;0,249
"faîtier";1;1;1;1;1;0,002;1;1;0,172;1;1;1;1
"façade";1;1;0,218;1;1;0,207;1;1;1;0,007;1;1;1
"fanny";0,121;1;1;1;0,052;1;1;1;1;1;1;1;0,249
"familier";1;1;0,218;0,068;1;1;0,2;1;1;1;1;1;1
"faille";1;1;1;1;1;1;0,2;0,009;1;1;1;1;0,249
"facebook";1;1;1;1;1;1;0,2;1;0,172;1;0,079;1;1
"fabrice";1;1;0,218;1;0,052;1;1;1;1;1;1;0,039;1
"fabian";1;1;1;1;1;1;1;1;0,001;1;1;0,039;1
"expérimental";1;1;1;1;1;1;0,002;1;1;1;1;1;0,249
"exorbitant";0,121;1;1;1;0,052;1;1;0,009;1;1;1;1;1
"existentiel";1;1;0,002;1;1;1;0,2;1;1;1;1;1;1
"excès";1;1;0,218;0,068;1;0,207;1;1;1;1;1;1;1
"exclusif";1;1;1;0,068;1;1;1;1;1;0,007;1;1;0,249
"evans";1;1;1;1;1;1;1;1;1;1;1;1;0
"euse";1;0,008;1;1;0,052;1;1;0,009;1;1;1;1;1
"etre";1;1;0,002;1;1;1;0,2;1;1;1;1;1;1
"escroquerie";1;1;1;1;0,052;1;0,002;1;1;1;1;1;1
"escroc";1;1;1;1;0,052;0,207;0,2;1;1;1;1;1;1
"eric";1;1;1;1;1;1;0,2;1;0,001;1;1;1;1
"eraldo";1;1;1;1;1;1;1;1;0;1;1;1;1
"enzo";0,121;0,008;1;1;1;1;1;1;0,172;1;1;1;1
"entourage";1;1;0,218;1;1;1;1;1;1;1;1;0,039;0,249
"enquêter";0,121;0,008;1;1;0,052;1;1;1;1;1;1;1;1
"ennemi";1;1;1;0,068;1;1;0,2;1;1;1;1;0,039;1
"enhaut";1;1;0,218;1;1;1;1;1;1;1;1;1;0,003
"encyclopédie";1;1;1;1;1;1;1;1;0,172;1;0,079;0,039;1
"encre";1;1;1;1;1;1;0;1;1;1;1;1;1
"enchaîner";0,121;1;0,218;1;1;1;1;1;1;1;1;1;0,249
"employeur";1;1;1;1;0,052;0,207;0,2;1;1;1;1;1;1
"empire";1;0,008;1;1;1;1;0,2;1;1;1;1;1;0,249
"empereur";1;1;1;1;1;1;1;1;1;1;1;0;0,249
"emji_voiture_de_face";1;1;0,218;1;0,052;1;0,2;1;1;1;1;1;1
"emji_voilier";0,121;0,008;1;1;1;1;1;1;1;1;0,079;1;1
"emji_ville";1;0,008;1;1;1;1;0,2;1;1;1;1;1;0,249
"emji_trèfle_à_quatre_feuilles";0,121;1;1;1;0;1;1;1;1;1;1;1;1
"emji_symbole_recyclage";1;1;0,218;1;1;0,002;1;1;1;1;1;1;1
"emji_sacs_de_shopping";1;1;1;1;0,052;0,207;1;1;1;1;1;0,039;1
"emji_réveil";1;1;1;1;1;0,207;0,002;1;1;1;1;1;1
"emji_radio";1;1;1;1;1;0,002;1;1;1;0,007;1;1;1
"emji_policier";1;1;1;1;1;0,002;1;1;1;1;1;0,039;1
"emji_plume";1;0,008;1;1;1;1;0,2;1;1;1;1;1;0,249
"emji_pleine_lune";1;1;0,218;1;1;1;1;1;1;1;1;1;0,003
"emji_plant_de_riz";1;1;1;1;1;1;0,002;1;1;1;1;0,039;1
"emji_parchemin";1;1;1;1;1;1;1;1;1;1;1;0;0,249
"emji_médaille_d_or";0,121;1;1;1;1;1;1;1;1;1;1;1;0,003
"emji_montre";1;1;1;1;0;1;1;1;1;1;1;1;1
"emji_livre_ouvert";1;1;1;0,068;1;1;1;1;1;1;1;1;0,003
"emji_juge_femme";1;1;1;1;1;1;1;0,009;1;1;1;0;1
"emji_jeune_pousse";1;0,008;1;1;1;0,207;0,2;1;1;1;1;1;1
"emji_jeu_vidéo";1;1;1;1;1;1;1;1;1;1;1;1;0
"emji_hockey_sur_glace";0;1;1;1;1;1;1;1;1;1;1;1;1
"emji_haute_tension";1;1;1;1;1;0,207;0,2;1;1;1;1;1;0,249
"emji_graphiques_à_barres";0,121;1;1;1;1;1;0,2;1;1;0,007;1;1;1
"emji_globe_avec_méridiens";1;1;1;1;1;1;1;0;1;1;1;1;1
"emji_fondue";1;1;0,218;1;1;1;1;1;1;1;0,079;1;0,249
"emji_femme_qui_court";1;1;1;1;1;1;0,002;1;1;1;1;1;0,249
"emji_enfant";1;1;1;1;1;0,207;0,2;1;1;1;0,079;1;1
"emji_détective";1;1;1;1;1;0,207;0,002;1;1;1;1;1;1
"emji_drapeau_allemagne";0,121;0,008;1;1;0,052;1;1;1;1;1;1;1;1
"emji_dent";0,121;1;1;1;1;0,207;0,2;1;1;1;1;1;1
"emji_dans_le_mille";0;1;0,218;1;1;1;1;1;1;1;1;1;1
"emji_croix";0,121;1;1;1;0,052;0,207;1;1;1;1;1;1;1
"emji_construction_d_un_bâtiment";1;1;1;1;0,052;0,207;1;1;1;1;1;1;0,249
"emji_canard";1;1;1;1;1;1;0,2;1;1;1;1;1;0,003
"emji_cadeau";0,121;1;1;1;0,052;1;0,2;1;1;1;1;1;1
"emji_biceps_contracté";0;1;0,218;1;1;1;1;1;1;1;1;1;1
"embrasser";1;1;0,218;1;1;0,207;1;0,009;1;1;1;1;1
"embauche";1;1;1;1;1;1;0,002;1;1;1;1;0,039;1
"emballage";1;1;1;1;1;1;0;1;1;1;1;1;1
"elmiger";1;1;1;1;1;1;0,2;1;0,172;1;1;1;0,249
"elmehed";1;1;1;1;1;1;1;1;0;1;1;1;1
"elisabeth";1;1;1;1;1;0,207;1;1;0,172;1;1;0,039;1
"eighties";1;1;0,002;1;1;1;1;1;1;1;1;1;0,249
"ei";1;1;1;1;1;1;1;1;1;1;0;1;1
"effrayant";1;1;0,002;1;1;1;1;1;1;1;1;1;0,249
"efficacement";1;1;1;0,068;1;1;0,2;0,009;1;1;1;1;1
"ebay";1;1;1;1;0;1;1;1;0,172;1;1;1;1
"détériorer";1;1;1;1;1;1;0,2;1;0,001;1;1;1;1
"détour";1;0,008;1;0,068;1;1;0,2;1;1;1;1;1;1
"détailler";1;1;1;1;1;1;0,2;1;0,172;1;0,079;1;1
"désir";1;0;1;0,068;1;1;1;1;1;1;1;1;1
"désarmer";1;1;1;1;1;1;1;1;1;1;0;1;1
"désarmement";1;1;1;1;1;1;1;1;0,172;1;0;1;1
"désagrément";1;1;1;1;0,052;1;0,2;1;1;1;1;0,039;1
"dépouille";1;1;1;1;1;1;1;1;1;1;0;1;1
"dépistage";1;1;1;1;1;1;0,002;1;0,172;1;1;1;1
"dénivelé";0,121;1;1;0,068;1;0,207;1;1;1;1;1;1;1
"déménagement";1;1;1;1;1;1;0,002;1;1;1;0,079;1;1
"démographique";1;0,008;1;1;1;1;0,2;1;0,172;1;1;1;1
"démocratiser";1;1;1;0;1;1;1;1;1;1;1;1;0,249
"démissionner";1;1;1;1;1;0,207;1;1;1;1;0,079;0,039;1
"délocalisation";1;1;1;1;0;1;1;1;1;1;0,079;1;1
"délibérément";1;1;1;1;1;1;0,2;0,009;1;1;0,079;1;1
"décret";1;1;1;1;0,052;0,207;1;1;1;1;0,079;1;1
"décalé";1;1;0,218;0,068;1;1;1;1;1;1;1;1;0,249
"duo";0,121;1;0,218;1;1;1;1;1;1;1;1;1;0,249
"dugerdil";1;1;1;1;1;0,207;1;1;1;1;1;0;1
"dresser";1;0,008;1;1;1;1;0,2;1;1;1;0,079;1;1
"dr";1;1;1;1;1;1;0,2;0,009;1;1;1;1;0,249
"douter";1;1;0,218;1;1;0,207;1;1;1;1;0,079;1;1
"doha";1;1;1;1;1;1;1;1;1;1;0;1;1
"docteur";1;1;0,002;0,068;1;1;1;1;1;1;1;1;1
"divorcer";1;1;1;0;1;1;1;0,009;1;1;1;1;1
"distingué";1;1;1;1;1;1;1;1;0,172;1;1;1;0,003
"distiller";0;1;1;1;1;1;0,2;1;1;1;1;1;1
"dissimuler";1;1;0,218;1;1;0,207;0,2;1;1;1;1;1;1
"disperser";1;1;1;1;1;0,207;1;1;1;1;0;1;1
"diligence";1;1;0;1;1;1;1;1;1;1;1;1;1
"dignité";1;1;1;0,068;1;1;0,2;1;1;1;0,079;1;1
"digital";1;1;1;1;1;1;1;0,009;1;1;1;1;0,003
"dictature";1;1;1;1;1;1;1;1;1;1;1;0;0,249
"diaz";1;1;0,218;1;1;1;1;1;0,001;1;1;1;1
"diane";1;1;1;1;1;1;1;1;0,172;1;1;1;0,003
"dent";0,121;1;0,218;1;1;1;1;0,009;1;1;1;1;1
"demi_finale";0;1;1;1;1;1;1;1;1;1;1;1;1
"dati";1;1;1;1;0;1;1;1;1;1;1;0,039;1
"darko";1;1;1;1;1;1;1;1;0;1;1;1;1
"damas";1;1;1;1;1;1;0,2;1;1;1;0,079;1;0,249
"dab";1;1;1;1;1;0;1;1;1;1;1;1;1
"d_ores_et_déjà";1;1;1;1;1;0,002;1;1;1;1;0,079;1;1
"célébrité";0,121;1;1;1;1;1;1;1;1;1;1;1;0,003
"céder";0,121;1;1;1;1;1;1;1;1;1;0,079;0,039;1
"cybercriminalité";1;1;1;1;1;1;0,002;1;1;1;0,079;1;1
"curiosité";1;1;0,002;1;1;1;1;1;1;1;1;1;0,249
"cuire";1;1;0;1;1;1;1;1;1;1;1;1;1
"cube";1;1;0,002;1;0,052;1;1;1;1;1;1;1;1
"cruellement";1;1;0,002;1;1;1;1;0,009;1;1;1;1;1
"crinari";1;1;1;1;1;1;1;1;0;1;1;1;1
"crack";1;1;1;0,068;1;0,207;1;0,009;1;1;1;1;1
"coutume";1;1;0,218;1;1;1;0,2;1;1;1;1;1;0,249
"courtet";1;1;1;1;1;0;1;1;1;1;1;1;1
"cottin";1;1;1;1;1;1;1;1;1;1;1;1;0
"costume";1;1;0,218;1;1;1;1;1;1;1;1;1;0,003
"cortège";1;1;1;1;0,052;0,207;1;1;1;1;0,079;1;1
"correctionnel";1;1;1;1;1;1;1;1;1;1;1;0;1
"correa";1;1;1;1;1;1;1;1;0,001;1;0,079;1;1
"corporel";1;1;0,218;1;1;1;1;1;1;0;1;1;1
"cornu";0;1;0,218;1;1;1;1;1;1;1;1;1;1
"corcelles";1;1;0,218;1;1;1;0,2;0,009;1;1;1;1;1
"cora";1;1;1;1;1;0,002;1;1;0,172;1;1;1;1
"copie";1;1;1;1;0,052;1;0,2;1;1;1;1;1;0,249
"convoquer";1;1;1;1;1;1;1;1;1;1;1;0;1
"convivialité";1;1;0,002;0,068;1;1;1;1;1;1;1;1;1
"convivial";1;1;1;1;1;1;0,2;1;0,172;1;1;1;0,249
"contrepartie";1;1;1;1;1;1;1;0,009;1;1;0,079;0,039;1
"contraception";1;1;1;0,068;1;1;0,2;0,009;1;1;1;1;1
"contourner";1;1;1;1;1;0,002;0,2;1;1;1;1;1;1
"continu";1;1;1;1;0;0,207;1;1;1;1;1;1;1
"contestation";1;1;0,218;1;1;0,207;1;1;1;1;1;0,039;1
"constructif";1;1;1;0,068;1;0,207;1;1;0,172;1;1;1;1
"consister";1;1;1;1;1;1;0,002;1;1;1;1;1;0,249
"consigne";1;1;0,218;1;1;1;1;1;0,172;1;1;1;0,249
"considération";1;1;0,218;1;1;0,207;0,2;1;1;1;1;1;1
"conscient";1;1;1;1;1;1;0,2;0,009;1;1;1;1;0,249
"connors";0;1;1;1;1;1;1;1;0,172;1;1;1;1
"connolly";1;1;1;1;1;1;1;1;1;1;0,079;0;1
"connait";0,121;1;1;0,068;1;1;1;1;1;1;1;1;0,249
"congo";0,121;1;1;1;1;1;1;1;1;1;0;1;1
"confondu";1;1;1;1;1;1;1;1;1;1;1;1;0
"confiture";1;1;0,002;1;1;1;1;1;0,172;1;1;1;1
"confiscation";1;1;1;1;1;0,002;1;1;0,172;1;1;1;1
"confiant";0,121;1;1;1;1;0,002;1;1;1;1;1;1;1
"confectionner";1;1;0,218;1;1;0,207;1;1;1;1;1;1;0,249
"concilier";1;1;0,218;1;1;0,207;0,2;1;1;1;1;1;1
"concentration";1;1;1;1;0,052;1;0,002;1;1;1;1;1;1
"compétitivité";0,121;1;1;1;1;1;0,2;1;1;0,007;1;1;1
"compromettant";1;1;1;1;1;0,207;0,2;1;1;1;0,079;1;1
"complémentaire";1;1;0,218;1;1;0,207;0,2;1;1;1;1;1;1
"complicité";1;1;1;1;0,052;1;0,2;1;1;1;0,079;1;1
"complice";1;1;1;1;1;1;1;1;1;1;1;0;0,249
"commotion";1;1;1;1;1;1;0,2;0;1;1;1;1;1
"committee";1;1;1;1;1;1;1;1;0;1;1;1;1
"commentateur";0;1;1;1;1;1;1;1;0,172;1;1;1;1
"commandement";1;1;1;1;1;1;1;1;1;1;0;1;1
"combustible";1;1;1;1;1;0,207;0,2;1;1;1;0,079;1;1
"combler";1;1;1;0,068;0,052;0,207;1;1;1;1;1;1;1
"combattant";0,121;1;1;1;1;1;1;1;1;0;1;1;1
"coluche";1;1;1;1;1;1;1;1;1;1;0,079;0,039;0,249
"colombier";1;1;0,218;0,068;1;1;1;0,009;1;1;1;1;1
"colombie";0,121;1;1;1;1;1;1;0,009;1;1;0,079;1;1
"colm";1;1;1;1;0,052;1;1;1;0,172;1;0,079;1;1
"collision";1;0;1;1;1;0,207;1;1;1;1;1;1;1
"collier";1;1;0,218;1;1;0,207;1;1;1;1;1;1;0,249
"collectionneur";1;1;1;0,068;1;1;0,2;1;0,172;1;1;1;1
"coincer";0,121;1;0,218;1;1;1;1;1;1;1;1;1;0,249
"cognitif";1;1;1;1;1;0,207;0,002;1;1;1;1;1;1
"co2";1;1;1;1;1;0,002;1;1;0,172;1;1;1;1
"co";1;1;0,218;1;1;1;0,2;1;1;1;1;0,039;1
"cloudflare";1;1;1;1;1;1;1;0;1;1;1;1;1
"clot";1;0,008;1;1;1;0,207;0,2;1;1;1;1;1;1
"clore";1;0,008;1;1;1;1;1;0,009;1;1;1;0,039;1
"cloche";1;1;0,218;1;1;1;0,2;1;1;1;1;1;0,249
"claudia";1;1;1;1;1;1;1;0,009;1;0,007;1;1;0,249
"classé";0,121;1;1;1;1;0,207;1;1;1;1;1;1;0,249
"clarifier";1;1;1;1;0,052;0,207;1;0,009;1;1;1;1;1
"clandestin";0;1;1;1;1;1;1;0,009;1;1;1;1;1
"citadin";1;1;1;0,068;1;1;0,002;1;1;1;1;1;1
"cisjordanie";1;1;1;1;1;1;1;1;1;1;0;1;1
"ciblent";1;1;1;1;1;1;0,002;0,009;1;1;1;1;1
"christoph";1;1;1;1;1;0,207;0,2;1;0,172;1;1;1;1
"chorale";1;1;0,218;1;1;1;1;1;1;1;1;1;0,003
"choquer";1;1;0,218;1;1;1;0,2;1;1;1;1;1;0,249
"chocolatier";1;1;0,218;1;1;0,207;0,2;1;1;1;1;1;1
"chocolat";1;1;0,002;1;1;1;1;1;1;1;1;1;0,249
"chirurgien";1;1;0,218;1;1;1;1;0,009;1;1;1;1;0,249
"chips";1;1;1;1;1;0,207;0,2;1;1;1;1;1;0,249
"chimique";1;1;1;1;1;0,207;0,2;1;1;1;1;1;0,249
"chelem";0;1;1;1;1;1;1;1;1;1;1;1;1
"checking";1;1;1;1;1;1;0,002;1;0,172;1;1;1;1
"charge";1;1;1;1;1;1;0,2;1;0,172;1;1;0,039;1
"chapitre";1;1;1;1;1;1;0,2;1;1;1;1;1;0,003
"chapeau";1;1;0,218;1;1;1;1;1;1;1;1;1;0,003
"chansonnette";0;1;0,218;1;1;1;1;1;1;1;1;1;1
"chancelier";1;1;0,218;1;1;0,207;1;1;1;1;1;0,039;1
"chaise";1;1;0,002;1;1;0,207;1;1;1;1;1;1;1
"chablais";1;1;1;1;1;1;1;0,009;1;1;1;0,039;0,249
"cesse";1;1;1;1;1;0,207;1;1;0,172;1;0,079;1;1
"cervical";0,121;1;1;1;1;0,207;1;0,009;1;1;1;1;1
"certitude";0;1;1;1;1;1;1;0,009;1;1;1;1;1
"cercle";1;1;1;1;1;0,002;1;1;1;1;1;0,039;1
"centenaire";1;0,008;1;1;1;1;1;1;1;1;1;1;0,003
"censurer";1;1;1;1;0,052;1;1;1;1;1;1;0;1
"catcheur";0,121;1;0,218;1;1;1;1;1;1;1;1;1;0,249
"catch";0,121;1;1;1;1;1;1;1;1;1;1;1;0,003
"catan";1;1;1;1;1;1;1;1;1;1;1;1;0
"cascioli";1;1;1;1;0,052;1;1;1;1;1;0;1;1
"cartouche";1;1;1;0,068;1;0,207;1;1;1;1;1;1;0,249
"carré";1;1;1;1;1;0,207;1;1;1;1;1;1;0,003
"carolin";1;1;1;0,068;1;1;0,2;1;0,172;1;1;1;1
"carnet";1;1;1;1;1;1;0,2;1;1;0,007;1;1;0,249
"carlos";1;1;1;1;1;0,207;1;1;0,172;1;1;1;0,249
"carbone";0,121;1;1;1;1;1;0,002;1;1;1;1;1;1
"camus";1;1;1;1;1;1;1;1;0,001;1;0,079;1;1
"camping";1;1;0,002;1;1;1;1;1;1;1;1;0,039;1
"camaraderie";0,121;1;0,218;0,068;1;1;1;1;1;1;1;1;1
"californien";1;0,008;1;1;1;1;0,2;1;1;1;1;0,039;1
"calculer";1;1;1;1;0,052;0,207;0,2;1;1;1;1;1;1
"caissier";1;0,008;0,218;1;1;1;1;1;1;1;1;1;0,249
"cagoulé";1;0,008;1;0,068;1;1;1;1;1;1;1;1;0,249
"cadieux";0;1;1;1;1;1;1;1;1;1;1;1;1
"cabanon";1;1;0,218;0;1;1;1;1;1;1;1;1;1
"böcker";1;1;1;1;0,052;1;0,2;1;1;1;1;0,039;1
"bâloise";0,121;1;1;1;0;1;1;1;1;1;1;1;1
"butin";1;0,008;1;1;0,052;1;1;1;0,172;1;1;1;1
"buteur";0;1;1;1;1;1;1;1;1;1;1;1;1
"burgy";1;1;1;0,068;1;1;0,2;1;1;1;1;1;0,249
"bull";1;1;1;0,068;1;1;1;1;0,001;1;1;1;1
"bulgare";1;1;1;1;0,052;1;1;1;1;1;1;0;1
"brutal";1;1;1;1;1;0,207;0,2;1;1;1;1;0,039;1
"brun";1;1;0,218;1;1;1;1;1;0,172;1;1;1;0,249
"brown";1;1;1;1;1;0,207;1;1;0,172;1;1;1;0,249
"brienz";1;1;1;1;1;0,002;1;1;1;1;1;1;0,249
"bricoler";1;1;0,218;0;1;1;1;1;1;1;1;1;1
"bricolage";1;1;0,002;0,068;1;1;1;1;1;1;1;1;1
"brandt";1;1;1;1;1;0,207;1;1;0,001;1;1;1;1
"brandon";1;1;1;1;1;1;1;1;0;1;1;1;1
"braathen";0;1;1;1;1;1;1;1;1;1;1;1;1
"boycotter";0,121;1;1;1;1;1;1;1;1;1;1;0,039;0,249
"boycott";1;1;1;1;1;1;1;1;0,172;1;1;0;1
"boxe";0,121;1;0,002;1;1;1;1;1;1;1;1;1;1
"box_office";1;1;1;1;0,052;1;0,2;1;1;1;1;1;0,249
"boulanger";1;1;0,002;1;0,052;1;1;1;1;1;1;1;1
"bosnie";0,121;1;1;1;1;0,207;1;1;1;1;0,079;1;1
"bodycams";1;1;1;1;1;0;1;1;1;1;1;1;1
"blond";1;1;0;1;1;1;1;1;1;1;1;1;1
"blessant";1;1;1;1;1;1;1;1;1;1;0;1;1
"biologiste";1;0,008;1;1;1;1;0,2;1;1;1;0,079;1;1
"binôme";1;1;1;1;1;0,207;1;1;0,001;1;1;1;1
"billetterie";1;1;1;1;1;1;0,2;1;1;0,007;1;0,039;1
"bienfait";1;1;0,218;1;1;1;0,2;1;0,172;1;1;1;1
"biais";1;1;1;1;1;0,207;0,2;1;1;1;0,079;1;1
"beuret";1;1;1;1;1;0,207;1;1;1;1;1;0;1
"bessent";1;1;1;1;0,052;1;1;1;1;1;0;1;1
"bencic";0;1;1;1;1;1;1;1;1;1;1;1;1
"belp";1;1;1;1;1;0,002;1;1;0,172;1;1;1;1
"bella";0,121;1;1;1;1;1;1;1;0,001;1;1;1;1
"beaulieu";1;1;1;1;1;1;1;1;1;1;1;1;0
"bazar";1;1;1;1;0;0,207;1;1;1;1;1;1;1
"basculer";1;0,008;1;0,068;1;0,207;1;1;1;1;1;1;1
"barbu";1;0,008;0,002;1;1;1;1;1;1;1;1;1;1
"bannir";1;1;1;1;1;0,207;1;1;1;1;0,079;1;0,249
"bangkok";1;1;1;1;1;1;1;1;1;1;0,079;1;0,003
"banc";0;1;1;1;1;1;1;0,009;1;1;1;1;1
"bamonte";1;1;1;1;1;1;1;1;1;1;1;1;0
"baloise";1;1;1;1;0;1;1;1;1;1;1;0,039;1
"baigner";1;1;0,002;1;1;1;0,2;1;1;1;1;1;1
"badra";1;1;1;1;1;1;1;1;0;1;1;1;1
"bad";0,121;1;1;1;1;1;1;1;1;1;1;0,039;0,249
"bachmann";1;1;1;0,068;0,052;1;0,2;1;1;1;1;1;1
"avouer";0;1;1;1;1;1;1;1;1;1;1;1;0,249
"avide";1;1;0,218;0,068;1;0,207;1;1;1;1;1;1;1
"aviaire";1;0;1;1;1;1;0,2;1;1;1;1;1;1
"auditeur";1;1;1;1;1;0,002;1;0,009;1;1;1;1;1
"audio";1;1;0,218;0,068;1;1;1;1;1;1;1;1;0,249
"attraction";1;0,008;1;0,068;1;1;1;1;0,172;1;1;1;1
"assistance";1;1;1;0,068;1;1;0,2;0,009;1;1;1;1;1
"assassinat";1;1;1;1;1;1;1;1;1;0,007;0,079;0,039;1
"asiatique";1;1;1;1;1;1;0,2;1;0,172;1;1;1;0,249
"artiflex";1;1;1;1;0,052;1;0,2;0,009;1;1;1;1;1
"arsenal";1;1;1;1;1;0,207;0,2;1;1;0,007;1;1;1
"armando";0,121;1;1;1;1;1;1;1;0,001;1;1;1;1
"armaillis";1;1;0;1;1;1;1;1;1;1;1;1;1
"argument";1;1;1;1;1;0,207;1;1;0,172;1;1;0,039;1
"archéologue";1;1;1;1;0,052;0,207;0,2;1;1;1;1;1;1
"arbitre";0;1;0,218;1;1;1;1;1;1;1;1;1;1
"apéritif";1;1;0,002;1;1;1;1;1;1;1;1;1;0,249
"après_ski";1;1;0,218;1;1;1;1;1;1;1;1;1;0,003
"après_de";1;1;1;1;1;1;1;1;0,172;1;1;1;0,003
"apparemment";1;1;0,218;1;1;1;0,2;1;1;1;1;1;0,249
"apollon";1;1;1;1;1;1;1;1;1;1;1;0,039;0,003
"apnée";0,121;1;1;1;1;0,207;0,2;1;1;1;1;1;1
"apercevoir";1;1;0,002;0,068;1;1;1;1;1;1;1;1;1
"antérieur";0;1;1;1;1;1;0,2;1;1;1;1;1;1
"antoinette";1;1;1;1;1;0,207;1;1;1;1;1;1;0,003
"antoine";1;1;1;1;0,052;1;1;1;0,172;0,007;1;1;1
"anthologie";1;1;0;1;1;1;1;1;1;1;1;1;1
"antenne";1;1;1;1;1;0;1;1;1;1;1;1;1
"annuellement";1;1;1;1;0,052;0,207;1;1;1;1;0,079;1;1
"animateur";1;1;1;0;1;1;0,2;1;1;1;1;1;1
"ani";1;1;0,218;1;1;1;0,2;1;1;1;0,079;1;1
"anglophone";1;1;1;1;1;1;1;1;1;1;0;1;0,249
"angelo";1;1;1;1;1;1;1;1;1;1;1;0,039;0,003
"angelika";1;1;1;1;1;1;1;1;0,001;0,007;1;1;1
"aménagement";1;1;0,218;1;1;1;0,2;1;1;1;1;0,039;1
"amical";0;1;1;0,068;1;1;1;1;1;1;1;1;1
"amender";1;1;1;0,068;1;0,002;1;1;1;1;1;1;1
"ambassadeur";1;0,008;1;1;1;0,207;1;1;1;1;0,079;1;1
"aléa";1;0,008;1;0,068;1;1;1;1;0,172;1;1;1;1
"alzheimer";1;1;1;1;0,052;1;0,2;0,009;1;1;1;1;1
"altérer";1;1;1;1;1;1;0;1;1;1;1;1;1
"allier";1;1;1;1;1;0,207;1;0,009;1;1;1;1;0,249
"allain";1;1;1;1;1;0,002;0,2;1;1;1;1;1;1
"aligner";1;1;1;1;0,052;1;1;0,009;1;1;1;0,039;1
"alexander";1;1;1;1;1;1;0,2;1;0,172;1;1;0,039;1
"alessandra";1;1;1;1;0,052;1;1;1;0,172;1;1;1;0,249
"albula";1;1;1;1;1;0,207;1;1;0,172;1;1;1;0,249
"alaouites";1;1;1;1;1;1;1;1;1;1;0,079;0;1
"alaouite";1;1;1;1;1;1;1;1;1;1;0;0,039;1
"aise";1;1;0,218;1;0,052;1;1;1;1;1;1;1;0,249
"ahmad";1;1;1;1;1;1;1;1;1;1;0;1;1
"aguerri";1;1;0;1;1;1;1;1;1;1;1;1;1
"agglomération";1;1;1;1;0,052;0,207;1;1;1;1;1;0,039;1
"affirmation";1;1;0,218;1;0,052;1;1;1;1;0,007;1;1;1
"aerni";0;1;1;1;1;1;1;1;0,172;1;1;1;1
"adresser";1;1;1;1;0,052;0,002;1;1;1;1;1;1;1
"administrer";1;1;1;1;1;1;0,2;0;1;1;1;1;1
"administrateur";1;1;1;1;1;1;0,002;0,009;1;1;1;1;1
"admettre";1;1;1;1;0,052;0,002;1;1;1;1;1;1;1
"adhésion";1;1;1;1;1;0,002;1;1;1;1;0,079;1;1
"adhanom";1;1;1;1;0,052;1;1;0;1;1;1;1;1
"activiste";1;1;1;1;1;0,002;0,2;1;1;1;1;1;1
"accessibilité";1;1;1;1;0,052;0,207;1;1;1;1;1;0,039;1
"acceptation";1;1;0,218;1;1;0,207;1;1;1;1;1;0,039;1
"acacia";1;1;1;1;1;0,002;1;1;1;1;1;1;0,249
"absurde";1;0,008;0,218;1;1;1;0,2;1;1;1;1;1;1
"abstentions";1;1;1;1;1;0,002;1;1;1;0,007;1;1;1
"abir";1;1;1;1;1;1;1;1;0,172;0,007;0,079;1;1
"abbé";1;1;1;1;1;1;0,2;0,009;1;1;1;0,039;1
"abaisser";1;1;1;1;1;0,207;1;1;1;1;0,079;1;0,249
"74e";0;1;1;1;1;1;1;1;1;1;1;1;1
"50e";0;1;1;1;1;1;1;1;0,172;1;1;1;1
"47e";0;1;1;1;1;1;1;1;1;1;1;1;0,249
"24e";0;1;1;1;1;1;1;1;0,172;1;1;1;1
"22e";0,121;1;1;1;1;1;1;0,009;0,172;1;1;1;1
"18h30";1;1;1;0,068;0,052;0,207;1;1;1;1;1;1;1
"16e";0,121;1;1;1;1;1;1;1;0,172;1;1;1;0,249
"14e";0,121;1;1;1;1;1;1;1;0,172;0,007;1;1;1
"13e";0;1;1;1;0,052;1;1;1;1;1;1;1;1
"101e";0;1;1;1;1;1;1;1;1;1;1;1;1
"*rts_a";1;1;0;0;1;1;1;1;1;1;1;1;0,04
"*a_1000";1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_1700";0,32;1;1;1;0,821;0,379;0,553;0,404;0,631;1;0,265;0,066;1
"*postComments_22";1;0,822;1;0,252;0,058;0,507;0,265;1;1;0,755;0,318;1;1
"*postReposts_12";1;1;1;1;0,002;0,562;1;0,013;0,01;1;0,332;0,031;1
"*postDate_31-12-2025";1;1;1;1;0,181;1;1;0,565;0,34;1;1;1;0
"*lang_fr";1;0,569;1;1;0,465;0,326;0,33;0,565;0,349;0,579;1;0,486;0,3
"-*rts_a_description";1;1;0;0;1;1;1;1;1;1;1;1;0,04
"*a_0999";1;1;0,005;1;1;1;1;1;1;1;1;1;1
"*postLikes_2700";1;1;1;1;0,332;0,1;0,001;1;0,643;1;1;0,029;1
