"";"";"";"";"htag_repack";""
"343";"désormais";"-0.406073413192847";"0.469418351742042";"0.822001911287649";"852"
"344";"vélo";"-0.573555282624363";"0.244732314272214";"0.821911547687927";"853"
"345";"stationnement";"0.0542996528951602";"1.07199704962976";"0.821911547687927";"854"
"346";"circulation";"-0.00327849486418021";"0.620983066427259";"0.821911547687927";"855"
"347";"delécraz";"-0.482085330514598";"0.493859627670116";"0.821911547687927";"856"
"348";"daphné";"0.160550338567743";"0.397848692225407";"0.821911547687927";"857"
"349";"blesser";"-0.479360520239956";"1.126145623068";"0.821884243578659";"858"
"350";"armer";"-0.575032224336403";"1.13498845519681";"0.821749023227996";"859"
"351";"orientation";"-0.635428574326778";"-0.307244343738732";"0.82173862166256";"861"
"352";"présent";"-0.468780129650593";"-0.357796841660827";"0.821702866281375";"863"
"353";"lier";"-0.514223325521729";"0.998085327836568";"0.821697015400818";"864"
"354";"charger";"-0.111567240716073";"0.729708823259418";"0.821581948083187";"865"
"355";"pêcheur";"-0.734874943250443";"-1.43342396939606";"0.821552693680399";"866"
"356";"sherpa";"-0.81921424521872";"-2.03881597097783";"0.821552693680399";"868"
"357";"joli";"-0.879389755359535";"-2.20996670645292";"0.821552693680399";"869"
"358";"bactérie";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"871"
"359";"routine";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"872"
"360";"molécule";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"873"
"361";"batman";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"874"
"362";"tartre";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"875"
"363";"significativement";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"876"
"364";"hormone";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"877"
"365";"dépendance";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"878"
"366";"diabète";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"879"
"367";"carnivore";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"880"
"368";"blanchiment";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"881"
"369";"arnaque";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"882"
"370";"adolescence";"-0.396514308540989";"0.797035481647125";"0.821532540647367";"883"
"371";"boîte";"-0.770138344972092";"-1.39098144463415";"0.821529940256009";"884"
"372";"fabrication";"-0.746512266754554";"-0.899843228219778";"0.821449328123883";"885"
"373";"service";"-0.0345773008446862";"0.767181272053545";"0.821428524993011";"886"
"374";"légende";"-0.45999314628641";"-1.85719538967461";"0.821426574699492";"887"
"375";"volaille";"-0.425862320616373";"0.857112849198503";"0.821386918731269";"888"
"376";"fedpol";"-0.41109694897034";"0.843427675384452";"0.821386918731269";"889"
"377";"immunitaire";"-0.420821268872022";"0.772863329483926";"0.821386918731269";"890"
"378";"mortalité";"-0.484558344767142";"0.977267584301262";"0.821270551217958";"892"
"379";"emji_coeur_rouge";"0.248148800068462";"-0.0793841087956273";"0.821270551217958";"893"
"380";"dormir";"-0.854372067980591";"-2.27599711833628";"0.821227644760537";"894"
"381";"pcsi";"-0.448253016570489";"1.16041910645961";"0.821109326953707";"898"
"382";"oral";"-0.448253016570489";"1.16041910645961";"0.821109326953707";"899"
"383";"délit";"-0.448253016570489";"1.16041910645961";"0.821109326953707";"900"
"384";"collecting";"-0.448253016570489";"1.16041910645961";"0.821109326953707";"901"
"385";"caritas";"-0.448253016570489";"1.16041910645961";"0.821109326953707";"902"
"386";"avenir";"0.295114933722918";"0.0447005361261222";"0.821013762571267";"904"
"387";"population";"0.0859076605506555";"0.720826144799662";"0.8209832079728";"905"
"388";"rejeté";"-0.439629898565573";"1.09985516899086";"0.820945502298096";"906"
"389";"postulat";"-0.468977910640957";"1.15993253654224";"0.820945502298096";"908"
"390";"commerçant";"-0.470807892533228";"0.716046120599947";"0.820945502298096";"909"
"391";"commandant";"-0.485491287926997";"1.44712261947046";"0.820945502298096";"910"
"392";"frais";"-0.349545184812648";"0.036095269823179";"0.820913647503949";"911"
"393";"suggérer";"-0.0787468554502748";"0.583727721151286";"0.820861639676771";"912"
"394";"vacance";"-0.640304029634092";"-1.44286511035178";"0.820857088991893";"913"
"395";"sexuel";"-0.289574332883984";"0.866771367982521";"0.8208408365459";"914"
"396";"emji_graphique_en_hausse";"-0.502721554805494";"0.662416759930801";"0.820839536350221";"915"
"397";"oeil";"-0.556950965711253";"-1.31603812753158";"0.820642556704784";"918"
"398";"cancer";"0.024257775551424";"0.613519439209397";"0.820570395844575";"919"
"399";"openai";"-0.475070867480443";"1.09664625966822";"0.820551543007223";"920"
"400";"économiser";"-0.475070867480443";"1.09664625966822";"0.820551543007223";"921"
"401";"tranché";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"924"
"402";"tecktonik";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"925"
"403";"skateboard";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"926"
"404";"récréation";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"927"
"405";"respirer";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"928"
"406";"patin";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"929"
"407";"muscle";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"930"
"408";"dévaler";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"931"
"409";"discothèque";"-0.944635333191815";"-2.53272322154891";"0.820500185277884";"932"
"410";"mineur";"-0.161832498832094";"1.18264844732768";"0.820452728135584";"934"
"411";"trouble";"-0.164489395369305";"0.907483915833394";"0.820452728135584";"935"
"412";"impôt";"-0.0448112428279662";"0.497007410868592";"0.82039161893865";"937"
"413";"sembler";"-0.632786224937995";"-1.45168477250109";"0.820359764144504";"938"
"414";"postal";"-0.884459823051";"-2.36157248607382";"0.820311656904364";"939"
"415";"emji_visage_faisant_un_clin_d_oeil";"-0.185875198709628";"-2.02092383225587";"0.820311656904364";"940"
"416";"cuisiner";"-0.884459823051";"-2.36157248607382";"0.820311656904364";"941"
"417";"témoigner";"-0.471826529832645";"-0.715990246304656";"0.820188138314816";"942"
"418";"montrer";"-0.288120521603391";"0.0514279381351299";"0.820136130487638";"943"
"419";"socialiste";"-0.231596803929315";"1.49351298048245";"0.820070470605826";"944"
"420";"berner";"-0.163555340526627";"0.423740201074701";"0.820044466692237";"945"
"421";"nécessiter";"0.334095276256023";"0.751734366918167";"0.820026914050565";"946"
"422";"secours";"-0.643294967737234";"0.0180540736614668";"0.819934600157324";"947"
"423";"précaution";"-0.549889578453762";"1.51236017751386";"0.81968301229335";"948"
"424";"amazon";"-0.543071637701229";"1.1301293393273";"0.81968301229335";"950"
"425";"www";"-0.576262344777839";"0.269726855070809";"0.81968301229335";"951"
"426";"vasculaire";"-0.513906356842527";"1.03734495185264";"0.81968301229335";"952"
"427";"transplantation";"-0.513906356842527";"1.03734495185264";"0.81968301229335";"953"
"428";"tedros";"-0.543071637701229";"1.1301293393273";"0.81968301229335";"954"
"429";"serveur";"-0.543071637701229";"1.1301293393273";"0.81968301229335";"955"
"430";"radiation";"-0.513906356842527";"1.03734495185264";"0.81968301229335";"956"
"431";"vin";"-0.744497612619115";"-1.73422032344021";"0.819577046345475";"957"
"432";"voter";"-0.342439217884934";"1.17724224302926";"0.818918497233834";"960"
"433";"union";"-0.535883595540897";"0.812945863241218";"0.818918497233834";"961"
"434";"haut";"-0.37343463119195";"-0.415171172227798";"0.818683161815853";"962"
"435";"sourire";"-0.811214750189722";"-1.49822257615021";"0.818651957119547";"963"
"436";"19h30";"-0.363270231238224";"-1.07444538620583";"0.818651957119547";"964"
"437";"automobile";"-0.672822249036374";"-0.777651952571211";"0.818651957119547";"965"
"438";"nendaz";"-0.779160762571464";"-1.92429422357539";"0.818575895672299";"966"
"439";"squatter";"-0.779160762571464";"-1.92429422357539";"0.818575895672299";"968"
"440";"piquant";"-0.869424027782687";"-2.18102032678803";"0.818575895672299";"969"
"441";"petit_fils";"-0.779160762571464";"-1.92429422357539";"0.818575895672299";"970"
"442";"affectueux";"-0.869424027782687";"-2.18102032678803";"0.818575895672299";"971"
"443";"mesure";"-0.106676929833232";"0.954159180500061";"0.818341860449998";"973"
"444";"véhicule";"-0.249785107153579";"1.18459813321361";"0.818034364171808";"974"
"445";"propre";"-0.647744879720846";"-0.624288396657706";"0.818020712117174";"975"
"446";"montagne";"-0.564540033400735";"-1.45312840934428";"0.818020712117174";"976"
"447";"filmer";"-0.853258904054561";"-2.25241810835829";"0.817996008399264";"977"
"448";"soeur";"-0.764840713242068";"-1.59046671970361";"0.81769891368651";"980"
"449";"pente";"-0.887331481451527";"-2.2647591112549";"0.81769891368651";"981"
"450";"andré";"-0.707153613887209";"-0.336483898476429";"0.81769891368651";"982"
"451";"horizon";"-0.685756414395787";"-0.81867391710735";"0.81769891368651";"984"
"452";"château";"-0.712480409225207";"-1.14765310144242";"0.81769891368651";"985"
"453";"plateau";"-0.800052397498354";"-1.96414122314309";"0.817678110555639";"986"
"454";"bois";"-0.755520424484246";"-1.6745175296669";"0.817678110555639";"987"
"455";"style";"-0.776976723641043";"-1.58838955880657";"0.817678110555639";"988"
"456";"centre";"-0.260836397953091";"0.539256842352079";"0.817483731301561";"989"
"457";"contrôle";"0.259861111050978";"0.760152449175873";"0.81701436066128";"990"
"458";"application";"0.376802899022047";"-0.00681637188916477";"0.812141227254702";"998"
"459";"mettre";"0.0408019337090369";"0.31067243676535";"0.809417967404094";"1007"
