"";"";"";"";"camp";""
"346";"professionnel";"-0.344639491759602";"-1.91394803934873";"0.813869883231728";"721"
"347";"new";"-0.412750325693107";"-0.484747586280018";"0.813869883231728";"722"
"348";"météo";"-0.412750325693107";"-0.484747586280018";"0.813869883231728";"723"
"349";"espérer";"-0.666209011529401";"1.74353619018521";"0.813869883231728";"724"
"350";"marché";"-0.413881196608179";"-0.310565062126348";"0.813869883231728";"725"
"351";"insolite";"-0.56885665476886";"1.59143275397059";"0.813869883231728";"727"
"352";"guy";"-0.575064398166046";"0.495341067873458";"0.813869883231728";"728"
"353";"bleu";"-0.596967306680825";"0.140153212962827";"0.813869883231728";"729"
"354";"volonté";"-0.412750325693107";"-0.484747586280018";"0.813869883231728";"730"
"355";"télé";"-0.413881196608179";"-0.310565062126348";"0.813869883231728";"731"
"356";"titre";"-0.530978769525108";"-1.00965946217181";"0.813869883231728";"732"
"357";"réveil";"-0.412750325693107";"-0.484747586280018";"0.813869883231728";"733"
"358";"regretter";"-0.478842912320577";"0.517420155812508";"0.813869883231728";"734"
"359";"panique";"-0.600220474373685";"0.593723515050571";"0.813869883231728";"736"
"360";"pleuvoir";"-0.579935083513465";"0.514630392770563";"0.813760510076623";"737"
"361";"vêtement";"-0.336364093563954";"-1.80941897169106";"0.812383091904522";"742"
"362";"atterrissage";"-0.336364093563954";"-1.80941897169106";"0.812383091904522";"743"
"363";"article";"-0.498678166036894";"-0.829330317537581";"0.812383091904522";"744"
"364";"toucher";"-0.588691908485177";"0.244682280620501";"0.812383091904522";"745"
"365";"ranger";"-0.498678166036894";"-0.829330317537581";"0.812383091904522";"746"
"366";"rythme";"-0.656802742418682";"1.67388273368921";"0.809983718314411";"751"
"367";"séduire";"-0.560581256573212";"1.69596182162826";"0.809983718314411";"752"
"368";"montana";"-0.657933613333753";"1.84806525784288";"0.809983718314411";"753"
"369";"vacance";"-0.194579746981775";"0.408362373022599";"0.809542807782894";"756"
"370";"neuchâtel";"0.774579487766415";"0.54340236603446";"0.808568703120242";"762"
"371";"documentaire";"0.89631504212112";"-0.191664124580646";"0.808568703120242";"764"
"372";"café";"-0.592107362022282";"0.473477374768183";"0.808517434453787";"765"
"373";"poser";"-0.585559628495794";"0.496057274017558";"0.805478911488531";"767"
"374";"rejoindre";"-0.584427017592914";"0.469556235481195";"0.805198642778575";"768"
"375";"vivre";"-0.453977764581333";"-0.0329125361843588";"0.804791911358029";"770"
"376";"passager";"-0.469436643209857";"0.447766699316512";"0.803910090294997";"771"
"377";"vigneron";"-0.469436643209857";"0.447766699316512";"0.803910090294997";"772"
"378";"séance";"-0.470567514124929";"0.621949223470181";"0.803910090294997";"773"
"379";"migros";"-0.469436643209857";"0.447766699316512";"0.803910090294997";"774"
"380";"ligne";"-0.470567514124929";"0.621949223470181";"0.803910090294997";"775"
"381";"aventure";"-0.424392032939665";"-0.204494053581815";"0.803455508119092";"776"
"382";"voisin";"-0.404474927497459";"-0.380218518622344";"0.802129358613447";"777"
"383";"midi";"-0.404474927497459";"-0.380218518622344";"0.802129358613447";"778"
"384";"allemand";"-0.404474927497459";"-0.380218518622344";"0.802129358613447";"779"
"385";"éternel";"-0.566788999970399";"0.599870135531132";"0.801931119769819";"780"
"386";"tirer";"-0.566788999970399";"0.599870135531132";"0.801931119769819";"781"
"387";"plastique";"-0.566788999970399";"0.599870135531132";"0.801931119769819";"782"
"388";"oeuf";"-0.566788999970399";"0.599870135531132";"0.801931119769819";"783"
