"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"674";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"675";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"676";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"677";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"678";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"679";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"680";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"681";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"682";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;58
"683";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"684";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"685";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"686";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"687";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"688";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"689";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"690";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"691";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"692";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"693";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"694";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"695";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"696";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"697";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;57;57
"698";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;57;57
"699";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"700";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"701";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"702";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"703";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"704";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"705";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"706";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"707";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"708";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"709";3;4;7;8;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"710";3;4;7;8;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"711";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"712";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"713";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"714";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"715";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"716";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"717";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"718";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"719";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"720";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"721";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"722";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"723";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"724";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"725";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"726";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"727";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"728";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"729";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"730";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"731";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"732";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"733";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"734";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"735";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"736";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"737";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"738";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"739";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"740";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"741";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"742";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"743";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"744";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"745";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"746";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"747";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"748";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"749";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"750";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"751";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"752";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"753";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"754";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"755";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;58
"756";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"757";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"758";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"759";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"760";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"761";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"762";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"763";3;4;7;8;10;12;14;16;18;20;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"764";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"765";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"766";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"767";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"768";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"769";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"770";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"771";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"772";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"773";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"774";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"775";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"776";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"777";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"778";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"779";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"780";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"781";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;45;45;45;45;45;45;45;45
"782";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"783";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"784";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"785";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"786";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"787";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"788";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"789";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"790";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"791";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"792";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"793";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"794";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"795";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"796";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"797";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"798";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"799";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"800";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"801";3;4;7;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"802";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"803";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"804";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"805";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"806";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"807";3;4;7;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"808";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"809";3;4;7;8;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"810";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"811";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"812";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"813";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"814";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"815";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"816";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"817";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"818";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"819";3;4;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"820";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"821";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;45;45;45;45;45;45;45;45
"822";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"823";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"824";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"825";3;4;7;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"826";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"827";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"828";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"829";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"830";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"831";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"832";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"833";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"834";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"835";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"836";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"837";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"838";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"839";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"840";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"841";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"842";3;4;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"843";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;37;37;37;37;37;37;37;37;37;37;37;37
"844";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"845";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;57;57
"846";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"847";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"848";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"849";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"850";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"851";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"852";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"853";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"854";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"855";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"856";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"857";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"858";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"859";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"860";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"861";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"862";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"863";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"864";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"865";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"866";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"867";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"868";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"869";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"870";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"871";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"872";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"873";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"874";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"875";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"876";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"877";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"878";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"879";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"880";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"881";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"882";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"883";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"884";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"885";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"886";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"887";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"888";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"889";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"890";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"891";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"892";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"893";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"894";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"895";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"896";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"897";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"898";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"899";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"900";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
