"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"*postLikes_436";13,071;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_8-7-2023";13,071;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0450";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_742";0;0;0;0;0;0;0;0;0;0;0
"*postDate_7-7-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0449";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postDate_3-7-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0448";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postDate_2-7-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*a_0447";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postLikes_469";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postDate_30-6-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*a_0446";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postLikes_114";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postDate_28-6-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0445";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_572";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_26-6-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0444";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_426";0;0;0;0;0;0;0;0;0;0;0
"*postDate_25-6-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0443";0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-6-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0442";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_570";0;0;0;0;0;0;0;0;0;0;0
"*postDate_21-6-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0441";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_971";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_19-6-2023";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0440";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;15,927;-0,159;-0,157;-0,162;-0,152
"*postLikes_676";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;15,927;-0,159;-0,157;-0,162;-0,152
"*postDate_18-6-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;15,927;-0,159;-0,157;-0,162;-0,152
"*a_0439";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_454";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_16-6-2023";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0438";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postDate_14-6-2023";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*a_0437";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_698";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_12-6-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0436";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postDate_11-6-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0435";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;2,165;-0,305
"*postLikes_315";-0,307;2,114;-0,233;-0,191;-0,486;-0,21;-0,252;-0,638;4,558;0,407;-0,61
"*postDate_9-6-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;2,165;-0,305
"*a_0434";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postDate_7-6-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*a_0433";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_5-6-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0432";-0,077;-0,073;-0,058;21,037;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_4-6-2023";-0,077;-0,073;-0,058;21,037;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0431";0;0;0;0;0;0;0;0;0;0;0
"*postDate_2-6-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0430";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;15,927;-0,159;-0,157;-0,162;-0,152
"*postLikes_434";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;15,927;-0,159;-0,157;-0,162;-0,152
"*postDate_31-5-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;15,927;-0,159;-0,157;-0,162;-0,152
"*a_0429";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_482";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_29-5-2023";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0428";0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-5-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0427";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_744";0;0;0;0;0;0;0;0;0;0;0
"*postDate_24-5-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0426";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_22-5-2023";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0425";0;0;0;0;0;0;0;0;0;0;0
"*postDate_21-5-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0424";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_19-5-2023";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0423";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;-0,325;2,369
"*postDate_17-5-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;-0,325;2,369
"*a_0422";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_15-5-2023";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0421";0;0;0;0;0;0;0;0;0;0;0
"*postDate_14-5-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0420";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_4200";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_159";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_12-5-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0419";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postLikes_551";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postDate_10-5-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0418";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_8-5-2023";-0,153;-0,145;-0,116;-0,095;-0,242;8,601;-0,126;2,23;-0,314;-0,325;-0,305
"*a_0417";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postComments_85";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0416";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postDate_7-5-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0415";-0,153;5,933;-0,116;9,55;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_530";-0,23;3,363;-0,175;5,751;-0,364;-0,157;-0,189;0,979;-0,471;-0,488;-0,457
"*postDate_5-5-2023";-0,153;5,933;-0,116;9,55;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0414";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postLikes_510";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;2,369
"*postDate_3-5-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0413";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_731";0;0;0;0;0;0;0;0;0;0;0
"*postDate_1-5-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0412";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postLikes_999";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postDate_30-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*a_0411";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_442";-0,153;-0,145;-0,116;9,55;-0,242;8,601;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_28-4-2023";-0,23;-0,218;-0,175;-0,143;9,748;5,123;-0,189;-0,478;-0,471;-0,488;-0,457
"*a_0410";-0,153;-0,145;-0,116;-0,095;16,552;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_307";-0,23;-0,218;-0,175;-0,143;9,748;-0,157;-0,189;-0,478;-0,471;-0,488;1,065
"*a_0409";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postLikes_506";-0,23;3,363;-0,175;-0,143;-0,364;-0,157;-0,189;0,979;1,007;-0,488;-0,457
"*postDate_26-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0408";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_24-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0407";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_779";-0,384;-0,365;2,041;-0,239;-0,608;2,402;-0,316;0,168;0,179;-0,815;0,203
"*postDate_23-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0406";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postDate_21-4-2023";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*a_0405";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postDate_19-4-2023";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;1,007;0,939;1,065
"*a_0404";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;2,369
"*postLikes_695";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;2,369
"*a_0403";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_17-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0402";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_216";-0,23;-0,218;-0,175;5,751;-0,364;5,123;-0,189;-0,478;-0,471;-0,488;1,065
"*postDate_16-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0401";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;12,609;-0,314;-0,325;-0,305
"*postLikes_433";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;18,93;-0,471;-0,488;-0,457
"*postDate_14-4-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;12,609;-0,314;-0,325;-0,305
"*a_0400";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_528";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_12-4-2023";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0399";0;0;0;0;0;0;0;0;0;0;0
"*postDate_10-4-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0398";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postLikes_428";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postDate_9-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0397";-0,153;-0,145;-0,116;-0,095;16,552;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_832";-0,153;-0,145;-0,116;-0,095;16,552;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_7-4-2023";-0,153;-0,145;-0,116;-0,095;16,552;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0396";0;0;0;0;0;0;0;0;0;0;0
"*postDate_5-4-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0395";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postLikes_36200";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_3-4-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0394";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;13,178
"*postLikes_658";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;13,178
"*postDate_2-4-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;13,178
"*a_0393";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_31-3-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0392";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_29-3-2023";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0391";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postLikes_4000";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postDate_27-3-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0390";-0,153;-0,145;-0,116;9,55;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postLikes_851";-0,153;-0,145;-0,116;9,55;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postDate_26-3-2023";-0,153;-0,145;-0,116;9,55;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*a_0389";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;2,165;-0,305
"*postDate_24-3-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;2,165;-0,305
"*a_0388";0;0;0;0;0;0;0;0;0;0;0
"*postDate_22-3-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0387";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_554";0;0;0;0;0;0;0;0;0;0;0
"*postDate_20-3-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0386";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_19-3-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0385";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;12,34;-0,305
"*postDate_17-3-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;12,34;-0,305
"*a_0384";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postLikes_853";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postDate_15-3-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0383";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postLikes_395";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postDate_13-3-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*a_0382";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postDate_12-3-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0381";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*postLikes_278";-0,307;2,114;2,949;-0,191;0,841;-0,21;-0,252;0,432;-0,629;-0,652;-0,61
"*postDate_10-3-2023";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*a_0380";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postLikes_710";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postDate_8-3-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0379";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;-0,325;2,369
"*postDate_6-3-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;-0,325;2,369
"*a_0378";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_582";0;0;0;0;0;0;0;0;0;0;0
"*postDate_5-3-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0377";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*postDate_3-3-2023";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*a_0376";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postLikes_537";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;7,13;1,007;-0,488;-0,457
"*postDate_1-3-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*a_0375";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_27-2-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0374";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postLikes_772";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postDate_26-2-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0373";0;0;0;0;0;0;0;0;0;0;0
"*postDate_24-2-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0372";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postLikes_335";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postDate_22-2-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0371";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_20-2-2023";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0370";-0,153;-0,145;-0,116;-0,095;16,552;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_19-2-2023";-0,153;-0,145;-0,116;-0,095;16,552;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0369";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_877";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_17-2-2023";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0368";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;12,794;-0,325;-0,305
"*postDate_15-2-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;12,794;-0,325;-0,305
"*a_0367";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_110";0;0;0;0;0;0;0;0;0;0;0
"*postDate_13-2-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0366";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_916";0;0;0;0;0;0;0;0;0;0;0
"*postDate_12-2-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0365";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postDate_10-2-2023";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*a_0364";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postDate_8-2-2023";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*a_0363";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_6-2-2023";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0362";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*postLikes_389";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*postDate_5-2-2023";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*a_0361";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;12,34;-0,305
"*postLikes_392";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;12,34;-0,305
"*postDate_3-2-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;12,34;-0,305
"*a_0360";-0,077;-0,073;-0,058;21,037;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_450";-0,077;-0,073;-0,058;21,037;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_1-2-2023";-0,077;-0,073;-0,058;21,037;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0359";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postDate_30-1-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*a_0358";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;12,794;-0,325;-0,305
"*postDate_29-1-2023";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;12,794;-0,325;-0,305
"*a_0357";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_786";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_27-1-2023";0;0;0;0;0;0;0;0;0;0;0
"*a_0356";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_25-1-2023";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0355";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;12,609;-0,314;-0,325;-0,305
"*postLikes_558";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;12,609;-0,314;-0,325;-0,305
