"";"";"";"";"vendredi";""
"350";"manière";"-0.281239978662311";"-0.691015995815332";"0.811083018867925";"641"
"351";"âme";"-0.44436855934729";"0.870154411078166";"0.811083018867925";"642"
"352";"règle";"-0.441156063199779";"1.16690071492052";"0.811083018867925";"643"
"353";"plonger";"-0.281239978662311";"-0.691015995815332";"0.811083018867925";"644"
"354";"soeur";"-0.374864986216732";"0.730711732532813";"0.811083018867925";"645"
"355";"gymnastique";"-0.38072274612704";"0.79002453677992";"0.811083018867925";"646"
"356";"thème";"-0.407286851052758";"0.956125102311781";"0.811083018867925";"647"
"357";"surf";"-0.470932664273008";"1.03625497661003";"0.811083018867925";"648"
"358";"rose";"-0.427978490769736";"0.77561766182764";"0.811083018867925";"650"
"359";"grève";"-0.433836250680044";"0.834930466074747";"0.811083018867925";"651"
"360";"forme";"-0.254675873736593";"-0.857116561347192";"0.811083018867925";"652"
"361";"bureau";"-0.315109190809332";"-0.480240383206591";"0.811083018867925";"653"
"362";"briller";"-0.441156063199779";"1.16690071492052";"0.811083018867925";"654"
"363";"base";"-0.461847702916757";"0.98639327443638";"0.811083018867925";"655"
"364";"compter";"0.906587831287644";"0.866496529908904";"0.806513788098694";"662"
