"";"";"";"";"gaza";""
"93";"poulailler";"-0.562251229750802";"-0.345572572123663";"0.58448796293509";"247"
"94";"drone";"1.73269073107998";"2.5384953509432";"0.584377911333986";"248"
"95";"argument";"0.51195983165441";"0.0294630087698167";"0.584145688772508";"249"
"96";"banque";"0.820938789320533";"-0.907685174636209";"0.583703332159189";"250"
"97";"udc";"0.452280275676575";"-0.0666224577718805";"0.583699031741384";"251"
"98";"degré";"-0.123548100702325";"-0.453987087799318";"0.583399175336244";"252"
"99";"emji_pouce_vers_le_haut";"-2.54378158714927";"0.721692655732979";"0.583215039264769";"253"
"100";"bouffer";"0.0792955225892991";"-0.245038525381044";"0.58233149887935";"254"
"101";"emji_visage_retenant_ses_larmes";"-3.13665041695013";"0.854921521879089";"0.581999193867135";"255"
"102";"expression";"0.235696466431304";"0.160981550485968";"0.58149917256052";"257"
"103";"pacifique";"1.62548866292834";"2.49020663500654";"0.580099582038484";"259"
"104";"acheter";"0.392253091539502";"-0.841778952971743";"0.579893357457374";"260"
"105";"transport";"0.791023955304436";"-1.24108226438429";"0.57933352124856";"262"
"106";"habitat";"0.190823036703534";"-0.784364153017723";"0.578365145348258";"263"
"107";"scientifique";"0.502763960294774";"-0.180054571398193";"0.577537314920769";"265"
"108";"massacrer";"1.81892644198098";"3.12735987415576";"0.577404001968809";"267"
"109";"assassiner";"1.96100631320219";"3.22694091000968";"0.577148518056477";"268"
"110";"jeune";"-0.488705545826688";"-0.0326480549136675";"0.575617373844312";"273"
"111";"bombardement";"2.0854802952405";"3.50850668645576";"0.57541408136625";"275"
"112";"terrorisme";"1.85867125998698";"3.21074370152825";"0.575370686241126";"277"
"113";"emji_drapeau_israël";"1.6799736310514";"3.39277527937701";"0.575199646896604";"279"
"114";"second";"0.06561082158739";"-0.0630186525188291";"0.574885520923292";"280"
"115";"péter";"-0.160332139638056";"0.0918670230523219";"0.574262155815084";"283"
"116";"école";"-0.448528740855853";"-0.0797206900732578";"0.57423361667874";"284"
"117";"colonisation";"1.82133571890401";"2.83381727830391";"0.573233574065509";"289"
"118";"fouine";"-0.231758936894331";"-0.495948537767938";"0.573208944399898";"290"
"119";"végétarien";"0.117877792681813";"-0.722522577435479";"0.572951701225736";"291"
"120";"égalité";"0.18512076610696";"-0.267525613792808";"0.572690744054379";"292"
"121";"sanction";"1.65011919637199";"2.40114030912438";"0.572655949764865";"293"
"122";"vivre";"-0.0472585790911753";"-0.163452410575093";"0.572506998929978";"295"
"123";"emji_visage_avec_les_sourcils_relevés";"0.023718861420207";"-0.106685315792277";"0.572499570935587";"296"
"124";"santé";"0.423920661459398";"-0.748646555098956";"0.572309179710942";"297"
"125";"coûter";"0.598537320537722";"-1.09173865198408";"0.572103932497515";"298"
"126";"mdrrr";"-0.264363063179762";"-0.184143115385591";"0.568556869702423";"306"
"127";"utiliser";"0.435768971482494";"-0.942038221152522";"0.568276756124479";"307"
"128";"coupable";"1.64097768930645";"2.637760704767";"0.568237465943623";"308"
"129";"autorisation";"1.62679419942094";"2.16637250699212";"0.56805782576349";"309"
"130";"mouton";"-0.162826551568292";"-0.389322073020094";"0.567873885165552";"310"
"131";"allemand";"0.222772981546641";"0.0270321751651614";"0.567141250350386";"311"
"132";"travailler";"0.313801860371566";"-0.659354976611989";"0.567034521799404";"312"
"133";"commenter";"0.393303355071474";"0.0906508064457405";"0.566543492275472";"314"
"134";"stériliser";"-0.530211365190498";"-0.807727776256277";"0.566301105090092";"315"
"135";"marché";"0.640770962388265";"-0.963648946523661";"0.565936742417875";"317"
"136";"route";"0.568436636758511";"-0.843445768380332";"0.565061802868066";"319"
"137";"attentat";"2.08174172079059";"3.44670451465883";"0.563927469935193";"320"
"138";"gazaouis";"2.0176356896147";"3.39382547480911";"0.563817027387015";"322"
"139";"fiscal";"0.874438773106472";"-1.3020542261587";"0.563242139715883";"323"
"140";"augmentation";"0.83286128317395";"-1.14731929065481";"0.56273449494134";"325"
"141";"gibier";"-0.231758936894332";"-0.495948537767937";"0.562637931014261";"326"
"142";"ultra";"0.717592389458737";"-0.897972682714142";"0.5624266241212";"327"
"143";"jour";"0.0385472904754913";"-0.385269848501525";"0.562086109220448";"328"
"144";"livre";"0.216307036815008";"0.0438154102088133";"0.560922064310012";"331"
"145";"vraiment";"-0.134961448790046";"-0.0610439236507162";"0.560894502541351";"333"
"146";"équipe";"0.0859166282252004";"-0.701799216695874";"0.559153810697954";"342"
"147";"fait";"0.639590898622889";"0.0554867030239171";"0.55911901640844";"343"
"148";"respect";"-0.394603682526556";"0.297828109169069";"0.558374848654614";"351"
"149";"al";"1.94641543611667";"3.06509454489969";"0.558315229225952";"352"
"150";"héritage";"0.644971599381002";"-1.06280787732367";"0.557982533266664";"353"
"151";"triste";"-0.448235935583672";"0.082612382500547";"0.557959858336419";"357"
"152";"science";"0.38179553534162";"-0.292558143773412";"0.55794773897715";"358"
"153";"emji_visage_avec_un_monocle";"-0.236346150398025";"-0.140250807200929";"0.557645341416034";"359"
"154";"produire";"0.740605472281617";"-0.934639750704212";"0.557556400956882";"360"
"155";"réduire";"0.807986051734946";"-1.05992284674712";"0.557537049076759";"361"
"156";"tete";"-0.0261677964063805";"-0.0723955812820512";"0.557049929023559";"362"
"157";"écosystème";"0.237640332137755";"-0.497788121987244";"0.556828066559521";"363"
"158";"travail";"0.349985943500817";"-0.564799527806433";"0.556777438913542";"364"
"159";"billet";"0.368659863789715";"-0.975207930486483";"0.556666605418292";"365"
"160";"extermination";"1.87775197922285";"3.27446694447425";"0.556204896924849";"366"
"161";"emji_étincelles";"-2.76798794843661";"0.774089447972724";"0.555924196926296";"369"
"162";"polluer";"0.782991736587318";"-1.09844986791104";"0.555682591635062";"370"
"163";"chf";"0.804348888520479";"-1.15331760063595";"0.555624340521156";"371"
"164";"pauvre";"-0.0165560121249448";"-0.205624945657412";"0.555221078615156";"372"
"165";"énergie";"0.418680715201009";"-0.859270472652264";"0.555108290384539";"373"
"166";"vaud";"0.483126312680362";"-1.06554767989923";"0.554682744495367";"374"
"167";"taux";"0.812065340948401";"-1.12743588505719";"0.554564092058653";"375"
"168";"divertissement";"-0.227754262911508";"-0.578417304826631";"0.554557836905482";"376"
"169";"économique";"0.895833116420183";"-0.677691066991169";"0.554472610443526";"377"
"170";"train";"0.659495694816948";"-0.573476715110352";"0.554126035863139";"378"
"171";"svp";"-0.0905620753699647";"0.142513427608433";"0.554099646935698";"379"
"172";"gars";"-0.419107150137914";"-0.118471840521703";"0.554022434888742";"380"
"173";"dépendant";"0.17264087321605";"-0.564038940807968";"0.553945809262396";"381"
"174";"niveau";"0.323595504017492";"-0.370970845642203";"0.553840253552634";"382"
"175";"phrase";"-0.211887328753631";"0.226364433701583";"0.553787671171289";"384"
"176";"relire";"0.42344443095841";"0.197013326491793";"0.553536683150298";"385"
"177";"emji_visage_expirant";"-0.439440649179852";"-0.0295223060707782";"0.553354110867117";"386"
"178";"homophobe";"-0.208966857450304";"-0.219342689644176";"0.553086116648442";"387"
"179";"céréale";"-0.00690304871568264";"-0.25466256652171";"0.553022001328438";"388"
"180";"chasse";"0.110117791276848";"-1.09399142364599";"0.552766908363179";"391"
"181";"coloniser";"1.95777732278814";"2.95764228122374";"0.552702011149029";"392"
"182";"égypte";"2.12656614389262";"3.51347106010145";"0.552631445202317";"393"
"183";"avis";"0.359094792135598";"0.0747978398705098";"0.552215477516438";"396"
"184";"canidé";"-0.231758936894331";"-0.495948537767938";"0.552067308575698";"398"
"185";"ptn";"-0.305539955364746";"0.112540469480498";"0.551983254954961";"399"
"186";"instagram";"0.30390966429151";"-0.0429603571852734";"0.55161967417689";"401"
"187";"éducation";"0.0512687892434354";"-0.188013437690794";"0.551605600082255";"402"
"188";"avion";"0.7626261140473";"-1.04251081554186";"0.551342883649069";"404"
"189";"rouler";"0.279896357416123";"-0.863943161879923";"0.551191782605279";"405"
"190";"emji_coeur_cartes";"-3.26964794656225";"0.893902776386868";"0.550930434486849";"407"
"191";"occupation";"1.81723368470896";"2.82471120567373";"0.550649343541222";"409"
"192";"vendre";"0.569656691667605";"-0.48699879538005";"0.550245690688149";"412"
"193";"domestiquer";"0.0313112331990225";"-0.481846299769851";"0.550195844936317";"413"
"194";"nain";"-0.368951763895737";"-0.460273951271697";"0.55006350935204";"414"
"195";"violer";"1.58329466127315";"2.40232549004409";"0.549728272236776";"417"
"196";"changer";"-0.0606071713017075";"-0.168293983776272";"0.549713220774458";"418"
"197";"emji_visage_grimaçant";"-1.00851635900563";"-0.00398404346399613";"0.549238024606991";"419"
"198";"palestiniennes";"2.16934770970874";"3.68038650440899";"0.549104711655031";"421"
"199";"plastique";"0.352896691902501";"-1.25494357012894";"0.548771820222206";"422"
"200";"laisser";"0.364105031667524";"-0.0860662206562233";"0.548689525863299";"423"
"201";"milliardaire";"0.864526196188716";"-1.01511926707209";"0.548122261660094";"424"
"202";"simplicité";"-2.98355802812523";"0.784585132727457";"0.548029216256674";"425"
"203";"abeille";"-0.507500647647802";"-0.397546116906344";"0.54794555358301";"426"
"204";"offrir";"0.17050611731951";"-0.554574563912147";"0.547781942232879";"427"
"205";"bizarre";"0.187869557482502";"-0.0343030368967742";"0.547742065631413";"428"
"206";"employé";"0.676485849673791";"-0.923202471146804";"0.547464493209445";"429"
"207";"profil";"0.471109979796016";"0.156468480459724";"0.547175583322354";"433"
"208";"semer";"1.93212940142372";"3.06752676356116";"0.546900161109289";"434"
"209";"syrie";"1.96879622960929";"3.1876460490202";"0.546755510692207";"436"
"210";"message";"0.279647442566505";"0.234618271186787";"0.546633339731834";"437"
"211";"étude";"0.552431466630132";"-0.491850675005963";"0.546526220233779";"438"
"212";"glutamate";"-0.141353078130971";"-9.15230780381913";"0.54652270171012";"440"
"213";"lunaire";"-0.52466242830538";"0.0586016328728178";"0.546475397114263";"442"
"214";"biologiste";"0.0476559811355518";"-0.703730609530194";"0.546199583954125";"444"
"215";"biche";"-0.047610722604791";"-0.56185422853695";"0.546199583954125";"445"
"216";"malheureusement";"0.150054174847969";"-0.0256623863856431";"0.546167721767659";"446"
"217";"couple";"-0.0885321091434311";"-0.140691808774156";"0.54609246445607";"447"
"218";"euro";"0.571075844096376";"-0.99246359311885";"0.545929830473621";"448"
"219";"apprendre";"-0.102617924778996";"-0.0495650018162047";"0.545900900390204";"449"
"220";"georges";"-2.78060180546694";"0.761150147577388";"0.545839521699713";"450"
"221";"emji_visage_souriant_aux_yeux_rieurs";"-1.97992556731846";"0.32290775604033";"0.545813328245809";"451"
"222";"emji_mains_en_prière_peau_claire";"-2.61783637570519";"0.623274383614036";"0.545743348719707";"452"
"223";"adorable";"-2.67393003013413";"0.70413002750041";"0.545736507145926";"453"
"224";"inclusif";"-0.119741760236038";"-0.286871266044152";"0.545672000878849";"454"
"225";"nourriture";"0.521591055488818";"-0.561826816786032";"0.545569181798599";"455"
"226";"absolument";"0.192248284600512";"0.134692243775126";"0.545447988205909";"456"
"227";"chômage";"0.846309377826615";"-1.26811521193665";"0.545412802969321";"457"
"228";"patron";"0.497127325003328";"-0.951014960592006";"0.545005436119053";"460"
"229";"entité";"2.1199843645363";"3.48779176097722";"0.544965754991124";"462"
"230";"nobel";"1.59902426236051";"2.5274568068399";"0.544561124770367";"463"
"231";"bêtise";"0.376559081439497";"0.0409308203412468";"0.544233120175957";"466"
"232";"projet";"0.625214548454508";"-0.682710482736211";"0.544109971847901";"467"
"233";"statistique";"0.52055723595952";"-0.269945724834874";"0.544041165163019";"468"
"234";"cash";"0.692644316443784";"-1.18217662658865";"0.543995424355455";"469"
"235";"etc";"0.45401063778313";"-0.385022954727589";"0.543667419761045";"473"
"236";"climatique";"0.711429306761659";"-0.918894880735584";"0.543506935987499";"474"
"237";"source";"0.614062998045769";"0.00496664065040924";"0.543438129302617";"475"
"238";"antisémite";"2.1035642844209";"3.53277611606251";"0.543049918858935";"478"
"239";"célestin";"-3.25086907463791";"0.968206248532016";"0.542995577215761";"479"
"240";"sérieux";"0.271692925534696";"-0.0861445542639501";"0.542986389959541";"480"
"241";"poulpe";"0.168425504206181";"0.200107302594883";"0.542934393998806";"481"
"242";"claque";"-0.358066309095022";"0.00493336747075695";"0.542837830071727";"482"
"243";"tunisien";"-0.12491308531446";"0.311634498380842";"0.542620854446104";"483"
"244";"passer";"0.143076201490757";"-0.137963117937184";"0.542523899571952";"484"
"245";"sagesse";"-3.02401580401375";"0.849828742368414";"0.54228679017206";"486"
"246";"millier";"1.17251658774737";"1.00975811220784";"0.541511346652379";"489"
"247";"ravaler";"-0.231758936894331";"-0.495948537767938";"0.541496881610671";"490"
"248";"iberia";"-0.231758936894331";"-0.495948537767938";"0.541496881610671";"491"
"249";"faim";"0.0941101117387948";"-0.198876866820027";"0.541465996791888";"492"
"250";"revenir";"0.170092968185779";"-0.539092088982928";"0.541352035720052";"493"
"251";"dépenser";"0.60557109624825";"-1.10210713406345";"0.541252735163461";"495"
"252";"gamelle";"-0.289366058784734";"-0.460782563487488";"0.541249216639802";"497"
"253";"monnaie";"0.890365967954135";"-1.1449087479127";"0.54103966900857";"498"
"254";"parmis";"0.340766830825812";"0.512958582715348";"0.541018166919544";"499"
"255";"sarkozy";"1.99171866645567";"3.23145167158156";"0.541006438507348";"500"
"256";"terreur";"1.96449960824415";"3.27198778043677";"0.541006438507348";"501"
"257";"réprimer";"2.04130818744375";"3.3388512886203";"0.541006047560275";"502"
"258";"impunité";"1.69188245538779";"2.7057699594054";"0.540836962951119";"503"
"259";"quarantaine";"-0.207998560210121";"0.0428255079621346";"0.540721242617453";"505"
"260";"beauté";"-2.42251359263581";"0.605780415773488";"0.540540234122564";"506"
"261";"moyen";"0.714699194589316";"-0.359032462618607";"0.540537106545979";"507"
"262";"lecture";"0.385581880413612";"0.0410196636577179";"0.540440738092436";"508"
"263";"libération";"1.78017132352774";"2.82719592115677";"0.540418063162191";"509"
"264";"corrompre";"1.83701432774115";"2.81381488897528";"0.540039821868876";"510"
"265";"débat";"0.408014704998192";"-0.0752083470393118";"0.539958309404115";"511"
"266";"sud";"0.650534673743092";"-0.432826070165277";"0.539913155017161";"512"
"267";"emji_ninja_peau_mate";"2.16934770970874";"3.68038650440899";"0.539508329322868";"513"
"268";"exterminer";"1.82794677215299";"3.04599475707683";"0.53943698148201";"514"
"269";"place";"0.517749215662551";"-0.477484296049527";"0.539426816858107";"515"
"270";"tunnel";"2.11354566733989";"3.46267070748612";"0.539219614909314";"516"
"271";"chou";"-2.75180795746424";"0.868976365319015";"0.539215509965045";"518"
"272";"budget";"0.733761902624207";"-0.954450286124818";"0.539152762959798";"519"
"273";"pollution";"0.661720600377251";"-1.12402498506178";"0.539131065397235";"520"
"274";"rassemblement";"1.86294313474078";"3.21047902129098";"0.539114841093698";"521"
"275";"continent";"0.821692363686252";"-0.968298774918839";"0.539020036428448";"523"
"276";"amende";"0.873207055447626";"-0.945184771504741";"0.538875386011366";"525"
"277";"connaître";"-0.142750223648117";"-0.0155337695996932";"0.538841178142462";"526"
"278";"unique";"0.589050488780005";"-0.883511080955926";"0.538581589285861";"529"
"279";"genre";"0.191067251836239";"0.0102677703544868";"0.538291506557551";"534"
"280";"dico";"-0.684354715737267";"-0.0440350027414636";"0.538127113313273";"535"
"281";"propre";"0.335547560606331";"-1.06502950086642";"0.537806927660326";"536"
"282";"moment";"-0.193474627679589";"0.191488578291442";"0.537697267006295";"537"
"283";"migros";"0.399401626005296";"-1.01965146258524";"0.537599530237997";"539"
"284";"rio";"1.74517359668674";"3.04321307153625";"0.53758037383141";"540"
"285";"sécurité";"0.853536429831131";"-0.234680325406416";"0.53741324395762";"541"
"286";"bagage";"-0.0111149056688297";"-0.587598003855795";"0.537377667773959";"542"
"287";"nigeria";"2.11100921086858";"3.45277453489872";"0.537305147091882";"544"
"288";"richesse";"0.688066841319005";"-0.933557310200038";"0.537280712899807";"545"
"289";"venezuela";"1.77978651689058";"2.84893333202517";"0.537225589362487";"547"
"290";"opprimé";"1.98501874422685";"3.35654560960344";"0.537197441173217";"548"
"291";"couper";"0.0847073173798477";"-0.575525794311574";"0.537163233304312";"549"
"292";"torture";"1.55135384020283";"2.39690606092971";"0.537133130379676";"550"
"293";"training";"-0.103076351902987";"-0.27760855519518";"0.537093644725283";"551"
"294";"vérité";"0.041371618020206";"0.170788674305171";"0.537032656981865";"552"
"295";"bête";"-0.3429320626912";"-0.0876562412532782";"0.536994344168692";"553"
"296";"fondue";"-2.9759996417364";"0.787983758495182";"0.536887420144173";"554"
"297";"renseigner";"0.676023329431386";"0.359992355909888";"0.536861617637343";"555"
"298";"société";"0.297337535233553";"-0.326491289039452";"0.536676308724649";"556"
"299";"retraite";"0.116644363353309";"-0.759922003182653";"0.536564888808788";"558"
"300";"publication";"0.475748231464617";"0.356966337374842";"0.536485917500003";"559"
"301";"nationalité";"0.406586436681021";"-0.154054506421476";"0.536437635536463";"560"
"302";"heureusement";"-0.0860421092802834";"-0.25131845271016";"0.536420629338779";"561"
"303";"traquer";"0.270921965780327";"-0.0180618584639521";"0.536412028503169";"562"
"304";"rassasier";"-0.653101349232606";"-0.237713906719412";"0.536412028503169";"563"
"305";"emji_visage_en_colère_avec_des_cornes";"-0.0213038348491424";"-0.571269327218237";"0.536412028503169";"564"
"306";"dutout";"0.16204573293422";"0.144082576956898";"0.536412028503169";"565"
"307";"emji_visage_éméché";"-0.137392790761267";"0.121619600096548";"0.536337162138652";"566"
"308";"logement";"0.819762015431677";"-1.37959133397109";"0.53620463108084";"567"
"309";"cuire";"-0.179419615478574";"-0.397104417940486";"0.53609086548254";"569"
"310";"gratuit";"0.697117265505377";"-0.974093616273108";"0.535758169523252";"570"
"311";"prouver";"0.657761024731697";"0.163960849475823";"0.53566062822849";"572"
"312";"info";"0.527973691961997";"0.131600621106798";"0.535640885401294";"573"
"313";"kosovo";"1.65209368419438";"2.62455191398843";"0.535481769942503";"574"
"314";"servir";"0.504809236705219";"-0.946147953296882";"0.53543426987311";"577"
"315";"français";"-0.0189820401493838";"-0.603796491277793";"0.53537855991518";"579"
"316";"lula";"1.98484872757381";"3.12489134681971";"0.535338683313714";"581"
"317";"emji_chat_souriant_aux_yeux_en_coeurs";"-3.41860286640222";"0.969105412366884";"0.53527691367615";"582"
"318";"carence";"0.266569310906916";"-0.601918390006183";"0.535088086239797";"583"
"319";"génération";"-0.517169583424257";"0.0670137807952567";"0.535067952465527";"585"
"320";"tjrs";"-0.482287173352206";"-0.0836590514024888";"0.535042149958696";"586"
"321";"chanson";"-2.76474414979761";"0.735665875486411";"0.534976079903327";"587"
"322";"hériter";"0.737317983688159";"-1.0741597027338";"0.534962787702838";"588"
"323";"lausanne";"-0.191774493257298";"-0.423391638526871";"0.534773960266485";"592"
"324";"accord";"0.544566899530019";"0.475769563946892";"0.53471453631136";"593"
"325";"mec";"-0.142492095442172";"-0.0665722268652024";"0.534691274960505";"594"
"326";"neutre";"1.27571403746728";"1.45551575311523";"0.534558157482082";"596"
"327";"respecter";"0.788149484005514";"0.669324124179318";"0.534343527538898";"597"
"328";"donald";"1.52377140681748";"2.62630456183942";"0.53422682983755";"598"
"329";"amérique";"0.827000432612734";"-0.861993380048332";"0.534140039587301";"599"
"330";"essayer";"0.325678383669753";"-0.0431163056107046";"0.534139062219618";"600"
"331";"qualité";"0.364608755469617";"-0.752647689665682";"0.533801870368988";"602"
"332";"raison";"-0.195935455992275";"0.0765934241175624";"0.533780368279962";"603"
"333";"achat";"0.848796119778783";"-0.762215669116068";"0.533534071623849";"605"
"334";"emji_visage_bâillant";"0.109659935901703";"0.454356580785388";"0.53346682872726";"608"
"335";"évoluer";"0.0330281589431785";"-0.344876452448351";"0.533446304005917";"609"
"336";"fruit";"0.561391660564316";"-1.03028806391291";"0.533418155816647";"610"
"337";"peau";"-0.0628402513084381";"-0.370283432775199";"0.533334102195911";"611"
"338";"orthographe";"0.328533327628262";"0.0361621626965901";"0.533202548505781";"612"
"339";"emji_ok";"-2.42146311806825";"0.678885660488334";"0.533167949689803";"614"
"340";"millionnaire";"0.854620233478414";"-1.24086289414513";"0.533079204704188";"615"
