"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"israël";-179,97;-7,803;5203,036;-141,278;-8,931;-31,273;-66,082;-25,561;-131,517
"sûr";-80,131;-4,563;-1,195;-6,368;-1,891;-3,717;18,902;-0,466;137,699
"continuer";-78,164;-4,551;135,733;22,292;-0,001;-3,025;-9,847;-0,071;0,179
"famille";-7,23;-2,958;0,297;-9,357;-2,707;-2,555;-40,334;0,082;160,993
"lire";-139,036;-2,902;-10,456;-74,461;-5,337;-1,884;1653,284;-1,258;-58,905
"emji_mains_levées";573,929;-0,588;-13,862;-45,024;-8,185;-15,933;-24,692;-5,001;-52,57
"importer";-133,187;-2,936;-2,009;-0,41;7,8;0,064;0,459;0,093;162,575
"apprendre";-48,569;-2,602;-26,348;-69,335;-0,016;-5,127;50,544;-9,215;292,085
"dernier";2,814;-4,377;1,469;-4,122;-5,452;-13,2;-0,563;-5,851;21,216
"exemple";-112,33;-0,326;-0,972;106,869;0,223;-4,933;-0,058;14,112;0,755
"sujet";-129,884;-5,725;-17,89;-20,976;-1,5;-4,722;881,33;0,002;-7,057
"compte";-125,755;-7,643;-0,404;18,107;-3,688;-13,468;103,819;0,444;6,462
"genève";-30,098;-2,372;-16,413;697,803;-8,231;-13,16;-36,399;-21,504;-63,047
"cause";-139,606;-5,555;37,353;15,279;0,862;-12,78;-3,355;34,786;25,871
"perdre";-64,434;-5,542;-3,084;24,542;-0,218;-1,704;-5,394;-0,066;68,611
"partie";-78,104;48,805;0;55,848;-1,373;-6,932;0,481;3,457;0
"manquer";-7,732;5,781;-27,546;-1,387;0,024;-14,869;0,045;0,001;85,006
"société";-114,391;-5,529;-21,787;15,687;-8,504;-12,682;-2,809;48,868;146,907
"histoire";-42,399;-2,503;30,568;-14,285;-3,397;-2,053;42,905;-0,039;10,702
"sortir";-68,716;0,342;-0,741;-3,163;0,278;-1,039;-6,066;-0,306;192,385
"entendre";0,442;-2,558;-2,515;-61,742;-2,28;0,17;18,388;0,374;28,891
"pauvre";-38,132;-3,811;-7,984;16,545;261,523;0,011;-16,847;-0,156;13,246
"idée";-48,084;-1,518;-24,692;-7,239;3,941;0,153;77,387;-1,229;42,07
"fin";-28,112;-2,613;0,689;-2,042;-6,642;6,849;0,831;-1,281;37,084
"emji_visage_souriant_avec_coeurs";1144,747;-5,811;-45,068;-105,708;-0,36;-24,85;-56,394;-13,263;-76,195
"cher";-64,754;-2,329;-31,936;859,076;-4,593;-17,452;-27,197;-9,598;-70,942
"oublier";-24,927;-0,201;6,789;6,781;-3,384;-3,254;-12,116;-0,163;30,596
"rts";-23,054;-7,138;17,551;-38,105;-6,253;-8,01;682,825;-10,991;-74,624
"manger";-12,035;-6,806;-48,441;0,016;1910,012;0,102;-19,246;-3,353;0,298
"permettre";-126,594;0,159;-0,478;123,114;-1,118;-20,652;6,013;-0,062;3,208
"écrire";-101,416;-4,971;-6,655;-59,508;-5,94;0,448;1208,682;-1,431;-47,854
"emji_visage_en_pleine_réflexion";-39,659;-1,277;-0,8;-0,034;0,044;91,564;8,872;0,515;-0,174
"parent";-51,144;1,844;-41,361;-16,522;-5,746;-3,873;-41,002;-0,175;551,67
"malheureusement";-74,919;-2,329;-1,059;-9,31;3,206;-15,881;-11,622;3,599;294,245
"gros";-57,316;6,008;-25,034;76,851;-0,949;27,038;-3,21;2,87;-0,005
"côté";-70,683;15,184;-0,375;0,03;0,003;-5,631;-1,158;2,422;91,18
"paix";0,45;-3,098;1262,484;-111,968;-5,582;-25,884;-52,216;-7,923;-15,606
"finir";-54,248;-5,036;-0,135;11,57;-2,981;-2,355;-27,946;-1,527;135,19
"social";-133,511;-6,793;-15,185;71,703;-1,749;-14,529;22,531;25,763;9,688
"population";-156,567;-5,036;89,677;118,819;1,386;-10,843;-4,052;-0,125;-0,74
"revenir";-38,549;-0,048;-11,233;220,491;0,311;-1,881;-11,15;-0,413;-6,719
"peuple";-131,014;-6,686;969,736;-0,092;-7,653;-14,115;-2,173;-14,311;-10,633
"heure";-6,483;-2,895;-7,407;9,141;-2,399;-7,523;-4,495;-6,11;49,442
"respect";-2,748;-6,779;-1,285;-71,764;-2,84;-22,963;-17,887;23,687;269,651
"espérer";-3,02;-2,126;-0,228;-22,852;0,22;-0,279;-2,082;-8,885;108,324
"gauche";-123,463;-6,567;0,399;4,316;-7,516;-1,183;645,974;-17,519;-61,006
"mort";-73,201;-4,505;240,202;-6,822;6,7;-0,117;-3,702;-1,846;8,35
"nom";-16,089;-6,355;-0,053;-47,148;-3,762;685,338;-2,623;0,248;-0,513
"attendre";-73,319;-1,999;5,274;-2,088;-0,871;0,035;0,544;0,202;75,407
"commencer";-83,164;-3,134;17,524;1,965;-2,649;-7,29;3,515;-0,015;38,647
"servir";-102,994;185,941;5,938;35,955;-5,389;-2,412;-0,909;3,483;0,163
"tuer";-101,132;-4,505;772,248;-36,253;110,777;-10,173;-29,906;9,016;-0,764
"hamas";-135,545;-5,93;4070,459;-122,971;-6,788;-25,36;-49,455;-17,386;-100,739
"lieu";-128,735;-0,298;2,26;52,592;-0,723;-5,02;5,833;0,029;9,149
"emji_visage_avec_bouche_ouverte";39,099;0,461;-4,641;-10,635;2,368;-0,004;-4,135;-0,317;-0,124
"faux";-126,022;-4,595;0,543;-8,244;-3,887;-10,51;854,765;-2,698;-38,879
"super";97,643;3,579;-17,885;-0,661;1,117;0,001;-13,968;-4,281;-11,071
"tête";-53,626;-0,808;-18,713;-31,762;-5,359;1827,151;-4,626;-7,376;-9,588
"pareil";-25,593;-0,268;-26,651;-0,808;-2,486;99,819;0,244;1,888;15,812
"moyen";-120,221;0,528;12,929;219,381;-0,172;-11,314;-13,259;-4,071;-0,196
"dieu";43,028;-1,529;-7,308;-79,389;-0,513;-3,992;1,077;0,199;23,172
"violence";-127,906;-5,824;74,131;-48,426;-6,666;-7,021;6,795;281,009;29,764
"aider";-120,532;-6,036;2,01;17,474;-0,089;-8,939;-18,597;9,626;117,651
"simple";-14,407;-0,739;-7,83;1,214;-2,312;-8,367;-0,126;-0,11;59,391
"système";-134,855;0,002;-20,746;515,447;-6,879;-10,136;-13,869;0,003;-5,02
"simplement";-77,235;-0,739;-4,665;26,118;-1,295;-12,323;79,095;7,237;-0,37
"classe";-3,456;-5,625;-33,255;61,162;-3,003;-0,128;-1,63;-0,762;0,878
"manifestation";-133,742;-5,745;1887,775;-39,362;-6,575;-13,476;-18,499;-14,858;-13,055
"droite";-123,187;-5,731;0,021;-2,615;-6,56;-0,436;912,904;-5,745;-78,944
"prix";-104,859;-3,913;-0,004;877,991;-4,722;-22,602;-41,953;-14,943;-73,393
"triste";-3,277;-4,157;-14,093;-44,262;-0,085;-7,688;-25,005;-3,4;355,771
"public";-116,162;-0,539;3,925;329,232;-3,236;-8,287;1,648;-17,126;-29,567
"chat";17,547;-0,008;-25,255;-43,465;289,623;2,929;-17,015;-0,41;13,812
"vieux";43,671;-0,552;-15,694;-20,332;0,026;0,844;-3,019;0,4;1,684
"montrer";-64,156;-5,957;4,026;-13,002;-6,818;-0,394;62,371;8,668;20,881
"ville";-64,309;-2,289;-2,478;423,445;3,56;-4,369;-36,778;-7,993;-17,314
"palestine";-118,22;-5,731;3360,463;-113,681;-6,56;-24,51;-37,901;-18,776;-60,881
"fille";55,219;-0,063;-20,039;-47,586;-4,633;0;-26,136;53,876;14,655
"entreprise";-120,405;-0,018;-13,94;1028,777;-4,309;-15,382;-45,611;-13,746;-72,795
"emji_drapeau_suisse";212,555;-4,712;-0,542;-0,256;-2,086;-10,939;-16,884;-13,413;-39,613
"pire";-76,214;-1,063;2,734;2,556;-1,632;4,804;-26,922;-2,269;120,374
"emji_visage_roulant_des_yeux";-50,627;-0,287;-5,984;-8,986;-4,206;1747,597;-22,433;-1,972;-30,886
"impôt";-126,197;-5,427;-28,011;1178,359;-2,8;-21,133;-40,096;-12,043;-81,992
"salaire";-115,976;-5,427;-39,902;1028,074;-6,211;-19,155;-34,681;0,573;-77,578
"loi";-124,486;-0,403;32,783;42,902;-0,826;-6,195;8,259;-0,119;0,304
"emji_visage_qui_pleure_à_chaudes_larmes";22,356;-2,26;-10,4;-2,609;1,364;7,468;-5,248;0,011;-0,381
"créer";-80,077;-3,785;0,855;132,862;-0,017;-2,778;1,051;0,009;-6,165
"nouveau";-51,843;-2,346;0,001;83,903;-3,071;-8,978;0,264;-0,036;0,202
"répondre";-63,582;-3,658;-9,892;-39,59;-1,667;-1,827;960,533;-7,65;-31,131
"chercher";-87,836;-3,76;-0,148;7,936;-0,271;-1,474;8,721;9,299;22,369
"normal";-89,122;-0,027;-14,446;6,958;-0,004;-0,797;-3,315;2,117;130,547
"maison";-29,938;197,451;-4,414;3,768;4,363;-0,282;-25,351;1,853;20,806
"emji_visage_souriant_avec_yeux_rieurs";584,644;-1;-24,127;-53,311;-6,151;-12,007;-26,004;-10,216;-33,312
"façon";-22,11;-3,632;-10,832;-2,659;-1,643;-7,01;-0,003;-1,04;144,975
"seulement";-60,802;0,453;1,085;48,595;0,1;-4,144;0,337;0,817;0,055
"retrouver";0,343;-3,645;-6,886;2,38;1,335;-7,055;-5,878;-1,058;15,175
"blanc";-23,683;-1,826;-2,869;-56,607;-5,817;1560,319;-21,703;-4,103;-3,71
"article";-108,841;-3,492;0,393;0,103;-2,706;-1,488;649,005;-7,158;-63,383
"accent";811,123;-5,083;-37,236;-68,263;-3,956;-17,697;-23,148;-16,65;-58,822
"acheter";-49,239;1,501;-8,858;427,655;-0,16;-4,409;-27,009;-7,12;-27,053
"rapport";-90,401;-1,045;0,024;0,341;-0,739;-5,77;213,272;8,888;-5,782
"jeu";246,199;-3,301;-16,244;-29,046;-4,015;-12,631;-14,456;0,248;-4,6
"essayer";-86,991;-2,083;-0,408;-8,38;-1,563;-0,357;1,24;-2,119;204,493
"réponse";-32,003;-3,364;-7,24;-51,737;-5,954;-4,064;606,662;-4,395;-3,071
"propre";-78,49;198,1;-0,035;1,267;-2,666;-4,331;6,776;1,258;11,164
"manifester";-111,619;-1,782;1587,232;-24,796;-3,898;-17,474;-24,117;-14,447;-9,713
"gaza";-121,906;-5,136;3231,397;-88,921;-5,878;-21,962;-42,695;-14,793;-67,893
"mauvais";-77,578;-0,86;-12,443;-3,118;6,789;-1,175;17,578;7,674;80,207
"armée";-116,064;-5,109;403,52;-0,1;-3,985;-6,921;-7,331;55,326;-2,14
"soutenir";-92,642;-5,149;618,438;-7,395;-5,893;-11,124;-0,877;5,17;-4,164
"préférer";-12,409;0,604;-6,991;-0,41;4,291;0,609;-3,735;3,382;33,023
"poser";-89,337;0,158;-15,296;-19,312;1,75;-9,866;493,611;0,036;0
"respecter";-84,665;-3,263;180,571;2,812;0,929;-3,763;-4,993;-2,312;5,095
"rappeler";35,711;-3,403;3,843;-0,676;-1,439;-5,145;-4,474;-3,485;-4,296
"justement";-96,498;-1,937;-0,377;-0,027;-2,586;-3,242;34,831;1,423;55,114
"eau";-60,004;619,4;-0,064;85,187;-0,422;0,552;-21,484;-7,314;-10,113
"voiture";-52,961;-3,098;-31,834;766,838;-1,177;-11,782;-48,629;-12,211;-43,201
"service";-98,309;-0,751;-8,065;149,359;1,05;-10,505;-4,409;62,106;-0,226
"santé";-60,711;-3,2;-20,009;380,789;2,036;-17,474;-12,466;-1,486;-7,462
"écouter";5,551;-5,122;-19,103;-53,74;-4;-5,821;107,044;0,26;3,789
"garder";-32,079;-0,191;-14,341;4,047;3,366;-3,653;-1,24;1,168;59,554
"journée";-0,865;13,703;-18,085;-21,598;-1,22;-2,634;0,053;-0,021;80,355
"sembler";-49,632;-1,837;0,053;0,667;0,014;-0,645;108,407;-0,244;-1,403
"mois";-65,736;-0,646;-12,801;473,92;-2,19;-7,124;-22,042;-1,783;-21,157
"défendre";-108,796;-4,911;358,733;-0,435;-5,621;-7,453;3,544;0,186;-0,711
"réalité";-95,924;-4,99;-0,496;0,031;-2,36;-13,694;101,262;12,069;14,248
"valoir";-13,468;-1,716;-8,883;102,17;-1,199;0;-10,791;-1,356;-0,16
"exactement";-29,413;-3,225;-3,394;-17,284;-3,927;3,876;281,648;0,32;-8,432
"ami";-0,121;-0,646;-5,338;-17,101;-0,374;-0,32;4,831;-4,522;39,412
"heureux";61,905;-3,048;-22,142;-32,857;0,439;-8,623;-13,387;11,227;18,62
"fou";-0,004;-0,67;-2,656;-35,567;-0,394;0,01;-3,138;-0,097;89,064
"terre";-71,264;-4,792;182,591;0,357;0,073;-8,329;-16,314;0,285;14,828
"plaisir";114,018;-3,086;-19,163;-19,492;2,253;-5,139;-3,392;-1,954;-0,004
"agir";-107,542;-3,035;42,06;17,896;-2,229;-13,152;2,264;9,631;4,528
"coeur";148,028;-4,725;-8,679;-28,963;6,237;-6,798;-10,078;-8,233;0,03
"air";0,207;-0,662;-17,166;-4,151;-2,216;-0,015;-2,078;0,238;40,188
"reportage";434,871;0,314;-22,142;-59,955;-5,575;-13,206;-11,204;-4,658;-18,387
"possible";-53,45;-2,959;-0,664;81,014;-2,151;-3,758;-0,062;-1,088;3,157
"manière";-57,989;-2,997;-0,743;-0,222;-2,19;-1,067;35,493;5,557;20,923
"foutre";-60,749;-4,858;8,287;-1,114;1,215;218,002;-3,138;-2,641;2,579
"ouvrir";-62,289;-0,607;-0,003;1,424;-5,439;-2,097;13,941;0,324;30,571
"mdr";-29,138;0,015;-3,796;-17,101;-1,093;541,83;-2,439;-0,079;0,014
"expliquer";-75,834;0,03;0,297;1,989;-0,32;-2,007;109,464;0,759;-0,742
"truc";-42,07;8,503;-8,07;0,324;0,07;4,085;-1,513;0;54,207
"gagner";-75,58;-4,606;-18,583;557,898;-3,43;-6,382;-13,474;-0,012;-41,204
"incroyable";308,52;-1,596;-12,717;-22,522;-3,649;-8,378;-12,839;-4,488;-20,974
"bidet";-30,813;17957,547;-33,983;-84,609;-5,015;-16,677;-38,39;-14,354;-66,817
"europe";-87,546;0,469;90,507;79,868;-3,459;-4,276;-3,185;-3,043;-5,345
"oeil";-2,68;-0,592;1,158;-14,828;-2,099;-3,607;-0,236;-1,617;59,512
"génération";-0,966;-4,593;-18,489;-30,922;-3,416;0,695;-3,576;-0,407;156,752
"canton";-53,857;-4,369;-23,72;723,497;-3,169;-16,621;-20,609;-12,293;-57,892
"trump";-103,201;-4,567;548,799;0,202;-3,387;-0,115;-0,166;-12,939;-9,835
"protéger";-75,276;-4,593;85,278;5,439;1,599;-10,467;-1,987;13,564;2,299
"interdire";-85,564;-1,309;1,652;111,873;34,533;-0,221;-17,106;0,001;0,042
"gouvernement";-106,728;-4,606;809,914;-0,294;-3,43;-7,647;-8,236;-5,137;-7,845
"bas";-26,469;-0,516;-0,35;86,852;-1,97;-0,363;-3,576;-0,01;-1,364
"situation";-99,69;-4,633;14,367;-0,968;-3,459;-9,127;0,594;2,199;107,795
"couper";-16,559;-1,34;-17,736;191,746;-0,841;-5,971;-9,268;-2,717;-2,7
"israélien";-105,581;-4,448;3126,655;-83,61;-5,091;-19,021;-43,306;-14,571;-79,775
"honte";-66,455;-4,487;8,502;-0,891;0;-0,982;-5,738;760,926;-9,004
"heureusement";-31,914;1,394;-10,16;-18,206;-0,264;4,123;-4,892;-1,388;192,156
"avis";-73,45;-1,361;-1,112;-37,074;-3,329;-13,464;147,181;12,319;52,434
"liberté";-68,593;-2,508;6,044;-7,234;-1,691;-10,893;127,076;14,273;1,452
"père";79,312;-4,421;-22,299;-12,777;-5,061;-0,871;-2,737;11,223;-0,697
"génocide";-104,953;-4,421;2719,523;-85,462;-5,061;-14,903;-31,108;-12,465;-54,748
"âge";-0,143;-4,435;-26,111;-37,209;-0,196;-8,372;-0,281;0,097;170,755
"mec";-30,318;-1,236;-12,444;-42,385;-4,985;130,231;2,459;42,021;27,257
"imaginer";-50,29;3,035;-8,25;27,893;0,2;0,239;-1,492;-4,747;28,623
"cours";-18,287;-4,25;-0,534;-6,017;-4,864;-4,097;0,008;-0,132;102,214
"choix";-62,868;-0,376;-5,558;10,602;-4,955;-11;-4,77;32,382;71,746
"absolument";-33,525;-2,646;-0,168;-9,586;0;-9,893;107,529;1,26;7,066
"reconnaître";-12,341;-4,329;399,262;-14,487;-4,955;-4,344;-1,423;-5,641;-4,712
"assurance";-90,314;-4,131;-29,862;1042,505;-4,728;-17,665;-44,142;-13,532;-71,333
"également";-14,234;-2,533;1,614;26,23;0,004;-11;0,911;2,306;-2,19
"langue";-49,938;-0,162;-17,992;-18,484;-4,395;-1,381;862,449;-12,58;-40,358
"peur";-31,719;-2,483;-0,915;-10,95;2,171;-4,179;-0,203;2,477;117,891
"équipe";-12,506;-3,867;-23,72;311,091;-2,622;-5,025;-23,47;-0,381;-18,865
"terme";-71,232;-0,282;3,847;-5,539;0,029;0,71;45,061;2,993;9,938
"rue";-48,837;-2,434;18,73;0,321;0,014;-0,257;-20,681;-0,387;72,565
"rire";182,822;-1,084;-16,972;-32,136;-1,555;0,096;-0,069;-8,06;-11,557
"mère";42,126;0,958;-23,698;-31,421;-0,086;-0,434;-15,392;43,448;6,86
"aide";-66,473;-2,421;49,881;7,612;-0,644;-8,961;-2,843;9,328;8,732
"emji_visage_souriant_aux_yeux_rieurs";235,576;0;-23,096;-20,356;-1,445;-1,197;-7,861;-6,179;-13,111
"hiver";416,027;-4,078;-29,453;-17,381;-0,075;-11,657;-35,029;-9,499;-19,364
"otage";-88,787;-0,208;2635,665;-77,953;-4,531;-14,877;-42,214;-12,97;-61,108
"solution";-66,872;1,055;2,305;113,631;-1,445;-2,574;-3,798;-1,78;-0,035
"important";-55,877;-1,114;-2,072;5,071;-0,635;-12,149;-0,436;6,278;71,585
"chance";0,637;-2,322;-9,569;17,056;-0,082;-4,686;-19,507;-0,276;7,804
"emji_pouce_vers_le_haut";425,603;-3,708;-18,766;-38,632;-1,148;-7,03;-11,716;-0,612;-45,737
"recevoir";-18,096;-2,248;-0,194;20,169;-2,794;0,926;-2,52;-1,074;5,853
"base";-76,884;1,006;-2,231;14,378;-1,481;-3,576;91,5;5,575;-2,413
