"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"démodé";-0,345;-0,092;-0,711;-1,981;341,267;-0,392;-1,031;-0,3;-1,747
"délocalisation";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"délation";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"dégradant";-2,177;-0,092;3,13;-0,246;7,89;-0,392;1,55;1,835;-1,747
"dégats";-1,866;-0,079;11,915;-0,101;9,511;-0,336;-0,883;-0,258;-0,041
"défouler";-0,345;-0,092;0,214;-1,981;-0,105;-0,392;0,013;-0,3;6,052
"défensif";-2,177;-0,092;19,198;-1,981;-0,105;-0,392;1,55;-0,3;-0,142
"défavorisé";-2,177;-0,092;0,214;-0,246;-0,105;-0,392;-1,031;10,611;2,294
"défaillant";-2,177;-0,092;-0,711;5,013;-0,105;-0,392;1,55;1,835;-1,747
"décrocher";0,091;-0,092;-0,711;-0,246;-0,105;-0,392;0,013;-0,3;2,294
"déconstruire";-0,038;-0,066;-0,508;-1,415;-0,075;-0,28;9,944;3,197;-1,248
"déception";14,868;-0,092;-0,711;-1,981;-0,105;-0,392;0,013;-0,3;-1,747
"décemment";-2,177;-0,092;-0,711;1,762;-0,105;-0,392;-1,031;10,611;0,324
"dutout";-2,177;-0,092;0,214;-1,981;149,026;1,124;-1,031;-0,3;-0,142
"duo";14,868;-0,092;-0,711;-0,246;-0,105;-0,392;-1,031;-0,3;-1,747
"dodo";-1,866;-0,079;-0,61;13,106;-0,09;-0,336;0,079;-0,258;-1,497
"djourou";-0,345;-0,092;-0,711;16,502;-0,105;-0,392;-1,031;-0,3;-1,747
"djihadiste";-2,177;-0,092;68,895;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"dissoudre";-2,177;9,257;0,214;5,013;-0,105;-0,392;-1,031;-0,3;-0,142
"disperser";-2,177;-0,092;3,13;9,927;-0,105;-0,392;-1,031;-0,3;-1,747
"discriminatoire";-1,866;-0,079;-0,61;-1,698;-0,09;107,095;-0,883;-0,258;-1,497
"dir";-0,165;-0,079;0,397;-0,101;-0,09;-0,336;-0,883;12,981;-0,041
"différer";-2,177;-0,092;-0,711;5,013;-0,105;-0,392;0,013;1,835;-0,142
"diaspora";-0,345;-0,092;32,351;-1,981;-0,105;1,124;-1,031;-0,3;-1,747
"dialoguer";0,091;-0,092;0,214;-1,981;-0,105;7,542;1,55;-0,3;-1,747
"derriere";-0,345;-0,092;-0,711;1,762;-0,105;1,124;-1,031;1,835;-0,142
"der";4,321;-0,092;-0,711;0,173;-0,105;-0,392;0,013;-0,3;-1,747
"debat";-2,177;-0,092;-0,711;-0,246;-0,105;37,442;-1,031;-0,3;0,324
"davos";0,091;-0,092;0,214;5,013;-0,105;-0,392;-1,031;-0,3;-1,747
"daesh";-2,177;-0,092;68,895;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"cuvette";-2,177;390,85;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-0,142
"cute";16,078;-0,066;-0,508;-1,415;-0,075;-0,28;-0,736;-0,215;-1,248
"cuillère";-0,345;-0,092;-0,711;-1,981;7,89;60,922;-1,031;-0,3;-1,747
"cross";0,091;-0,092;-0,711;0,173;-0,105;-0,392;0,013;-0,3;0,324
"croisé";0,091;-0,092;3,13;-1,981;-0,105;-0,392;0,013;1,835;-0,142
"cretin";14,868;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-0,142
"crasseux";4,321;9,257;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;0,324
"crado";-2,177;534,321;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"coïncidence";-2,177;-0,092;3,13;-1,981;-0,105;7,542;0,013;1,835;-0,142
"coureur";0,306;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;12,981;0,67
"coupure";-2,177;-0,092;-0,711;9,927;-0,105;-0,392;-1,031;-0,3;0,324
"corp";2,29;11,11;-0,61;-1,698;-0,09;1,542;-0,883;-0,258;-0,041
"coque";-1,866;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;0,67
"coordination";8,805;-0,092;-0,711;0,173;-0,105;-0,392;-1,031;-0,3;-1,747
"conversion";-2,177;-0,092;0,214;16,502;-0,105;-0,392;-1,031;-0,3;-1,747
"contourner";-1,866;11,11;23,646;-0,101;-0,09;-0,336;-0,883;-0,258;-1,497
"consumérisme";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"connaitre";0,091;-0,092;-0,711;-1,981;-0,105;1,124;5,641;-0,3;-0,142
"conmebol";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"congélateur";8,805;-0,092;-0,711;-1,981;7,89;-0,392;-1,031;-0,3;-0,142
"congrès";-1,866;-0,079;11,915;2,726;-0,09;-0,336;-0,883;-0,258;-1,497
"confisquer";-2,177;-0,092;-0,711;1,762;-0,105;-0,392;1,55;-0,3;0,324
"confirmation";-2,177;-0,092;-0,711;16,502;-0,105;-0,392;0,013;-0,3;-1,747
"confinement";-2,177;-0,092;0,214;1,762;7,89;-0,392;0,013;-0,3;-0,142
"confier";-2,177;-0,092;0,214;-0,246;-0,105;-0,392;-1,031;-0,3;11,597
"condamnable";-2,177;-0,092;-0,711;-0,246;-0,105;1,124;12,287;-0,3;-0,142
"comptoir";-2,177;-0,092;-0,711;0,173;-0,105;-0,392;21,487;-0,3;-1,747
"comptabiliser";-2,177;-0,092;0,214;0,173;-0,105;-0,392;12,287;-0,3;-1,747
"complaisance";-2,177;-0,092;3,13;-0,246;-0,105;-0,392;12,287;-0,3;-1,747
"communiqué";-2,177;-0,092;3,13;-0,246;-0,105;-0,392;12,287;-0,3;-1,747
"communicatif";22,509;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"commandant";-1,866;-0,079;-0,61;-1,698;-0,09;9,382;7,41;-0,258;-0,041
"comedy";0,306;-0,079;-0,61;2,726;-0,09;-0,336;0,079;-0,258;-1,497
"combo";-2,177;-0,092;-0,711;16,502;7,89;-0,392;-1,031;-0,3;-1,747
"collusion";-2,177;-0,092;0,214;16,502;-0,105;-0,392;-1,031;-0,3;-1,747
"clin";4,321;-0,092;-0,711;-0,246;-0,105;-0,392;1,55;-0,3;-1,747
"clef";-2,177;-0,092;-0,711;1,762;-0,105;19,648;-1,031;-0,3;-0,142
"clairvoyant";-2,177;-0,092;-0,711;-1,981;-0,105;1,124;1,55;-0,3;6,052
"city";0,091;-0,092;-0,711;1,762;-0,105;-0,392;0,013;-0,3;-0,142
"ciseau";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"circulaire";-2,177;-0,092;-0,711;1,762;-0,105;-0,392;12,287;-0,3;-1,747
"cij";-1,866;-0,079;39,358;-0,101;-0,09;-0,336;-0,883;-0,258;-1,497
"chérir";-0,345;-0,092;-0,711;-1,981;-0,105;-0,392;0,013;80,384;-1,747
"chouchou";0,306;-0,079;23,646;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"chlore";-2,177;-0,092;-0,711;16,502;-0,105;-0,392;0,013;-0,3;-1,747
"chirurgie";-2,177;-0,092;-0,711;16,502;-0,105;1,124;-1,031;-0,3;-1,747
"chili";-2,177;94,742;19,198;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"checker";-2,177;-0,092;0,214;-1,981;-0,105;-0,392;12,287;1,835;-0,142
"chantage";-2,177;-0,092;-0,711;-1,981;-0,105;1,124;1,55;-0,3;6,052
"chailly";14,868;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-0,142
"chahut";-2,177;-0,092;0,214;-0,246;-0,105;-0,392;1,55;-0,3;2,294
"cetait";22,509;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"cervelle";-2,177;-0,092;-0,711;-1,981;35,305;-0,392;5,641;-0,3;0,324
"centenaire";-2,177;-0,092;-0,711;16,502;7,89;-0,392;-1,031;-0,3;-1,747
"cendrier";1,416;-0,092;-0,711;1,762;-0,105;-0,392;0,013;-0,3;-1,747
"cd";22,509;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"caviar";-0,345;-0,092;3,13;-1,981;-0,105;-0,392;1,55;-0,3;0,324
"caverne";-1,555;-0,066;-0,508;-1,415;-0,075;-0,28;0,23;3,197;5,013
"catégoriser";-2,177;-0,092;-0,711;-1,981;-0,105;-0,392;21,487;1,835;-0,142
"casting";0,091;-0,092;-0,711;-0,246;-0,105;7,542;-1,031;1,835;-0,142
"casi";-0,345;-0,092;0,214;0,173;-0,105;1,124;1,55;-0,3;-1,747
"cardiovasculaires";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"caraïbe";-1,866;-0,079;-0,61;6,946;-0,09;1,542;-0,883;-0,258;-0,041
"caractéristique";-2,177;-0,092;-0,711;0,173;7,89;-0,392;5,641;-0,3;-0,142
"capturer";-2,177;-0,092;3,13;-0,246;-0,105;-0,392;12,287;-0,3;-1,747
"cancel";-0,345;-0,092;0,214;-1,981;-0,105;1,124;12,287;-0,3;-1,747
"calvitie";-2,177;-0,092;-0,711;-1,981;-0,105;-0,392;0,013;49,885;0,324
"calmement";-2,177;-0,092;-0,711;-0,246;-0,105;-0,392;33,241;-0,3;-1,747
"cachette";-2,177;-0,092;-0,711;-0,246;-0,105;1,124;-1,031;1,835;6,052
"bénévolat";-2,177;-0,092;-0,711;-0,246;-0,105;-0,392;-1,031;-0,3;18,931
"burqa";-1,866;-0,079;11,915;-1,698;-0,09;-0,336;0,079;2,395;-0,041
"bulle";1,416;-0,092;-0,711;5,013;-0,105;-0,392;-1,031;-0,3;-1,747
"brûlant";-2,177;-0,092;0,214;0,173;-0,105;-0,392;-1,031;-0,3;6,052
"brévine";-1,555;-0,066;-0,508;17,671;-0,075;-0,28;-0,736;-0,215;-1,248
"bruno";-1,866;-0,079;-0,61;0,444;97,057;-0,336;0,079;-0,258;-1,497
"brice";22,509;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"brandir";-2,177;-0,092;9,458;-1,981;-0,105;-0,392;5,641;-0,3;-0,142
"brancher";-2,177;9,257;-0,711;-1,981;-0,105;19,648;-1,031;1,835;0,324
"bousculer";0,091;-0,092;-0,711;-1,981;-0,105;-0,392;1,55;1,835;0,324
"bourg";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"boulet";14,868;-0,092;-0,711;-0,246;-0,105;-0,392;-1,031;-0,3;-1,747
"bougie";22,509;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"bosnie";-2,177;-0,092;68,895;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"bodycams";-1,555;-0,066;-0,508;-1,415;-0,075;-0,28;9,944;-0,215;1,255
"blues";8,805;-0,092;-0,711;-0,246;-0,105;-0,392;-1,031;-0,3;-0,142
"blouse";4,321;-0,092;-0,711;-1,981;-0,105;-0,392;0,013;-0,3;0,324
"blinde";-0,345;-0,092;-0,711;16,502;-0,105;-0,392;-1,031;-0,3;-1,747
"bien_pensant";-2,177;-0,092;-0,711;-1,981;7,89;-0,392;21,487;-0,3;-0,142
"biden";-2,177;-0,092;48,917;-0,246;-0,105;-0,392;-1,031;-0,3;-1,747
"baume";8,805;-0,092;-0,711;-0,246;7,89;-0,392;-1,031;-0,3;-1,747
"bashing";-2,177;-0,092;0,214;-1,981;-0,105;1,124;-1,031;-0,3;11,597
"bangladesh";-0,345;-0,092;0,214;9,927;-0,105;-0,392;-1,031;-0,3;-1,747
"banania";-0,345;-0,092;0,214;-1,981;-0,105;37,442;-1,031;-0,3;-0,142
"bactérie";-2,177;-0,092;-0,711;5,013;-0,105;-0,392;-1,031;-0,3;2,294
"baby";4,321;-0,092;0,214;-1,981;-0,105;-0,392;-1,031;-0,3;0,324
"babtou";-2,177;-0,092;0,214;-1,981;-0,105;90,09;-1,031;-0,3;-1,747
"baba";1,416;-0,092;0,214;-0,246;-0,105;1,124;-1,031;-0,3;-0,142
"axer";-2,177;-0,092;0,214;9,927;-0,105;-0,392;-1,031;-0,3;-0,142
"aveugler";-2,177;-0,092;3,13;-1,981;-0,105;-0,392;12,287;-0,3;-0,142
"avant_gardiste";14,868;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-0,142
"autodérision";22,509;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-1,747
"austérité";-0,345;-0,092;0,214;5,013;-0,105;-0,392;-1,031;1,835;-1,747
"audacieux";1,416;-0,092;-0,711;-1,981;-0,105;-0,392;5,641;1,835;-1,747
"attester";-2,177;-0,092;3,13;-1,981;-0,105;1,124;5,641;-0,3;-0,142
"atterrir";-0,345;-0,092;-0,711;1,762;-0,105;1,124;-1,031;-0,3;0,324
"asso";-2,177;-0,092;-0,711;-0,246;7,89;1,124;-1,031;-0,3;6,052
"articuler";4,321;-0,092;-0,711;-1,981;-0,105;-0,392;0,013;-0,3;0,324
"aromat";14,868;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;-0,3;-0,142
"araignée";-2,177;-0,092;-0,711;9,927;-0,105;-0,392;1,55;-0,3;-1,747
"anxiogène";-2,177;-0,092;-0,711;-1,981;-0,105;-0,392;12,287;-0,3;2,294
"anonymat";-2,177;-0,092;-0,711;5,013;-0,105;1,124;0,013;1,835;-1,747
"anarchie";-2,177;-0,092;9,458;-0,246;-0,105;-0,392;0,013;-0,3;0,324
"aménager";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"americain";-2,177;-0,092;19,198;0,173;-0,105;-0,392;0,013;-0,3;-1,747
"amazonie";-0,345;-0,092;0,214;9,927;-0,105;-0,392;-1,031;-0,3;-1,747
"altérer";-0,345;-0,092;-0,711;5,013;-0,105;-0,392;0,013;-0,3;-0,142
"alternatif";2,29;-0,079;-0,61;0,444;-0,09;-0,336;-0,883;-0,258;-0,041
"allouer";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"allergique";-0,345;-0,092;-0,711;9,927;-0,105;-0,392;-1,031;-0,3;-0,142
"alcoolisme";4,321;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;1,835;0,324
"aisance";-2,177;-0,092;-0,711;-0,246;-0,105;-0,392;33,241;-0,3;-1,747
"agiter";-2,177;-0,092;19,198;-0,246;-0,105;-0,392;0,013;1,835;-1,747
"affectif";-2,177;-0,092;-0,711;-1,981;-0,105;-0,392;-1,031;1,835;18,931
"addictions";-2,177;-0,092;-0,711;16,502;-0,105;-0,392;-1,031;-0,3;-0,142
"adam";-2,177;-0,092;-0,711;0,173;-0,105;-0,392;-1,031;-0,3;11,597
"achete";0,091;-0,092;-0,711;9,927;-0,105;-0,392;-1,031;-0,3;-1,747
"accumulation";-2,177;-0,092;-0,711;16,502;-0,105;-0,392;-1,031;-0,3;-0,142
"acceptation";-2,177;9,257;0,214;-1,981;-0,105;-0,392;-1,031;-0,3;11,597
"accaparer";-2,177;-0,092;9,458;5,013;-0,105;-0,392;-1,031;-0,3;-1,747
"abstrait";-2,177;-0,092;3,13;-1,981;-0,105;-0,392;12,287;-0,3;-0,142
"abriter";-0,345;-0,092;9,458;0,173;-0,105;-0,392;-1,031;-0,3;-0,142
"aboyer";-2,177;-0,092;3,13;-1,981;-0,105;-0,392;1,55;-0,3;2,294
"5k";-2,177;-0,092;0,214;0,173;7,89;1,124;0,013;-0,3;-0,142
"5ans";-0,345;-0,092;-0,711;0,173;-0,105;-0,392;5,641;-0,3;-0,142
"4x";-2,177;-0,092;0,214;16,502;-0,105;-0,392;-1,031;-0,3;-1,747
"3e";-0,345;-0,092;-0,711;9,927;-0,105;1,124;-1,031;-0,3;-1,747
"3a";-2,177;-0,092;-0,711;24,74;-0,105;-0,392;-1,031;-0,3;-1,747
"21ème";-2,177;-0,092;19,198;-1,981;-0,105;-0,392;0,013;1,835;-0,142
"1h";-2,177;-0,092;-0,711;0,173;-0,105;-0,392;0,013;-0,3;6,052
"18ans";-0,345;-0,092;0,214;9,927;-0,105;-0,392;-1,031;-0,3;-1,747
"14h";-2,177;-0,092;-0,711;9,927;-0,105;-0,392;-1,031;-0,3;0,324
"évacuation";-0,038;13,708;0,693;-1,415;-0,075;-0,28;-0,736;3,197;0
"étonnamment";-1,866;-0,079;0,397;0,444;-0,09;-0,336;2,254;-0,258;-0,041
"épidémie";-1,866;-0,079;0,397;-1,698;9,511;9,382;0,079;-0,258;-0,041
"éphémère";0,306;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;-1,497
"énervant";0,306;-0,079;-0,61;-1,698;-0,09;44,968;-0,883;-0,258;-1,497
"émirat";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"émetteur";-1,555;-0,066;-0,508;9,766;-0,075;-0,28;0,23;-0,215;-1,248
"émancipation";-1,866;-0,079;-0,61;-1,698;-0,09;-0,336;26,661;2,395;-1,497
"élitiste";-0,038;-0,066;-0,508;-0,012;-0,075;-0,28;9,944;-0,215;-1,248
"éliminatoire";-1,866;-0,079;0,397;13,106;-0,09;-0,336;-0,883;-0,258;-1,497
"élan";-1,866;-0,079;-0,61;2,726;-0,09;1,542;-0,883;-0,258;0,67
"éducateur";-1,866;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;0,67
"éditorial";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"écureuil";-0,165;-0,079;-0,61;-0,101;9,511;-0,336;0,079;-0,258;0,67
"éclairé";-0,165;-0,079;-0,61;0,444;-0,09;-0,336;2,254;-0,258;-0,041
"éclair";-0,165;-0,079;-0,61;2,726;-0,09;1,542;-0,883;-0,258;-0,041
"zoom";11,783;-0,079;0,397;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"your";-0,165;-0,079;-0,61;-1,698;-0,09;72,714;-0,883;-0,258;-1,497
"yogourt";-0,165;11,11;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;-1,497
"yavait";6,115;-0,079;0,397;-1,698;-0,09;-0,336;-0,883;-0,258;-0,041
"wue";-1,866;-0,079;0,397;0,444;9,511;-0,336;0,079;-0,258;-0,041
"women";-1,555;-0,066;5,656;-1,415;-0,075;2,149;0,23;-0,215;0
"wish";6,115;-0,079;0,397;-0,101;-0,09;-0,336;-0,883;-0,258;-1,497
"way";0,306;-0,079;11,915;-0,101;-0,09;-0,336;-0,883;-0,258;-1,497
"watch";-1,866;-0,079;23,646;-0,101;-0,09;-0,336;0,079;-0,258;-1,497
"washington";-1,866;-0,079;23,646;-1,698;-0,09;-0,336;2,254;-0,258;-1,497
"wake";19,294;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"vr";-0,165;-0,079;-0,61;0,444;-0,09;-0,336;0,079;-0,258;0,67
"voui";0,153;-0,039;2,083;-0,849;-0,045;-0,168;1,127;-0,129;-0,749
"vouer";-1,866;-0,079;-0,61;6,946;9,511;-0,336;-0,883;-0,258;-0,041
"voisinage";-1,866;-0,079;0,397;-1,698;97,057;-0,336;-0,883;-0,258;0,67
"vivable";-1,866;-0,079;-0,61;13,106;-0,09;-0,336;-0,883;-0,258;-0,041
"viva";-0,165;316,38;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"vitalité";-1,866;-0,079;-0,61;13,106;9,511;-0,336;-0,883;-0,258;-1,497
"visée";-1,866;-0,079;11,915;-0,101;-0,09;-0,336;-0,883;-0,258;0,67
"virulent";-1,866;-0,079;-0,61;0,444;-0,09;-0,336;0,079;12,981;-0,041
"viral";-1,866;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;0,67
"vil";-0,165;-0,079;-0,61;-1,698;-0,09;-0,336;15,545;2,395;-1,497
"viking";-1,244;-0,052;-0,406;1,817;-0,06;-0,224;-0,589;-0,172;2,257
"vietnam";-1,866;-0,079;4,165;0,444;-0,09;-0,336;2,254;-0,258;-1,497
"vien";-1,866;-0,079;0,397;-1,698;9,511;23,858;-0,883;-0,258;-0,041
"veuf";2,29;-0,079;-0,61;-1,698;-0,09;-0,336;0,079;12,981;-1,497
"vertical";-0,038;-0,066;-0,508;4,188;-0,075;-0,28;0,23;-0,215;-1,248
"verrue";-1,866;-0,079;-0,61;-1,698;-0,09;9,382;-0,883;-0,258;8,186
"vermelho";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"velo";-0,165;-0,079;-0,61;2,726;-0,09;-0,336;-0,883;-0,258;0,67
"vasi";-1,866;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;24,044
"vape";-1,866;-0,079;-0,61;0,444;-0,09;-0,336;0,079;-0,258;3,385
"valérie";11,783;-0,079;-0,61;-1,698;-0,09;-0,336;0,079;-0,258;-1,497
"valaisannes";11,783;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-0,041
"vaisseau";2,29;-0,079;-0,61;2,726;-0,09;-0,336;-0,883;-0,258;-1,497
"unrwa";-1,866;-0,079;39,358;-1,698;-0,09;-0,336;-0,883;-0,258;-0,041
"uk";-1,866;-0,079;-0,61;6,946;-0,09;-0,336;2,254;-0,258;-1,497
"truffe";0,306;-0,079;-0,61;-1,698;9,511;-0,336;0,079;-0,258;0,67
"troupeau";-0,165;-0,079;4,165;-1,698;-0,09;-0,336;0,079;2,395;-0,041
"trot";-0,038;-0,066;-0,508;9,766;-0,075;-0,28;-0,736;-0,215;-1,248
"tricoter";11,783;-0,079;-0,61;-0,101;-0,09;-0,336;-0,883;-0,258;-1,497
"tremper";0,306;200,89;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"tremblement";-1,866;-0,079;0,397;2,726;9,511;1,542;-0,883;-0,258;-1,497
"traducteur";-1,866;-0,079;-0,61;0,444;-0,09;-0,336;15,545;-0,258;-1,497
"tortue";19,294;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"tite";6,115;-0,079;-0,61;-0,101;-0,09;-0,336;-0,883;-0,258;-0,041
"tigre";2,29;-0,079;-0,61;2,726;-0,09;-0,336;-0,883;-0,258;-1,497
"territorial";-1,866;-0,079;0,397;6,946;-0,09;-0,336;0,079;-0,258;-1,497
"terr0risme";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"terminal";-1,866;-0,079;-0,61;6,946;-0,09;-0,336;0,079;-0,258;-0,041
"temporairement";-1,866;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;0,67
"teint";11,783;-0,079;-0,61;-0,101;-0,09;-0,336;-0,883;-0,258;-1,497
"taxées";-1,866;-0,079;-0,61;21,205;-0,09;-0,336;-0,883;-0,258;-1,497
"tardif";-1,866;-0,079;-0,61;0,444;-0,09;-0,336;0,079;-0,258;3,385
"tapette";19,294;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"tampon";-1,866;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;2,395;-0,041
"talon";6,115;-0,079;-0,61;-1,698;-0,09;-0,336;0,079;-0,258;-0,041
"t3rroriste";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"sécu";-1,866;-0,079;-0,61;21,205;-0,09;-0,336;-0,883;-0,258;-1,497
"symboliser";-1,866;-0,079;11,915;-0,101;-0,09;1,542;-0,883;-0,258;-0,041
"swatch";1,526;-0,052;-0,406;1,817;-0,06;-0,224;-0,589;-0,172;-0,998
"suva";-1,866;-0,079;-0,61;13,106;-0,09;-0,336;-0,883;-0,258;-0,041
"suspect";-1,866;-0,079;11,915;-0,101;-0,09;-0,336;2,254;-0,258;-1,497
"survoler";-1,866;-0,079;4,165;-0,101;-0,09;-0,336;7,41;-0,258;-1,497
"survenir";-1,866;-0,079;-0,61;0,444;-0,09;-0,336;-0,883;-0,258;8,186
"surtt";-0,165;-0,079;-0,61;-0,101;9,511;1,542;-0,883;2,395;-0,041
"surcroît";-1,866;-0,079;-0,61;-1,698;-0,09;-0,336;2,254;2,395;3,385
"sucré";-1,866;-0,079;-0,61;0,444;-0,09;-0,336;-0,883;-0,258;8,186
"sucette";-0,165;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;-0,041
"streaming";-1,866;-0,079;-0,61;21,205;-0,09;-0,336;-0,883;-0,258;-1,497
"stockholm";-1,866;-0,079;0,397;13,106;-0,09;-0,336;-0,883;-0,258;-1,497
"statique";-0,165;-0,079;-0,61;2,726;-0,09;-0,336;-0,883;-0,258;0,67
"stat";-1,866;-0,079;-0,61;-0,101;-0,09;-0,336;0,079;2,395;3,385
"squatteur";-1,866;-0,079;-0,61;2,726;-0,09;-0,336;-0,883;-0,258;3,385
"spécimen";-0,165;-0,079;-0,61;2,726;-0,09;1,542;-0,883;2,395;-1,497
"sp";2,29;-0,079;0,397;0,444;-0,09;-0,336;-0,883;-0,258;-1,497
"soviétique";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"soute";-1,866;-0,079;-0,61;-0,101;-0,09;-0,336;-0,883;-0,258;15,072
"soustraire";-1,866;-0,079;-0,61;13,106;-0,09;-0,336;0,079;-0,258;-1,497
"soupçon";-1,866;-0,079;4,165;-1,698;-0,09;1,542;0,079;-0,258;0,67
"souffrant";-1,866;-0,079;-0,61;-1,698;-0,09;-0,336;2,254;-0,258;8,186
"sorcellerie";-1,555;-0,066;-0,508;-1,415;50,978;2,149;-0,736;3,197;0
"songeur";-1,866;-0,079;-0,61;-1,698;-0,09;-0,336;2,254;-0,258;8,186
"somalie";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"solliciter";-1,866;-0,079;0,397;-1,698;-0,09;-0,336;-0,883;2,395;8,186
"solde";2,29;-0,079;0,397;-0,101;-0,09;-0,336;-0,883;-0,258;-0,041
"sobre";-1,866;-0,079;-0,61;-1,698;-0,09;9,382;-0,883;-0,258;8,186
"sniper";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"smart";2,29;-0,079;-0,61;-1,698;-0,09;1,542;2,254;-0,258;-1,497
"similitude";8,752;-0,066;-0,508;-1,415;11,786;-0,28;-0,736;-0,215;-1,248
"shop";0,732;-0,066;-0,508;-0,012;-0,075;2,149;-0,736;-0,215;0
"shit";-1,866;-0,079;-0,61;-0,101;-0,09;1,542;-0,883;2,395;3,385
"seringue";-0,165;-0,079;-0,61;2,726;-0,09;1,542;-0,883;-0,258;-0,041
"secu";-1,866;-0,079;-0,61;21,205;-0,09;-0,336;-0,883;-0,258;-1,497
"sdb";-1,866;457,984;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"scanner";-0,165;-0,079;-0,61;13,106;-0,09;-0,336;-0,883;-0,258;-1,497
"savoureux";19,294;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"saucisse";19,294;-0,079;-0,61;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"satanique";-1,866;-0,079;39,358;-1,698;-0,09;-0,336;0,079;-0,258;-1,497
"satan";-1,866;-0,079;-0,61;-1,698;97,057;-0,336;0,079;-0,258;0,67
"sangsue";-1,866;11,11;0,397;0,444;-0,09;1,542;-0,883;-0,258;-0,041
"sandra";2,29;-0,079;-0,61;-0,101;9,511;1,542;-0,883;-0,258;-1,497
"sam";2,29;-0,079;0,397;-0,101;-0,09;-0,336;-0,883;-0,258;-0,041
