"";"";"";"";"emji_mains_en_prière";""
"38";"niveau";"-0.39295939632609";"-0.0989369741287042";"0.830059419362731";"165"
"39";"emji_visage_avec_une_main_sur_la_bouche";"0.592781515256144";"-3.05863221355504";"0.829415692888327";"167"
"40";"commentaire";"-0.279020678964872";"-0.27374520297758";"0.829009603757277";"170"
"41";"rip";"3.74623965532734";"1.28968173346692";"0.827681341357521";"176"
"42";"système";"-0.469435544419731";"0.0400580103399211";"0.823366669407351";"192"
"43";"emji_applaudissements_peau_moyennement_claire";"3.81296346740079";"1.42554786834601";"0.823294676321895";"196"
"44";"apprendre";"-0.328512374555775";"-0.0950794305488944";"0.822849783118323";"198"
"45";"emji_étourdissement";"4.13767447775482";"1.41207897367621";"0.821274758903379";"207"
"46";"entreprise";"-0.491920377384643";"0.0799097952149363";"0.821023986331341";"209"
"47";"arriver";"-0.305146856705051";"-0.102535154922153";"0.820310071612064";"211"
"48";"assurance";"-0.472175607203917";"-0.0112376420500317";"0.820239682829348";"213"
"49";"emji_drapeau_algérie";"4.79632622707956";"1.71488488273676";"0.819861668996248";"215"
"50";"emji_mains_qui_forment_un_coeur_peau_claire";"3.30159445562732";"1.04124637936531";"0.819653009371133";"217"
"51";"place";"-0.420481052064634";"0.119005060760549";"0.819542111944234";"220"
"52";"lire";"-0.403105550829016";"-0.0671863906416019";"0.819532586396716";"221"
"53";"demander";"-0.462120716521004";"0.17285148545092";"0.81921683956371";"223"
"54";"emji_coeur_vert";"3.94667519430877";"1.57086840218171";"0.818964863764617";"224"
"55";"emji_visage_avec_lunettes_de_soleil";"2.67452264308041";"0.631343759188884";"0.818700153812525";"225"
"56";"emji_tête_de_fou";"0.581762735687184";"-2.42877072620908";"0.818566294802661";"227"
"57";"santé";"-0.326290662712786";"0.0185031575797886";"0.818526287503083";"228"
"58";"hygiène";"0.30409596252621";"-2.78824759002728";"0.818358637866759";"230"
"59";"emji_partition";"4.13163654079274";"1.39663051079764";"0.818319733525315";"231"
"60";"malheureusement";"-0.402349282252047";"0.161081299176894";"0.818250648238576";"232"
"61";"emji_singe_ne_rien_voir";"0.570193974874043";"-2.73629263304731";"0.818177151119302";"233"
"62";"salle";"0.241851439416048";"-2.75101161295175";"0.818073974399339";"234"
"63";"maladie";"-0.425824132116342";"-0.0347432213935555";"0.818034568713289";"235"
"64";"compte";"-0.434209454258463";"0.106887996588918";"0.817906425031936";"236"
"65";"genre";"-0.293014972751788";"-0.125532562042193";"0.817707391223261";"238"
"66";"cul";"0.230966726065868";"-2.69226850493759";"0.817574735440451";"239"
"67";"permettre";"-0.436341675488131";"0.134529596139568";"0.817493818421005";"241"
"68";"emji_applaudissements_peau_claire";"3.18772785339411";"1.21711161916498";"0.817398262139057";"243"
"69";"exemple";"-0.319575158048138";"0.158852879846134";"0.817320252918327";"247"
"70";"emji_coeur_violet";"3.91818864868649";"1.1279557691717";"0.817288768477056";"248"
"71";"emji_fleur_de_cerisier";"4.48640800693819";"1.61313770174474";"0.817219582921395";"249"
"72";"emji_coeur_avec_ruban";"4.36495356931522";"1.57326380649112";"0.817163933670103";"250"
"73";"étude";"-0.450111039660051";"-0.0956090748211996";"0.816870847613299";"251"
"74";"emji_drapeau_brésil";"4.12002016590655";"1.57718059129985";"0.816541464207003";"256"
"75";"emji_mains_qui_forment_un_coeur_peau_moyennement_claire";"3.61679807758934";"1.14343289995322";"0.816528228709399";"257"
"76";"partir";"-0.416427504566296";"0.0662653459244725";"0.816498649377631";"258"
"77";"exister";"-0.288083593624267";"-0.0428062073463669";"0.816322978227606";"259"
"78";"connaître";"-0.227634904667703";"-0.324183231680355";"0.81621789639814";"261"
"79";"écrire";"-0.36930363369228";"-0.088865413201454";"0.816203056597795";"262"
"80";"répondre";"-0.384647781866482";"-0.0678821025360548";"0.816125949797357";"263"
"81";"aider";"-0.51206722424676";"0.27917013008714";"0.816117226401208";"264"
"82";"emji_coeur_enflammé";"4.03437339639435";"1.43721165414165";"0.815976950180384";"265"
"83";"emji_pouce_vers_le_haut_peau_moyennement_claire";"3.45719480342645";"0.832467754530526";"0.815953186446048";"266"
"84";"importer";"-0.440999528131255";"-0.0247789340684887";"0.815651878337702";"270"
"85";"emji_couronne";"4.44282575723081";"1.59882950441774";"0.815416948255221";"274"
"86";"emji_feuille";"4.03894338137246";"1.73253642524259";"0.8153654100297";"275"
"87";"emji_sapin_de_noël";"3.9457492747763";"1.21604962896449";"0.814863263272096";"278"
"88";"emji_coeur_grandissant";"4.20736939054625";"1.39291255966534";"0.814766002418486";"280"
"89";"félicitation";"3.06880056074783";"1.26508677187188";"0.814651996655029";"283"
"90";"emji_cent_points";"3.84055801786915";"1.18674327603373";"0.81435850952254";"285"
"91";"jean";"0.324253192057239";"-2.37049428858451";"0.814307272103782";"287"
"92";"emji_yeux";"0.50321971431274";"-2.10852004593569";"0.813577815701712";"289"
"93";"pull";"0.609536205186477";"-2.97658694494119";"0.812134244042522";"291"
"94";"piscine";"0.445735618670116";"-3.11082794610832";"0.812016428060057";"293"
"95";"emji_visage_qui_vomit";"0.12175575393485";"-2.26934352670051";"0.811696068856674";"294"
"96";"intime";"0.4738134785926";"-3.17415852622766";"0.81149954177103";"295"
"97";"valaisan";"0.723303166368584";"-3.41308469631577";"0.811425944382835";"296"
"98";"emji_visage_aux_yeux_en_spirales";"0.259861928412716";"-2.82389143281236";"0.810537962816273";"305"
"99";"odeur";"0.505336187761996";"-2.89689043015534";"0.810087755359875";"307"
"100";"emji_visage_qui_tire_la_langue_les_yeux_plissés";"0.978960942446891";"-2.75047781081592";"0.809937652784769";"308"
"101";"emji_visage_étourdi";"0.467375754170769";"-3.6050985235782";"0.809755063079178";"309"
"102";"japonais";"0.57729238252668";"-3.37740031760633";"0.809657802225569";"311"
"103";"emji_visage_avec_des_symboles_dans_la_bouche";"0.0638535957856836";"-2.04918617867155";"0.809447738835557";"312"
"104";"tecktonik";"0.498156299788421";"-3.15895266783";"0.809291319318412";"315"
"105";"emji_femme_avec_la_paume_sur_le_visage_peau_claire";"0.364370404190585";"-2.75630217834752";"0.809283698880397";"316"
"106";"hygiénique";"0.459428666771097";"-3.58958326141939";"0.809251011212071";"318"
