"";"";"";"";"otage";""
"71";"gruyère";"0.345779595918289";"-1.66125461483354";"0.928402599731212";"208"
"72";"extermination";"-1.85041383762029";"5.20246585316622";"0.928076270317679";"210"
"73";"enfance";"2.80980558670385";"1.26827117391184";"0.926694086460017";"211"
"74";"free";"-1.26854186879021";"3.88611578164262";"0.92646742970601";"213"
"75";"hérisson";"0.389578574224731";"-1.78693466043334";"0.925929647842467";"214"
"76";"emji_étincelles";"3.15898423091479";"1.55218659200163";"0.924634184829816";"216"
"77";"santé";"-0.531710780114159";"-0.58767853210368";"0.924203396216611";"218"
"78";"trottinette";"0.295086038717374";"-1.57593268315217";"0.92399025439949";"219"
"79";"jordanie";"-1.95203983370617";"5.34630260640553";"0.923459230004389";"220"
"80";"requin";"0.182499901874788";"-1.66658836964963";"0.92314472616063";"221"
"81";"vendredi";"0.416673916914328";"-1.801327148928";"0.922791648434513";"222"
"82";"neuchâtel";"0.789140804183458";"-1.05135872215044";"0.922468416194017";"223"
"83";"continent";"-1.10408381322048";"-0.684082777537785";"0.920939257397732";"225"
"84";"extrême";"-0.855951266356452";"0.221898030947329";"0.92089054731271";"226"
"85";"soir";"0.586250068090968";"-0.949394708536824";"0.920162711649223";"227"
"86";"attentat";"-1.82265712103775";"4.81258453884716";"0.920107244095758";"228"
"87";"autoroute";"-0.137623592765639";"-1.26992111010902";"0.919471760500984";"230"
"88";"gens";"-0.311249872993392";"-0.258893046151667";"0.917177599964779";"233"
"89";"frontalier";"-0.505859922938906";"-1.03133935595439";"0.916812415107703";"234"
"90";"marché";"-0.771829327858974";"-0.960499391844581";"0.916659527384193";"236"
"91";"gauche";"-0.690732189546678";"-0.0756623700986222";"0.915264673273201";"240"
"92";"simplicité";"3.45107496310085";"1.66438684516207";"0.915057162679782";"241"
"93";"conduire";"0.0134191874884399";"-1.04891191618154";"0.913570519622447";"242"
"94";"emji_coeur_cartes";"3.73175769963226";"1.71719189629512";"0.913510265528835";"243"
"95";"emji_visage_souriant_avec_yeux_rieurs";"2.13539085858994";"0.743886289915688";"0.912708379273667";"244"
"96";"orient";"-1.66341507746741";"3.80760573576978";"0.912626726529988";"245"
"97";"témoignage";"2.80593418096063";"1.60845730198994";"0.912413584712866";"246"
"98";"bouteille";"0.0738285089433091";"-1.60064584028403";"0.912206918803002";"248"
"99";"profiter";"-0.534381348676754";"-0.468018529694218";"0.912157364034424";"249"
"100";"amérique";"-1.072034889641";"-0.486835642915432";"0.911705176771151";"250"
"101";"canard";"0.272558575491066";"-2.09864654994697";"0.911301699592901";"252"
"102";"chômage";"-1.01603191745688";"-1.06157908608573";"0.910625671187473";"253"
"103";"français";"0.377197365356733";"-0.630460330681313";"0.910374237049177";"254"
"104";"patron";"-0.585792598611227";"-0.674489569223756";"0.910091549619336";"255"
"105";"poussin";"0.104914923928366";"-1.6464247690764";"0.909307683280014";"256"
"106";"hériter";"-0.98549698638608";"-0.883505655501306";"0.909267420030544";"257"
"107";"millionnaire";"-1.17640774376488";"-1.03468857073576";"0.907247781649813";"260"
"108";"billet";"0.0762400887012182";"-1.14435402587795";"0.906738437465965";"261"
"109";"cause";"-0.81307530607559";"0.1981667956057";"0.906511499150773";"262"
"110";"automobiliste";"0.114427611526694";"-1.66357884675076";"0.90640647682873";"263"
"111";"acheter";"-0.0659496898642579";"-0.809618823169211";"0.904924620311542";"265"
"112";"occupation";"-1.76930828125519";"4.62703444864829";"0.904090072958902";"266"
"113";"samedi";"-0.0267714550838596";"-0.92786070614952";"0.903703489451758";"267"
"114";"protéine";"-0.0371808839025959";"-1.71821510102012";"0.903577631602018";"268"
"115";"réalité";"-0.801505202263181";"0.194250077338306";"0.903516251263666";"269"
"116";"égypte";"-1.90217478449452";"5.0801287451173";"0.902370015679119";"272"
"117";"kidnapper";"-1.89682608221957";"5.11282603108488";"0.902370015679119";"273"
"118";"palestiniennes";"-2.06130640407994";"5.53534253826371";"0.90222050668983";"274"
"119";"sujet";"-0.46916650828211";"-0.252277979649401";"0.902065366476839";"275"
"120";"piste";"0.114439121352942";"-1.26157216313366";"0.901679346092065";"276"
"121";"montrer";"-0.588888730101334";"0.27935249408906";"0.901420309801772";"277"
"122";"abeille";"0.635794311162296";"-1.93436464649986";"0.901175914693104";"280"
"123";"tupperware";"0.248715896267258";"-2.14066763029465";"0.901078212961874";"281"
"124";"vin";"0.455126481193639";"-1.47575956507571";"0.900460467721762";"282"
"125";"frais";"-0.665750914484045";"-0.791824350904708";"0.899862994886977";"283"
"126";"transport";"-0.722201117413688";"-1.17666771650931";"0.899862994886977";"284"
"127";"syrie";"-1.89902714698317";"4.79102561096137";"0.899193160827621";"287"
"128";"tram";"0.182836723786211";"-1.88758205008005";"0.898680719470737";"290"
"129";"exterminer";"-1.90930310168883";"4.9800406735685";"0.898580483688841";"291"
"130";"emji_mains_en_prière_peau_claire";"2.89398927340471";"1.37964780103254";"0.898376351829642";"293"
"131";"américain";"-1.06679709128496";"0.243174884172004";"0.897401023884451";"296"
"132";"budget";"-0.933595710258319";"-0.830199267851562";"0.897259680169531";"298"
"133";"équipe";"-0.0156330450432787";"-0.599619617655503";"0.897110452741427";"299"
"134";"geneve";"0.285103071501698";"-1.44740185104257";"0.896067268550627";"300"
"135";"célestin";"3.67113757790433";"1.79572288058521";"0.895636479937422";"301"
"136";"logement";"-1.03343064047934";"-0.824148159424283";"0.89528481001723";"302"
"137";"protéger";"-0.694259600527936";"0.24440061022586";"0.895276081620492";"303"
"138";"insecte";"0.071103333466026";"-2.10612242624651";"0.895117844234465";"304"
"139";"dépenser";"-0.715652260013804";"-0.786105570116831";"0.893828857129072";"306"
"140";"pot";"0.104391466815957";"-1.3379208973557";"0.893653444510754";"307"
"141";"sagesse";"3.38245508805319";"1.60669111649729";"0.893162401803937";"308"
"142";"emji_visage_faisant_un_clin_d_oeil";"0.666562620585731";"-0.603841416758261";"0.891349147771885";"311"
"143";"investir";"-0.970771481634011";"-0.647883092590504";"0.891172890470011";"312"
"144";"cash";"-0.785312087162595";"-0.929795338590335";"0.89108448025789";"313"
"145";"traverser";"0.229003182297558";"-1.12519047027321";"0.889534204372722";"316"
"146";"2cv";"0.29889259446439";"-1.95858487661224";"0.889212661499336";"317"
"147";"amazon";"-0.230756859143715";"-1.89144135768512";"0.888781591324946";"318"
"148";"boulanger";"0.0187047439815736";"-1.89332733288394";"0.887878343043142";"319"
"149";"unique";"-0.717935013868664";"-0.632796144978945";"0.886950598938233";"320"
"150";"poulet";"0.877275023341841";"-1.39644684682794";"0.886939336490829";"321"
"151";"valaisans";"0.141129084177669";"-1.75449905146264";"0.885870248670999";"322"
"152";"chou";"3.17003922863333";"1.56334150441601";"0.885345137060785";"324"
"153";"lundi";"0.489376249723751";"-0.782255095111405";"0.88518971528661";"325"
"154";"mois";"-0.346971905508266";"-0.719253726364125";"0.884919134987727";"326"
"155";"malbouffe";"0.220420207586156";"-2.18346310380443";"0.884038974723101";"327"
"156";"made_in";"0.109511497613594";"-2.18542541105215";"0.884038974723101";"328"
"157";"afrique";"-0.826087434006057";"-0.283622088978713";"0.883335916443903";"330"
"158";"facture";"-1.0535864293191";"-0.997443412998785";"0.882512631538667";"331"
"159";"végétal";"-0.087571677001116";"-1.96645275535279";"0.881487748824898";"332"
"160";"bonheur";"2.26959833880158";"0.891216533285181";"0.880470186701942";"333"
"161";"médecin";"-0.991903377030351";"-0.222894157159758";"0.880170605600994";"334"
"162";"employé";"-0.734947833715897";"-0.733067916661416";"0.879970134037202";"335"
"163";"annemasse";"0.212137402722885";"-1.95521718143674";"0.879806265427473";"336"
"164";"étranger";"-0.856228127621889";"-0.284178418136016";"0.879627192513749";"337"
"165";"fumée";"0.0182309042769051";"-1.63261272029181";"0.879272143859336";"338"
"166";"confédération";"-1.02948571355583";"-0.471130726301178";"0.87826894135682";"340"
"167";"st";"0.569109470498665";"-1.1877998293652";"0.87821319224217";"341"
"168";"taux";"-0.97990289901929";"-0.793292575030881";"0.878197987938175";"342"
"169";"manière";"-0.487532552816334";"-0.115518171703863";"0.877890523124044";"343"
"170";"boulangerie";"0.516522730190345";"-1.66960399172401";"0.87750281337216";"344"
"171";"cher";"-0.097143183569602";"-0.933456131364964";"0.877173668346776";"345"
"172";"privé";"-0.814280706628304";"-0.513200619246544";"0.877006139441641";"346"
"173";"élevage";"-0.264842882823392";"-1.30490072941231";"0.876954332183583";"347"
"174";"céréale";"0.450553943086885";"-1.86164586443195";"0.876816085641698";"348"
"175";"démocratie";"-0.956570371748694";"0.548675171299966";"0.876644896441156";"349"
"176";"charge";"-1.09848862765375";"-1.051804409686";"0.876633915554937";"350"
"177";"ordre";"-0.844012749461848";"0.288390077393314";"0.876584079225174";"351"
"178";"dépense";"-1.11741676492162";"-0.937180817931503";"0.876426123400333";"352"
"179";"autorisation";"-0.910619408641203";"-0.0177129111311692";"0.876421336860186";"353"
"180";"pigeon";"0.18624064405341";"-1.00002698486011";"0.875825271831327";"354"
"181";"conducteur";"-0.100273415607052";"-1.35945304531435";"0.875097154606655";"355"
"182";"sécurité";"-0.871565511408738";"0.0291507841276881";"0.874866555996057";"356"
"183";"ubs";"-1.07132279436946";"-0.518079336192918";"0.874672560339522";"357"
"184";"tête";"0.374892389547541";"-0.622816930574295";"0.87461118000117";"358"
"185";"scientifique";"-0.768487352425266";"-0.14048255193471";"0.873929238810854";"360"
"186";"social";"-0.77203280586978";"-0.350685776370819";"0.873824216488812";"361"
"187";"opinion";"-0.809950715387974";"0.122498061383893";"0.873662037246193";"362"
"188";"beauté";"2.47417437640946";"1.01610942433648";"0.87333232909844";"363"
"189";"âme";"2.27916509738058";"1.08400921177";"0.873215762767808";"364"
"190";"comestible";"0.607635864700816";"-2.05099014461695";"0.873171276100562";"365"
"191";"vitesse";"-0.330065273684867";"-0.754706885825999";"0.872807499049411";"366"
"192";"vegan";"-0.0711418223383731";"-1.65002221560015";"0.872740487487357";"368"
"193";"maltraitance";"-0.167087361809898";"-1.36443066079303";"0.872694874575371";"369"
"194";"métro";"0.141601540336735";"-1.46548617837012";"0.871656758485902";"370"
"195";"autoriser";"-0.774730508900061";"-0.148872861179565";"0.871605514350214";"371"
"196";"endocrinien";"0.157317071786217";"-2.30308819533891";"0.871522453800609";"373"
"197";"chiner";"0.157317071786217";"-2.30308819533891";"0.871522453800609";"374"
"198";"joyeux";"2.95119306811874";"1.42427242147276";"0.871422781141083";"375"
"199";"chose";"-0.16120800825535";"-0.253171919440772";"0.871372663250135";"376"
"200";"wagon";"0.0906067689741536";"-1.81985172100668";"0.871241737299063";"377"
"201";"emji_chat_souriant_aux_yeux_en_coeurs";"3.77926427255823";"1.71929670675724";"0.871057877845192";"379"
"202";"monde";"-0.403506812936131";"-0.0959223859259968";"0.870655245350497";"380"
"203";"rendre";"-0.611102928297757";"0.273668284638121";"0.870588796910813";"381"
"204";"chasser";"-0.144282979509758";"-0.414501466786826";"0.870135201841615";"382"
"205";"emmental";"0.332187268002857";"-1.76996603179742";"0.870007654624764";"383"
"206";"danger";"-0.747280312550358";"-0.122632662245944";"0.869105814148885";"385"
"207";"extraordinaire";"3.48975135155153";"1.62210288415874";"0.868965033556334";"386"
"208";"lynx";"0.156294622362446";"-1.59845116955633";"0.868910410686424";"387"
"209";"coca";"0.119722577980829";"-1.9281017318508";"0.868809893343343";"388"
"210";"restaurant";"0.0313175815402893";"-1.18135865128808";"0.867992521222994";"391"
"211";"question";"-0.329848177929009";"-0.313668182538086";"0.867796554638164";"393"
"212";"accord";"-0.535610478427917";"0.364353508260439";"0.867555256702532";"394"
"213";"emji_notes_de_musique";"3.70846229667549";"1.79172798154598";"0.867149808595986";"396"
"214";"casseur";"-0.84048157478535";"0.097489164263193";"0.866374670653402";"397"
"215";"emji_visage_roulant_des_yeux";"0.237474658411716";"-0.657223417793154";"0.86636678694022";"398"
"216";"emji_trèfle_à_quatre_feuilles";"3.38287572271717";"1.60120804212183";"0.866101274742669";"400"
"217";"emji_visage_avec_bouche_ouverte";"0.737133344037594";"-0.448900197921845";"0.865642330010954";"401"
"218";"cuire";"0.443418264945034";"-1.79206000552565";"0.86535401135741";"402"
"219";"fendre";"0.462200821225209";"-1.88830869809289";"0.865326981483641";"403"
"220";"argument";"-0.659938200031367";"-0.0423479526484496";"0.864785539324691";"404"
"221";"planche";"0.293825952881025";"-2.36787323323818";"0.864556348520019";"405"
"222";"perturbateur";"0.0597472913372971";"-2.09498457567323";"0.864556348520019";"406"
"223";"lire";"0.0355134922634288";"-0.585329979339474";"0.864508201557366";"407"
"224";"radar";"0.0174440341933598";"-1.26656969565703";"0.864486521346113";"408"
"225";"terrasse";"0.343762393585217";"-1.76432363618815";"0.864119365560741";"409"
"226";"repas";"0.577758210241772";"-1.40800478114287";"0.864040809990098";"410"
"227";"ennuyer";"0.419158480208614";"-1.10555796976182";"0.863826260367051";"412"
"228";"roue";"0.522877136485472";"-0.838073071224586";"0.863445589644794";"413"
"229";"emji_mains_qui_forment_un_coeur";"3.24013432920315";"1.64000402625312";"0.863400821416363";"414"
"230";"emji_renard";"3.33180019431359";"1.44153380347426";"0.863381393694591";"416"
"231";"couple";"-0.452646685173696";"-0.024731772184412";"0.862994247065077";"417"
"232";"véhicule";"-0.286790327806508";"-1.15845285351789";"0.862562613768316";"418"
"233";"pôle";"-0.0451477244600803";"-1.50915815409746";"0.862556982544614";"419"
"234";"scooter";"0.356883678226711";"-1.13214564876989";"0.862556982544614";"420"
"235";"parc";"0.128713147720699";"-1.33443132616332";"0.862548535709061";"422"
"236";"face";"-0.69578360870799";"0.291751591631885";"0.862092406589197";"425"
"237";"sage";"3.4007024793232";"1.51591402222486";"0.8620318709344";"426"
"238";"lapin";"0.374837695771566";"-1.51902648591788";"0.862004841060631";"427"
"239";"fribourgeois";"0.209723991996094";"-1.42859061438316";"0.861528157974254";"428"
"240";"roulant";"0.291251591214472";"-2.00529528513735";"0.8612249165779";"429"
"241";"secte";"0.0150940258524912";"-1.43350823888381";"0.860573383995576";"430"
"242";"malheureusement";"-0.340945678534698";"-0.0122477717499058";"0.860276336945294";"431"
"243";"féminisme";"-0.880601162958586";"0.00902614310359401";"0.860258317029448";"432"
"244";"pacifique";"-0.935470540324253";"0.358951983010993";"0.86015245002385";"433"
"245";"apprendre";"0.30330933062657";"-0.527099431421724";"0.860133585424448";"434"
"246";"oiseau";"0.418474575046769";"-1.13862263271594";"0.859854558290012";"435"
"247";"sentir";"-0.12382400397067";"-0.207247257332725";"0.859417575330735";"437"
"248";"sion";"-0.155084037322665";"-1.0811145072227";"0.85861090253542";"438"
"249";"justement";"-0.633449180089283";"-0.0997205282017481";"0.85837467270112";"439"
"250";"faune";"-0.0611816913231524";"-1.42725015214927";"0.858338632869427";"440"
"251";"pneu";"-0.0274267392791601";"-1.52201583932269";"0.858312729240398";"441"
"252";"bienne";"0.861076531547725";"-1.2084221795246";"0.858239523332272";"442"
"253";"important";"-0.609798083973254";"-0.165288535487841";"0.858163783373479";"443"
"254";"vif";"0.49208464975438";"-1.10555750823671";"0.857750169992566";"444"
"255";"simplement";"-0.538842945795817";"-0.0673807699834564";"0.857643458303412";"445"
"256";"permettre";"-0.714516179721328";"-0.182728581961506";"0.857575883618988";"447"
"257";"mec";"0.293395625471481";"-0.551303725998672";"0.857497891170715";"448"
"258";"information";"-0.657855130128269";"0.467311504759639";"0.857443831423175";"449"
"259";"cygne";"0.716077260982475";"-1.64295065271059";"0.857411451886889";"450"
"260";"emmerder";"0.232627876979334";"-1.72733088692252";"0.857339935345873";"451"
"261";"preuve";"-0.556219710481164";"-0.0335279652042423";"0.857166493655851";"452"
"262";"citoyen";"-1.04925521084602";"0.0115089927848215";"0.857048801080478";"453"
"263";"physique";"-0.623566817779093";"-0.296022965186793";"0.856653770737781";"454"
"264";"décision";"-0.858365468972362";"0.202447776973984";"0.856050385118109";"455"
"265";"réchauffement";"-0.930829201759896";"-0.146131076357393";"0.85523132363065";"457"
"266";"métier";"-0.354795089031744";"-0.263194485627652";"0.855208235613471";"458"
"267";"écrire";"0.0779999656485688";"-0.486214012421876";"0.854900770799341";"459"
"268";"contraire";"-0.618014782519095";"-0.0641318451557233";"0.854448301974883";"460"
"269";"nostalgie";"3.18327427061028";"1.45562653454146";"0.854137739987716";"462"
"270";"julien";"3.54804501420291";"1.59761233651087";"0.854071009986847";"463"
"271";"récréation";"3.6480492484057";"1.6326018071327";"0.852817781151962";"465"
"272";"autorité";"-1.02754181204963";"0.771149142945886";"0.852771041995235";"466"
"273";"demander";"-0.454504390318373";"-0.158156550036818";"0.852707127606217";"467"
"274";"débat";"-0.620060668766164";"-0.0876906109250536";"0.852457945957402";"468"
"275";"emji_coeur_étincelant";"3.85829600027807";"1.81941708942791";"0.852422469248079";"469"
"276";"climatique";"-0.935517283692154";"-0.338901874433113";"0.851773752277606";"471"
"277";"illégal";"-0.92121870684994";"0.264496897860145";"0.850621322346987";"473"
"278";"violent";"-0.813765000081943";"0.764387029707583";"0.850309915676265";"474"
"279";"valeur";"-0.459844803447308";"0.126552951005498";"0.850201514620001";"475"
"280";"changement";"-0.569041916022199";"-0.356461579691075";"0.849594187143737";"476"
"281";"mineur";"-0.871252556086133";"0.00315084880733359";"0.849490854188805";"477"
"282";"emji_miam";"3.80713623002678";"1.69877399793545";"0.849288411696717";"479"
"283";"pépite";"3.4421763964114";"1.48553836654637";"0.848520031222576";"481"
"284";"ca";"0.255921715440426";"-0.436745249227995";"0.847394349604541";"483"
"285";"mythique";"3.54675219884906";"1.60370743030439";"0.847312696860862";"484"
"286";"mdr";"0.279666901790046";"-0.560360768526352";"0.846834324407374";"485"
"287";"emji_colombe";"2.8252566612641";"1.90400614191571";"0.846589929298707";"486"
"288";"douceur";"3.17815635470811";"1.45044835453032";"0.846010757940953";"487"
"289";"visionnaire";"3.56850543753269";"1.59473638842048";"0.845939804522308";"488"
"290";"humilité";"2.67798944297423";"1.21088741895219";"0.844784558979837";"490"
"291";"québécois";"3.62119868871534";"1.66021948685308";"0.844687983493348";"491"
"292";"condoléance";"2.96596302435836";"1.48147544865033";"0.843660566728913";"492"
"293";"voir";"-0.00407976294943206";"-0.290328722852159";"0.843228088748598";"494"
"294";"emji_ok";"2.25147154165733";"0.920354451656693";"0.843184165203722";"495"
"295";"emji_deux_coeurs";"3.01202727184069";"1.26975526718064";"0.842743521949038";"496"
"296";"chaise";"2.91513733391879";"1.21719049167669";"0.842431833717131";"497"
"297";"pareil";"0.351675006323775";"-0.678422632475097";"0.841713289572753";"498"
"298";"emji_sapin_de_noël";"3.80748859792826";"1.7800174377878";"0.841216052519864";"499"
"299";"regarder";"0.282706243141627";"-0.367819922840858";"0.84117663395395";"500"
"300";"connaître";"0.237847974718177";"-0.267085106338755";"0.840662503229955";"502"
"301";"drôle";"0.44673698169562";"-0.533861812756219";"0.840230869933195";"503"
"302";"gars";"0.558296373717196";"-0.639199053905851";"0.840115711408488";"504"
"303";"emji_coeur_violet";"3.60867649949618";"1.71594364657822";"0.839322553550058";"505"
"304";"emji_visage_qui_pleure_à_chaudes_larmes";"0.897358739362375";"-0.655893918029213";"0.838739440335713";"506"
"305";"langue";"0.161725428862329";"-0.668456881269154";"0.837095123014722";"507"
"306";"aller";"-0.188453805529103";"-0.399308977086882";"0.836738384993198";"509"
"307";"répondre";"0.0400701929453755";"-0.416549113136851";"0.836670528747589";"510"
"308";"changer";"0.112786121816656";"-0.421864599461933";"0.83571350227943";"512"
"309";"élève";"0.439360217201274";"-0.736721024939783";"0.835132641554566";"513"
"310";"blague";"0.163566407926855";"-0.41781975604816";"0.834889935813009";"514"
"311";"noir";"0.313447893515225";"-0.516387484397674";"0.834675667751147";"515"
"312";"training";"0.445585295727924";"-0.948130571320152";"0.832764148865494";"517"
"313";"emji_visage_souriant_aux_yeux_rieurs";"1.23192643449014";"-0.36684305045185";"0.831815006110518";"519"
"314";"heureusement";"0.227893263126558";"-0.564813231860734";"0.831731663999728";"520"
"315";"blanc";"0.16030250699597";"-0.369054321103143";"0.831198105553961";"522"
"316";"perso";"0.288559567794914";"-0.939570834151";"0.829115679028952";"524"
"317";"allemand";"0.303416904722462";"-0.611035251857872";"0.828623510077395";"525"
"318";"nègre";"0.491977867108946";"-0.952561158929513";"0.82737365997673";"526"
"319";"jeune";"0.430913643261975";"-0.296821089801692";"0.827110681829846";"527"
"320";"emji_visage_souriant_avec_yeux_plissés";"0.928787937220321";"-0.47042060231452";"0.826555724734011";"528"
"321";"habiller";"0.553366004439109";"-0.643528730043858";"0.826222637852036";"529"
"322";"gamin";"0.791630387011457";"-0.477981299429781";"0.825888424725321";"530"
"323";"emji_visage_grimaçant";"0.645348132739982";"-0.708729231059117";"0.825765664048617";"531"
"324";"parent";"0.186743002756217";"-0.540343547416373";"0.824711498971598";"534"
"325";"livre";"0.242546972875413";"-0.483956694442935";"0.824570718379047";"535"
"326";"phrase";"0.597918680492119";"-0.346319863709046";"0.824543970066463";"536"
"327";"degré";"0.242365861838465";"-0.962061850195691";"0.824473298209002";"537"
"328";"emji_visage_qui_regarde_entre_ses_doigts";"0.621698996215858";"-0.722088478367325";"0.823398297604286";"538"
"329";"truc";"0.124941315031555";"-0.657222094592209";"0.823157844352209";"539"
"330";"air";"0.550048021839176";"-0.364691722498152";"0.822805892870833";"540"
"331";"emji_visage_avec_une_main_sur_la_bouche";"0.776130071060506";"-0.793209123668219";"0.822722550760042";"541"
"332";"orthographe";"0.418110152378078";"-0.896141149321134";"0.822330054468011";"542"
"333";"temps";"0.202337169713411";"-0.294271762630136";"0.821841827373046";"543"
"334";"negre";"0.451712659462742";"-1.0243767061099";"0.821833943659863";"544"
"335";"pleurer";"0.425369460401242";"-0.277431795576461";"0.821717095768046";"546"
"336";"réponse";"0.235932672479019";"-0.397578812978713";"0.821315026395721";"547"
"337";"france";"-0.10323232648378";"-0.588676264492961";"0.821224363694119";"548"
