"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"transporter";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"tranche";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;4,364;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"tj";-0,146;-0,133;8,733;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;23,822;-0,175;-0,179
"tirer";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;4,364;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"tinder";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;44,999;-0,114;-0,11;-0,16;-0,175;4,364
"théâtre";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;4,515;-0,179
"terminer";5,614;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"tenue";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;3,713;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"tendance";-0,146;-0,133;8,733;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"tarauder";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;21,176;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"tabou";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;-0,175;4,364
"séduire";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"sympa";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;5,018;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"surnommer";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"stress";5,614;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"souffrir";-0,146;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;23,107;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"solaire";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;4,364
"sensation";-0,146;-0,133;-0,101;22,429;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"secours";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;21,176
"salaire";-0,146;6,33;8,733;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"sain";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"roulette";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;18,53;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"risque";-0,146;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;3,831;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"revivre";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;5,018;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"revendiquer";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;5,837;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;-0,175;-0,179
"rené";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;4,364;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;-0,175;-0,179
"remplir";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;7,909;-0,16;-0,175;4,364
"recevoir";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;4,515;-0,179
"rare";-0,146;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"ranger";-0,146;6,33;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"quartier";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;-0,179
"pénible";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;10,282;-0,114;7,909;-0,16;-0,175;-0,179
"préparation";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;3,713;-0,179;-0,165;-0,16;10,282;7,544;-0,11;-0,16;-0,175;-0,179
"projet";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;7,544;-0,11;5,018;-0,175;-0,179
"privé";-0,146;6,33;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"principalement";5,614;6,33;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"polémique";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"policier";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;-0,175;-0,179
"pluie";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;20,042;-0,119;-0,142;-0,198;-0,142;3,713;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"play";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;51,988;-0,179
"planète";-0,146;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"personnel";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;27,13;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"personnalité";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;7,544;-0,11;-0,16;4,515;-0,179
"perdre";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"patiner";-0,146;29,115;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"patient";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;4,364
"parcours";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;23,822;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"paradis";-0,146;-0,133;8,733;-0,17;-0,194;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"normal";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;27,13;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"nocturne";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"mouton";-0,146;-0,133;-0,101;-0,17;19,515;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"moustache";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;4,515;-0,179
"mosses";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;18,53;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"moderne";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;4,085;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;-0,179
"menacer";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;5,837;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"menace";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"matière";26,228;-0,133;8,733;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"légèreté";5,614;6,33;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"ligne";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;4,515;4,364
"jurassienne";-0,146;6,33;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"jurassien";-0,146;-0,133;-0,101;-0,17;19,515;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"jambon";-0,146;6,33;-0,101;-0,17;19,515;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"intéresser";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;5,837;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"institution";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;3,713;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"inspiration";5,614;-0,133;-0,101;4,674;-0,194;-0,105;4,085;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"inscription";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;21,786;-0,179
"information";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;4,515;-0,179
"infirmier";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;-0,175;21,176
"humilité";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"humain";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"htag_sécurité";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;-0,175;-0,179
"htag_securité";-0,146;-0,133;-0,101;-0,17;-0,194;37,057;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"horizon";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;20,042;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"hall";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"habituer";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"gêner";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;21,176;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"génie";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;4,515;-0,179
"guide";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;4,085;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;4,515;-0,179
"grave";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;4,085;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;-0,179
"gentil";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;27,13;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;-0,179
"gens";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;4,515;-0,179
"gars";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;23,822;-0,087;-0,114;7,909;-0,16;-0,175;-0,179
"félin";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;19,011;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"frère";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;4,515;-0,179
"foyer";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;4,364
"flamme";-0,146;-0,133;-0,101;53,436;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"fil";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;-0,179
"etre";-0,146;-0,133;-0,101;22,429;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"estimer";-0,146;6,33;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;-0,179
"espoir";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;4,515;-0,179
"espace";5,614;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;4,515;-0,179
"enquête";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;4,515;4,364
"engouement";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;7,909;-0,16;-0,175;4,364
"emploi";-0,146;-0,133;38,783;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;10,282;-0,114;-0,11;-0,16;-0,175;-0,179
"eighties";-0,146;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;4,364
"dévaler";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;3,713;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"détour";-0,146;-0,133;-0,101;-0,17;3,955;8,304;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"désormais";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"déferler";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;4,364
"décider";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;27,13;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"débarquer";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;4,515;-0,179
"docteur";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"disparaître";5,614;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"diligence";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;56,572;-0,175;-0,179
"difficulté";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;3,713;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"dessiner";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;5,018;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"dessin";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;4,364;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"cycle";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;50,613;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"cuit";26,228;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"cuire";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;4,364
"croiser";5,614;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"corvée";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;4,085;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"convivialité";-0,146;6,33;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;27,13;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"convaincre";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;7,206;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;7,544;-0,11;5,018;-0,175;-0,179
"consommateur";5,614;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"conscience";5,614;-0,133;8,733;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"conquérir";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;4,364;-0,165;-0,16;-0,087;7,544;-0,11;-0,16;-0,175;-0,179
"conjugal";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;-0,203;21,176;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"cointrin";26,228;-0,133;-0,101;-0,17;-0,194;8,304;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"code";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;5,837;3,713;4,364;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"cliché";-0,146;-0,133;-0,101;4,674;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"cheval";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;5,837;-0,198;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"chauffer";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;18,53;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"chasseur";-0,146;-0,133;-0,101;-0,17;3,955;-0,105;4,085;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"chasser";26,228;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"centimètre";-0,146;-0,133;-0,101;22,429;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;3,713;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;-0,175;-0,179
"catherine";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;4,085;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;-0,16;4,515;4,364
"casser";-0,146;-0,133;-0,101;-0,17;-0,194;-0,105;-0,189;-0,119;-0,142;3,831;-0,142;-0,203;-0,179;-0,165;5,018;-0,087;-0,114;-0,11;-0,16;-0,175;4,364
"caractère";5,614;-0,133;-0,101;-0,17;3,955;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;-0,165;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
