emji_mains_levées;5;3;3;4;22;360;3;8;13;16;11;15;1;3;2;5;5;18;179
penser;60;7;23;22;0;14;4;15;164;133;87;103;5;8;36;57;20;66;23
monde;41;16;19;15;1;16;2;15;83;215;110;124;7;0;3;12;31;87;29
emji_mains_en_prière;17;4;3;1;2;42;0;2;12;15;25;26;4;0;11;2;4;21;447
comprendre;49;11;18;18;0;22;7;11;227;142;59;90;5;3;9;33;8;44;47
vrai;43;12;16;17;2;44;4;28;64;97;85;150;10;5;17;32;24;59;74
chose;45;14;13;15;0;11;1;11;90;161;78;192;7;2;12;33;11;67;17
grand;35;9;7;16;2;22;2;19;24;47;53;237;7;8;21;17;21;87;92
passer;31;33;12;19;0;17;3;11;57;71;92;74;20;4;8;21;31;197;17
français;6;7;26;135;3;15;4;94;93;47;43;23;6;5;21;40;31;33;15
prendre;67;17;16;58;0;6;5;5;55;85;47;63;1;4;21;23;19;192;14
connaître;23;51;27;28;1;16;6;19;58;68;165;81;10;6;9;27;28;55;17
jour;51;37;8;32;2;18;4;4;34;43;66;60;9;3;9;14;24;235;13
adorer;32;32;5;15;2;244;17;25;31;28;31;27;6;4;29;41;7;37;61
vraiment;45;18;7;15;1;26;5;14;71;66;185;48;2;3;14;16;20;64;54
emji_visage_faisant_un_clin_d_oeil;26;18;16;19;0;35;3;31;71;40;67;53;12;8;154;1;16;69;14
changer;31;15;57;8;1;11;0;11;38;72;235;29;5;2;9;24;13;75;20
vivre;37;9;3;16;0;13;3;10;30;59;86;228;4;3;2;11;18;57;25
trouver;47;13;13;28;0;12;4;11;113;82;52;69;22;1;12;21;18;63;17
jeune;11;10;15;5;0;20;2;3;71;49;217;54;4;2;7;11;13;67;27
venir;71;7;18;25;0;8;7;40;58;52;31;49;14;7;12;32;16;143;11
emji_visage_avec_bouche_ouverte;26;13;2;10;118;11;4;10;21;27;31;23;0;3;9;35;7;37;28
mettre;47;24;16;20;2;5;1;10;54;67;38;40;10;3;5;22;34;167;8
magnifique;8;4;1;0;1;86;1;3;11;11;15;21;1;0;2;1;2;16;389
donner;84;15;12;7;0;6;2;6;52;71;35;82;8;2;10;9;17;73;20
vidéo;19;10;10;2;1;15;2;16;117;13;146;17;34;2;13;20;9;46;24
france;27;14;24;91;1;2;7;62;29;33;46;30;6;1;14;24;32;58;2
emji_visage_qui_pleure_à_chaudes_larmes;15;2;5;2;6;20;11;9;5;9;12;19;4;0;164;10;1;11;13
emji_pouce_vers_le_haut;8;6;2;2;2;219;0;6;8;7;6;7;5;0;10;7;2;15;68
raison;44;0;15;3;0;6;3;4;29;153;23;30;5;1;3;8;8;37;108
animal;365;0;0;0;0;7;1;1;6;14;2;13;2;0;0;0;0;7;27
exister;42;13;19;17;0;11;4;7;30;140;47;36;3;0;7;7;14;46;12
rester;49;4;20;19;0;10;2;11;36;50;41;82;2;1;3;15;39;71;8
jouer;4;214;2;4;3;98;2;1;9;16;23;16;4;2;8;9;14;27;2
devenir;35;5;12;5;1;14;3;7;25;25;130;64;7;1;4;7;20;64;19
seul;56;31;10;8;0;5;6;8;51;109;23;56;5;0;7;11;15;43;5
fois;19;12;4;51;0;8;3;11;51;49;29;42;2;2;12;18;12;102;10
commentaire;18;4;17;1;0;5;1;4;239;45;19;25;2;1;15;20;2;13;7
accent;0;1;0;1;0;70;7;282;12;5;4;5;1;0;7;15;2;5;4
emji_visage_souriant_avec_yeux_rieurs;11;14;5;7;1;150;2;17;18;23;29;33;25;7;14;4;8;33;22
demander;20;7;11;9;0;1;2;6;83;38;29;93;4;1;5;15;4;78;6
question;17;6;12;10;0;3;0;5;257;41;14;14;2;1;2;0;3;25;4
dieu;12;5;3;3;2;10;0;7;19;191;23;33;1;0;5;9;3;13;48
mot;9;2;78;9;0;3;1;66;45;42;25;27;5;0;7;23;7;22;16
appeler;24;12;145;16;0;3;3;14;10;20;27;23;5;12;16;36;5;25;1
chat;269;0;2;5;0;9;3;2;3;5;5;12;0;1;5;6;0;9;20
école;3;71;0;12;1;31;3;8;37;36;69;42;4;1;4;5;3;40;3
emji_visage_avec_des_étoiles_à_la_place_des_yeux;2;5;0;0;15;221;1;1;3;0;1;4;0;1;0;2;0;12;24
regarder;18;9;11;2;2;11;1;5;54;43;41;29;19;2;8;13;26;71;15
sentir;17;4;24;9;1;2;4;4;58;111;31;41;2;1;3;12;6;42;12
humain;150;4;1;0;0;4;1;1;23;72;23;28;0;1;0;2;4;22;21
utiliser;14;10;35;90;0;0;0;47;22;38;20;12;2;0;12;15;16;24;0
bidet;0;0;0;304;3;11;1;3;2;3;3;4;0;0;1;2;2;4;2
apprendre;13;32;11;5;0;7;0;4;32;41;68;85;2;1;4;8;2;29;5
vieux;14;4;9;5;0;8;0;14;15;21;132;8;6;3;21;27;6;46;12
meilleur;22;15;5;7;1;102;9;6;15;17;42;26;2;2;5;18;15;32;9
fille;4;35;9;3;2;14;7;2;8;18;47;126;6;3;10;12;6;12;6
entendre;8;3;17;6;0;9;2;23;62;18;65;38;2;16;13;20;5;24;16
dernier;9;4;2;2;0;6;2;3;19;20;79;43;7;1;11;12;12;43;72
arriver;20;16;7;13;0;7;5;6;37;42;42;54;5;1;6;12;19;55;6
ca;30;12;21;8;0;5;0;9;26;12;94;31;2;3;5;17;8;32;7
emji_visage_souriant_aux_yeux_rieurs;11;9;5;3;3;30;2;67;12;16;20;13;4;3;50;14;4;32;5
nom;2;4;106;2;0;3;2;8;25;34;29;38;9;2;6;10;3;26;3
manger;193;1;5;0;0;3;0;7;3;6;5;9;0;0;18;44;1;23;2
premier;14;6;8;4;0;11;2;11;78;28;16;19;9;8;9;15;13;55;6
parent;5;7;4;12;0;4;2;5;7;16;116;79;1;3;5;7;3;34;4
respect;12;4;6;0;1;10;0;0;24;37;100;44;1;0;1;0;1;11;68
coup;21;6;14;8;1;3;5;11;20;16;27;19;2;1;8;24;15;110;1
jeu;4;120;2;0;3;71;1;2;11;18;17;10;0;2;1;9;6;26;1
reportage;6;2;3;8;1;22;1;9;24;13;35;24;12;3;7;4;3;30;110
tête;4;5;160;2;0;4;1;3;18;17;18;10;0;3;6;15;4;28;5
