"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"1579";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82
"1580";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136
"1581";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159
"1582";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1583";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;191;191;191;191;191
"1584";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159
"1585";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"1586";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;79;79;79;79;79;79;79;79;79;79;99;99;99;99;99;109;109;109;109;109;109;109;109;109;109;109;109;109;109;109;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139
"1587";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136
"1588";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;190;190;190;190;190
"1589";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134
"1590";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137
"1591";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;198
"1592";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159
"1593";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151
"1594";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95
"1595";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;79;79;79;79;79;79;79;79;79;79;99;99;99;99;99;109;109;109;109;109;109;109;109;109;109;109;109;109;109;109;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139
"1596";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152
"1597";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95
"1598";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;185;185;185;185;185;185;185;185
"1599";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;199
"1600";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151
"1601";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1602";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;101;101;101;101;101;101;101;101;101;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;180;180;180;180;180;180;180;180;180;180
"1603";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1604";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;185;185;185;185;185;185;185;185
"1605";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153
"1606";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136
"1607";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1608";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153
"1609";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150
"1610";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82
"1611";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142
"1612";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137
"1613";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159
"1614";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;143;143;143;143;143;143;155;155;155;155;155;155;155;155;155;155;174;174;174;174;174;174;174;174;174;174;174;174;174
"1615";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1616";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73
"1617";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152
"1618";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114
"1619";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134
"1620";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136
"1621";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;83;83;83;83;83;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168
"1622";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;101;101;101;101;101;101;101;101;101;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;180;180;180;180;180;180;180;180;180;180
"1623";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114
"1624";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"1625";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151
"1626";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95
"1627";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;101;101;101;101;101;101;101;101;101;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;180;180;180;180;180;180;180;180;180;180
"1628";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142;142
"1629";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;101;101;101;101;101;101;101;101;101;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119
"1630";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;39;39;39;39;39;39;39;39;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54
"1631";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;143;143;143;143;143;143;155;155;155;155;155;155;155;155;155;155;175;175;175;175;175;175;175;175;175;175;175;175;175
"1632";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"1633";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"1634";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158
"1635";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114
"1636";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;184;184;184;184;184;184;184;184
"1637";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;184;184;184;184;184;184;184;184
"1638";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1639";3;4;7;9;9;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"1640";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;79;79;79;79;79;79;79;79;79;79;99;99;99;99;99;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108
"1641";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;191;191;191;191;191
"1642";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;184;184;184;184;184;184;184;184
"1643";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;163;163;163;163;163;163;163;177;177;177;177;177;177;177;177;177;177;177;177
"1644";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;199
