"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29";"classe 30";"classe 31";"classe 32";"classe 33";"classe 34";"classe 35";"classe 36";"classe 37";"classe 38";"classe 39";"classe 40";"classe 41";"classe 42";"classe 43";"classe 44";"classe 45";"classe 46";"classe 47";"classe 48";"classe 49";"classe 50";"classe 51";"classe 52";"classe 53"
"mutuellement";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;143,901;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"muscle";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;49,279;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;7,641;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"mountain";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;309,592;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"monument";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;44,529;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;12,287;-0,07;8,618
"montage";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;18,443;-0,065;-0,077;15,207;-0,071;-0,063;-0,055;-0,051;14,187;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"moisson";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;13,723;-0,061;-0,059;-0,073;-0,065;14,681;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;19,245;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"modalité";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;10,173;12,804;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;10,543;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"misère";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;14,614;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;10,543;11,805;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"minutieux";-0,057;15,323;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;9,825;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;10,173;-0,103;-0,081;-0,094;-0,084;-0,073;13,361;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"mike";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;11,356;8,895;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;13,361;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;12,287;-0,07;-0,1
"mi_octobre";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;11,356;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;10,936;9,188;-0,084;-0,073;-0,068;-0,086;12,804;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"meurtrier";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;19,245;62,627;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"mettler";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;100,011;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;9,825;-0,073;-0,073;-0,07;-0,1
"meta";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;58,787;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;20,115;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"mer";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;12,804;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;13,962;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;9,825;-0,073;-0,073;-0,07;8,618
"mbappé";22,092;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;15,207;12,871;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"maîtriser";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;15,767;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;80,907;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"maussade";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;14,681;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;19,245;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;11,106;-0,067;-0,055;-0,055;-0,053;-0,075
"mathieu";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;10,936;9,188;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;14,614;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"maternel";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;50,91;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;19,245;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"matelas";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;19,245;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;48,297;-0,067;-0,055;-0,055;-0,053;-0,075
"massivement";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;13,361;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;10,936;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;7,641;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"massimo";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;40,572;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"masse";-0,057;-0,06;13,361;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;10,936;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;13,361;-0,097;-0,105;-0,086;-0,108;9,825;-0,073;-0,073;-0,07;-0,1
"mariah";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;15,767;-0,073;-0,065;-0,063;-0,075;-0,039;17,699;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;24,464;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"marchandise";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;15,207;-0,047;15,207;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;22,092;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"manquant";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;13,962;-0,084;-0,076;17,875;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;8,618
"manoeuvre";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;8,895;-0,089;-0,081;-0,078;8,895;-0,086;-0,084;38,281;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"manche";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;101,8;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;15,207;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"malheureusement";-0,043;-0,045;18,443;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;15,207;12,871;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"magnétique";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;10,936;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;10,936;14,614;10,936;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"lésion";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;101,8;-0,051;-0,073;-0,067;-0,061;15,767;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"lâcher";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;10,173;8,355;-0,081;9,188;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;13,962;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"lumpur";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;12,48;14,187;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;24,464;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"littéraire";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;10,936;-0,086;17,875;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;11,805;-0,052;-0,057;-0,068;-0,097;-0,105;10,173;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"liquide";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;12,804;47,594;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"librement";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;12,48;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;14,187;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;22,092;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"leçon";-0,057;-0,06;-0,068;-0,062;12,287;16,096;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;11,805;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;7,867;-0,089;-0,073;-0,073;-0,07;-0,1
"lehmann";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;40,572;-0,084;-0,073;-0,068;-0,086;-0,07;10,936;-0,062;10,936;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"lee";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;10,173;-0,07;-0,081;-0,062;10,936;-0,086;17,875;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;16,096;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"league";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;15,207;55,373;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"lake";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;12,48;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;17,009;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;19,245;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"lago";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;8,895;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;10,173;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;13,962;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;8,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"kuala";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;12,48;14,187;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;24,464;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"kirsty";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;10,936;-0,062;10,936;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;8,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"king";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;53,805;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;12,871;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"kennedy";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;-0,067;-0,061;-0,059;53,805;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;16,367;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"keller";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;39,395;-0,086;-0,084;8,618;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;10,173;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"karin";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;39,395;-0,086;-0,084;8,618;-0,052;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;10,173;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"justin";-0,043;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;101,8;-0,051;-0,073;-0,067;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;19,245;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;-0,053;-0,075
"justement";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;17,875;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;10,173;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;7,641;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
