"";"";"";"";"htag_christmas";""
"337";"celui";"0.0952524345785739";"-0.253337110952016";"0.810308469149503";"669"
"338";"2007";"0.261592755180752";"0.221082792890042";"0.810199885206712";"670"
"339";"le";"-0.434557915187908";"0.500538480341052";"0.810166609482308";"671"
"340";"celle_ci";"1.10767474624481";"0.0962738933168301";"0.809439797607173";"673"
"341";"1996";"-1.70769800010363";"0.703709318200442";"0.809439797607173";"674"
"342";"57";"0.896319511808558";"-0.134440687896226";"0.809439797607173";"675"
"343";"anti";"1.16294181802525";"-0.143860866072454";"0.809439797607173";"676"
"344";"81";"-0.728317047504823";"0.396808639430375";"0.809439797607173";"677"
"345";"environ";"0.637159624332302";"-0.112095625593415";"0.809429289483677";"678"
"346";"lui";"-0.662375606562094";"-0.136638199727834";"0.809072013284816";"679"
"347";"celle";"0.0555811576174371";"0.427229803752542";"0.809040488914328";"680"
"348";"26";"-0.0182105896305141";"-0.687533791909286";"0.809040488914328";"681"
"349";"1990";"-1.58386500808535";"1.47018859299722";"0.809010715897756";"682"
"350";"ses";"-0.442087441619817";"0.26519799852429";"0.808966932049856";"683"
"351";"120";"0.100669065748333";"0.734758016884754";"0.808942413095032";"684"
"352";"toute";"-0.415459813248248";"0.0612270971216118";"0.808910888724545";"685"
"353";"trop";"-0.466871865470435";"0.880938493708546";"0.808909137370629";"686"
"354";"51";"-0.198836340382846";"-0.349988083613496";"0.808893375185385";"687"
"355";"1982";"-1.03900699796177";"0.33312321154923";"0.808741007394694";"688"
"356";"1962";"-1.88229323599333";"1.28326452400183";"0.808741007394694";"689"
"357";"celui_ci";"1.17983852819912";"-0.435427740287546";"0.808741007394694";"691"
"358";"1997";"-1.76860453266373";"0.980565531677644";"0.808741007394694";"692"
"359";"où";"-0.117848812591474";"-0.0460719799736765";"0.808487061076876";"694"
"360";"100";"0.0664517055681535";"0.153206198821529";"0.808453785352472";"695"
"361";"autour";"0.237589797761456";"0.177471259650966";"0.808143795709342";"696"
"362";"cela";"-0.0883854428154827";"-0.107696276216914";"0.808003687396063";"697"
"363";"parmi";"0.131788758426996";"0.138841439866123";"0.807733978893001";"698"
"364";"bien";"-0.391699809472427";"0.33544838924287";"0.807541329962242";"699"
"365";"2003";"-1.82858167804053";"1.156945112817";"0.807490540698679";"700"
"366";"demi";"0.0337347475990457";"0.0107149097365732";"0.807464270389939";"701"
"367";"40";"-0.109379719394623";"0.180182412408463";"0.807096486067582";"702"
"368";"la";"-0.434312533575192";"0.501145718323104";"0.806928356091647";"703"
"369";"3000";"0.805041620597339";"0.195696133876753";"0.806709436852148";"705"
"370";"85";"-0.532703084611832";"0.173382767351803";"0.806353912007203";"706"
"371";"36";"-0.000895924421660123";"-0.0821294907405945";"0.806353912007203";"707"
"372";"diverses";"-0.648943221210708";"1.35941873995037";"0.806217306401756";"708"
"373";"dommage";"1.14086899252297";"0.0211208218791698";"0.806217306401756";"709"
"374";"attention";"-1.3659806807598";"1.42809823752837";"0.806059684549317";"710"
"375";"2008";"-1.05256702269194";"0.458887461086642";"0.805921327589954";"711"
"376";"peu";"-0.930411798930573";"0.237790033592253";"0.805875792388138";"712"
"377";"19";"0.313812580244815";"-0.23091518859296";"0.805774213861011";"713"
"378";"2021";"-0.234835734487804";"-0.550949113081641";"0.805127964266012";"714"
"379";"croire";"-1.28744498780363";"1.13472846995916";"0.804979099183153";"715"
"380";"55";"-0.324737539062468";"0.175944496472298";"0.804331098234237";"717"
"381";"presque";"-0.908273257590094";"-0.429380324284477";"0.80419449262879";"718"
"382";"vingt";"0.170582660640266";"0.0809493715377926";"0.803592026881691";"720"
"383";"auparavant";"0.31531217453744";"0.507165728261073";"0.80333457785604";"721"
"384";"telle";"-0.662564515726082";"0.504651064583248";"0.80333457785604";"722"
"385";"1999";"-1.77088005104909";"1.23805563949542";"0.803063117999062";"723"
"386";"de";"-0.58610565522943";"0.660750376955545";"0.802085862513941";"726"
"387";"250";"0.168966067878166";"-0.398913309931905";"0.801709321422004";"727"
"388";"oui";"-0.891801078187625";"1.02838780785094";"0.80169355923676";"728"
"389";"vouloir";"-0.521765763310354";"0.118531757401903";"0.801241709926435";"729"
"390";"htag_switzerland";"-2.19404639979064";"1.78724371840557";"0.800313492350962";"730"
"391";"ceux";"-0.543204830395377";"0.921462347180945";"0.8";"731"
