"";"";"";"";"*a_0597";""
"299";"*commentDate_1-9-2024";"0.135587962955337";"0.191414297876615";"0.809066742493176";"303"
"300";"*commentDate_6-6-2024";"0.135587962955337";"0.191414297876615";"0.809066742493176";"304"
"301";"*commentDate_11-5-2024";"0.135587962955337";"0.191414297876615";"0.809066742493176";"305"
"302";"*commentDate_20-3-2024";"0.135587962955337";"0.191414297876615";"0.809066742493176";"306"
"303";"*commentLikes_6,395";"0.135587962955337";"0.191414297876615";"0.809066742493176";"307"
"304";"*commentLikes_176";"0.135587962955337";"0.191414297876615";"0.809066742493176";"308"
"305";"*commentLikes_540";"0.135587962955337";"0.191414297876615";"0.809066742493176";"309"
"306";"*commentLikes_1";"-0.0535586072959152";"0.0193748537129514";"0.808984667879891";"310"
"307";"*a_0648";"0.0375909911948931";"0.0386821388288046";"0.808847042766151";"311"
"308";"*postLikes_733";"0.0375909911948931";"0.0386821388288046";"0.808847042766151";"312"
"309";"*postDate_10-6-2024";"0.0375909911948931";"0.0386821388288046";"0.808847042766151";"313"
"310";"*a_0867";"0.0352925229100024";"0.038604210366739";"0.808847042766151";"314"
"311";"*postDate_6-6-2025";"0.0352925229100024";"0.038604210366739";"0.808847042766151";"315"
"312";"*postReposts_41";"0.0180338295531217";"0.0147775314868904";"0.808400636942675";"316"
"313";"*postReposts_4900";"0.0178706695232043";"0.0142864372016796";"0.808350090991811";"317"
"314";"*postComments_16";"0.0201500513091509";"0.0181898195554608";"0.808310054595087";"318"
"315";"*commentLikes_5";"0.0264393935367162";"-0.431726207856608";"0.808235987261147";"319"
"316";"*a_0869";"0.0423968691457055";"0.0442367754074353";"0.808072838944495";"320"
"317";"*postComments_255";"0.0423968691457055";"0.0442367754074353";"0.808072838944495";"321"
"318";"*a_0805";"0.0181206513308056";"0.014907989835044";"0.807733030027298";"322"
"319";"*postLikes_128700";"0.0181206513308056";"0.014907989835044";"0.807733030027298";"323"
"320";"*postDate_24-2-2025";"0.0181206513308056";"0.014907989835044";"0.807733030027298";"324"
"321";"*a_0960";"0.016752643374618";"0.0127182120133944";"0.807650955414013";"325"
"322";"*postLikes_39500";"0.016752643374618";"0.0127182120133944";"0.807650955414013";"326"
"323";"*postComments_745";"0.016752643374618";"0.0127182120133944";"0.807650955414013";"327"
"324";"*postReposts_662";"0.016752643374618";"0.0127182120133944";"0.807650955414013";"328"
"325";"*postDate_2-11-2025";"0.016752643374618";"0.0127182120133944";"0.807650955414013";"329"
"326";"*postComments_182";"-0.641445222630814";"0.00433944759014486";"0.807585395814377";"330"
"327";"*postLikes_1600";"0.019622673187309";"0.0173636381141839";"0.806973339399454";"331"
"328";"*postLikes_1900";"0.0274845318352421";"0.0276074302634054";"0.806848225659691";"332"
"329";"*postReposts_1";"-0.107394780337115";"0.0154028544953485";"0.806737124658781";"333"
"330";"*postComments_36";"0.0268432910963335";"0.025692846719139";"0.80648339399454";"334"
"331";"*a_0804";"0.0252725386251007";"0.024137930718409";"0.806110054595086";"335"
"332";"*postLikes_115000";"0.0252725386251007";"0.024137930718409";"0.806110054595086";"336"
"333";"*postComments_973";"0.0252725386251007";"0.024137930718409";"0.806110054595086";"337"
"334";"*postDate_23-2-2025";"0.0252725386251007";"0.024137930718409";"0.806110054595086";"338"
"335";"*commentDate_19-3-2025";"0.0186184221109039";"0.0148577922965896";"0.805621110100091";"339"
"336";"*commentLikes_3";"0.0225189801411709";"0.0208319144709958";"0.805493994540491";"340"
"337";"*commentLikes_4";"0.0223314887023898";"0.0205809521182537";"0.805400409463148";"341"
"338";"*postComments_20";"0.0197369198983754";"0.0161136258682163";"0.804751319381256";"342"
"339";"*postReposts_30";"0.0233572649939055";"0.0215917718684788";"0.80457465878071";"343"
"340";"*a_0855";"0.0251753142966843";"0.0256437075842758";"0.804469563239309";"344"
"341";"*postLikes_35000";"0.0251753142966843";"0.0256437075842758";"0.804469563239309";"345"
"342";"*postComments_360";"0.0251753142966843";"0.0256437075842758";"0.804469563239309";"346"
"343";"*postReposts_98";"0.0251753142966843";"0.0256437075842758";"0.804469563239309";"347"
"344";"*postDate_19-5-2025";"0.0251753142966843";"0.0256437075842758";"0.804469563239309";"348"
"345";"*a_0796";"0.0303664061724333";"0.0321596044890943";"0.804409008189263";"349"
"346";"*postComments_197";"0.0303664061724333";"0.0321596044890943";"0.804409008189263";"350"
"347";"*postDate_10-2-2025";"0.0303664061724333";"0.0321596044890943";"0.804409008189263";"351"
"348";"*commentLikes_2";"0.0238049694227174";"-0.0901453317977262";"0.804351956323931";"352"
"349";"*postComments_37";"0.0303615233026218";"0.0305601306297394";"0.803967106460419";"353"
"350";"*a_0815";"0.0174929935083839";"0.0139648715886405";"0.803707870791629";"354"
"351";"*postLikes_50500";"0.0174929935083839";"0.0139648715886405";"0.803707870791629";"355"
"352";"*postComments_1700";"0.0174929935083839";"0.0139648715886405";"0.803707870791629";"356"
"353";"*postDate_12-3-2025";"0.0174929935083839";"0.0139648715886405";"0.803707870791629";"357"
"354";"*a_0395";"0.0165170020253512";"0.0124983474044423";"0.803599272065514";"358"
"355";"*postLikes_36200";"0.0165170020253512";"0.0124983474044423";"0.803599272065514";"359"
"356";"*postDate_3-4-2023";"0.0165170020253512";"0.0124983474044423";"0.803599272065514";"360"
"357";"*commentDate_18-3-2025";"0.0175707273433157";"0.0140816743997713";"0.803360054595087";"361"
"358";"*postComments_1400";"0.0175699057065621";"0.0134991638306162";"0.803342038216561";"362"
"359";"*a_0884";"0.0188383381663687";"0.0151047109480934";"0.80317838944495";"363"
"360";"*postLikes_30600";"0.0188383381663687";"0.0151047109480934";"0.80317838944495";"364"
"361";"*postComments_569";"0.0188383381663687";"0.0151047109480934";"0.80317838944495";"365"
"362";"*postReposts_266";"0.0188383381663687";"0.0151047109480934";"0.80317838944495";"366"
"363";"*postDate_2-7-2025";"0.0188383381663687";"0.0151047109480934";"0.80317838944495";"367"
"364";"*postLikes_12600";"0.0196735821137125";"0.0163090310794591";"0.803005732484076";"368"
"365";"*postReposts_20";"0.0187425676865937";"0.0155268170124395";"0.802909144676979";"369"
"366";"*a_0485";"0.0165170020253512";"0.0124983474044423";"0.802624385805278";"370"
"367";"*postComments_354";"0.0165170020253512";"0.0124983474044423";"0.802624385805278";"371"
"368";"*postDate_11-9-2023";"0.0165170020253512";"0.0124983474044423";"0.802624385805278";"372"
"369";"*postComments_143";"0.0165170020253512";"0.0124983474044423";"0.802546314831665";"373"
"370";"*a_0618";"0.0184742070069934";"0.0146958696079128";"0.802544813466788";"374"
"371";"*postLikes_30500";"0.0184742070069934";"0.0146958696079128";"0.802544813466788";"375"
"372";"*postComments_285";"0.0184742070069934";"0.0146958696079128";"0.802544813466788";"376"
"373";"*postDate_21-4-2024";"0.0184742070069934";"0.0146958696079128";"0.802544813466788";"377"
"374";"*commentDate_17-3-2025";"0.0165170020253512";"0.0124983474044423";"0.802236032757052";"378"
"375";"*a_0750";"0.0187636239296906";"0.0158741200548607";"0.802217015468608";"379"
"376";"*postLikes_27300";"0.0187636239296906";"0.0158741200548607";"0.802217015468608";"380"
"377";"*postComments_317";"0.0187636239296906";"0.0158741200548607";"0.802217015468608";"381"
"378";"*postDate_25-11-2024";"0.0187636239296906";"0.0158741200548607";"0.802217015468608";"382"
"379";"*postLikes_15200";"0.0212812508506945";"0.0187501871569635";"0.802049363057325";"383"
"380";"*commentDate_20-3-2025";"0.0165170020253512";"0.0124983474044423";"0.802041856232939";"384"
"381";"*postLikes_4400";"0.0186280992629567";"0.0148709613885128";"0.801949272065514";"385"
"382";"*postComments_25";"0.0165170020253512";"0.0124983474044423";"0.801925750682439";"386"
"383";"*a_0838";"0.0214027878105247";"0.018909672864936";"0.801900227479527";"387"
"384";"*postReposts_62";"0.0214027878105247";"0.018909672864936";"0.801900227479527";"388"
"385";"*postDate_21-4-2025";"0.0214027878105247";"0.018909672864936";"0.801900227479527";"389"
"386";"*postComments_9";"0.0217976172741594";"0.0198406213625883";"0.801859190172885";"390"
"387";"*a_0788";"0.0201437626648321";"0.0165734418695777";"0.801821656050955";"391"
"388";"*postComments_249";"0.0201437626648321";"0.0165734418695777";"0.801821656050955";"392"
"389";"*postDate_27-1-2025";"0.0201437626648321";"0.0165734418695777";"0.801821656050955";"393"
"390";"*postComments_6";"0.0165170020253512";"0.0124983474044423";"0.801809645131938";"394"
"391";"*commentLikes_12";"0.0165170020253512";"0.0124983474044423";"0.801770609645132";"395"
"392";"*a_0785";"0.0181940578130975";"0.0150182903688391";"0.801762101910828";"396"
"393";"*postLikes_4300";"0.0181940578130975";"0.0150182903688391";"0.801762101910828";"397"
"394";"*postComments_92";"0.0181940578130975";"0.0150182903688391";"0.801762101910828";"398"
"395";"*postDate_22-1-2025";"0.0181940578130975";"0.0150182903688391";"0.801762101910828";"399"
"396";"*commentDate_3-11-2025";"0.0181940578130975";"0.0150182903688391";"0.801762101910828";"400"
"397";"*postComments_8";"0.0165170020253512";"0.0124983474044423";"0.801693539581438";"401"
"398";"*postComments_49";"0.0165170020253512";"0.0124983474044423";"0.801654504094632";"402"
"399";"*commentDate_31-3-2025";"0.0165170020253512";"0.0124983474044423";"0.801654504094632";"403"
"400";"*postLikes_6400";"0.0182680455684393";"0.0151294643231507";"0.801650500454959";"404"
"401";"*commentLikes_7";"0.0196227170363291";"0.0164898431073482";"0.801644995450409";"405"
"402";"*postLikes_5700";"0.0247470205651183";"0.0243231678939521";"0.801630982711556";"406"
"403";"*a_0744";"0.0199654729803672";"0.016782967819338";"0.801620473157416";"407"
"404";"*postLikes_584400";"0.0199654729803672";"0.016782967819338";"0.801620473157416";"408"
"405";"*postComments_14800";"0.0199654729803672";"0.016782967819338";"0.801620473157416";"409"
"406";"*postDate_15-11-2024";"0.0199654729803672";"0.016782967819338";"0.801620473157416";"410"
"407";"*postComments_69";"0.0165170020253512";"0.0124983474044423";"0.801615969062784";"411"
"408";"*commentDate_18-9-2025";"0.0165170020253512";"0.0124983474044423";"0.801615969062784";"412"
"409";"*postComments_10";"0.0165170020253512";"0.0124983474044423";"0.801577434030937";"413"
"410";"*a_0654";"0.0165170020253512";"0.0124983474044423";"0.801577434030937";"414"
"411";"*postLikes_36900";"0.0165170020253512";"0.0124983474044423";"0.801577434030937";"415"
"412";"*postComments_348";"0.0165170020253512";"0.0124983474044423";"0.801577434030937";"416"
"413";"*postDate_19-6-2024";"0.0165170020253512";"0.0124983474044423";"0.801577434030937";"417"
"414";"*a_0825";"0.0217356800604547";"0.0201820977419641";"0.801566424021838";"418"
"415";"*postLikes_39800";"0.0217356800604547";"0.0201820977419641";"0.801566424021838";"419"
"416";"*postComments_884";"0.0217356800604547";"0.0201820977419641";"0.801566424021838";"420"
"417";"*postReposts_64";"0.0217356800604547";"0.0201820977419641";"0.801566424021838";"421"
"418";"*postDate_30-3-2025";"0.0217356800604547";"0.0201820977419641";"0.801566424021838";"422"
"419";"*commentDate_25-2-2025";"0.021146582517457";"0.0189354095047347";"0.801531392174704";"423"
"420";"*postComments_15";"0.0203574494790299";"0.0178381830103666";"0.801139035486806";"424"
"421";"*a_0005";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"425"
"422";"*commentDate_27-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"426"
"423";"*a_0008";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"427"
"424";"*postDate_5-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"428"
"425";"*commentDate_14-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"429"
"426";"*a_0016";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"430"
"427";"*postDate_18-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"431"
"428";"*a_0021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"432"
"429";"*postDate_23-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"433"
"430";"*commentDate_23-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"434"
"431";"*a_0022";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"435"
"432";"*postLikes_424";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"436"
"433";"*postDate_25-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"437"
"434";"*commentDate_25-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"438"
"435";"*a_0023";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"439"
"436";"*postLikes_344";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"440"
"437";"*postDate_26-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"441"
"438";"*commentDate_26-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"442"
"439";"*commentDate_1-8-2023";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"443"
"440";"*a_0031";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"444"
"441";"*postLikes_638";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"445"
"442";"*postDate_6-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"446"
"443";"*commentDate_6-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"447"
"444";"*a_0032";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"448"
"445";"*postDate_8-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"449"
"446";"*commentDate_7-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"450"
"447";"*commentDate_15-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"451"
"448";"*commentDate_30-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"452"
"449";"*a_0044";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"453"
"450";"*postComments_104";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"454"
"451";"*postDate_27-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800076569608735";"455"
"452";"*a_0002";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"456"
"453";"*postLikes_915";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"457"
"454";"*postDate_27-6-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"458"
"455";"*commentDate_27-6-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"459"
"456";"*commentDate_1-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"460"
"457";"*commentDate_9-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"461"
"458";"*commentDate_16-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"462"
"459";"*commentDate_7-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"463"
"460";"*commentDate_24-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"464"
"461";"*a_0018";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"465"
"462";"*postDate_20-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"466"
"463";"*a_0019";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"467"
"464";"*postDate_21-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"468"
"465";"*commentDate_22-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"469"
"466";"*a_0025";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"470"
"467";"*postLikes_520";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"471"
"468";"*postDate_30-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"472"
"469";"*commentDate_30-7-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"473"
"470";"*commentDate_1-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"474"
"471";"*a_0027";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"475"
"472";"*postDate_2-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"476"
"473";"*commentDate_8-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"477"
"474";"*commentDate_11-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"478"
"475";"*a_0034";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"479"
"476";"*postDate_11-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"480"
"477";"*commentDate_12-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"481"
"478";"*commentDate_6-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"482"
"479";"*commentDate_28-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"483"
"480";"*a_0038";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"484"
"481";"*postDate_17-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"485"
"482";"*commentDate_17-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"486"
"483";"*commentDate_24-8-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"487"
"484";"*a_0051";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"488"
"485";"*postDate_6-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"489"
"486";"*commentDate_26-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"490"
"487";"*commentDate_18-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"491"
"488";"*a_0054";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"492"
"489";"*postLikes_704";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"493"
"490";"*postDate_12-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"494"
"491";"*commentDate_13-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"495"
"492";"*commentDate_16-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"496"
"493";"*commentDate_21-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"497"
"494";"*a_0062";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"498"
"495";"*postLikes_872";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"499"
"496";"*postDate_24-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"500"
"497";"*commentDate_24-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"501"
"498";"*commentDate_28-9-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"502"
"499";"*commentDate_2-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"503"
"500";"*a_0066";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"504"
"501";"*postLikes_910";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"505"
"502";"*postDate_1-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"506"
"503";"*commentDate_1-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"507"
"504";"*a_0068";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"508"
"505";"*postLikes_205";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"509"
"506";"*postDate_4-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"510"
"507";"*commentDate_4-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"511"
"508";"*a_0069";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"512"
"509";"*postLikes_328";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"513"
"510";"*postDate_6-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"514"
"511";"*commentDate_6-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"515"
"512";"*commentDate_10-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"516"
"513";"*a_0075";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"517"
"514";"*postLikes_221";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"518"
"515";"*postDate_13-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"519"
"516";"*a_0076";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"520"
"517";"*postDate_14-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"521"
"518";"*commentDate_14-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"522"
"519";"*commentDate_21-10-2021";"0.0165170020253512";"0.0124983474044423";"0.800038535031847";"523"
"520";"*rts_a";"-0.0134499343762125";"-0.000790916721047301";"0.8";"524"
"521";"*lang_fr";"-0.0134499343762125";"-0.000790916721047301";"0.8";"525"
