"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"emji_visage_qui_pleure";-0,02;-0,034;7,62;21,554;-0,014;-0,054;-0,054;-0,061;-0,169;-24,852
"canton";-0,024;-0,04;-0,841;-3,839;-0,016;-0,063;-0,063;-0,071;-0,198;5,322
"manger";-0,025;-0,041;-0,877;-4,007;-0,017;-0,066;-0,066;-0,074;15,92;2,062
"drôle";-0,025;-0,041;-0,877;-4,007;-0,017;-0,066;-0,066;-0,074;-0,207;5,555
"connaître";-0,025;-0,041;-0,877;-2,162;-0,017;-0,066;-0,066;-0,074;-0,207;3,596
"grand";-0,024;-0,04;-0,841;-3,839;-0,016;-0,063;-0,063;-0,071;-0,198;5,322
"valoir";-0,022;-0,037;-0,791;-1,801;-0,015;-0,06;-0,06;-0,067;-0,187;3,076
"franc";-0,022;-0,036;-0,767;-3,503;-0,014;-0,058;-0,058;-0,065;-0,181;4,855
"comprendre";-0,022;-0,037;-0,779;-0,038;-0,015;-0,059;-0,059;-0,066;-0,184;0,572
"vieux";-0,022;-0,037;-0,791;-3,615;-0,015;-0,06;-0,06;-0,067;-0,187;5,011
"emji_coeur_rouge";-0,017;-0,028;-0,596;-1,012;-0,011;-0,045;-0,045;-0,05;-0,14;1,916
"prendre";-0,02;-0,034;-0,718;-3,279;-0,014;-0,054;-0,054;-0,061;-0,169;4,545
"chose";-0,02;-0,034;-0,718;-3,279;-0,014;-0,054;-0,054;-0,061;-0,169;4,545
"vidéo";-0,019;-0,031;-0,669;-3,055;-0,013;-0,05;-0,05;-0,057;-0,158;4,235
"neige";-0,019;-0,031;-0,669;624,081;-0,013;-0,05;-0,05;-0,057;-0,158;-445,376
"emji_singe_ne_rien_voir";-0,012;-0,021;-0,437;-1,995;-0,008;-0,033;-0,033;-0,037;-0,103;2,766
"p";-0,018;-0,03;-0,644;-1,203;-0,012;-0,049;-0,049;-0,055;-0,152;2,201
"schneck";-0,016;-0,027;-0,583;-2,664;-0,011;-0,044;-0,044;-0,049;-0,138;3,693
"horreur";-0,019;-0,031;3106,956;0,012;-0,012;-0,049;-0,049;-0,056;-0,155;-550,366
"belgique";-0,019;-0,031;-0,669;-0,284;-0,013;-0,05;-0,05;-0,057;-0,158;1,01
"emji_tête_de_fou";-0,018;-0,029;-0,62;-1,107;-0,012;-0,047;-0,047;-0,053;-0,146;2,058
"vraiment";-0,018;-0,03;0,236;-2,888;-0,012;-0,048;-0,048;-0,054;-0,149;2,13
"trouver";-0,018;-0,03;-0,632;-1,155;-0,012;-0,048;-0,048;-0,054;-0,149;2,13
"temps";-0,017;-0,029;-0,608;0,06;-0,011;-0,046;-0,046;-0,052;-0,143;0,093
"excellent";-0,018;-0,03;-0,644;-2,943;-0,012;-0,049;-0,049;-0,055;-0,152;4,08
"jurer";-0,018;-0,03;0,236;-1,155;-0,012;-0,048;-0,048;-0,054;-0,149;0,843
"emji_yeux";-0,017;-0,029;-0,608;-2,776;-0,011;-0,046;-0,046;-0,052;-0,143;3,848
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";-0,017;-0,028;-0,596;-1,012;-0,011;-0,045;-0,045;-0,05;-0,14;1,916
"coup";-0,017;-0,028;0,299;-0,131;-0,011;-0,045;-0,045;-0,05;-0,14;0,072
"allemand";-0,017;-0,028;-0,596;-2,72;-0,011;-0,045;-0,045;-0,05;-0,14;3,77
"passer";-0,017;-0,028;-0,596;-0,131;-0,011;-0,045;-0,045;-0,05;-0,14;0,683
"fondue";-0,016;-0,026;-0,559;-2,553;-0,011;-0,042;-0,042;-0,047;-0,132;3,538
"père";-0,016;-0,027;-0,583;-2,664;-0,011;-0,044;-0,044;-0,049;-0,138;3,693
"fois";-0,016;-0,027;-0,571;0,126;-0,011;-0,043;-0,043;-0,048;-0,135;0,038
"changer";-0,016;-0,027;-0,583;-2,664;-0,011;-0,044;-0,044;-0,049;-0,138;3,693
"belge";-0,015;-0,026;-0,547;-2,497;-0,01;-0,041;-0,041;-0,046;-0,129;3,461
"premier";-0,016;-0,027;-0,571;-2,608;-0,011;-0,043;-0,043;-0,048;-0,135;3,616
"emji_applaudissements";-0,01;-0,016;-0,339;-1,551;-0,006;-0,026;-0,026;-0,029;-0,08;2,149
"vaud";-0,015;-0,025;-0,522;-2,385;-0,01;-0,039;-0,039;-0,044;-0,123;3,306
"fou";-0,015;-0,025;-0,522;-0,736;-0,01;-0,039;-0,039;-0,044;-0,123;1,497
"emji_visage_souriant_avec_yeux_rieurs";-0,015;-0,026;-0,547;-0,057;-0,01;-0,041;-0,041;-0,046;-0,129;0,486
"emji_visage_qui_vomit";-0,013;-0,021;556,816;-0,479;-0,008;-0,034;-0,034;-0,038;-0,106;-84,884
"rappeler";-0,015;-0,025;0,436;-2,441;-0,01;-0,04;-0,04;-0,045;-0,126;1,566
"détester";-0,014;-0,024;0,504;551,379;-0,01;-0,038;-0,038;-0,043;-0,12;-419,219
"commentaire";-0,015;-0,025;-0,534;-2,441;-0,01;-0,04;-0,04;-0,045;-0,126;3,384
"mettre";-0,014;-0,023;-0,498;-2,274;-0,009;-0,038;-0,038;-0,042;-0,117;3,152
"meilleur";-0,014;-0,023;-0,498;23,227;-0,009;-0,038;-0,038;-0,042;-0,117;-13,745
"hahaha";-0,014;-0,023;-0,498;-2,274;-0,009;-0,038;-0,038;-0,042;-0,117;3,152
"vie";-0,013;-0,022;-0,473;8,145;-0,009;-0,036;-0,036;-0,04;-0,112;-4,064
"québécois";-0,014;-0,023;-0,498;-2,274;-0,009;-0,038;-0,038;-0,042;-0,117;3,152
"plutôt";-0,014;-0,024;-0,51;-2,33;-0,01;-0,038;-0,038;-0,043;-0,12;3,229
"italien";-0,014;-0,023;-0,498;-2,274;-0,009;-0,038;-0,038;-0,042;-0,117;3,152
"emji_visage_avec_une_main_sur_la_bouche";-0,012;-0,019;-0,413;-1,884;-0,008;-0,031;-0,031;-0,035;-0,097;2,612
"blanc";-0,014;-0,023;-0,498;-2,274;-0,009;-0,038;-0,038;-0,042;-0,117;3,152
"emji_visage_roulant_des_yeux";-0,014;-0,023;-0,486;-0,605;-0,009;-0,037;-0,037;-0,041;-0,115;1,292
"saison";-0,013;-0,022;-0,473;564,35;-0,009;-0,036;-0,036;-0,04;-0,112;-405,143
"emji_visage_grimaçant";-0,012;-0,021;-0,437;0,008;-0,008;-0,033;-0,033;-0,037;-0,103;0,132
"emji_feu";-0,008;-0,014;-0,291;-0,055;-0,005;-0,022;-0,022;-0,025;-0,069;0,315
"région";-0,013;-0,022;-0,473;-0,562;-0,009;-0,036;-0,036;-0,04;-0,112;1,225
"mec";-0,013;-0,022;-0,461;-2,107;-0,009;-0,035;-0,035;-0,039;-0,109;2,92
"fin";-0,013;-0,022;-0,473;-2,162;-0,009;-0,036;-0,036;-0,04;-0,112;2,998
"emji_visage_avec_un_sourire_malin";-0,011;-0,019;-0,4;-0,324;-0,008;-0,03;-0,03;-0,034;-0,094;0,834
"chaussette";-0,013;-0,022;-0,461;-2,107;-0,009;-0,035;-0,035;-0,039;-0,109;2,92
"benett";-0,013;-0,022;-0,473;-2,162;-0,009;-0,036;-0,036;-0,04;-0,112;2,998
"femme";-0,012;-0,02;-0,425;-0,4;-0,008;-0,032;-0,032;-0,036;-0,1;0,962
"enfant";-0,013;-0,022;-0,461;-2,107;-0,009;-0,035;-0,035;-0,039;-0,109;2,92
"côté";-0,013;-0,021;-0,449;-0,479;-0,008;-0,034;-0,034;-0,038;-0,106;1,092
"chaleur";-0,013;-0,021;-0,449;494,822;-0,008;-0,034;-0,034;-0,038;-0,106;-354,583
"purée";-0,013;-0,021;-0,449;0,002;-0,008;-0,034;-0,034;-0,038;-0,106;0,163
"oublier";-0,013;-0,021;-0,449;-0,479;-0,008;-0,034;-0,034;-0,038;-0,106;1,092
"jean";-0,012;-0,02;-0,425;-1,94;-0,008;-0,032;-0,032;-0,036;-0,1;2,689
"blague";-0,013;-0,021;-0,449;-2,051;-0,008;-0,034;-0,034;-0,038;-0,106;2,843
"ressembler";-0,012;-0,021;-0,437;0,008;-0,008;-0,033;-0,033;-0,037;7,927;-0,082
"jour";-0,012;-0,02;-0,425;0,791;-0,008;-0,032;-0,032;-0,036;-0,1;-0,114
"gens";-0,012;-0,021;-0,437;0,702;-0,008;-0,033;-0,033;-0,037;-0,103;-0,082
"fille";-0,012;-0,021;0,768;-0,439;-0,008;-0,033;-0,033;-0,037;-0,103;0,132
"fameux";-0,012;-0,021;-0,437;-0,439;-0,008;-0,033;-0,033;-0,037;-0,103;1,027
"rester";-0,011;51,532;-0,4;0,046;-0,008;-0,03;-0,03;-0,034;-0,094;-0,197
"heureusement";-0,012;-0,02;-0,425;0,791;-0,008;-0,032;-0,032;-0,036;-0,1;-0,114
"gros";-0,012;-0,019;-0,413;-1,884;-0,008;-0,031;-0,031;-0,035;-0,097;2,612
"genevois";-0,012;-0,02;-0,425;-1,94;-0,008;-0,032;-0,032;-0,036;-0,1;2,689
"gars";-0,012;-0,02;-0,425;-1,94;-0,008;-0,032;-0,032;-0,036;-0,1;2,689
"seul";-0,011;-0,018;-0,388;1,112;-0,007;-0,029;-0,029;-0,033;-0,092;-0,25
"rts";-0,012;-0,019;-0,413;-1,884;-0,008;-0,031;-0,031;-0,035;-0,097;2,612
"pull";-0,012;-0,019;-0,413;-1,884;-0,008;-0,031;-0,031;-0,035;-0,097;2,612
"pays";-0,011;-0,019;-0,4;24,147;-0,008;-0,03;-0,03;-0,034;-0,094;-14,729
"emji_visage_en_pleine_réflexion";-0,011;-0,018;-0,388;-1,773;-0,007;-0,029;-0,029;-0,033;-0,092;2,458
"emji_visage_avec_un_léger_sourire";-0,012;-0,019;-0,413;0,029;-0,008;-0,031;-0,031;-0,035;6458,805;-270,248
"emji_miam";-0,01;-0,017;-0,364;-1,662;-0,007;-0,027;-0,027;-0,031;-0,086;2,303
"ca";-0,012;-0,019;-0,413;-1,884;-0,008;-0,031;-0,031;-0,035;-0,097;2,612
"archive";-0,012;-0,019;-0,413;-1,884;-0,008;-0,031;-0,031;-0,035;-0,097;2,612
"voix";-0,011;-0,019;-0,4;-1,829;-0,008;-0,03;-0,03;-0,034;-0,094;2,535
"monde";-0,011;-0,018;-0,388;-1,773;-0,007;-0,029;-0,029;-0,033;-0,092;2,458
"habiter";-0,011;-0,019;-0,4;0,995;-0,008;-0,03;-0,03;-0,034;-0,094;-0,197
"foutre";-0,011;-0,018;-0,376;-1,717;-0,007;-0,028;-0,028;-0,032;-0,089;2,38
"vivre";-0,01;-0,017;-0,364;1,381;-0,007;-0,027;-0,027;-0,031;-0,086;-0,381
"vin";-0,01;-0,017;-0,364;-0,219;-0,007;-0,027;-0,027;-0,031;-0,086;0,65
"huitante";-0,01;-0,017;-0,352;-1,606;-0,007;-0,026;-0,026;-0,03;-0,083;2,226
"demander";-0,01;-0,017;-0,364;-0,219;-0,007;-0,027;-0,027;-0,031;-0,086;0,65
"arriver";-0,011;-0,018;-0,388;1,112;-0,007;-0,029;-0,029;-0,033;-0,092;-0,25
"regarder";-0,011;-0,018;-0,376;-1,717;-0,007;-0,028;-0,028;-0,032;-0,089;2,38
"perso";-0,011;-0,018;-0,376;-0,252;-0,007;-0,028;-0,028;-0,032;-0,089;0,71
"part";-0,011;-0,018;-0,376;-1,717;-0,007;-0,028;-0,028;-0,032;-0,089;2,38
"euro";-0,01;-0,017;-0,364;-1,662;-0,007;-0,027;-0,027;-0,031;-0,086;2,303
"emji_drapeau_suisse";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"devenir";-0,011;-0,018;-0,376;0,093;-0,007;-0,028;-0,028;-0,032;-0,089;0,02
"dernier";-0,011;-0,018;-0,376;-0,252;-0,007;-0,028;-0,028;-0,032;-0,089;0,71
"cas";-0,011;-0,018;-0,376;-1,717;-0,007;-0,028;-0,028;-0,032;-0,089;2,38
"tête";-0,01;-0,017;-0,352;-1,606;-0,007;-0,026;-0,026;-0,03;-0,083;2,226
"tit";-0,01;-0,016;-0,339;-0,156;-0,006;-0,026;-0,026;-0,029;-0,08;0,532
"romand";-0,01;-0,017;-0,364;-1,662;-0,007;-0,027;-0,027;-0,031;-0,086;2,303
"nord";-0,009;-0,015;-0,327;-0,127;-0,006;-0,025;-0,025;-0,028;-0,077;0,475
"nom";-0,01;-0,016;-0,339;-1,551;-0,006;-0,026;-0,026;-0,029;-0,08;2,149
"manquer";-0,01;-0,017;-0,352;14,024;-0,007;-0,026;-0,026;-0,03;-0,083;-8,129
"fribourg";-0,01;-0,017;-0,352;-1,606;-0,007;-0,026;-0,026;-0,03;-0,083;2,226
"emji_visage_qui_tire_la_langue_les_yeux_plissés";-0,01;-0,017;-0,364;-0,219;-0,007;-0,027;-0,027;-0,031;-0,086;0,65
"donner";-0,01;-0,017;-0,352;-0,187;-0,007;-0,026;-0,026;-0,03;-0,083;0,59
"air";-0,01;-0,017;-0,364;0,125;-0,007;-0,027;-0,027;-0,031;-0,086;0,009
"truc";-0,01;-0,017;-0,352;-0,187;-0,007;-0,026;-0,026;-0,03;10,274;0,002
"team";-0,01;-0,016;-0,339;4,645;-0,006;-0,026;-0,026;-0,029;-0,08;-2,192
"ps";-0,01;-0,017;-0,352;-1,606;-0,007;-0,026;-0,026;-0,03;-0,083;2,226
"plage";-0,01;-0,017;-0,352;292,775;-0,007;-0,026;-0,026;-0,03;-0,083;-208,309
"perdre";-0,01;-0,017;-0,352;-1,606;-0,007;-0,026;-0,026;-0,03;-0,083;2,226
"langue";-0,009;-0,015;-0,315;-1,44;-0,006;-0,024;-0,024;-0,027;-0,074;1,995
"haut";-0,01;-0,017;-0,352;-0,187;-0,007;-0,026;-0,026;-0,03;-0,083;0,59
"film";-0,01;-0,017;1,253;-0,187;-0,007;-0,026;-0,026;-0,03;-0,083;0,002
"sac";-0,009;-0,015;-0,327;-1,495;-0,006;-0,025;-0,025;-0,028;-0,077;2,072
"putain";-0,01;-0,016;1,345;-0,156;-0,006;-0,026;-0,026;-0,029;-0,08;0
"pauvre";-0,01;-0,016;8,425;-1,551;-0,006;-0,026;-0,026;-0,029;-0,08;0
"heure";-0,009;-0,014;-0,303;5,864;-0,006;-0,023;-0,023;-0,026;-0,071;-3,002
"cousin";-0,009;-0,015;-0,315;-1,44;-0,006;-0,024;40,454;-0,027;-0,074;0,42
"cornet";-0,009;-0,015;-0,327;-1,495;-0,006;-0,025;-0,025;-0,028;-0,077;2,072
"sortir";-0,009;-0,015;-0,327;-1,495;-0,006;-0,025;-0,025;-0,028;-0,077;2,072
"new_wave";-0,009;-0,014;-0,303;-1,384;-0,006;-0,023;-0,023;-0,026;-0,071;1,918
"moix";-0,008;-0,014;-0,291;50,544;-0,005;-0,022;-0,022;-0,025;-0,069;-33,666
"jeune";-0,009;-0,015;-0,315;-1,44;-0,006;-0,024;-0,024;-0,027;-0,074;1,995
"emji_visage_avec_les_sourcils_relevés";-0,007;-0,011;-0,242;-0,002;-0,005;-0,018;-0,018;-0,021;-0,057;0,135
"danse";-0,009;-0,015;-0,327;-0,127;-0,006;-0,025;-0,025;-0,028;-0,077;0,475
"soleil";-0,009;-0,015;-0,315;242,112;-0,006;-0,024;-0,024;-0,027;-0,074;-171,877
"reconnaître";-0,009;-0,014;-0,303;-1,384;-0,006;-0,023;-0,023;-0,026;-0,071;1,918
"papa";-0,009;-0,015;-0,315;-1,44;-0,006;-0,024;-0,024;-0,027;-0,074;1,995
"moche";-0,009;-0,014;-0,303;-1,384;-0,006;-0,023;-0,023;-0,026;-0,071;1,918
"léman";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"exister";-0,009;-0,015;-0,315;0,319;-0,006;-0,024;-0,024;-0,027;-0,074;-0,013
"emji_crâne";-0,009;-0,014;-0,303;0,388;-0,006;-0,023;-0,023;-0,026;-0,071;-0,03
"début";-0,009;-0,015;-0,315;-0,101;-0,006;-0,024;-0,024;-0,027;-0,074;0,42
"cyril";-0,009;-0,015;-0,315;-1,44;-0,006;-0,024;-0,024;-0,027;-0,074;1,995
"top";-0,009;-0,014;-0,303;-1,384;-0,006;-0,023;-0,023;-0,026;-0,071;1,918
"reportage";-0,009;-0,014;-0,303;-0,077;-0,006;-0,023;-0,023;-0,026;-0,071;0,367
"préférer";-0,009;-0,014;-0,303;47,875;-0,006;-0,023;-0,023;-0,026;-0,071;-31,697
"partir";-0,008;-0,014;-0,291;-1,328;-0,005;-0,022;-0,022;-0,025;-0,069;1,841
"naître";-0,009;-0,014;-0,303;-0,077;-0,006;-0,023;-0,023;-0,026;-0,071;0,367
"lorrain";-0,008;-0,013;-0,279;-1,273;-0,005;-0,021;-0,021;-0,024;-0,066;1,765
"joli";-0,008;-0,013;-0,279;-0,036;-0,005;-0,021;-0,021;-0,024;-0,066;0,266
"homme";-0,008;-0,014;-0,291;-0,055;-0,005;-0,022;-0,022;-0,025;-0,069;0,315
"gruyère";-0,009;-0,014;-0,303;-1,384;-0,006;-0,023;-0,023;-0,026;-0,071;1,918
"exactement";-0,009;-0,014;-0,303;0,388;-0,006;-0,023;-0,023;-0,026;-0,071;-0,03
"emji_visage_souriant";-0,008;-0,014;-0,291;-0,055;-0,005;-0,022;-0,022;-0,025;-0,069;0,315
"emji_visage_qui_regarde_entre_ses_doigts";-0,008;-0,014;10,396;-1,328;-0,005;-0,022;-0,022;-0,025;-0,069;-0,055
"emji_pouce_vers_le_haut";-0,008;-0,014;-0,291;-1,328;-0,005;-0,022;-0,022;-0,025;-0,069;1,841
"benetton";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"ahaha";-0,009;-0,014;-0,303;-1,384;-0,006;-0,023;-0,023;-0,026;-0,071;1,918
"servir";-0,008;-0,014;-0,291;-1,328;-0,005;-0,022;-0,022;-0,025;-0,069;1,841
"sentir";-0,008;-0,014;-0,291;2,565;-0,005;-0,022;-0,022;-0,025;-0,069;-1,06
"idée";-0,008;-0,014;-0,291;-0,055;-0,005;-0,022;-0,022;-0,025;-0,069;0,315
"génie";-0,008;-0,014;-0,291;-1,328;-0,005;-0,022;-0,022;-0,025;-0,069;1,841
"emji_visage_souriant_avec_auréole";-0,002;-0,004;-0,085;-0,387;-0,002;-0,006;-0,006;-0,007;-0,02;0,536
"cheveu";-0,008;-0,014;-0,291;-1,328;-0,005;-0,022;-0,022;-0,025;-0,069;1,841
"valaisan";-0,008;-0,013;-0,279;-1,273;-0,005;-0,021;-0,021;-0,024;-0,066;1,765
"sérieux";-0,008;-0,013;-0,279;0,558;-0,005;-0,021;-0,021;-0,024;-0,066;-0,088
"mère";-0,008;-0,013;-0,279;-0,036;-0,005;-0,021;-0,021;-0,024;13,431;-0,088
"marque";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"etc";-0,006;-0,011;-0,23;1,077;-0,004;-0,017;-0,017;-0,02;-0,054;-0,337
"emji_pouce_vers_le_haut_peau_claire";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"emji_mains_levées";-0,008;-0,013;-0,267;0,663;-0,005;-0,02;-0,02;-0,023;-0,063;-0,131
"daron";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"crétin";-0,008;-0,013;-0,279;-1,273;-0,005;-0,021;-0,021;-0,024;-0,066;1,765
"boire";-0,008;-0,013;-0,279;-0,036;-0,005;-0,021;-0,021;-0,024;-0,066;0,266
"super";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"revenir";-0,007;-0,011;-0,242;-0,002;-0,005;-0,018;-0,018;-0,021;-0,057;0,135
"prononcer";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"pluie";-0,007;-0,012;-0,254;275,03;-0,005;-0,019;-0,019;-0,022;-0,06;-196,993
"parent";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"neuchâtelois";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"meme";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;14,125;0,219
"marier";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"jouer";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"imaginer";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"finir";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"eau";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"dieu";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"carrément";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"bleu";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"école";-0,007;-0,012;-0,254;-0,009;-0,005;-0,019;-0,019;-0,022;-0,06;0,175
"salade";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"piscine";-0,007;-0,012;-0,254;0,782;-0,005;-0,019;-0,019;-0,022;-0,06;-0,186
"neuchâtel";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"incroyable";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"couille";-0,007;-0,012;-0,254;-0,009;-0,005;-0,019;-0,019;-0,022;-0,06;0,175
"com";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"burlington";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"walkman";-0,006;-0,01;-0,218;-0,996;-0,004;-0,016;-0,016;-0,018;-0,051;1,38
"sûr";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"ski";-0,007;-0,011;-0,242;0,919;-0,005;-0,018;-0,018;47,025;-0,057;-1,891
"rigoler";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"québec";-0,006;-0,011;-0,23;0;-0,004;-0,017;-0,017;-0,02;-0,054;0,098
"mort";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"meuf";-0,007;-0,011;-0,242;-0,002;-0,005;-0,018;-0,018;-0,021;-0,057;0,135
