"";"";"";"";"pépé";""
"336";"retraite";"0.0165170020253512";"0.0124983474044423";"0.800087319796301";"342"
"337";"poignée";"0.0165170020253512";"0.0124983474044423";"0.800087319796301";"343"
"338";"emji_bouton_coché";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"344"
"339";"emji_visage_souriant_avec_de_grands_yeux";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"345"
"340";"emji_visage_blasé";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"346"
"341";"emji_verre_de_vin";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"347"
"342";"emji_drapeau_canada";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"348"
"343";"vallée";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"349"
"344";"romandie";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"350"
"345";"raisin";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"351"
"346";"pierre";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"352"
"347";"octobre";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"353"
"348";"marseillais";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"354"
"349";"jsuis";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"355"
"350";"emji_visage_qui_bave";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"356"
"351";"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"357"
"352";"emji_coeur_violet";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"358"
"353";"dialecte";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"359"
"354";"bord";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"360"
"355";"appel";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"361"
"356";"île";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"362"
"357";"énerver";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"363"
"358";"écolo";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"364"
"359";"yanne";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"365"
"360";"www";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"366"
"361";"what";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"367"
"362";"vérité";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"368"
"363";"vérifier";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"369"
"364";"voiler";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"370"
"365";"vocation";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"371"
"366";"visionnaire";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"372"
"367";"vintage";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"373"
"368";"vibe";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"374"
"369";"vanne";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"375"
"370";"traumatiser";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"376"
"371";"traiter";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"377"
"372";"trace";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"378"
"373";"tonton";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"379"
"374";"tin";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"380"
"375";"the";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"381"
"376";"teint";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"382"
"377";"tectonique";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"383"
"378";"sébastien";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"384"
"379";"superbe";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"385"
"380";"stage";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"386"
"381";"souffle";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"387"
"382";"siècle";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"388"
"383";"similitude";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"389"
"384";"shnek";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"390"
"385";"serpillière";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"391"
"386";"scénario";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"392"
"387";"schnecks";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"393"
"388";"salomon";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"394"
"389";"régaler";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"395"
"390";"robert";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"396"
"391";"rital";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"397"
"392";"retour";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"398"
"393";"retard";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"399"
"394";"repas";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"400"
"395";"regretter";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"401"
"396";"rap";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"402"
"397";"raconter";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"403"
"398";"racisme";"0.0165170020253512";"0.0124983474044423";"0.800068054397117";"404"
"399";"coup";"0.0246513961461266";"0.0234810119704362";"0.800066302997191";"405"
"400";"emji_visage_festif";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"406"
"401";"sourire";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"407"
"402";"pilote";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"408"
"403";"paulette";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"409"
"404";"paquet";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"410"
"405";"occuper";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"411"
"406";"emji_visage_qui_fait_un_salut_militaire";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"412"
"407";"emji_ok_peau_claire";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"413"
"408";"corp";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"414"
"409";"conseiller";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"415"
"410";"bébé";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"416"
"411";"barbe";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"417"
"412";"évoluer";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"418"
"413";"étoile";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"419"
"414";"éduquer";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"420"
"415";"édition";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"421"
"416";"zone";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"422"
"417";"youtube";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"423"
"418";"willy";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"424"
"419";"vrmt";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"425"
"420";"voyager";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"426"
"421";"voter";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"427"
"422";"vivant";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"428"
"423";"virer";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"429"
"424";"vierge";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"430"
"425";"viande";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"431"
"426";"vestimentaire";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"432"
"427";"vd";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"433"
"428";"vaudoises";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"434"
"429";"valeur";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"435"
"430";"valaisannes";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"436"
"431";"vachement";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"437"
"432";"uranus";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"438"
"433";"unité";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"439"
"434";"typiquement";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"440"
"435";"tunnel";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"441"
"436";"trier";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"442"
"437";"tricoter";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"443"
"438";"transformer";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"444"
"439";"tranquille";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"445"
"440";"tram";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"446"
"441";"traire";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"447"
"442";"traduction";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"448"
"443";"toilette";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"449"
"444";"tite";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"450"
"445";"tip";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"451"
"446";"tee";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"452"
"447";"tdah";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"453"
"448";"tal";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"454"
"449";"taille";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"455"
"450";"sérieusement";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"456"
"451";"surprenant";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"457"
"452";"supprimer";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"458"
"453";"supposer";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"459"
"454";"soumettre";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"460"
"455";"sorry";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"461"
"456";"solo";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"462"
"457";"skieur";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"463"
"458";"site";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"464"
"459";"scooby";"0.0165170020253512";"0.0124983474044423";"0.800049039197923";"465"
