"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"haut";1;1;1;1;0;0,001;0,107;0,848
"fédéral";1;1;0;1;0,003;1;0,385;1
"financer";1;1;0,001;1;0;1;1;1
"faute";1;1;1;1;1;1;1;0
"démocratie";1;1;0;1;1;1;1;0,001
"rappeler";1;1;0;1;0,997;1;1;0
"humanité";1;1;0;1;1;1;1;0
"maison";1;1;1;1;0;0;0,09;1
"emji_visage_souriant_avec_coeurs";1;0;1;1;1;1;1;1
"tête";1;1;1;1;1;1;0,683;0
"route";1;1;1;1;0;1;1;1
"marcher";1;1;1;1;1;0,001;1;0
"magnifique";1;0;1;1;1;1;0,707;1
"user";0,018;1;0;1;0,01;1;1;1
"image";1;1;0;1;1;0,821;1;0
"fou";1;1;0,905;1;1;1;1;0
"contraire";1;1;0,086;1;1;1;0,011;0
"voler";1;1;0;1;0;1;1;1
"truc";1;1;1;1;0,035;1;0,346;0
"souhaiter";1;1;1;1;1;0,821;0,365;0
"plaindre";1;1;1;1;1;1;0,004;0
"emji_drapeau_israël";1;0;0;1;1;1;1;1
"valeur";1;1;0,587;1;1;1;1;0
"nom";1;1;0;1;1;1;1;0,015
"minimum";1;1;1;1;0;1;0,996;0,416
"juif";1;1;0;1;1;1;1;1
"fonctionner";1;1;1;1;0;1;1;0,004
"main";1;1;0,013;1;0;1;1;1
"massacre";0,996;1;0;1;1;1;1;1
"différence";1;1;1;1;0;0,755;0;0,133
"offrir";1;1;1;1;0;1;1;1
"cours";1;1;1;1;0,705;0;0,526;0,049
"réel";1;1;1;1;1;1;0,831;0
"propos";1;1;1;1;1;1;1;0
"mesure";1;1;0,746;1;0,002;1;0,55;0,001
"bref";1;1;1;1;0,409;1;0,844;0
"tomber";1;1;1;1;0,91;1;0,248;0
"pro";1;1;0;1;1;1;1;1
"emji_visage_de_clown";0,368;1;0,461;0,055;1;1;0,354;1
"commettre";1;1;0;1;1;1;0,003;1
"blanc";1;1;1;1;1;1;0,001;0
"autoriser";1;1;0;1;1;0,738;1;1
"remettre";1;1;1;1;0,705;1;0;0
"prison";1;1;0;1;1;1;1;1
"libre";1;1;1;1;1;1;1;0
"vendre";1;1;1;1;0;1;1;1
"milliard";1;1;1;1;0;1;1;1
"fait";1;1;1;1;1;1;0,726;0
"corps";1;1;0;1;1;0,056;0;0,792
"coût";1;1;1;1;0;1;1;1
"caisse";1;1;1;1;0;1;1;1
"produire";1;1;1;1;0;1;1;1
"preuve";1;1;0,115;1;1;1;1;0
"meme";1;1;1;1;0,788;0,066;1;0
"totalement";1;1;1;1;0,375;1;1;0
"tenir";1;1;0,038;1;1;1;0,765;0
"complètement";1;1;0,115;1;1;1;0,107;0
"i";0;0,714;1;1;1;1;1;1
"emji_drapeau_sénégal";1;0;1;1;1;1;1;1
"recevoir";1;1;0,026;1;0;0,236;0,901;1
"physique";1;1;1;1;0,002;0,017;0,686;0
"ami";1;1;1;1;0,09;1;0,029;0,033
"écouter";1;1;1;1;1;0,002;1;0
"allemand";1;1;1;0,315;1;0,951;1;0,006
"militaire";1;1;0;1;1;1;0;1
"débat";1;1;1;1;1;0;0,97;0
"américain";1;1;0,117;1;0;1;1;0,844
"mondial";1;1;1;1;0;0,497;1;1
"empêcher";1;1;0,037;1;1;0,254;0,358;0
"emji_coeur_brisé";0,414;0;0,191;1;1;1;1;1
"culture";1;1;1;1;1;1;0,001;0
"banque";1;1;1;1;0;1;1;1
"accueillir";1;1;0,001;1;0;1;0,873;1
"total";1;1;0;1;0,162;1;0,032;1
"sauver";1;1;1;1;0;1;0,337;0,55
"refuser";1;1;0;1;0,076;1;0,194;0,704
"privé";1;1;1;1;0;1;1;1
"grave";1;1;0,007;1;1;1;1;0
"réfléchir";1;1;1;1;1;1;1;0
"raciste";1;1;1;0,498;1;1;0,594;0
"poste";1;1;1;1;0;0,575;0;1
"envoyer";1;1;0,126;1;0,001;1;0,327;1
"charger";1;1;1;1;0;1;0;1
"cacher";1;1;0;1;1;1;1;0,078
"prochain";1;1;1;1;1;0,016;1;0
"mec";1;1;1;0,001;1;0,068;0;0,001
"emploi";1;1;1;1;0;1;1;1
"époque";1;1;1;1;1;0;0,166;0
"type";1;1;1;1;0,428;0,013;0,348;0
"manif";1;1;0;1;1;1;1;1
"résultat";1;1;1;1;0,034;1;1;0
"réseau";1;1;1;1;1;1;1;0
"obliger";1;1;1;1;0,014;0,636;0;1
"emji_pouce_vers_le_haut";1;0,004;1;0;1;1;0,922;1
"prime";1;1;1;1;0;1;1;1
"porte";1;1;1;1;0,938;0;1;0
"actuel";1;1;0,735;1;0;0,619;0,008;0,434
"énergie";1;1;1;1;0;1;1;1
"envie";1;1;1;1;0,182;0,011;0,063;0
"entier";1;1;0,03;1;0,938;1;1;0
"emji_visage_festif";1;0;1;1;1;1;1;1
"effectivement";1;1;1;1;0,749;1;1;0
"subir";1;1;0;1;1;1;0;0,852
"produit";1;1;1;1;0;1;1;1
"personnel";1;1;1;1;0,002;1;0,491;0
"millier";1;1;0;1;0,245;1;1;1
"condition";1;1;0,204;1;0;1;0,516;1
"genocide";0,079;1;0;1;1;1;1;1
"marché";1;1;1;1;0;1;1;1
"incroyable";1;0,002;1;0,073;1;1;0,774;0,682
"difficile";1;1;1;1;1;0,488;0,702;0
"clair";1;1;0,235;1;1;1;1;0
"arabe";1;1;0;1;1;1;1;1
"responsable";1;1;0;1;0,237;1;1;0,081
"journaliste";1;1;0;1;1;1;1;0,071
"emji_étincelles";0,871;0;1;1;1;1;1;1
"criminel";1;1;0;1;1;1;1;1
"photo";1;1;1;0;1;1;1;0
"partager";1;1;1;1;1;1;0;0
"étonner";1;1;1;1;0;1;1;1
"unir";1;1;0;1;0,012;1;1;1
"imposer";1;1;1;1;0;0,558;0;1
"heureusement";1;1;1;0,001;1;0,549;1;0
"acte";1;1;0;1;1;1;1;0,029
"sûrement";1;1;1;1;0,229;1;1;0,006
"qualité";1;1;1;1;0;0,445;1;1
"projet";1;1;1;1;0;1;1;0,8
"musulman";1;1;0;1;1;1;1;1
"justifier";1;1;0;1;1;1;1;0,154
"vérité";1;1;1;1;1;1;1;0
"sioniste";1;1;0;1;1;1;1;1
"plaisir";1;1;1;0,608;1;1;0,491;0
"fermer";1;1;0,628;1;0,075;1;1;0
"air";1;1;1;1;0,058;0,006;1;0
"évidemment";1;1;1;1;0,48;1;1;0
"sérieux";1;1;1;1;1;0,192;0,014;0
"bosser";1;1;1;1;0;0,987;1;1
"blague";1;1;0,628;0;1;1;1;1
"ordre";1;1;0;1;1;1;1;1
"décision";1;1;0,933;1;1;1;1;0
"soin";1;1;1;1;0;1;1;1
"réduire";1;1;1;1;0;1;0,087;1
"obligatoire";1;1;1;1;0,066;0,004;0;1
"discours";1;1;0,52;1;1;1;0,208;0
"coûter";1;1;1;1;0;1;1;1
"attaquer";1;1;0;1;1;1;0,688;1
"national";1;1;1;1;0,243;1;1;0,001
"décider";1;1;0,047;1;0,578;0,996;1;0
"rentrer";1;1;1;1;0;0,156;1;1
"renseigner";1;1;0,098;1;1;1;1;0
"onu";0,577;1;0;1;1;1;1;1
"loyer";1;1;1;1;0;1;1;1
"héritage";1;1;1;1;0;1;0,982;1
"doute";1;1;1;1;1;1;1;0
"cesser";1;1;0;1;1;1;1;1
"suite";1;1;0;1;0,578;0,151;1;0,226
"règle";1;1;1;1;0,354;0,968;0;0
"prouver";1;1;0,018;1;1;1;0,046;0
"proposer";1;1;1;1;0;1;0,952;0,02
"emji_visage_qui_hurle_de_peur";1;1;0,266;0,041;1;1;0,059;1
"emji_biceps_contracté";0,734;0;1;1;1;1;1;1
"content";1;1;1;1;0,001;1;0,688;0,448
"action";0,548;1;0;1;1;1;0,967;0,288
"lien";1;1;1;1;1;1;1;0
"couple";1;1;1;1;1;1;0;1
"porter";1;1;1;1;1;0;0;0,04
"dénoncer";1;1;0;1;1;1;0,161;0,992
"coeur";1;1;1;1;1;1;1;0
"réussir";1;1;1;1;0;1;0,502;0,892
"bloquer";1;1;0,001;1;0,004;1;1;1
"racisme";1;1;1;1;1;1;1;0
"libérer";1;1;0;1;1;1;1;1
"augmentation";1;1;1;1;0;1;0,861;1
"mourir";1;1;0,519;1;1;0,088;0;1
"illégal";1;1;0;1;1;1;1;1
"danger";1;1;0,069;1;0,752;1;0,922;0
"conflit";1;1;0;1;1;1;0,141;1
"battre";1;1;1;1;1;0,922;0;1
"and";0;1;1;1;1;1;1;1
"président";1;1;0;1;1;1;1;1
"participer";1;1;0,002;1;0,599;1;0,922;0,008
"opinion";1;1;0,662;1;1;1;1;0
"nombreux";1;1;0,575;1;1;1;0,922;0
"limite";1;1;1;1;0,122;0,902;0,041;0
"intéressant";1;1;1;1;1;1;1;0
"climatique";1;1;1;1;0;1;1;0,064
"atteindre";1;1;1;1;0;1;0,846;0,115
"titre";1;1;1;1;1;1;0,003;0
"proche";1;1;1;1;0,002;1;1;0
"bcp";1;1;1;1;0,263;0,386;1;0
"métier";1;1;1;1;0,138;0,336;0,213;0
"directement";1;1;0,696;1;0;0,394;1;1
"billet";1;1;1;1;0;1;1;1
"tourner";1;1;1;1;0;1;1;1
"responsabilité";1;1;1;1;1;1;0,043;0
"général";1;1;1;1;0,115;1;0;0,008
"violent";1;1;0;1;1;1;0;0,211
"svp";1;1;1;0,754;1;1;1;0
"gars";1;1;1;0;1;0,001;1;0,844
"début";1;1;0,079;1;0,452;1;0,516;0,001
"compter";1;1;1;1;0;0,883;0,846;1
"assumer";1;1;0,198;1;1;1;0;0
"adorer";1;0;1;0,785;1;1;1;1
"zone";1;1;0,089;1;0;1;1;1
"final";1;1;1;1;0;0,061;0,153;1
"souci";1;1;1;1;0,738;0,853;0,002;0
"régime";1;1;0;1;1;1;1;0
"condamner";1;1;0;1;1;1;1;1
"sud";1;1;0;1;0,786;1;1;1
"post";0,946;1;1;1;1;0,833;1;0
"forcément";1;1;1;1;0,101;0,853;0,029;0
"éducation";1;1;1;1;0,819;0,012;0;0
"mode";1;1;1;1;1;0;0,008;0,001
"intéresser";1;1;1;1;1;1;0,093;0
"différent";1;1;1;1;1;0,319;1;0
"complice";1;1;0;1;1;1;1;1
"autorité";1;1;0;1;1;1;1;1
"vote";1;1;1;1;1;1;0,671;0
"lier";1;1;1;1;0;0,843;0,783;0,04
"forme";1;1;1;1;1;0,081;0,767;0
"attaque";1;1;0;1;1;1;1;1
"accès";1;1;1;1;0;0,792;0,001;1
"ukraine";1;1;0;1;1;1;1;1
"message";1;1;0,638;1;1;1;1;0
"lol";1;1;1;0;1;1;1;1
"frais";1;1;1;1;0;1;1;1
"excellent";1;0,002;1;0;1;1;1;1
"conseil";1;1;1;1;0,645;1;0,38;0
"commun";1;1;1;1;0;0;0,639;0,925
"cest";1;1;1;1;1;1;0,964;0,001
"bout";1;1;1;1;1;0,863;1;0
"région";1;1;0,016;1;0;1;1;1
"rire";1;1;1;0;1;1;1;1
"gérer";1;1;1;1;0,034;0,311;0;0,04
"frontière";1;1;0,018;1;0;1;1;1
"erreur";1;1;1;1;0,026;1;1;0
"considérer";1;1;0,489;1;1;1;0,057;0
"voisin";1;1;0,802;1;0;0,823;1;0,933
"franc";1;1;1;1;0;1;1;1
"compliqué";1;1;1;1;0,522;0,001;0,014;0,008
"changement";1;1;1;1;0,005;1;1;0
"assurer";1;1;1;1;0;1;0;1
"plan";0,082;1;0;1;1;1;1;1
"no";0;1;1;1;1;1;1;1
"emji_mains_en_prière_peau_claire";0,624;0;1;1;1;1;1;1
"dangereux";1;1;1;1;0,898;1;0,015;0
"contrôle";1;1;0,018;1;0;1;1;1
"appliquer";1;1;1;1;0,095;1;1;0
"vol";1;1;1;1;0;1;1;0,001
"retour";1;1;1;1;0;1;1;1
"oser";1;1;1;1;1;1;0,05;0
"naître";0,849;1;0,048;1;1;0,739;0;0,706
"honteux";1;1;0,127;1;1;0;1;0,947
