"";"";"";"";"homme";""
"344";"retraite";"-0.214003615828171";"0.153312744267353";"0.836509952006303";"448"
"345";"heureux";"-0.165179957871221";"0.0470498160389844";"0.836440807679264";"449"
"346";"réponse";"-0.201947453341119";"0.178454087939177";"0.83634021142007";"450"
"347";"vaud";"-0.246125282609163";"0.269606548562641";"0.836312004528534";"451"
"348";"instable";"-0.238653327723366";"0.246663042905871";"0.836293033521837";"452"
"349";"hétéro";"-0.234748321866238";"0.235828952887012";"0.836293033521837";"453"
"350";"masculinistes";"-0.210630032126844";"0.201198876278981";"0.835997984444002";"454"
"351";"masculiniste";"-0.236530820873791";"0.241027961082434";"0.835976766870722";"455"
"352";"hetero";"-0.236530820873791";"0.241027961082434";"0.835976766870722";"456"
"353";"milliardaire";"-0.239693117247143";"0.259313053006447";"0.835750862119926";"457"
"354";"employé";"-0.244682907140081";"0.269270569610623";"0.835720159043299";"458"
"355";"importer";"-0.205778833415097";"0.191181737911469";"0.835619063547086";"459"
"356";"richesse";"-0.246890496598786";"0.271398502497436";"0.835522710802547";"460"
"357";"lausanne";"-0.188047551344097";"0.132835077660585";"0.835334248828126";"461"
"358";"polluer";"-0.214727944032287";"0.213360666340581";"0.835120076147261";"462"
"359";"éduquer";"-0.216263263273931";"0.205533003597394";"0.835025470732287";"463"
"360";"traitement";"-0.217895831719761";"0.236718788288083";"0.834967309619651";"464"
"361";"compétitif";"-0.220171265487352";"0.194868550668917";"0.834913392021671";"465"
"362";"collège";"-0.220171265487352";"0.194868550668917";"0.834913392021671";"466"
"363";"renouveler";"-0.220171265487352";"0.194868550668917";"0.834913392021671";"467"
"364";"désolant";"-0.208819815700118";"0.163664822827598";"0.834913392021671";"468"
"365";"lapin";"-0.201942625590898";"0.144687850318384";"0.834828771347063";"469"
"366";"ennuyant";"-0.201942625590898";"0.144687850318384";"0.834828771347063";"470"
"367";"brancher";"-0.205507623606004";"0.155085866709228";"0.834828771347063";"471"
"368";"laisser";"-0.216888775060241";"0.216618172594735";"0.834701965144406";"472"
"369";"forza";"1.38727723624867";"-8.3112549361425";"0.834697222392732";"473"
"370";"emji_femme_avec_la_paume_sur_le_visage";"0.0138687986647695";"-0.225479556086982";"0.834670513212251";"475"
"371";"cours";"-0.153697929214202";"0.22239389150653";"0.834354496179646";"477"
"372";"emji_visage_souriant_aux_yeux_rieurs";"-0.00505473938569921";"-0.378255885046395";"0.834139075406234";"478"
"373";"vrai";"-0.205825533752861";"0.18755846781362";"0.834047215794861";"479"
"374";"apprendre";"-0.201249685168025";"0.172705380397055";"0.833745177398769";"480"
"375";"contraignant";"-0.196360094891053";"0.164735778849982";"0.833364009935271";"481"
"376";"abolir";"-0.235649696234237";"0.249092584469974";"0.833109898292938";"482"
"377";"temps";"-0.205933026224224";"0.156238848138053";"0.832858033217189";"483"
"378";"emji_étoile_brillante";"1.04414957818169";"-6.4453979396382";"0.832815598070631";"484"
"379";"journée";"-0.190937850098319";"0.0935152667352051";"0.83224621825122";"485"
"380";"signe";"-0.170484639056676";"-0.00100627411116112";"0.831833848474076";"486"
"381";"parler";"-0.200331815715596";"0.198992432457244";"0.83117335789882";"487"
"382";"racisme";"-0.200604552014404";"0.129294540632475";"0.83099662799433";"488"
"383";"football";"0.228244537538369";"0.240958435705757";"0.830955940177336";"489"
"384";"rire";"-0.0591493039908073";"-0.136060669218308";"0.830673871261977";"490"
"385";"séance";"-0.231777490186982";"0.227163939227975";"0.83066114071801";"491"
"386";"misogynie";"-0.229528546976201";"0.243778650971928";"0.830405281746113";"492"
"387";"facultatif";"-0.230621640441832";"0.224658038344681";"0.830405281746113";"493"
"388";"coran";"-0.229528546976201";"0.243778650971928";"0.830405281746113";"494"
"389";"politesse";"-0.105160790668123";"-0.0241613469559281";"0.83029844502419";"495"
"390";"cou";"-0.16551041113818";"0.115782740524555";"0.83029844502419";"496"
"391";"bagnole";"-0.178104398300982";"0.111405106845955";"0.83029844502419";"497"
"392";"protection";"-0.212310893395594";"0.216907214363396";"0.82998966692835";"498"
"393";"enfanter";"-0.236530820873791";"0.241027961082435";"0.829972942488236";"499"
"394";"draguer";"-0.236530820873791";"0.241027961082435";"0.829972942488236";"500"
"395";"emji_deux_coeurs";"1.00772122140699";"-6.30629285424782";"0.829848632470671";"501"
"396";"emji_coeur_noir";"1.05933764132416";"-6.39320659166958";"0.829848632470671";"502"
"397";"normalement";"-0.210376004670233";"0.191317743037734";"0.829524627645772";"503"
"398";"asseoir";"-0.210953027071854";"0.197517619924796";"0.829419538253413";"504"
"399";"jeune";"-0.207007848454585";"0.150618653738903";"0.829268768673876";"505"
"400";"fille";"-0.168846337788942";"-0.0718667268790857";"0.829265024396238";"506"
"401";"société";"-0.225108076215179";"0.222849635526241";"0.82926452515922";"507"
"402";"poser";"-0.213285962306517";"0.199913477352953";"0.828787004951183";"508"
"403";"masculin";"-0.218687015828537";"0.200455376434923";"0.828746317134189";"509"
"404";"voter";"-0.138122131556372";"0.0241747109750631";"0.828565094096534";"510"
"405";"emji_coeur_étincelant";"1.13992490919033";"-6.99057022242991";"0.8285151703947";"511"
"406";"emji_ballon_de_football";"1.38727723624867";"-8.31125493614251";"0.828379877162732";"512"
"407";"ménager";"-0.204285794708803";"0.193409357394282";"0.828336693160646";"513"
"408";"miroir";"-0.207761387231073";"0.187324667915299";"0.828336693160646";"514"
"409";"dan";"1.24095468487939";"-7.53755576962782";"0.828215877802209";"515"
"410";"emji_visage_qui_fait_un_câlin";"-0.163769956828319";"0.0912751433250259";"0.828208389246934";"516"
"411";"sexiste";"-0.188560915142408";"0.148272635076198";"0.827999957791779";"517"
"412";"fromage";"0.0529958955274832";"-0.559647098084801";"0.827606059784314";"518"
"413";"opinion";"-0.0593689894871235";"0.247998193661909";"0.827040424242541";"519"
"414";"salutation";"0.989234710635998";"-6.17597636637839";"0.8269058798661";"520"
"415";"idée";"-0.178171783785415";"0.0576007980742853";"0.826814020254727";"521"
"416";"tellement";"-0.14026213030607";"-0.102827167835105";"0.826668991900901";"522"
"417";"source";"-0.0676125179551772";"0.23315228684887";"0.82657613381549";"523"
"418";"expression";"-0.210949588945221";"0.196906981463428";"0.826262612967977";"524"
"419";"terme";"-0.211951835374962";"0.183489389965754";"0.826214935832726";"526"
"420";"absolument";"-0.177894937214604";"0.0130506378570641";"0.826158272431145";"527"
"421";"cool";"0.132622395372026";"-0.395563202340961";"0.826043447916928";"528"
"422";"fait";"-0.216681081797876";"0.210686531191462";"0.825948842501954";"529"
"423";"emji_biceps_contracté_peau_claire";"1.119019225405";"-6.89280646419891";"0.825450603957656";"532"
"424";"sénégal";"1.11381255092883";"-6.87836101084044";"0.825450603957656";"533"
"425";"culture";"-0.21755037179698";"0.204162032924516";"0.825229192340025";"534"
"426";"emji_étoile";"1.22979802226474";"-7.45410116349737";"0.825090654067437";"536"
"427";"aimer";"-0.142364574618969";"-0.12043048397618";"0.824971835657074";"537"
"428";"étude";"-0.228717245677027";"0.223099801403422";"0.824836043188087";"538"
"429";"animal";"-0.127896901841703";"-0.0540932579194734";"0.824606144541144";"539"
"430";"emji_biceps_contracté_peau_moyennement_claire";"0.801559009320322";"-5.05003591701994";"0.824211248059642";"540"
"431";"raison";"-0.209764404382438";"0.203627028614889";"0.82414584801024";"541"
"432";"changer";"-0.180049272264703";"0.21600061146934";"0.824080697579347";"542"
"433";"odeur";"0.0195107723335987";"-0.230980727098999";"0.824010055541253";"543"
"434";"emji_applaudissements_peau_mate";"2.26697857010424";"-5.78926680677194";"0.823991833390084";"544"
"435";"discours";"-0.214015879799735";"0.208628745121083";"0.823637375107066";"545"
"436";"essayer";"-0.212536892314645";"0.204149857172437";"0.82345640168792";"546"
"437";"vivre";"-0.216550171289348";"0.203898870621045";"0.823257705354623";"547"
"438";"réfléchir";"-0.217204825299327";"0.203464883927436";"0.823186064842492";"548"
"439";"emji_mains_en_prière_peau_mate";"0.78760112402667";"-5.07879605861671";"0.822965651698898";"549"
"440";"justement";"-0.217785415750411";"0.212505868809675";"0.822910486008372";"551"
"441";"message";"-0.128713051368555";"0.233117588777647";"0.822444947488775";"553"
"442";"emji_singe_ne_rien_voir";"0.248252865650743";"-0.0857007479395709";"0.822384290191048";"554"
"443";"débat";"-0.146795836792252";"0.205536575579779";"0.822265971017703";"555"
"444";"emji_bras_mécanique";"1.38727723624867";"-8.3112549361425";"0.822062781551241";"557"
"445";"emji_chat_souriant_aux_yeux_en_coeurs";"1.38727723624867";"-8.3112549361425";"0.822062781551241";"558"
"446";"emji_casque_de_secouriste";"1.38727723624867";"-8.3112549361425";"0.822062781551241";"560"
"447";"bravoooo";"1.38727723624867";"-8.3112549361425";"0.822062781551241";"561"
"448";"esprit";"-0.215327402418886";"0.205035858368034";"0.82205404490342";"562"
"449";"preuve";"-0.211852982110723";"0.209438120504513";"0.821997880738857";"563"
"450";"emji_porte_documents";"1.20843856235289";"-7.36562262151344";"0.82197316850645";"564"
"451";"cissé";"1.20496744603544";"-7.35599231927446";"0.82197316850645";"565"
"452";"critiquer";"-0.209165203419086";"0.193021915944123";"0.821920998238034";"567"
"453";"écouter";"-0.18897340894303";"0.116288666439127";"0.821482168898918";"570"
"454";"plutôt";"-0.215511345630426";"0.210081329344415";"0.82143049786752";"571"
"455";"emji_flocon";"0.942668811473008";"-5.90288498529851";"0.821113232742369";"572"
"456";"emji_visage_avec_une_main_sur_la_bouche";"-0.0204053054973573";"-0.162349888596608";"0.820628473597567";"574"
"457";"emji_pouce_vers_le_haut_peau_moyennement_claire";"0.781757166603592";"-4.97315074973261";"0.82036687339996";"575"
"458";"situation";"-0.185556838987155";"0.235463836595618";"0.820356639041084";"576"
"459";"emji_visage_envoyant_un_bisou";"0.00457273982654608";"-0.476138354079154";"0.820310459616888";"577"
"460";"emji_ok";"0.126941610861019";"-1.08465458023531";"0.820283750436407";"578"
"461";"moment";"-0.166036809540396";"0.104036935027829";"0.820206618317074";"579"
"462";"commenter";"-0.201722541886569";"0.173382252837974";"0.820172170962809";"580"
"463";"sortir";"-0.182047891882881";"0.205707563107861";"0.820098533502605";"582"
"464";"putain";"-0.00245626987067781";"-0.190339975182958";"0.82007606783678";"583"
"465";"réseau";"-0.217518715265357";"0.214614208700894";"0.820071824322124";"584"
"466";"vérité";"-0.180260613321927";"0.100957343661787";"0.819966485311256";"585"
"467";"réel";"-0.204357333408666";"0.150963817422357";"0.819524161313012";"586"
"468";"relever";"-0.0845497719475184";"0.135172415483505";"0.819400849769483";"587"
"469";"pleurer";"0.0381952971724738";"-0.00464559331337698";"0.81938986655508";"588"
"470";"emji_coeur_bleu_clair";"0.903909426191441";"-5.56836570193835";"0.819382377999805";"589"
"471";"emji_miam";"0.887306083782132";"-5.5399702311696";"0.819382377999805";"590"
"472";"mdrrr";"-0.0161451723608612";"-0.16639718386246";"0.819141995375477";"591"
"473";"hâte";"0.0195975581934191";"-0.488201114820834";"0.818602569777167";"592"
"474";"emji_visage_très_souriant_aux_yeux_rieurs";"-0.0630801122198399";"-0.0744352537248737";"0.818099838099704";"593"
"475";"emji_visage_expirant";"0.0408740615062355";"-0.47667846000731";"0.817886663892876";"594"
"476";"wtf";"0.51804545525396";"-0.103364342767288";"0.81730105887037";"595"
"477";"emji_visage_qui_vomit";"0.141301552398464";"-0.0393340596263489";"0.817046697609528";"596"
"478";"emji_crâne";"-0.07720522500652";"-0.0420566865036422";"0.816645061428279";"597"
"479";"halluciner";"0.0538835782895614";"-0.29949355961304";"0.816506273537182";"598"
"480";"drôle";"-0.093513046082881";"-0.0190072019229383";"0.816445616239454";"599"
"481";"emji_personne_avec_la_paume_sur_le_visage";"-0.0199603918710228";"-0.297569425673818";"0.816400934526313";"600"
"482";"emji_visage_blasé";"-0.0341970830901148";"-0.120967999726063";"0.816345768835787";"601"
"483";"emji_visage_bleu_et_froid";"0.623396711053505";"-0.100590746466184";"0.815989812841715";"602"
"484";"pls";"0.00631761218955437";"-0.203327965141492";"0.815972089927564";"603"
"485";"sacré";"-0.0189989227618616";"-0.29423002435404";"0.815747932506332";"604"
"486";"emji_visage_avec_lunettes_de_soleil";"0.816567063031596";"-1.31733342127179";"0.81553575677354";"605"
"487";"emji_visage_qui_fait_un_salut_militaire";"0.466955341211315";"-1.11724848794153";"0.81553575677354";"606"
"488";"emji_visage_qui_fond";"0.22496424292531";"-0.0359013765519889";"0.815173560316739";"607"
"489";"didier";"0.0326409315893363";"-0.261114370756725";"0.814776167650145";"608"
"490";"emji_yeux";"0.359405321003238";"-0.172834800728435";"0.81445391015481";"609"
"491";"gruyère";"0.0486430472647888";"-0.701915355515027";"0.813649639318274";"610"
"492";"emji_visage_grimaçant";"0.416883588383989";"0.0415120069580166";"0.813649639318274";"611"
"493";"emji_index_pointant_vers_le_haut";"0.0857970386837684";"-0.654675738588235";"0.813462425436398";"612"
"494";"ahhh";"0.0308707110309842";"-0.257916105018699";"0.813409256693946";"613"
"495";"emji_femme_qui_hausse_les_épaules";"0.287083911467386";"0.0433667991544494";"0.813364075743787";"614"
"496";"timbre";"0.000152124029198718";"-0.200527241766342";"0.813333372667159";"615"
"497";"emji_visage_avec_des_valises_sous_les_yeux";"-0.0018003788993652";"-0.195110196756913";"0.813333372667159";"616"
"498";"insta";"0.194327052605859";"-0.0220567612947041";"0.813209062649594";"617"
"499";"emji_visage_endormi";"0.461964721557383";"-0.421261750477168";"0.812974920487995";"618"
"500";"emji_index_pointant_vers_l_utilisateur";"0.0551049759683972";"-0.549393592772497";"0.812673131710412";"619"
"501";"emji_applaudissements_peau_moyennement_claire";"0.779994059769735";"-1.05343367592859";"0.812559555288741";"620"
"502";"marathon";"0.0538835782895613";"-0.29949355961304";"0.812368347510719";"621"
"503";"emji_visage_étourdi";"0.0538835782895613";"-0.29949355961304";"0.812368347510719";"622"
"504";"ptn";"-0.00988828613687576";"-0.176072572502358";"0.812183629813936";"623"
"505";"caillou";"-0.00342997292149207";"-0.193929487243229";"0.812026120534651";"625"
"506";"emji_homme_avec_la_paume_sur_le_visage_peau_claire";"-0.0733940381422708";"-0.0609030159418926";"0.811734815734453";"626"
"507";"emji_visage_souriant_avec_yeux_plissés";"-0.0842311332079681";"-0.0436455733216406";"0.811511407168749";"627"
"508";"gaucho";"-0.0458965915243576";"-0.219426929700912";"0.811511407168749";"628"
"509";"stp";"-0.023475050517573";"-0.307211920008987";"0.811169180192681";"629"
"510";"louper";"-0.0206997679285639";"-0.149326127091316";"0.81116643438908";"630"
"511";"emji_pouce_vers_le_haut_peau_claire";"0.00823308899372195";"-0.525318709013812";"0.811102282432224";"631"
"512";"score";"0.0538835782895613";"-0.29949355961304";"0.810989205247571";"632"
"513";"roller";"0.0538835782895613";"-0.29949355961304";"0.810989205247571";"633"
"514";"rap";"0.0538835782895613";"-0.29949355961304";"0.810989205247571";"634"
"515";"dormir";"0.0831535964745135";"-0.113594627300183";"0.810936785360646";"635"
"516";"jaloux";"-0.0168877840168794";"-0.160124174886792";"0.810917315116931";"636"
"517";"bordel";"-0.0900395220765713";"-0.0152486136035622";"0.810763300496775";"637"
"518";"aop";"0.0262681375792687";"-0.24960061409983";"0.810682673718314";"638"
"519";"jurer";"-0.0479214419568481";"-0.301831629717303";"0.810386126929423";"640"
