"";"";"";"";"vous";""
"177";"2007";"-0.201650952775346";"0.213020875686381";"0.805477385123882";"274"
"178";"eux_mêmes";"-0.218693748250723";"0.215410966744777";"0.805281161821866";"275"
"179";"celle_là";"-0.068931174305555";"-0.0732848331063003";"0.805140038472852";"276"
"180";"htag_cqfd";"-0.116319279082465";"0.0202410022358856";"0.805112488496351";"277"
"181";"42";"-0.172417248481252";"0.128437908202314";"0.805017469189645";"278"
"182";"2005";"-0.211353930218876";"0.241905290564502";"0.804995541657328";"279"
"183";"2017";"-0.222374145068041";"0.226301719100837";"0.804818996909956";"280"
"184";"50000";"-0.253510875670386";"0.286108615669927";"0.804789197955782";"281"
"185";"24";"0.234436349833947";"0.343266433987509";"0.804679560294197";"282"
"186";"lequel";"-0.21333081160662";"0.20643171187492";"0.804594099142603";"283"
"187";"130";"0.836184123916631";"0.502088923320964";"0.804382132996873";"284"
"188";"pardon";"-0.155931656037506";"0.119705084977416";"0.804330406510381";"285"
"189";"htag_caisseunique";"-0.0628261939230161";"-0.0825872335300242";"0.804160046451612";"289"
"190";"tiens";"-0.163557913554839";"0.0629556971814598";"0.804148239318826";"290"
"191";"250";"0.480874647159985";"0.383781175501654";"0.804020609835853";"291"
"192";"2020";"-0.22577343436904";"0.265480098487293";"0.804020609835853";"292"
"193";"pa";"-0.0794096498133606";"-0.0239830183306679";"0.804003742503301";"293"
"194";"inter";"-0.22227082881336";"0.199435895519053";"0.80396944559378";"294"
"195";"vingt";"-0.22227082881336";"0.199435895519053";"0.80396944559378";"295"
"196";"pseudo";"-0.16542898776281";"0.12635154953014";"0.803746234559682";"298"
"197";"excepté";"-0.21543885109261";"0.233582215636798";"0.803626476498567";"299"
"198";"64";"-0.21543885109261";"0.233582215636798";"0.803626476498567";"300"
"199";"celui_là";"-0.16248762635276";"0.0931840238856316";"0.803327924712406";"303"
"200";"mienne";"-0.16248762635276";"0.0931840238856316";"0.803327924712406";"304"
"201";"98";"-0.185602637991248";"0.151421063981553";"0.803307683913344";"305"
"202";"diable";"-0.146560603242438";"0.121724584602855";"0.803301499224742";"306"
"203";"1994";"-0.0265825823371897";"-0.112901442972387";"0.803262704359873";"307"
"204";"revoilà";"-0.0381678907447498";"-0.133183741235671";"0.803262704359873";"308"
"205";"hum";"-0.0485812396970918";"-0.104292834518713";"0.803262704359873";"309"
"206";"1939";"-0.19910021199824";"0.240000492045622";"0.803165998319912";"311"
"207";"htag_genocide";"-0.209513560950582";"0.26889139876258";"0.803165998319912";"313"
"208";"auprès";"-0.209513560950582";"0.26889139876258";"0.803165998319912";"314"
"209";"75";"0.0946443693405045";"0.292155337839949";"0.803160938120146";"315"
"210";"16";"0.306778683416338";"0.169093772158433";"0.803144070787595";"316"
"211";"ci";"0.446610909111463";"0.142170013879443";"0.803073790235297";"317"
"212";"alentour";"-0.176662262180401";"0.139708071849187";"0.802755559894492";"319"
"213";"fort";"-0.0307777566460069";"-0.431596340018584";"0.802748812961472";"320"
"214";"v";"0.364314844529803";"0.300130092227147";"0.802679094653592";"321"
"215";"2030";"-0.189100962171208";"0.155997478304605";"0.802608251856876";"322"
"216";"haha";"0.104998710051543";"-0.0649283529074288";"0.802558774348058";"323"
"217";"hip";"-0.0955686349912667";"-0.0179626356184263";"0.802427209154157";"324"
"218";"cinq";"-0.200965387227282";"0.18299698818509";"0.802427209154157";"325"
"219";"2001";"0.753261424953246";"0.455408600917379";"0.802365924512553";"327"
"220";"mien";"-0.137032846358187";"0.0583922558936821";"0.802358615335114";"328"
"221";"heu";"0.366901129719681";"0.31116317671051";"0.802201749142386";"329"
"222";"2026";"-0.139318082509693";"-0.0498352464029425";"0.80215508285566";"330"
"223";"mme";"-0.0223154846926215";"-0.631381221817717";"0.802105043102424";"331"
"224";"vous_même";"-0.193742982162163";"0.187675167890798";"0.802105043102424";"332"
"225";"via";"0.0132317099246245";"0.286790348251324";"0.802093235969638";"334"
"226";"bah";"-0.116521538392166";"-0.011746731054075";"0.802090424747546";"335"
"227";"nôtre";"-0.103761846820036";"-0.466451980377309";"0.801990345241074";"336"
"228";"ouf";"-0.0534086708762225";"-0.585111495309981";"0.801964481997828";"337"
"229";"hormis";"-0.221736507213091";"0.237455409800066";"0.801837977003692";"339"
"230";"62";"-0.176139955176268";"0.125302961635487";"0.801717656698158";"341"
"231";"2016";"-0.130553094086409";"0.0518677455567426";"0.801612516991921";"342"
"232";"2013";"-0.185783975506993";"0.15165363658316";"0.801612516991921";"343"
"233";"soudain";"-0.225313975819066";"0.230648705672316";"0.801422478378508";"347"
"234";"703";"-0.151046057683739";"0.0909078905756066";"0.801352760070628";"348"
"235";"2300";"-0.151046057683739";"0.0909078905756066";"0.801352760070628";"349"
"236";"2100";"-0.243097526718044";"0.257217708952969";"0.801352760070628";"350"
"237";"nôtres";"-0.151046057683739";"0.0909078905756066";"0.801352760070628";"351"
"238";"nulles";"-0.231512218310484";"0.277500007216253";"0.801352760070628";"352"
"239";"huit";"-0.231512218310484";"0.277500007216253";"0.801352760070628";"353"
"240";"douze";"-0.231512218310484";"0.277500007216253";"0.801352760070628";"354"
"241";"bis";"-0.151046057683739";"0.0909078905756066";"0.801352760070628";"355"
"242";"4500";"-0.151046057683739";"0.0909078905756066";"0.801352760070628";"356"
"243";"2035";"-0.151046057683739";"0.0909078905756066";"0.801352760070628";"357"
"244";"chut";"-0.124305084715004";"0.0345332015265678";"0.801156536768613";"358"
"245";"miens";"-0.160088762348241";"0.111819383450606";"0.801151476568847";"359"
"246";"hein";"-0.0625840369559151";"0.159579978376489";"0.801116055170489";"360"
"247";"68";"-0.165633596046515";"0.158657850468926";"0.80110199906003";"362"
"248";"1982";"-0.232684177765702";"0.228326802236011";"0.801001357309139";"363"
"249";"quiconque";"-0.2106855204058";"0.219718193782337";"0.801001357309139";"364"
"250";"htag_hypocrisie";"-0.232684177765702";"0.228326802236011";"0.801001357309139";"365"
"251";"g";"0.131299320413838";"0.327509478330042";"0.80092095635731";"366"
"252";"htag_sadbuttrue";"0.0763928931189533";"-1.25883112553779";"0.80091420942429";"367"
"253";"mm";"-0.0841555818933958";"-0.462262759204049";"0.800884410470116";"368"
"254";"mince";"-0.159728183783497";"0.101484539039267";"0.800813005428981";"369"
"255";"hé";"-0.172510322153363";"0.138465998929337";"0.800805134007124";"370"
"256";"mouais";"-0.151920525425296";"0.0844261470397764";"0.800770274853184";"371"
"257";"71";"-0.158480247106606";"0.109176581817904";"0.800687624923682";"372"
"258";"flop";"-0.140632708731397";"0.0620169838586486";"0.800680315746243";"373"
"259";"13";"0.250874160129163";"0.269961790130631";"0.800621280082313";"374"
"260";"audit";"-0.168852250466144";"0.118039891811468";"0.800555497485362";"375"
"261";"360";"-0.160163269160474";"0.133251615508931";"0.800555497485362";"376"
"262";"16000";"-0.160163269160474";"0.133251615508931";"0.800555497485362";"377"
"263";"14";"0.0963882309482712";"0.186662868211752";"0.80047284755586";"379"
"264";"eh";"0.0185475473144953";"0.0242587956461053";"0.800430679224481";"380"
"265";"chouette";"-0.0269132333300508";"-0.612852524198049";"0.80036489662753";"381"
"266";"nul";"0.0524181930772037";"0.236618419020523";"0.800346342561724";"382"
"267";"autrichiens";"-0.140632708731397";"0.0620169838586486";"0.800259194676874";"383"
"268";"allô";"-0.129047400323837";"0.082299282121933";"0.800259194676874";"384"
"269";"youpi";"-0.140632708731397";"0.0620169838586486";"0.800259194676874";"385"
"270";"unes";"-0.140632708731397";"0.0620169838586486";"0.800259194676874";"386"
"271";"franco";"-0.118634051371495";"0.053408375404975";"0.800259194676874";"387"
"272";"40000";"-0.129047400323837";"0.082299282121933";"0.800259194676874";"388"
"273";"versus";"-0.221098869358142";"0.248609100499295";"0.800237829388976";"389"
"274";"pan";"-0.179535966135587";"0.134319092552985";"0.800153492726218";"390"
"275";"91";"-0.152353257446218";"0.111583435471213";"0.8";"391"
"276";"00";"-0.152353257446218";"0.111583435471213";"0.8";"392"
