"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"chose";-15,897;-64,794;-18,642;-91,499;-15,486;0,002;0,995;406,291
"temps";-14,814;-55,854;-31,427;-71,007;17,374;6,595;0,839;131,801
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";0,442;3849,674;-90,718;-50,121;-97,224;-2,191;-17,914;-118,462
"vraiment";-12,558;-54,716;-18,215;-27,403;-2,613;0,136;-0,18;209,502
"droit";-13,077;-58,612;563,87;-94,475;-28,527;-2,67;20,776;-5,068
"grand";-10,509;-29,355;-30,288;-60,508;178,593;0,502;0,146;2,087
"rester";-13,99;-52,2;-15,739;-84,16;91,245;-0,126;24,666;20,021
"arrêter";-13,643;-58,972;66,752;-49,846;16,184;0,001;-0,998;1,214
"vie";-13,899;-51,795;-44,851;-72,621;61,712;1,268;4,225;73,978
"police";-9,124;-36,334;328,049;-51,026;-55,315;-1,001;-0,843;10,944
"vrai";-13,68;-59,136;-1,508;-48,73;-0,152;0,362;1,507;136,565
"donner";-13,387;-60,003;-5,326;-83,905;-0,311;0,466;1,852;206,89
"venir";-12,858;-57,631;1,261;-54,942;51,275;8,734;0,208;6,253
"travail";-12,548;-43,853;-31,496;-89,219;203,779;54,243;9,758;-0,061
"homme";-9,988;-43,233;-13,712;-81,477;-150,001;-5,507;7550,36;-105,743
"jour";-12,039;-49,663;-3,763;-60,393;147,966;7,002;4,077;-0,249
"trouver";-12,676;-52,512;-11,579;-66,329;26,7;0,077;16,182;57,869
"état";-11,203;-50,211;330,59;-88,032;15,748;-4,882;-10,815;-14,888
"vivre";-11,184;-47,964;-11,648;-66,303;22,423;-0,342;0,046;93,341
"fois";-11,184;-45,846;-0,039;-49,342;11,204;0,15;0;52,763
"commentaire";-11,566;-47,55;-48,857;4,825;-136,164;-2,682;0,06;413,33
"emji_mains_levées";-0,095;2200,483;-35,559;-30,962;-77,439;-2,436;-8,501;-56,689
"demander";-11,112;-49,804;23,804;-42,63;5,467;0,167;9,853;6,656
"seul";-9,179;-47,801;7,431;-81,31;3,673;-2,403;33,603;34,856
"année";-11,221;-46,008;-11,099;-45,06;291,101;-1,542;0;-10,061
"cas";-9,089;-47,395;-3,46;-68,761;9,98;0,01;73,123;37,774
"israël";-8,552;-47,121;2935,137;-107,915;-187,089;-9,499;-22,72;-205,014
"palestinien";-10,731;-43,819;2890,881;-105,411;-191,28;-9,695;-21,252;-197,082
"riche";-10,115;-43,175;-85,821;-61,479;967,987;-9,139;-14,462;-81,965
"france";-10,296;-43,986;-33,473;-13,281;296,136;-0,472;-11,746;-6,696
"question";-6,775;-47,04;-15,873;-68,943;-10,638;-1,151;0,014;318,358
"guerre";-10,242;-41,634;1534,186;-82,553;-87,086;-7,309;-3,636;-81,026
"petit";-10,26;-39,658;-12,686;-28,774;97,146;-0,459;-0,039;6,062
"argent";-10,35;-46,39;-31,298;-60,104;718,07;-1,89;-5,644;-78,129
"politique";-7,747;-43,47;4,11;-79,19;-18,183;-6,826;-0,137;224,918
"accord";-9,446;-26,662;28,385;-8,561;-0,198;-4,916;0,751;6,594
"partir";-5,672;-37,595;-14,845;-53,991;102,282;-0,609;-1,203;16,879
"laisser";-9,518;-42,659;-0,276;-61,274;11,961;139,188;2,237;16,645
"sentir";-9,391;-31,879;-19,2;-47,556;-8,938;0,941;5,018;217,397
"devenir";-9,265;-41,525;-18,299;-58,803;126,996;1,88;2,005;5,246
"palestine";-2,84;-13,641;899,672;-50,009;-86,155;-7,035;-12,587;-21,435
"besoin";-9,12;-32,61;-15,307;-61,198;62,164;-0,521;-0,008;37,998
"hamas";-0,534;-37,077;2192,024;-80,206;-154,411;-7,474;-15,52;-151,154
"place";-3,022;-33,719;-1,158;-66,283;39,795;0,558;4,832;15,642
"travailler";-8,074;-34,041;-54,66;-49,089;433,279;0,115;1,405;-24,274
"emji_drapeau_suisse";4,494;817,182;-19,287;-14,548;-10,265;-2,147;-8,688;-32,887
"français";-3,836;-30,901;-35,394;-12,185;90,326;-3,19;-0,149;7,992
"connaître";-8,381;-37,562;-3,929;-30,713;-11,941;2,982;-0,175;178,578
"peuple";-8,254;-30,742;475,642;-68,841;-9,46;-5,546;-10,357;-3,524
"continuer";-6,485;-29,502;91,687;-32,469;10,205;-0,023;-0,452;-4,095
"changer";-4,838;-35,735;-12,808;-68,711;14,215;2,878;-0,857;96,638
"raison";-8,308;-37,239;0,02;-37,607;-2,722;0,067;3,094;96,899
"manifestation";-4,167;-34,656;1248,805;-70,112;-93,555;-6,986;-9,227;-40,458
"etc";-3,803;-32,883;-5,655;-61,679;137,941;4,865;10,068;-1,559
"arriver";-7,786;-30,674;-7,994;-27,077;54,653;-0,515;-3,345;18,241
"humain";-7,876;-31,076;6,827;-56,728;-20,591;-2,29;-2,635;178,665
"plutôt";-7,822;-35,059;-5,448;-43,086;0,672;2,521;3,351;86,021
"rendre";-7,678;-30,193;21,228;-23,493;1,627;0,009;3,711;4,129
"utiliser";-7,48;-33,527;12,597;-47,023;13,205;-4,863;0,095;13,687
"gauche";-7,408;-33,205;-7,414;-13,404;-18,215;-4,799;-1,992;209,777
"beau";-7,516;-6,827;-35,13;-9,494;-12,321;0,878;0,001;158,172
"sujet";-7,39;-30,981;-29,38;-42,502;-65,545;-0,359;4,51;420,714
"population";-1,531;-33,608;43,886;-67,723;27,966;-2,018;0,3;0
"paix";-3,556;-10,931;1164,689;-54,723;-101,246;-4,499;-5,195;-60,671
"part";-1,481;-33,286;-0,503;-41,078;13,935;0,948;-0,027;30,717
"moment";-5,426;-22,892;0,121;-33,555;-2,794;4,865;-0,384;81,118
"exemple";-7,229;-30,258;-10,416;-58,449;43,856;0,428;0,931;31,775
"cause";-3,803;-30,74;26,177;-43,785;4,815;-0,34;5,83;3,668
"aimer";-7,283;-9,266;-12,626;-10,681;-14,997;25,311;0,459;100,208
"impôt";-6,923;-31,031;-59,141;-59,648;876,902;-6,255;-10,626;-101,55
"emji_visage_souriant_avec_une_goutte_de_sueur";-0,804;-22,383;-43,226;703,906;-28,737;-0,476;-5,054;-42,581
"coup";-7,139;-29,856;-0,01;-19,209;29,45;0,476;5,306;1,161
"tellement";-7,103;-11,064;-17,735;-2,015;-15,788;18,898;-1,604;107,007
"emji_mains_en_prière";0,171;1239,921;-14,793;-22,137;-51,806;-0,079;-8,431;-27,982
"lire";-5,04;-26,908;-15,382;-4,969;-65,191;-2,841;0,138;275,027
"ca";-3,246;-30,145;-5,263;-17,229;0,344;2,863;-0,001;60,668
"genre";-7,121;-31,916;-16,723;-25,644;-26,539;2,267;23,834;188,551
"gaza";-2,191;-27,148;1586,15;-64,83;-99,889;-6,32;-14,457;-103,14
"entreprise";-6,564;-29,422;-37,807;-60,423;680,401;-4,059;-9,815;-66,885
"droite";-4,847;-30,226;-8,303;-32,976;-34,148;-4,216;-4,592;315,129
"compte";-6,923;-31,031;-1,541;-23,971;5,553;-4,373;-0,019;51,967
"violence";-1,837;-29,341;94,425;-60,24;-69,873;-4,043;251,457;13,051
"importer";-6,618;-29,663;-3,055;-21,428;-7,264;-1,412;-0,051;142,862
"emji_visage_qui_pleure_à_chaudes_larmes";-0,53;0,7;-15,748;600,208;-47,869;-3,057;-7,978;-67,417
"emji_visage_boudeur";0;-0,795;10,821;-3,064;-0,28;-0,376;-1,561;0,236
"social";-4,934;-30,628;-35,239;-58,734;28,588;-1,556;19,042;63,741
"manifester";-6,6;-27,446;1061,144;-56,361;-50,402;-4,09;-13,531;-55,037
"société";-6,78;-30,387;-21,327;-56,028;1,447;-0,67;17,217;117,405
"permettre";-6,618;-29,663;-2,135;-54,391;52,294;-0,592;-3,321;24,523
"niveau";-5,257;-21,439;-30,334;-25,801;7,02;2,482;4,577;61,854
"rts";-3,166;-19,855;6,382;-16,546;-61,746;-2,597;-11,725;188,708
"famille";-6,672;-10,753;8,429;-44,785;0,041;-1,448;15,846;16,264
"article";-3,004;-26,804;-4,001;-27,198;-31,346;-2,455;-1,463;241,429
"emji_visage_avec_bouche_ouverte";19,344;21,333;-0,098;-3,963;-0,484;0,249;-0,102;-2,007
"système";-6,421;-28,778;-40,003;-56,725;265,625;-0,5;-0,849;-0,037
"idée";-6,564;-19,545;-32,684;-7,26;-0,661;-0,566;1,978;107,588
"exister";-2,956;-22,541;2,897;-29,843;-0,445;0,023;2,313;37,686
"salaire";-6,206;-27,814;-62,874;-46,074;617,542;-3,746;4,902;-77,206
"sûr";-4,62;-24,99;-7,742;-10,376;-0,525;0,91;-0,027;77,085
"armée";-2,892;-28,376;159,863;-39,551;-15,752;1,07;161,72;-12,555
"aider";-6,313;-26,162;-5,194;-35,751;40,179;-3,839;-2,824;29,292
"tuer";-0,198;-27,975;537,075;-42,467;-29,6;-3,777;10,763;-34,544
"loi";-6,277;-28,135;43,392;-39,027;-0,207;-3,808;3,553;13,041
"trump";-0,712;-13,133;85,234;-7,618;-7,846;-3,746;-3,623;1,353
"public";-6,349;-28,457;0;-53,807;135,253;-0,468;-9,331;-0,003
"regarder";-6,206;-27,814;-11,176;-10,289;0,814;-0,407;0,708;62,644
"otage";-3,907;-21,721;1577,712;-59,286;-93,451;-5,218;-13,617;-119,874
"moyen";-4,341;-27,894;7,267;-42,29;92,579;-5,623;-1,187;-2,176
"commencer";-6,242;-25,841;11,604;-46,433;0,701;1,157;3,656;19,347
"cher";-4,254;-25,36;-42,805;-27,399;535,12;-2,203;-5,868;-61,859
"sortir";-4,411;-28,216;-2,325;-24,285;-0,014;0,037;-0,096;80,685
"partie";-6,188;-23,553;-0,004;-41,936;4,193;-3,73;0,729;47,512
"soutenir";-6,152;-27,573;366,639;-43,536;-25,746;-3,699;2,908;-2,898
"faux";-6,116;-27,412;-0,323;-24,191;-21,645;-3,668;2,119;154,74
"genève";-5,829;-21,96;-21,387;-16,349;402,76;-0,004;-11,725;-55,691
"premier";-6,026;-22,836;0,802;-28,009;6,819;-1,034;-3,312;30,185
"lieu";-6,188;-27,734;-0,004;-43,893;20,43;-0,399;-0,633;27,376
"histoire";-6,08;-19,246;9,384;-28,5;-43,528;-0,025;-3,405;148,496
"génocide";-6,134;-27,493;1520,066;-60,605;-102,819;-5,542;-12,438;-88,618
"défendre";-4,063;-26,609;180,079;-30,465;-14,21;-2,051;0,035;1,232
"israélien";-2,544;-26,609;1614,627;-60,94;-99,034;-5,364;-13,997;-115,648
"perdre";-3,803;-21,244;-1,495;-33,133;43,219;-0,206;0,422;5,26
"prix";-5,758;-25,807;-2,69;-28,796;423,446;-5,202;-6,478;-78,155
"finir";-5,865;-20,169;-1,015;-20,597;60,212;-0,006;-0,002;0,08
"attendre";-5,722;-17,687;3,205;-18,048;-1,936;-5,17;2,159;40,538
"emji_visage_faisant_un_clin_d_oeil";-3,493;-19,813;-19,999;0,019;-0,11;-0,113;-1,409;56,06
"écrire";-4,882;-19,761;-7,117;-2,909;-48,043;-0,409;-0,092;185,93
"servir";-3,925;-23,838;0,375;-41,954;15,825;-3,388;26,075;6,301
"mort";-5,525;-22,638;379,454;-16,45;-19,79;-3,155;-0,987;-14,313
"emji_visage_en_pleine_réflexion";-1,23;-19,559;0,008;4,012;-0,05;-0,195;-0,849;3,717
"gouvernement";-5,579;-22,878;410,033;-45,986;-8,04;-5,04;-3,576;-10,56
"montrer";-5,543;-24,844;1,265;-35,593;-31,913;-0,75;1,057;158,528
"jeune";-5,4;-20,051;-17,703;-34,194;-3,551;63,695;117,422;38,422
"nouveau";-5,418;-16,368;-5,416;-28,987;53,638;0,316;8,31;0,499
"gros";-3,51;-24,042;-27,924;-9,566;91,834;0,015;0,077;0,48
"côté";-5,525;-24,764;-0,173;-19,112;3,333;-1,738;1,774;28,866
"simplement";-5,436;-20,21;-5,514;-46,686;19,18;-0,136;2,871;32,785
"service";-5,275;-21,519;-19,373;-42,905;35,455;0,026;626,119;-20,293
"revenir";-5,31;-23,802;-18,294;-26,298;211,14;-1,579;1,449;-9,967
"meilleur";-4,596;0;-22,286;-12,829;14,045;2,17;0,279;9,059
"oublier";-5,471;-22,398;7,866;-27,796;32,986;-1,698;0,042;0,008
"espérer";-5,382;-16,213;-0,734;-0,761;-9,276;-0,662;-1,456;64,39
"europe";-1,12;-18,919;32,308;-24,589;3,492;-0,822;-2,234;1,662
"assurance";-5,06;-22,68;-44,082;-34,662;719,994;-4,572;-11,93;-106,058
"réalité";-5,31;-23,802;-6,35;-39,133;-12,936;-4,798;10,75;171,241
"agir";-3,39;-23,481;41,071;-34,502;-1,448;-4,733;-0,282;23,282
"ville";-4,792;-10,426;-2,96;-26,52;190,315;-0,368;-3,248;-18,86
"créer";-5,06;-22,68;0,005;-40,733;66,128;0,064;-0,175;0,495
"pauvre";-5,042;-20,48;-4,843;-0,838;116,186;-0,486;-8,064;-10,196
"manquer";-5,15;-17,023;-15,618;-17,333;0,097;24,553;1,06;54,64
"rapport";-5,06;-22,68;-2,459;1,083;-7,032;-0,495;25,453;19,109
"animal";-2,878;-7,287;-23,296;-22,322;-1,749;19,227;-0,247;98,743
"justice";-3,168;-11,299;259,139;-30,366;-34,274;-2,71;-0,006;0,001
"fin";-3,219;-20,56;5,561;-29,08;0,579;0,535;-0,013;21,468
"respecter";-4,899;-21,959;248,435;-45,649;-0,98;0,106;-0,388;-7,823
"justement";-5,024;-22,52;-4,059;-34,308;-1,176;1,51;3,015;91,95
"emji_visage_roulant_des_yeux";-2,574;-19,639;-11,901;401,482;-16,565;-0,927;-1,584;-29,482
"situation";-3,151;-22,36;6,984;-48,858;-12,201;-2,694;10,859;81,719
"santé";-4,846;-19,602;-31,736;-38,566;326,743;-4,378;-1,463;-13,195
"protéger";-4,899;-21,959;60,577;-33,071;-0,33;-1,282;21,346;0,281
"seulement";-4,864;-21,799;-0,021;-20,635;53,139;-1,256;0,407;0,006
"normal";-1,399;-18,405;-16,124;-24,488;150,143;12,206;-1,108;-5,344
"frontalier";-4,435;-19,879;-37,578;-16,864;424,767;-4,007;-8,466;-44,052
"appeler";-4,721;-17,039;10,774;-8,204;-3,167;0,168;-2,107;23,657
"mot";-4,507;-20,199;16,242;-7,751;-47,234;-2,284;0,844;77,226
"extrême";-4,507;-20,199;0,048;-22,14;-41,461;-2,284;-2,731;197,634
"augmenter";-4,507;-20,199;-32,156;-37,243;418,018;-2,284;-1,772;-36,631
"école";-4,4;-19,719;-18,895;-42,815;3,603;1602,32;-2,542;-0,071
"essayer";-4,649;-20,839;-1,42;-25,164;-1,164;3,763;-5,576;94,137
"dernier";-4,578;-20,519;10,265;-15,278;-0,261;-1,058;0,294;18,439
"heure";-4,221;-16,812;-4,79;-21,141;110,834;0,019;-0,249;-2,483
"mois";-4,382;-19,639;-23,571;-27,98;331,515;-2,179;0,486;-37,613
"chercher";-4,649;-20,839;-0,028;-28,733;5,461;-4,201;-0,021;36,18
"policier";-4,382;-17,528;98,005;-27,98;-29,042;-2,179;0,138;22,051
"malheureusement";-4,632;-16,644;0,04;-42,907;-0,381;0,906;9,227;49,335
"the";6993,683;-7,59;-18,73;-18,01;-51,91;-3,025;-7,894;-49,507
"gagner";-2,356;-16,493;-19,713;-25,716;271,955;-0,777;0,791;-31,484
"terroriste";-1,203;-19,399;1197,673;-44,427;-80,925;-3,91;-8,217;-83,906
"honte";-3,117;-13,971;32,614;-9,864;-2,847;0,567;0,579;2,757
"solution";-4,364;-19,559;-0,068;-31,674;14,007;-2,164;-1,558;26,718
"argument";-1,244;-17,528;-13,144;-13,657;-27,484;-2,179;15,649;151,048
"triste";-1,258;-10,36;-5,032;-15,148;-23,332;0,003;-1,611;149,446
"liberté";-4,168;-16,573;9,633;-25,89;-19,937;-0,131;1,46;69,598
"emji_drapeau_territoires_palestiniens";0,036;174,971;44,04;-11,915;-26,9;-1,613;-4,21;-16,111
"pire";-4,025;-18,04;10,263;-8,517;18,728;0,055;-0,492;-1,312
"civil";-4,31;-19,319;714,872;-41,9;-49,785;-0,88;16,327;-61,805
"canton";-4,061;-18,2;-27,638;-30,654;420,861;-3,669;-5,843;-42,019
"étranger";-4,079;-18,28;-7,433;-32,905;21,522;-3,685;-0,16;36,249
"expliquer";-4,346;-19,479;-0,344;-17,552;0,012;1,236;1,109;36,816
"exactement";-4,382;-8,775;-2,867;24,828;-2,976;-3,959;0,138;3,037
"manière";-2,507;-19,319;0;-37,405;-0,067;0,378;1,174;55,512
"simple";-0,289;-18,68;-3,755;-25,89;7,542;-0,788;0,043;33,035
"aide";-4,31;-19,319;42,897;-31,14;7,269;-0,177;-0,313;0,006
"apprendre";-3,402;-15,247;-7,81;-10,885;-26,169;135,355;2,563;75,025
"ouvrir";-4,114;-18,44;-0,605;-29,184;0,581;-1,955;-3,131;70,176
"international";-2,339;-16,414;721,527;-35,588;-25,109;-3,733;-9,742;-53,559
"bas";-4,079;-18,28;-4,754;-8,903;87,36;-0,105;3,858;-6,637
"acheter";-4,061;-16,095;-13,073;-21,318;310,586;-0,721;-5,843;-38,318
"étude";-3,989;-17,881;-35,097;-34,136;5,9;-0,677;0,474;99,664
"super";-2,256;-1,437;-22,012;11,062;12,368;20,259;-4,284;-2,185
"possible";-2,389;-14,671;-1,131;-26,064;9,936;-2,015;-0,225;26,198
"voter";-2,173;-8,534;-16,36;-23,812;-2,707;-3,572;1,973;114,603
"israel";1,418;-7,959;945,296;-36,783;-68,324;-3,443;-8,985;-77,256
"avis";-4,025;-18,04;-4,447;-13,375;-33,182;-1,881;-0,492;190,834
"propre";-4,061;-18,2;-1,549;-24,849;0,075;5,523;0,935;44,358
"respect";-2,156;-0,107;45,135;-29,402;-23,575;61,796;4,447;1,283
"initiative";-3,936;-7,027;-24,511;-25,491;1,374;-3,556;12,135;63,275
"façon";-4,007;-15,857;-4,346;-19,16;3,14;5,716;5,647;21,409
"terre";-3,865;-15,22;129,552;-14,81;-2,631;-1,748;-0,349;-1,161
"interdire";-3,793;-17,002;0,082;-18,818;66,006;41,225;-0,036;-11,082
"sécurité";-3,972;-17,801;9,779;-31,823;12,606;-0,666;4,294;0,8
"mauvais";-3,829;-17,162;-7,713;-20,842;0,03;0,113;3,508;59,659
"choix";-3,882;-11,503;-12,9;-30,922;2,592;0,727;64,75;20,749
"voiture";-3,793;-11,118;-33,054;-7,932;409,822;-1,69;-8,943;-71,641
"foutre";-3,9;-15,379;0,727;0,057;0,105;-0,623;-0,924;5,14
"égalité";-3,473;-13,473;-31,904;-12,86;-34,671;-3,138;2817,77;-45,654
"absolument";-3,918;-8,39;-2,533;-23,467;-5,516;-1,792;-0,395;104,961
"répondre";-1,958;-16,683;-5,093;-16,558;-14,988;-0,519;-1,43;149,193
"terme";-3,597;-14,029;3,935;-36,927;-14,527;-3,25;-0,158;105,188
"source";-0,073;-16,044;-1,182;-18,49;-5,391;-3,234;-4,773;106,635
"important";-2,123;-17,481;-5,337;-33,23;0,625;1,922;8,045;47,405
"taxe";-0,634;-13,791;-34,916;-16,519;395,554;-3,202;-0,517;-63,421
"mériter";-3,526;-0,186;1,318;-16,356;4,114;-0,411;0,146;1,309
"équipe";-1,148;0,013;-12,072;-0,11;0,019;8,863;-1,023;7,719
"victime";-3,829;-9,583;149,921;-28,33;-33,407;-0,581;40,985;-0,059
"sembler";-3,776;-16,922;0,101;-27,795;0,205;-0,55;-0,772;49,017
"majorité";-3,811;-17,082;-1,559;-32,323;27,448;-0,57;21,946;2,584
"crime";5,762;-16,204;829,51;-37,11;-59,471;-1,544;-8,524;-57,775
"pareil";-3,793;-17,002;-19,614;-12,796;35,056;4,036;0,025;9,086
"entendre";-3,687;-16,523;4,808;-11,907;-10,05;-1,602;-1,376;60,312
"classe";-3,633;-8,765;-29,262;-22,53;258,068;1,01;-3,437;-20,624
"emji_visage_avec_des_symboles_dans_la_bouche";0,231;-2,849;-0,084;0,47;2,176;-0,574;-1,498;-0,026
"risque";-3,633;-16,284;-12,126;-20,723;80,808;-0,015;0,421;0,157
"feu";-3,74;-14,664;208,398;-11,041;-0,794;-1,646;-1,457;-19,687
"également";-3,597;-14,029;0,675;-32,333;22,587;-0,45;1,082;2,987
"valoir";0,062;-5,806;-6,223;-6,685;22,09;-0,459;0,442;0,564
"manifestant";-1,909;-14,346;801,509;-33,061;-55,62;-3,315;-8,65;-43,621
"maladie";-3,651;-14,267;-36,038;-28,583;406,247;-3,299;-3,474;-39,289
"effet";-3,58;-16,044;-20,991;-7,475;35,276;0,223;2,009;5,035
"occuper";-3,597;-16,124;9,895;-22,183;9,839;-0,45;1,082;0,637
"courage";-1,762;83,82;-0,34;-2,114;-14,553;-1,457;-0,481;1,072
"baisser";-3,544;-15,885;-34,916;-25,481;491,401;-3,202;-4,694;-68,494
"manger";-3,384;-15,167;-26,688;-13,539;227,028;-0,338;-2,936;-13,956
"taxer";-3,348;-15,007;-35,202;-27,621;370,571;-3,025;-7,894;-26,093
"nombre";-3,188;-14,29;4,094;-32,726;57,646;-1,202;0,478;-2,811
"poser";-3,669;-16,443;-7,609;-19,327;-4,74;-0,019;-0,009;115,492
"nouvelle";-1,746;-0,885;-6,349;-2,642;8,655;-3,154;0,002;3,5
"base";-3,508;-13,632;-1,372;-25,126;8,369;-1,457;1,267;21,588
"arme";-1,746;-15,645;248,422;-24,949;-15,577;-3,154;5,006;-7,254
"suffire";-3,544;-15,885;-0,411;-18,156;21,036;-0,006;-6,394;11,827
"parent";-1,648;-13,077;-28,791;-20,112;10,508;5,459;14,763;23,959
"éviter";-3,562;-15,965;-5,865;-20,042;28,577;-1,501;-1,193;16,069
"suivre";-3,562;-15,965;1,628;-23,71;-0,975;0,232;-1,193;48,569
"retrouver";-3,402;-13,156;-1,005;-13,696;13,611;-3,073;3,883;5,977
"langue";-0,742;-1,515;-3,772;3,82;0,013;-0,67;6,866;-0,004
"info";-1,746;-9,818;-0,026;-1,063;-3,915;-3,154;-1,988;37,455
"eau";-3,313;-14,848;0,917;-21,26;207,02;-1,3;-5,858;-46,489
"citoyen";-3,455;-15,486;9,372;-33,132;-0,839;-3,122;5,189;28,025
"rue";-3,473;-15,566;38,141;-20,973;0,13;-0,383;-1,957;3,691
"mdr";-3,526;-15,805;-6,596;193,255;-10,201;-1,472;-0,118;-6,833
"jouer";-3,082;-8,076;-11,504;-12,36;-2,056;39,417;3,843;41,664
"train";-3,491;-15,645;-0,897;-10,311;163,405;-0,393;-1,988;-28,824
"garder";-3,455;-15,486;-7,12;-30,879;40,167;5,181;6,994;2,242
"emji_colombe";-0,156;1260,575;-5,812;-27,617;-41,763;-2,431;-4,425;-44,062
"préférer";-3,526;-15,805;-2,529;-13,321;45,71;1,153;-0,118;0,13
"représenter";-3,064;-9,74;0,681;-22,677;6,032;-0,192;0,181;8,977
"groupe";-3,117;-13,971;163,33;-15,835;-11,712;-0,214;-0,157;-0,7
"reconnaître";-3,348;-15,007;293,912;-16,334;-38,443;-3,025;-1,743;-0,593
"face";-1,584;-14,848;24,922;-19,425;-5,181;0,396;2,88;11,271
"clairement";-3,366;-12,997;0,065;-18,179;-4,208;1,396;1,607;47,293
"ultra";-3,17;-14,21;-20,578;-21,765;242,447;-0,237;-5,529;-14,283
"profiter";-3,313;-14,848;-5,154;-23,177;129,012;-2,993;-0,03;-3,892
"ia";-1,393;-13,891;-27,997;-7,274;-6,34;-2,8;-2,379;153,705
"couper";-2,406;-6,891;-13,042;-16,132;63,634;1,664;0,063;-0,007
"oeil";-3,419;-13,235;6,469;-16,994;-17,224;0;-0,395;65,874
"haine";-3,331;-14,928;125,097;-16,169;-32,152;-1,314;1,701;4,726
"réponse";-3,242;-14,529;-3,855;-9,581;-26,941;-0,269;-0,244;145,751
"peur";-3,295;-14,768;-0,687;-10,012;-6,64;-0,295;0,046;71,126
"média";-3,295;-14,768;29,612;-21,086;-26,096;-1,286;-1,654;60,619
"fortune";-3,188;-14,29;-24,672;-23,926;357,779;-1,202;-7,517;-37,469
"européen";-2,619;-11,741;42,753;-14,548;-0,466;1,237;-1,497;1,222
"but";140,754;-12,363;4,635;-12,142;-0,526;0,468;0,077;0,001
"imaginer";-3,331;-12,839;-7,28;-14,579;11,527;0,001;-0,316;22,576
"free";116,703;3,158;43,586;-4,995;-14,353;-1,117;-2,916;-8,866
"logique";-3,099;-11,809;-1,768;-12,517;36,085;0,024;-1,336;1,094
"choisir";-3,224;-12,363;-3,751;-20,389;-1,138;0,008;35,63;37,16
"journée";-3,188;-10,284;-18,925;-9,154;-2,25;18,606;129,35;12,896
"concerner";-3,224;-14,449;-5,502;-20,389;17,829;-2,913;-0,231;22,907
"casser";-1,536;-14,609;140,163;-13,94;-0,017;0,005;-4,07;-8,922
"long";-0,38;-14,051;-10,581;-17,718;-0,266;-0,222;0,553;73,61
"facile";-3,099;-13,891;-5,627;-21,06;2,748;-2,8;9,61;32,72
"détruire";-3,224;-14,449;98,463;-16,835;0,656;-2,913;-1,536;-3,106
"vidéo";-3,117;-13,971;13,189;-8,591;-32,234;-2,816;-3,761;77,767
"peine";-3,135;-14,051;0,074;-16,001;0,273;-0,222;0,129;25,945
"information";-3,135;-11,967;11,436;-14,373;-30,609;-2,832;47,591;31,266
"franchement";-3,206;-12,284;-8,615;-8,078;1,435;-0,253;0,087;35,953
"intérêt";-3,046;-13,652;7,582;-28,939;-4,223;-2,752;-1,252;57,759
"traiter";-3,099;-13,891;26,36;-14,049;-7,246;0,024;7,361;8,307
"soutien";-3,224;-0,904;342,651;-30,762;-26,638;-0,261;4,731;-27,042
"semaine";-2,957;-13,254;-4,67;-19,655;94,404;0,742;0,278;-3,805
"accepter";-3,117;-13,971;-0,012;-23,212;4,534;6,639;2,349;9,977
