"";"";"";"";"emji_visage_souriant_avec_coeurs";""
"335";"gruyère";"0.656816060098986";"-3.05870672977255";"0.815402726064453";"575"
"336";"emji_couronne";"4.2462745938698";"1.77278915571789";"0.815363438575414";"577"
"337";"emji_sapin_de_noël";"3.95224402538037";"1.36099810059359";"0.815331967976959";"578"
"338";"migrantes";"-0.457971286855416";"0.29119713064197";"0.815133398652514";"581"
"339";"félicitation";"3.00941836883886";"1.38780194969404";"0.814911886246615";"582"
"340";"emji_coeur_grandissant";"4.00768030143096";"1.57676312762252";"0.814709560753967";"585"
"341";"friendzone";"-0.349612025617558";"0.243712195214041";"0.814614438332186";"588"
"342";"masculiniste";"-0.408143913577196";"0.34117221092813";"0.814489063528663";"589"
"343";"inconscience";"-0.408143913577196";"0.34117221092813";"0.814489063528663";"590"
"344";"hetero";"-0.408143913577196";"0.34117221092813";"0.814489063528663";"591"
"345";"feminisme";"-0.408143913577196";"0.34117221092813";"0.814489063528663";"592"
"346";"sexiste";"-0.348782696427237";"-0.132309781615664";"0.814408864261633";"594"
"347";"trans";"-0.351796391308285";"-0.0492874040088558";"0.814343182077116";"595"
"348";"emji_cent_points";"3.68570770208361";"1.33780936792458";"0.814295367071076";"596"
"349";"emji_visage_grimaçant";"0.274081431217121";"-2.42548091749481";"0.814185016940365";"597"
"350";"conviction";"-0.243309037667325";"0.0530444936763842";"0.813753666705413";"601"
"351";"instable";"-0.524281225076117";"0.279553018561063";"0.813610932313711";"602"
"352";"impossibilité";"-0.427899438291603";"0.266495729787487";"0.813610932313711";"603"
"353";"ex";"-0.274317579049764";"0.0305305255101458";"0.813290845872006";"606"
"354";"psychologique";"-0.400130560513816";"0.177844098487787";"0.812934517483048";"608"
"355";"courir";"-0.215969268069385";"-0.207916011865333";"0.812718588570423";"609"
"356";"pull";"0.638246380913786";"-2.91057934637487";"0.812056589304214";"610"
"357";"génie";"0.805881151106866";"-2.3578199203378";"0.812013139574734";"612"
"358";"piscine";"0.482904163028472";"-3.05851809524985";"0.8119424830053";"613"
"359";"valaisan";"0.759259638068773";"-3.32821308268468";"0.811366977125812";"615"
"360";"raclette";"1.23725942550049";"-2.8739915129779";"0.810969229368566";"617"
"361";"emji_visage_qui_rougit";"0.280940851355344";"-1.97530056196295";"0.810736753012237";"620"
"362";"emmental";"0.69372458982652";"-3.51587525751922";"0.810546711204793";"622"
"363";"ahaha";"1.03531925177775";"-2.96373761669775";"0.810511179883957";"623"
"364";"emji_visage_aux_yeux_en_spirales";"0.351937156426724";"-2.82531006176514";"0.810459101119417";"624"
"365";"odeur";"0.557129841604113";"-2.84887158166425";"0.810017599078511";"626"
"366";"emji_visage_qui_tire_la_langue_les_yeux_plissés";"1.00739233227907";"-2.67794711180307";"0.809871108518607";"628"
"367";"emji_visage_étourdi";"0.527223982713934";"-3.54721224439179";"0.809707867478879";"629"
"368";"japonais";"0.614253685720943";"-3.30368866534177";"0.809604420576216";"631"
"369";"emji_visage_avec_des_symboles_dans_la_bouche";"0.0798766248692894";"-2.03967175571512";"0.809513561912934";"632"
"370";"benetton";"0.548125748364702";"-3.74357450365473";"0.809340473621432";"634"
"371";"emji_visage_roulant_des_yeux";"-0.0638221604042228";"-1.22805654606158";"0.80925408175277";"637"
"372";"tecktonik";"0.571454397576499";"-3.1042918284106";"0.809233575104745";"638"
"373";"emji_femme_avec_la_paume_sur_le_visage_peau_claire";"0.392141295801245";"-2.69114463602041";"0.809216621588803";"639"
