"";"banalfreq";"X.rts_a";"X.rts_i"
"quotidien";25;0,8826;-0,8826
"personnalité";10;-0,5049;0,5049
"actuel";14;-1,0698;1,0698
"théâtre";10;-0,5049;0,5049
"inscrire";14;-0,6774;0,6774
"seul";24;0,5127;-0,5127
"montrer";31;-0,8098;0,8098
"ouvrier";12;0,3834;-0,3834
"exprimer";18;-0,3344;0,3344
"époux";12;-0,2318;0,2318
"samedi";82;1,9651;-1,9651
"jour";101;-1,2473;1,2473
"réaliser";19;-0,6494;0,6494
"moment";23;0,6125;-0,6125
"emji_feu";13;-1,4247;1,4247
"couple";11;1,991;-1,991
"donner";30;1,3533;-1,3533
"dossier";16;-0,3641;0,3641
"ordre";12;-0,2318;0,2318
"occuper";15;1,2564;-1,2564
"commun";23;0,2542;-0,2542
"apprendre";16;0,6919;-0,6919
"poser";11;0,5033;-0,5033
"médecin";15;0,3177;-0,3177
"terre";19;1,6542;-1,6542
"compter";12;-0,2318;0,2318
"spécial";22;0,7295;-0,7295
"innovation";15;1,2564;-1,2564
"solution";18;0,7041;-0,7041
"raclette";11;0,5033;-0,5033
"présent";24;1,3769;-1,3769
"froid";30;1,7155;-1,7155
"règle";15;-0,285;0,285
"manquer";25;0,6288;-0,6288
"femme";119;1,5756;-1,5756
"logement";11;-0,3434;0,3434
"développer";10;-0,2524;0,2524
"appeler";26;1,0325;-1,0325
"sensible";10;1,0999;-1,0999
"maison";25;1,1932;-1,1932
"entier";13;0,8519;-0,8519
"compte";30;0,5657;-0,5657
"soir";36;-1,3392;1,3392
"civil";21;-0,8738;0,8738
"personnage";10;0,6605;-0,6605
"nom";16;-0,3641;0,3641
"exister";14;1,5256;-1,5256
"école";43;1,8183;-1,8183
"retourner";10;0,6605;-0,6605
"élève";16;0,246;-0,246
"traditionnel";16;-0,3641;0,3641
"ouvrir";36;-0,7933;0,7933
"alcool";15;1,7693;-1,7693
"domaine";11;-1,7099;1,7099
"famille";46;0,3908;-0,3908
"caméra";13;1,86;-1,86
"fils";11;0,8567;-0,8567
"âge";45;1,8117;-1,8117
"main";11;1,991;-1,991
"objectif";15;-1,2277;1,2277
"record";32;-1,5451;1,5451
"personnel";12;-0,7721;0,7721
"forme";13;-0,5571;0,5571
"lapin";10;1,0999;-1,0999
"part";16;-0,6048;0,6048
"poste";34;-1,8126;1,8126
"animal";50;-0,2933;0,2933
"voir";55;0,2949;-0,2949
"émotion";15;1,2564;-1,2564
"parole";11;0,5033;-0,5033
"manière";16;0,4317;-0,4317
"changer";20;1,0271;-1,0271
"scène";13;-0,5571;0,5571
"travailler";16;0,6919;-0,6919
"tour";37;0,3828;-0,3828
"adolescent";22;0,7295;-0,7295
"acteur";27;0,4467;-0,4467
"décéder";16;-0,9401;0,9401
"film";28;-0,2383;0,2383
"philippe";14;0,4085;-0,4085
"début";45;-0,2783;0,2783
"effet";25;-1,8308;1,8308
"citoyen";17;-0,7188;0,7188
"représentant";11;-0,3434;0,3434
"défendre";11;-0,6342;0,6342
"menacer";16;-1,3907;1,3907
"entendre";11;0,5033;-0,5033
"avenir";15;-0,4984;0,4984
"affaire";32;-1,9554;1,9554
"pilote";17;0,3422;-0,3422
"armée";38;0,4628;-0,4628
"porte";18;-0,5469;0,5469
"répondre";21;0,3869;-0,3869
"document";15;0,8518;-0,8518
"achat";11;-1,0713;1,0713
"présenter";45;-0,2783;0,2783
"gagner";11;0,8567;-0,8567
"travailleur";12;-0,7721;0,7721
"journaliste";27;0,8917;-0,8917
"choisir";25;0,6288;-0,6288
"matin";41;0,2944;-0,2944
"préparer";14;0,4085;-0,4085
"star";12;0,3834;-0,3834
"dizaine";11;-1,0713;1,0713
"art";34;0,4287;-0,4287
"légendaire";12;1,0677;-1,0677
"bas";15;-0,285;0,285
"faux";16;-0,9401;0,9401
"éviter";22;-0,2881;0,2881
"tête";28;1,0372;-1,0372
"revenir";38;-0,7452;0,7452
"lieu";31;-1,4165;1,4165
"bord";12;-0,2318;0,2318
"travail";59;-0,6362;0,6362
"garantir";11;0,2624;-0,2624
"malade";10;0,6605;-0,6605
"porter";23;-0,3535;0,3535
"couper";44;-0,8184;0,8184
"mythique";11;1,991;-1,991
"génération";17;0,8548;-0,8548
"policier";18;-0,8395;0,8395
"vaudois";57;0,4125;-0,4125
"accueillir";27;-1,2704;1,2704
"haut";33;0,3484;-0,3484
"couleur";13;0,5234;-0,5234
"pierre";11;0,8567;-0,8567
"vert";22;-0,4595;0,4595
"geste";12;-0,4454;0,4454
"coeur";24;1,029;-1,029
"saint";34;-0,3081;0,3081
"journée";46;1,6518;-1,6518
"lever";15;1,2564;-1,2564
"passage";17;0,5609;-0,5609
"habitant";27;-1,2704;1,2704
"participer";25;-1,0241;1,0241
"concours";19;1,2159;-1,2159
"artiste";33;-1,3148;1,3148
"plage";12;1,597;-1,597
"tenter";13;0,2913;-0,2913
"chaussure";10;1,7033;-1,7033
"témoigner";19;1,2159;-1,2159
"changement";21;-0,8738;0,8738
"village";29;0,6603;-0,6603
"santé";57;-1,5267;1,5267
"frère";10;-0,5049;0,5049
"carte";20;0,2928;-0,2928
"terminer";10;-0,5049;0,5049
"revoir";11;0,5033;-0,5033
"final";16;-0,9401;0,9401
"féminin";15;0,8518;-0,8518
"café";14;1,0481;-1,0481
"pain";14;1,0481;-1,0481
"difficile";21;0,3869;-0,3869
"cas";32;-0,6686;0,6686
"chaud";11;-0,3434;0,3434
"new";16;-0,6048;0,6048
"york";13;-0,5571;0,5571
"fois";46;-0,4443;0,4443
"marque";18;-1,7301;1,7301
"homme";79;1,1767;-1,1767
"tell";10;1,7033;-1,7033
"sentiment";10;-0,2524;0,2524
"fermer";22;-1,8581;1,8581
"montreux";13;1,86;-1,86
"installer";21;0,3869;-0,3869
"amateur";14;-0,215;0,215
"juin";19;0,3652;-0,3652
"départ";15;-0,4984;0,4984
"stress";12;0,6695;-0,6695
"chaîne";13;-0,9177;0,9177
"milieu";19;0,5786;-0,5786
"scolaire";13;0,5234;-0,5234
"bois";15;0,8518;-0,8518
"besoin";14;-1,6083;1,6083
"pied";13;0,8519;-0,8519
"route";18;1,0299;-1,0299
"jouer";22;0,4938;-0,4938
"physique";15;0,5426;-0,5426
"important";26;-0,8347;0,8347
"sportif";14;0,6802;-0,6802
"édition";25;-1,0241;1,0241
"dérouler";11;-1,0713;1,0713
"période";17;-1,081;1,081
"examen";10;0,6605;-0,6605
"réussir";14;1,0481;-1,0481
"soin";15;-0,8054;0,8054
"étudiant";14;-0,6774;0,6774
"sol";10;0,6605;-0,6605
"aider";14;-0,4001;0,4001
"jardin";13;1,2913;-1,2913
"position";12;-1,9194;1,9194
"tabac";19;1,6542;-1,6542
"expliquer";28;-1,8166;1,8166
"cacher";11;-0,3434;0,3434
"considérer";11;-1,7099;1,7099
"grave";15;-1,2277;1,2277
"vd";12;-1,9194;1,9194
"genevois";33;1,5149;-1,5149
"immense";10;0,6605;-0,6605
"naître";20;-0,3095;0,3095
"noir";13;-0,311;0,311
"vidéo";20;-1,5345;1,5345
"romands";21;0,8665;-0,8665
"roi";14;1,0481;-1,0481
"siècle";17;0,5609;-0,5609
"inspirer";16;-0,3641;0,3641
"nuit";40;-1,4789;1,4789
"printemps";15;1,2564;-1,2564
"tôt";12;-1,9194;1,9194
"poursuivre";12;-0,7721;0,7721
"maman";10;1,0999;-1,0999
"mère";12;1,597;-1,597
"total";10;-0,5049;0,5049
"abri";15;1,2564;-1,2564
"renoncer";11;-1,0713;1,0713
"mauvais";10;0,6605;-0,6605
"menace";11;-0,3434;0,3434
"amende";11;-1,0713;1,0713
"objet";15;-0,4984;0,4984
"club";14;1,5256;-1,5256
"emblématique";16;-0,9401;0,9401
"genevoise";16;0,246;-0,246
"comprendre";19;-0,2452;0,2452
"week_end";19;-1,3787;1,3787
"entraîner";16;-0,6048;0,6048
"arbre";11;0,5033;-0,5033
"choix";10;0,6605;-0,6605
"tempête";15;-0,8054;0,8054
"vent";12;-0,2318;0,2318
"violent";11;-1,0713;1,0713
"spectaculaire";10;-0,5049;0,5049
"pluie";16;0,4317;-0,4317
"pousser";14;-0,215;0,215
"problème";12;-0,2318;0,2318
"magasin";15;0,3177;-0,3177
"marché";18;-1,2273;1,2273
"boîte";12;0,6695;-0,6695
"possible";14;-0,4001;0,4001
"vente";22;-1,8581;1,8581
"exemple";12;-0,2318;0,2318
"comportement";10;-0,5049;0,5049
"voisin";10;0,6605;-0,6605
"français";49;-0,6292;0,6292
"organiser";21;-0,8738;0,8738
"unique";21;-1,2366;1,2366
"coup";17;0,3422;-0,3422
"delémont";10;-1,5032;1,5032
"espérer";12;-0,2318;0,2318
"droit";43;-0,7386;0,7386
"vote";17;-1,081;1,081
"chef";11;0,2624;-0,2624
"produire";19;-0,9664;0,9664
"domicile";13;-0,5571;0,5571
"ménage";14;1,0481;-1,0481
"aérien";15;-1,2277;1,2277
"véhicule";10;-0,5049;0,5049
"incroyable";11;0,5033;-0,5033
"voyageur";10;0,6605;-0,6605
"phénomène";24;-1,2516;1,2516
"air";16;1,0363;-1,0363
"particulier";11;0,8567;-0,8567
"adulte";12;-1,2454;1,2454
"réunir";22;-0,4595;0,4595
"défi";13;-0,311;0,311
"preuve";10;0,6605;-0,6605
"déclarer";16;-0,9401;0,9401
"plateforme";12;-1,9194;1,9194
"site";20;-1,5345;1,5345
"information";14;-0,6774;0,6774
"culture";14;-0,6774;0,6774
"évolution";17;-0,7188;0,7188
"laisser";30;1,3533;-1,3533
"étape";16;0,246;-0,246
"tester";10;-1,5032;1,5032
"reconnaître";11;-0,6342;0,6342
"futur";16;-0,3641;0,3641
"fonds";17;-0,7188;0,7188
"lutte";13;-0,5571;0,5571
"neuchâtelois";10;0,3558;-0,3558
"soldat";16;1,4753;-1,4753
"sortie";14;-0,215;0,215
"militaire";15;-0,285;0,285
"juillet";12;0,3834;-0,3834
"banque";12;0,6695;-0,6695
"collection";10;-0,2524;0,2524
"allemand";15;-0,285;0,285
"accès";13;-1,4247;1,4247
"nouvel";19;-0,9664;0,9664
"conseiller";22;-1,8581;1,8581
"message";12;0,3834;-0,3834
"mars";13;-0,311;0,311
"glace";10;1,0999;-1,0999
"rouge";23;-0,3535;0,3535
"aide";24;-1,2516;1,2516
"midi";15;-0,8054;0,8054
"remonter";14;-0,215;0,215
"électronique";11;-1,7099;1,7099
"moyen";13;0,2913;-0,2913
"internet";14;1,5256;-1,5256
"micro";10;0,6605;-0,6605
"annonce";26;-0,8347;0,8347
"place";55;-0,5435;0,5435
"ciel";10;0,3558;-0,3558
"rare";11;-0,6342;0,6342
"rappeler";11;1,3431;-1,3431
"agent";11;0,2624;-0,2624
"figure";20;-0,7586;0,7586
"appel";16;-0,9401;0,9401
"débuter";10;-1,5032;1,5032
"réalisateur";11;1,991;-1,991
"aventure";15;1,2564;-1,2564
"cave";10;-0,9029;0,9029
"transporter";10;-0,5049;0,5049
"importance";10;-1,5032;1,5032
"reprendre";17;-0,7188;0,7188
"dévoiler";16;-1,3907;1,3907
"obtenir";12;-1,9194;1,9194
"étranger";14;-1,6083;1,6083
"célébrer";12;-0,4454;0,4454
"double";14;-0,6774;0,6774
"info";10;0,6605;-0,6605
"champignon";12;0,3834;-0,3834
"nu";11;0,8567;-0,8567
"interroger";18;-0,3344;0,3344
"professeur";12;0,3834;-0,3834
"série";14;-0,215;0,215
"complexe";11;-1,0713;1,0713
"origine";11;-1,0713;1,0713
"bernois";16;-1,9864;1,9864
"tourner";12;-0,2318;0,2318
"victoire";19;-1,3787;1,3787
"technique";10;1,0999;-1,0999
"actualité";13;0,2913;-0,2913
"swiss";15;0,3177;-0,3177
"contrôle";12;-0,7721;0,7721
"olympique";11;1,3431;-1,3431
"lumière";11;-0,3434;0,3434
"championnat";14;1,0481;-1,0481
"campagne";27;-1,2704;1,2704
"explorer";11;-1,7099;1,7099
"concevoir";12;-1,9194;1,9194
"droite";14;-1,6083;1,6083
"zurich";24;-1,6764;1,6764
"découverte";18;-0,8395;0,8395
"extrême";10;-0,9029;0,9029
"adopter";15;-0,8054;0,8054
"côté";15;0,3177;-0,3177
"dédier";12;-0,4454;0,4454
"comité";12;-1,9194;1,9194
"billet";23;-1,5257;1,5257
"célèbre";29;-1,9669;1,9669
"minute";23;-0,5445;0,5445
"prestigieux";10;-1,5032;1,5032
"susciter";23;-1,5257;1,5257
"débat";16;-0,9401;0,9401
"patient";12;-0,7721;0,7721
"direct";10;-0,9029;0,9029
"seulement";27;-1,6697;1,6697
"rejoindre";13;-0,311;0,311
"joueur";20;-0,4994;0,4994
"frapper";16;-1,9864;1,9864
"repas";12;1,0677;-1,0677
"sud";11;-1,7099;1,7099
"france";38;-1,5773;1,5773
"pollution";11;1,991;-1,991
"environnement";16;-0,6048;0,6048
"communauté";13;-0,5571;0,5571
"expérience";21;-0,2294;0,2294
"météo";10;1,0999;-1,0999
"salaire";10;-0,5049;0,5049
"argent";16;0,4317;-0,4317
"tendance";14;-1,0698;1,0698
"conflit";12;-1,9194;1,9194
"privé";13;-0,9177;0,9177
"patrimoine";10;-0,9029;0,9029
"ouverture";10;-1,5032;1,5032
"avril";15;-0,4984;0,4984
"scientifique";12;-1,2454;1,2454
"application";12;-1,2454;1,2454
"centaine";13;-0,9177;0,9177
"grève";11;-0,3434;0,3434
"provoquer";15;-1,7957;1,7957
"naissance";13;-1,4247;1,4247
"exercice";12;0,3834;-0,3834
"rapide";11;-1,7099;1,7099
"danger";19;-1,3787;1,3787
"propriétaire";10;-1,5032;1,5032
"représenter";15;-1,2277;1,2277
"romain";11;-1,7099;1,7099
"plaindre";10;-1,5032;1,5032
"musée";14;-1,6083;1,6083
"accompagner";13;0,2913;-0,2913
"sauvage";11;-0,3434;0,3434
"apporter";11;-1,0713;1,0713
"gros";11;-0,6342;0,6342
"pratique";12;-0,2318;0,2318
"température";13;-1,4247;1,4247
"réserver";11;-0,3434;0,3434
"manifester";13;-1,4247;1,4247
"tournée";11;0,2624;-0,2624
"climat";13;-0,9177;0,9177
"langue";14;1,0481;-1,0481
"italien";12;-1,2454;1,2454
"album";11;-0,6342;0,6342
"ssr";11;-1,7099;1,7099
"pièce";12;-0,2318;0,2318
"guy";12;-0,4454;0,4454
"promettre";10;-1,5032;1,5032
"vol";19;-0,9664;0,9664
"parcours";10;-0,5049;0,5049
"rôle";20;-1,5345;1,5345
"bilan";12;-1,9194;1,9194
"augmentation";12;-1,9194;1,9194
"assurance";11;-0,6342;0,6342
"maladie";18;-1,7301;1,7301
"skieur";11;-0,6342;0,6342
"professionnel";19;-0,9664;0,9664
"décrire";12;-0,7721;0,7721
"tomber";11;0,5033;-0,5033
"performance";10;-1,5032;1,5032
"fribourgeois";11;-0,6342;0,6342
"yodel";10;-0,5049;0,5049
"épisode";10;1,7033;-1,7033
"battre";19;-1,3787;1,3787
"japonais";12;0,3834;-0,3834
"remplacer";11;-1,0713;1,0713
"siège";11;-1,7099;1,7099
"drogue";10;-0,2524;0,2524
"système";18;-1,7301;1,7301
"incendie";10;-0,5049;0,5049
"fonction";10;-1,5032;1,5032
"décider";18;-1,7301;1,7301
"canada";10;-0,5049;0,5049
"député";10;-1,5032;1,5032
"employé";10;-0,5049;0,5049
"charger";16;-0,9401;0,9401
"sentir";16;-0,6048;0,6048
"qualifié";10;-1,5032;1,5032
"test";11;-1,0713;1,0713
"entrée";10;-0,9029;0,9029
"dépasser";10;-1,5032;1,5032
"japon";11;0,5033;-0,5033
"tokyo";13;1,86;-1,86
"prévention";11;-0,6342;0,6342
"protection";16;-1,3907;1,3907
"lune";11;0,5033;-0,5033
"consommation";17;-1,5584;1,5584
"quitter";16;-1,9864;1,9864
"coût";11;-1,7099;1,7099
"confédération";10;-1,5032;1,5032
"perturber";10;-0,9029;0,9029
"essentiel";14;-1,6083;1,6083
"régime";13;-1,4247;1,4247
"troisième";11;-1,0713;1,0713
"tenir";15;-1,7957;1,7957
"traitement";12;-1,9194;1,9194
"activité";12;-1,2454;1,2454
"ferroviaire";16;-1,9864;1,9864
"imposer";11;-1,7099;1,7099
"bienne";10;-1,5032;1,5032
"établir";11;-1,7099;1,7099
"artificiel";10;-1,5032;1,5032
