"";"";"";"";"être";""
"39";"moins";"-0.278464631834043";"-0.355199690142069";"1.02478711019307";"71"
"40";"autres";"-0.191247056522502";"-0.450064026706072";"1.01492418463244";"72"
"41";"comme";"-0.00784114167084455";"-0.178849022617706";"1.00892584411386";"73"
"42";"vouloir";"-0.192465182969296";"-0.33329180645431";"1.00864554782794";"74"
"43";"maintenant";"-0.179301436077592";"-0.205592073428695";"1.00230034065554";"76"
"44";"y";"-0.255679085920233";"-0.0166556022921338";"1.00173974808371";"77"
"45";"sans";"-0.333340505316456";"-0.142208314181204";"1.00038731850417";"78"
"46";"nos";"0.148983222134178";"-0.196951798782149";"0.997878666745235";"81"
"47";"ma";"0.109195351864448";"0.154479058847882";"0.997325081580553";"82"
"48";"peu";"-0.212100747896996";"-0.334638210858211";"0.99533848165413";"83"
"49";"quand";"-0.230461845681322";"-0.12175090967725";"0.989214007806889";"84"
"50";"jamais";"-0.279375405291349";"-0.16960564929536";"0.987378067134146";"85"
"51";"non";"-0.380962567808257";"-0.343923566092255";"0.987213393066171";"86"
"52";"leurs";"-0.156101914875201";"-0.490734985777747";"0.973731141713661";"88"
"53";"falloir";"-0.259378452192601";"-0.376604841589539";"0.973377267652694";"89"
"54";"an";"0.0306594844180637";"-0.245362251798141";"0.970945697372382";"90"
"55";"autre";"-0.159511859694476";"-0.344292480707707";"0.96902216411029";"91"
"56";"donc";"-0.554506000006081";"-0.352291042793473";"0.968836467820872";"92"
"57";"cela";"-0.17151019178658";"-0.403815172416234";"0.963027327295284";"93"
"58";"aux";"-0.330674417044966";"-0.105734705870052";"0.95793294229878";"95"
"59";"avant";"-0.0916652080091273";"-0.273480986263689";"0.955392757207676";"96"
"60";"son";"0.0790625290073799";"-0.181864219200079";"0.95481814982155";"97"
"61";"encore";"-0.0910860719394675";"-0.00678660590381111";"0.954632453532131";"98"
"62";"tous";"0.0681031814375189";"-0.0943773594081218";"0.943714913195744";"100"
"63";"pourquoi";"-0.302962290444411";"-0.40154574417469";"0.94249212064844";"102"
"64";"mal";"-0.339246307008116";"-0.497852362164746";"0.94247460213057";"103"
"65";"notre";"0.204510893839706";"-0.157553386291859";"0.93980478000723";"104"
"66";"sa";"0.0480920299487681";"-0.154998797416916";"0.937940809705896";"105"
"67";"pendant";"0.0677783049408255";"-0.0970929150203603";"0.935337557950461";"106"
"68";"me";"0.110891158389465";"0.0680900093712154";"0.934258417249688";"107"
"69";"mieux";"-0.19928128170267";"-0.0968624051701124";"0.933950091335182";"108"
"70";"au";"-0.30450115958855";"0.048355407904645";"0.928873224856547";"110"
"71";"elles";"0.136129937525964";"-0.225462093869967";"0.928004306370211";"111"
"72";"votre";"-0.0659038711905642";"0.016631424466733";"0.927054802701674";"112"
"73";"alors";"-0.405377026655305";"-0.478315479047587";"0.925411565725498";"114"
"74";"ces";"0.415039766196732";"0.0491611214639898";"0.916690847529969";"119"
"75";"vite";"-0.168343428806243";"-0.339007445861423";"0.91574835126858";"120"
"76";"entre";"-0.426754302150539";"-0.249024103937671";"0.914802351303617";"122"
"77";"avec";"-0.0117324474297695";"0.0397254868252807";"0.9141997142889";"123"
"78";"personne";"0.169098179388453";"-0.0587761774369633";"0.910762581082867";"126"
"79";"t";"-0.242824293889317";"-0.293485944126987";"0.910426225539769";"127"
"80";"déjà";"-0.115368332214498";"-0.363266197953251";"0.902146973994557";"132"
"81";"soi";"-0.34509481096872";"-0.436099840789584";"0.901842151783624";"133"
"82";"depuis";"-0.300289782910327";"-0.176963430151914";"0.901596892533449";"134"
"83";"quoi";"-0.324444893741553";"-0.267183808653389";"0.899683870382079";"135"
"84";"million";"-0.612861900442437";"-0.50817080003131";"0.899396566689016";"136"
"85";"là";"-0.0911598880124617";"-0.280847798971056";"0.898194796363156";"137"
"86";"2";"-0.351885226205947";"-0.16288701989336";"0.894694596492793";"139"
"87";"6";"-0.209592500340498";"-0.28081976768691";"0.892168426215984";"140"
"88";"parce_que";"-0.525428082613603";"-0.457108103880765";"0.892115870662375";"141"
"89";"oui";"-0.0295140975665107";"-0.0811499991177781";"0.890903589225793";"144"
"90";"assez";"-0.0852583397857388";"-0.356069345192286";"0.88995758926083";"145"
"91";"950";"-0.278046615135662";"-0.152940833412108";"0.884985833889414";"149"
"92";"beaucoup";"0.160302438368689";"0.189319158077141";"0.884246552435313";"150"
"93";"ceux";"-0.28744487407899";"-0.452958712655132";"0.883111352477357";"151"
"94";"90";"0.14676603536411";"0.0640359259789417";"0.880988108111552";"152"
"95";"bon";"0.264983048327173";"0.0812614108452591";"0.879078589663756";"153"
"96";"moi";"0.0178453420420771";"0.15083818533976";"0.87906457484946";"154"
"97";"combien";"-0.146190579026305";"-0.572031349602623";"0.878773767452824";"155"
"98";"con";"-0.319782174306873";"-0.51442999072583";"0.878658145234884";"156"
"99";"certaines";"-0.381385036860557";"-0.445844984455404";"0.878447923020447";"157"
"100";"sauf";"-0.596188938836236";"-0.368310547418338";"0.876331686061789";"161"
"101";"2023";"-0.178985305992984";"-0.473565282314053";"0.875042323146581";"164"
"102";"vos";"0.0564702624154432";"-0.111497251532266";"0.874411656503272";"165"
"103";"ses";"-0.0255670636640201";"-0.246406303741689";"0.874348589838941";"166"
"104";"force";"-0.135030217536281";"-0.275083480547063";"0.873542738016936";"167"
"105";"chouette";"1.02823527901142";"0.712830380270364";"0.872274397323171";"168"
"106";"partout";"-0.783863481353477";"0.092870752795873";"0.870329841839636";"171"
"107";"501";"-0.419811883395705";"-0.0516239849800822";"0.868006886370115";"172"
"108";"contre";"-0.21227463166128";"-0.406570042289361";"0.867887760448601";"173"
"109";"1972";"-0.311574084211796";"-0.318897275464513";"0.866668471604871";"176"
"110";"aucune";"-0.406960286508524";"-0.402132961753255";"0.865645390161282";"177"
"111";"toi";"-0.181705042251847";"-0.179791352612342";"0.864380553171091";"178"
"112";"elle";"0.321936521052894";"0.0336181535516022";"0.863431049502554";"179"
"113";"2006";"-0.369340968686743";"-0.333652832741415";"0.861118605143755";"182"
"114";"voici";"0.173638187056306";"-0.351415434987874";"0.859692597789163";"185"
"115";"quant";"-0.489262847093337";"-0.670421001710818";"0.858869227449288";"188"
"116";"point";"-0.330185829019601";"-0.428421459791861";"0.858557397831208";"189"
"117";"19";"-0.375024424193484";"-0.832497068620634";"0.858424257095398";"190"
"118";"ainsi";"-0.0288161462334925";"-0.541050862134018";"0.858017827480821";"192"
"119";"puisqu";"-0.309995858068875";"-0.868679924264854";"0.8549555905572";"193"
"120";"2017";"-0.47444770177561";"-0.98862242121437";"0.853820390599245";"194"
"121";"trois";"-0.379778563776061";"-0.272931680864752";"0.853687249863435";"195"
"122";"souvent";"-0.420450771068347";"-0.0875246287969118";"0.853508560981164";"196"
"123";"2004";"-0.254839116376816";"-0.219106013243833";"0.852296279544582";"197"
"124";"ciao";"-0.475928175507854";"0.430665920412926";"0.852289272137434";"198"
"125";"environ";"-0.0602379516271187";"-0.433078785128106";"0.852012479555093";"199"
"126";"parfois";"-0.23379612091808";"-0.48084175642908";"0.851774227712066";"200"
"127";"ouais";"-0.435568643078043";"-0.0377121077983565";"0.848655931531262";"202"
"128";"1100";"-0.419811883395705";"-0.0516239849800822";"0.84839665746679";"203"
"129";"demi";"-0.254176930254431";"-0.676757248678177";"0.848291546359572";"204"
"130";"100";"0.0648351682369851";"-0.0692262699126557";"0.844949013150037";"206"
"131";"bah";"-0.438468142275385";"-0.147540878762112";"0.844143161328031";"207"
"132";"3";"-0.449575776002982";"-0.194985305389373";"0.84310956877372";"209"
"133";"70";"-0.103139243451096";"0.12747842409548";"0.842559487312612";"210"
"134";"1998";"-0.385527262367962";"-0.234374587309008";"0.842412331762506";"211"
"135";"1964";"0.0960914143732978";"-0.191946742862553";"0.842370287319619";"212"
"136";"toutefois";"-0.487972442236472";"-0.735202116229167";"0.842370287319619";"213"
"137";"2030";"-0.517543036627852";"-1.03713039082071";"0.84121406514022";"215"
"138";"ensuite";"-0.296875534427783";"-0.594693828281633";"0.840972309593618";"216"
"139";"lesquels";"-0.172503424019705";"-0.815639173715257";"0.840776102193478";"217"
"140";"10000";"-0.463520538099629";"-0.801222733967513";"0.840331131839588";"218"
"141";"surtout";"-0.273172088709023";"-0.172116067009649";"0.840064850367969";"219"
"142";"13";"-0.302783264966559";"-0.0795856717963014";"0.839893168892846";"220"
"143";"hein";"-0.418179372757467";"-0.197499875876677";"0.839465717056825";"221"
"144";"comment";"-0.358702193793334";"-0.0685100569157591";"0.838043213405807";"224"
"145";"2008";"-0.508968367889937";"-0.976938297706167";"0.837594739348343";"225"
"146";"200";"-0.149531434573732";"-0.217425559611229";"0.837265391212393";"226"
"147";"grâce";"0.440955050663127";"-0.0274389405093387";"0.836806406044207";"227"
"148";"autant";"-0.269843967144247";"-0.234321031565615";"0.836140702365159";"229"
"149";"toute";"0.450986201789953";"0.210391807632189";"0.835492517203981";"231"
"150";"aussi";"-0.0663217836897257";"0.170859258602447";"0.834381843171043";"233"
"151";"2009";"-0.00481460625618161";"-0.453755502891553";"0.83411205799585";"234"
"152";"sien";"-0.42518541755473";"-0.895398331181042";"0.83411205799585";"235"
"153";"lesquelles";"0.0749186986105421";"-0.332044300290978";"0.83411205799585";"236"
"154";"celle_là";"-0.505671873781433";"-0.511869780878763";"0.83411205799585";"237"
"155";"160";"-0.469920231267778";"-0.565951817812043";"0.83411205799585";"238"
"156";"plein";"0.299284381651341";"0.0134377121425101";"0.829806006303481";"241"
"157";"56";"-0.419811883395705";"-0.0516239849800822";"0.82878993226704";"244"
"158";"vlan";"-0.419811883395705";"-0.0516239849800822";"0.82878993226704";"245"
"159";"htag_cqfd";"-0.419811883395705";"-0.0516239849800822";"0.82878993226704";"246"
"160";"180";"-0.419811883395705";"-0.0516239849800822";"0.82878993226704";"247"
"161";"1291";"-0.419811883395705";"-0.0516239849800822";"0.82878993226704";"248"
"162";"06";"-0.419811883395705";"-0.0516239849800822";"0.82878993226704";"249"
"163";"adieu";"-0.474234097849309";"-0.587311744337094";"0.82822933969521";"250"
"164";"demain";"-0.167962906615607";"-0.625774923952698";"0.827928021187851";"251"
"165";"lors";"-0.27363706218624";"0.331862617695995";"0.826855887894226";"256"
"166";"attention";"-0.347593992076477";"-0.451646430050746";"0.826684206419104";"257"
"167";"250";"-0.181893064882809";"-0.173841467842543";"0.825832806450637";"258"
"168";"86";"-0.361692834025526";"-0.270429278597862";"0.825832806450637";"259"
"169";"85";"-0.0416743255724753";"-0.00550114442237146";"0.825832806450637";"260"
"170";"hip";"0.199123402836172";"0.360348212215864";"0.825394843503895";"261"
"171";"96";"-0.392970995167876";"-0.249291893001481";"0.825394843503895";"262"
"172";"1987";"-0.0730696002082272";"-0.196861000487699";"0.825384332393173";"263"
"173";"quasi";"-0.47407670874074";"-0.717374342070733";"0.825111043514406";"264"
"174";"52";"0.041456812646942";"0.101450507287451";"0.82509702870011";"265"
"175";"vingt";"-0.369995555364123";"-0.239171379509608";"0.82509702870011";"266"
"176";"hop";"-0.313433184657743";"0.409401987927478";"0.824620525014055";"269"
"177";"e";"-0.498999027652634";"-0.0734827005624016";"0.823310139877402";"272"
"178";"53";"0.477657664824975";"-0.0848628438127524";"0.823022836184339";"273"
"179";"certes";"-0.479636854966469";"-0.70767783799859";"0.822931739891417";"274"
"180";"50";"-0.0727965154145264";"-0.30336815509659";"0.822556843609006";"275"
"181";"17";"0.0497530519911624";"0.34287391103834";"0.821803547340609";"276"
"182";"1975";"-0.113841308171759";"-0.181755111246298";"0.821582814015451";"277"
"183";"1986";"0.0996901563917983";"0.0667266078362508";"0.821582814015451";"278"
"184";"1864";"0.129518632082312";"0.044601294323124";"0.821582814015451";"279"
"185";"plusieurs";"-0.544666354007369";"-0.00156476250959882";"0.820840028857777";"282"
"186";"heu";"-0.297824498015902";"0.038581894335213";"0.820594769607601";"283"
"187";"celui_là";"0.554506933400271";"0.328165813080708";"0.820419584428904";"286"
"188";"soi_même";"0.751944067755322";"0.0467302390251311";"0.820395058503887";"288"
"189";"1976";"-0.0620523665437445";"-0.0757550165634764";"0.819858991857074";"289"
"190";"25";"-0.161693130584692";"-0.405324293541988";"0.819694317789099";"290"
"191";"ah";"0.082809187270386";"0.185290441523693";"0.818086117848662";"293"
"192";"quelles";"0.958297306006989";"0.336437550256843";"0.81774625860199";"295"
"193";"jusqu";"-0.623460399491127";"-0.132745975623425";"0.817206688251604";"296"
"194";"c_est_à_dire";"-0.448118256720815";"-0.447461091074046";"0.817013984555038";"297"
"195";"boum";"0.125027046482615";"0.182283532540983";"0.817013984555038";"298"
"196";"ouh";"-0.430186178341694";"-0.473978730338233";"0.817013984555038";"299"
"197";"26";"0.125027046482615";"0.182283532540983";"0.817013984555038";"300"
"198";"mme";"-0.0106319233680735";"-0.213297062537936";"0.816929895669263";"301"
"199";"300";"-0.0807853815753386";"-0.2347660234724";"0.816576021608296";"302"
"200";"octante";"-0.37622259636807";"-0.215727955193417";"0.816495436426095";"303"
"201";"97";"-0.37622259636807";"-0.215727955193417";"0.816495436426095";"304"
"202";"0";"-0.387681816079327";"-0.300669250403065";"0.816285214211659";"305"
"203";"celui_ci";"-0.553517280911147";"0.239864375965599";"0.815906814225674";"306"
"204";"mon";"0.258723914720913";"0.20953778754272";"0.815798199414882";"307"
"205";"1999";"-0.0796800764970922";"-0.273555479489164";"0.81557396238615";"308"
"206";"2018";"-0.446732899675029";"-0.607751759017254";"0.815486369796801";"309"
"207";"5";"-0.467169901694334";"-0.0308433365746234";"0.814235547620906";"312"
"208";"67";"0.500157162714063";"0.0927009823094223";"0.813951747631417";"313"
"209";"parce";"-0.64045585527207";"-0.0493865191215905";"0.813650429124058";"317"
"210";"92";"-0.20385410957168";"-0.38497136836307";"0.813548821720414";"318"
"211";"toutes";"0.294838914103382";"0.195894634771673";"0.813394658763161";"320"
"212";"23";"-0.022301309115749";"-0.0784362422949647";"0.813265021730925";"321"
"213";"1966";"-0.022301309115749";"-0.0784362422949647";"0.813265021730925";"322"
"214";"g";"-0.0580656689798482";"-0.246690230347621";"0.81257479212686";"323"
"215";"mm";"-0.463880099074969";"-0.692165659207629";"0.812101792144378";"324"
"216";"36";"-0.163593105820049";"-0.434659690475468";"0.812101792144378";"325"
"217";"72";"-0.410092692846165";"-0.570122557515029";"0.811523681054679";"326"
"218";"2010";"0.636824036725136";"0.100616657914608";"0.810784399600578";"328"
"219";"2005";"0.0324803151452012";"-0.143090230503846";"0.810588192200437";"330"
"220";"ha";"-0.061615901302954";"0.178747280356096";"0.810384977393149";"332"
"221";"jusque";"-0.685313807596261";"0.42704749187163";"0.810059132960773";"334"
"222";"van";"-0.424230495936613";"-0.492064947559131";"0.809617666310457";"338"
"223";"51";"0.23399483245828";"0.229065036045196";"0.809617666310457";"339"
"224";"24";"0.0787500975654972";"-0.147360337947778";"0.809512555203239";"341"
"225";"tienne";"-0.100487176047004";"-0.280808058059887";"0.809498540388943";"342"
"226";"tien";"-0.968070063283929";"0.0198511541830013";"0.809176199660141";"343"
"227";"ben";"-0.353868202514769";"-0.0562489239557351";"0.809144666327975";"344"
"228";"2025";"-0.254135924645009";"-0.0149450708473157";"0.808839844117043";"345"
"229";"davantage";"0.502868356552536";"-0.122009443056939";"0.808233703398752";"347"
"230";"auparavant";"-1.02410484961211";"0.425881170494676";"0.807634570087609";"350"
"231";"bye";"0.778768646905033";"0.463162623003429";"0.806664044197628";"353"
"232";"extra";"0.812737360786676";"0.254468955914392";"0.806429296058174";"354"
"233";"o";"-0.352567524538762";"0.383713484757124";"0.806163014586555";"355"
"234";"mien";"-0.113991879206499";"0.47921725720185";"0.805518333128951";"358"
"235";"1993";"0.63411433384728";"0.470273086995329";"0.805451762761046";"359"
"236";"voilà";"0.351114052552034";"0.0453353574641958";"0.804971755371417";"360"
"237";"trente";"0.784091041077917";"0.297315882099053";"0.804278022063777";"362"
"238";"alentour";"0.922493926877546";"0.375381530010911";"0.803973199852845";"363"
"239";"2019";"-0.351795974138494";"0.514746721831135";"0.803966192445697";"366"
"240";"1983";"0.524269345308698";"-0.0226716103027337";"0.803510710981085";"367"
"241";"98";"0.537848427709281";"0.145299291737857";"0.803507207277511";"368"
"242";"120";"0.69223338321746";"0.251467793377549";"0.803300488766649";"369"
"243";"ho";"0.201555876620929";"0.561556034888876";"0.802505148055365";"370"
"244";"1971";"0.524592324573987";"0.162872009802695";"0.802505148055365";"371"
"245";"68";"0.66355043421236";"0.108250563735012";"0.802442081391034";"372"
"246";"37";"0.69172694650918";"0.311479665357513";"0.802431570280312";"373"
"247";"2026";"0.746275730180473";"0.383384527491884";"0.802035651776457";"374"
"248";"1961";"0.784281065316699";"0.556719914548982";"0.802035651776457";"375"
"249";"snif";"0.656481740703804";"0.30554983031083";"0.802021636962162";"376"
"250";"au_dessus";"0.714600790073984";"0.08674453669305";"0.802021636962162";"377"
"251";"62";"0.714600790073984";"0.08674453669305";"0.802021636962162";"378"
"252";"peuchère";"0.669865976360936";"0.416191050062048";"0.801341918468818";"379"
"253";"77";"0.669865976360936";"0.416191050062048";"0.801341918468818";"380"
"254";"1988";"0.66317385853237";"0.360870440186439";"0.80031182961808";"381"
"255";"1995";"0.570303363802047";"0.23738322662177";"0.8";"382"
