"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"-*hournonolivier";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;17,38;-0,198;-0,268
"-*rexbouby";-0,072;34,358;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*veroniquefmini";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*deleplanquesylvie";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*adele_aunaturel";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*annepouille";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*philomenerousseaux";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*adonai_shadow";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*affer34bzi";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*hiramgadlu";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*neufabienne";0;0;0;0;0;0;0;0;0;0;0
"-*dlph_n";-0,108;51,539;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;-0,173;-0,593;-0,805
"-*s_squeamish";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*ikarus_lb";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*caroline_crochet_";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*lucazeau7doudou";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*chat50051";0;0;0;0;0;0;0;0;0;0;0
"-*lnagwe";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*marianne_lacroix";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*marie_bayle_chabot";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*jouaudinperez";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*xrysa_suz";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*yannis_freeman";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*zbw_pl";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*tsarabe_creations";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*thesicilychapter";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*christianevanel";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*calimero__14";0;0;0;0;0;0;0;0;0;0;0
"-*haluansky";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*cabfrancoise";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*isabelle_racine_562";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*okami_catisfaction";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*colasssp";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*elevage_des_hauts_de_menaurupt";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*elovegangirl";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*lakisicmemisevic";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*blue_biker38";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*samanthavalentinetem";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*lily_a5120";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*ludeau_clt37";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*cluzeaumarie";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*ginyevra";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*sabrina_pacaud_3";-0,072;-0,116;-0,029;-0,147;3,164;-0,113;-0,058;-0,518;-0,115;1,63;-0,537
"-*cn_yessi";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*myriamlabaune";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*louis_le_phasme";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;1,63;-0,537
"-*mogala68800";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*paudauvinarturi";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*bibianomonique";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*sylvieswysen";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;34,412;-0,259;-0,058;-0,198;-0,268
"-*sandrine_bachelier42";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*lisette82969";-0,072;7,619;-0,029;-0,147;3,164;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*lioneltheone";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*jordanalfonsi";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*hickjoelle";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*abderrahmanebounebache";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*solignaclecomte";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*charoufachrif";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*soufflecourt85";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*lesptitshinaut";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*bleu_indigo_12";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*atrpmrph";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*mirkamuriel";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*patuche_estelle";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*judith_kiddo";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*patriciabrillard";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*shigurekyokisa";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*vigmardielh";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*edith_delhaye";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*vipera66";-0,072;7,619;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;1,63;-0,537
"-*carol_caro_thai";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*contagiousmoonlight";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*sebastiendacol";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*isabellemaucourant";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*cha_r_lot_te2";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*quentin__lnr";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*amitie_61";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*mdryjheghjjyddh66";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*laungde";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*heloisecombazpro";-0,072;7,619;32,992;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*nadinepicquart";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*krichk73";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*manon_rgdp";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*annemarievicens";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*elisabeth_richard63";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*tontonlulu53";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*normandloly";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*petit_calitus";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*eliovegancoach";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;0,299;-0,173;-0,593;3,724
"-*nicolasraes";-0,072;34,358;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*kenzabina6";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*chantalbernier95600";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*chantalou2912";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*lea_pv73";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;-0,173;0,617;3,724
"-*helena_meirinhos";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*sebastien_211201";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*boulerybege";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*alfishing_in_the_wild";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*j_jamale";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*myzouzou";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*_scherzo_fr";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"-*michelle_ledoux_7";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*mescali_urbex";-0,072;34,358;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*eden_fifi_9231";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*serena_de_barros";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*audjily2";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*beababei";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*vincent_s68";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*atelier_janie";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*labigfou";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*jajouille_du_soleil";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*annecadorprive";-0,108;4,471;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;4,537;-0,593;0,266
"-*melodiefoodie";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*anitagougeon";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*bettylognonne";-0,108;51,539;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;-0,173;-0,593;-0,805
"-*nouakiko";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*davidjuniorwaterlot";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*wedietolive";0;0;0;0;0;0;0;0;0;0;0
"-*_yoko_chan__";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*moedelacaverne";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*julien_prt51100";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*fafa_iris";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*koinonia2";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*leclercqfrance";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*fredcamo";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*heidecoissieux";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*danstonf";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*martine_montagne1909";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*itsmelanejb";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*jocelynebaivier";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*gaille_lm";-0,108;21,592;-0,044;-0,221;-0,366;-0,169;-0,087;0,299;-0,173;-0,593;-0,805
"-*magalilepilliez";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*seb_fox_3192";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*sorciere_de_ville";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*manuella_gerault9";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*__75myms__";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*imera888";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*carlar292";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*henrioudveronique";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*fantasy_mummy_85";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*sabinedienis";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*derottshild";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*delfioneg";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*callista_lb";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*laure_woloszyn_";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*msantos250973";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*philippecalibet";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*gar_field734";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*audrey_formations";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*serrena99999";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*huartcaroline";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*christianemartin745";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*biaggini50";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*desj_melinda";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*virginie0001";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*cathoup48";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*maggilouisette";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*meikothunderfox";-0,144;2,926;-0,059;-0,295;-0,488;-0,226;-0,116;0,048;-0,23;-0,79;1,994
"-*libre_marionette5g";-0,216;1,439;-0,088;-0,442;0,209;-0,339;-0,174;-1,555;-0,345;-1,186;7,448
"-*amandine_deroullers86";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*thierry_fgf";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*agavedange";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*halleuxnathalie";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*o_n_o_r_a_o";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*catherine_brun_16";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;1,63;-0,537
"-*lydieduchet";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*cecilyartlia";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*heusymonvillage";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*sylvie_hd";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*achourave";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*courtial76";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*amandine__enidnama";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*ladymilena123";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*martinegiroby";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*aux_portes_unite";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*elisabethfranot";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*bidondomaryse";0;0;0;0;0;0;0;0;0;0;0
"-*bepourrat";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*auguste_fabrice";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*michelleymain";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*jo_nathan8229";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*commentLikes_821";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*cruellana54";-0,144;-0,233;-0,059;-0,295;0,826;-0,226;-0,116;0,048;-0,23;-0,79;1,994
"-*n0ahh__01";-0,072;34,358;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*paquerettepink";-0,216;1,439;-0,088;0,903;3,129;-0,339;-0,174;-1,555;1,47;-1,186;-0,073
"-*klmdlc";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*cosima_mattei_ge";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*path_of_light_and_love";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;7,721;-0,115;-0,395;-0,537
"-*aliciamazzier";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*fragelrok";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*plourde19_71";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*dancathvdv";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*burlettanne";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*zendjirdjian";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*chantalangeletti";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*sophie_moreau_94849";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*das_annso";-0,108;21,592;-0,044;-0,221;-0,366;-0,169;-0,087;0,299;-0,173;-0,593;-0,805
"-*laurentptitmel";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*gillinlaure";0;0;0;0;0;0;0;0;0;0;0
"-*charlesftn";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*tjmarct";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*spshangai";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*inkedwicca";0;0;0;0;0;0;0;0;0;0;0
"-*carolinelaurent156";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*nes_teablu";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*gwn_vrl";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"*commentLikes_374";-0,108;51,539;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;-0,173;-0,593;-0,805
"-*lababeth";-0,216;43,188;-0,088;-0,442;-0,731;-0,339;-0,174;-1,555;-0,345;0;-0,073
"-*stew_grav";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"*commentLikes_262";-0,108;21,592;-0,044;3,291;-0,366;-0,169;-0,087;-0,777;-0,173;-0,593;-0,805
"-*littlecookiie";-0,072;34,358;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*cailleauyannick";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*francoise5400";-0,108;21,592;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;-0,173;0,617;-0,805
"-*stephane76_ldr";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*belune13";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*vincentim24";4,064;2,022;-0,074;-0,368;-0,609;-0,282;-0,145;-0,001;2,06;0,045;-1,342
"-*nathaliechampsat";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*anmakl2005";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;17,38;-0,198;-0,268
"-*fany_li_";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
