"";"";"";"";"unique";""
"337";"remarquer";"-0.172977956956383";"-0.50208954187107";"0.831540752881671";"503"
"338";"cheveu";"-0.154302947932487";"0.0404162422102083";"0.831469369981676";"504"
"339";"respecter";"-0.0941600186310916";"-0.775578593397399";"0.831406145127395";"505"
"340";"emji_visage_triste_mais_soulagé";"-0.118043906232203";"-0.794727450096265";"0.831272994166997";"506"
"341";"méthode";"-0.15221652581739";"-0.80317856729625";"0.831108376458847";"507"
"342";"vraiment";"0.105789667345462";"-0.135516170964192";"0.830922780918861";"508"
"343";"envoyer";"-0.208279760766533";"-0.440529611066379";"0.830298107704215";"510"
"344";"nostalgie";"2.02779658292152";"1.40406058316787";"0.830179816041367";"511"
"345";"humilité";"1.94199368446245";"1.30563014411582";"0.830109015858923";"512"
"346";"québécois";"-0.272446339054787";"0.0464646333998959";"0.829906812868734";"513"
"347";"orthographe";"-0.312721365676036";"-0.912119224402676";"0.829884960960573";"514"
"348";"social";"-0.108695973648999";"-0.734990975622509";"0.829833099098536";"515"
"349";"baisser";"-0.444540709919578";"-0.675997268129738";"0.829821444747517";"516"
"350";"arriver";"-0.253515836097591";"-0.375754461146448";"0.829621281268756";"517"
"351";"correctement";"-0.398772234821278";"-0.6611709862755";"0.829434228934893";"518"
"352";"combat";"-0.195319433473801";"-0.798610747547888";"0.829434228934893";"519"
"353";"parent";"-0.322541070970498";"-0.333026223224956";"0.829410046156527";"520"
"354";"rendre";"-0.163283400072753";"-0.702188551691516";"0.829363428752449";"521"
"355";"prof";"-0.294546616115441";"-0.61783863925504";"0.829197062891646";"522"
"356";"téléphone";"-0.0184606436122965";"-0.364072858680746";"0.829141704724303";"523"
"357";"possible";"-0.272975622818132";"-0.466116674392404";"0.829012632786762";"525"
"358";"peine";"-0.169340903774779";"-0.630480408309092";"0.829004183382273";"526"
"359";"totalement";"-0.302110536503184";"-0.887384480101396";"0.828759442010863";"527"
"360";"fête";"1.51889580405903";"1.2100586298323";"0.828530434013329";"528"
"361";"formidable";"1.9051138136012";"1.48770976607851";"0.828511495692923";"529"
"362";"joyeux";"1.98691489094435";"1.42679088934608";"0.828485273403129";"530"
"363";"manquer";"0.114170450912563";"0.0536708276551486";"0.828471579540681";"531"
"364";"emji_coeur_étincelant";"2.5889728041446";"1.92834650491635";"0.828460799265988";"532"
"365";"fumeur";"-0.3027867802225";"-0.689264983476065";"0.828398448488033";"533"
"366";"enseignement";"0.067817217233576";"-0.63012847048215";"0.82837280891579";"534"
"367";"drôle";"-0.27150392773855";"-0.0940182928372399";"0.828340468091711";"535"
"368";"emji_coeur_blanc";"2.37142670643897";"1.74546694207119";"0.828196828215396";"536"
"369";"plaindre";"-0.250355796652048";"-0.802243317810571";"0.828145840429685";"537"
"370";"valoir";"-0.101873248904229";"-0.0153769147003377";"0.828129815697034";"538"
"371";"allemand";"-0.498658866558085";"-0.00753302432254012";"0.827804367944813";"539"
"372";"maman";"0.488450912786137";"0.159143552666163";"0.827715212159514";"540"
"373";"place";"-0.409193765038726";"-0.174947599133595";"0.827388307613417";"541"
"374";"sport";"4.34844915790333e-05";"-0.192942760806136";"0.827359171735868";"542"
"375";"intéresser";"-0.298204056723279";"-0.92695871042435";"0.827234761538735";"543"
"376";"écran";"0.106687215558545";"-0.435009712994295";"0.827128415585682";"544"
"377";"mère";"0.0441292188665601";"-0.0398168939768171";"0.827123171127723";"545"
"378";"emji_partition";"2.50684193996171";"1.84353764691625";"0.827104232807316";"546"
"379";"emji_tête_de_fou";"-0.283371714524165";"0.161604406446517";"0.827087916715889";"547"
"380";"gagner";"-0.217636911863671";"-0.527695739595463";"0.827058198120789";"548"
"381";"qualité";"-0.165243438285669";"-0.678342951055697";"0.826865901328967";"550"
"382";"pire";"-0.308239344006364";"-0.469716656600389";"0.826858034642029";"551"
"383";"emji_visage_très_souriant_aux_yeux_rieurs";"-0.0558365112673314";"0.425033921439398";"0.826491213943689";"552"
"384";"benett";"-0.21638202205129";"0.0402978812561109";"0.826402932234717";"553"
"385";"essayer";"-0.380060292765552";"-0.599307018515677";"0.826210052725344";"554"
"386";"féministe";"-0.252669432856648";"-0.752908500587776";"0.825753202165379";"555"
"387";"bernard";"2.5806606999234";"1.92061516658571";"0.825737468791502";"556"
"388";"jurer";"-0.282256242279871";"0.0522246064162618";"0.825689977311098";"557"
"389";"impressionnant";"2.16695222034885";"1.54557577100026";"0.825590332609881";"558"
"390";"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";"-0.033351758444059";"0.0372030804222231";"0.825586836304575";"559"
"391";"vieux";"-0.0313752500797895";"-0.0390555469612271";"0.825567606625393";"560"
"392";"euro";"-0.333264580378557";"-0.221208575948411";"0.825567606625393";"561"
"393";"traverser";"-0.166571312223123";"-0.287415878990064";"0.825425132184179";"562"
"394";"cuisine";"-0.23257618279389";"-0.428374903804402";"0.825106385683795";"563"
"395";"turc";"-0.573231312177523";"-0.728466003917927";"0.82496595075401";"564"
"396";"cher";"-0.143278231254633";"-0.437087015112665";"0.82494526428095";"565"
"397";"emji_mains_qui_forment_un_coeur";"1.91532295296084";"1.83311967762443";"0.824869510999324";"566"
"398";"internet";"-0.245637926857837";"-0.597561229043235";"0.824625935063016";"567"
"399";"cancer";"-0.647779947075259";"-0.417982413004099";"0.824615154788323";"568"
"400";"récré";"2.06085557792328";"1.51268712594154";"0.824528912590778";"569"
"401";"nègre";"-0.42994119734871";"-0.278242465323975";"0.824507352041392";"570"
"402";"bruit";"-0.251105552699733";"-0.606055972990051";"0.824481421110374";"571"
"403";"début";"-0.219068556065167";"-0.0882888419450102";"0.82396251113123";"573"
"404";"consommation";"-0.271233254745972";"-0.797954535145722";"0.82358665831085";"574"
"405";"route";"-0.273020796538691";"-0.642879173707897";"0.823504495136163";"575"
"406";"train";"-0.206833183822921";"-0.282421845460014";"0.8231985684219";"577"
"407";"visionnaire";"2.15771069348674";"1.53241333691814";"0.823134760850068";"578"
"408";"pépite";"2.00208799937697";"1.49576721167771";"0.822793579723972";"579"
"409";"belge";"-0.270818229720924";"-0.14543028094967";"0.822752498136628";"580"
"410";"iphone";"-0.236983383187072";"-0.661489454600618";"0.822716952366019";"581"
"411";"importer";"-0.264797652717686";"-0.728766267850629";"0.822471919635833";"582"
"412";"pourri";"-0.198452646879996";"-0.631101870657115";"0.822383346568085";"584"
"413";"semaine";"0.0825106318569521";"-0.303663294025545";"0.822296813011765";"586"
"414";"risque";"-0.431065843149565";"-0.778794513694444";"0.822290111759929";"587"
"415";"choix";"-0.378855602584721";"-0.501589238159981";"0.8222726302334";"588"
"416";"huitante";"-0.316656002357064";"0.0170380478858991";"0.822230383210954";"589"
"417";"mythique";"2.05912742470795";"1.43971066992568";"0.822065182785252";"590"
"418";"claudia";"2.23300037082296";"1.62687347312007";"0.821731576987318";"591"
"419";"offrir";"0.32810105231551";"-0.166236040346828";"0.821656406423243";"592"
"420";"français";"-0.649753255768113";"0.362094135925426";"0.82152937399713";"593"
"421";"avion";"-0.329550239776296";"-0.624641065932399";"0.821451581204075";"594"
"422";"carrie";"2.56254457533873";"1.90376481381379";"0.821201886733481";"595"
"423";"émotion";"1.87197381744589";"1.22422257541156";"0.821145945848588";"596"
"424";"claudette";"2.67486454776369";"2.00823700099968";"0.820814088203307";"597"
"425";"emji_crâne";"-0.54131766805918";"0.112745900557059";"0.820677440937603";"598"
"426";"espace";"-0.499352701859485";"-0.69776085502918";"0.820548369000062";"599"
"427";"stade";"-0.45113866692083";"-0.451580184570469";"0.820548369000062";"600"
"428";"misère";"-0.595496719812381";"-0.543853532347561";"0.820356946284566";"602"
"429";"crétin";"-0.419811883395711";"-0.0516239849800931";"0.820313533827019";"603"
"430";"nuit";"-0.21431813594429";"-0.680710896250097";"0.819796954718079";"604"
"431";"negre";"-0.451106996474977";"-0.27437634904254";"0.81889607338427";"605"
"432";"parisien";"-0.311399908592085";"-0.0589364187932415";"0.818713682790814";"606"
"433";"benetton";"-0.41981188339571";"-0.0516239849800932";"0.818681341966735";"607"
"434";"habiter";"-0.516416122408835";"0.424853266594895";"0.817987616722299";"609"
"435";"région";"-0.621055536684725";"0.284848202287332";"0.817636820756611";"610"
"436";"blague";"-0.456466398488194";"-0.25930544599742";"0.817548539047638";"611"
"437";"pull";"0.0137321887414049";"0.207013942514125";"0.817507166101519";"612"
"438";"fameux";"-0.466547477820636";"0.572808971402419";"0.817313703874595";"613"
"439";"moche";"-0.255733303326166";"-0.0882282723341624";"0.817156078777056";"614"
"440";"pote";"-0.139405908010209";"-0.0417045403314099";"0.817088774899918";"615"
"441";"musique";"0.0477231026303885";"0.00331205326275417";"0.81657918840159";"617"
"442";"burlington";"-0.41981188339571";"-0.0516239849800934";"0.81623305417631";"620"
"443";"ahaha";"-0.29710519216398";"0.322403260154202";"0.816128165017135";"621"
"444";"putain";"0.00390433356036115";"0.0625332972723631";"0.814945248388654";"623"
"445";"hahaha";"0.266059800863153";"0.340798234856857";"0.814908828541718";"624"
"446";"sushis";"-0.41981188339571";"-0.051623984980093";"0.814601445033578";"625"
"447";"choco";"-0.446250377403519";"-0.172205123802422";"0.814514037400931";"626"
"448";"blond";"-0.150709585034024";"0.127494361626843";"0.814514037400931";"627"
"449";"emji_visage_grimaçant";"-0.38625865834935";"-0.0403400346904767";"0.814218599602587";"629"
"450";"frontière";"-0.659496383679985";"0.102182270938564";"0.814211315633199";"630"
"451";"radio";"-0.249342615652874";"-0.135292059958305";"0.814157414259734";"631"
"452";"lausanne";"0.0590272746408492";"0.204798437106759";"0.814135270992797";"632"
"453";"sonner";"-0.196866897382075";"0.0129945089234537";"0.813978519971585";"633"
"454";"chaussure";"-0.0876483113371148";"0.116195021786549";"0.813801373836088";"634"
"455";"brun";"-0.41981188339571";"-0.0516239849800931";"0.813785640462212";"635"
"456";"chaud";"0.129867130176991";"0.389804173545261";"0.813782726874457";"636"
"457";"tecktonik";"-0.125681201612939";"-0.0247533147972308";"0.81344737292387";"638"
