"";"banalfreq";"X.rts_a";"X.rts_i"
"découvrir";43;1,6937;-1,6937
"via";21;0,3547;-0,3547
"chute";17;-1,6285;1,6285
"val";15;1,1968;-1,1968
"arrêter";20;0,4378;-0,4378
"carrière";23;0,5664;-0,5664
"te";11;0,8163;-0,8163
"histoire";40;1,2517;-1,2517
"image";22;0,4548;-0,4548
"ce";484;0,6239;-0,6239
"penser";15;0,5079;-0,5079
"garçon";13;1,7899;-1,7899
"cheveu";10;1,6447;-1,6447
"réaction";17;-0,2871;0,2871
"mai";13;0,2703;-0,2703
"légende";14;0,3808;-0,3808
"jurer";21;-1,7762;1,7762
"énergie";11;0,4748;-0,4748
"léman";18;-0,363;0,363
"course";28;0,7095;-0,7095
"vieux";18;1,3681;-1,3681
"ville";61;-1,518;1,518
"genève";139;-1,4202;1,4202
"fribourg";28;-0,2668;0,2668
"vaud";23;-0,853;0,853
"neuchâtel";24;-1,3258;1,3258
"valoir";33;0,8497;-0,8497
"toute";44;1,2533;-1,2533
"assurer";15;-1,2854;1,2854
"ski";44;1,5349;-1,5349
"gare";18;-0,363;0,363
"train";35;-0,7717;0,7717
"cff";22;-1,9461;1,9461
"introduire";10;-0,9425;0,9425
"interdiction";12;-0,25;0,25
"leurs";76;-0,7138;0,7138
"finir";13;1,2348;-1,2348
"cigarette";12;0,3588;-0,3588
"vraiment";19;1,1505;-1,1505
"partager";36;0,9821;-0,9821
"nombreux";52;1,034;-1,034
"fan";23;0,5664;-0,5664
"travers";19;-0,269;0,269
"journal";15;1,1968;-1,1968
"livre";15;0,2938;-0,2938
"même";59;0,4849;-0,4849
"rencontrer";14;0,9966;-0,9966
"attendre";37;-0,959;0,959
"depuis";125;-1,0139;1,0139
"transport";18;-0,363;0,363
"adapter";14;-0,7169;0,7169
"tant";14;0,3808;-0,3808
"16";29;-1,6251;1,6251
"affronter";10;0,6279;-0,6279
"chez";51;-0,3854;0,3854
"elle";151;0,5445;-0,5445
"match";24;0,471;-0,471
"nati";13;0,4918;-0,4918
"arrivée";16;-0,6441;0,6441
"équipe";44;-0,5239;0,5239
"garder";17;-0,4853;0,4853
"envers";10;-0,2701;0,2701
"onu";10;-1,5554;1,5554
"voter";16;-0,9913;0,9913
"paix";21;-0,9301;0,9301
"force";25;-1,0916;1,0916
"récent";10;-0,9425;0,9425
"guerre";30;-1,0479;1,0479
"terme";14;-0,7169;0,7169
"signe";10;0,6279;-0,6279
"mouvement";16;-0,3925;0,3925
"très";55;1,3921;-1,3921
"eau";34;0,9771;-0,9771
"leur";170;0,4318;-0,4318
"rendre";43;-1,3058;1,3058
"veille";10;0,6279;-0,6279
"bain";16;0,4011;-0,4011
"st";13;-0,3341;0,3341
"marier";14;0,9966;-0,9966
"mariage";10;1,6447;-1,6447
"union";13;-0,9632;0,9632
"dénoncer";15;-0,8506;0,8506
"obligatoire";15;0,5079;-0,5079
"société";22;0,286;-0,286
"feu";29;-0,323;0,323
"liberté";22;0,6788;-0,6788
"bientôt";12;-0,4736;0,4736
"interdire";18;-0,8903;0,8903
"individu";11;-1,1169;1,1169
"sortir";36;0,2753;-0,2753
"sans";105;1,5182;-1,5182
"parent";22;0,4548;-0,4548
"soirée";19;1,5753;-1,5753
"suivre";50;1,5243;-1,5243
"inviter";20;0,9667;-0,9667
"plonger";13;0,2703;-0,2703
"programme";21;0,5525;-0,5525
"événement";29;0,4225;-0,4225
"quotidien";24;0,6889;-0,6889
"personnalité";10;-0,5328;0,5328
"témoignage";18;1,8556;-1,8556
"actuel";14;-1,1214;1,1214
"théâtre";10;-0,5328;0,5328
"19";19;-1,988;1,988
"inscrire";14;-0,7169;0,7169
"seul";24;0,471;-0,471
"montrer";28;-1,4855;1,4855
"ouvrier";11;0,2444;-0,2444
"exprimer";18;-0,363;0,363
"fort";32;-0,9787;0,9787
"époux";12;-0,25;0,25
"samedi";82;1,7858;-1,7858
"jour";101;-1,4021;1,4021
"encore";62;1,7871;-1,7871
"réaliser";19;-0,6942;0,6942
"moment";23;0,5664;-0,5664
"emji_feu";13;-1,4828;1,4828
"couple";11;1,9239;-1,9239
"donner";30;1,266;-1,266
"dossier";16;-0,3925;0,3925
"ordre";12;-0,25;0,25
"occuper";15;1,1968;-1,1968
"commun";22;-0,3166;0,3166
"apprendre";16;0,6498;-0,6498
"poser";11;0,4748;-0,4748
"médecin";15;0,2938;-0,2938
"terre";19;1,5753;-1,5753
"compter";12;-0,25;0,25
"spécial";22;0,6788;-0,6788
"solution";17;0,5233;-0,5233
"présent";24;1,2978;-1,2978
"pendant";26;-0,2815;0,2815
"parmi";27;-1,009;1,009
"froid";25;0,8216;-0,8216
"règle";15;-0,3084;0,3084
"manquer";25;0,58;-0,58
"logement";10;-0,5328;0,5328
"développer";10;-0,2701;0,2701
"appeler";26;0,9638;-0,9638
"sensible";10;1,0547;-1,0547
"maison";25;1,1194;-1,1194
"entier";13;0,8083;-0,8083
"compte";30;0,5162;-0,5162
"soir";36;-1,4341;1,4341
"civil";21;-0,9301;0,9301
"25";24;-1,7636;1,7636
"nom";15;-0,5321;0,5321
"exister";14;1,4609;-1,4609
"2000";21;1,5348;-1,5348
"lausanne";82;-0,6441;0,6441
"école";41;1,3932;-1,3932
"retourner";10;0,6279;-0,6279
"élève";16;0,2255;-0,2255
"femme";98;-0,4074;0,4074
"traditionnel";16;-0,3925;0,3925
"sous";63;-0,6594;0,6594
"ouvrir";36;-0,8632;0,8632
"sport";24;1,2978;-1,2978
"alcool";11;0,8163;-0,8163
"domaine";11;-1,7684;1,7684
"famille";43;-0,3331;0,3331
"vin";27;0,828;-0,828
"devant";28;1,2739;-1,2739
"caméra";13;1,7899;-1,7899
"fils";11;0,8163;-0,8163
"là";15;1,1968;-1,1968
"âge";45;1,6846;-1,6846
"main";11;1,9239;-1,9239
"objectif";15;-1,2854;1,2854
"record";32;-1,6418;1,6418
"personnel";12;-0,8116;0,8116
"corps";18;1,8556;-1,8556
"forme";13;-0,5908;0,5908
"part";16;-0,6441;0,6441
"animal";44;-0,8974;0,8974
"voir";55;-0,26;0,26
"chaque";46;-1,3414;1,3414
"émotion";15;1,1968;-1,1968
"parole";11;0,4748;-0,4748
"manière";16;0,4011;-0,4011
"eux";14;0,9966;-0,9966
"30";49;0,3095;-0,3095
"changer";20;0,9667;-0,9667
"scène";13;-0,5908;0,5908
"travailler";16;0,6498;-0,6498
"tour";37;0,341;-0,341
"adolescent";22;0,6788;-0,6788
"acteur";20;-0,8091;0,8091
"décéder";16;-0,9913;0,9913
"film";28;-0,2668;0,2668
"philippe";14;0,3808;-0,3808
"22";22;-0,3166;0,3166
"début";45;-0,3186;0,3186
"effet";25;-1,9242;1,9242
"déjà";59;0,3703;-0,3703
"citoyen";17;-0,7638;0,7638
"représentant";11;-0,3662;0,3662
"défendre";11;-0,6678;0,6678
"menacer";16;-1,4546;1,4546
"entendre";11;0,4748;-0,4748
"avenir";13;-0,9632;0,9632
"cet";77;1,9082;-1,9082
"4";37;-1,9326;1,9326
"500";11;-1,7684;1,7684
"avion";14;0,9966;-0,9966
"pilote";16;0,2255;-0,2255
"18";24;-1,7636;1,7636
"armée";37;0,341;-0,341
"porte";18;-0,5861;0,5861
"répondre";21;0,3547;-0,3547
"document";15;0,8051;-0,8051
"achat";11;-1,1169;1,1169
"présenter";45;-0,3186;0,3186
"100";27;-0,3418;0,3418
"gagner";11;0,8163;-0,8163
"elles";39;-0,3658;0,3658
"travailleur";12;-0,8116;0,8116
"fille";22;1,3154;-1,3154
"13";23;-1,6067;1,6067
"17";17;-1,6285;1,6285
"journaliste";27;0,828;-0,828
"choisir";25;0,58;-0,58
"matin";41;0,258;-0,258
"préparer";14;0,3808;-0,3808
"avant";72;0,6248;-0,6248
"star";11;0,2444;-0,2444
"puis";13;0,8083;-0,8083
"dizaine";11;-1,1169;1,1169
"art";33;0,3113;-0,3113
"légendaire";12;1,0193;-1,0193
"bas";15;-0,3084;0,3084
"faux";16;-0,9913;0,9913
"éviter";22;-0,3166;0,3166
"certains";35;0,8576;-0,8576
"tête";28;0,9658;-0,9658
"durant";34;-0,3454;0,3454
"60";28;1,2739;-1,2739
"revenir";38;-0,8144;0,8144
"lieu";31;-1,5072;1,5072
"or";14;0,6412;-0,6412
"bord";12;-0,25;0,25
"travail";57;-0,9303;0,9303
"vitesse";11;0,2444;-0,2444
"garantir";11;0,2444;-0,2444
"malade";10;0,6279;-0,6279
"presque";13;0,2703;-0,2703
"porter";22;-0,4983;0,4983
"couper";44;-0,8974;0,8974
"mythique";11;1,9239;-1,9239
"génération";17;0,8051;-0,8051
"policier";16;-1,4546;1,4546
"vaudois";56;0,3031;-0,3031
"lac";18;1,8556;-1,8556
"accueillir";27;-1,3498;1,3498
"haut";33;0,3113;-0,3113
"couleur";13;0,4918;-0,4918
"pierre";10;0,6279;-0,6279
"vert";22;-0,4983;0,4983
"geste";12;-0,4736;0,4736
"coeur";24;0,963;-0,963
"saint";34;-0,3454;0,3454
"journée";46;1,5303;-1,5303
"lever";15;1,1968;-1,1968
"passage";17;0,5233;-0,5233
"8";30;-1,0479;1,0479
"habitant";27;-1,3498;1,3498
"participer";25;-1,0916;1,0916
"concours";17;0,8051;-0,8051
"tenter";14;0,3808;-0,3808
"témoigner";19;1,1505;-1,1505
"changement";21;-0,9301;0,9301
"village";29;0,6062;-0,6062
"70";22;0,9638;-0,9638
"frère";10;-0,5328;0,5328
"carte";19;-0,269;0,269
"terminer";10;-0,5328;0,5328
"revoir";11;0,4748;-0,4748
"final";15;-1,2854;1,2854
"féminin";15;0,8051;-0,8051
"café";13;0,8083;-0,8083
"pain";13;0,8083;-0,8083
"difficile";21;0,3547;-0,3547
"cas";32;-0,728;0,728
"chaud";11;-0,3662;0,3662
"new";16;-0,6441;0,6441
"york";13;-0,5908;0,5908
"fois";46;-0,4996;0,4996
"marque";18;-1,8064;1,8064
"homme";77;0,8714;-0,8714
"tell";10;1,6447;-1,6447
"sentiment";10;-0,2701;0,2701
"fermer";22;-1,9461;1,9461
"montreux";12;1,5354;-1,5354
"installer";21;0,3547;-0,3547
"amateur";14;-0,2336;0,2336
"football";20;0,2669;-0,2669
"juin";19;0,3357;-0,3357
"aucun";12;-0,4736;0,4736
"ici";21;-0,4146;0,4146
"départ";15;-0,5321;0,5321
"10";39;-1,4644;1,4644
"servir";16;1,9397;-1,9397
"beaucoup";19;1,1505;-1,1505
"car";11;0,4748;-0,4748
"surtout";19;0,8073;-0,8073
"28";10;-1,5554;1,5554
"chaîne";13;-0,9632;0,9632
"milieu";19;0,5381;-0,5381
"scolaire";13;0,4918;-0,4918
"bois";14;0,6412;-0,6412
"besoin";14;-1,6727;1,6727
"pied";13;0,8083;-0,8083
"non";44;-1,1368;1,1368
"26";12;-1,9844;1,9844
"route";18;0,9724;-0,9724
"jouer";22;0,4548;-0,4548
"physique";15;0,5079;-0,5079
"important";26;-0,8958;0,8958
"sportif";13;0,4918;-0,4918
"édition";25;-1,0916;1,0916
"dérouler";11;-1,1169;1,1169
"toutes";25;0,8216;-0,8216
"celles";12;1,0193;-1,0193
"période";17;-1,1382;1,1382
"réussir";14;0,9966;-0,9966
"soin";15;-0,8506;0,8506
"étudiant";14;-0,7169;0,7169
"sol";10;0,6279;-0,6279
"aider";14;-0,4285;0,4285
"jardin";11;0,8163;-0,8163
"tabac";12;0,3588;-0,3588
"expliquer";28;-1,9152;1,9152
"cacher";11;-0,3662;0,3662
"considérer";11;-1,7684;1,7684
"grave";15;-1,2854;1,2854
"21";10;-0,9425;0,9425
"vd";12;-1,9844;1,9844
"genevois";32;1,2603;-1,2603
"immense";10;0,6279;-0,6279
"naître";20;-0,3381;0,3381
"europe";22;-1,4539;1,4539
"noir";13;-0,3341;0,3341
"vidéo";20;-1,6101;1,6101
"romands";21;0,811;-0,811
"roi";14;0,9966;-0,9966
"siècle";17;0,5233;-0,5233
"inspirer";16;-0,3925;0,3925
"artiste";32;-1,6418;1,6418
"9";18;-0,8903;0,8903
"nuit";41;-1,381;1,381
"neige";33;0,6313;-0,6313
"tôt";12;-1,9844;1,9844
"nature";18;1,3681;-1,3681
"poursuivre";12;-0,8116;0,8116
"7";24;-1,3258;1,3258
"chien";15;1,6962;-1,6962
"mère";10;1,0547;-1,0547
"total";10;-0,5328;0,5328
"abri";14;0,9966;-0,9966
"renoncer";11;-1,1169;1,1169
"mauvais";10;0,6279;-0,6279
"menace";10;-0,5328;0,5328
"objet";15;-0,5321;0,5321
"12";26;-1,2185;1,2185
"club";13;1,2348;-1,2348
"emblématique";16;-0,9913;0,9913
"genevoise";16;0,2255;-0,2255
"comprendre";19;-0,269;0,269
"week_end";19;-1,4481;1,4481
"entraîner";16;-0,6441;0,6441
"arbre";10;0,3344;-0,3344
"choix";10;0,6279;-0,6279
"tempête";14;-1,1214;1,1214
"vent";12;-0,25;0,25
"violent";11;-1,1169;1,1169
"spectaculaire";10;-0,5328;0,5328
"pluie";11;-0,6678;0,6678
"pousser";14;-0,2336;0,2336
"problème";12;-0,25;0,25
"magasin";14;-0,2336;0,2336
"venir";32;1,982;-1,982
"marché";18;-1,2907;1,2907
"boîte";12;0,6336;-0,6336
"possible";14;-0,4285;0,4285
"32";10;-1,5554;1,5554
"exemple";12;-0,25;0,25
"comportement";10;-0,5328;0,5328
"français";49;-0,7003;0,7003
"organiser";21;-0,9301;0,9301
"24";30;1,266;-1,266
"unique";21;-1,3054;1,3054
"coup";17;0,3154;-0,3154
"delémont";10;-1,5554;1,5554
"espérer";12;-0,25;0,25
"14";22;-1,4539;1,4539
"droit";43;-0,812;0,812
"vote";17;-1,1382;1,1382
"chef";10;-0,2701;0,2701
"point";15;-0,3084;0,3084
"produire";19;-1,0232;1,0232
"domicile";13;-0,5908;0,5908
"ménage";12;0,6336;-0,6336
"90";18;0,9724;-0,9724
"aérien";15;-1,2854;1,2854
"au_dessus";11;-0,3662;0,3662
"véhicule";10;-0,5328;0,5328
"incroyable";11;0,4748;-0,4748
"chanteur";12;0,6336;-0,6336
"phénomène";24;-1,3258;1,3258
"air";16;0,9818;-0,9818
"particulier";11;0,8163;-0,8163
"chacun";11;1,2897;-1,2897
"adulte";12;-1,2973;1,2973
"réunir";22;-0,4983;0,4983
"défi";13;-0,3341;0,3341
"preuve";10;0,6279;-0,6279
"déclarer";16;-0,9913;0,9913
"plateforme";12;-1,9844;1,9844
"site";20;-1,6101;1,6101
"information";13;-0,9632;0,9632
"culture";14;-0,7169;0,7169
"évolution";17;-0,7638;0,7638
"laisser";30;1,266;-1,266
"étape";16;0,2255;-0,2255
"celui";14;0,9966;-0,9966
"tester";10;-1,5554;1,5554
"lorsqu";10;-0,5328;0,5328
"reconnaître";11;-0,6678;0,6678
"futur";14;-0,7169;0,7169
"fonds";17;-0,7638;0,7638
"lutte";12;-0,8116;0,8116
"neuchâtelois";10;0,3344;-0,3344
"soldat";12;0,6336;-0,6336
"sortie";14;-0,2336;0,2336
"militaire";15;-0,3084;0,3084
"juillet";12;0,3588;-0,3588
"hiver";28;-0,2668;0,2668
"banque";10;0,3344;-0,3344
"jouet";10;1,6447;-1,6447
"allemand";13;-0,5908;0,5908
"accès";13;-1,4828;1,4828
"nouvel";19;-1,0232;1,0232
"conseiller";22;-1,9461;1,9461
"message";12;0,3588;-0,3588
"mars";13;-0,3341;0,3341
"rouge";23;-0,387;0,387
"mal";16;-0,3925;0,3925
"aide";24;-1,3258;1,3258
"midi";15;-0,8506;0,8506
"remonter";14;-0,2336;0,2336
"électronique";11;-1,7684;1,7684
"moyen";13;0,2703;-0,2703
"internet";10;0,6279;-0,6279
"micro";10;0,6279;-0,6279
"pari";27;-0,7318;0,7318
"annonce";26;-0,8958;0,8958
"place";55;-0,6123;0,6123
"ciel";10;0,3344;-0,3344
"rare";11;-0,6678;0,6678
"rappeler";11;1,2897;-1,2897
"agent";11;0,2444;-0,2444
"figure";20;-0,8091;0,8091
"appel";16;-0,9913;0,9913
"débuter";10;-1,5554;1,5554
"réalisateur";11;1,9239;-1,9239
"aventure";13;0,8083;-0,8083
"cave";10;-0,9425;0,9425
"transporter";10;-0,5328;0,5328
"importance";10;-1,5554;1,5554
"pourtant";15;1,1968;-1,1968
"reprendre";17;-0,7638;0,7638
"dévoiler";16;-1,4546;1,4546
"obtenir";12;-1,9844;1,9844
"étranger";14;-1,6727;1,6727
"célébrer";12;-0,4736;0,4736
"double";14;-0,7169;0,7169
"info";10;0,6279;-0,6279
"nu";10;0,6279;-0,6279
"interroger";18;-0,363;0,363
"professeur";12;0,3588;-0,3588
"série";13;-0,3341;0,3341
"complexe";11;-1,1169;1,1169
"origine";11;-1,1169;1,1169
"tourner";12;-0,25;0,25
"automne";20;1,7907;-1,7907
"autour";22;0,286;-0,286
"victoire";19;-1,4481;1,4481
"technique";10;1,0547;-1,0547
"actualité";13;0,2703;-0,2703
"swiss";12;-0,4736;0,4736
"contrôle";12;-0,8116;0,8116
"olympique";11;1,2897;-1,2897
"lumière";11;-0,3662;0,3662
"championnat";13;0,8083;-0,8083
"autre";15;-1,8664;1,8664
"campagne";27;-1,3498;1,3498
"explorer";11;-1,7684;1,7684
"concevoir";12;-1,9844;1,9844
"découverte";18;-0,8903;0,8903
"extrême";10;-0,9425;0,9425
"adopter";15;-0,8506;0,8506
"côté";15;0,2938;-0,2938
"dédier";12;-0,4736;0,4736
"comité";12;-1,9844;1,9844
"billet";23;-1,6067;1,6067
"minute";23;-0,5887;0,5887
"prestigieux";10;-1,5554;1,5554
"susciter";23;-1,6067;1,6067
"débat";16;-0,9913;0,9913
"patient";12;-0,8116;0,8116
"direct";10;-0,9425;0,9425
"seulement";28;-1,4855;1,4855
"rejoindre";13;-0,3341;0,3341
"joueur";20;-0,5384;0,5384
"derrière";16;-0,6441;0,6441
"sud";11;-1,7684;1,7684
"communauté";13;-0,5908;0,5908
"expérience";21;-0,2533;0,2533
"salaire";10;-0,5328;0,5328
"argent";15;0,2938;-0,2938
"tendance";14;-1,1214;1,1214
"conflit";12;-1,9844;1,9844
"privé";13;-0,9632;0,9632
"ouverture";10;-1,5554;1,5554
"avril";15;-0,5321;0,5321
"scientifique";12;-1,2973;1,2973
"application";12;-1,2973;1,2973
"centaine";13;-0,9632;0,9632
"grève";11;-0,3662;0,3662
"provoquer";15;-1,8664;1,8664
"naissance";13;-1,4828;1,4828
"exercice";12;0,3588;-0,3588
"rapide";11;-1,7684;1,7684
"environnement";12;-1,9844;1,9844
"danger";19;-1,4481;1,4481
"2019";12;-1,2973;1,2973
"propriétaire";10;-1,5554;1,5554
"représenter";15;-1,2854;1,2854
"romain";11;-1,7684;1,7684
"plaindre";10;-1,5554;1,5554
"musée";14;-1,6727;1,6727
"accompagner";13;0,2703;-0,2703
"sauvage";11;-0,3662;0,3662
"apporter";11;-1,1169;1,1169
"gros";10;-0,9425;0,9425
"pratique";12;-0,25;0,25
"température";13;-1,4828;1,4828
"réserver";11;-0,3662;0,3662
"manifester";13;-1,4828;1,4828
"tournée";11;0,2444;-0,2444
"climat";12;-1,2973;1,2973
"langue";11;0,4748;-0,4748
"italien";12;-1,2973;1,2973
"album";11;-0,6678;0,6678
"pièce";12;-0,25;0,25
"guy";12;-0,4736;0,4736
"promettre";10;-1,5554;1,5554
"vol";18;-1,2907;1,2907
"parcours";10;-0,5328;0,5328
"rôle";20;-1,6101;1,6101
"bilan";12;-1,9844;1,9844
"augmentation";12;-1,9844;1,9844
"assurance";10;-0,9425;0,9425
"maladie";18;-1,8064;1,8064
"skieur";10;-0,9425;0,9425
"professionnel";19;-1,0232;1,0232
"hors";11;-0,3662;0,3662
"décrire";12;-0,8116;0,8116
"tomber";11;0,4748;-0,4748
"performance";10;-1,5554;1,5554
"fribourgeois";11;-0,6678;0,6678
"épisode";10;1,6447;-1,6447
"battre";19;-1,4481;1,4481
"japonais";12;0,3588;-0,3588
"remplacer";11;-1,1169;1,1169
"certaines";12;-1,2973;1,2973
"près";15;-1,2854;1,2854
"siège";11;-1,7684;1,7684
"29";11;-1,7684;1,7684
"système";18;-1,8064;1,8064
"fonction";10;-1,5554;1,5554
"décider";18;-1,8064;1,8064
"jusqu";11;-1,1169;1,1169
"député";10;-1,5554;1,5554
"employé";10;-0,5328;0,5328
"charger";16;-0,9913;0,9913
"celle";10;-0,2701;0,2701
"m";12;-0,25;0,25
"sentir";16;-0,6441;0,6441
"qualifié";10;-1,5554;1,5554
"2022";18;-0,8903;0,8903
"entrée";10;-0,9425;0,9425
"dépasser";10;-1,5554;1,5554
"protection";16;-1,4546;1,4546
"amende";10;-1,5554;1,5554
"coût";11;-1,7684;1,7684
"confédération";10;-1,5554;1,5554
"perturber";10;-0,9425;0,9425
"aucune";10;-0,9425;0,9425
"essentiel";14;-1,6727;1,6727
"régime";13;-1,4828;1,4828
"troisième";11;-1,1169;1,1169
"tenir";15;-1,8664;1,8664
"test";10;-1,5554;1,5554
"traitement";12;-1,9844;1,9844
"afin";10;-1,5554;1,5554
"activité";12;-1,2973;1,2973
"imposer";11;-1,7684;1,7684
"bienne";10;-1,5554;1,5554
"établir";11;-1,7684;1,7684
"artificiel";10;-1,5554;1,5554
