"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"beau";-2,409;8,868;-0,424;0,077;-4,455;-4,51;26,963;-0,792
"rencontre";-0,006;-2,877;-1,403;-5,412;12,172;5,452;-0,579;0,016
"amour";0;-2,784;-4,904;-0,492;-0,882;-2,32;-0,505;47,663
"prendre";0,657;-1,136;-5,234;0,512;15,403;1,293;-1,95;-3,808
"jour";-0,969;0,019;-1,618;5,358;-0,217;-0,233;1,317;-0,061
"souvenir";36,098;0,306;-0,927;-2,608;-0,032;-1,924;-3,314;-1,365
"question";-2,236;-0,981;83,914;-5,236;-4,31;-2,32;-1,729;0,042
"occasion";0,285;2,297;-0,032;-0,082;1,679;0;-0,141;-4,505
"lausanne";0,005;-0,482;-1,76;26,787;-0,283;-3,347;-0,994;-0,108
"partir";4,04;-1,229;2,947;0,001;-0,295;-1,927;0,253;-2,487
"télévision";51,35;-2,227;-3,924;-0,763;-1,504;-1,54;0,087;-2,405
"suivre";4,258;-0,616;-0,71;6,331;-0,432;-1,666;-0,19;-1,09
"noël";-0,452;-1,679;5,753;-0,191;17,233;-2,632;-0,525;-3,397
"trouver";-2,81;-2,227;41,346;-4,189;0,443;-1,54;0,931;-2,405
"raconter";37,754;-0,357;-3,439;-0,002;-3,023;-0,171;-2,583;-0,594
"nombreux";1,439;0,005;5,522;0,151;-3,306;-1,415;-2,826;0,064
"jeu";-1,701;-0,191;-2,958;-3,159;1,611;11,542;0,652;0,014
"fin";-0,969;0,845;3,444;-0,016;-3,164;0,029;-0,062;0,121
"âge";-0,167;-2,043;6,157;-1,822;17,058;-3,203;-0,896;-0,71
"vacance";-0,852;61,931;-2,166;-2,312;-1,903;-0,309;-0,149;-0,004
"journée";-4,763;-0,482;-3,762;-4,016;11,069;-1,415;51,958;-2,236
"ski";-4,151;178,619;-3,278;-3,5;-1,023;-1,051;-2,463;-1,738
"public";1,181;-2,227;0,178;4,242;1,679;-3,491;0,087;-4,505
"jean";61,494;-1,589;-2,799;-2,989;-2,46;-0,709;-0,44;-1,259
"découvrir";22,916;-0,243;-1,202;-0,268;-0,908;-0,934;-0,001;-1,576
"vivre";2,468;-1,861;-1,338;-3,5;-1,023;19,706;-0,705;-0,005
"vaudois";0,028;-2,043;-1,618;22,638;-3,164;-0,233;3,406;-4,134
"mode";-0,452;0,178;-0,121;-3,159;-0,029;-0,035;-2,222;16,28
"connaître";0,135;-0,298;0,023;1,745;-1,023;-2,917;1,819;-0,005
"école";-0,571;4,086;12,888;-3,329;-2,741;-0,071;-0,614;0
"voiture";-0,089;-1,319;-2,323;8,638;-2,042;6,693;-0,213;-0,81
"voir";-3,746;-1,679;0,115;-0,191;3,959;-0,035;2,475;0,014
"soleil";-2,942;7,34;-2,323;-2,481;-2,042;-2,067;-1,745;41,358
"pays";7,524;-0,012;-0,455;0,001;-0,295;-1,927;-0,149;-0,004
"devenir";2,076;-1,952;-1,477;-3,672;-3,023;24,286;0,283;-0,594
"rue";-0,697;-1,861;-0,253;1,745;-0,106;-2,917;-2,463;18,32
"passion";24,429;-0,012;-0,455;-2,312;-0,295;-1,927;-0,149;-0,67
"musique";-2,742;3,55;-2,166;-0,551;37,818;-1,927;-0,149;-2,487
"histoire";19,429;-1,409;-2,482;1,659;-2,181;-0,498;-1,864;-0,071
"festival";3,728;-0,609;-1,073;0,001;0,043;0,038;-0,806;-0,002
"proposer";0,703;-1,499;3,995;0,197;-0,582;-0,601;-0,359;-0,131
"lancer";-2,247;3,25;-3,439;-0,002;0,075;5,095;3,837;-3,949
"évoquer";2,265;-1,499;-0,031;1,326;-2,32;2,238;-1,983;-0,131
"venir";-0,571;-0,243;-0,182;22,205;-2,741;-2,775;-2,342;1,671
"réponse";-3,142;-0,064;78,788;-0,808;-2,181;-2,208;-1,864;-2,849
"place";-0,409;0,02;0,243;4,665;0,44;-0,084;-1,273;-1,946
"danse";-2,742;-0,012;0,015;-2,312;48,807;-1,927;-0,149;-2,487
"voyage";2,727;-0,697;-1,228;-0,014;-1,079;5,047;-0,922;-0,035
"travail";0,295;3,55;2,947;-2,312;-1,903;-1,927;0,253;-0,004
"secret";-0,343;-1,589;-2,799;42,628;-0,687;-2,491;-2,103;0,048
"prêt";-1,35;-0,101;-2,64;3,457;5,199;-0,601;-0,359;0,107
"plutôt";-0,343;-0,143;-0,069;-1,083;-2,46;8,063;0,015;0,791
"partager";0,708;-1,051;-0,251;3,81;-1,627;0,263;0,547;-2,126
"parler";3,344;-1,319;0;-2,481;-2,042;-2,067;30,886;-2,668
"métier";12,167;0,02;1,933;-1,81;-1,49;-0,084;-1,273;-1,946
"mettre";0,505;-1,589;-0,938;2,931;4,538;-0,709;0,015;-3,214
"ville";0,083;-1,409;-0,687;0,313;2,747;0,729;-1,864;-0,071
"présenter";10,915;-1,589;-2,799;1,048;-0,687;-2,491;2,876;-1,259
"meilleur";0,003;-1,051;4,32;0,075;2,05;-0,148;-1,391;-2,126
"genevois";-3,544;-1,589;0,195;-2,989;-0,008;1,869;16,444;-0,204
"eau";-0,343;5,144;-2,799;2,931;-2,46;8,063;-0,44;-3,214
"début";4,04;-0,012;-2,166;-0,551;-1,903;-1,927;0,253;4,906
"cinéma";4,04;-1,229;-2,166;9,915;0,086;-1,927;-0,149;-2,487
"valoir";-0,245;0,348;-0,031;0,197;0;-2,349;6,945;-1,106
"retour";-1,35;-1,499;-2,64;0,197;20,813;-0,601;0,044;-0,131
"plaisir";-1,35;-1,499;0,302;-2,819;0;-0,601;-0,359;19,935
"mot";-0,036;-1,229;-0,455;0,663;-0,295;-0,309;10,059;-0,67
"matin";-1,163;-0,521;0,064;6,541;0,139;-0,817;0,271;-1,055
"laisser";-2,543;-1,14;-0,349;11,412;-0,213;-1,787;-1,509;5,826
"français";2,665;-1,051;-1,851;-1,977;2,05;-1,647;13,089;-2,126
"fois";9,208;-1,409;-2,482;4,068;-0,481;-2,208;-0,283;-0,071
"famille";0,029;5,78;-0,81;-0,07;-0,582;-2,349;-0,359;2,913
"donner";0,029;-1,499;-0,031;-2,819;0;-2,349;-0,359;19,935
"complet";61,494;-1,589;-2,799;-0,124;-0,687;-2,491;-2,103;-3,214
"chose";-1,013;-1,319;-0,568;-2,481;-2,042;25,02;4,487;-0,81
"champion";-0,343;-0,143;-2,799;-0,124;-0,687;52,667;-2,103;-3,214
"blanc";-1,179;-0,064;0,441;-0,808;-0,481;-2,208;-0,283;15,956
"avis";-3,544;-0,143;46,025;-1,083;-2,46;-2,491;-0,44;0,048
"équipe";-0,079;-0,697;4,173;-0,014;1,359;-1,093;0,045;-1,41
"tour";0,083;-0,064;4,654;7,54;-0,481;-2,208;-1,864;-2,849
"rire";-0,548;-1,051;0,129;-0,321;35,33;-1,647;-1,391;-2,126
"neige";-2,543;51,969;1,129;-2,144;-1,765;-1,787;-1,509;0,003
"armée";0,003;1,27;4,32;-1,977;-1,627;0,263;-1,391;0,032
"tête";-0,409;-0,962;-0,164;-0,22;-1,49;-0,084;-1,273;20,995
"radio";0,808;-0,609;0,007;-1,146;-0,943;-0,955;16,898;-1,232
"propre";0,234;1,601;-0,611;0,408;-0,537;-0,543;0,952;-0,701
"nouveau";-0,548;1,27;4,32;-1,977;-1,627;-1,647;13,089;-2,126
"ambiance";-1,949;0,059;-1,539;36,793;-0,031;-1,369;-1,156;-1,767
"vin";-0,409;0,02;-1,695;1,647;-1,49;-1,508;15,046;-0,293
"village";6,852;-0,697;-1,228;-1,311;-1,079;-1,093;-0,922;7,895
"sport";0,47;3,219;-0,003;-1,311;5,145;-1,093;-0,922;-1,41
"rester";-0,548;4,854;0,129;0,075;-0,139;-0,148;-0,048;-0,41
"reportage";17,719;-0,012;-2,166;-0,551;-1,903;-1,927;1,94;-0,67
"présent";0,708;-1,051;-0,251;-1,977;10,475;-0,148;-1,391;0,032
"piste";-1,013;72,175;-0,568;-0,005;-0,385;-2,067;-1,745;-2,668
"oublier";-1,555;9,665;-1,228;-0,014;5,145;-1,093;-0,922;-0,035
"maison";-0,17;-0,785;-0,034;-1,477;-1,216;-0,006;5,28;2,459
"lausannois";-2,543;1,003;-2,008;43,648;-0,213;-1,787;-1,509;-2,306
"journaliste";0,708;-1,051;-1,851;0,075;-0,139;-1,647;-0,048;6,929
"haut";1,44;-0,873;2,501;-0,132;-1,353;-0,035;-1,156;0,212
"fêter";-0,409;-0,962;-1,695;9,218;12,175;-1,508;-1,273;-1,946
"droit";-1,751;-0,785;3,227;-0,061;-1,216;-1,231;11,584;-0,101
"dernier";-0,548;-1,051;-1,851;0,075;-0,139;5,333;7,067;-2,126
"course";-0,409;-0,962;-1,695;4,665;-0,078;-1,508;-1,273;8,262
"couper";12,843;-0,697;-1,228;-0,014;0,004;-1,093;0,045;-1,41
"conseil";-1,751;-0,785;-0,034;-1,477;-1,216;-0,006;20,333;0,391
"compte";45,823;-1,14;-2,008;-2,144;0,165;-1,787;-1,509;-2,306
"commencer";0,056;-0,434;0,204;0,153;-0,672;0,314;0,521;-0,878
"art";-0,852;-0,012;-0,455;0,663;3,868;0,077;-0,149;-0,67
"appeler";27,547;-0,001;-2,008;-2,144;-1,765;-1,787;0,38;-0,536
"animal";20,701;-0,697;-0,003;-1,311;-1,079;-1,093;0,045;-1,41
"événement";18,608;-0,962;-1,695;-0,22;-0,078;-0,084;-0,016;-1,946
"sortir";-0,005;-0,001;-2,008;0,022;-0,213;1,572;6,058;-2,306
"sembler";-2,742;3,55;0,015;0,001;-0,295;-0,309;-0,149;2,121
"santé";-0,282;2,016;0,411;-1,643;0,659;-1,369;-0,001;0,212
"saison";0,003;18,97;-1,851;-0,321;2,05;-1,647;-1,391;-0,41
"saint";1,023;-0,962;-0,164;9,218;-0,078;-1,508;-1,273;-0,293
"plateau";-0,005;-1,14;0,056;6,611;1,624;-0,224;-1,509;-2,306
"jeunesse";-0,548;0,003;4,32;1,238;0,28;-1,647;-1,391;-0,41
"froid";-0,696;9,429;-2,008;-2,144;31,497;-1,787;-1,509;-2,306
"fille";1,023;0,02;0,243;-0,22;-1,49;-1,508;-0,016;1,361
"face";-2,146;0,02;16,668;0,166;-1,49;0,419;-1,273;-1,946
"comédien";20,144;-1,14;-0,349;0,022;-0,213;-0,224;-1,509;-2,306
"coeur";-0,409;-0,962;-1,695;-1,81;-0,078;-1,508;-1,273;39,562
"automne";45,823;-0,001;-2,008;-2,144;-1,765;-1,787;-1,509;-0,536
"témoignage";3,728;0,389;-1,073;-1,146;-0,943;-0,955;0,126;1,051
"tsr";-0,282;-0,873;-0,09;-0,132;-1,353;-0,035;27,277;-1,767
"terre";-0,409;0,02;0,243;0,166;-1,49;11,97;-1,273;-1,946
"soirée";0,249;0,125;-0,034;0,518;0,955;-1,231;-1,039;-0,101
"simple";3,375;-0,962;-1,695;-0,22;-0,078;2,511;0,765;-1,946
"rêve";-0,005;1,003;0,056;-2,144;-1,765;4,483;2,368;-2,306
"revenir";23,001;-1,051;-0,251;1,238;-1,627;-1,647;-1,391;-2,126
"rendre";-2,344;1,27;-1,851;0,075;-0,139;16,858;-0,048;-2,126
"quotidien";2,727;-0,697;-0,003;-1,311;0,004;0,003;0,045;-0,035
"mois";-1,359;-0,609;-1,073;-1,146;-0,943;1,87;28,76;-1,232
"manquer";-0,548;18,97;-0,251;-0,321;-1,627;-1,647;-1,391;3,291
"lac";0,112;6,746;-0,09;-1,643;-0,031;0,632;-0,001;-1,767
"corps";-0,005;-1,14;-0,349;-2,144;-1,765;-0,224;-1,509;30,91
"choisir";2,093;1,003;-0,349;-2,144;-0,213;-1,787;-1,509;5,826
"chat";-0,079;-0,697;-1,228;-1,311;-1,079;0,003;24,007;-0,035
"chanson";-0,17;0,125;-1,383;0,518;-1,216;-1,231;20,333;-1,588
"canton";0,035;-0,962;-1,695;1,647;-0,078;-1,508;0,765;1,361
"adepte";-2,146;-0,962;-1,695;0,166;0,44;-0,084;-0,016;8,262
"vraiment";-0,548;-1,051;-0,251;-0,321;5,448;-0,148;7,067;-2,126
"vieux";1,44;-0,873;0,411;-1,643;-0,031;-1,369;-1,156;5,065
"témoigner";1,023;-0,962;-0,164;0,166;-1,49;-1,508;-1,273;8,262
"train";-1,949;-0,873;-0,09;2,171;-1,353;7,621;1,049;-1,767
"spécial";12,167;0,02;-1,695;-0,22;-0,078;-1,508;0,765;-1,946
"seul";-0,409;-0,962;-0,164;-0,22;-1,49;11,97;3,519;-1,946
"servir";-1,163;-0,521;-0,919;0,037;-0,807;0,131;20,937;-1,055
"semaine";-0,968;-0,434;9,632;-0,816;-0,672;-0,68;0,521;0,105
"romands";0,003;0,003;8,633;0,075;-1,627;-1,647;0,547;-2,126
"recette";4,265;0,059;-1,539;2,171;-1,353;-0,035;-1,156;-0,189
"projection";31,213;-1,051;-0,251;-1,977;-0,139;-1,647;-0,048;-2,126
"permettre";-2,146;-0,962;-0,164;9,218;-0,078;0,419;-0,016;-0,293
"ouvrir";0,112;-0,873;-1,539;-0,132;22,665;-0,035;-1,156;-1,767
"nature";2,727;-0,697;-1,228;-1,311;-1,079;0,003;0,045;3,278
"mort";0,112;-0,873;-0,09;-0,132;-1,353;22,335;-1,156;-1,767
"montagne";0,035;1,602;-0,164;-1,81;-0,078;-0,084;0,765;0,098
"moment";-1,359;0,389;-1,073;0,001;-0,943;23,855;-0,806;-1,232
"lundi";-0,579;2,657;-0,458;-0,488;1,346;-0,407;1,746;-0,525
"long";1,44;-0,873;-0,09;-0,132;0,659;0,632;-0,001;-1,767
"liberté";-1,359;-0,609;-1,073;1,256;-0,943;13,778;-0,806;-0,002
"inviter";8,78;-0,609;0,007;-1,146;-0,943;-0,955;0,126;-0,002
"hiver";-1,751;28,248;-0,034;-0,061;-0,004;-1,231;-1,039;-0,101
"fribourg";0,112;-0,873;0,411;2,171;3,236;-1,369;-1,156;-1,767
"florilège";-1,751;0,125;22,744;-1,477;-1,216;-0,006;-1,039;-0,101
"film";8,587;-0,873;-1,539;-1,643;3,236;-0,035;-0,001;-1,767
"feu";-0,409;1,602;-1,695;0,166;-0,078;6,361;-1,273;-0,293
"fan";1,44;-0,873;-1,539;10,959;-1,353;-0,035;-0,001;-1,767
"esprit";0,47;-0,697;-0,003;0,821;-1,079;0,003;-0,922;0,658
"drôle";5,394;-0,785;0,649;-1,477;-1,216;0,923;-1,039;-0,101
"cuisine";0,035;-0,962;-0,164;0,166;-1,49;-1,508;-1,273;13,899
"changer";3,375;-0,962;-0,164;4,665;-1,49;-0,084;-1,273;-0,293
"chance";-1,163;-0,521;-0,919;-0,981;-0,807;0,131;35,133;-1,055
"carrière";18,608;0,02;-1,695;-1,81;-1,49;-0,084;-0,016;-0,293
"bonheur";-2,146;0,02;-1,695;-1,81;-0,078;0,419;-1,273;20,995
"attendre";-1,949;-0,873;6,36;-0,132;-1,353;0,632;-1,156;1,838
"adolescent";5,872;-1,051;0,129;-1,977;-1,627;-0,148;2,887;-0,41
"époque";17,184;-0,785;-1,383;-1,477;0,955;-1,231;-1,039;-0,101
"vélomoteur";0,112;-0,873;-1,539;17,883;-1,353;-1,369;-0,001;-0,189
"style";1,991;8,034;-1,383;-1,477;-1,216;-1,231;-1,039;2,459
"route";-2,146;0,02;-1,695;1,647;6,489;-0,084;-0,016;-0,293
"regard";5,394;2,542;-0,034;-1,477;-1,216;-0,006;-1,039;-0,101
"rassembler";-1,949;-0,873;-1,539;10,959;-0,031;-1,369;-1,156;5,065
"programme";0,47;-0,697;-1,228;3,731;1,359;-1,093;0,045;-1,41
"profiter";-0,17;-0,785;-1,383;-0,061;-1,216;0,923;11,584;-0,101
"prix";2,727;0,23;-1,228;0,821;-1,079;0,003;-0,922;-0,035
"parent";-0,409;0,02;16,668;-1,81;-0,078;-1,508;-0,016;-0,293
"oeil";0,035;-0,962;-1,695;4,665;12,175;-1,508;-1,273;-1,946
"nuit";-1,359;0,389;-1,073;-1,146;24,183;-0,955;0,126;-1,232
"mondial";-0,079;-0,697;-1,228;-1,311;0,004;5,047;6,531;-1,41
"jouer";-1,555;0,23;4,173;-0,014;5,145;-1,093;-0,922;-1,41
"international";-0,409;-0,962;-1,695;-1,81;0,44;-1,508;47,379;-1,946
"image";35,578;-0,962;-1,695;-1,81;-1,49;-0,084;-1,273;-0,293
"helvétique";1,44;-0,873;-0,09;-0,132;3,236;-1,369;-1,156;0,212
"fou";0,808;-0,609;-1,073;1,256;1,916;0,038;-0,806;-1,232
"créer";0,249;0,125;-1,383;-1,477;-0,004;-0,006;11,584;-1,588
"cours";0,112;-0,873;39,495;-1,643;-1,353;-1,369;-1,156;-1,767
"chien";-1,555;-0,697;17,167;-1,311;-1,079;-1,093;-0,922;3,278
"chanter";0,808;-0,609;-1,073;0,001;0,043;1,87;0,126;-1,232
"cas";-2,146;21,487;5,234;-1,81;-0,078;-1,508;-0,016;-1,946
"émotion";0,249;-0,785;-1,383;-1,477;9,348;0,923;-1,039;-0,101
"âgé";8,587;-0,873;2,501;-1,643;-1,353;-1,369;-0,001;-0,189
"vrai";0,47;-0,697;-1,228;-1,311;0,004;1,321;6,531;-1,41
"valaisan";10,458;0,125;-1,383;-0,061;-1,216;-1,231;-1,039;0,391
"val";0,808;-0,609;-1,073;-1,146;0,043;0,038;2,581;-0,002
"soir";-0,17;-0,785;-1,383;42,572;-1,216;-1,231;-1,039;-1,588
"société";-0,17;-0,785;-1,383;-0,061;-1,216;37,66;-1,039;-1,588
"salle";-0,17;-0,785;-0,034;2,847;0,955;-1,231;1,421;-1,588
"rêver";0,112;-0,873;6,36;-1,643;7,763;-1,369;-1,156;-1,767
"répondre";-0,282;-0,873;19,388;-0,132;-1,353;-0,035;-0,001;-1,767
"retraite";0,249;-0,785;-1,383;-0,061;0,955;-0,006;0,007;0,391
"préférer";-0,282;-0,873;-1,539;-1,643;-0,031;-1,369;-1,156;33,995
"offrir";-1,949;0,059;-0,09;10,959;-0,031;-1,369;-1,156;0,212
"occuper";0,249;-0,785;-1,383;-1,477;-1,216;0,923;11,584;-0,101
"nouvelle";8,78;0,389;-1,073;0,001;-0,943;-0,955;-0,806;-0,002
"national";0,234;-0,347;-0,611;4,35;0,676;-0,543;-0,459;-0,701
"milieu";-0,282;37,567;-1,539;-1,643;-0,031;-1,369;-0,001;-0,189
"lever";-0,773;-0,347;-0,611;4,35;5,652;-0,543;-0,459;-0,701
"journal";0,001;-0,521;0,064;-0,981;-0,807;2,646;-0,69;1,633
"installer";-1,751;0,125;3,227;-1,477;-0,004;-0,006;1,421;-0,101
"génération";1,991;16,603;-1,383;-0,061;-1,216;-1,231;-1,039;-0,101
"glisser";-0,17;42,968;-1,383;-0,061;-1,216;-1,231;-1,039;-0,101
"garçon";5,394;-0,785;-0,034;-1,477;-0,004;-1,231;-1,039;2,459
"fédéral";0,056;-0,434;-0,764;0,153;0,327;-0,68;-0,574;2,516
"fondue";-1,555;-0,697;-0,003;8,744;-1,079;0,003;0,045;-0,035
"exister";1,991;-0,785;0,649;-1,477;-1,216;0,923;0,007;-0,101
"envie";0,47;0,23;0,985;-0,014;0,004;-1,093;0,045;-1,41
"difficile";-1,359;0,389;0,007;-1,146;0,043;6,45;0,126;-1,232
"concours";1,44;0,059;-1,539;-1,643;-1,353;3,161;1,049;-0,189
"compagnie";5,684;-0,26;-0,458;-0,488;-0,402;1,318;-0,344;-0,525
"claude";5,394;-0,785;-1,383;-1,477;-1,216;3,984;1,421;-1,588
"classe";-1,359;-0,609;20,926;-1,146;-0,943;-0,955;0,126;-0,002
"chaussette";1,322;-0,521;15,104;-0,981;-0,807;-0,817;-0,69;-1,055
"caméra";0,808;-0,609;0,007;-1,146;-0,943;-0,955;-0,806;9,989
"cadeau";-0,079;-0,697;-1,228;0,821;11,362;0,003;-0,922;-1,41
"bel";2,727;-0,697;-1,228;-1,311;0,004;11,181;-0,922;-1,41
"arrêter";0,112;-0,873;-1,539;-0,132;22,665;-1,369;-1,156;-0,189
"air";-0,282;2,016;-0,09;-0,132;0,659;-0,035;-1,156;0,212
"éviter";-1,359;-0,609;5,431;1,256;-0,943;-0,955;0,126;-0,002
"écolier";-0,17;8,034;7,769;-1,477;-1,216;-1,231;0,007;-1,588
"véritable";-1,163;0,63;2,143;-0,981;-0,807;0,131;-0,69;1,633
"tv";3,728;-0,609;1,46;-1,146;-0,943;-0,955;2,581;-1,232
"travailler";-0,17;2,542;0,649;-1,477;-0,004;-1,231;0,007;0,391
"table";-1,359;-0,609;-1,073;30,287;-0,943;0,038;-0,806;-1,232
"succès";-1,555;3,219;-1,228;-1,311;11,362;0,003;0,045;-1,41
"solution";-1,751;-0,785;59,933;-1,477;-1,216;-1,231;-1,039;-1,588
"siècle";0,001;-0,521;0,064;-0,981;0,139;-0,817;-0,69;5,906
"salon";-0,17;0,125;7,769;-1,477;-1,216;-0,006;1,421;-1,588
"réussir";-0,968;-0,434;0,204;2,842;-0,672;0,314;-0,574;0,105
"réalisateur";47,331;-0,785;-1,383;-1,477;-1,216;-1,231;-1,039;-1,588
"rouge";-1,751;8,034;-1,383;13,12;-1,216;-0,006;-1,039;-1,588
"roi";-0,079;0,23;-1,228;0,821;-1,079;11,181;-0,922;-1,41
"repos";-0,579;2,657;-0,458;-0,488;-0,402;-0,407;1,746;0,813
"rencontrer";5,394;-0,785;-0,034;-0,061;-0,004;-1,231;-1,039;0,391
"père";-0,17;-0,785;22,744;-1,477;-0,004;-1,231;-1,039;-0,101
"près_de";5,394;0,125;-1,383;-0,061;-0,004;-1,231;-1,039;0,391
"peur";5,126;0,63;0,064;-0,981;-0,807;0,131;-0,69;-1,055
"passant";-0,17;-0,785;0,649;-1,477;-1,216;-0,006;-1,039;11,927
"passage";-1,359;-0,609;-1,073;0,001;6,564;1,87;0,126;-1,232
"pari";0,001;-0,521;-0,919;0,037;-0,807;-0,817;20,937;-1,055
"mythique";0,056;-0,434;-0,764;0,153;-0,672;-0,68;13,551;-0,878
"montreux";-0,773;1,601;-0,611;-0,652;0,676;0,657;0,952;-0,701
"masculin";1,322;-0,521;-0,919;-0,981;17,528;-0,817;-0,69;-1,055
"marier";1,991;-0,785;3,227;-1,477;-0,004;-1,231;0,007;-0,101
"manger";-0,079;-0,697;-1,228;3,731;-1,079;0,003;1,914;-0,035
"main";0,47;-0,697;4,173;-0,014;-1,079;-1,093;-0,922;0,658
"juin";1,991;-0,785;-1,383;-0,061;4,07;-0,006;0,007;-1,588
"invention";7,157;-0,434;3,16;-0,816;-0,672;-0,68;-0,574;-0,878
"idée";-0,17;2,542;-0,034;2,847;0,955;-1,231;-1,039;-1,588
"humour";11,412;-0,521;-0,919;-0,981;-0,807;0,131;0,271;-1,055
"htag_été";-1,555;19,566;-1,228;-1,311;-1,079;-1,093;-0,922;7,895
"féminin";-0,968;-0,434;0,204;-0,816;3,856;0,314;-0,574;0,105
"fromage";0,056;-0,434;0,204;0,153;3,856;-0,68;-0,574;-0,878
"football";0,234;-0,347;-0,611;-0,652;0,676;-0,543;0,952;0,327
"finir";-1,555;-0,697;-1,228;-1,311;0,004;5,047;0,045;3,278
"expérience";0,249;-0,785;-0,034;7,048;-1,216;-1,231;-1,039;0,391
"décembre";5,126;-0,521;0,064;-0,981;-0,807;0,131;0,271;-1,055
"document";47,331;-0,785;-1,383;-1,477;-1,216;-1,231;-1,039;-1,588
"couple";0,808;-0,609;0,007;-1,146;-0,943;-0,955;-0,806;9,989
"commun";0,249;-0,785;-1,383;13,12;-1,216;-1,231;0,007;-0,101
"club";-1,359;-0,609;0,007;1,256;-0,943;13,778;-0,806;-1,232
"chemin";-1,555;-0,697;-1,228;8,744;5,145;-1,093;0,045;-1,41
"avion";15,655;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;-0,525
"appétit";-1,751;0,125;-0,034;30,883;-1,216;-1,231;-1,039;-1,588
"apprendre";-1,555;-0,697;26,974;-0,014;0,004;-1,093;-0,922;-1,41
"ami";-1,555;3,219;0,985;-1,311;-1,079;0,003;0,045;0,658
"accent";1,322;-0,521;-0,919;-0,981;-0,807;8,364;0,271;-1,055
"abri";-1,163;-0,521;0,064;-0,981;2,703;8,364;-0,69;-1,055
"épisode";0,234;-0,347;-0,611;12,476;-0,537;-0,543;-0,459;-0,701
"écouter";-0,079;-0,697;-1,228;-1,311;0,004;-1,093;36,866;-1,41
"vert";2,119;-0,434;-0,764;2,842;-0,672;-0,68;-0,574;0,105
"téléspectateur";0,001;-0,521;-0,919;6,541;-0,807;-0,817;3,506;-1,055
"téléphone";-0,773;-0,347;-0,611;0,408;15,463;-0,543;-0,459;-0,701
"tromper";0,001;-0,521;2,143;0,037;0,139;0,131;-0,69;-1,055
"travers";0,001;-0,521;-0,919;6,541;0,139;-0,817;-0,69;0,016
"tell";0,658;-0,26;1,067;0,942;-0,402;-0,407;-0,344;-0,525
"sourire";0,001;0,63;-0,919;-0,981;-0,807;8,364;-0,69;0,016
"réunir";-1,555;-0,697;-0,003;3,731;0,004;1,321;-0,922;-0,035
"record";-0,079;3,219;17,167;-1,311;-1,079;-1,093;-0,922;-1,41
"rappeler";-0,773;-0,347;-0,611;-0,652;-0,537;0,657;0,952;3,927
