"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"61";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"62";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"63";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"64";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"65";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"66";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"67";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"68";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"69";3;5;6;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"70";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"71";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"72";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"73";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"74";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"75";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"76";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"77";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"78";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"79";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"80";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"81";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"82";3;5;6;8;10;12;14;16;19;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"83";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"84";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;48
"85";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"86";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;48
"87";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"88";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"89";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"90";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"91";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"92";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"93";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"94";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"95";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"96";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"97";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;40;40;40;40;40
"98";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"99";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"100";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"101";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"102";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"103";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"104";3;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"105";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"106";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"107";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"108";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"109";3;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"110";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;48
"111";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"112";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"113";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"114";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;48
"115";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;36;36;36;36;36;36;36
"116";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"117";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"118";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"119";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;40;40;40;40;40
"120";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"121";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"122";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"123";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"124";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"125";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"126";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"127";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"128";3;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"129";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"130";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"131";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"132";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"133";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"134";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"135";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"136";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"137";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"138";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"139";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"140";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"141";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"142";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;36;36;36;36;36;36;36
"143";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"144";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"145";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"146";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"147";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"148";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"149";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"150";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"151";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"152";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"153";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"154";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"155";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;32;32;32;32;32;32;32;32;32
"156";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"157";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"158";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"159";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"160";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"161";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"162";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;40;40;40;40;40
"163";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"164";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"165";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"166";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"167";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"168";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"169";3;5;6;8;10;12;14;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"170";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"171";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"172";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"173";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"174";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"175";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"176";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"177";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"178";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"179";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"180";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"181";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"182";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"183";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"184";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"185";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"186";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"187";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"188";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"189";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"190";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"191";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"192";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"193";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"194";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"195";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"196";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"197";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"198";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"199";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"200";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"201";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"202";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"203";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"204";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"205";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"206";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"207";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"208";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"209";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"210";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"211";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"212";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"213";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"214";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"215";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"216";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"217";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"219";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"220";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;36;36;36;36;36;36;36
"221";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"222";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"223";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"224";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"225";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"226";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"227";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"228";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"229";3;5;6;8;10;12;14;16;19;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"230";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"231";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"232";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"233";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"234";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"235";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"236";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"237";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"238";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"239";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;36;36;36;36;36;36;36
"240";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"241";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"242";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"243";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"244";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"245";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;42;42;42;42
"246";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"247";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"248";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"249";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"250";3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"251";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;44;44;44
"252";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"253";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"254";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;46;46
"255";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"256";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
"257";3;5;6;8;10;12;14;16;19;21;23;24;24;28;28;28;28;28;28;28;28;28;28;28
"258";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"259";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"260";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"261";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;39;39;39;39;39;39
"262";3;5;6;8;10;12;14;16;19;21;23;25;26;26;26;26;26;37;38;38;38;38;38;38
"263";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"264";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;34;34;34;34;34;34;34;34
"265";3;5;6;8;10;12;14;16;19;21;23;25;27;27;27;33;35;35;35;41;43;45;45;45
"266";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"267";3;5;6;8;10;12;14;16;19;21;23;24;24;29;31;31;31;31;31;31;31;31;31;31
"268";3;5;6;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"269";3;5;6;8;10;12;14;16;19;21;23;24;24;29;30;30;30;30;30;30;30;30;47;49
