"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"*postLikes_3800";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;1,62;-0,285;3,48;2,054;-0,264;-0,339;-0,201;-0,306;-0,328;-0,349;12,696;1,29;-0,254;-0,243;-0,382;-0,243;-0,275;1,154
"*postComments_91";-0,104;-0,126;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;10,448;-0,131;-0,14;-0,149;7,671;-0,158;-0,108;-0,104;-0,163;8,442;-0,117;-0,167
"*postDate_29-12-2025";-0,208;-0,253;14,72;-0,308;-0,271;-0,299;3,799;-0,281;2,654;-0,172;-0,244;-0,226;-0,29;4,338;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;-0,208;-0,327;-0,208;-0,235;1,578
"*i_0980";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;18,025
"*postLikes_3000";0,105;0,016;-0,882;-0,004;-1,018;9,179;-0,713;4,538;1,654;0,266;-0,916;-0,848;0;-0,646;0,009;0,001;-0,001;-0,848;-0,009;0,08;-0,78;-1,226;-0,78;0,041;0,667
"*postComments_19";-0,278;1,51;-0,314;-0,412;-0,363;1,094;-0,254;-0,375;-0,326;2,844;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;-0,425;-0,29;-0,278;6,573;2,12;-0,314;6,32
"*postReposts_17";-0,599;-0,729;-0,676;13,173;0,107;-0,86;0,474;-0,807;0,188;-0,496;0,188;-0,65;0,069;-0,496;-0,755;0,086;0,053;-0,65;-0,914;0,305;-0,599;1,579;0,355;-0,676;1,476
"*i_0979";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_1400";-0,42;0,59;0,715;0,321;-0,547;0,357;-0,384;-0,566;-0,492;-0,348;-0,492;0,787;11,676;-0,348;-0,529;-0,566;-0,603;-0,456;3,514;-0,438;-0,42;-0,659;0,953;-0,474;0,231
"*postComments_64";-0,104;-0,126;-0,117;5,299;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;7,011;-0,113;5,714;-0,086;-0,131;-0,14;-0,149;-0,113;-0,158;-0,108;-0,104;-0,163;-0,104;-0,117;-0,167
"*i_0978";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_967";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_2";0,648;-0,597;0,459;-0,727;3,469;0,188;-0,449;-0,662;0,408;-0,407;-0,576;0,516;-0,684;1,014;0,32;-0,662;-0,706;0,516;-0,749;0,578;0,648;-0,771;0,648;0,459;-0,793
"*i_0977";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;24,82;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_4200";-0,208;-0,253;-0,235;-0,308;-0,271;-0,299;-0,19;2,138;14,082;4,338;-0,244;-0,226;-0,29;-0,172;-0,262;11,931;-0,299;-0,226;-0,318;-0,217;-0,208;-0,327;-0,208;-0,235;-0,336
"*postComments_33";-0,349;-0,424;-0,394;-0,517;-0,455;5,284;-0,319;-0,47;1,019;-0,289;1,019;-0,379;-0,486;-0,289;-0,44;-0,47;-0,501;-0,379;4,825;-0,364;-0,349;12,906;-0,349;1,104;-0,563
"*postReposts_19";1,156;-0,467;6,472;0,436;-0,501;-0,552;-0,351;-0,518;0,814;-0,318;-0,451;0,97;-0,535;-0,318;5,518;-0,518;0,478;-0,417;-0,586;-0,401;-0,384;-0,603;-0,384;6,472;-0,621
"*i_0976";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_1600";0,533;-0,641;0,365;-0,78;-0,687;2,539;-0,481;-0,71;-0,618;0,864;-0,618;-0,572;17,147;-0,436;-0,664;0,181;-0,757;4,18;-0,804;0,47;0,533;0,075;-0,527;-0,595;-0,851
"*postComments_22";-0,278;1,51;1,725;-0,412;-0,363;-0,4;-0,254;-0,375;-0,326;2,844;-0,326;1,845;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;0,964;11,226;-0,278;-0,437;-0,278;-0,314;0,85
"*i_0975";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;31,862;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_37";-0,173;-0,211;-0,196;-0,257;3,023;-0,249;4,898;-0,234;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;-0,181;-0,173;2,291;4,357;3,698;-0,28
"*postReposts_1";-0,455;0,464;4,987;-0,674;-0,594;0,263;0,967;-0,614;-0,534;-0,377;-0,534;-0,495;0,296;-0,377;-0,574;10,865;0,263;-0,495;-0,695;-0,475;-0,455;-0,715;-0,455;0,575;2,72
"*i_0974";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;35,149;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_5400";-0,138;-0,168;-0,156;-0,205;-0,18;3,69;-0,126;-0,187;-0,162;-0,115;-0,162;-0,15;-0,193;7,38;-0,174;4,017;-0,199;-0,15;-0,211;-0,144;-0,138;3,268;-0,138;-0,156;-0,223
"*postComments_204";-0,069;-0,084;-0,078;-0,102;-0,09;-0,099;-0,063;-0,093;-0,081;-0,057;-0,081;-0,075;-0,096;16,61;-0,087;-0,093;-0,099;-0,075;-0,105;-0,072;-0,069;-0,108;-0,069;11,923;-0,111
"*postReposts_145";-0,069;-0,084;-0,078;-0,102;-0,09;-0,099;-0,063;-0,093;-0,081;-0,057;-0,081;-0,075;-0,096;16,61;10,584;-0,093;-0,099;-0,075;-0,105;-0,072;-0,069;-0,108;-0,069;-0,078;-0,111
"*i_0973";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_3900";-0,42;-0,511;0,715;-0,622;0,485;-0,603;-0,384;4,312;0,65;-0,348;0,65;-0,456;0,396;1,402;0,535;-0,566;0,357;-0,456;-0,64;-0,438;0,953;-0,659;0,953;-0,474;-0,678
"*postComments_30";1,406;-0,424;1,104;5,047;-0,455;-0,501;9,865;-0,47;1,019;-0,289;-0,409;7,856;-0,486;-0,289;-0,44;-0,47;-0,501;-0,379;-0,532;-0,364;-0,349;0,496;-0,349;-0,394;-0,563
"*postReposts_29";-0,278;-0,339;1,725;-0,412;8,441;-0,4;2,447;-0,375;-0,326;-0,23;1,613;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;1,845;0,964;-0,29;-0,278;-0,437;-0,278;-0,314;0,85
"*i_0972";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_1000";13,597;-0,084;-0,078;-0,102;-0,09;-0,099;-0,063;-0,093;-0,081;-0,057;-0,081;-0,075;-0,096;-0,057;-0,087;-0,093;-0,099;-0,075;-0,105;12,994;-0,069;-0,108;-0,069;-0,078;-0,111
"*postComments_25";1,72;-0,381;-0,354;5,964;1,031;0,832;-0,286;-0,423;-0,368;-0,26;-0,368;-0,34;-0,437;-0,26;1,107;-0,423;-0,45;1,481;5,715;-0,327;-0,313;-0,492;-0,313;-0,354;-0,506
"*postReposts_9";0,18;0,052;0,091;-1,048;1,63;0,004;-0,646;0,016;0,069;11,423;-0,83;-0,768;1,39;-0,586;0,037;-0,954;0,004;0,116;-1,079;0,145;-0,707;1,006;0,18;-0,799;-1,143
"*i_0971";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;31,862;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_6000";1,72;1,19;-0,354;-0,464;-0,409;-0,45;2,006;-0,423;-0,368;-0,26;-0,368;-0,34;0,894;-0,26;1,107;-0,423;0,832;1,481;-0,478;-0,327;1,72;0,672;-0,313;-0,354;-0,506
"*postDate_28-12-2025";-0,243;11,055;2,184;-0,36;1,717;-0,349;3,022;-0,328;-0,285;-0,201;-0,285;-0,264;-0,339;-0,201;1,822;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;2,184;-0,393
"*i_0970";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_34";-0,243;-0,296;2,184;-0,36;-0,317;-0,349;-0,222;1,62;2,054;-0,201;11,562;-0,264;1,53;-0,201;-0,306;-0,328;-0,349;-0,264;1,29;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"*i_0969";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_3700";-0,384;0,746;-0,434;-0,569;-0,501;-0,552;8,661;-0,518;-0,451;1,657;-0,451;-0,417;-0,535;-0,318;-0,484;0,572;-0,552;0,97;-0,586;-0,401;-0,384;11,27;-0,384;6,472;-0,621
"*postComments_108";-0,104;6,716;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;7,671;-0,144;10,448;-0,131;-0,14;-0,149;-0,113;-0,158;-0,108;-0,104;-0,163;-0,104;-0,117;-0,167
"*postReposts_24";-0,243;11,055;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;3,48;-0,285;2,325;-0,339;-0,201;-0,306;1,62;-0,349;-0,264;8,3;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"*i_0968";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_30";-0,138;-0,168;-0,156;-0,205;-0,18;-0,199;-0,126;-0,187;-0,162;-0,115;-0,162;-0,15;-0,193;-0,115;4,389;-0,187;-0,199;5,306;-0,211;-0,144;-0,138;16,66;-0,138;-0,156;-0,223
"*i_0967";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_16100";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_389";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_95";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0966";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_7300";2,12;-0,339;-0,314;1,027;1,326;1,094;-0,254;8,079;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;1,415;1,243;-0,4;-0,302;-0,425;-0,29;-0,278;-0,437;-0,278;-0,314;-0,449
"*postComments_152";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_56";-0,069;-0,084;-0,078;-0,102;-0,09;-0,099;-0,063;-0,093;-0,081;-0,057;-0,081;-0,075;-0,096;-0,057;10,584;-0,093;-0,099;-0,075;-0,105;-0,072;-0,069;-0,108;13,597;-0,078;-0,111
"*i_0965";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_7200";-0,278;1,51;-0,314;1,027;1,326;-0,4;-0,254;-0,375;1,613;-0,23;1,613;-0,302;-0,387;-0,23;-0,351;1,243;-0,4;-0,302;-0,425;-0,29;-0,278;-0,437;2,12;-0,314;0,85
"*postComments_17";-0,349;0,942;-0,394;-0,517;0,804;0,633;-0,319;-0,47;-0,409;1,968;1,019;-0,379;-0,486;-0,289;-0,44;-0,47;-0,501;-0,379;-0,532;1,296;1,406;0,496;-0,349;-0,394;4,417
"*postReposts_13";-0,527;0,279;0,365;0,11;3,046;0,131;-0,481;-0,71;-0,618;-0,436;-0,618;-0,572;-0,734;-0,436;0,243;-0,71;-0,757;-0,572;7,289;12,533;0,533;-0,827;-0,527;-0,595;0,061
"*i_0964";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*postLikes_2100";0,355;-0,729;0,222;-0,887;-0,781;0,053;-0,547;2,21;-0,702;-0,496;-0,702;0,261;-0,834;-0,496;2,531;-0,807;-0,86;0,261;1,689;10,479;-0,599;0,021;-0,599;3,115;-0,967
"*postComments_12";-0,313;-0,381;-0,354;0,775;-0,409;6,229;-0,286;-0,423;1,279;-0,26;-0,368;-0,34;-0,437;-0,26;-0,395;-0,423;-0,45;-0,34;-0,478;1,595;1,72;-0,492;-0,313;1,376;5,257
"*i_0963";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;18,539;-0,034;-0,039;-0,056
"*postLikes_32400";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;18,539;-0,034;-0,039;-0,056
"*postComments_125";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;18,539;-0,034;-0,039;-0,056
"*postReposts_678";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;18,539;-0,034;-0,039;-0,056
"*postDate_27-12-2025";-0,278;-0,339;-0,314;1,027;-0,363;-0,4;-0,254;-0,375;-0,326;-0,23;1,613;-0,302;-0,387;-0,23;-0,351;1,243;7,422;1,845;-0,425;-0,29;-0,278;0,905;-0,278;-0,314;0,85
"*i_0962";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_67";-0,173;-0,211;-0,196;2,506;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;3,511;3,9;-0,241;-0,143;-0,218;-0,234;2,623;-0,188;-0,264;-0,181;-0,173;-0,272;4,357;-0,196;-0,28
"*i_0961";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_45";-0,384;0,746;0,889;-0,569;-0,501;-0,552;1,381;4,986;-0,451;1,657;6,131;-0,417;-0,535;-0,318;5,518;-0,518;-0,552;-0,417;-0,586;-0,401;-0,384;0,361;-0,384;-0,434;-0,621
"*i_0960";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_5900";-0,173;-0,211;-0,196;-0,257;3,023;-0,249;4,898;-0,234;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;2,881;2,623;3,9;-0,264;-0,181;-0,173;-0,272;-0,173;-0,196;-0,28
"*i_0959";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;18,025
"*postLikes_6600";-0,173;-0,211;-0,196;-0,257;-0,226;2,623;4,898;2,881;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;-0,181;-0,173;-0,272;-0,173;-0,196;12,184
"*postComments_18";-0,138;-0,168;-0,156;-0,205;-0,18;-0,199;6,562;-0,187;4,814;-0,115;-0,162;-0,15;-0,193;-0,115;-0,174;-0,187;-0,199;-0,15;3,401;-0,144;-0,138;-0,217;-0,138;-0,156;3,142
"*postReposts_64";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;18,025
"*i_0958";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_1700";-0,42;-0,511;5,665;-0,622;0,485;-0,603;-0,384;-0,566;0,65;1,402;-0,492;-0,456;4,093;8,75;-0,529;-0,566;0,357;-0,456;0,289;-0,438;-0,42;0,258;-0,42;-0,474;-0,678
"*postComments_119";-0,104;-0,126;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;10,448;-0,131;-0,14;5,501;-0,113;-0,158;-0,108;-0,104;-0,163;-0,104;7,329;-0,167
"*i_0957";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_3300";-0,42;-0,511;0,715;0,321;-0,547;0,357;-0,384;-0,566;-0,492;-0,348;-0,492;0,787;-0,584;-0,348;4,797;-0,566;-0,603;0,787;0,289;-0,438;0,953;3,344;-0,42;-0,474;0,231
"*i_0956";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_222";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_36";-0,278;1,51;-0,314;7,122;-0,363;-0,4;-0,254;1,243;-0,326;-0,23;-0,326;1,845;1,166;-0,23;-0,351;-0,375;-0,4;-0,302;-0,425;-0,29;-0,278;-0,437;-0,278;10,158;-0,449
"*i_0955";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_85";-0,104;6,716;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;-0,086;-0,131;-0,14;-0,149;7,671;-0,158;8,041;-0,104;-0,163;-0,104;-0,117;-0,167
"*postReposts_48";-0,138;-0,168;-0,156;-0,205;-0,18;-0,199;-0,126;-0,187;-0,162;7,38;4,814;-0,15;3,849;-0,115;-0,174;-0,187;-0,199;5,306;-0,211;-0,144;-0,138;-0,217;-0,138;-0,156;-0,223
"*i_0954";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_26";-0,42;-0,511;0,715;0,321;-0,547;-0,603;-0,384;12,187;-0,492;-0,348;-0,492;-0,456;0,396;-0,348;-0,529;0,438;-0,603;0,787;0,289;-0,438;-0,42;-0,659;-0,42;5,665;0,231
"*postDate_26-12-2025";-0,278;-0,339;1,725;1,027;8,441;-0,4;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;2,844;-0,351;-0,375;-0,4;-0,302;-0,425;1,977;-0,278;-0,437;-0,278;1,725;0,85
"*i_0953";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_10800";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_674";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_88";-0,069;-0,084;-0,078;-0,102;10,196;-0,099;-0,063;-0,093;-0,081;-0,057;-0,081;-0,075;-0,096;-0,057;-0,087;-0,093;-0,099;-0,075;-0,105;12,994;-0,069;-0,108;-0,069;-0,078;-0,111
"*i_0952";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;35,149;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_4800";-0,313;-0,381;-0,354;-0,464;-0,409;-0,45;-0,286;-0,423;-0,368;2,354;8,227;1,481;-0,437;2,354;-0,395;-0,423;-0,45;-0,34;-0,478;1,595;-0,313;-0,492;-0,313;22,173;-0,506
"*postReposts_16";0,355;-0,729;-0,676;0,04;0,107;-0,86;0,474;2,21;2,905;-0,496;-0,702;0,261;-0,834;0,626;0,13;0,086;-0,86;-0,65;1,689;0,305;0,355;0,021;-0,599;-0,676;-0,967
"*i_0951";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_3400";-0,384;0,746;-0,434;0,436;5,243;-0,552;-0,351;-0,518;-0,451;-0,318;-0,451;-0,417;0,523;-0,318;-0,484;-0,518;-0,552;-0,417;4,106;-0,401;1,156;-0,603;-0,384;6,472;0,328
"*i_0950";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*postLikes_5800";-0,278;-0,339;-0,314;1,027;1,326;-0,4;2,447;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;7,422;-0,302;0,964;-0,29;2,12;-0,437;-0,278;1,725;-0,449
"*postComments_36";-0,138;-0,168;-0,156;-0,205;-0,18;-0,199;-0,126;-0,187;-0,162;7,38;-0,162;5,306;-0,193;-0,115;-0,174;-0,187;-0,199;-0,15;-0,211;-0,144;-0,138;-0,217;-0,138;5,051;3,142
"*i_0949";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_3";-0,208;-0,253;14,72;-0,308;-0,271;1,928;-0,19;-0,281;2,654;-0,172;2,654;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;-0,208;1,658;-0,208;-0,235;-0,336
"*i_0948";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_4600";-0,243;-0,296;-0,275;-0,36;1,717;-0,349;3,022;-0,328;2,054;-0,201;2,054;-0,264;9,335;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;1,154
"*postComments_55";-0,104;-0,126;-0,117;5,299;-0,135;5,501;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;-0,086;-0,131;-0,14;-0,149;-0,113;-0,158;-0,108;-0,104;4,93;-0,104;-0,117;-0,167
"*postReposts_20";-0,527;0,279;-0,595;0,11;-0,687;0,131;0,679;-0,71;0,32;0,864;0,32;-0,572;-0,734;-0,436;-0,664;2,865;0,131;-0,572;-0,804;-0,549;0,533;0,075;-0,527;3,917;0,061
"*i_0947";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0946";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;18,025
"*i_0945";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
