"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"cassis";1;1;0,007;1;1;1;1;1;1;1;1;1;1;1;0,011;1;0,019;1;1;1;1;1;1;1;1
"belgique";1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;0,015;0,019;1;1;1;1;1;1;1;1
"barcelone";1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;0;1;1;1;1;1;1;1;1;1
"banc";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;0,015;1;0,006;1;1;1;1;1;1;1
"bachar";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;0,004;1;1;1;0,029
"avalanche";1;0,01;1;1;1;0,019;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"attaquer";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;0;1
"attacher";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;0,007;1
"assad";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;0,004;1;1;1;0,029
"artistique";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;1;1;0
"artisan";1;1;1;1;0;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"arracher";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,015;1;1;1;1;0,004;0,026;1;1;1
"archipel";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;0,029
"arabe";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"appartenir";1;1;1;1;1;0,019;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;1;0,007;1
"apparition";1;1;1;1;1;0,019;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"antonio";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"antisémite";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;0,005;1;1;1;0,007;1
"ancêtre";1;1;1;1;1;0,019;1;0,015;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"alléger";1;1;1;0,021;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"afficher";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,005;1;1;1;1;1
"accessoire";1;1;1;1;0,013;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;0,029
"abus";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;1;1;0,005;1;1;0,004;1;1
"3e";1;1;0,007;1;1;1;0,002;1;1;1;1;1;1;1;1;0,015;1;1;1;1;1;1;1;1;1
"2e";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"11e";1;1;1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;0,029
"*rts_i";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_1000";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_12200";1;1;0,007;1;1;0,019;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_90";1;1;0,001;1;1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_86";1;1;0;0,021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_1-1-2026";1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1
"*commentDate_";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*commentLikes_";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*lang_fr";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"-*rts_i_description";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0999";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_8600";1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;0,011;1;1;1;1;1;1;0,026;1;1;1
"*postComments_65";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1
"*postReposts_41";1;1;1;1;0,133;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;0,198;0,067;0,094;1
"*i_0998";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_11000";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_52";1;1;1;1;1;1;1;1;0,061;1;1;0,048;1;1;0;1;1;1;1;1;1;1;1;1;0,139
"*postReposts_62";0;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_31-12-2025";1;1;1;0,06;0,041;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*i_0997";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2400";1;0,496;0,448;0,63;0,047;1;1;1;1;1;1;1;0,06;1;0,519;0,564;1;0,424;1;1;1;0,672;0,375;0,448;1
"*postComments_15";1;0,035;1;0,63;0,542;0,608;0,325;0,564;0,472;0,275;1;1;1;1;1;0,053;1;1;1;1;1;0,672;1;0,448;1
"*postReposts_6";0,781;0,934;0,876;1;0,99;0,004;1;1;1;0,639;1;1;1;0,078;0,03;1;1;1;1;1;1;1;0,144;1;0,454
"*i_0996";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_2300";1;1;0,094;1;1;1;1;0,144;0,103;1;1;1;1;0,037;1;1;1;1;0,187;1;1;1;1;1;0,209
"*postComments_13";1;0,035;1;0,63;1;0,608;1;1;1;0,275;1;1;0,587;1;1;0,053;1;0,021;1;1;1;1;1;0,448;0,099
"*postReposts_4";0,273;1;0,056;1;1;0,57;0,218;1;1;0,167;1;1;1;1;1;1;1;0,331;1;1;0,97;0,031;1;1;1
"*i_0995";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3100";1;1;1;1;1;1;1;0,191;0,751;0,502;0,128;1;0,018;1;1;1;0,225;0,694;0,261;0,664;0,633;1;0,633;1;0,298
"*postComments_47";1;1;1;1;1;1;1;0,144;1;1;1;0,085;0,154;1;0,123;1;1;1;1;0,076;1;1;1;0,094;1
"*postReposts_11";0,466;0,063;0,546;0,74;0,647;0,718;1;1;0,572;1;1;1;1;0,012;1;0,091;1;1;1;1;0,466;1;1;1;0,157
"*i_0994";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_15400";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_228";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,005
"*postReposts_42";1;1;1;1;1;0;1;1;1;1;1;1;1;0,007;1;1;1;1;1;1;1;1;1;1;0,076
"*i_0993";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3200";1;1;0,189;0,311;0,25;1;0,118;1;1;1;1;1;1;0,092;0,234;1;1;1;0,326;1;0,145;1;1;1;1
"*postComments_39";1;1;1;1;1;1;1;1;1;1;0,001;1;0,002;1;0,177;0,203;1;1;1;0,116;1;1;1;1;1
"*postReposts_5";0,144;1;0,203;0,383;1;1;0,712;1;1;1;1;1;0,048;1;0,962;0,313;1;0,845;1;0,813;0,781;0,43;0,781;0,876;0,454
"*i_0992";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9800";1;1;1;0,003;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005
"*postComments_59";0,004;1;0,007;0,021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_35";1;1;1;0,021;1;1;1;0,015;1;1;1;1;1;1;1;1;1;1;0,024;1;1;1;1;1;1
"*i_0991";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5100";1;1;1;0,311;0,25;0,296;1;1;1;1;0,204;1;1;1;1;0,265;1;0,174;1;1;1;1;1;0,001;1
"*postComments_97";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;0,001;1
"*i_0990";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_7600";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;1;0,019;1;1;1;1;1;0,004;1;1
"*postComments_195";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postReposts_92";1;1;1;1;1;1;1;1;1;1;0,008;1;0,017;1;1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_30-12-2025";1;1;1;1;0,19;1;1;1;1;1;1;1;1;1;1;1;1;0,127;0,256;0,116;0,104;1;0,104;0,139;1
"*i_0989";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2600";1;0,442;0,398;1;1;1;0,283;1;0,42;1;0,021;1;1;1;0,465;1;0,049;1;0,591;1;0,329;1;0,329;1;1
"*postComments_35";0,145;1;1;1;1;1;1;0,265;1;0,092;0,204;0,174;1;1;0,234;1;1;1;1;1;1;1;0,145;0,189;1
"*postReposts_7";1;1;0,179;1;0,953;0,324;0,003;0,979;1;1;0,869;1;1;1;0,239;0,979;1;0,809;1;0,778;1;1;0,125;0,179;1
"*i_0988";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9300";1;1;1;1;0,001;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_130";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_32";1;1;1;0,571;0,486;1;1;0,038;1;1;1;0,375;0,529;1;0,465;0,038;1;0,375;0,591;1;1;0,611;1;1;1
"*i_0987";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_4700";1;1;1;0,008;0,25;1;0,118;1;1;1;1;1;0,28;1;1;1;1;1;1;0,001;1;1;0,145;1;1
"*postReposts_10";0,781;0,934;0,203;1;0,29;1;1;1;0,224;0,639;0,021;1;0,336;1;1;1;1;1;0,406;0,163;0,781;1;0,781;1;0,454
"*i_0986";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_3500";1;1;1;0,509;1;0,489;0,24;0,449;1;1;1;1;0,469;1;0,408;0,449;1;0,325;1;1;0;1;1;1;1
"*postComments_106";1;1;1;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;0,006;1;1;0,004;1;1;1;1
"*postReposts_22";1;0,496;1;0,63;0,542;1;0,325;1;0,472;0,275;1;1;1;1;0,041;1;1;1;0,651;1;0,014;0,672;1;0,448;1
"*i_0985";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4300";1;0,275;1;1;0,31;1;1;1;0,258;0;1;1;1;1;1;0,327;1;0,003;0,396;1;1;1;1;1;1
"*postReposts_14";0,466;1;0,546;0,122;0,647;1;0,41;0,091;0,572;1;1;1;1;1;1;0,091;1;1;1;0;1;0,784;1;1;1
"*i_0984";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_4500";1;1;1;0,243;1;1;1;1;1;0,062;0,152;1;1;1;0,177;1;1;1;1;1;1;0,269;0,104;0,139;1
"*postComments_112";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;1;1;1;1;1;0,004;0,007;1
"*postReposts_39";1;1;1;1;1;1;1;1;1;0,018;1;1;1;1;1;1;0;1;1;1;0,037;1;1;0,054;1
"*i_0983";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postLikes_4900";1;1;1;0,243;1;1;1;0,002;1;1;0,152;0,127;1;1;1;1;1;0,127;1;1;1;0,269;1;1;1
"*postComments_87";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postReposts_12";0,633;0,779;1;1;0,833;0,908;1;0,191;0,751;1;0,751;1;1;0,037;1;1;1;0,004;0,955;1;0,076;0,978;0,633;1;1
"*i_0982";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_2200";0,421;1;0,498;0,686;1;1;1;1;0,523;0,314;1;1;1;0;0,001;1;1;1;0,106;1;1;1;0,421;1;1
"*postComments_16";0,125;0,898;0,84;1;0,26;1;0,094;1;0,198;0,606;1;1;1;1;0,926;0,281;1;1;0,369;1;0,746;0,066;1;1;0,414
"*postReposts_25";1;1;1;0,008;1;1;1;0,265;1;1;0,204;1;0,28;1;1;1;1;1;0,326;0,16;0,145;1;1;1;1
"*i_0981";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3800";1;1;1;1;1;1;1;0,203;1;0,062;0,152;1;1;1;1;1;1;0;0,256;1;1;1;1;1;0,283
"*postComments_91";1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;0,006;1;1;1;1;0,004;1;1
"*postDate_29-12-2025";1;1;0;1;1;1;0,051;1;0,103;1;1;1;1;0,037;1;1;1;1;1;1;1;1;1;1;0,209
"*i_0980";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_3000";0,746;0,898;1;1;1;0,002;1;0,033;0,198;0,606;1;1;1;1;0,926;0,979;1;1;1;0,778;1;1;1;0,84;0,414
"*postComments_19";1;0,219;1;1;1;0,296;1;1;1;0,092;1;1;1;1;1;1;1;1;1;1;1;0,01;0,145;1;0,012
"*postReposts_17";1;1;1;0;0,744;1;0,491;1;0,665;1;0,665;1;0,793;1;1;0,769;0,817;1;1;0,581;1;0,209;0,552;1;0,224
"*i_0979";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1400";1;0,442;0,398;0,571;1;0,55;1;1;1;1;1;0,375;0,001;1;1;1;1;1;0,061;1;1;1;0,329;1;0,631
"*postComments_64";1;1;1;0,021;1;1;1;1;1;1;0,008;1;0,017;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0978";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_967";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_2";0,421;1;0,498;1;0,063;0,664;1;1;0,523;1;1;0,473;1;0,314;0,572;1;1;0,473;1;0,447;0,421;1;0,421;0,498;1
"*i_0977";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4200";1;1;1;1;1;1;1;0,144;0;0,037;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1
"*postComments_33";1;1;1;1;1;0,022;1;1;0,313;1;0,313;1;1;1;1;1;1;1;0,028;1;1;0;1;0,293;1
"*postReposts_19";0,282;1;0,011;0,509;1;1;1;1;0,367;1;1;0,325;1;1;0,019;1;0,489;1;1;1;1;1;1;0,011;1
"*i_0976";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1600";0,466;1;0,546;1;1;0,111;1;1;1;0,353;1;1;0;1;1;0,671;1;0,041;1;0,493;0,466;0,784;1;1;1
"*postComments_22";1;0,219;0,189;1;1;1;1;1;1;0,092;1;0,174;1;1;1;1;1;1;0,326;0,001;1;1;1;1;0,357
"*i_0975";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_37";1;1;1;1;0,082;1;0,027;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,13;0,037;0,054;1
"*postReposts_1";1;0,496;0,026;1;1;0,608;0,325;1;1;1;1;1;0,587;1;1;0,001;0,608;1;1;1;1;1;1;0,448;0,099
"*i_0974";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5400";1;1;1;1;1;0,055;1;1;1;1;1;1;1;0,007;1;0,045;1;1;1;1;1;0,071;1;1;1
"*postComments_204";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0,001;1
"*postReposts_145";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,001;1;1;1;1;1;1;1;1;1;1
"*i_0973";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3900";1;1;0,398;1;0,486;1;1;0,038;0,42;1;0,42;1;0,529;0,236;0,465;1;0,55;1;1;1;0,329;1;0,329;1;1
"*postComments_30";0,236;1;0,293;0,025;1;1;0,002;1;0,313;1;1;0,005;1;1;1;1;1;1;1;1;1;0,481;1;1;1
"*postReposts_29";1;1;0,189;1;0,004;1;0,118;1;1;1;0,204;1;1;1;1;1;1;0,174;0,326;1;1;1;1;1;0,357
"*i_0972";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1000";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postComments_25";0,19;1;1;0,015;0,31;0,362;1;1;1;1;1;1;1;1;0,293;1;1;0,224;0,017;1;1;1;1;1;1
"*postReposts_9";0,672;0,82;0,763;1;0,202;0,95;1;0,9;0,792;0,001;1;1;0,238;1;0,848;1;0,95;0,733;1;0,703;1;0,316;0,672;1;1
"*i_0971";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_6000";0,19;0,275;1;1;1;1;0,157;1;1;1;1;1;0,344;1;0,293;1;0,362;0,224;1;1;0,19;0,412;1;1;1
"*postDate_28-12-2025";1;0,001;0,139;1;0,19;1;0,082;1;1;1;1;1;1;1;0,177;1;1;1;1;1;1;1;1;0,139;1
"*i_0970";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_34";1;1;0,139;1;1;1;1;0,203;0,152;1;0,001;1;0,216;1;1;1;1;1;0,256;1;1;1;1;1;1
"*i_0969";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3700";1;0,388;1;1;1;1;0,003;1;1;0,198;1;1;1;1;1;0,449;1;0,325;1;1;1;0,001;1;0,011;1
"*postComments_108";1;0,01;1;1;1;1;1;1;1;1;1;0,006;1;0,001;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_24";1;0,001;1;1;1;1;1;1;1;0,062;1;0,127;1;1;1;0,203;1;1;0,004;1;1;1;1;1;1
"*i_0968";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_30";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,036;1;1;0,021;1;1;1;0;1;1;1
"*i_0967";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_16100";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_389";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_95";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*i_0966";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_7300";0,145;1;1;0,311;0,25;0,296;1;0,004;1;1;1;1;1;1;0,234;0,265;1;1;1;1;1;1;1;1;1
"*postComments_152";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_56";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;0;1;1
"*i_0965";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_7200";1;0,219;1;0,311;0,25;1;1;1;0,204;1;0,204;1;1;1;1;0,265;1;1;1;1;1;1;0,145;1;0,357
"*postComments_17";1;0,332;1;1;0,37;0,426;1;1;1;0,161;0,313;1;1;1;1;1;1;1;1;0,255;0,236;0,481;1;1;0,036
"*postReposts_13";1;0,597;0,546;0,74;0,081;0,718;1;1;1;1;1;1;1;1;0,622;1;1;1;0,007;0;0,466;1;1;1;0,806
"*i_0964";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_2100";0,552;1;0,637;1;1;0,817;1;0,137;1;1;1;0,609;1;1;0,112;1;1;0,609;0,194;0,001;1;0,886;1;0,078;1
"*postComments_12";1;1;1;0,379;1;0,013;1;1;0,258;1;1;1;1;1;1;1;1;1;1;0,207;0,19;1;1;0,241;0,022
"*i_0963";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_32400";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postComments_125";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postReposts_678";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postDate_27-12-2025";1;1;1;0,311;1;1;1;1;1;1;0,204;1;1;1;1;0,265;0,006;0,174;1;1;1;0,341;1;1;0,357
"*i_0962";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_67";1;1;1;0,113;1;1;1;1;1;1;0,061;0,048;1;1;1;1;0,105;1;1;1;1;1;0,037;1;1
"*i_0961";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_45";1;0,388;0,346;1;1;1;0,24;0,026;1;0,198;0,013;1;1;1;0,019;1;1;1;1;1;1;0,548;1;1;1
"*i_0960";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_5900";1;1;1;1;0,082;1;0,027;1;1;1;1;1;1;1;1;0,09;0,105;0,048;1;1;1;1;1;1;1
"*i_0959";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_6600";1;1;1;1;1;0,105;0,027;0,09;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_18";1;1;1;1;1;1;0,01;1;0,028;1;1;1;1;1;1;1;1;1;0,065;1;1;1;1;1;0,076
"*postReposts_64";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*i_0958";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_1700";1;1;0,017;1;0,486;1;1;1;0,42;0,236;1;1;0,043;0,003;1;1;0,55;1;0,591;1;1;0,611;1;1;1
"*postComments_119";1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;0,019;1;1;1;1;1;1;0,007;1
"*i_0957";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3300";1;1;0,398;0,571;1;0,55;1;1;1;1;1;0,375;1;1;0,029;1;1;0,375;0,591;1;0,329;0,067;1;1;0,631
"*i_0956";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_222";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_36";1;0,219;1;0,008;1;1;1;0,265;1;1;1;0,174;0,28;1;1;1;1;1;1;1;1;1;1;0,001;1
"*i_0955";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postComments_85";1;0,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;0,005;1;1;1;1;1
"*postReposts_48";1;1;1;1;1;1;1;1;1;0,007;0,028;1;0,05;1;1;1;1;0,021;1;1;1;1;1;1;1
"*i_0954";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_26";1;1;0,398;0,571;1;1;1;0;1;1;1;1;0,529;1;1;0,508;1;0,375;0,591;1;1;1;1;0,017;0,631
"*postDate_26-12-2025";1;1;0,189;0,311;0,004;1;1;1;1;1;1;1;1;0,092;1;1;1;1;1;0,16;1;1;1;0,189;0,357
"*i_0953";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_10800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postComments_674";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postReposts_88";1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*i_0952";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_4800";1;1;1;1;1;1;1;1;1;0,125;0,004;0,224;1;0,125;1;1;1;1;1;0,207;1;1;1;0;1
"*postReposts_16";0,552;1;1;0,841;0,744;1;0,491;0,137;0,088;1;1;0,609;1;0,429;0,718;0,769;1;1;0,194;0,581;0,552;0,886;1;1;1
"*i_0951";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3400";1;0,388;1;0,509;0,022;1;1;1;1;1;1;1;0,469;1;1;1;1;1;0,043;1;0,282;1;1;0,011;0,567
"*i_0950";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_5800";1;1;1;0,311;0,25;1;0,118;1;1;1;1;1;1;1;1;1;0,006;1;0,326;1;0,145;1;1;0,189;1
"*postComments_36";1;1;1;1;1;1;1;1;1;0,007;1;0,021;1;1;1;1;1;1;1;1;1;1;1;0,025;0,076
"*i_0949";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
