"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"!";-0,084;-0,753;0;-1,074;1,176;0,052;-5,023;60,063;-1,326;0,02;-1,204;-3,222;-0,753;-0,162;-0,815;-2,885;57,751;-0,949;-2,227;-6,67;-1,473;0,052
"mettre";-1,195;0,084;-1,81;-0,565;0,466;-0,013;-0,146;-1,124;0,125;5,763;-1,81;2,113;1,571;0,162;0,838;-0,8;-0,001;0,162;-5,069;-0,01;-0,926;1,828
"ats";1,372;0,03;-0,086;0,084;0,007;-0,034;-1,77;0,006;-3,691;-0,169;-3,022;0,132;5,766;0,157;21,219;-0,734;-2,071;-4,413;0;-0,065;3,462;-2,375
"emji_appareil_photo_avec_flash";0,814;-0,317;1,779;-0,003;-0,41;0;2,905;28,234;-3,173;-3,594;-4,469;-0,761;6,887;0,002;4,231;-1,444;-6,682;-2,212;-0,805;-0,253;-0,102;0,194
"emji_main_avec_index_pointant_à_droite";1,145;2,176;-0,02;0,235;3,493;0,321;-1,627;0,236;0,316;-0,002;-3,07;-3,619;-2,255;-2,71;-1,127;-5,434;15,449;-0,285;-1,05;0,316;-0,088;2,476
"monde";-0,431;-1,718;-3,092;-1,122;-1,821;-0,431;-3,208;72,864;1,779;-2,458;2,297;1,598;-0,497;-1,027;0;-1,316;0,067;2,892;1,228;-2,243;-0,309;-1,616
"grand";-1,077;0,719;-0,059;-0,488;4,839;-4,107;1,518;15,627;7,332;-2,253;0,08;-0,948;-4,304;-1,37;3,503;1,518;-3,232;-2,945;-0,3;3,228;-3,715;-2,348
"dernier";-0,003;-1,42;-0,117;7,077;0,112;-0,003;-4,452;11,865;-2,058;-2,326;-2,236;0;0,884;-0,638;1,54;0,025;-0,78;0,157;2,887;-2,058;1,437;-0,359
"afp";0,052;-5,75;-2,719;0,007;-2,045;-1,754;1,028;-0,538;0,078;0,02;10,999;5,802;-1,898;-2,389;0;-0,005;-2,497;-0,162;-0,827;-2,652;17,009;14,835
"genève";-2,228;33,529;-0,009;6,012;1,445;0,05;1,072;-0,532;-1,454;-0,606;-3,708;-0,084;-0,166;0,453;-0,138;-3,846;0,194;0,453;-1,373;0,141;-1,978;-0,848
"lien";0,42;-0,275;-0,045;-1,826;4,508;0,42;-2,09;-5,622;-1,721;2,579;-3,971;-2,359;-1,153;-0,005;-0,994;-4,119;125,669;-1,696;-1,567;-3,332;0,054;3,104
"également";-2,609;1,441;0,481;-0,619;-0,097;5,154;-6,037;-0,435;0,091;-2,554;1,467;-1,134;0,521;0,13;2,933;4,514;-3,554;9,261;-0,008;-3,748;-4;1,687
"nouveau";0,982;1,933;-0,539;6,643;0,107;-0,253;5,416;-1,982;0,233;-5,556;-1,6;0,005;0,809;-0,347;0,035;-1,757;0,009;-2,851;-1,15;3,455;0,448;-1,001
"emji_chaînons";0,732;-0,129;-0,002;-1,527;5,725;0,077;-3,738;-5,102;-2,873;1,828;-3,603;-2,002;-0,863;-0,302;-0,679;-3,738;153,12;-1,411;-1,297;-4,963;-0,032;2,055
"rester";0,827;-0,049;0,499;-4,343;0,555;0,827;0,385;-1,158;-6,212;1,592;3,381;0,208;1,821;-2,123;-2,87;0,004;-2,15;-0,081;11,407;-0,286;0;-0,023
"jour";-0,023;-0,554;1,62;0,634;-0,644;-3,049;-0,243;5,33;-2,29;0,614;0,499;-0,007;-0,554;-2,123;2,48;1,385;-0,942;-0,081;-4,009;-0,286;4,752;0,143
"pays";-0,699;-0,785;0,387;20,314;1,791;-0,699;-3,63;-0,009;-4,821;-1,449;-3,5;-0,617;-0,096;0,019;0,066;13,039;-1,152;-0,258;2,332;-0,002;8,324;-2,02
"notamment";0,158;-0,428;-0,08;-0,041;1,404;0,789;1,395;-0,021;-0,277;-1,207;0,057;0,234;-2,629;-1,444;0,263;-0,131;-0,21;-0,014;0,272;0,69;0,329;-0,009
"emji_caméscope";-0,494;0,197;-0,244;-3,075;-1,928;-1,715;-0,301;-0,221;8,607;2,771;0,638;3,275;-1,821;-2,957;-2,816;0,008;0,581;2,656;2,987;0,487;-1,506;-0,009
"souligner";2,476;-3,991;-1,478;0,235;0,793;2,476;-0,049;-5,13;-0,689;-1,963;-0,461;-0,775;0,958;0;0,503;-1,627;0,411;11,278;8,655;-0,689;-3,435;1,145
"bio";0,631;-0,166;-0,009;-1,611;5,35;0,631;-1,854;-5,249;-3,003;1,637;-3,708;-2,103;-0,943;-0,348;-0,765;-3,846;135,687;-1,491;-1,373;-5,107;0,131;1,866
"conseil";-4,143;-0,863;-1,644;3,609;21,525;-0,773;-1,762;-5,102;-4,963;-5,24;-1,644;-2,002;9,359;1,867;2,952;2,899;-0,001;-1,411;-1,297;27,383;-0,601;-0,773
"permettre";0,318;2,466;-2,096;0,963;-0,014;0,318;9,646;-0,846;-0,131;-0,941;-0,077;-1,059;-2,802;-1,822;7,797;-0,119;-1,763;-0,553;-1,687;7,14;-0,168;-0,284
"annoncer";-1,343;2,079;0,044;0,084;25,151;-2,88;-2,431;-3,962;-0,918;0,154;-0,132;4,726;-1,466;-4,024;0,539;8,732;-5,821;-4,024;-3,864;-0,213;20,259;-0,007
"prévoir";-3,049;30,649;5,783;-4,343;3,158;-5,185;-2,58;-6,385;-4,012;-2,577;-0,181;-0,387;0,682;-0,758;4,17;3,005;-0,225;-0,758;-0,651;5,773;2,664;-0,468
"face";0,02;-1,067;-1,867;0,262;2,725;-0,965;-4,009;18,675;-3,199;-0,119;-1,867;-4,298;-0,229;6,046;0,287;-0,054;3,713;1,478;-0,344;0,082;-2,125;0,02
"public";0;0,239;-4,131;-3,978;17,2;2,761;-4,285;0,006;-1,887;1,01;0,795;5,35;-2,802;-1,822;-0,011;-0,119;-3,385;-3,825;-1,687;4,693;-0,951;10,94
"canton";-0,629;2,221;-0,338;4,17;3,937;-0,04;-1,58;-4,809;-1,15;-1,341;-3,397;-3,778;2,221;16,878;-0,518;-3,524;8,054;0,035;-0,165;10,83;-3,651;-1,917
"place";0,017;14,889;-0,978;3,36;0,408;-3,211;-2,897;2,28;-0,61;2,079;-2,793;-1,237;1,78;1,491;1,718;-2,897;-3,741;-0,812;-2,483;0,16;-0,17;0,017
"fédéral";-1,815;-0,043;-3,295;-1,28;0,811;-0,56;-1,491;-2,607;-4,538;-1,235;-3,295;-3,664;7,528;23,702;9,123;10,069;0,018;-0,179;0,97;3,007;-1,598;-0,56
"femme";-1,326;-3,317;-2,793;-2,69;-3,422;0,017;-1,063;7,162;0,16;0,084;-2,793;0,703;-1,416;0,264;-0,144;2,735;-1,786;6,947;40,362;-1,88;-1,15;1,988
"projet";-0,236;4,038;-2,744;-0,857;0,002;-0,236;0,117;-1,914;-1,821;-3,991;3,174;0,762;-0,285;-0,777;13,127;-0,112;2,877;-2,541;-2,439;21,133;-1,107;-3,155
"novembre";-3,211;-0,312;34,074;0,197;9,782;-0,261;-1,063;-0,057;-0,61;-0,082;3,033;0,703;-1,416;-2,586;1,718;-1,063;-1,786;-2,586;-2,483;-0,036;0,827;-0,261
"viser";0,077;-2,246;-3,603;-0,37;3,352;-0,773;1,202;-5,102;-1,35;-1,559;-1,644;-2,002;-0,863;1,867;-0,1;0,241;10,239;0,008;-3,203;13,207;7,851;0,077
"état";-0,261;-0,312;-2,793;-0,063;6,277;-1,326;-1,063;-3,955;-3,848;6,73;0,142;-3,106;-1,416;-0,037;-0,144;40,354;-0,545;-0,812;-0,018;-0,61;4,973;1,988
"prendre";-0,076;0,057;-1,6;-0,346;5,921;-0,736;-0,491;0,873;-2,808;0,118;1,474;-0,047;6,402;-1,372;0,541;-0,008;-0,305;1,953;0,035;-1,299;-1,833;-0,076
"américain";-1,095;-3,026;-0,032;-2,454;-3,122;-1,095;-2,643;1,276;-3,51;-0,017;0,282;0,118;-3,026;-2,36;-0,049;169,485;-1,504;-2,36;-2,265;-0,001;20,434;-0,145
"voir";1,03;-0,672;0,502;7,424;-0,084;0,176;-3,471;7,299;-2,554;-1,287;1,804;0,239;-0,054;-0,198;1,962;-1,535;3,143;-3,098;-1,112;-0,251;-1,644;-0,594
"mondial";-0,106;-2,911;-0,714;-2,361;-0,175;-2,818;-0,785;74,052;0,43;-1,637;7,614;3,175;-1,081;-0,577;-0,024;-0,785;-3,283;0,539;0,652;-1,474;-0,052;-1,005
"franc";-3,555;2,946;-3,092;0,075;-0,024;-1,616;-3,208;-2,35;0,041;-1,03;-1,218;-1,515;-0,01;5,661;7,215;-0,253;6,516;-2,863;-0,934;34,388;-0,309;-1,616
"président";-2,93;-3,026;-2,548;31,924;22,064;-1,095;-2,643;-3,608;-3,51;-1,76;-0,032;-1,016;-0,183;-2,36;4,494;21,626;-1,504;-2,36;-2,265;-3,51;6,061;8,677
"groupe";0,408;-2,457;-0,44;0,911;1,522;-2,379;-0,494;-1,102;-0,121;2,361;-0,44;8,482;-2,457;-0,338;-1,302;-0,494;2,989;-0,338;-0,289;0,104;5,099;-0,008
"fin";0,492;0;0,982;1,145;1,403;-1,421;-3;4;-2;0,623;-0,126;0,593;-1,516;3,422;-2,401;-0,167;-1,901;-0,882;-0,797;2,236;0,707;-0,315
"cliquer";0,492;0;0,101;-0,969;5,813;0,492;-3;-4,095;-2;1,842;-2,893;-3,217;-0,371;-0,059;-2,401;-3;108,296;-0,882;-0,797;-3,984;-0,212;1,777
"national";-1,326;-0,312;-0,978;1,296;1,59;-0,261;-2,897;0,118;-1,88;0,084;-2,793;-1,237;20,158;3,719;3,511;5,406;-0,545;-2,586;-0,018;-0,036;-1,15;-1,326
"jeune";-0,002;-1,718;-1,218;-1,122;-1,821;1,407;0,02;0,021;0,589;0,008;-0,201;0;-1,718;-1,027;0,276;0,02;0,067;9,35;15,007;0,041;-3,323;-0,431
"passer";1,171;4,816;-3,244;2,253;-1,983;-0,527;-3,365;5,048;0,012;-0,297;-1,343;-0,004;1,014;-3,004;2,193;0,479;-0,157;-0,161;1,03;0,44;-3,486;-0,527
"offrir";0,327;17,123;0,741;-2,978;-1,821;0,327;11,292;-2,35;17,349;-4,497;0,741;-3,439;-0,497;-0,112;-1,201;0,02;0,693;-1,027;0,173;-0,867;-3,323;-1,616
"?";-0,033;-2,626;-0,539;-0,48;-0,921;11,233;-2,294;72,67;-0,196;-1,34;-0,539;0,341;-0,052;-2,048;-1,486;-0,001;2,486;0,017;0,036;-1,197;-2,377;-2,543
"heure";-3,497;29,298;0,797;-1,083;1,153;0;-1,273;0,548;-4,19;1,526;-1,177;-1,468;0,289;-0,097;0,314;-1,273;-0,746;0,138;-2,704;-0,823;1,907;0,364
"enfant";-2,379;-0,724;-2,07;0,027;-0,032;7,955;2,507;-1,102;0,104;0,052;-0,44;-0,002;4,061;-1,916;-0,251;-2,147;-2,772;11,797;7,485;-1,037;0,575;-2,379
"social";-1,326;-0,312;-2,793;-0,063;0,408;0,017;-0,129;-1,976;2,497;-2,072;-0,094;-1,237;0,005;0,264;1,718;-1,063;-0,02;6,947;4,114;0,16;-1,15;1,988
"unir";-0,705;-0,767;-0,473;0,018;-2,593;-0,705;0,001;-2,997;-1,09;0,701;0,718;-0,005;-2,513;-1,96;-0,285;112,232;-2,835;-0,366;1,123;-2,916;2,138;1,743
"près_de";0,036;-0,258;-0,066;-0,821;-1,405;-1,233;3,008;0,171;1,143;0,892;-0,9;0,062;-0,258;7,441;3,879;-0,096;-3,609;-0,743;-0,007;0,221;-0,13;-1,233
"police";-2,488;-0,81;-2,164;2,725;0,203;-2,488;-2,245;-0,204;-2,981;185,712;-2,164;-2,407;-2,57;-2,004;1,73;-0,564;0,087;-2,004;-1,924;-0,169;-0,003;-0,023
"homme";0,175;-0,989;-2,355;-0,577;-2,885;-2,708;-0,709;1,705;0,01;38,382;-0,642;-0,846;-2,796;-0,514;-3,607;-0,015;-0,242;0,644;15,783;-3,244;-0,03;10,047
"décembre";-1,326;33,084;0,142;-2,69;1,59;-3,211;-2,897;0,118;0,98;-2,072;3,033;0,035;-0,312;0,264;0,034;0,097;-1,786;-0,037;-2,483;-0,036;0,062;-0,261
"aller";-1,005;-0,139;-0,015;0,441;-1,158;-1,005;-0,031;5,99;-0,349;-1,637;0,356;1,2;-1,081;-0,577;0,195;0,283;0,007;0;-0,511;14,234;-2,634;-0,106
"service";-1,095;37,558;0,282;-2,454;-0,225;-0,145;-2,643;-0,473;-3,51;8,203;-0,032;-0,111;-1,175;-0,004;-0,049;-0,053;-0,366;8,255;-2,265;1,423;-0,08;-2,93
"devenir";-0,664;-4,094;0,001;0,533;0,643;-1,968;-1,625;13,556;1,153;-2,925;14,331;1,056;-0,081;-3,193;-3,171;-0,002;0,002;-1,293;2,432;2,611;-3,706;-0,051
"photo";-0,033;-0,052;-0,539;0,005;9,983;-0,033;-0,599;-1,268;-0,196;-0,272;-0,539;-2,46;-0,854;0,829;-1,486;-2,294;38,363;-2,048;-1,966;-3,046;1,885;6,996
"équipe";-0,15;-0,177;-0,06;-1,327;-1,688;-0,15;6,042;42,746;1,065;-0,399;-1,378;-0,125;-0,177;-1,276;2,601;-1,429;0,072;-0,028;-1,225;-1,898;-0,101;-1,584
"nouvelle";17,663;12,122;-3,143;0,061;-0,602;-0,463;0,568;-0,996;0,029;-1,081;11,778;1,51;-1,769;-1,064;-0,341;-1,359;-2,196;-1,064;-0,088;0,029;0,003;-1,665
"demander";-0,288;1,678;-2,843;1,219;0,366;-3,268;-2,949;-0,073;-0,651;0,065;-1,017;-0,237;0,448;-0,847;1,608;-0,148;4,854;-0,047;0,31;4,509;-3,055;0,541
"révéler";-0,736;-2,192;-1,6;0,002;-0,153;14,392;8,738;-2,934;0,219;-0,032;0,353;-1,952;-0,824;1,953;0,05;-3,684;0,284;7,193;7,864;-4,892;-1,833;-0,736
"retrouver";-0,001;-2,346;0,031;0,053;-0,013;4,853;0,813;0,126;-0,079;0,952;-0,378;0,001;-2,346;-0,284;-1,181;-0,427;3,373;0,082;-0,24;-0,932;-0,479;2,135
"jeudi";-0,874;3,112;19,345;-2,222;9,231;-0,874;-0,672;0,008;-1,307;0,002;-2,307;-0,805;0,157;-2,136;1,372;-0,009;-1,232;-2,136;-0,424;-0,253;1,659;0,205
"ville";-2,597;6,26;0;0,645;-0,092;0,239;-0,635;0,58;7,582;0,006;-2,259;-2,513;1,259;0,01;1,485;0,45;-1,179;-2,092;-2,009;0,668;-2,428;-0,831
"travail";-0,546;2,081;-1,929;-1,857;1,896;0;-0,395;-0,94;-0,881;-2,805;-0,348;0,003;4,758;-1,786;0,844;-2,001;15,938;1,319;4,27;-0,881;-0,444;-0,546
"politique";-1,14;-3,084;-2,597;17,192;21,432;0,064;-0,901;-1,733;-3,577;-1,821;0,249;-1,06;-1,222;4,388;-0,064;10,25;-0,4;-0,009;-0,603;-0,004;1,107;-1,14
"partir";-1,233;4,221;0,191;29,585;3,889;-1,233;-2,795;-3,815;-3,712;-1,946;-0,066;0,062;-0,258;-0,021;0,065;5,835;-1,672;-2,495;-0,666;5,14;-0,13;-0,212
"initiative";-2,057;-0,481;-1,789;-1,723;2,345;-2,057;-1,856;-0,785;-0,732;-2,602;0,099;-1,99;0,695;0,181;0,152;0,069;12,364;0,181;-0,151;31,07;-0,345;-0,434
"fois";-0,189;7,538;-0,053;-0,785;-1,355;-1,186;1,187;5,014;1,231;-3,848;-0,862;-0,149;0,655;-0,014;2,082;-0,08;-1,615;0,366;2,003;-0,492;-2,843;-0,189
"lausanne";-0,625;61,771;-0,409;-1,947;7,33;0,46;-0,46;-0,126;-2,786;0,862;-2,023;-0,569;-0,682;-1,873;11,608;-2,098;-0,922;-0,31;-1,798;-0,984;-2,173;-0,003
"prochain";-2,652;3,112;-0,607;-0,544;9,231;-2,652;-2,393;6,842;-3,178;-3,355;-2,307;0,262;-0,083;0,005;13,049;4,367;-3,09;-2,136;-2,051;7,262;-0,021;-0,874
"prix";-1,174;-1,213;-1,021;-0,983;-0,022;-0,007;0;-1,446;38,322;-0,102;1,259;-0,003;0,758;-0,946;0,259;0;6,582;-0,946;-0,908;-1,407;-1,098;-1,174
"international";-0,014;-0,028;-0,473;0,838;-0,83;-0,705;-0,529;0,795;0,898;-0,21;-0,473;4,499;-0,767;-1,96;0,01;2,363;-2,835;0,972;-1,882;-1,09;19,647;-0,705
"indiquer";-1,14;2,239;3,634;-0,749;-0,251;-1,14;-2,694;-0,013;-3,577;0,187;-2,597;2,727;4,609;-0,675;10,432;-0,901;-1,559;-0,675;-0,001;-0,004;9,576;-2,986
"santé";0,147;-1,035;-2,403;-2,314;-0,153;62,185;1,64;-3,402;-1,418;-1,577;-2,403;-2,673;-1,035;-0,545;-0,014;-0,022;0,013;27,961;0,005;0,004;-0,04;-0,089
"étude";0,975;-2,968;-2,5;-2,407;-3,063;25,121;67,765;-3,539;-3,443;-3,635;-2,5;-2,78;0,848;-0,609;-0,604;-2,593;-1,449;43,928;9,235;-0,383;-0,897;-2,874
"semaine";-0,831;3,284;0;0,002;5,846;-0,831;-0,004;-0,264;0,03;-3,286;-0,573;-2,513;-0,898;0,01;3,364;1,973;2,336;-0,453;-2,009;-1,252;4,211;-0,831
"mesure";0,492;-0,371;-0,126;-2,785;5,813;-0,315;-3;-4,095;-0,693;-0,837;-2,893;-3,217;0;15,537;0,45;-0,167;4,652;0,207;-0,797;14,615;-1,237;0,005
"trump";-1,636;-1,69;-1,423;-1,37;-1,743;-0,177;-1,476;-0,406;-1,96;-0,443;-0,077;-1,583;-1,69;-1,318;-2,179;224,6;-1,906;-1,318;-1,265;-1,96;24,628;4,648
"sécurité";-0,023;1,46;-2,164;-0,449;1,308;-0,747;-2,245;-1,212;-1,143;27,932;-2,164;-2,407;-0,039;0,026;3,774;0,554;-1,075;-2,004;-1,924;-0,169;13,131;-0,747
"lundi";-2,597;6,26;2,197;0,002;1,118;-2,597;-2,344;-1,325;0,03;0,5;-0,573;-0,764;-0,898;0,763;0;-0,004;-0,187;0,763;-2,009;2,14;4,211;-0,831
"dimanche";-2,379;1,687;0,786;3,039;1,522;-2,379;-2,147;2,556;-2,851;0,778;-0,44;0,487;-0,018;-1,916;0,019;0,674;-0,972;-1,916;-0,289;-0,121;14,122;-2,379
"désormais";6,159;0,131;1,955;-0,577;-0,131;-0,917;-2,443;-0,329;-1,362;-0,376;0,442;-0,049;-0,1;0,644;0,271;-0,015;-0,242;-2,181;2,723;-0,284;1,554;0,175
"temps";-2,543;1,357;0,596;0,005;0,171;1,517;-0,599;16,168;-0,196;-1,34;-2,212;-2,46;-0,052;-0,423;6,296;0,5;-1,127;-2,048;3,165;0,043;-2,377;-2,543
"jean";-0,125;2,503;3,974;0,398;0,042;-0,125;-2,593;-0,435;0;-3,635;-0,75;-0,973;30,78;-0,002;-0,035;-0,823;0,455;-0,002;-2,222;-0,383;-2,686;0,975
"situation";1,136;-0,119;1,843;0,487;5,107;-0,089;-2,493;-3,402;-3,31;9,239;-2,403;-2,673;-1,035;0,59;-0,014;-2,493;1,929;0,59;0,005;-0,316;1,455;-0,089
"population";5,108;-0,6;-1,929;-0,302;1,896;-0,546;0,025;-2,731;-2,657;1,048;-1,929;-2,145;2,081;0,102;2,491;-2,001;-2,583;3,906;1,495;10,293;-0,444;-2,217
"noël";-1,378;2,412;-0,011;-1,154;-0,096;-0,06;-1,243;0,151;30,964;-1,743;-1,199;6,852;6,093;-1,11;1,2;-1,243;-1,605;-1,11;0;-1,651;-1,288;-1,378
"connaître";3,218;-2,796;1,955;0;-2,885;0,175;-0,015;0,003;-3,244;-0,376;18,757;45,725;-0,989;-0,514;-1,675;-0,709;-0,242;-2,181;0,01;-1,362;-0,03;-0,917
"vie";6,426;-2,739;-0,607;-0,544;-0,111;0,205;7,935;-1,382;0,602;0,002;0,49;1,479;-0,083;-2,136;-3,534;-0,672;0,694;5,62;0,83;-3,178;-0,021;-0,874
"partie";-2,763;-1,035;0,398;2,067;-1,109;-0,961;0,32;-0,363;-1,418;-0,412;-0,678;0,196;-0,119;0,59;2,822;0,32;-1,34;-0,545;2,589;3,812;6,827;-2,763
"ligne";-0,874;86,236;-0,607;-2,222;-2,827;-0,058;-0,672;-0,296;0,602;-0,34;-0,002;-0,805;-0,943;0,005;0,315;-2,393;0,034;0,702;-2,051;-3,178;4,014;-0,058
"octobre";0,877;-0,443;-0,235;-1,678;0,679;-2,004;-1,808;23,566;-0,011;-0,033;-1,743;0,992;-2,069;0,213;-0,892;1,256;-2,334;-0,163;-1,549;-0,683;18,418;-0,399
"expliquer";5,425;-1,128;-0,75;-0,679;0,734;0,1;1,444;1,374;-0,383;0,257;-2,5;-2,78;0,848;2,079;0,162;-0,823;-3,348;2,079;-0,541;0,381;-0,897;-0,125
"enquête";-0,585;-2,346;-1,976;6,996;0,368;-0,585;-0,427;-2,797;-0,932;31,911;-1,976;-2,197;-0,005;-1,829;-3,026;0,015;0,204;7,537;0,119;-0,932;-2,123;13,594
"droit";-2,379;-0,724;-2,07;0,911;11,243;-2,379;0,003;0,075;-2,851;-1,168;0,012;0,487;7,463;-1,916;-0,251;0,674;-0,094;-0,338;-0,289;-0,121;0;7,955
"couper";-0,675;2,985;-0,587;12,105;17,684;-0,675;-0,609;2,12;-0,809;-0,854;-0,587;-0,653;-0,697;-0,544;0,038;0,339;0,107;-0,544;-0,522;-0,809;-0,631;-0,675
"atteindre";-1,095;-1,175;30,199;0,358;-3,122;0,902;6,545;3,012;-0,001;-0,53;-0,032;-2,834;0,78;0,447;0,133;-2,643;-3,413;-0,004;2,221;-0,419;-2,739;-2,93
"rendre";-0,789;-0,052;-0,539;-0,48;-0,921;0,276;-0,599;2,095;-1,197;-1,34;0;11,925;-0,052;-0,423;-3,387;2,096;-1,127;0,829;-1,966;0,739;-0,007;11,233
"français";-0,364;0,021;-0,209;-0,174;2,696;-1,951;-1,76;17,893;-0,004;-0,734;-0,209;3,417;-0,406;-1,571;-2,599;-1,76;-0,588;-0,142;-0,112;-0,004;-0,283;17,286
"mort";0,46;-2,401;-2,023;-0,359;-0,022;-2,325;-2,098;-1,047;0,131;12,757;0,021;2,199;-0,682;-0,31;-1,241;0,008;-0,075;-1,873;-1,798;-2,786;21,023;13,078
"marquer";-2,543;-0,052;0,596;15,254;3,192;-0,033;-0,001;0,026;0,043;-3,216;27,997;-0,724;-0,854;-0,423;0,001;2,096;-2,962;-0,423;-1,966;-1,197;-2,377;-0,033
"déclarer";-0,434;-0,481;-1,789;0,136;-0,529;-0,434;-0,302;6,984;-2,464;-0,048;13,097;-0,389;-2,124;1,641;-0,085;-0,302;-2,396;0,181;-0,151;-0,02;3,278;2,775
"violence";-1,898;-1,96;-1,651;0,232;-0,412;-1,898;-1,712;-0,636;0,509;24,553;-1,651;-0,291;-0,37;5,347;-0,031;-0,218;-2,211;5,347;0,356;-2,274;0,105;6,962
"mois";-0,471;-2,179;12,575;0,111;0;0,006;-1,904;-0,836;-0,031;-0,065;-1,836;0,82;-0,52;39,868;-1,006;-0,333;-0,019;-1,7;-0,172;-0,781;0,031;0,716
"réseau";0,517;-0,005;0,031;-1,902;-2,42;0,517;-0,427;0,126;0,162;0,095;0,031;-0,531;-2,346;0,082;-0,189;-2,049;-0,872;1,224;0,119;3,134;-0,479;8,673
"nombre";-2,164;-0,559;-0,318;-0,275;-0,612;-0,508;0,972;-0,888;-2,592;-2,737;-1,882;-2,093;5,016;8,212;8,808;-0,363;-0,775;4,115;40,761;-2,592;0,02;-2,164
"lancer";-2,325;0,386;0,021;0,039;-0,022;-2,325;-0,46;2,728;-0,984;0,072;2,922;0,544;-2,401;1,135;2,159;-0,46;1,202;-0,31;-1,798;0,131;-0,514;-0,003
"gouvernement";-1,951;-2,015;-1,697;22,527;60,984;-1,951;-1,76;-0,685;-2,337;-2,468;-1,697;-0,323;0,021;-0,142;-0,836;1,365;0,511;0,249;-1,508;-0,636;0,082;0,968
"continuer";-2,818;-1,081;-0,714;-0,005;0,801;-2,818;-0,785;0,36;3,62;-3,565;7,614;1,2;0,921;-2,27;-1,803;-2,543;-1,394;2,194;0,652;3,62;3,475;-0,106
"christian";-2,986;-1,222;-2,597;-2,501;-3,182;-0,166;-0,901;-1,733;-3,577;-0,571;-2,597;-2,888;112,426;18,334;0,824;0,189;1,478;4,388;-0,001;-0,455;-0,98;-1,14
"gaza";-1,429;-0,099;-1,243;-1,197;5,362;-1,429;-1,29;-1,76;-0,218;-0,273;-1,243;-1,383;-0,099;-1,151;-1,904;-1,29;-1,665;-1,151;-1,105;-1,712;346,882;-1,429
"victime";-1,688;-1,743;-1,468;-1,414;-1,799;-1,688;-0,12;-0,45;-2,022;2,515;-1,468;-1,633;-0,236;19,757;0;-1,523;-0,374;2,688;0,583;-2,022;1,859;51,371
