"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"whatsapp";2,802;-0,246;-0,207;3,604;13,669;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;-0,285;-0,222;2,802
"web";-0,238;-0,246;3,42;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;3,42;2,941;-0,246;-0,192;-0,317;-0,215;2,224;3,802;-0,184;-0,285;-0,222;-0,238
"walter";-0,19;-0,196;4,699;-0,159;-0,203;3,918;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;24,445;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"vulnérable";-0,19;-0,196;4,699;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;3,182;-0,153;5,453;-0,228;-0,178;3,918
"volaille";19,312;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;2,627;4,483;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"visage";-0,19;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;37,379;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;3,059;-0,178;-0,19
"vif";-0,238;2,672;3,42;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;14,176;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;2,128;-0,222;-0,238
"vernier";-0,238;2,672;-0,207;43,404;2,55;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
"verbier";-0,286;1,968;62,749;-0,24;-0,305;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;1,603;-0,23;-0,221;-0,343;-0,267;-0,286
"veille";-0,286;-0,295;-0,249;2,731;-0,305;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;13,191;1,603;-0,23;-0,221;-0,343;2,309;2,074
"varié";-0,238;-0,246;-0,207;3,604;-0,254;-0,238;-0,215;-0,293;2,128;-0,301;-0,207;2,941;-0,246;-0,192;-0,317;-0,215;2,224;-0,192;-0,184;-0,285;-0,222;2,802
"valve";-0,19;-0,196;-0,165;-0,159;-0,203;-0,19;21,613;-0,234;-0,228;-0,241;4,699;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;3,059;-0,178;-0,19
"unité";-0,286;-0,295;-0,249;-0,24;10,794;-0,286;-0,258;1,451;-0,343;8,717;-0,249;-0,277;-0,295;-0,23;1,253;-0,258;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"témoignage";3,918;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;36,351;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"type";-0,334;1,478;-0,291;-0,28;-0,356;1,567;-0,302;-0,412;-0,4;0,992;1,991;-0,323;-0,345;-0,269;0,887;1,873;-0,389;-0,269;-0,258;-0,4;-0,312;1,567
"tribune";-0,238;2,672;-0,207;18,006;-0,254;-0,238;-0,215;2,037;-0,285;1,95;-0,207;-0,23;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
"tragique";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;52,301;-0,207;-0,23;-0,246;-0,192;-0,317;3,249;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
"touristique";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;22,324;-0,18;6,858;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"totalement";-0,286;11,215;-0,249;-0,24;-0,305;11,662;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;1,603;-0,23;-0,221;-0,343;-0,267;2,074
"tonne";-0,19;3,752;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;4,483;-0,221;-0,153;-0,147;3,059;4,282;-0,19
"toilette";-0,19;18,639;-0,165;-0,159;-0,203;-0,19;-0,172;2,942;-0,228;2,832;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"thaïlande";-0,19;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;4,483;-0,221;-0,153;-0,147;-0,228;49,717;-0,19
"sévère";-0,286;-0,295;-0,249;-0,24;-0,305;2,074;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;8,158;-0,258;-0,333;-0,23;3,072;-0,343;-0,267;11,662
"séparer";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;2,128;1,95;-0,207;-0,23;-0,246;-0,192;10,492;3,249;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
"sénateur";-0,19;-0,196;-0,165;23,431;-0,203;3,918;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;4,483;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"suspendre";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;2,037;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;-0,215;2,224;-0,192;-0,184;-0,285;-0,222;35,973
"surveiller";-0,334;-0,345;-0,291;-0,28;-0,356;1,567;-0,302;-0,412;-0,4;6,982;-0,291;-0,323;1,478;-0,269;0,887;-0,302;1,175;-0,269;-0,258;1,11;-0,312;-0,334
"surpoids";-0,142;-0,147;-0,124;-0,119;-0,152;5,806;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;5,584;-0,115;-0,19;-0,128;-0,166;7,506;-0,11;-0,171;-0,133;-0,142
"suffire";-0,286;-0,295;-0,249;-0,24;-0,305;-0,286;2,44;1,451;-0,343;-0,362;-0,249;2,188;-0,295;2,895;-0,381;-0,258;1,603;-0,23;3,072;-0,343;-0,267;-0,286
"stratégique";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;3,249;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;16,552;-0,277;-0,192;-0,184;2,128;3,09;-0,238
"stop";-0,19;-0,196;-0,165;-0,159;-0,203;-0,19;4,483;-0,234;-0,228;2,832;-0,165;-0,184;-0,196;5,182;-0,253;-0,172;-0,221;-0,153;-0,147;3,059;-0,178;-0,19
"stimuler";-0,286;-0,295;-0,249;-0,24;-0,305;11,662;-0,258;-0,352;9,335;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;1,603;2,895;-0,221;-0,343;-0,267;-0,286
"spécimen";29,051;-0,295;-0,249;-0,24;-0,305;2,074;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;15,805;-0,343;-0,267;-0,286
"spectateur";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;11,53;-0,285;-0,301;3,42;15,287;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
"sonore";2,802;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;3,42;2,941;-0,246;-0,192;-0,317;-0,215;12,316;-0,192;-0,184;-0,285;-0,222;-0,238
"soleil";-0,142;-0,147;6,858;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;6,044;-0,147;7,506;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"signifier";-0,142;-0,147;-0,124;-0,119;-0,152;5,806;-0,128;-0,175;-0,171;-0,18;-0,124;6,044;-0,147;7,506;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"sensibilisation";-0,286;-0,295;-0,249;-0,24;-0,305;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;1,253;-0,258;1,603;2,895;15,805;1,525;-0,267;-0,286
"secret";-0,286;-0,295;-0,249;-0,24;1,868;-0,286;2,44;-0,352;1,525;-0,362;2,58;2,188;-0,295;-0,23;1,253;-0,258;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"secondaire";-0,238;-0,246;17,253;-0,199;-0,254;-0,238;3,249;-0,293;-0,285;-0,301;-0,207;-0,23;2,672;-0,192;-0,317;-0,215;-0,277;3,802;-0,184;-0,285;-0,222;-0,238
"saga";-0,286;-0,295;-0,249;-0,24;-0,305;-0,286;-0,258;-0,352;1,525;-0,362;62,749;-0,277;-0,295;-0,23;-0,381;2,44;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"révélation";-0,286;-0,295;-0,249;2,731;1,868;-0,286;-0,258;-0,352;-0,343;-0,362;2,58;2,188;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;-0,221;-0,343;-0,267;11,662
"rétablir";29,051;1,968;2,58;-0,24;-0,305;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;-0,221;-0,343;2,309;-0,286
"réouverture";5,806;-0,147;6,858;-0,119;-0,152;-0,142;-0,128;-0,175;4,648;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"rénovation";-0,142;5,584;-0,124;-0,119;5,374;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;4,648;-0,133;-0,142
"régulation";2,074;-0,295;-0,249;-0,24;-0,305;-0,286;2,44;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;2,895;-0,381;-0,258;-0,333;15,075;-0,221;-0,343;-0,267;2,074
"référendum";-0,19;-0,196;-0,165;-0,159;3,597;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;4,483;-0,221;-0,153;-0,147;15,804;-0,178;-0,19
"récupération";1,567;-0,345;-0,291;-0,28;1,395;-0,334;-0,302;-0,412;1,11;-0,423;-0,291;-0,323;1,478;-0,269;0,887;-0,302;1,175;2,257;-0,258;-0,4;-0,312;-0,334
"rupture";-0,238;-0,246;3,42;-0,199;-0,254;-0,238;-0,215;2,037;2,128;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;3,249;-0,277;-0,192;-0,184;-0,285;-0,222;2,802
"rompre";-0,286;-0,295;-0,249;-0,24;10,794;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;2,44;-0,333;-0,23;3,072;-0,343;12,647;-0,286
"rome";-0,19;-0,196;-0,165;-0,159;-0,203;3,918;-0,172;-0,234;-0,228;2,832;-0,165;-0,184;-0,196;-0,153;2,627;-0,172;3,182;-0,153;-0,147;-0,228;-0,178;-0,19
"rob";-0,142;-0,147;-0,124;32,496;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;6,567;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"rive";3,918;3,752;4,699;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;4,094;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"rival";-0,19;-0,196;-0,165;4,932;-0,203;-0,19;-0,172;2,942;3,059;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;4,282;-0,19
"renvoyer";-0,286;-0,295;-0,249;2,731;1,868;-0,286;-0,258;1,451;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;13,191;-0,333;2,895;-0,221;-0,343;-0,267;-0,286
"rente";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;5,584;-0,115;4,061;-0,128;4,815;-0,115;-0,11;-0,171;-0,133;-0,142
"rembourser";-0,142;5,584;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;4,815;-0,115;-0,11;-0,171;6,297;-0,142
"religieux";-0,19;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;4,094;-0,196;5,182;-0,253;-0,172;-0,221;-0,153;-0,147;15,804;-0,178;-0,19
"relayer";2,074;-0,295;2,58;-0,24;-0,305;-0,286;2,44;-0,352;-0,343;1,382;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;2,895;-0,221;-0,343;-0,267;2,074
"reine";-0,19;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;2,942;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;4,483;-0,221;-0,153;-0,147;-0,228;-0,178;19,312
"rachat";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;41,706;-0,23;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;11,912;-0,222;-0,238
"prévoyance";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;4,061;-0,128;4,815;-0,115;-0,11;4,648;-0,133;-0,142
"présumer";-0,286;-0,295;-0,249;2,731;1,868;-0,286;-0,258;-0,352;-0,343;1,382;-0,249;-0,277;-0,295;-0,23;1,253;-0,258;1,603;-0,23;-0,221;-0,343;-0,267;2,074
"précoce";-0,286;-0,295;2,58;-0,24;-0,305;2,074;13,191;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;15,075;-0,221;-0,343;-0,267;-0,286
"précaire";-0,19;-0,196;-0,165;-0,159;-0,203;3,918;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;16,309;5,182;-0,147;-0,228;-0,178;-0,19
"protester";-0,286;-0,295;-0,249;-0,24;50,737;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;1,603;-0,23;-0,221;1,525;-0,267;-0,286
"promotion";-0,286;-0,295;-0,249;-0,24;-0,305;-0,286;-0,258;1,451;-0,343;-0,362;-0,249;-0,277;1,968;-0,23;1,253;-0,258;1,603;15,075;-0,221;-0,343;-0,267;-0,286
"projection";-0,238;-0,246;3,42;43,404;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;4,017;-0,285;-0,222;-0,238
"progressivement";-0,286;-0,295;2,58;-0,24;-0,305;-0,286;-0,258;-0,352;-0,343;1,382;-0,249;2,188;-0,295;-0,23;1,253;-0,258;1,603;-0,23;-0,221;1,525;-0,267;-0,286
"prince";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;6,858;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;27,005
"press";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;11,166;3,42;-0,23;2,672;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;-0,285;3,09;-0,238
"potter";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;4,648;-0,18;31,241;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"posséder";3,918;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;16,309;-0,153;-0,147;3,059;-0,178;-0,19
"positionner";-0,286;-0,295;-0,249;-0,24;-0,305;2,074;2,44;-0,352;-0,343;-0,362;2,58;-0,277;-0,295;2,895;-0,381;2,44;-0,333;-0,23;-0,221;-0,343;2,309;-0,286
"portugal";3,918;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;4,094;-0,196;-0,153;2,627;-0,172;3,182;-0,153;-0,147;-0,228;-0,178;-0,19
"pompier";-0,286;-0,295;2,58;-0,24;-0,305;-0,286;-0,258;-0,352;-0,343;42,331;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;1,603;-0,23;-0,221;-0,343;-0,267;-0,286
"pointer";-0,286;-0,295;-0,249;-0,24;-0,305;-0,286;-0,258;9,018;1,525;1,382;2,58;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;2,895;-0,221;-0,343;-0,267;-0,286
"plante";27,005;-0,147;-0,124;-0,119;-0,152;-0,142;6,567;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"peau";3,918;-0,196;-0,165;-0,159;-0,203;3,918;21,613;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"pc";-0,19;18,639;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;22,489;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"parvenir";-0,286;-0,295;2,58;35,247;-0,305;-0,286;-0,258;1,451;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;-0,221;-0,343;2,309;-0,286
"particule";1,567;-0,345;1,991;-0,28;-0,356;45,438;1,873;-0,412;-0,4;-0,423;-0,291;-0,323;-0,345;-0,269;-0,445;-0,302;-0,389;-0,269;-0,258;-0,4;-0,312;-0,334
"ouvert";-0,238;14,176;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;2,941;-0,246;-0,192;-0,317;-0,215;2,224;-0,192;-0,184;2,128;-0,222;-0,238
"orient";-0,286;-0,295;-0,249;14,4;-0,305;-0,286;-0,258;-0,352;1,525;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;13,191;-0,333;-0,23;-0,221;-0,343;2,309;-0,286
"oeuf";19,312;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;5,182;2,627;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"neutralité";-0,238;-0,246;-0,207;18,006;2,55;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;16,552;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
"netanyahu";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;68,189;-0,142
"métal";-0,19;-0,196;-0,165;-0,159;-0,203;3,918;4,483;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;3,182;-0,153;-0,147;3,059;-0,178;-0,19
"mécanique";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;6,858;-0,138;-0,147;-0,115;4,061;-0,128;-0,166;-0,115;-0,11;4,648;-0,133;-0,142
"musicien";-0,19;-0,196;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;3,059;-0,241;-0,165;47,992;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"municipalité";5,806;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;4,061;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;5,806
"multiplier";-0,238;2,672;3,42;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;3,249;-0,277;-0,192;4,017;2,128;-0,222;-0,238
"motiver";-0,19;-0,196;-0,165;-0,159;3,597;-0,19;-0,172;-0,234;-0,228;2,832;-0,165;-0,184;-0,196;-0,153;-0,253;21,613;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"modification";-0,286;-0,295;-0,249;-0,24;10,794;-0,286;-0,258;1,451;-0,343;-0,362;-0,249;-0,277;1,968;-0,23;1,253;-0,258;-0,333;-0,23;-0,221;1,525;-0,267;-0,286
"maximal";-0,286;-0,295;33,83;-0,24;-0,305;-0,286;2,44;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;-0,221;9,335;-0,267;-0,286
"matinée";-0,286;1,968;2,58;-0,24;-0,305;-0,286;-0,258;-0,352;-0,343;8,717;-0,249;-0,277;1,968;-0,23;-0,381;2,44;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"marier";-0,142;-0,147;-0,124;7,17;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;7,869;-0,171;-0,133;5,806
"manger";5,806;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;4,49;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;7,869;-0,171;-0,133;-0,142
"mamdani";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;-0,175;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;70,644;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"maman";2,802;-0,246;-0,207;-0,199;-0,254;-0,238;3,249;11,53;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;4,017;-0,285;-0,222;-0,238
"malmö";-0,19;44,856;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;4,483;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"maillot";-0,142;-0,147;-0,124;-0,119;-0,152;-0,142;-0,128;51,757;-0,171;-0,18;-0,124;-0,138;-0,147;-0,115;-0,19;-0,128;-0,166;-0,115;-0,11;-0,171;-0,133;-0,142
"législation";1,567;1,478;-0,291;2,119;-0,356;1,567;-0,302;-0,412;-0,4;-0,423;-0,291;-0,323;-0,345;-0,269;0,887;-0,302;-0,389;-0,269;-0,258;1,11;-0,312;1,567
"légendaire";-0,286;-0,295;-0,249;-0,24;-0,305;-0,286;-0,258;1,451;-0,343;-0,362;13,774;30,13;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"lucratif";-0,286;1,968;-0,249;-0,24;-0,305;-0,286;-0,258;-0,352;9,335;-0,362;2,58;2,188;-0,295;-0,23;1,253;-0,258;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"lucas";-0,238;-0,246;-0,207;-0,199;2,55;-0,238;3,249;-0,293;-0,285;-0,301;3,42;-0,23;2,672;-0,192;-0,317;-0,215;-0,277;3,802;-0,184;-0,285;-0,222;-0,238
"lourd";-0,19;-0,196;-0,165;-0,159;-0,203;3,918;-0,172;-0,234;-0,228;2,832;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;3,182;-0,153;-0,147;-0,228;4,282;-0,19
"lit";-0,19;82,404;-0,165;-0,159;-0,203;-0,19;-0,172;-0,234;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"ligue";-0,19;-0,196;-0,165;4,932;-0,203;-0,19;-0,172;37,379;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"libre";-0,19;-0,196;-0,165;-0,159;3,597;-0,19;-0,172;2,942;-0,228;-0,241;-0,165;-0,184;-0,196;-0,153;-0,253;4,483;-0,221;-0,153;-0,147;-0,228;4,282;-0,19
"langage";-0,19;-0,196;-0,165;-0,159;-0,203;3,918;21,613;-0,234;-0,228;-0,241;-0,165;4,094;-0,196;-0,153;-0,253;-0,172;-0,221;-0,153;-0,147;-0,228;-0,178;-0,19
"juridique";-0,238;-0,246;-0,207;3,604;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;3,802;1,79;-0,215;-0,277;-0,192;-0,184;11,912;-0,222;-0,238
"jurassien";-0,286;1,968;-0,249;14,4;-0,305;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;1,253;-0,258;9,67;-0,23;-0,221;-0,343;-0,267;-0,286
"jeter";1,567;-0,345;-0,291;-0,28;-0,356;-0,334;-0,302;1,05;-0,4;0,992;-0,291;1,662;-0,345;2,257;0,887;-0,302;1,175;-0,269;-0,258;-0,4;-0,312;-0,334
"instaurer";-0,286;-0,295;-0,249;-0,24;1,868;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;-0,381;2,44;9,67;15,075;-0,221;-0,343;-0,267;-0,286
"inquiétude";-0,238;-0,246;-0,207;-0,199;13,669;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;-0,246;-0,192;1,79;-0,215;2,224;-0,192;-0,184;2,128;-0,222;-0,238
"indépendance";-0,334;-0,345;-0,291;-0,28;1,395;-0,334;-0,302;-0,412;-0,4;-0,423;-0,291;-0,323;-0,345;-0,269;-0,445;10,801;-0,389;-0,269;32,15;-0,4;1,764;-0,334
"industriel";2,802;2,672;-0,207;-0,199;-0,254;2,802;-0,215;-0,293;11,912;-0,301;-0,207;-0,23;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
"incontournable";2,074;-0,295;-0,249;-0,24;-0,305;-0,286;-0,258;-0,352;23,773;-0,362;2,58;2,188;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"incertain";-0,238;-0,246;-0,207;-0,199;2,55;-0,238;-0,215;-0,293;-0,285;-0,301;-0,207;-0,23;2,672;-0,192;-0,317;3,249;-0,277;3,802;-0,184;-0,285;-0,222;2,802
"impression";-0,286;-0,295;-0,249;-0,24;-0,305;-0,286;-0,258;1,451;1,525;-0,362;2,58;2,188;1,968;-0,23;-0,381;-0,258;-0,333;-0,23;3,072;-0,343;-0,267;-0,286
"implication";-0,286;-0,295;-0,249;14,4;1,868;-0,286;-0,258;-0,352;-0,343;-0,362;-0,249;-0,277;-0,295;-0,23;1,253;2,44;-0,333;-0,23;-0,221;-0,343;-0,267;2,074
"honneur";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;2,128;-0,301;17,253;2,941;-0,246;-0,192;-0,317;-0,215;-0,277;-0,192;-0,184;-0,285;-0,222;2,802
"hollywood";-0,238;-0,246;-0,207;-0,199;-0,254;-0,238;-0,215;-0,293;-0,285;-0,301;41,706;-0,23;-0,246;-0,192;-0,317;16,552;-0,277;-0,192;-0,184;-0,285;-0,222;-0,238
